,Comical Cyndie,Go Hard Son,Thumbs Up,Mahuika,Once Again,Clever Eva,Trinity Ann,Shes A Cracker
11-01-2023 14:33:42.011814,"(1.3, 1.45, 1.4421411764705883)","(31.0, 90.0, 70.74074074074075)","(10.0, 16.5, 15.333333333333334)","(4.8, 7.2, 7.24)","(21.0, 42.0, 37.03448275862069)","(14.0, 20.0, 19.416666666666668)","(91.0, 650.0, 535.0)","(17.0, 50.0, 39.111111111111114)"
11-01-2023 14:33:43.218870,"(1.3, 1.45, 1.4353738317757008)","(31.0, 90.0, 70.74074074074075)","(10.0, 16.0, 15.7)","(4.8, 7.4, 7.28)","(21.0, 42.0, 37.03448275862069)","(14.0, 20.0, 19.470588235294116)","(91.0, 650.0, 540.0)","(17.0, 50.0, 39.111111111111114)"
11-01-2023 14:33:44.432678,"(1.3, 1.44, 1.4391666666666667)","(31.0, 90.0, 70.74074074074075)","(10.0, 16.5, 16.26923076923077)","(4.8, 7.6, 7.206451612903226)","(21.0, 42.0, 38.714285714285715)","(14.0, 20.0, 20.8)","(91.0, 650.0, 536.6666666666666)","(17.0, 50.0, 39.30434782608695)"
11-01-2023 14:33:45.756132,"(1.3, 1.43, 1.428494623655914)","(31.0, 90.0, 77.0)","(10.0, 16.5, 17.444444444444443)","(4.8, 7.4, 7.2)","(21.0, 42.0, 36.25)","(14.0, 24.0, 21.176470588235293)","(91.0, 750.0, 536.6666666666666)","(17.0, 50.0, 44.5)"
11-01-2023 14:33:47.005387,"(1.3, 1.43, 1.4172727272727272)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.444444444444443)","(4.8, 7.4, 7.157575757575758)","(21.0, 42.0, 36.25)","(14.0, 24.0, 21.075)","(91.0, 750.0, 556.6666666666666)","(17.0, 50.0, 44.61224489795919)"
11-01-2023 14:33:48.224825,"(1.3, 1.43, 1.4126356589147286)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.444444444444443)","(4.8, 7.4, 7.157575757575758)","(21.0, 42.0, 36.25)","(14.0, 24.0, 21.075)","(91.0, 750.0, 556.6666666666666)","(17.0, 50.0, 44.61224489795919)"
11-01-2023 14:33:49.443553,"(1.3, 1.43, 1.423134328358209)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.473684210526315)","(4.8, 7.4, 7.1658536585365855)","(21.0, 42.0, 36.25)","(14.0, 22.0, 21.294117647058822)","(91.0, 750.0, 555.0)","(17.0, 50.0, 42.285714285714285)"
11-01-2023 14:33:50.628277,"(1.3, 1.43, 1.4257798165137614)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.0)","(4.8, 7.4, 7.171428571428572)","(21.0, 42.0, 36.25)","(14.0, 22.0, 21.6)","(91.0, 650.0, 555.0)","(17.0, 44.0, 42.90909090909091)"
11-01-2023 14:33:51.777175,"(1.3, 1.43, 1.4251063829787234)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.0)","(4.8, 7.4, 7.171428571428572)","(21.0, 42.0, 36.25)","(14.0, 22.0, 20.392857142857142)","(91.0, 650.0, 555.0)","(17.0, 44.0, 40.07692307692308)"
11-01-2023 14:33:52.965534,"(1.3, 1.43, 1.427125)","(31.0, 90.0, 77.0)","(10.0, 18.0, 17.0)","(4.8, 7.4, 7.171428571428572)","(21.0, 42.0, 36.25)","(14.0, 22.0, 20.454545454545453)","(91.0, 650.0, 555.0)","(17.0, 44.0, 40.4)"
11-01-2023 14:33:54.118241,"(1.3, 1.44, 1.4376068376068376)","(31.0, 90.0, 77.77777777777777)","(10.0, 18.0, 16.666666666666668)","(4.8, 7.4, 7.16)","(21.0, 42.0, 36.25)","(14.0, 21.0, 20.454545454545453)","(91.0, 650.0, 555.0)","(17.0, 42.0, 41.07692307692308)"
11-01-2023 14:33:55.274842,"(1.3, 1.44, 1.438119658119658)","(31.0, 90.0, 77.77777777777777)","(10.0, 18.0, 16.4)","(4.8, 7.4, 7.157894736842105)","(21.0, 42.0, 37.241379310344826)","(14.0, 21.0, 20.454545454545453)","(91.0, 650.0, 555.0)","(17.0, 42.0, 40.5)"
11-01-2023 14:33:56.393527,"(1.3, 1.44, 1.438119658119658)","(31.0, 90.0, 77.77777777777777)","(10.0, 18.0, 16.4)","(4.8, 7.4, 7.153846153846154)","(21.0, 42.0, 37.333333333333336)","(14.0, 21.0, 20.066666666666666)","(91.0, 650.0, 555.0)","(17.0, 42.0, 39.09090909090909)"
11-01-2023 14:33:57.602662,"(1.3, 1.44, 1.4381249999999999)","(31.0, 90.0, 79.35483870967742)","(10.0, 18.0, 16.4)","(4.8, 7.4, 7.153846153846154)","(21.0, 42.0, 37.241379310344826)","(14.0, 21.0, 19.79310344827586)","(91.0, 650.0, 555.0)","(17.0, 44.0, 39.26315789473684)"
11-01-2023 14:33:58.804081,"(1.3, 1.44, 1.436842105263158)","(31.0, 90.0, 79.35483870967742)","(10.0, 18.0, 16.4)","(4.8, 7.4, 7.153846153846154)","(21.0, 42.0, 37.241379310344826)","(14.0, 21.0, 19.6)","(91.0, 650.0, 555.0)","(17.0, 42.0, 38.75)"
11-01-2023 14:33:59.987132,"(1.3, 1.44, 1.436842105263158)","(31.0, 90.0, 79.35483870967742)","(10.0, 18.0, 16.4)","(4.8, 7.4, 7.153846153846154)","(21.0, 42.0, 37.241379310344826)","(14.0, 21.0, 19.470588235294116)","(91.0, 650.0, 555.0)","(17.0, 42.0, 38.666666666666664)"
11-01-2023 14:34:01.130459,"(1.3, 1.44, 1.438705882352941)","(31.0, 90.0, 79.82142857142857)","(10.0, 18.0, 16.8)","(5.0, 7.4, 7.258064516129033)","(21.0, 42.0, 37.07142857142857)","(14.0, 20.0, 19.318181818181817)","(101.0, 650.0, 485.0)","(19.0, 42.0, 37.8)"
11-01-2023 14:34:02.256418,"(1.3, 1.45, 1.434506329113924)","(31.0, 90.0, 79.82142857142857)","(10.0, 18.0, 17.25)","(5.0, 7.4, 7.216666666666667)","(21.0, 42.0, 37.333333333333336)","(14.0, 20.0, 19.0)","(101.0, 650.0, 582.0)","(19.0, 38.0, 37.42857142857143)"
11-01-2023 14:34:03.311433,"(1.3, 1.45, 1.440813253012048)","(31.0, 100.0, 83.33333333333333)","(10.0, 18.0, 16.8)","(5.0, 7.4, 7.216666666666667)","(21.0, 40.0, 36.526315789473685)","(14.0, 19.5, 19.285714285714285)","(101.0, 650.0, 612.2222222222222)","(19.0, 38.0, 37.6)"
11-01-2023 14:34:04.458113,"(1.3, 1.45, 1.4409939759036143)","(31.0, 100.0, 85.41666666666667)","(10.0, 18.0, 17.142857142857142)","(5.0, 7.4, 7.224)","(21.0, 40.0, 35.6551724137931)","(14.0, 19.5, 19.285714285714285)","(101.0, 650.0, 612.2222222222222)","(19.0, 38.0, 39.55555555555556)"
11-01-2023 14:34:05.678543,"(1.3, 1.45, 1.4409939759036143)","(31.0, 100.0, 85.41666666666667)","(10.0, 18.0, 17.5)","(5.0, 7.4, 7.258064516129033)","(21.0, 40.0, 35.6)","(14.0, 19.5, 19.375)","(101.0, 650.0, 614.4444444444445)","(19.0, 40.0, 39.55555555555556)"
11-01-2023 14:34:06.995818,"(1.3, 1.45, 1.4411666666666667)","(31.0, 100.0, 85.41666666666667)","(10.0, 18.0, 17.5)","(5.0, 7.4, 7.258064516129033)","(21.0, 40.0, 35.354838709677416)","(14.0, 19.5, 18.4)","(101.0, 650.0, 614.4444444444445)","(19.0, 40.0, 37.26315789473684)"
11-01-2023 14:34:08.198896,"(1.3, 1.46, 1.459620253164557)","(31.0, 100.0, 87.5)","(10.0, 18.0, 16.875)","(5.0, 7.2, 6.969230769230769)","(21.0, 40.0, 34.8421052631579)","(14.0, 20.0, 18.387096774193548)","(101.0, 650.0, 476.66666666666663)","(19.0, 42.0, 36.88235294117647)"
11-01-2023 14:34:09.417427,"(1.3, 1.48, 1.4652554744525548)","(31.0, 100.0, 87.5)","(10.0, 18.0, 17.0)","(5.0, 7.0, 6.969230769230769)","(21.0, 38.0, 34.8421052631579)","(14.0, 20.0, 18.529411764705884)","(101.0, 750.0, 476.66666666666663)","(19.0, 42.0, 36.88235294117647)"
11-01-2023 14:34:10.690279,"(1.3, 1.48, 1.4777272727272728)","(31.0, 100.0, 87.5)","(10.0, 18.0, 17.0)","(5.0, 7.0, 6.9818181818181815)","(21.0, 38.0, 34.42857142857143)","(14.0, 20.0, 18.285714285714285)","(101.0, 750.0, 476.66666666666663)","(19.0, 42.0, 37.421052631578945)"
11-01-2023 14:34:11.971345,"(1.24, 1.47, 1.4602127659574469)","(41.0, 100.0, 87.5)","(11.0, 18.0, 17.0)","(5.5, 7.0, 6.91764705882353)","(26.0, 38.0, 34.42857142857143)","(15.0, 20.0, 18.857142857142858)","(101.0, 750.0, 476.66666666666663)","(21.0, 42.0, 37.65)"
11-01-2023 14:34:13.159269,"(1.24, 1.47, 1.4568354430379746)","(41.0, 100.0, 87.5)","(11.0, 18.0, 17.0)","(5.5, 7.2, 7.022222222222222)","(26.0, 38.0, 34.64)","(15.0, 19.5, 18.576923076923077)","(101.0, 750.0, 476.66666666666663)","(21.0, 42.0, 37.65)"
11-01-2023 14:34:14.329158,"(1.24, 1.46, 1.452)","(41.0, 100.0, 87.5)","(11.0, 18.0, 17.5)","(5.5, 7.2, 7.164102564102564)","(26.0, 38.0, 34.64)","(15.0, 19.5, 18.394736842105264)","(101.0, 750.0, 680.909090909091)","(21.0, 42.0, 38.4)"
11-01-2023 14:34:15.592308,"(1.24, 1.45, 1.4475)","(41.0, 100.0, 87.03703703703704)","(11.0, 18.0, 17.6)","(5.5, 7.4, 7.1875)","(26.0, 38.0, 34.69565217391305)","(15.0, 19.5, 18.394736842105264)","(101.0, 750.0, 665.5555555555555)","(21.0, 42.0, 38.4)"
11-01-2023 14:34:16.840310,"(1.24, 1.45, 1.4461538461538461)","(41.0, 100.0, 87.03703703703704)","(11.0, 18.0, 17.6)","(5.5, 7.4, 7.1875)","(26.0, 38.0, 34.69565217391305)","(15.0, 19.5, 18.394736842105264)","(101.0, 750.0, 560.0)","(21.0, 42.0, 38.38709677419355)"
11-01-2023 14:34:17.988050,"(1.24, 1.46, 1.4560810810810811)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.0, 16.8)","(5.5, 7.4, 7.211111111111111)","(26.0, 38.0, 34.69565217391305)","(15.0, 19.5, 18.394736842105264)","(101.0, 740.0, 560.0)","(21.0, 42.0, 38.44444444444444)"
11-01-2023 14:34:19.129211,"(1.24, 1.45, 1.4472881355932203)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.0, 17.333333333333332)","(5.5, 7.4, 7.211111111111111)","(26.0, 38.0, 34.69565217391305)","(15.0, 19.5, 18.394736842105264)","(101.0, 740.0, 555.0)","(21.0, 42.0, 38.30769230769231)"
11-01-2023 14:34:20.315822,"(1.24, 1.45, 1.4478181818181817)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.0, 17.916666666666668)","(5.5, 7.4, 7.109433962264151)","(26.0, 38.0, 34.526315789473685)","(15.0, 19.5, 19.055555555555557)","(101.0, 730.0, 555.0)","(21.0, 42.0, 40.08)"
11-01-2023 14:34:21.539801,"(1.24, 1.45, 1.4446564885496183)","(41.0, 100.0, 80.8695652173913)","(11.0, 18.0, 17.375)","(5.5, 7.2, 7.208695652173914)","(26.0, 36.0, 33.6)","(15.0, 19.5, 18.456521739130434)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.903225806451616)"
11-01-2023 14:34:22.772546,"(1.24, 1.45, 1.4431067961165047)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.5, 17.375)","(5.5, 7.4, 7.211111111111111)","(26.0, 34.0, 33.6)","(15.0, 19.5, 18.4375)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.903225806451616)"
11-01-2023 14:34:24.161649,"(1.24, 1.45, 1.4431067961165047)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.5, 17.3125)","(5.5, 7.4, 7.2105263157894735)","(26.0, 34.0, 33.6)","(14.0, 19.5, 18.4375)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.903225806451616)"
11-01-2023 14:34:25.433424,"(1.24, 1.45, 1.4431067961165047)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.5, 17.3125)","(5.5, 7.4, 7.20952380952381)","(26.0, 34.0, 33.6)","(14.0, 19.5, 18.4375)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.375)"
11-01-2023 14:34:26.827179,"(1.24, 1.45, 1.4431067961165047)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.5, 17.3125)","(5.5, 7.4, 7.228571428571429)","(26.0, 34.0, 31.4)","(14.0, 19.5, 18.225)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.41935483870968)"
11-01-2023 14:34:28.278526,"(1.24, 1.45, 1.441572327044025)","(41.0, 100.0, 84.28571428571429)","(11.0, 18.5, 17.166666666666668)","(5.5, 7.4, 7.326530612244898)","(26.0, 34.0, 32.24)","(14.0, 19.5, 18.1875)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.46666666666667)"
11-01-2023 14:34:29.531823,"(1.24, 1.45, 1.441572327044025)","(41.0, 100.0, 85.48387096774194)","(11.0, 18.5, 16.642857142857142)","(5.5, 7.4, 7.300000000000001)","(26.0, 34.0, 32.434782608695656)","(14.0, 19.5, 18.23076923076923)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.57142857142857)"
11-01-2023 14:34:30.842952,"(1.24, 1.45, 1.4344036697247706)","(41.0, 100.0, 82.4074074074074)","(11.0, 18.5, 17.160714285714285)","(5.5, 7.4, 7.533333333333333)","(26.0, 34.0, 32.24)","(14.0, 19.5, 18.59090909090909)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.57142857142857)"
11-01-2023 14:34:32.064273,"(1.24, 1.45, 1.4344036697247706)","(41.0, 100.0, 82.4074074074074)","(11.0, 18.5, 17.057692307692307)","(5.5, 7.6, 7.652631578947369)","(26.0, 34.0, 31.2)","(14.0, 19.5, 18.46875)","(101.0, 730.0, 503.3333333333333)","(21.0, 42.0, 39.166666666666664)"
11-01-2023 14:34:33.266236,"(1.24, 1.45, 1.4338888888888888)","(41.0, 100.0, 91.0)","(11.0, 18.5, 17.11111111111111)","(5.5, 7.8, 7.64)","(26.0, 34.0, 31.2)","(14.0, 19.5, 18.46875)","(101.0, 750.0, 503.3333333333333)","(21.0, 42.0, 39.57142857142857)"
11-01-2023 14:34:34.478389,"(1.24, 1.45, 1.4338888888888888)","(41.0, 95.0, 85.0)","(11.0, 18.5, 16.92105263157895)","(5.5, 7.8, 7.666666666666667)","(26.0, 34.0, 31.2)","(14.0, 19.5, 18.46875)","(101.0, 750.0, 503.3333333333333)","(21.0, 42.0, 39.51724137931034)"
11-01-2023 14:34:35.741366,"(1.24, 1.45, 1.4407936507936507)","(41.0, 90.0, 80.0)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.7)","(26.0, 34.0, 31.8)","(14.0, 19.5, 18.46875)","(101.0, 750.0, 503.3333333333333)","(21.0, 42.0, 39.46666666666667)"
11-01-2023 14:34:36.971364,"(1.24, 1.45, 1.4396875)","(41.0, 90.0, 80.0)","(11.0, 18.5, 17.1)","(5.5, 7.8, 7.72)","(26.0, 34.0, 30.428571428571427)","(14.0, 19.5, 18.46875)","(101.0, 750.0, 555.0)","(21.0, 42.0, 39.07692307692308)"
11-01-2023 14:34:38.166790,"(1.24, 1.45, 1.438)","(41.0, 90.0, 80.0)","(11.0, 18.5, 17.136363636363637)","(5.5, 7.8, 7.72)","(26.0, 34.0, 30.266666666666666)","(14.0, 19.5, 18.46875)","(101.0, 730.0, 555.0)","(21.0, 42.0, 39.1578947368421)"
11-01-2023 14:34:39.287830,"(1.24, 1.45, 1.438627450980392)","(41.0, 90.0, 80.0)","(11.0, 18.5, 17.136363636363637)","(5.5, 7.8, 7.72)","(26.0, 34.0, 30.8)","(14.0, 19.5, 18.46875)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:40.349801,"(1.24, 1.45, 1.438627450980392)","(41.0, 90.0, 78.0)","(11.0, 18.5, 17.136363636363637)","(5.5, 7.8, 7.742857142857143)","(26.0, 34.0, 33.666666666666664)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:41.439236,"(1.24, 1.45, 1.4341860465116278)","(41.0, 90.0, 79.56521739130434)","(11.0, 18.5, 17.136363636363637)","(5.5, 7.8, 7.666666666666666)","(26.0, 38.0, 34.857142857142854)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8)"
11-01-2023 14:34:42.616432,"(1.24, 1.45, 1.4338297872340424)","(41.0, 90.0, 79.0909090909091)","(11.0, 18.5, 17.785714285714285)","(5.5, 7.8, 7.666666666666666)","(26.0, 36.0, 34.666666666666664)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8)"
11-01-2023 14:34:43.800995,"(1.24, 1.45, 1.4338297872340424)","(41.0, 90.0, 79.0909090909091)","(11.0, 18.5, 17.785714285714285)","(5.5, 7.8, 7.666666666666666)","(26.0, 36.0, 34.666666666666664)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:45.057598,"(1.24, 1.45, 1.436923076923077)","(41.0, 90.0, 71.81818181818181)","(11.0, 18.5, 17.785714285714285)","(5.5, 7.8, 7.666666666666666)","(26.0, 36.0, 35.6)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:46.373329,"(1.24, 1.45, 1.435625)","(41.0, 90.0, 75.29411764705883)","(11.0, 18.5, 17.785714285714285)","(5.5, 7.8, 7.666666666666666)","(26.0, 36.0, 35.27272727272727)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:47.651399,"(1.24, 1.45, 1.4351612903225806)","(41.0, 90.0, 77.5)","(11.0, 18.5, 17.5)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 34.57142857142857)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:48.809742,"(1.24, 1.45, 1.4417241379310344)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.884615384615383)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 35.733333333333334)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:49.914342,"(1.24, 1.45, 1.4387179487179487)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.884615384615383)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 35.733333333333334)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:51.007674,"(1.24, 1.45, 1.4387179487179487)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.884615384615383)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 35.733333333333334)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:52.088207,"(1.24, 1.45, 1.4387179487179487)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.884615384615383)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 35.733333333333334)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:53.287642,"(1.24, 1.45, 1.4404347826086956)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.625)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 34.0)","(14.0, 19.5, 18.75)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:54.502928,"(1.24, 1.45, 1.4423076923076923)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.625)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 34.714285714285715)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:55.711771,"(1.24, 1.45, 1.446551724137931)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.892857142857142)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 34.94117647058823)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 555.0)","(21.0, 42.0, 38.8235294117647)"
11-01-2023 14:34:56.837269,"(1.24, 1.45, 1.4425925925925926)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.892857142857142)","(5.5, 7.8, 7.6499999999999995)","(26.0, 36.0, 34.94117647058823)","(14.0, 19.5, 18.785714285714285)","(101.0, 730.0, 503.3333333333333)","(21.0, 42.0, 38.91428571428571)"
11-01-2023 14:34:57.964483,"(1.24, 1.45, 1.4437499999999999)","(41.0, 85.0, 77.5)","(11.0, 18.5, 18.357142857142858)","(5.5, 7.6, 7.5600000000000005)","(26.0, 36.0, 34.73684210526316)","(14.0, 19.5, 18.785714285714285)","(101.0, 750.0, 503.3333333333333)","(21.0, 42.0, 38.91428571428571)"
11-01-2023 14:34:59.077634,"(1.24, 1.45, 1.4462962962962962)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.7)","(5.5, 7.8, 7.5600000000000005)","(26.0, 36.0, 35.0)","(14.0, 19.5, 18.818181818181817)","(101.0, 750.0, 503.3333333333333)","(21.0, 42.0, 38.91428571428571)"
11-01-2023 14:35:00.134734,"(1.24, 1.45, 1.4452380952380952)","(41.0, 90.0, 70.66666666666667)","(11.0, 18.0, 17.863636363636363)","(5.5, 7.6, 7.581818181818181)","(26.0, 36.0, 35.05263157894737)","(14.0, 19.5, 18.818181818181817)","(101.0, 750.0, 664.0)","(21.0, 42.0, 39.77777777777778)"
11-01-2023 14:35:01.166150,"(1.24, 1.45, 1.4477272727272728)","(41.0, 85.0, 77.5)","(11.0, 18.0, 17.785714285714285)","(5.5, 7.6, 7.584615384615384)","(26.0, 36.0, 35.05263157894737)","(14.0, 19.5, 18.818181818181817)","(101.0, 730.0, 688.75)","(21.0, 40.0, 38.77777777777778)"
11-01-2023 14:35:02.222438,"(1.24, 1.45, 1.4477272727272728)","(41.0, 80.0, 70.55555555555556)","(11.0, 18.5, 17.59090909090909)","(5.5, 7.6, 7.584615384615384)","(26.0, 36.0, 32.57142857142857)","(14.0, 19.5, 18.818181818181817)","(101.0, 730.0, 570.0)","(21.0, 40.0, 38.8)"
11-01-2023 14:35:03.353007,"(1.24, 1.47, 1.4449514563106796)","(41.0, 80.0, 70.43478260869566)","(11.0, 18.5, 17.5625)","(5.5, 7.6, 7.5058823529411764)","(26.0, 36.0, 34.0)","(14.0, 19.5, 18.818181818181817)","(101.0, 730.0, 570.0)","(21.0, 40.0, 38.35294117647059)"
11-01-2023 14:35:04.542686,"(1.24, 1.47, 1.4464285714285714)","(41.0, 80.0, 70.43478260869566)","(11.0, 18.5, 17.58695652173913)","(5.5, 7.6, 7.569230769230769)","(26.0, 36.0, 34.15384615384615)","(14.0, 19.5, 18.6)","(101.0, 730.0, 570.0)","(21.0, 40.0, 38.35294117647059)"
11-01-2023 14:35:05.808850,"(1.24, 1.45, 1.4464285714285714)","(41.0, 80.0, 70.43478260869566)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.6, 7.566666666666666)","(26.0, 36.0, 32.57142857142857)","(14.0, 19.5, 18.6)","(101.0, 730.0, 691.25)","(21.0, 40.0, 38.35294117647059)"
11-01-2023 14:35:06.967816,"(1.24, 1.46, 1.4417391304347826)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.352941176470587)","(5.5, 7.6, 7.554545454545455)","(26.0, 36.0, 33.75)","(14.0, 19.5, 18.6)","(101.0, 730.0, 618.0)","(21.0, 40.0, 38.25)"
11-01-2023 14:35:08.142572,"(1.24, 1.44, 1.4339130434782608)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.58695652173913)","(5.5, 7.8, 7.578947368421053)","(26.0, 36.0, 34.61538461538461)","(14.0, 19.5, 19.136363636363637)","(101.0, 750.0, 640.0)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:09.439835,"(1.24, 1.44, 1.4339130434782608)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 33.0)","(14.0, 19.5, 18.708333333333332)","(101.0, 750.0, 640.0)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:10.644649,"(1.24, 1.44, 1.4323333333333332)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 32.57142857142857)","(14.0, 21.0, 19.055555555555557)","(101.0, 750.0, 523.3333333333334)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:11.767512,"(1.24, 1.44, 1.4323333333333332)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.58695652173913)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 34.0)","(14.0, 21.0, 19.653846153846153)","(101.0, 750.0, 636.6666666666666)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:12.810090,"(1.24, 1.44, 1.4327272727272726)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.58695652173913)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 32.57142857142857)","(14.0, 21.0, 19.6)","(101.0, 750.0, 636.6666666666666)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:13.889559,"(1.24, 1.44, 1.4327272727272726)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 35.1)","(14.0, 21.0, 19.40909090909091)","(101.0, 750.0, 636.6666666666666)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:14.929440,"(1.24, 1.44, 1.4327272727272726)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5375000000000005)","(26.0, 36.0, 35.1)","(14.0, 21.0, 19.40909090909091)","(101.0, 750.0, 636.6666666666666)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:16.091000,"(1.24, 1.44, 1.4332142857142856)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5600000000000005)","(26.0, 36.0, 33.0)","(14.0, 21.0, 19.625)","(101.0, 750.0, 643.3333333333334)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:17.183923,"(1.24, 1.44, 1.4332142857142856)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.333333333333332)","(5.5, 7.8, 7.5600000000000005)","(26.0, 36.0, 33.0)","(14.0, 20.0, 19.7)","(101.0, 750.0, 643.3333333333334)","(21.0, 40.0, 38.13333333333333)"
11-01-2023 14:35:18.346609,"(1.24, 1.44, 1.4332142857142856)","(41.0, 80.0, 70.45454545454545)","(11.0, 18.5, 17.822580645161292)","(5.5, 7.8, 7.578947368421053)","(26.0, 36.0, 35.05263157894737)","(14.0, 20.0, 19.4)","(101.0, 750.0, 643.3333333333334)","(21.0, 40.0, 38.13333333333333)"
