,Cousteau,Chanelle,Diamond Blanco,Impressive Mario,Romeo,Fly High Buddy,Homebush Dove,Harry Baxter
06-01-2023 10:57:15.482081,"(3.5, 5.5, 5.24)","(6.5, 13.5, 10.15)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5210526315789474)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:16.499472,"(3.5, 5.5, 5.24)","(6.5, 13.5, 10.15)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5210526315789474)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:17.503309,"(3.5, 5.5, 5.24)","(6.5, 13.5, 10.15)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5210526315789474)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:18.526345,"(3.5, 5.5, 5.24)","(6.5, 13.5, 10.15)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5210526315789474)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:19.507587,"(3.5, 5.5, 5.24)","(6.5, 13.5, 9.4375)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5210526315789474)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:20.591980,"(3.5, 5.5, 5.24)","(6.5, 13.5, 9.4375)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.9, 3.5583333333333336)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:21.692843,"(3.5, 5.5, 5.24)","(6.5, 13.5, 12.6375)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.85, 3.5583333333333336)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:22.823084,"(3.5, 5.5, 5.24)","(6.5, 13.5, 9.283333333333333)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.85, 3.525)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:23.863945,"(3.5, 5.5, 4.564)","(6.5, 13.5, 9.283333333333333)","(3.7, 5.5, 4.883333333333333)","(16.0, 65.0, 52.625)","(3.6, 3.85, 3.525)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:24.887649,"(3.5, 5.5, 4.564)","(6.5, 13.5, 10.789285714285715)","(3.7, 5.5, 3.9346153846153844)","(16.0, 65.0, 52.625)","(3.6, 3.85, 3.525)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:25.898289,"(3.5, 5.5, 4.525)","(6.5, 13.5, 10.644827586206898)","(3.7, 5.5, 3.9346153846153844)","(16.0, 65.0, 52.625)","(3.6, 3.85, 3.525)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:26.899843,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.7, 5.4, 4.816666666666666)","(16.0, 65.0, 58.0)","(3.6, 3.85, 3.6875)","(20.0, 90.0, 28.285714285714285)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:27.899144,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.7, 5.4, 4.816666666666666)","(16.0, 65.0, 58.0)","(3.6, 3.85, 3.694)","(20.0, 90.0, 55.44)","(14.0, 55.0, 44.875)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:28.873609,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.7, 5.4, 4.816666666666666)","(16.0, 60.0, 38.0)","(3.6, 3.85, 3.694)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.107142857142854)","(6.0, 11.5, 8.85)"
06-01-2023 10:57:29.830949,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.7, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.85, 3.694)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.50625)"
06-01-2023 10:57:30.817787,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.85, 3.655)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:31.766404,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.85, 3.655)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:32.757181,"(3.5, 5.5, 4.525)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.85, 3.69)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:33.774215,"(3.5, 5.4, 5.0531250000000005)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.85, 3.69)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:34.777765,"(3.5, 5.4, 4.886111111111111)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.8, 3.709090909090909)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:35.736789,"(3.5, 5.4, 4.886111111111111)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.8, 3.709090909090909)","(20.0, 90.0, 32.8)","(14.0, 55.0, 41.66666666666667)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:36.742851,"(3.5, 5.4, 4.886111111111111)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 42.400000000000006)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:37.726815,"(3.5, 5.4, 4.4089285714285715)","(6.5, 13.0, 8.714285714285714)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 34.85714285714286)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:38.712782,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.2)","(3.8, 5.4, 4.816666666666666)","(16.0, 60.0, 34.85714285714286)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:39.712327,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.1875)","(3.8, 5.4, 4.816666666666666)","(16.0, 65.0, 58.0)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:40.687921,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.1875)","(3.8, 5.4, 4.202941176470588)","(16.0, 65.0, 58.0)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:41.689470,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.1875)","(3.8, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.6846153846153844)","(20.0, 90.0, 32.8)","(14.0, 55.0, 52.300000000000004)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:42.677949,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.1875)","(3.8, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.734782608695652)","(20.0, 90.0, 32.8)","(14.0, 55.0, 43.900000000000006)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:43.720356,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 4.586)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 32.8)","(14.0, 46.0, 43.900000000000006)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:44.763016,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 4.586)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 55.68)","(14.0, 46.0, 44.03125)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:45.825460,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 4.586)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 51.0)","(14.0, 46.0, 44.03125)","(6.0, 11.5, 10.564705882352943)"
06-01-2023 10:57:46.903162,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.850000000000001)","(3.8, 5.4, 4.475)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 51.0)","(14.0, 46.0, 32.67307692307692)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:47.928059,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.850000000000001)","(3.8, 5.4, 4.475)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 51.0)","(14.0, 46.0, 32.67307692307692)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:48.949455,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.850000000000001)","(3.8, 5.4, 3.946428571428571)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 51.0)","(14.0, 46.0, 32.67307692307692)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:49.948277,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.850000000000001)","(3.8, 5.4, 3.946428571428571)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 51.0)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:50.984631,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 9.850000000000001)","(3.8, 5.4, 4.529166666666667)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 33.6)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:52.006629,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 3.8346153846153843)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 33.6)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:52.989961,"(3.5, 5.4, 4.379310344827586)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 4.529166666666667)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 33.6)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:54.050046,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.5, 10.666666666666666)","(3.8, 5.4, 4.529166666666667)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:55.051590,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.5, 9.619047619047619)","(3.8, 5.4, 4.529166666666667)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.616666666666667)"
06-01-2023 10:57:56.056280,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.5, 9.619047619047619)","(3.7, 5.4, 4.529166666666667)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.56)"
06-01-2023 10:57:57.043920,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.257142857142856)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.56)"
06-01-2023 10:57:58.042177,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.257142857142856)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.56)"
06-01-2023 10:57:59.028203,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.257142857142856)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.56)"
06-01-2023 10:58:00.067854,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 8.50909090909091)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 61.733333333333334)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 56.16)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.56)"
06-01-2023 10:58:01.108971,"(3.5, 5.4, 4.351666666666667)","(6.5, 11.5, 10.425)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 57.46153846153847)","(14.0, 46.0, 33.4)","(6.0, 11.5, 9.866666666666667)"
06-01-2023 10:58:02.140075,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 10.571428571428571)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 25.384615384615387)","(14.0, 46.0, 33.4)","(6.0, 11.5, 9.866666666666667)"
06-01-2023 10:58:03.153700,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 10.571428571428571)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 25.384615384615387)","(14.0, 46.0, 33.4)","(6.0, 11.5, 9.933333333333334)"
06-01-2023 10:58:04.203632,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 34.8)","(14.0, 46.0, 33.4)","(6.0, 11.5, 8.666666666666666)"
06-01-2023 10:58:05.288063,"(3.5, 5.4, 4.351666666666667)","(6.5, 11.5, 11.09090909090909)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 38.25)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.4)"
06-01-2023 10:58:06.344711,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:07.348757,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:08.325598,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:09.340990,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.571428571428571)"
06-01-2023 10:58:10.330987,"(3.5, 5.4, 4.351666666666667)","(6.5, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.6, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 11.5, 9.0)"
06-01-2023 10:58:11.311479,"(3.5, 5.4, 4.351666666666667)","(7.0, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:12.295535,"(3.5, 5.4, 4.351666666666667)","(7.0, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.18181818181818)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:13.306587,"(3.5, 5.4, 4.15125)","(7.0, 12.0, 9.083333333333334)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.95652173913044)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:14.305245,"(3.5, 5.3, 4.633333333333333)","(7.0, 12.0, 8.470588235294118)","(3.7, 5.4, 4.202941176470588)","(16.0, 65.0, 47.95652173913044)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 26.307692307692307)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.0)"
06-01-2023 10:58:15.363246,"(3.5, 5.2, 5.082142857142857)","(7.0, 12.0, 9.272727272727273)","(3.7, 5.4, 3.9611111111111112)","(16.0, 65.0, 47.95652173913044)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 54.0)","(14.0, 46.0, 33.4)","(6.0, 12.0, 9.571428571428571)"
06-01-2023 10:58:16.410572,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.9611111111111112)","(16.0, 65.0, 48.833333333333336)","(3.5, 3.8, 3.7375)","(20.0, 90.0, 54.0)","(14.0, 46.0, 33.4)","(6.0, 11.5, 9.571428571428571)"
06-01-2023 10:58:17.488193,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.946428571428571)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7558823529411764)","(20.0, 90.0, 54.0)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.705882352941178)"
06-01-2023 10:58:18.544166,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.946428571428571)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 64.9090909090909)","(14.0, 46.0, 33.4)","(6.0, 11.5, 10.043478260869565)"
06-01-2023 10:58:19.612946,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.946428571428571)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 46.0, 27.625)","(6.0, 12.0, 10.043478260869565)"
06-01-2023 10:58:20.717125,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.946428571428571)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 46.0, 16.40909090909091)","(6.0, 12.0, 10.043478260869565)"
06-01-2023 10:58:21.711454,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 3.946428571428571)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 46.0, 24.666666666666664)","(6.0, 12.0, 8.676923076923076)"
06-01-2023 10:58:22.721105,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 8.676923076923076)"
06-01-2023 10:58:23.693875,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 8.676923076923076)"
06-01-2023 10:58:24.644742,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 8.676923076923076)"
06-01-2023 10:58:25.592659,"(3.5, 5.2, 4.98)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 8.676923076923076)"
06-01-2023 10:58:26.555026,"(3.5, 5.2, 4.408)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 55.3)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 9.6)"
06-01-2023 10:58:27.530483,"(3.5, 5.1, 4.809374999999999)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 61.766666666666666)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 9.6)"
06-01-2023 10:58:28.538968,"(3.5, 5.1, 4.669444444444444)","(7.0, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 61.766666666666666)","(3.5, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 12.0, 10.425)"
06-01-2023 10:58:29.538725,"(3.5, 5.1, 4.269642857142857)","(6.5, 12.0, 7.968)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 61.766666666666666)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:30.557781,"(3.5, 5.1, 4.269642857142857)","(6.5, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 63.06)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 35.6)","(14.0, 44.0, 24.666666666666664)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:31.574012,"(3.5, 5.1, 4.269642857142857)","(6.5, 12.0, 7.885714285714286)","(3.7, 5.4, 4.2371428571428575)","(16.0, 65.0, 41.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 57.36)","(14.0, 44.0, 24.666666666666664)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:32.578441,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.327272727272728)","(3.7, 5.3, 4.971875)","(16.0, 65.0, 41.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 24.666666666666664)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:33.554076,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 53.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 17.23076923076923)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:34.543772,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 53.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 17.23076923076923)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:35.542332,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 53.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 21.607142857142858)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:36.547195,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 53.0)","(3.6, 3.8, 3.7583333333333333)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 21.607142857142858)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:37.569007,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 41.0)","(3.6, 3.8, 3.7294117647058824)","(20.0, 90.0, 66.68571428571428)","(14.0, 44.0, 25.75)","(6.0, 11.5, 10.425)"
06-01-2023 10:58:38.618357,"(3.5, 5.1, 4.269642857142857)","(6.5, 11.5, 10.066666666666666)","(3.7, 5.3, 4.813888888888888)","(16.0, 65.0, 53.0)","(3.6, 3.8, 3.753846153846154)","(20.0, 90.0, 66.68571428571428)","(14.0, 42.0, 25.75)","(6.0, 11.5, 10.475)"
