,Buddys Tale,Harmony Nation,Damreel,Chayse N Storms,Renault,Friend Of God,The Houseman,Hes Viral,It Must Be Love,Alaltun,Nitroglycerine,The Angels Kiss
12-01-2023 16:53:37.863040,"(10.0, 13.0, 12.833333333333334)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.520754716981132)","(8.5, 9.4, 10.076923076923077)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1513157894736845)","(7.0, 8.8, 8.77241379310345)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.333333333333332)","(41.0, 100.0, 99.5)","(9.0, 13.5, 12.919354838709678)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:39.779134,"(10.0, 13.0, 12.9)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.520754716981132)","(8.5, 10.5, 9.766666666666667)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1484848484848484)","(7.0, 8.8, 8.77241379310345)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 100.0, 99.5)","(9.0, 13.5, 12.244186046511627)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:41.553954,"(10.0, 13.0, 12.9)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.520754716981132)","(8.5, 10.5, 9.914285714285715)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1614285714285715)","(7.0, 8.8, 8.77241379310345)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 100.0, 99.5)","(9.0, 13.5, 12.244186046511627)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:43.357998,"(10.0, 13.0, 12.9)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.520754716981132)","(8.5, 10.0, 9.450000000000001)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1614285714285715)","(7.0, 8.8, 8.774603174603175)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 100.0, 99.5)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:45.135139,"(10.0, 13.0, 12.9)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.520754716981132)","(8.5, 10.0, 9.446153846153846)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1614285714285715)","(7.0, 8.8, 8.774603174603175)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 110.0, 108.96551724137932)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:46.950175,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.48)","(8.5, 10.0, 9.446153846153846)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1605263157894736)","(7.0, 8.8, 8.82857142857143)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:48.871873,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.470588235294118)","(8.5, 10.0, 9.446153846153846)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1605263157894736)","(7.0, 9.0, 8.787500000000001)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:50.742985,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.585365853658537)","(8.5, 10.0, 9.433333333333334)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.2, 3.1432432432432433)","(7.0, 8.8, 8.787500000000001)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.5)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:52.663652,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.585365853658537)","(8.5, 10.0, 9.433333333333334)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.15, 3.16046511627907)","(7.0, 8.8, 8.787500000000001)","(21.0, 30.0, 29.3)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.228260869565217)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:54.496300,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.586666666666666)","(8.5, 10.0, 9.660869565217391)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.1516129032258067)","(7.0, 8.8, 8.787500000000001)","(21.0, 30.0, 28.95)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.416666666666666)","(21.0, 32.0, 28.428571428571427)"
12-01-2023 16:53:56.275374,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.466666666666667)","(8.5, 10.0, 9.660869565217391)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.1516129032258067)","(7.0, 8.8, 8.787500000000001)","(21.0, 30.0, 28.181818181818183)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.51612903225806)","(9.0, 13.5, 12.323529411764707)","(21.0, 32.0, 27.714285714285715)"
12-01-2023 16:53:58.134680,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.466666666666667)","(8.5, 10.0, 9.716666666666667)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.1516129032258067)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.941176470588236)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.323529411764707)","(21.0, 32.0, 27.714285714285715)"
12-01-2023 16:53:59.712773,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.466666666666667)","(8.5, 9.8, 9.64516129032258)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.1516129032258067)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.941176470588236)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.323529411764707)","(21.0, 32.0, 29.6)"
12-01-2023 16:54:01.452776,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.466666666666667)","(8.5, 9.8, 9.91764705882353)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.1500000000000004)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.875)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.323529411764707)","(21.0, 32.0, 29.692307692307693)"
12-01-2023 16:54:03.039034,"(10.0, 13.0, 12.977272727272727)","(18.0, 26.0, 24.833333333333332)","(7.0, 9.6, 9.466666666666667)","(8.5, 10.0, 9.88)","(21.0, 32.0, 30.142857142857142)","(2.6, 3.2, 3.172727272727273)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.875)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.361538461538462)","(21.0, 30.0, 29.428571428571427)"
12-01-2023 16:54:04.616496,"(10.0, 13.0, 12.972222222222221)","(18.0, 26.0, 23.88)","(7.0, 9.6, 9.692307692307693)","(8.5, 10.0, 9.88)","(21.0, 32.0, 29.428571428571427)","(2.6, 3.2, 3.175)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.46875)","(21.0, 29.0, 27.5)"
12-01-2023 16:54:06.198039,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 23.526315789473685)","(7.0, 9.8, 9.716666666666667)","(8.5, 10.0, 9.88)","(21.0, 30.0, 29.428571428571427)","(2.6, 3.2, 3.175)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.46875)","(21.0, 29.0, 27.285714285714285)"
12-01-2023 16:54:07.925448,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 23.526315789473685)","(7.0, 9.8, 9.716666666666667)","(8.5, 10.0, 9.68)","(21.0, 30.0, 29.428571428571427)","(2.6, 3.2, 3.175)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.46875)","(21.0, 29.0, 26.705882352941178)"
12-01-2023 16:54:09.471356,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0)","(7.0, 9.8, 9.716666666666667)","(8.5, 9.8, 9.68)","(21.0, 30.0, 29.428571428571427)","(2.6, 3.2, 3.204347826086957)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.46875)","(21.0, 29.0, 26.705882352941178)"
12-01-2023 16:54:11.123392,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0)","(7.0, 9.8, 9.731034482758622)","(8.5, 9.8, 9.68)","(21.0, 30.0, 29.428571428571427)","(2.6, 3.25, 3.204347826086957)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.529411764705882)","(21.0, 29.0, 26.705882352941178)"
12-01-2023 16:54:12.794888,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0625)","(7.0, 9.8, 9.425)","(8.5, 10.0, 9.963157894736842)","(21.0, 30.0, 29.428571428571427)","(2.6, 3.25, 3.170175438596491)","(7.0, 8.8, 8.787500000000001)","(21.0, 29.0, 27.823529411764707)","(17.0, 22.0, 21.333333333333332)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.529411764705882)","(21.0, 29.0, 26.705882352941178)"
12-01-2023 16:54:14.410739,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0625)","(7.0, 9.8, 9.569230769230769)","(8.5, 10.0, 9.95897435897436)","(21.0, 30.0, 29.2)","(2.6, 3.25, 3.170175438596491)","(7.0, 8.8, 8.585074626865671)","(21.0, 29.0, 27.41176470588235)","(17.0, 22.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.529411764705882)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:15.930394,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0625)","(7.0, 9.8, 9.675)","(8.5, 10.0, 9.95897435897436)","(21.0, 30.0, 29.2)","(2.6, 3.25, 3.170175438596491)","(7.0, 8.6, 8.585074626865671)","(21.0, 28.0, 27.333333333333332)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.529411764705882)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:17.480564,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.0625)","(7.0, 9.8, 9.675)","(8.5, 10.0, 9.876923076923077)","(21.0, 30.0, 29.2)","(2.6, 3.25, 3.170175438596491)","(7.0, 8.6, 8.585074626865671)","(21.0, 28.0, 27.333333333333332)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.452830188679245)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:19.005645,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 23.65)","(7.0, 9.8, 9.675)","(8.5, 10.0, 9.876923076923077)","(21.0, 30.0, 29.2)","(2.6, 3.25, 3.170175438596491)","(7.0, 8.6, 8.585074626865671)","(21.0, 28.0, 27.333333333333332)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.452830188679245)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:20.425228,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 23.65)","(7.0, 9.8, 9.675)","(8.5, 10.0, 9.866666666666667)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.25, 3.1758426966292133)","(7.0, 8.6, 8.712)","(21.0, 28.0, 27.333333333333332)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.436363636363636)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:21.917618,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.5)","(7.0, 9.8, 9.642105263157895)","(8.5, 10.0, 9.866666666666667)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.25, 3.171698113207547)","(7.0, 8.8, 8.761904761904763)","(21.0, 28.0, 27.11764705882353)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.436363636363636)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:23.429328,"(10.0, 13.0, 12.972222222222221)","(18.0, 25.0, 24.5)","(7.0, 9.8, 9.56)","(8.5, 10.0, 9.88)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.2, 3.180263157894737)","(7.0, 8.8, 8.780952380952382)","(21.0, 28.0, 27.11764705882353)","(17.0, 21.0, 20.666666666666668)","(41.0, 110.0, 109.53125)","(9.0, 13.5, 12.436363636363636)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:25.106211,"(10.0, 13.0, 12.970588235294118)","(18.0, 25.0, 24.5)","(7.0, 10.0, 9.56)","(8.5, 10.0, 9.88)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.25, 3.180263157894737)","(7.0, 8.8, 8.724590163934426)","(21.0, 28.0, 27.11764705882353)","(17.0, 21.0, 20.58823529411765)","(41.0, 110.0, 109.0)","(9.0, 13.5, 12.436363636363636)","(21.0, 29.0, 26.5)"
12-01-2023 16:54:26.730448,"(10.0, 13.0, 12.970588235294118)","(18.0, 25.0, 24.307692307692307)","(7.0, 10.0, 9.56)","(8.5, 10.0, 9.861538461538462)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.25, 3.231818181818182)","(7.0, 8.8, 8.770212765957448)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.58823529411765)","(41.0, 110.0, 109.28571428571429)","(9.0, 13.5, 12.352941176470589)","(21.0, 29.0, 26.444444444444443)"
12-01-2023 16:54:28.386497,"(10.0, 13.0, 12.98360655737705)","(18.0, 25.0, 24.307692307692307)","(7.0, 10.0, 9.666666666666666)","(8.5, 10.0, 9.861538461538462)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.3, 3.238888888888889)","(7.0, 8.8, 8.748148148148148)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.58823529411765)","(41.0, 110.0, 109.28571428571429)","(9.0, 13.5, 12.352941176470589)","(21.0, 29.0, 25.714285714285715)"
12-01-2023 16:54:30.256373,"(10.0, 13.0, 12.882352941176471)","(18.0, 25.0, 23.875)","(7.0, 10.0, 9.942857142857143)","(8.5, 10.0, 9.861538461538462)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.3, 3.3705882352941177)","(7.0, 8.8, 8.714285714285715)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.476190476190474)","(41.0, 110.0, 109.28571428571429)","(9.0, 13.5, 12.352941176470589)","(21.0, 29.0, 25.805555555555557)"
12-01-2023 16:54:31.981016,"(10.0, 13.0, 12.882352941176471)","(18.0, 25.0, 23.875)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.571428571428571)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.4, 3.3517241379310345)","(7.0, 8.8, 8.742857142857144)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.28571428571429)","(9.0, 13.5, 12.352941176470589)","(21.0, 29.0, 26.0)"
12-01-2023 16:54:33.805201,"(10.0, 13.0, 12.882352941176471)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.571428571428571)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.4, 3.3517241379310345)","(7.0, 8.8, 8.742857142857144)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.5, 12.352941176470589)","(21.0, 28.0, 25.44)"
12-01-2023 16:54:35.626808,"(10.0, 13.0, 12.882352941176471)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.5)","(21.0, 30.0, 28.363636363636363)","(2.6, 3.4, 3.3517241379310345)","(7.0, 8.8, 8.770000000000001)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.5, 12.352941176470589)","(21.0, 28.0, 25.384615384615383)"
12-01-2023 16:54:37.273793,"(10.0, 13.0, 12.84)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.5)","(21.0, 30.0, 28.3125)","(2.6, 3.4, 3.3517241379310345)","(7.0, 8.8, 8.770000000000001)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.5, 12.352941176470589)","(21.0, 28.0, 25.63157894736842)"
12-01-2023 16:54:38.930107,"(10.0, 13.0, 12.84)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.5)","(21.0, 30.0, 28.2)","(2.6, 3.4, 3.2687500000000003)","(7.0, 8.8, 8.770000000000001)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.5, 12.352941176470589)","(21.0, 28.0, 25.705882352941178)"
12-01-2023 16:54:40.586775,"(10.0, 13.0, 12.84)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.947368421052632)","(8.5, 10.0, 9.5)","(21.0, 30.0, 28.714285714285715)","(2.6, 3.35, 3.23515625)","(7.0, 8.8, 8.770000000000001)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.88888888888889)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.5, 12.666666666666666)","(21.0, 28.0, 25.705882352941178)"
12-01-2023 16:54:42.299979,"(10.0, 13.0, 12.84)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.954545454545455)","(8.5, 10.0, 9.470588235294118)","(21.0, 29.0, 28.09090909090909)","(2.6, 3.35, 3.4444444444444446)","(7.0, 8.8, 8.770000000000001)","(21.0, 28.0, 26.571428571428573)","(17.0, 21.0, 20.615384615384617)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.6)","(21.0, 28.0, 25.705882352941178)"
12-01-2023 16:54:43.954775,"(10.0, 13.0, 12.803571428571429)","(18.0, 25.0, 23.2)","(7.0, 10.0, 9.942857142857143)","(8.5, 10.0, 9.506666666666668)","(21.0, 29.0, 27.928571428571427)","(2.6, 3.45, 3.26875)","(7.0, 8.8, 9.144827586206896)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.272727272727273)","(21.0, 28.0, 25.214285714285715)"
12-01-2023 16:54:45.478993,"(10.0, 13.0, 12.738095238095237)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 26.529411764705884)","(2.6, 3.45, 3.26875)","(7.0, 9.2, 9.174999999999999)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.272727272727273)","(21.0, 28.0, 25.214285714285715)"
12-01-2023 16:54:47.180522,"(10.0, 13.0, 12.738095238095237)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 27.0, 27.58823529411765)","(2.6, 3.45, 3.2609756097560973)","(7.0, 9.2, 9.157142857142857)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.2)","(21.0, 28.0, 25.214285714285715)"
12-01-2023 16:54:48.927057,"(10.0, 13.0, 12.738095238095237)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.2609756097560973)","(7.0, 9.2, 9.157142857142857)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.526315789473685)","(21.0, 28.0, 25.214285714285715)"
12-01-2023 16:54:50.667213,"(10.0, 13.0, 12.777777777777779)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.2621621621621624)","(7.0, 9.2, 9.133333333333333)","(21.0, 28.0, 26.75)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.526315789473685)","(21.0, 27.0, 25.2)"
12-01-2023 16:54:52.339439,"(10.0, 13.0, 12.738095238095237)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.2609756097560973)","(7.0, 9.2, 9.133333333333333)","(21.0, 28.0, 26.333333333333332)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.2)","(21.0, 27.0, 25.2)"
12-01-2023 16:54:53.932695,"(10.0, 13.0, 12.661290322580646)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.2714285714285714)","(7.0, 9.2, 9.133333333333333)","(21.0, 28.0, 26.333333333333332)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.2)","(21.0, 27.0, 25.2)"
12-01-2023 16:54:56.052412,"(10.0, 13.0, 12.678571428571429)","(18.0, 24.0, 23.0)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.506666666666668)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.325)","(7.0, 9.2, 9.10909090909091)","(21.0, 28.0, 26.5)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.375)","(21.0, 27.0, 25.2)"
12-01-2023 16:54:57.833408,"(10.0, 13.0, 12.661290322580646)","(18.0, 24.0, 23.25)","(7.0, 10.0, 9.931034482758621)","(8.5, 9.8, 9.714285714285715)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.35, 3.3464285714285715)","(7.0, 9.2, 9.126315789473685)","(21.0, 27.0, 26.57142857142857)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 13.0, 12.375)","(21.0, 27.0, 25.2)"
12-01-2023 16:55:00.119607,"(10.0, 13.0, 12.661290322580646)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.89090909090909)","(8.5, 9.8, 9.660869565217391)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.3464285714285715)","(7.0, 9.4, 8.709090909090909)","(21.0, 27.0, 26.57142857142857)","(17.0, 21.0, 20.333333333333332)","(41.0, 110.0, 109.23076923076923)","(9.0, 12.5, 12.1875)","(21.0, 27.0, 25.2)"
12-01-2023 16:55:02.441553,"(10.0, 13.0, 12.678571428571429)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.89090909090909)","(8.5, 10.0, 9.644444444444446)","(21.0, 29.0, 27.285714285714285)","(2.6, 3.4, 3.2585714285714285)","(7.0, 9.2, 9.094736842105263)","(21.0, 27.0, 26.0)","(17.0, 21.0, 20.375)","(41.0, 110.0, 109.23076923076923)","(9.0, 12.5, 12.1875)","(21.0, 27.0, 25.2)"
12-01-2023 16:55:04.180485,"(10.0, 13.0, 12.628205128205128)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.89090909090909)","(8.5, 9.8, 9.745098039215687)","(21.0, 29.0, 27.08)","(2.6, 3.4, 3.283333333333333)","(7.0, 9.2, 9.19090909090909)","(21.0, 27.0, 24.8)","(17.0, 21.0, 20.416666666666668)","(41.0, 110.0, 109.23076923076923)","(9.0, 12.5, 12.142857142857142)","(21.0, 27.0, 25.2)"
12-01-2023 16:55:06.052438,"(10.0, 13.0, 12.25909090909091)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.942857142857143)","(8.5, 9.8, 9.740425531914894)","(21.0, 29.0, 26.473684210526315)","(2.6, 3.35, 3.283333333333333)","(7.0, 9.2, 8.9)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.416666666666668)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.5, 12.466216216216216)","(21.0, 27.0, 24.692307692307693)"
12-01-2023 16:55:08.020292,"(10.0, 12.5, 12.25909090909091)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.942857142857143)","(8.5, 9.8, 9.71764705882353)","(21.0, 28.0, 26.22222222222222)","(2.6, 3.35, 3.256521739130435)","(7.0, 9.0, 8.925490196078432)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.625)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.5, 12.464285714285714)","(21.0, 26.0, 24.692307692307693)"
12-01-2023 16:55:09.871442,"(10.0, 12.5, 12.235)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.946666666666667)","(8.5, 9.8, 9.80909090909091)","(21.0, 28.0, 26.22222222222222)","(2.6, 3.4, 3.160185185185185)","(7.0, 9.0, 9.73529411764706)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.625)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.5, 12.464285714285714)","(21.0, 26.0, 24.583333333333332)"
12-01-2023 16:55:11.727739,"(10.0, 12.5, 12.208791208791208)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.952941176470588)","(8.5, 10.0, 9.80909090909091)","(21.0, 28.0, 26.666666666666668)","(2.6, 3.2, 3.1636363636363636)","(7.0, 9.8, 9.744444444444445)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.416666666666668)","(41.0, 110.0, 109.52380952380952)","(9.0, 12.5, 12.955882352941176)","(21.0, 26.0, 24.210526315789473)"
12-01-2023 16:55:13.520067,"(10.0, 12.5, 12.208791208791208)","(18.0, 24.0, 22.75)","(7.0, 10.0, 9.952941176470588)","(8.5, 10.0, 9.847272727272728)","(21.0, 27.0, 26.666666666666668)","(2.6, 3.2, 3.163333333333333)","(7.0, 9.8, 9.744444444444445)","(21.0, 25.0, 24.944444444444443)","(17.0, 21.0, 20.416666666666668)","(41.0, 110.0, 109.52380952380952)","(9.0, 13.0, 12.955882352941176)","(21.0, 26.0, 23.136363636363637)"
