,Buddys Tale,Harmony Nation,Damreel,Chayse N Storms,Renault,Friend Of God,The Houseman,Hes Viral,It Must Be Love,Alaltun,Nitroglycerine,The Angels Kiss
12-01-2023 16:50:56.827688,"(10.0, 14.5, 14.088235294117647)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.100000000000001)","(8.5, 9.4, 9.044444444444444)","(21.0, 32.0, 28.571428571428573)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.36923076923077)","(26.0, 36.0, 32.0)","(18.0, 23.0, 22.666666666666668)","(41.0, 200.0, 128.88888888888889)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 26.933333333333334)"
12-01-2023 16:50:58.589431,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.100000000000001)","(8.5, 9.4, 9.044444444444444)","(21.0, 32.0, 28.666666666666668)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.75)","(18.0, 23.0, 20.846153846153847)","(41.0, 190.0, 124.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 26.933333333333334)"
12-01-2023 16:51:00.254497,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 8.7)","(8.5, 9.4, 9.472727272727273)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 33.666666666666664)","(18.0, 23.0, 20.25)","(41.0, 190.0, 111.25)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.076923076923077)"
12-01-2023 16:51:01.869385,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.6, 8.7)","(8.5, 9.8, 10.342857142857143)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.75)","(18.0, 23.0, 22.5)","(41.0, 190.0, 115.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.076923076923077)"
12-01-2023 16:51:03.558529,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.6, 8.7)","(8.5, 10.5, 9.980645161290322)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 24.0, 22.5)","(41.0, 190.0, 100.0)","(8.5, 12.0, 11.272727272727273)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:05.126539,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.6, 9.100000000000001)","(8.5, 10.0, 9.980645161290322)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 24.0, 21.666666666666668)","(41.0, 190.0, 100.0)","(8.5, 12.0, 11.272727272727273)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:06.677779,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.01818181818182)","(8.5, 10.0, 8.82857142857143)","(21.0, 30.0, 29.0)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 23.0, 21.25)","(41.0, 190.0, 152.0)","(8.5, 12.0, 11.272727272727273)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:08.369866,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.100000000000001)","(8.5, 9.4, 8.82857142857143)","(21.0, 36.0, 29.0)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 23.0, 21.25)","(41.0, 180.0, 140.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.53846153846154)"
12-01-2023 16:51:10.046065,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.100000000000001)","(8.5, 9.4, 9.891891891891891)","(21.0, 36.0, 30.4)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 23.0, 21.428571428571427)","(41.0, 170.0, 140.0)","(8.5, 12.0, 11.272727272727273)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:11.705193,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 8.971428571428572)","(8.5, 10.0, 9.822222222222223)","(21.0, 36.0, 30.4)","(2.6, 3.25, 3.0734234234234235)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 22.0, 21.428571428571427)","(41.0, 170.0, 140.0)","(8.5, 12.0, 11.272727272727273)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:13.492153,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 8.7)","(8.5, 10.0, 9.71111111111111)","(21.0, 36.0, 30.25)","(2.6, 3.25, 3.0745283018867924)","(7.0, 8.8, 8.177777777777777)","(26.0, 36.0, 30.0)","(18.0, 22.0, 21.428571428571427)","(41.0, 170.0, 105.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:15.504332,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.6, 9.15)","(8.5, 10.0, 9.708108108108108)","(21.0, 34.0, 28.75)","(2.6, 3.25, 3.0745283018867924)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 26.0, 22.727272727272727)","(41.0, 80.0, 70.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:17.158231,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.015384615384615)","(8.5, 10.0, 9.708108108108108)","(21.0, 34.0, 28.75)","(2.6, 3.25, 3.0745283018867924)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 26.0, 25.0)","(41.0, 80.0, 70.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:18.619166,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.4, 9.015384615384615)","(8.5, 10.0, 9.708108108108108)","(21.0, 34.0, 28.75)","(2.6, 3.25, 3.0745283018867924)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 26.0, 25.0)","(41.0, 80.0, 70.0)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.4)"
12-01-2023 16:51:20.180093,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.2, 8.763636363636364)","(8.5, 10.0, 9.781818181818181)","(21.0, 32.0, 29.75)","(2.6, 3.25, 3.0728571428571425)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 24.0, 22.125)","(41.0, 80.0, 75.58823529411765)","(8.5, 12.0, 11.428571428571429)","(21.0, 28.0, 27.0)"
12-01-2023 16:51:21.786073,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.781818181818181)","(21.0, 32.0, 29.75)","(2.6, 3.25, 3.0728571428571425)","(7.0, 8.8, 8.690196078431374)","(26.0, 36.0, 30.0)","(18.0, 24.0, 22.125)","(41.0, 80.0, 75.58823529411765)","(8.5, 12.0, 11.625)","(21.0, 28.0, 27.0)"
12-01-2023 16:51:23.360363,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.2, 8.666666666666666)","(8.5, 10.0, 9.781818181818181)","(21.0, 32.0, 28.571428571428573)","(2.6, 3.25, 3.0728571428571425)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 24.0, 22.142857142857142)","(41.0, 80.0, 75.58823529411765)","(8.5, 12.0, 11.625)","(21.0, 28.0, 27.0)"
12-01-2023 16:51:25.009145,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.714285714285715)","(6.5, 9.2, 8.666666666666666)","(8.5, 10.0, 9.702564102564102)","(21.0, 32.0, 28.571428571428573)","(2.6, 3.25, 3.0728571428571425)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 30.0)","(18.0, 23.0, 22.142857142857142)","(41.0, 80.0, 89.54545454545455)","(8.5, 12.0, 11.625)","(21.0, 28.0, 27.0)"
12-01-2023 16:51:26.650067,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 22.6)","(6.5, 9.2, 8.666666666666666)","(8.5, 10.0, 9.68)","(21.0, 32.0, 28.666666666666668)","(2.6, 3.25, 3.0777777777777775)","(7.0, 8.8, 8.683333333333334)","(26.0, 36.0, 31.714285714285715)","(18.0, 23.0, 19.3)","(41.0, 110.0, 94.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.285714285714285)"
12-01-2023 16:51:28.193935,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 22.25)","(6.5, 9.2, 8.9)","(8.5, 9.8, 9.59)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.25, 3.1789473684210527)","(7.0, 8.8, 8.72888888888889)","(26.0, 36.0, 31.6)","(18.0, 19.5, 20.0)","(41.0, 100.0, 72.85714285714286)","(8.5, 13.0, 11.4)","(21.0, 28.0, 27.0)"
12-01-2023 16:51:29.810014,"(10.0, 14.5, 14.166666666666666)","(17.0, 23.0, 22.25)","(6.5, 9.6, 9.38125)","(8.5, 9.8, 9.60909090909091)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.2, 3.125)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 32.0)","(18.0, 21.0, 20.666666666666668)","(41.0, 80.0, 72.85714285714286)","(8.5, 13.0, 11.4)","(21.0, 28.0, 27.333333333333332)"
12-01-2023 16:51:31.326819,"(10.0, 14.5, 14.166666666666666)","(17.0, 23.0, 21.0)","(6.5, 9.6, 9.340740740740742)","(8.5, 9.8, 9.633333333333333)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.2, 3.125)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 30.0)","(18.0, 21.0, 19.5)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.666666666666668)"
12-01-2023 16:51:32.759955,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.666666666666668)","(6.5, 9.4, 9.340740740740742)","(8.5, 9.8, 9.633333333333333)","(21.0, 30.0, 29.0)","(2.6, 3.2, 3.125)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 32.0)","(18.0, 20.0, 19.714285714285715)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 25.857142857142858)"
12-01-2023 16:51:34.237631,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.5)","(6.5, 9.4, 9.340740740740742)","(8.5, 9.8, 9.633333333333333)","(21.0, 36.0, 30.4)","(2.6, 3.2, 3.1142857142857143)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 32.0)","(18.0, 20.0, 19.714285714285715)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 25.6)"
12-01-2023 16:51:35.838199,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.5)","(6.5, 9.4, 9.2)","(8.5, 9.8, 9.669565217391305)","(21.0, 36.0, 30.4)","(2.6, 3.2, 3.1142857142857143)","(7.0, 8.8, 8.690196078431374)","(26.0, 34.0, 31.6)","(18.0, 20.0, 20.125)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.4)"
12-01-2023 16:51:37.345326,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.5)","(6.5, 9.6, 9.309090909090909)","(8.5, 9.8, 9.669565217391305)","(21.0, 36.0, 30.4)","(2.6, 3.2, 3.168)","(7.0, 8.8, 8.690196078431374)","(26.0, 34.0, 30.5)","(18.0, 22.0, 20.125)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.4)"
12-01-2023 16:51:38.913225,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 23.125)","(6.5, 9.6, 9.344)","(8.0, 9.8, 9.669565217391305)","(21.0, 36.0, 31.5)","(2.6, 3.2, 3.165714285714286)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 30.666666666666668)","(18.0, 22.0, 20.2)","(41.0, 80.0, 87.5)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.75)"
12-01-2023 16:51:40.361453,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 23.125)","(6.5, 9.6, 9.344)","(8.0, 9.8, 9.669565217391305)","(21.0, 34.0, 28.857142857142858)","(2.6, 3.2, 3.0736842105263156)","(7.0, 8.8, 8.683333333333334)","(26.0, 34.0, 30.666666666666668)","(18.0, 21.0, 19.625)","(41.0, 100.0, 76.42857142857143)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.4)"
12-01-2023 16:51:41.841180,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 26.5)","(6.5, 9.6, 9.344)","(8.0, 9.8, 9.669565217391305)","(21.0, 34.0, 28.75)","(2.6, 3.2, 3.0736842105263156)","(7.0, 8.8, 8.683333333333334)","(26.0, 34.0, 30.666666666666668)","(18.0, 20.0, 20.0)","(41.0, 80.0, 76.42857142857143)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.4)"
12-01-2023 16:51:43.655371,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 25.272727272727273)","(6.5, 9.6, 9.344)","(8.0, 9.8, 9.669565217391305)","(21.0, 34.0, 30.11111111111111)","(2.6, 3.2, 3.0516666666666663)","(7.0, 8.8, 8.683333333333334)","(26.0, 34.0, 30.25)","(18.0, 21.0, 19.25)","(41.0, 80.0, 76.42857142857143)","(8.5, 13.0, 11.4)","(21.0, 28.0, 25.857142857142858)"
12-01-2023 16:51:45.323713,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 25.333333333333332)","(6.5, 9.6, 9.434482758620689)","(8.0, 9.8, 9.669565217391305)","(21.0, 34.0, 30.5)","(2.6, 3.1, 3.0684782608695653)","(7.0, 8.8, 8.72888888888889)","(26.0, 34.0, 31.0)","(18.0, 20.0, 19.625)","(41.0, 80.0, 74.23076923076923)","(8.5, 13.0, 11.4)","(21.0, 28.0, 25.6)"
12-01-2023 16:51:47.248857,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 27.428571428571427)","(6.5, 9.6, 9.45)","(8.0, 9.8, 9.514285714285714)","(21.0, 32.0, 30.5)","(2.6, 3.1, 3.048148148148148)","(7.0, 8.8, 8.683333333333334)","(26.0, 34.0, 30.76923076923077)","(18.0, 20.0, 19.625)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.571428571428571)","(21.0, 28.0, 25.857142857142858)"
12-01-2023 16:51:49.232702,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 26.8)","(6.5, 9.6, 9.434482758620689)","(8.0, 9.8, 9.514285714285714)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.05, 3.054014598540146)","(7.0, 8.8, 8.379999999999999)","(26.0, 34.0, 29.5)","(18.0, 20.0, 21.3)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.4)"
12-01-2023 16:51:51.017374,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 26.88888888888889)","(6.5, 9.6, 9.434482758620689)","(8.0, 9.8, 9.514285714285714)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.379999999999999)","(26.0, 34.0, 29.5)","(18.0, 22.0, 21.25)","(41.0, 80.0, 75.58823529411765)","(8.5, 13.0, 11.4)","(21.0, 28.0, 26.333333333333332)"
12-01-2023 16:51:52.778141,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 26.125)","(6.5, 9.6, 9.344)","(8.0, 9.8, 9.466666666666667)","(21.0, 32.0, 28.666666666666668)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.56)","(26.0, 34.0, 30.25)","(18.0, 22.0, 20.25)","(41.0, 100.0, 87.5)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.333333333333332)"
12-01-2023 16:51:54.453137,"(10.0, 14.5, 14.166666666666666)","(17.0, 28.0, 24.11111111111111)","(6.5, 9.6, 9.434482758620689)","(8.0, 9.8, 9.415384615384616)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.692307692307693)","(26.0, 34.0, 30.25)","(18.0, 21.0, 19.875)","(41.0, 100.0, 78.07692307692308)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:51:56.096495,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 25.0)","(6.5, 9.6, 9.434482758620689)","(8.0, 10.0, 9.415384615384616)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 30.25)","(18.0, 21.0, 19.875)","(41.0, 80.0, 78.57142857142857)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:51:57.763232,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 25.0)","(6.5, 9.6, 9.44516129032258)","(8.0, 10.0, 9.415384615384616)","(21.0, 30.0, 28.666666666666668)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 30.25)","(18.0, 21.0, 19.0)","(41.0, 80.0, 78.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:51:59.513804,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 24.333333333333332)","(6.5, 9.6, 9.344)","(8.0, 10.0, 9.415384615384616)","(21.0, 30.0, 30.666666666666668)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 30.8)","(18.0, 21.0, 20.333333333333332)","(41.0, 80.0, 78.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.333333333333332)"
12-01-2023 16:52:01.006183,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 25.4)","(6.5, 9.6, 9.427027027027027)","(8.0, 10.0, 9.415384615384616)","(21.0, 36.0, 32.5)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 29.5)","(18.0, 21.0, 19.0)","(41.0, 80.0, 78.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:02.594323,"(10.0, 14.5, 14.166666666666666)","(17.0, 26.0, 24.2)","(6.5, 9.6, 9.422222222222222)","(8.0, 10.0, 9.416666666666668)","(21.0, 36.0, 32.5)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 31.6)","(18.0, 20.0, 19.0)","(41.0, 80.0, 78.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:04.134936,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 24.2)","(6.5, 9.6, 9.411764705882353)","(8.0, 10.0, 9.567441860465117)","(21.0, 36.0, 32.5)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 31.375)","(18.0, 20.0, 20.90625)","(41.0, 80.0, 78.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.333333333333332)"
12-01-2023 16:52:05.739186,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 24.2)","(6.5, 9.6, 9.422222222222222)","(8.0, 10.0, 9.567441860465117)","(21.0, 36.0, 31.5)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.733333333333334)","(26.0, 34.0, 29.5)","(18.0, 22.0, 19.857142857142858)","(41.0, 80.0, 83.07692307692308)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.333333333333332)"
12-01-2023 16:52:07.391519,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 24.2)","(6.5, 9.6, 9.411764705882353)","(8.0, 10.0, 9.600000000000001)","(21.0, 34.0, 31.5)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.668292682926829)","(26.0, 34.0, 31.6)","(18.0, 22.0, 19.857142857142858)","(41.0, 110.0, 72.0)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:08.950730,"(10.0, 14.5, 14.166666666666666)","(17.0, 25.0, 25.0)","(6.5, 9.6, 9.422222222222222)","(8.0, 9.8, 9.600000000000001)","(21.0, 34.0, 29.333333333333332)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.657894736842106)","(26.0, 34.0, 30.25)","(18.0, 22.0, 20.25)","(41.0, 80.0, 72.0)","(8.5, 13.0, 11.583333333333334)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:10.473836,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 25.133333333333333)","(6.5, 9.6, 9.422222222222222)","(8.0, 9.8, 9.52)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.1, 3.055)","(7.0, 8.8, 8.657894736842106)","(26.0, 34.0, 29.545454545454547)","(18.0, 21.0, 19.875)","(41.0, 80.0, 72.0)","(8.5, 13.0, 11.583333333333334)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:12.238165,"(10.0, 14.5, 14.166666666666666)","(17.0, 27.0, 25.133333333333333)","(6.5, 9.6, 9.422222222222222)","(8.0, 9.8, 9.578947368421053)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.1, 3.054014598540146)","(7.0, 8.8, 8.612121212121211)","(26.0, 32.0, 29.4)","(18.0, 21.0, 19.875)","(41.0, 80.0, 75.5)","(8.5, 13.0, 11.454545454545455)","(21.0, 28.0, 26.846153846153847)"
12-01-2023 16:52:13.879651,"(10.0, 14.5, 14.1)","(17.0, 27.0, 23.692307692307693)","(6.5, 9.6, 9.422222222222222)","(8.0, 9.8, 9.52)","(21.0, 32.0, 28.25)","(2.6, 3.1, 3.054014598540146)","(7.0, 9.0, 8.612121212121211)","(26.0, 32.0, 29.4)","(18.0, 21.0, 19.875)","(41.0, 80.0, 90.0)","(8.5, 13.0, 12.46875)","(21.0, 28.0, 25.75)"
12-01-2023 16:52:15.492577,"(10.0, 14.5, 15.166666666666666)","(17.0, 26.0, 24.2)","(6.5, 9.6, 9.505882352941176)","(8.0, 9.8, 9.52)","(21.0, 30.0, 28.25)","(2.6, 3.1, 3.054014598540146)","(7.0, 9.0, 8.612121212121211)","(26.0, 32.0, 28.88)","(18.0, 21.0, 20.444444444444443)","(41.0, 95.0, 80.0)","(8.5, 13.0, 12.420454545454545)","(21.0, 26.0, 25.4)"
12-01-2023 16:52:17.179726,"(10.0, 16.5, 15.5)","(17.0, 25.0, 24.2)","(6.5, 9.6, 9.505882352941176)","(8.0, 9.8, 9.338461538461537)","(21.0, 30.0, 28.25)","(2.6, 3.1, 3.054014598540146)","(7.0, 9.0, 8.706666666666667)","(26.0, 32.0, 27.666666666666668)","(18.0, 22.0, 19.857142857142858)","(41.0, 85.0, 80.0)","(8.5, 13.0, 12.420454545454545)","(21.0, 26.0, 25.4)"
12-01-2023 16:52:18.718892,"(10.0, 16.5, 15.333333333333334)","(17.0, 25.0, 24.2)","(6.5, 9.6, 9.538461538461538)","(8.0, 9.8, 9.338461538461537)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.1, 3.0348275862068967)","(7.0, 9.4, 8.706666666666667)","(26.0, 32.0, 27.666666666666668)","(18.0, 22.0, 19.857142857142858)","(41.0, 85.0, 80.0)","(8.5, 13.0, 12.166666666666666)","(21.0, 26.0, 26.6)"
12-01-2023 16:52:20.255917,"(10.0, 16.5, 15.333333333333334)","(17.0, 25.0, 24.2)","(6.5, 10.0, 9.571428571428571)","(8.0, 9.8, 9.904)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.1, 3.0348275862068967)","(7.0, 9.4, 8.914285714285715)","(26.0, 32.0, 27.666666666666668)","(18.0, 22.0, 19.857142857142858)","(41.0, 85.0, 80.0)","(8.5, 13.0, 12.227272727272727)","(21.0, 27.0, 26.6)"
12-01-2023 16:52:21.763799,"(10.0, 16.5, 15.333333333333334)","(17.0, 25.0, 24.0)","(6.5, 9.8, 9.342857142857143)","(8.0, 10.0, 9.91063829787234)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.1, 3.0348275862068967)","(7.0, 9.2, 8.866666666666665)","(26.0, 32.0, 27.666666666666668)","(18.0, 22.0, 20.6875)","(41.0, 85.0, 81.25)","(8.5, 13.0, 12.227272727272727)","(21.0, 27.0, 26.6)"
12-01-2023 16:52:23.261606,"(10.0, 16.5, 15.333333333333334)","(17.0, 26.0, 23.692307692307693)","(6.5, 9.8, 9.218181818181819)","(8.0, 10.0, 9.9)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.1, 3.1333333333333333)","(7.0, 9.2, 8.866666666666665)","(26.0, 32.0, 27.666666666666668)","(18.0, 21.0, 20.0625)","(41.0, 85.0, 81.25)","(8.5, 13.0, 12.2)","(21.0, 27.0, 26.6)"
12-01-2023 16:52:24.853028,"(10.0, 16.5, 15.333333333333334)","(17.0, 26.0, 24.0)","(6.5, 9.8, 9.218181818181819)","(8.0, 10.0, 9.9)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.15, 3.1411764705882352)","(7.0, 9.2, 8.866666666666665)","(26.0, 32.0, 28.5)","(18.0, 21.0, 20.0625)","(41.0, 85.0, 81.25)","(8.5, 13.0, 12.227272727272727)","(21.0, 27.0, 26.6)"
12-01-2023 16:52:26.436589,"(10.0, 16.5, 15.333333333333334)","(17.0, 26.0, 24.105263157894736)","(6.5, 9.8, 9.218181818181819)","(8.0, 10.0, 9.442857142857143)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.15, 3.058333333333333)","(7.0, 9.2, 8.866666666666665)","(26.0, 30.0, 29.2)","(18.0, 21.0, 20.0625)","(41.0, 85.0, 81.25)","(8.5, 13.0, 12.227272727272727)","(21.0, 27.0, 26.333333333333332)"
12-01-2023 16:52:28.010892,"(10.0, 16.5, 15.333333333333334)","(17.0, 26.0, 23.18181818181818)","(6.5, 9.8, 9.218181818181819)","(8.0, 10.0, 9.436363636363637)","(21.0, 30.0, 28.333333333333332)","(2.6, 3.2, 3.058333333333333)","(7.0, 9.2, 9.10909090909091)","(26.0, 30.0, 29.2)","(18.0, 20.0, 19.75)","(41.0, 85.0, 81.25)","(8.5, 13.0, 12.227272727272727)","(21.0, 27.0, 26.333333333333332)"
