,Birdbrook,Rothwell Random,Willy Can Do,Moo Star,Low Planes,Premier Slice
14-12-2022 14:42:27.827947,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:28.749169,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:29.683260,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:30.635477,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:31.552980,"(4.0, 10.5, 8.88888888888889)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 35.0)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:32.463929,"(4.0, 10.5, 8.210526315789473)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 55.0, 45.66666666666667)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:33.390478,"(4.0, 9.8, 8.857142857142858)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:34.236910,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:35.102140,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:35.972655,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:36.945656,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:37.900314,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:38.867644,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:39.761487,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:40.607387,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:41.492698,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.46)","(5.5, 7.6, 7.41)","(13.0, 65.0, 52.33333333333333)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:42.436980,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.6000000000000005)","(5.5, 7.6, 7.41)","(13.0, 65.0, 41.0)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:43.325353,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.6000000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 41.0)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:44.212938,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.6000000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 41.0)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:45.119519,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.469397590361446)","(3.9, 5.0, 4.6000000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 41.0)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:46.033567,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.5)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:46.980664,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.5)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:47.839347,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.5)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:48.714294,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:49.644747,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:50.596343,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:51.537054,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:52.398337,"(4.0, 9.8, 8.4)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:53.280316,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 50.666666666666664)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:54.204519,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.4607058823529413)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:55.039772,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:55.899625,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:56.825162,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:57.744498,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:58.673412,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:42:59.587372,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 55.0, 47.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:00.438545,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.52, 2.22)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 42.85714285714286)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:01.282896,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 37.142857142857146)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:02.208447,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:03.165720,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:04.029367,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:04.912521,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:05.775702,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 5.0, 4.4750000000000005)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:06.662183,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:07.545145,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:08.427331,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:09.348597,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:10.330284,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:11.342851,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:12.225413,"(4.0, 9.8, 8.577777777777778)","(2.25, 2.5, 2.424)","(3.9, 4.9, 4.483333333333333)","(5.5, 7.6, 7.41)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:13.135645,"(4.0, 9.6, 9.2)","(2.25, 2.46, 2.2333333333333334)","(3.9, 4.9, 4.566666666666666)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:14.046562,"(4.0, 9.6, 9.2)","(2.25, 2.46, 2.2333333333333334)","(3.9, 4.9, 4.566666666666666)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:14.912431,"(4.0, 9.6, 9.2)","(2.25, 2.46, 2.2333333333333334)","(3.9, 4.9, 4.566666666666666)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:15.801926,"(4.0, 9.6, 9.2)","(2.25, 2.46, 2.2333333333333334)","(3.9, 4.9, 4.566666666666666)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:16.740713,"(4.0, 9.6, 9.2)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:17.705364,"(4.0, 9.6, 9.2)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:18.610668,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:19.477669,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:20.305091,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:21.145776,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2342857142857144)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 14:43:22.027947,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 54.07142857142857)"
14-12-2022 14:43:22.908587,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 47.57142857142857)"
14-12-2022 14:43:23.743566,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 47.57142857142857)"
14-12-2022 14:43:24.600860,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 38.75)","(21.0, 55.0, 52.111111111111114)"
14-12-2022 14:43:25.519629,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 50.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:26.377943,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:27.218261,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:28.094521,"(4.0, 9.8, 8.48)","(2.25, 2.52, 2.2)","(3.9, 4.9, 4.4)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:28.996242,"(4.0, 9.8, 8.6)","(2.25, 2.5, 2.2720000000000002)","(3.9, 4.8, 4.290909090909091)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:29.872071,"(4.0, 9.8, 9.16842105263158)","(2.25, 2.5, 2.337142857142857)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:30.731683,"(4.0, 9.8, 9.16842105263158)","(2.25, 2.5, 2.337142857142857)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 7.16)","(13.0, 48.0, 44.0)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:31.774691,"(4.0, 9.8, 9.16842105263158)","(2.25, 2.5, 2.2)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 7.16)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:32.656358,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.5, 2.2)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 7.16)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:33.745675,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.3142857142857145)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:34.705400,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.3142857142857145)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:35.619576,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.3142857142857145)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:36.534017,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.3142857142857145)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:37.476896,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.3142857142857145)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:38.372489,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.4454054054054053)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 7.1)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:39.221999,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.375)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:40.200773,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.375)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:41.092402,"(4.0, 9.8, 9.22857142857143)","(2.25, 2.46, 2.375)","(3.9, 4.8, 4.177777777777777)","(5.5, 7.8, 6.938461538461539)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:42.032447,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.44, 2.3235185185185183)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:42.919510,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.42, 2.4029333333333334)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:43.793266,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.4, 2.1487179487179486)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:44.714662,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.38, 2.25)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:45.623922,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.36, 2.144615384615385)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:46.454670,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.36, 2.1434146341463416)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:47.318633,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.36, 2.1434146341463416)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:48.193883,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.36, 2.1434146341463416)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:49.086499,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.36, 2.1434146341463416)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:50.023320,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.1786666666666665)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:50.938957,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.3078048780487803)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:51.806774,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.3078048780487803)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 50.0)"
14-12-2022 14:43:52.642818,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.3078048780487803)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 50.0, 45.5)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:53.529427,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.3078048780487803)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:54.419028,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.3078048780487803)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:55.391332,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.12)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:56.341839,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.34, 2.065)","(3.9, 4.8, 4.2749999999999995)","(5.5, 7.8, 6.815384615384615)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:57.545253,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.8, 7.388888888888888)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:58.525935,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 40.625)","(21.0, 55.0, 51.875)"
14-12-2022 14:43:59.428278,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 49.25)","(21.0, 55.0, 51.875)"
14-12-2022 14:44:00.289619,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 49.25)","(21.0, 55.0, 51.875)"
14-12-2022 14:44:01.221339,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 49.25)","(21.0, 55.0, 51.875)"
14-12-2022 14:44:02.135414,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 49.25)","(21.0, 55.0, 51.875)"
14-12-2022 14:44:03.061589,"(4.0, 9.8, 9.164705882352942)","(2.25, 2.32, 2.0575)","(3.9, 4.8, 4.2749999999999995)","(5.0, 7.6, 7.388888888888888)","(13.0, 55.0, 49.25)","(21.0, 55.0, 50.833333333333336)"
14-12-2022 14:44:04.030728,"(4.0, 9.2, 8.694736842105263)","(2.2, 2.32, 2.12)","(3.8, 4.8, 4.177777777777777)","(5.5, 7.8, 7.0)","(14.0, 55.0, 37.75)","(21.0, 55.0, 52.375)"
14-12-2022 14:44:05.157860,"(4.2, 9.2, 8.694736842105263)","(2.2, 2.32, 2.12)","(3.8, 4.8, 4.177777777777777)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
14-12-2022 14:44:06.114491,"(4.2, 9.2, 8.942857142857143)","(2.2, 2.32, 2.0575)","(3.8, 4.8, 4.2749999999999995)","(5.5, 7.8, 7.0)","(14.0, 55.0, 41.85714285714286)","(21.0, 55.0, 53.38461538461539)"
