,Birdbrook,Rothwell Random,Willy Can Do,Moo Star,Low Planes,Premier Slice
14-12-2022 14:49:21.114379,"(6.5, 8.2, 8.108045977011493)","(1.9, 2.1, 2.0615)","(3.5, 4.4, 4.372115384615385)","(6.0, 8.0, 7.76)","(26.0, 42.0, 41.53846153846154)","(51.0, 110.0, 109.07407407407408)"
14-12-2022 14:49:22.148153,"(6.5, 8.2, 8.133333333333333)","(1.9, 2.1, 2.0615)","(3.5, 4.4, 4.294054054054055)","(6.0, 8.0, 7.76)","(26.0, 42.0, 41.53846153846154)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:23.205567,"(6.5, 8.2, 8.133333333333333)","(1.9, 2.1, 2.0653932584269663)","(3.5, 4.4, 4.293333333333333)","(6.0, 8.0, 7.699999999999999)","(26.0, 42.0, 41.53846153846154)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:24.319223,"(6.5, 8.2, 8.128767123287671)","(1.9, 2.12, 2.0844444444444443)","(3.5, 4.3, 4.293333333333333)","(6.0, 8.0, 7.699999999999999)","(26.0, 42.0, 41.53846153846154)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:25.529385,"(6.5, 8.2, 8.096629213483146)","(1.9, 2.12, 2.091851851851852)","(3.5, 4.3, 4.280645161290322)","(6.0, 8.0, 7.699999999999999)","(26.0, 42.0, 41.53846153846154)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:26.727684,"(6.5, 7.8, 7.756521739130434)","(1.9, 2.12, 2.1014634146341464)","(3.5, 4.3, 4.286046511627907)","(6.0, 8.0, 7.766666666666667)","(26.0, 42.0, 45.06666666666667)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:27.851156,"(6.5, 8.0, 7.896774193548387)","(1.9, 2.12, 2.1118367346938776)","(3.5, 4.3, 4.226431718061674)","(6.0, 7.8, 7.745762711864407)","(26.0, 46.0, 44.44444444444444)","(51.0, 110.0, 100.0)"
14-12-2022 14:49:28.953202,"(6.5, 8.2, 8.19375)","(1.9, 2.12, 2.1118367346938776)","(3.5, 4.4, 4.226431718061674)","(6.0, 8.0, 7.666666666666666)","(26.0, 46.0, 44.25)","(51.0, 110.0, 101.11111111111111)"
14-12-2022 14:49:30.067951,"(6.5, 8.0, 7.9837837837837835)","(1.9, 2.14, 2.1276190476190475)","(3.5, 4.4, 4.393548387096774)","(6.0, 8.0, 7.666666666666666)","(26.0, 46.0, 42.888888888888886)","(51.0, 110.0, 98.57142857142857)"
14-12-2022 14:49:31.189657,"(6.5, 8.0, 7.9837837837837835)","(1.9, 2.14, 2.1183333333333336)","(3.5, 4.3, 4.297916666666667)","(6.0, 8.0, 7.7176470588235295)","(26.0, 46.0, 45.06666666666667)","(51.0, 110.0, 98.57142857142857)"
14-12-2022 14:49:32.206631,"(6.5, 8.0, 7.676923076923077)","(1.9, 2.14, 2.1192)","(3.5, 4.2, 4.137931034482759)","(6.0, 8.0, 7.7176470588235295)","(26.0, 46.0, 45.06666666666667)","(51.0, 110.0, 98.57142857142857)"
14-12-2022 14:49:33.299839,"(6.5, 7.6, 7.5)","(1.9, 2.16, 2.1446808510638298)","(3.5, 4.2, 4.12235294117647)","(6.0, 8.0, 7.872)","(26.0, 46.0, 45.06666666666667)","(51.0, 110.0, 98.57142857142857)"
14-12-2022 14:49:34.343495,"(6.5, 7.6, 7.5625)","(1.9, 2.18, 2.1322727272727273)","(3.5, 4.2, 4.112)","(6.0, 8.0, 7.872)","(26.0, 46.0, 9998.5)","(51.0, 110.0, 9998.5)"
14-12-2022 14:49:35.364037,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:36.351118,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:37.367791,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:38.374908,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:39.339877,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:40.297942,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:41.304839,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
14-12-2022 14:49:42.261023,"(6.5, 99998, 9998.5)","(1.9, 99998, 9998.5)","(3.5, 99998, 9998.5)","(6.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(51.0, 99998, 9998.5)"
