,Pokerjack,Pretty Woman,Valiant,Proverbial,Ticket To Anywhere,Auzstar,Vilified,Hardy,Volterra,Iconic Dame,Overextend,Our Boy Ollie,Behind The Storm,Devine Miss
07-01-2023 10:14:23.734672,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:25.291895,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.619047619047619)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:26.878838,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:28.490148,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:30.063571,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:31.575722,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:33.181274,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.691428571428571)","(10.0, 12.0, 11.652173913043478)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.22222222222222)","(20.0, 30.0, 29.11111111111111)","(6.5, 8.2, 8.063157894736841)","(5.5, 7.4, 6.965644171779141)","(9.0, 13.0, 11.6875)","(31.0, 36.0, 35.714285714285715)","(19.0, 26.0, 24.75)"
07-01-2023 10:14:34.821491,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:36.449985,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:38.034293,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:39.486293,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:41.021532,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:42.605709,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:44.223199,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:45.771515,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:47.312276,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:48.875778,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 116.5)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 29.285714285714285)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.54545454545455)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:50.440875,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 30.0, 31.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.0)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:51.964605,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 46.0)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:53.511560,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:55.013723,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:56.537495,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:58.115548,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:14:59.703345,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:01.227389,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:02.810704,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:04.351109,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:05.931490,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:07.411011,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:08.935331,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:10.505848,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:12.080694,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:13.628878,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:15.167200,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:16.742579,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:18.353730,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:19.975624,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:21.542180,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:23.131349,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:24.685409,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:26.234730,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:27.803054,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:29.415444,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:31.020617,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:32.545258,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:34.119085,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
07-01-2023 10:15:35.674430,"(12.0, 15.5, 14.61111111111111)","(12.0, 16.5, 14.166666666666666)","(41.0, 140.0, 137.40540540540542)","(4.2, 5.7, 5.692682926829268)","(10.0, 12.0, 11.733333333333334)","(26.0, 32.0, 30.0)","(21.0, 36.0, 31.57894736842105)","(26.0, 48.0, 45.33333333333333)","(20.0, 30.0, 29.272727272727273)","(6.5, 8.2, 8.084444444444443)","(5.5, 7.4, 6.983529411764706)","(9.0, 13.0, 11.71951219512195)","(31.0, 36.0, 35.733333333333334)","(19.0, 26.0, 24.846153846153847)"
