,Pokerjack,Pretty Woman,Valiant,Proverbial,Ticket To Anywhere,Auzstar,Vilified,Hardy,Volterra,Iconic Dame,Overextend,Our Boy Ollie,Behind The Storm,Devine Miss
07-01-2023 09:29:41.746353,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:43.372348,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:44.990394,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:46.687305,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:48.294695,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:49.854806,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:51.463086,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:53.109643,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:54.803788,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:56.434902,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:29:58.250878,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:00.283267,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:02.171648,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:04.069150,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:05.968665,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:07.746636,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:09.359584,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:11.023090,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:12.740486,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:14.367371,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:16.033167,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:17.678173,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:19.344824,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:21.000154,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:22.725875,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:24.367013,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:26.067775,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:27.694973,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 6.9)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:29.382768,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:31.095179,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:32.978390,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:34.851640,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:37.038215,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:39.084781,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:40.823605,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:42.694401,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:44.418121,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:46.123055,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:47.856148,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:49.607453,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:51.266760,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:53.009527,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:54.722725,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:56.270737,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:57.865047,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:30:59.536354,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:31:01.096235,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:31:02.748138,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:31:04.390643,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
07-01-2023 09:31:06.016641,"(12.0, 15.0, 14.583333333333334)","(11.0, 19.5, 13.5)","(31.0, 140.0, 133.14285714285714)","(4.4, 5.4, 5.254545454545455)","(9.0, 14.0, 12.0)","(26.0, 32.0, 30.0)","(21.0, 46.0, 31.454545454545453)","(26.0, 48.0, 44.0)","(20.0, 38.0, 31.214285714285715)","(6.5, 8.2, 8.196428571428571)","(5.5, 7.4, 7.159375000000001)","(9.0, 15.5, 15.094594594594595)","(31.0, 38.0, 34.4)","(19.0, 32.0, 30.18181818181818)"
