,Another Spirit,Flash Point,Miss Arizona,Superstasia,Upside,All Beans,Timely Bel
09-01-2023 12:33:24.330901,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:25.374935,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:26.409318,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:27.487744,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:28.515913,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:29.589488,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:30.510987,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:31.443478,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.2)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:32.481261,"(5.5, 7.0, 6.842105263157895)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.029268292682927)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.5600000000000005)"
09-01-2023 12:33:33.503708,"(5.5, 7.0, 6.909677419354839)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.3875)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:34.582729,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:35.721437,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:36.756018,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:37.710897,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:38.664143,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:39.588806,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:40.529606,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:41.526843,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:42.574356,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:43.629950,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.1375)"
09-01-2023 12:33:44.688392,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.994736842105263)"
09-01-2023 12:33:45.743308,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.622222222222223)"
09-01-2023 12:33:46.778137,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.622222222222223)"
09-01-2023 12:33:47.865718,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.622222222222223)"
09-01-2023 12:33:48.868260,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.622222222222223)"
09-01-2023 12:33:49.793337,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:50.731063,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:51.735107,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:52.774507,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:53.837961,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:54.877131,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:55.936261,"(5.5, 7.0, 6.48)","(11.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:56.938292,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.533333333333333)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:57.861685,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:58.792237,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:33:59.742575,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:00.758693,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:01.836479,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.5125)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:02.892000,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:03.975361,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:05.032875,"(5.5, 7.0, 6.48)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:06.002895,"(5.5, 7.0, 6.863157894736842)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:06.983463,"(5.5, 7.0, 6.863157894736842)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:07.991197,"(5.5, 7.0, 6.92)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:08.981623,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:10.074867,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:11.153039,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:12.246255,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:13.362219,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:14.478002,"(5.5, 7.0, 6.5600000000000005)","(11.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:15.515067,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:16.483182,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.644444444444445)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:17.505639,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.053658536585366)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.254166666666667)"
09-01-2023 12:34:18.528339,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.777777777777778)"
09-01-2023 12:34:19.599640,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.777777777777778)"
09-01-2023 12:34:20.642105,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.777777777777778)"
09-01-2023 12:34:21.759445,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.84)"
09-01-2023 12:34:22.796081,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.84)"
09-01-2023 12:34:23.868693,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 4.84)"
09-01-2023 12:34:24.882265,"(5.5, 7.0, 6.5600000000000005)","(12.0, 21.0, 19.736842105263158)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 5.575)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:25.863622,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:26.793489,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:27.797883,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:28.798134,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:29.887448,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:30.983444,"(5.5, 7.0, 6.8)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:32.114569,"(5.5, 7.0, 6.7625)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:33.212722,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:34.286393,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:35.298695,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:36.260801,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:37.253238,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:38.266074,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:39.248627,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:40.301379,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.18181818181818)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:41.308378,"(5.5, 7.0, 6.43)","(12.0, 21.0, 17.4)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:42.442394,"(5.5, 7.0, 6.43)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:43.483677,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:44.518580,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:45.552855,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:46.567501,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:47.569605,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:48.539639,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:49.488038,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:50.463344,"(5.5, 7.0, 6.817857142857143)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:51.382954,"(5.5, 7.0, 6.733333333333333)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:52.363431,"(5.5, 7.0, 6.786666666666667)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:53.391330,"(5.5, 7.0, 6.786666666666667)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:54.432167,"(5.5, 7.0, 6.786666666666667)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
09-01-2023 12:34:55.450826,"(5.5, 7.0, 6.786666666666667)","(12.0, 21.0, 20.294117647058826)","(4.8, 6.2, 5.842857142857143)","(6.0, 7.4, 7.015384615384615)","(4.2, 6.2, 6.075)","(9.0, 13.5, 13.34090909090909)","(3.9, 5.4, 5.269767441860465)"
