,Another Spirit,Flash Point,Miss Arizona,Superstasia,Upside,All Beans,Timely Bel
09-01-2023 12:46:32.320755,"(5.5, 6.6, 5.97)","(12.0, 22.0, 19.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.876712328767123)","(3.9, 5.4, 4.8)"
09-01-2023 12:46:33.382326,"(5.5, 6.6, 5.97)","(12.0, 22.0, 19.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:34.477667,"(5.5, 6.4, 6.12)","(12.0, 21.0, 19.81818181818182)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:35.609561,"(5.5, 6.4, 6.2250000000000005)","(12.0, 21.0, 19.81818181818182)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:36.692423,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 19.0)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:37.777307,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 19.0)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:38.806104,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 19.0)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:39.946725,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 19.0)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:41.172852,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 19.0)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:42.365299,"(5.5, 6.4, 6.2250000000000005)","(12.0, 20.0, 18.59090909090909)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:43.477369,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.5, 18.59090909090909)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:44.637846,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.5, 18.59090909090909)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:45.657427,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:46.784898,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:47.890328,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:49.041030,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:50.083853,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:51.196940,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 18.181818181818183)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:52.320119,"(5.5, 6.4, 6.31764705882353)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:53.527165,"(5.5, 6.4, 6.300000000000001)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:54.713307,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:55.862017,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:56.952082,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.377777777777777)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:58.068663,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.333333333333333)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:46:59.227763,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:00.381939,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:01.556824,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:02.685199,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:03.807283,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:04.955947,"(5.5, 6.4, 6.272727272727273)","(12.0, 19.0, 17.5)","(4.8, 5.6, 5.311111111111111)","(6.0, 7.4, 7.24)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:06.121604,"(5.5, 6.4, 6.15)","(12.0, 19.0, 17.714285714285715)","(4.8, 5.6, 5.34)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.8235294117647065)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 4.8)"
09-01-2023 12:47:07.289195,"(5.5, 6.4, 5.9714285714285715)","(12.0, 19.0, 17.714285714285715)","(4.8, 5.6, 5.34)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.64)","(9.0, 13.0, 11.5)","(3.9, 5.5, 4.975)"
09-01-2023 12:47:08.399134,"(5.5, 6.4, 5.9714285714285715)","(12.0, 19.0, 17.714285714285715)","(4.8, 5.6, 5.34)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.64)","(9.0, 13.0, 11.5)","(3.9, 5.5, 5.296774193548387)"
09-01-2023 12:47:09.478411,"(5.5, 6.4, 6.04)","(12.0, 19.0, 17.714285714285715)","(4.8, 5.6, 5.65)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.64)","(9.0, 13.0, 12.53125)","(3.9, 5.5, 5.296774193548387)"
09-01-2023 12:47:10.841200,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.357142857142858)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.64)","(9.0, 13.0, 12.847457627118644)","(3.9, 5.5, 5.296774193548387)"
09-01-2023 12:47:12.423693,"(5.5, 6.4, 6.04)","(12.0, 18.5, 18.224137931034484)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.847457627118644)","(3.9, 5.5, 5.185)"
09-01-2023 12:47:13.992408,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.847457627118644)","(3.9, 5.5, 5.0874999999999995)"
09-01-2023 12:47:15.249952,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.847457627118644)","(3.9, 5.5, 5.0874999999999995)"
09-01-2023 12:47:16.546475,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.5, 5.12)"
09-01-2023 12:47:17.830250,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:19.155339,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:20.369507,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:21.594787,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 6.95)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:22.753493,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:23.928002,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:25.110463,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:26.361997,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:27.506538,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:28.643046,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:29.757296,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:30.922450,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:32.169220,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 5.12)"
09-01-2023 12:47:33.368189,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.777777777777778)"
09-01-2023 12:47:34.577189,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.723076923076923)"
09-01-2023 12:47:35.725201,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.723076923076923)"
09-01-2023 12:47:36.878724,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.688888888888888)"
09-01-2023 12:47:38.041695,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.688888888888888)"
09-01-2023 12:47:39.281278,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.4, 4.7555555555555555)"
09-01-2023 12:47:40.555185,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.88)"
09-01-2023 12:47:41.714185,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.58)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.88)"
09-01-2023 12:47:42.877902,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.88)"
09-01-2023 12:47:44.042735,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:45.256207,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:46.483892,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:47.594423,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:48.767410,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:49.917924,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:51.114202,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.7555555555555555)"
09-01-2023 12:47:52.364725,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.3, 4.84)"
09-01-2023 12:47:53.564217,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.2, 4.84)"
09-01-2023 12:47:54.732538,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.2, 4.84)"
09-01-2023 12:47:56.030306,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.2, 4.84)"
09-01-2023 12:47:57.388579,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.754098360655737)","(3.9, 5.2, 4.84)"
09-01-2023 12:47:58.753135,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.765625)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:00.048893,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.765625)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:01.290214,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.765625)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:02.581477,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.765625)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:03.814240,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:05.043149,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:06.267699,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:07.472385,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:08.664163,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:09.893393,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.8, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:11.228979,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:12.490068,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:13.824939,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:15.254206,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:16.746161,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.305555555555555)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:18.271957,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:19.814781,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.733333333333333)"
09-01-2023 12:48:21.409964,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:22.651950,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:23.811266,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:25.038309,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:26.265480,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:27.551831,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
09-01-2023 12:48:28.750204,"(5.5, 6.4, 6.04)","(12.0, 18.5, 17.1)","(4.6, 6.0, 5.475)","(6.0, 7.4, 7.266666666666667)","(4.2, 6.2, 5.666666666666666)","(9.0, 13.0, 12.53125)","(3.9, 5.2, 4.84)"
