,Namakwa,Hostage Of War,Ostermeier,By The Law,Lets Torque A Deel,Tea Leaves,Lucamour
07-01-2023 14:38:52.129503,"(2.05, 2.3, 2.2733333333333334)","(3.8, 5.1, 4.699999999999999)","(11.0, 14.5, 14.114457831325302)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:53.143124,"(2.05, 2.3, 2.2733333333333334)","(3.8, 5.1, 4.699999999999999)","(11.0, 14.5, 14.114457831325302)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:54.104051,"(2.05, 2.3, 2.2733333333333334)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.114457831325302)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:55.121926,"(2.05, 2.3, 2.2733333333333334)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.08974358974359)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:56.150661,"(2.05, 2.3, 2.284)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.08974358974359)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:57.214628,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.08974358974359)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:58.307657,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.08974358974359)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:38:59.257174,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 14.08974358974359)","(31.0, 48.0, 41.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:39:00.205781,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.757142857142857)","(11.0, 14.5, 13.166666666666666)","(31.0, 48.0, 39.666666666666664)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:39:01.190038,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.68)","(11.0, 14.0, 13.4)","(31.0, 46.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 15.192307692307693)"
07-01-2023 14:39:02.138106,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.1)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 14.357142857142858)"
07-01-2023 14:39:03.176232,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.1)","(31.0, 44.0, 39.5)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 14.357142857142858)"
07-01-2023 14:39:04.150716,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.727272727272727)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 13.9)"
07-01-2023 14:39:05.238057,"(2.05, 2.3, 2.2866666666666666)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.65)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 13.0)"
07-01-2023 14:39:06.270523,"(2.05, 2.3, 2.2929411764705883)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.65)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 13.0)"
07-01-2023 14:39:07.313572,"(2.05, 2.34, 2.336774193548387)","(3.8, 5.1, 4.62)","(11.0, 14.0, 13.65)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.5, 14.3125)"
07-01-2023 14:39:08.259482,"(2.05, 2.36, 2.278181818181818)","(3.8, 5.1, 4.5)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 14.0)"
07-01-2023 14:39:09.195121,"(2.05, 2.36, 2.281052631578947)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 14.0)"
07-01-2023 14:39:10.125189,"(2.05, 2.36, 2.281052631578947)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 14.0)"
07-01-2023 14:39:11.101206,"(2.05, 2.36, 2.281052631578947)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 14.0)"
07-01-2023 14:39:12.083328,"(2.05, 2.36, 2.2885714285714283)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 14.0)"
07-01-2023 14:39:13.117143,"(2.05, 2.36, 2.2885714285714283)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.5, 13.705882352941178)"
07-01-2023 14:39:14.145608,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.5285714285714285)","(11.0, 14.0, 13.054054054054054)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.264705882352942)"
07-01-2023 14:39:15.074055,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.456521739130435)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:16.022198,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:16.990111,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.0, 4.72)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:17.944362,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:18.950677,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 39.0)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:19.985783,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:21.075189,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:22.118764,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:23.073921,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.264705882352942)"
07-01-2023 14:39:23.968929,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.779999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.30952380952381)"
07-01-2023 14:39:24.995292,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.30952380952381)"
07-01-2023 14:39:25.958537,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.34)"
07-01-2023 14:39:26.987255,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 13.34)"
07-01-2023 14:39:28.005456,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.699999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.75)"
07-01-2023 14:39:29.051128,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.859999999999999)","(11.0, 13.5, 13.436170212765958)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 13.5, 14.25)"
07-01-2023 14:39:30.060374,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.8)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.25)"
07-01-2023 14:39:30.974110,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.470588235294118)"
07-01-2023 14:39:31.869350,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.470588235294118)"
07-01-2023 14:39:32.868022,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:33.858735,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:34.825977,"(2.05, 2.36, 2.313846153846154)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:35.863146,"(2.05, 2.36, 2.336190476190476)","(3.8, 5.1, 4.663636363636363)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:36.876994,"(2.05, 2.36, 2.336190476190476)","(3.8, 5.1, 5.02258064516129)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:37.861154,"(2.05, 2.36, 2.336190476190476)","(3.8, 5.1, 5.0593220338983045)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.210526315789473)"
07-01-2023 14:39:38.766851,"(2.05, 2.36, 2.336190476190476)","(3.8, 5.1, 4.89)","(11.0, 13.5, 13.477777777777778)","(31.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.0625)"
07-01-2023 14:39:39.743010,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.0625)"
07-01-2023 14:39:40.749561,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.944444444444445)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.0625)"
07-01-2023 14:39:41.770316,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.954545454545454)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 14.0625)"
07-01-2023 14:39:42.756918,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.074193548387097)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.25)"
07-01-2023 14:39:43.819011,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.75)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:44.827950,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.0740740740740735)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:45.885427,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:46.859138,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:47.793425,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.944444444444445)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:48.785577,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.944444444444445)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:49.849334,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:50.890538,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:51.937995,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:52.949909,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076271186440677)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.173333333333332)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:54.016011,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.077419354838709)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 9.010526315789473)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:55.012982,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.077419354838709)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:55.921733,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.077419354838709)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 37.333333333333336)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 14.0, 13.625)"
07-01-2023 14:39:56.941820,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.077419354838709)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 14.0, 14.166666666666666)"
07-01-2023 14:39:57.994590,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076666666666666)","(11.0, 13.5, 13.477777777777778)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:39:59.017395,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:00.055500,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:01.103073,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:02.162163,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:03.227462,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:04.162852,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(31.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:05.144689,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:06.224532,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:07.238798,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 13.61111111111111)"
07-01-2023 14:40:08.266276,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.477272727272727)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 15.0, 12.863636363636363)"
07-01-2023 14:40:09.320547,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.96)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:10.366656,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076666666666666)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:11.390882,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.0)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:12.388861,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076470588235294)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:13.393045,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.076470588235294)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:14.462281,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:15.466719,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.8999999999999995)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:16.387175,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.8999999999999995)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.5)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:17.376551,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 13.5, 12.1875)"
07-01-2023 14:40:18.369215,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.4921875)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 13.5, 12.291666666666666)"
07-01-2023 14:40:19.368062,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.493421052631579)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 12.5, 12.291666666666666)"
07-01-2023 14:40:20.377301,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.493421052631579)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 12.5, 12.291666666666666)"
07-01-2023 14:40:21.377877,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.493421052631579)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 12.5, 12.291666666666666)"
07-01-2023 14:40:22.409295,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 5.078181818181818)","(11.0, 13.5, 13.493421052631579)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 12.5, 12.25)"
07-01-2023 14:40:23.358172,"(2.05, 2.36, 2.3376119402985074)","(3.8, 5.1, 4.85)","(11.0, 13.5, 13.493421052631579)","(26.0, 44.0, 39.714285714285715)","(7.5, 9.2, 8.837735849056603)","(10.0, 16.0, 15.333333333333334)","(10.0, 12.5, 12.25)"
