,Im Ready Jet,Majestuoso Nz,Hopeful Beauty Fra,Always Ready,Aldebaran Zeus,Sleepee,Sundons Courage,Ollivici Nz,Nephew Of Sonoko,Keayang Livana
07-01-2023 19:03:44.370240,"(3.1, 4.1, 3.932)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 50.0, 42.44444444444444)","(9.0, 15.5, 15.35)","(101.0, 200.0, 202.0)","(61.0, 80.0, 71.07142857142857)","(8.5, 99999, 99990)","(61.0, 130.0, 107.5)","(71.0, 100.0, 95.0)"
07-01-2023 19:03:45.710305,"(3.1, 4.1, 3.955172413793103)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 46.0, 42.44444444444444)","(9.0, 15.5, 15.35)","(101.0, 220.0, 212.5)","(61.0, 85.0, 72.41935483870968)","(8.5, 99999, 99990)","(61.0, 130.0, 107.5)","(71.0, 100.0, 95.0)"
07-01-2023 19:03:47.127376,"(3.1, 4.1, 3.955172413793103)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 46.0, 44.25)","(9.0, 15.5, 16.9)","(101.0, 230.0, 214.44444444444446)","(61.0, 85.0, 76.15384615384616)","(8.5, 99999, 99990)","(61.0, 130.0, 125.0)","(71.0, 100.0, 113.33333333333334)"
07-01-2023 19:03:48.464484,"(3.1, 4.0, 3.9444444444444446)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)","(9.0, 17.5, 16.5)","(101.0, 230.0, 214.44444444444446)","(61.0, 85.0, 76.15384615384616)","(8.5, 99999, 99990)","(61.0, 130.0, 125.0)","(71.0, 120.0, 101.25)"
07-01-2023 19:03:49.840343,"(3.1, 3.95, 3.75)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 48.0, 44.857142857142854)","(9.0, 17.5, 16.5)","(101.0, 230.0, 198.88888888888889)","(61.0, 85.0, 76.15384615384616)","(8.5, 99999, 99990)","(61.0, 130.0, 125.71428571428572)","(71.0, 120.0, 102.14285714285714)"
07-01-2023 19:03:51.237036,"(3.1, 3.95, 3.9233333333333333)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 46.0, 39.333333333333336)","(9.0, 17.0, 16.0)","(101.0, 210.0, 198.88888888888889)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 130.0, 125.71428571428572)","(71.0, 120.0, 107.5)"
07-01-2023 19:03:52.698523,"(3.1, 3.95, 3.9233333333333333)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.0, 16.444444444444443)","(101.0, 210.0, 198.88888888888889)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 130.0, 125.71428571428572)","(71.0, 120.0, 110.0)"
07-01-2023 19:03:54.160479,"(3.1, 3.95, 3.4505175983436853)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.0, 15.666666666666666)","(101.0, 210.0, 214.44444444444446)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 130.0, 120.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:03:55.620814,"(3.1, 3.5, 3.450842105263158)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.666666666666664)","(9.0, 17.0, 16.727272727272727)","(101.0, 230.0, 214.44444444444446)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 130.0, 135.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:03:56.996564,"(3.1, 3.5, 3.450842105263158)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.0, 16.833333333333332)","(101.0, 230.0, 196.66666666666666)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 125.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:03:58.422416,"(3.1, 3.6, 3.5625)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.5, 16.166666666666668)","(101.0, 250.0, 226.66666666666666)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 120.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:03:59.924439,"(3.1, 3.6, 3.5625)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.666666666666664)","(9.0, 17.5, 16.166666666666668)","(101.0, 250.0, 207.14285714285714)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 131.42857142857142)","(71.0, 120.0, 110.0)"
07-01-2023 19:04:01.497019,"(3.1, 3.6, 3.5625)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.666666666666664)","(9.0, 17.5, 16.166666666666668)","(101.0, 250.0, 207.14285714285714)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 125.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:04:03.020259,"(3.1, 3.6, 3.5625)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.5, 16.75)","(101.0, 250.0, 213.84615384615384)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 125.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:04:04.522691,"(3.1, 3.6, 3.58953488372093)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 17.5, 16.75)","(101.0, 260.0, 213.84615384615384)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 125.0)","(71.0, 120.0, 110.0)"
07-01-2023 19:04:06.284858,"(3.1, 3.6, 3.58875)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.666666666666664)","(9.0, 17.5, 16.75)","(101.0, 260.0, 226.66666666666666)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 130.0)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:08.010813,"(3.1, 3.6, 3.58875)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 18.0, 16.5)","(101.0, 260.0, 226.66666666666666)","(61.0, 85.0, 71.73076923076923)","(8.5, 99999, 99990)","(61.0, 140.0, 132.0)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:09.481721,"(3.1, 3.6, 3.58875)","(1.95, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(9.0, 18.0, 16.5)","(101.0, 260.0, 226.66666666666666)","(61.0, 85.0, 71.73076923076923)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:10.997681,"(3.1, 3.6, 3.58875)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.857142857142858)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 71.73076923076923)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:12.487599,"(3.1, 3.6, 3.585)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 71.73076923076923)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:13.899055,"(3.1, 3.6, 3.585)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 71.73076923076923)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:15.340444,"(3.1, 3.6, 3.4535992217898834)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 71.73076923076923)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:16.754158,"(3.1, 3.5, 3.4535992217898834)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 79.0)","(9.0, 99999, 99990)","(61.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:18.193256,"(3.1, 3.5, 3.5473684210526315)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 83.88888888888889)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:19.578848,"(3.1, 3.55, 3.5473684210526315)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 85.0, 88.57142857142857)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:20.998580,"(3.1, 3.55, 3.546875)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.678571428571429)","(101.0, 260.0, 232.72727272727272)","(61.0, 110.0, 102.82051282051282)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:22.385796,"(3.1, 3.55, 3.546875)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 18.0, 15.833333333333334)","(101.0, 260.0, 232.72727272727272)","(61.0, 110.0, 98.48484848484848)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:23.765364,"(3.1, 3.55, 3.546875)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.5, 15.833333333333334)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 94.375)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:25.119537,"(3.1, 3.55, 3.546875)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.5, 15.833333333333334)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 94.88636363636364)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:26.538021,"(3.1, 3.55, 3.5120689655172415)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.5, 15.833333333333334)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 94.88636363636364)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(71.0, 120.0, 108.0)"
07-01-2023 19:04:27.940216,"(3.1, 3.6, 3.5413793103448277)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.5, 16.0)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 89.1891891891892)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:29.385297,"(3.1, 3.6, 3.5413793103448277)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.0, 16.0)","(101.0, 260.0, 232.72727272727272)","(61.0, 90.0, 88.125)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:30.860563,"(3.1, 3.6, 3.5721311475409836)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.0, 16.166666666666668)","(101.0, 260.0, 232.72727272727272)","(61.0, 90.0, 125.65789473684211)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:32.290956,"(3.1, 3.6, 3.5721311475409836)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.333333333333336)","(10.0, 17.5, 16.0)","(101.0, 260.0, 232.72727272727272)","(61.0, 130.0, 103.48837209302326)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:33.789546,"(3.0, 3.6, 3.5721311475409836)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.0)","(10.0, 17.5, 15.75)","(101.0, 260.0, 232.72727272727272)","(61.0, 110.0, 98.64864864864865)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:35.127113,"(3.0, 3.6, 3.5721311475409836)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.0)","(10.0, 17.5, 16.45)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 96.34146341463415)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:36.461249,"(3.0, 3.6, 3.6294117647058823)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 36.0)","(10.0, 17.5, 16.375)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 96.34146341463415)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:37.807462,"(3.0, 3.65, 3.6294117647058823)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.0)","(10.0, 17.0, 15.666666666666666)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 96.34146341463415)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:39.085563,"(3.0, 3.65, 3.630188679245283)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.0)","(10.0, 17.0, 15.666666666666666)","(101.0, 260.0, 232.72727272727272)","(61.0, 100.0, 96.34146341463415)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:40.344356,"(3.0, 3.65, 3.630188679245283)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 37.2)","(10.0, 16.0, 15.823529411764707)","(101.0, 260.0, 232.72727272727272)","(61.0, 95.0, 93.91891891891892)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:41.624659,"(3.0, 3.65, 3.597058823529412)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 34.666666666666664)","(10.0, 16.0, 15.4375)","(101.0, 260.0, 271.6666666666667)","(61.0, 95.0, 90.9090909090909)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:42.892224,"(3.0, 3.65, 3.597058823529412)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.0)","(10.0, 16.0, 16.1)","(101.0, 480.0, 306.6666666666667)","(61.0, 95.0, 91.66666666666666)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:44.285986,"(3.0, 3.65, 3.592957746478873)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 37.0)","(10.0, 16.5, 16.1)","(101.0, 460.0, 285.0)","(61.0, 95.0, 91.66666666666666)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:45.666166,"(3.0, 3.65, 3.597058823529412)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 37.0)","(10.0, 16.5, 16.1)","(101.0, 450.0, 263.3333333333333)","(61.0, 95.0, 89.1891891891892)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:47.188848,"(3.0, 3.65, 3.597058823529412)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 430.0, 286.6666666666667)","(61.0, 90.0, 89.1891891891892)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:48.922472,"(3.0, 3.65, 3.583333333333333)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 400.0, 280.0)","(61.0, 90.0, 117.56756756756756)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:50.466280,"(3.0, 3.65, 3.583333333333333)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 380.0, 265.0)","(61.0, 120.0, 103.48837209302326)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:52.074043,"(3.0, 3.65, 3.613157894736842)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 370.0, 251.66666666666666)","(61.0, 110.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:53.587934,"(3.0, 3.65, 3.613157894736842)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 360.0, 248.33333333333334)","(61.0, 100.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:55.064715,"(3.0, 3.65, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 16.1)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:56.563239,"(3.0, 3.65, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 16.5, 14.833333333333334)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:58.000744,"(3.0, 3.7, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 15.5, 14.833333333333334)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:04:59.387960,"(3.0, 3.7, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 15.5, 14.833333333333334)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 94.44444444444444)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:05:00.730366,"(3.0, 3.7, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 36.5)","(10.0, 15.5, 14.5)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 85.71428571428571)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:05:02.142003,"(3.0, 3.7, 3.5625)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 38.0, 38.0)","(10.0, 15.5, 14.5)","(101.0, 340.0, 248.33333333333334)","(61.0, 100.0, 86.66666666666667)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 120.0, 108.0)"
07-01-2023 19:05:03.427210,"(3.0, 3.75, 3.5999999999999996)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 35.2)","(10.0, 15.5, 14.324324324324325)","(101.0, 340.0, 252.5)","(61.0, 100.0, 86.66666666666667)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 120.0, 116.0)"
07-01-2023 19:05:04.795570,"(3.0, 3.75, 3.6333333333333333)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.0)","(10.0, 15.5, 14.324324324324325)","(101.0, 320.0, 247.5)","(61.0, 100.0, 86.66666666666667)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 140.0, 110.0)"
07-01-2023 19:05:06.200547,"(3.0, 3.7, 3.5593749999999997)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.4)","(10.0, 15.5, 14.324324324324325)","(101.0, 300.0, 242.0)","(61.0, 100.0, 89.33333333333333)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 130.0, 106.66666666666667)"
07-01-2023 19:05:07.571387,"(3.0, 3.7, 3.569230769230769)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.4)","(10.0, 15.5, 14.352941176470589)","(101.0, 290.0, 250.0)","(61.0, 100.0, 89.33333333333333)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 130.0, 106.66666666666667)"
07-01-2023 19:05:08.925573,"(3.0, 3.8, 3.569230769230769)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.4)","(10.0, 15.5, 14.352941176470589)","(101.0, 290.0, 250.0)","(61.0, 100.0, 89.33333333333333)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 130.0, 112.0)"
07-01-2023 19:05:10.364000,"(3.0, 3.8, 3.561363636363636)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 34.5)","(10.0, 15.5, 14.352941176470589)","(101.0, 470.0, 307.5)","(61.0, 100.0, 89.33333333333333)","(9.0, 99999, 99990)","(71.0, 140.0, 117.77777777777777)","(61.0, 130.0, 112.0)"
07-01-2023 19:05:11.778896,"(3.0, 3.85, 3.754545454545455)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.333333333333336)","(10.0, 15.5, 14.571428571428571)","(101.0, 450.0, 290.0)","(61.0, 100.0, 86.875)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 130.0, 112.0)"
07-01-2023 19:05:13.155296,"(3.0, 3.85, 3.73)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 35.333333333333336)","(10.0, 15.5, 14.571428571428571)","(101.0, 440.0, 320.0)","(61.0, 100.0, 90.66666666666667)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 130.0, 112.0)"
07-01-2023 19:05:14.565318,"(3.0, 3.85, 3.7375000000000003)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 36.0, 37.14285714285714)","(10.0, 15.5, 14.685185185185185)","(101.0, 440.0, 320.0)","(61.0, 100.0, 90.0)","(9.0, 99999, 99990)","(71.0, 140.0, 133.33333333333334)","(61.0, 130.0, 127.27272727272728)"
07-01-2023 19:05:16.054001,"(3.0, 4.0, 3.9892857142857143)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 38.8)","(10.0, 15.5, 14.595238095238095)","(101.0, 440.0, 320.0)","(61.0, 100.0, 122.14285714285714)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 150.0, 133.33333333333331)"
07-01-2023 19:05:17.493814,"(3.0, 4.1, 3.94375)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 38.23529411764706)","(10.0, 15.5, 14.595238095238095)","(101.0, 440.0, 290.0)","(61.0, 150.0, 108.15789473684211)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 150.0, 133.33333333333331)"
07-01-2023 19:05:18.899396,"(3.0, 4.1, 3.6566666666666667)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 38.285714285714285)","(10.0, 15.5, 14.633333333333333)","(101.0, 440.0, 350.0)","(61.0, 140.0, 104.28571428571428)","(9.0, 99999, 99990)","(71.0, 140.0, 135.55555555555554)","(61.0, 150.0, 133.33333333333331)"
07-01-2023 19:05:20.252258,"(3.0, 3.7, 3.744736842105263)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.45454545454545)","(10.0, 15.5, 14.642857142857142)","(101.0, 440.0, 318.57142857142856)","(61.0, 130.0, 111.25)","(9.0, 99999, 99990)","(71.0, 140.0, 125.0)","(61.0, 150.0, 125.71428571428572)"
07-01-2023 19:05:21.596106,"(3.0, 4.1, 3.7977611940298504)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 39.2)","(10.0, 15.5, 14.642857142857142)","(101.0, 440.0, 298.3333333333333)","(61.0, 120.0, 100.71428571428571)","(9.0, 99999, 99990)","(71.0, 140.0, 134.0)","(61.0, 160.0, 123.33333333333333)"
07-01-2023 19:05:23.016022,"(3.0, 4.0, 3.7338028169014086)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 40.0, 38.88)","(10.0, 15.5, 14.642857142857142)","(101.0, 440.0, 298.3333333333333)","(61.0, 120.0, 102.5)","(9.0, 99999, 99990)","(71.0, 140.0, 135.0)","(61.0, 150.0, 123.33333333333333)"
07-01-2023 19:05:24.338225,"(3.0, 3.85, 3.725471698113208)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 42.0, 39.111111111111114)","(10.0, 15.5, 15.166666666666666)","(101.0, 440.0, 298.3333333333333)","(61.0, 120.0, 112.5)","(9.0, 99999, 99990)","(71.0, 140.0, 130.0)","(61.0, 150.0, 123.33333333333333)"
07-01-2023 19:05:25.769996,"(3.0, 3.85, 3.7264044943820225)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 42.0, 39.483870967741936)","(10.0, 15.5, 15.166666666666666)","(101.0, 440.0, 298.3333333333333)","(61.0, 120.0, 112.5)","(9.0, 99999, 99990)","(71.0, 140.0, 130.0)","(61.0, 150.0, 138.0)"
07-01-2023 19:05:27.114380,"(3.0, 3.85, 3.7264044943820225)","(1.85, 99999, 99990)","(13.0, 99999, 99990)","(31.0, 42.0, 39.483870967741936)","(10.0, 15.5, 15.166666666666666)","(101.0, 440.0, 298.3333333333333)","(61.0, 120.0, 112.5)","(9.0, 99999, 99990)","(71.0, 140.0, 130.0)","(61.0, 150.0, 138.0)"
