,My Calante,Treasure Coast,Rowdy River,Iffy Asset Class,Super Prospector,Antioch Dandy,Ryan Express
16-12-2022 11:58:18.855381,"(4.6, 5.5, 5.0588235294117645)","(21.0, 38.0, 30.0)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.88)","(17.0, 28.0, 23.333333333333336)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:20.011632,"(4.6, 5.5, 5.0588235294117645)","(21.0, 38.0, 30.0)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 28.0, 24.285714285714285)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:21.281926,"(4.6, 5.5, 5.0588235294117645)","(21.0, 38.0, 30.0)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 24.285714285714285)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:22.391017,"(4.6, 5.5, 5.0588235294117645)","(21.0, 38.0, 30.0)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 24.285714285714285)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:23.626349,"(4.6, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 24.88888888888889)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:24.825541,"(4.6, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 24.88888888888889)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:26.062998,"(4.6, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 24.88888888888889)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:27.166761,"(4.6, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 22.615384615384613)","(31.0, 210.0, 164.75)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:28.185537,"(4.6, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.15, 2.96, 2.9257142857142857)","(17.0, 27.0, 23.545454545454547)","(31.0, 210.0, 93.125)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:29.256720,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 25.5)","(5.5, 6.2, 6.133333333333334)","(2.2, 2.96, 2.9257142857142857)","(17.0, 27.0, 23.545454545454547)","(31.0, 200.0, 86.0)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:30.446485,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 29.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 2.96, 2.9257142857142857)","(17.0, 27.0, 23.545454545454547)","(31.0, 200.0, 86.0)","(5.0, 5.9, 5.666666666666667)"
16-12-2022 11:58:31.640895,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 33.2)","(5.5, 6.2, 6.133333333333334)","(2.2, 2.96, 2.92)","(17.0, 27.0, 22.77777777777778)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.681818181818182)"
16-12-2022 11:58:32.866710,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 33.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 2.96, 2.92)","(17.0, 27.0, 22.77777777777778)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:34.245475,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 2.96, 3.17)","(17.0, 27.0, 23.2)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:35.623161,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.35, 3.17)","(17.0, 27.0, 23.2)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:36.738541,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.35, 3.0825)","(17.0, 27.0, 23.2)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:37.831679,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 27.0, 23.2)","(31.0, 200.0, 53.42857142857143)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:38.984249,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 27.0, 21.0)","(31.0, 200.0, 71.75)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:40.095074,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 27.0, 25.333333333333332)","(31.0, 200.0, 109.5)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:41.068341,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 31.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 109.5)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:42.019513,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 34.125)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 109.5)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:43.098683,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 34.125)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 109.5)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:44.152283,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 34.125)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 109.5)","(5.0, 5.9, 5.75)"
16-12-2022 11:58:45.319211,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 34.5)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.9836363636363634)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 109.5)","(5.0, 5.9, 5.545454545454546)"
16-12-2022 11:58:46.388596,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 34.5)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.927142857142857)","(17.0, 29.0, 25.166666666666668)","(31.0, 190.0, 141.8)","(5.0, 5.7, 5.545454545454546)"
16-12-2022 11:58:47.501547,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 29.0)","(5.5, 6.2, 6.133333333333334)","(2.2, 3.3, 2.8857142857142857)","(17.0, 29.0, 25.166666666666668)","(31.0, 170.0, 141.8)","(5.0, 5.7, 5.545454545454546)"
16-12-2022 11:58:48.562516,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.9)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 25.166666666666668)","(31.0, 170.0, 141.8)","(5.0, 5.7, 5.545454545454546)"
16-12-2022 11:58:49.632526,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.9)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 25.166666666666668)","(31.0, 170.0, 141.8)","(5.0, 5.7, 5.545454545454546)"
16-12-2022 11:58:50.677597,"(4.4, 5.5, 5.0588235294117645)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.9)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 170.0, 116.33333333333333)","(5.0, 5.7, 5.366666666666666)"
16-12-2022 11:58:51.748401,"(4.4, 5.4, 4.92)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.72)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 116.33333333333333)","(5.0, 5.5, 5.333333333333333)"
16-12-2022 11:58:52.717051,"(4.4, 4.9, 4.8307692307692305)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.72)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 116.33333333333333)","(5.0, 5.7, 5.333333333333333)"
16-12-2022 11:58:53.698178,"(4.4, 4.9, 4.8307692307692305)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.72)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 116.33333333333333)","(5.0, 5.7, 5.333333333333333)"
16-12-2022 11:58:54.699663,"(4.4, 4.9, 4.836363636363636)","(21.0, 36.0, 33.2)","(5.5, 6.2, 5.72)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 116.33333333333333)","(5.0, 5.7, 5.359999999999999)"
16-12-2022 11:58:55.728854,"(4.4, 4.9, 4.836363636363636)","(21.0, 36.0, 33.2)","(5.5, 6.2, 5.72)","(2.2, 3.25, 2.8857142857142857)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 116.33333333333333)","(5.0, 5.6, 5.457142857142856)"
16-12-2022 11:58:56.984986,"(4.4, 4.9, 4.836363636363636)","(21.0, 36.0, 33.2)","(5.5, 6.2, 5.72)","(2.2, 2.94, 2.842222222222222)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 107.6)","(5.0, 5.6, 5.54074074074074)"
16-12-2022 11:58:58.030173,"(4.4, 4.9, 4.727027027027027)","(21.0, 36.0, 33.83333333333333)","(5.5, 6.2, 6.12)","(2.2, 2.94, 2.842222222222222)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 107.6)","(5.0, 5.6, 5.54074074074074)"
16-12-2022 11:58:59.022143,"(4.4, 4.8, 4.62)","(21.0, 36.0, 33.83333333333333)","(5.5, 6.2, 6.177272727272728)","(2.2, 2.94, 2.882608695652174)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 107.6)","(5.0, 5.6, 5.457142857142856)"
16-12-2022 11:59:00.126178,"(4.4, 4.8, 4.671428571428572)","(21.0, 36.0, 29.0)","(5.5, 6.2, 5.9)","(2.2, 2.94, 2.8892307692307693)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 107.6)","(5.0, 5.6, 5.457142857142856)"
16-12-2022 11:59:01.297898,"(4.4, 4.8, 4.55)","(21.0, 36.0, 34.0)","(5.5, 6.2, 5.953846153846154)","(2.2, 2.94, 2.9102702702702703)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 72.66666666666666)","(5.0, 5.6, 5.52)"
16-12-2022 11:59:02.429089,"(4.4, 4.8, 4.55)","(21.0, 36.0, 34.0)","(5.5, 6.2, 5.953846153846154)","(2.2, 2.94, 2.8921739130434783)","(17.0, 29.0, 27.357142857142858)","(31.0, 160.0, 72.66666666666666)","(5.0, 5.6, 5.684615384615385)"
16-12-2022 11:59:03.648905,"(4.4, 4.8, 4.55)","(20.0, 36.0, 34.166666666666664)","(5.0, 6.2, 6.141666666666667)","(2.25, 2.94, 2.9017391304347826)","(17.0, 29.0, 25.333333333333332)","(31.0, 160.0, 72.66666666666666)","(4.8, 5.9, 5.5)"
16-12-2022 11:59:04.663006,"(4.4, 4.8, 4.675)","(20.0, 36.0, 31.875)","(5.0, 6.0, 5.958333333333333)","(2.25, 2.94, 2.9017391304347826)","(17.0, 29.0, 25.333333333333332)","(31.0, 160.0, 47.714285714285715)","(4.8, 5.9, 5.822580645161291)"
16-12-2022 11:59:05.848715,"(4.4, 4.8, 4.675)","(20.0, 36.0, 31.875)","(5.0, 6.0, 5.6000000000000005)","(2.25, 2.94, 2.9017391304347826)","(17.0, 29.0, 25.333333333333332)","(31.0, 160.0, 47.714285714285715)","(4.8, 5.9, 5.757142857142857)"
16-12-2022 11:59:07.012720,"(4.4, 4.8, 4.75)","(18.0, 36.0, 31.875)","(5.0, 6.0, 5.6000000000000005)","(2.25, 2.94, 2.9017391304347826)","(16.0, 29.0, 25.333333333333332)","(31.0, 160.0, 47.714285714285715)","(4.8, 5.9, 5.757142857142857)"
16-12-2022 11:59:08.095913,"(4.4, 4.8, 4.75)","(18.0, 36.0, 31.875)","(5.0, 6.0, 5.6000000000000005)","(2.25, 2.94, 2.9017391304347826)","(16.0, 29.0, 25.333333333333332)","(31.0, 160.0, 69.33333333333334)","(4.8, 5.9, 5.757142857142857)"
16-12-2022 11:59:09.061922,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 31.42857142857143)","(5.0, 5.9, 5.7)","(2.25, 2.94, 2.9017391304347826)","(16.0, 29.0, 25.333333333333332)","(31.0, 150.0, 69.33333333333334)","(4.8, 5.9, 5.757142857142857)"
16-12-2022 11:59:10.069136,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 30.0)","(5.0, 5.9, 5.7)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.333333333333332)","(31.0, 150.0, 69.33333333333334)","(4.8, 5.9, 5.757142857142857)"
16-12-2022 11:59:11.041491,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 30.0)","(5.0, 5.9, 5.7)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.333333333333332)","(31.0, 150.0, 69.33333333333334)","(4.8, 5.9, 5.8090909090909095)"
16-12-2022 11:59:12.014303,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 30.0)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.5)","(31.0, 150.0, 69.33333333333334)","(4.8, 5.9, 5.772413793103448)"
16-12-2022 11:59:13.014543,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 28.666666666666664)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.5)","(31.0, 150.0, 69.33333333333334)","(4.6, 6.0, 5.772413793103448)"
16-12-2022 11:59:14.040494,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 28.666666666666664)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.5)","(31.0, 150.0, 69.33333333333334)","(4.6, 6.0, 5.772413793103448)"
16-12-2022 11:59:15.073445,"(4.4, 4.8, 4.666666666666667)","(18.0, 34.0, 28.666666666666664)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 25.5)","(31.0, 150.0, 101.6)","(4.6, 6.0, 5.576923076923077)"
16-12-2022 11:59:16.083419,"(4.4, 4.8, 4.742857142857143)","(18.0, 34.0, 28.666666666666664)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 6.0, 5.576923076923077)"
16-12-2022 11:59:17.050548,"(4.4, 4.8, 4.742857142857143)","(18.0, 34.0, 26.666666666666668)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 6.0, 5.576923076923077)"
16-12-2022 11:59:18.172378,"(4.4, 4.8, 4.742857142857143)","(18.0, 34.0, 29.555555555555557)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 6.0, 5.576923076923077)"
16-12-2022 11:59:19.186988,"(4.4, 4.8, 4.742857142857143)","(18.0, 34.0, 29.555555555555557)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 6.0, 5.633333333333334)"
16-12-2022 11:59:20.249189,"(4.4, 4.8, 4.742857142857143)","(18.0, 32.0, 29.714285714285715)","(5.0, 5.9, 5.588888888888889)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.557142857142857)"
16-12-2022 11:59:21.537388,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.538095238095238)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:22.808467,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.538095238095238)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:24.040204,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.538095238095238)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:25.223218,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.538095238095238)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:26.374948,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.538095238095238)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.375)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:27.553983,"(4.4, 4.8, 4.773333333333333)","(18.0, 32.0, 29.333333333333332)","(5.0, 5.9, 5.763829787234043)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 27.5)","(31.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:28.648026,"(4.4, 4.8, 4.781818181818181)","(17.0, 32.0, 28.8)","(5.0, 5.9, 5.763829787234043)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 27.5)","(26.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:29.687059,"(4.4, 4.8, 4.781818181818181)","(17.0, 32.0, 28.571428571428573)","(5.0, 5.9, 5.763829787234043)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 27.5)","(26.0, 150.0, 78.0)","(4.6, 5.9, 5.61764705882353)"
16-12-2022 11:59:30.777482,"(4.4, 4.8, 4.781818181818181)","(17.0, 32.0, 28.571428571428573)","(5.0, 5.9, 5.763829787234043)","(2.25, 2.94, 2.848333333333333)","(16.0, 29.0, 26.9)","(26.0, 150.0, 109.66666666666667)","(4.6, 5.9, 5.572727272727272)"
16-12-2022 11:59:31.834299,"(4.4, 4.8, 4.781818181818181)","(17.0, 32.0, 28.571428571428573)","(5.5, 5.9, 5.795238095238095)","(2.35, 2.94, 2.848333333333333)","(15.0, 29.0, 26.9)","(26.0, 150.0, 109.66666666666667)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:33.056100,"(4.4, 4.9, 4.7620689655172415)","(17.0, 32.0, 28.571428571428573)","(5.5, 5.9, 5.7)","(2.35, 2.94, 2.848333333333333)","(15.0, 29.0, 25.5)","(26.0, 150.0, 103.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:34.176990,"(4.4, 4.9, 4.766666666666667)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.7)","(2.35, 2.94, 2.848333333333333)","(15.0, 29.0, 25.5)","(26.0, 140.0, 103.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:35.289939,"(4.4, 4.9, 4.781481481481482)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.7)","(2.35, 2.94, 2.848333333333333)","(15.0, 29.0, 25.5)","(26.0, 140.0, 103.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:36.368740,"(4.4, 4.9, 4.78)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.7)","(2.35, 3.05, 2.9099999999999997)","(15.0, 29.0, 25.5)","(26.0, 140.0, 103.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:37.462255,"(4.4, 4.9, 4.8)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.7)","(2.35, 3.05, 2.945)","(15.0, 29.0, 25.5)","(26.0, 140.0, 96.33333333333333)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:38.489653,"(4.4, 4.9, 4.8)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.7)","(2.35, 3.05, 2.945)","(15.0, 29.0, 23.75)","(26.0, 130.0, 96.33333333333333)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:39.561780,"(4.4, 4.9, 4.8)","(17.0, 30.0, 28.4)","(5.5, 5.9, 5.441666666666667)","(2.35, 3.05, 2.945)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:40.602385,"(4.4, 4.9, 4.8)","(17.0, 29.0, 28.333333333333332)","(5.5, 5.9, 5.57)","(2.35, 3.05, 2.945)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.675)"
16-12-2022 11:59:41.680989,"(4.4, 4.9, 4.8)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.422727272727273)","(2.35, 3.05, 2.945)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.675)"
16-12-2022 11:59:42.874295,"(4.4, 4.9, 4.75)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.3428571428571425)","(2.35, 3.05, 2.9659999999999997)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:43.958846,"(4.4, 4.9, 4.76)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.28695652173913)","(2.35, 3.05, 3.029)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:45.063818,"(4.4, 4.9, 4.76)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.24)","(2.35, 3.05, 3.029)","(15.0, 29.0, 23.75)","(26.0, 130.0, 86.71428571428572)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:46.221492,"(4.4, 4.9, 4.76)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.24)","(2.35, 3.05, 2.9957142857142856)","(15.0, 29.0, 23.75)","(26.0, 130.0, 69.4)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:47.305280,"(4.4, 4.9, 4.709090909090909)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.24)","(2.35, 3.05, 2.9957142857142856)","(15.0, 29.0, 23.75)","(26.0, 130.0, 70.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:48.442389,"(4.4, 4.9, 4.709090909090909)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.24)","(2.35, 3.05, 2.9957142857142856)","(15.0, 28.0, 24.2)","(26.0, 130.0, 70.0)","(4.4, 5.9, 5.681818181818182)"
16-12-2022 11:59:49.633349,"(4.2, 4.9, 4.709090909090909)","(17.0, 29.0, 28.2)","(5.5, 5.6, 5.24)","(2.35, 3.05, 3.036428571428571)","(15.0, 28.0, 24.2)","(26.0, 130.0, 70.0)","(4.6, 5.9, 5.75)"
16-12-2022 11:59:50.866146,"(4.2, 4.9, 4.709090909090909)","(17.0, 29.0, 25.8)","(5.5, 5.6, 5.24)","(2.35, 3.05, 3.036428571428571)","(15.0, 28.0, 24.2)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.6875)"
16-12-2022 11:59:51.964255,"(4.2, 4.9, 4.709090909090909)","(17.0, 29.0, 25.8)","(5.5, 5.6, 5.253333333333334)","(2.35, 3.05, 3.036428571428571)","(15.0, 28.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:53.034674,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.8)","(5.5, 5.6, 5.223529411764706)","(2.35, 3.05, 2.965)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:54.080578,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.8)","(5.5, 5.6, 5.223529411764706)","(2.35, 3.05, 2.965)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:55.064417,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.8)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:56.100276,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.8)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:57.071763,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.8)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.833333333333333)"
16-12-2022 11:59:58.093200,"(4.2, 4.9, 4.7)","(17.0, 29.0, 25.0)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.0, 5.888888888888889)"
16-12-2022 11:59:59.129047,"(4.2, 4.9, 4.7)","(17.0, 29.0, 26.6)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 23.0)","(26.0, 130.0, 70.0)","(4.6, 6.2, 6.104)"
16-12-2022 12:00:00.148199,"(4.2, 4.9, 4.7)","(17.0, 29.0, 26.6)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 24.8)","(26.0, 130.0, 70.0)","(4.6, 6.2, 5.857142857142857)"
16-12-2022 12:00:01.237450,"(4.2, 4.9, 4.7)","(17.0, 29.0, 26.6)","(5.5, 5.5, 5.3)","(2.35, 3.05, 3.0287499999999996)","(15.0, 29.0, 24.5)","(26.0, 130.0, 65.72727272727272)","(4.6, 6.2, 6.0)"
