,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:38:25.135975,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:26.344547,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:27.498308,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:28.748102,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:29.920860,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:31.045667,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:32.113816,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:33.210730,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:34.310135,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:35.468706,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:36.586788,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:37.716817,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:38.874872,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:40.026219,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:41.153296,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:42.340182,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:43.503896,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 5.657142857142857)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:44.631350,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:45.804911,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:47.097020,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:48.283071,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:49.494637,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:50.854762,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:52.203536,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:53.438832,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:54.488810,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:55.630876,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:56.879251,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:58.078318,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:38:59.401242,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:00.823666,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:02.189583,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:03.413465,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 130.0)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:04.553134,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:05.743360,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:06.826376,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:07.948829,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:09.107353,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:10.156475,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:11.251363,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:12.329403,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:13.398513,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:14.546120,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:15.932603,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:17.235026,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:18.478018,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:19.788765,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:21.138862,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:22.491066,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:23.842857,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:24.984933,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:26.313414,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:27.549795,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:28.594408,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:29.722440,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 94.16666666666666)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:30.978050,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.183333333333334)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:32.207056,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.183333333333334)","(5.0, 6.8, 6.4)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:33.291243,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.5286486486486486)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.183333333333334)","(5.0, 6.8, 7.2)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:34.258882,"(2.8, 4.4, 3.0153846153846153)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.183333333333334)","(5.0, 8.4, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:35.392061,"(2.8, 4.3, 3.1799999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.183333333333334)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:36.696230,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:37.844679,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.933333333333334)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:39.239753,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.933333333333334)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:40.474172,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.933333333333334)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:41.721929,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.933333333333334)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:43.219351,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:44.657740,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:45.943168,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:47.266843,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:48.459530,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:49.585199,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:50.788275,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.526875)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:52.326861,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.54, 2.5154545454545456)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.1)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:53.765147,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.5154545454545456)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.1)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:55.042421,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.5154545454545456)","(61.0, 100.0, 95.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 16.1)","(5.0, 8.2, 7.52)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:56.465692,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 85.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:58.129502,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 85.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:39:59.702934,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 85.0)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:40:01.212201,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 82.5)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:40:02.602033,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 82.5)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:40:03.938817,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 82.5)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:40:05.386258,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 82.5)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
06-01-2023 11:40:06.682061,"(2.8, 4.3, 3.5124999999999997)","(1.8, 2.52, 2.513246753246753)","(61.0, 100.0, 82.5)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.9)","(5.0, 8.2, 7.066666666666666)","(101.0, 210.0, 133.33333333333334)","(31.0, 70.0, 46.0)"
