,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:36:51.595696,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:52.610513,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:53.672359,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:54.707916,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:55.779680,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:56.860199,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:58.000790,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:36:59.103497,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:00.167709,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:01.214276,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:02.288379,"(2.8, 4.9, 4.177777777777778)","(1.8, 2.9, 2.854761904761905)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:03.331148,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:04.359229,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:05.369910,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:06.416769,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 82.66666666666666)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:07.477656,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.86)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:08.609631,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 13.555555555555555)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:09.750879,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 13.555555555555555)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:10.907838,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:12.022103,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:13.122579,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:14.171015,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:15.218897,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:16.297168,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:17.449303,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:18.507503,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:19.558066,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.54, 2.532280701754386)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:20.638954,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.64, 2.573932584269663)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:21.664857,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.64, 2.573932584269663)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:22.662594,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.64, 2.573932584269663)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:23.674659,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 14.685714285714287)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:24.731291,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:25.976693,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:27.164466,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:28.314756,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:29.485955,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:30.653942,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:31.760787,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:32.889613,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:33.982005,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:35.035720,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:36.178139,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:37.323748,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:38.497273,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:39.686063,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 100.0)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:40.825649,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 91.66666666666667)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:41.926760,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:43.030846,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:44.089561,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:45.233189,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:46.395102,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:47.539282,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 147.5)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:48.696195,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.5733333333333333)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:49.823365,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:50.988127,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:52.077471,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:53.177901,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:54.329117,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:55.473521,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:56.614037,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:57.704379,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:58.836251,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:37:59.916505,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 5.85)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:38:01.014154,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 11.975000000000001)","(5.0, 6.2, 6.12)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:38:02.060093,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.5, 13.9)","(5.0, 7.0, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 39.0)"
06-01-2023 11:38:03.180148,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.0, 13.9)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 46.0, 60.66666666666667)"
06-01-2023 11:38:04.399145,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 18.0, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 75.0, 51.0)"
06-01-2023 11:38:05.641088,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:06.803953,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:07.969011,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:09.188685,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:10.399639,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:11.578703,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:12.713640,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:13.929241,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:15.021627,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:16.162170,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:17.292967,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:18.467910,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:19.742549,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:21.164788,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 12.366666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:22.548002,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
06-01-2023 11:38:23.870008,"(2.8, 4.5, 3.857142857142857)","(1.8, 2.6, 2.558974358974359)","(61.0, 100.0, 93.33333333333334)","(51.0, 200.0, 158.57142857142858)","(9.0, 17.5, 14.866666666666667)","(5.0, 6.8, 6.0)","(101.0, 210.0, 126.66666666666666)","(31.0, 70.0, 51.0)"
