,Shian Gizmo,Rosie Clare,Single Figures,Spring Oak,Our Opals,Thanks Mark,Spring Ethic,Big Apatite
10-01-2023 15:43:18.379282,"(4.4, 5.0, 4.638709677419355)","(19.0, 36.0, 29.666666666666668)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 29.0, 28.375)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:19.785778,"(4.4, 5.0, 4.638709677419355)","(19.0, 36.0, 29.666666666666668)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 29.0, 29.647058823529413)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:21.161214,"(4.4, 5.0, 4.637499999999999)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.647058823529413)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:22.439004,"(4.4, 5.0, 4.637499999999999)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.77777777777778)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:23.825987,"(4.4, 5.0, 4.681818181818182)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.77777777777778)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:25.054340,"(4.4, 4.9, 4.642857142857142)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.77777777777778)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:26.330630,"(4.4, 4.9, 4.642857142857142)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.77777777777778)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:27.605146,"(4.4, 4.9, 4.642857142857142)","(19.0, 36.0, 28.75)","(11.0, 15.0, 13.214285714285714)","(6.5, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(11.0, 30.0, 29.77777777777778)","(51.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:28.832958,"(4.0, 4.9, 4.642857142857142)","(18.0, 36.0, 28.75)","(10.0, 15.0, 13.214285714285714)","(7.0, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(12.0, 30.0, 28.333333333333332)","(61.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:30.078573,"(4.0, 4.9, 4.629032258064516)","(18.0, 36.0, 28.682926829268293)","(10.0, 15.0, 13.214285714285714)","(7.0, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(12.0, 30.0, 29.0)","(61.0, 260.0, 205.55555555555554)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:31.369596,"(4.0, 4.9, 4.629032258064516)","(18.0, 36.0, 28.682926829268293)","(10.0, 15.0, 13.214285714285714)","(7.0, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(12.0, 30.0, 29.666666666666664)","(61.0, 260.0, 198.75)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:32.677893,"(4.0, 4.9, 4.629032258064516)","(18.0, 36.0, 28.682926829268293)","(10.0, 15.0, 13.214285714285714)","(7.0, 10.0, 9.628571428571428)","(1.9, 2.26, 2.252)","(12.0, 30.0, 31.53333333333333)","(61.0, 260.0, 220.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:34.092940,"(4.0, 4.8, 4.699999999999999)","(18.0, 36.0, 28.682926829268293)","(10.0, 15.0, 13.566666666666666)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.252)","(13.0, 32.0, 30.53846153846154)","(61.0, 250.0, 200.0)","(8.0, 13.0, 12.924242424242424)"
10-01-2023 15:43:35.324954,"(4.0, 4.8, 4.699999999999999)","(19.0, 36.0, 28.682926829268293)","(10.0, 14.5, 13.14)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.252)","(13.0, 34.0, 30.53846153846154)","(61.0, 260.0, 200.0)","(8.0, 13.0, 12.924242424242424)"
10-01-2023 15:43:36.363396,"(4.0, 4.8, 4.637499999999999)","(19.0, 36.0, 28.682926829268293)","(10.0, 14.5, 13.14)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.252)","(13.0, 34.0, 32.09090909090909)","(61.0, 260.0, 200.0)","(8.0, 13.0, 12.924242424242424)"
10-01-2023 15:43:37.516979,"(4.0, 4.8, 4.637499999999999)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.5, 13.14)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.252)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:38.703935,"(4.0, 4.8, 4.637499999999999)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.5, 13.14)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.252)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:39.874407,"(4.0, 4.8, 4.623076923076923)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.5, 13.14)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.2597014925373133)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:40.959821,"(4.0, 4.8, 4.623076923076923)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 13.166666666666666)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.259705882352941)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:42.326450,"(4.0, 4.8, 4.623076923076923)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 13.444444444444445)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.26, 2.2794117647058822)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:43.473916,"(4.0, 4.8, 4.529411764705882)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.2794117647058822)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:44.763356,"(4.0, 4.8, 4.518918918918919)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.2794117647058822)","(12.0, 34.0, 31.5)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:45.986673,"(4.0, 4.8, 4.518918918918919)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.278285714285714)","(12.0, 34.0, 32.09090909090909)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:47.440515,"(4.0, 4.8, 4.518918918918919)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.25)","(12.0, 34.0, 29.333333333333332)","(61.0, 260.0, 200.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:49.023213,"(4.0, 4.8, 4.526315789473684)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.25)","(12.0, 34.0, 31.846153846153847)","(61.0, 260.0, 148.57142857142858)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:50.507133,"(4.0, 4.8, 4.628571428571429)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.25)","(12.0, 34.0, 31.846153846153847)","(61.0, 260.0, 148.57142857142858)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:51.770294,"(4.0, 4.7, 4.565)","(18.0, 36.0, 28.682926829268293)","(10.0, 14.0, 12.96551724137931)","(7.0, 10.0, 9.628571428571428)","(1.95, 2.28, 2.25)","(12.0, 34.0, 32.44444444444444)","(61.0, 260.0, 170.0)","(7.5, 13.0, 12.924242424242424)"
10-01-2023 15:43:53.137508,"(4.0, 4.6, 4.466666666666667)","(18.0, 36.0, 30.705882352941178)","(10.0, 14.0, 13.2)","(7.0, 10.0, 9.32)","(1.95, 2.28, 2.304)","(12.0, 34.0, 31.083333333333332)","(61.0, 260.0, 143.33333333333334)","(7.5, 13.0, 12.333333333333334)"
10-01-2023 15:43:54.466420,"(4.0, 4.5, 4.4625)","(18.0, 36.0, 30.75)","(10.0, 14.0, 13.23076923076923)","(7.0, 9.4, 9.32)","(1.95, 2.32, 2.298461538461538)","(12.0, 34.0, 31.4)","(61.0, 150.0, 143.33333333333334)","(7.5, 13.0, 12.652173913043478)"
10-01-2023 15:43:55.729466,"(4.0, 4.5, 4.445454545454545)","(18.0, 36.0, 30.75)","(10.0, 14.0, 13.310344827586206)","(7.0, 9.4, 9.727272727272728)","(1.95, 2.34, 2.305333333333333)","(12.0, 32.0, 33.75)","(61.0, 150.0, 145.0)","(7.5, 13.5, 12.652173913043478)"
10-01-2023 15:43:56.987761,"(4.0, 4.5, 4.214285714285714)","(18.0, 36.0, 31.81818181818182)","(10.0, 14.0, 13.310344827586206)","(7.0, 9.8, 9.5)","(1.95, 2.34, 2.305333333333333)","(12.0, 34.0, 33.75)","(61.0, 150.0, 145.0)","(7.5, 13.5, 12.08695652173913)"
10-01-2023 15:43:58.202436,"(4.0, 4.4, 4.181818181818182)","(18.0, 36.0, 31.81818181818182)","(10.0, 14.0, 13.130434782608695)","(7.0, 9.8, 9.714285714285715)","(1.95, 2.34, 2.305333333333333)","(12.0, 34.0, 33.642857142857146)","(61.0, 150.0, 180.0)","(7.5, 13.5, 12.08695652173913)"
10-01-2023 15:43:59.394773,"(4.0, 4.3, 4.166666666666667)","(18.0, 36.0, 31.24137931034483)","(10.0, 14.0, 13.130434782608695)","(7.0, 9.8, 9.714285714285715)","(1.95, 2.34, 2.3057142857142856)","(12.0, 34.0, 33.642857142857146)","(61.0, 240.0, 156.66666666666666)","(7.5, 13.5, 11.766666666666667)"
10-01-2023 15:44:00.734983,"(4.0, 4.3, 4.15)","(18.0, 36.0, 31.24137931034483)","(10.0, 14.0, 13.130434782608695)","(7.0, 9.8, 9.714285714285715)","(1.95, 2.34, 2.3057142857142856)","(12.0, 34.0, 33.63636363636364)","(61.0, 240.0, 156.66666666666666)","(7.5, 13.5, 11.766666666666667)"
10-01-2023 15:44:01.992805,"(4.0, 4.3, 4.15)","(18.0, 36.0, 31.24137931034483)","(10.0, 14.0, 13.178571428571429)","(7.0, 9.8, 9.341176470588236)","(1.95, 2.34, 2.3375)","(12.0, 34.0, 37.14285714285714)","(61.0, 240.0, 153.33333333333334)","(7.5, 13.5, 11.766666666666667)"
10-01-2023 15:44:03.215155,"(4.0, 4.2, 4.12)","(18.0, 36.0, 32.714285714285715)","(10.0, 14.0, 13.6)","(7.0, 9.4, 9.362962962962962)","(1.95, 2.34, 2.3375)","(12.0, 38.0, 35.76470588235294)","(61.0, 180.0, 148.0)","(7.5, 13.5, 12.5)"
10-01-2023 15:44:04.463813,"(4.0, 4.2, 4.023529411764706)","(18.0, 36.0, 32.714285714285715)","(10.0, 14.0, 13.6)","(7.0, 9.4, 9.362962962962962)","(1.95, 2.34, 2.3375)","(12.0, 40.0, 35.76470588235294)","(61.0, 180.0, 148.0)","(7.5, 13.0, 12.5)"
10-01-2023 15:44:05.869030,"(4.0, 4.2, 4.0600000000000005)","(18.0, 36.0, 32.714285714285715)","(10.0, 14.0, 13.6)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.36, 2.3405)","(12.0, 40.0, 37.76)","(61.0, 180.0, 148.0)","(7.5, 13.0, 12.5)"
10-01-2023 15:44:07.231573,"(4.0, 4.2, 4.026315789473684)","(18.0, 36.0, 32.93333333333333)","(10.0, 14.0, 13.6)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.36, 2.3405)","(12.0, 40.0, 37.76)","(61.0, 180.0, 148.0)","(7.5, 13.0, 12.5)"
10-01-2023 15:44:08.491704,"(3.7, 4.2, 4.026315789473684)","(21.0, 36.0, 32.93333333333333)","(10.0, 14.0, 12.5625)","(7.0, 9.4, 9.73684210526316)","(1.95, 2.36, 2.3405)","(16.0, 40.0, 38.13333333333333)","(61.0, 180.0, 151.42857142857142)","(8.0, 13.0, 12.5)"
10-01-2023 15:44:09.963524,"(3.7, 4.2, 4.026315789473684)","(21.0, 36.0, 32.166666666666664)","(10.0, 14.0, 13.153846153846153)","(7.0, 9.8, 9.73684210526316)","(1.95, 2.36, 2.348)","(16.0, 40.0, 38.13333333333333)","(61.0, 180.0, 151.42857142857142)","(8.0, 13.0, 12.5)"
10-01-2023 15:44:11.283407,"(3.7, 4.2, 4.026315789473684)","(21.0, 36.0, 32.30769230769231)","(10.0, 13.5, 12.846153846153847)","(7.0, 9.8, 9.354545454545455)","(1.95, 2.38, 2.372)","(16.0, 40.0, 37.666666666666664)","(61.0, 180.0, 148.0)","(8.0, 13.0, 12.5)"
10-01-2023 15:44:12.607781,"(3.7, 4.1, 4.02)","(21.0, 36.0, 32.30769230769231)","(10.0, 14.0, 12.875)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.4)","(16.0, 40.0, 38.72727272727273)","(61.0, 160.0, 135.0)","(8.0, 13.0, 12.5)"
10-01-2023 15:44:13.896455,"(3.7, 4.1, 3.9749999999999996)","(21.0, 36.0, 32.142857142857146)","(10.0, 13.5, 13.023809523809524)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.4)","(16.0, 40.0, 38.833333333333336)","(61.0, 160.0, 137.5)","(8.0, 13.0, 12.166666666666666)"
10-01-2023 15:44:15.166000,"(3.7, 4.1, 3.9749999999999996)","(21.0, 36.0, 32.142857142857146)","(10.0, 13.5, 12.75)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.41)","(16.0, 40.0, 39.1764705882353)","(61.0, 160.0, 137.5)","(8.0, 12.5, 12.166666666666666)"
10-01-2023 15:44:16.437023,"(3.7, 4.1, 3.933333333333333)","(21.0, 36.0, 32.25)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.557894736842105)","(1.95, 2.42, 2.415)","(16.0, 40.0, 39.47826086956522)","(61.0, 160.0, 146.15384615384613)","(8.0, 12.5, 12.0)"
10-01-2023 15:44:17.700126,"(3.7, 4.1, 4.00625)","(21.0, 36.0, 27.5625)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.48, 2.464444444444444)","(16.0, 40.0, 39.47826086956522)","(61.0, 160.0, 146.15384615384613)","(8.0, 12.5, 12.0)"
10-01-2023 15:44:18.943668,"(3.7, 4.1, 3.9153846153846152)","(21.0, 36.0, 27.529411764705884)","(10.0, 13.0, 12.75)","(7.0, 9.6, 9.354545454545455)","(1.95, 2.48, 2.4914285714285715)","(16.0, 40.0, 39.25)","(61.0, 160.0, 115.38461538461539)","(8.0, 12.5, 12.448275862068966)"
10-01-2023 15:44:20.306370,"(3.7, 3.95, 3.8166666666666664)","(21.0, 36.0, 27.5625)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.5, 2.456)","(16.0, 40.0, 39.25)","(61.0, 120.0, 115.38461538461539)","(8.0, 12.5, 12.448275862068966)"
10-01-2023 15:44:21.585364,"(3.6, 3.95, 3.886842105263158)","(20.0, 36.0, 27.5625)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.48, 2.456)","(18.0, 40.0, 39.25)","(61.0, 120.0, 115.38461538461539)","(8.0, 12.5, 12.448275862068966)"
10-01-2023 15:44:23.184044,"(3.6, 3.95, 3.9086206896551725)","(20.0, 36.0, 27.5625)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.48, 2.466666666666667)","(18.0, 40.0, 39.36363636363637)","(61.0, 120.0, 115.38461538461539)","(8.0, 12.5, 12.25)"
10-01-2023 15:44:24.576081,"(3.6, 3.95, 3.922093023255814)","(20.0, 34.0, 31.333333333333332)","(10.0, 13.0, 12.6)","(7.0, 9.4, 9.557894736842105)","(1.95, 2.48, 2.45)","(18.0, 40.0, 39.1764705882353)","(61.0, 120.0, 146.15384615384613)","(8.0, 12.5, 12.142857142857142)"
10-01-2023 15:44:26.045365,"(3.6, 3.95, 3.941891891891892)","(20.0, 34.0, 31.565217391304348)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.48, 2.4466666666666668)","(18.0, 40.0, 39.1764705882353)","(61.0, 160.0, 146.15384615384613)","(8.0, 13.0, 12.142857142857142)"
10-01-2023 15:44:27.696579,"(3.6, 4.0, 3.8666666666666667)","(20.0, 34.0, 28.51851851851852)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.6, 9.354545454545455)","(1.95, 2.48, 2.458181818181818)","(20.0, 40.0, 39.57575757575758)","(71.0, 160.0, 115.38461538461539)","(8.5, 13.0, 12.2)"
10-01-2023 15:44:29.216449,"(3.5, 4.0, 3.8666666666666667)","(21.0, 30.0, 28.51851851851852)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.48, 2.458181818181818)","(20.0, 40.0, 39.57575757575758)","(71.0, 120.0, 115.38461538461539)","(8.5, 13.0, 12.2)"
10-01-2023 15:44:30.435990,"(3.5, 4.0, 3.94)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.44, 2.433333333333333)","(20.0, 46.0, 44.303030303030305)","(71.0, 120.0, 113.33333333333333)","(8.5, 13.0, 12.2)"
10-01-2023 15:44:31.630385,"(3.5, 4.0, 3.94)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.44, 2.408888888888889)","(20.0, 46.0, 40.6)","(71.0, 120.0, 115.0)","(8.5, 13.0, 12.2)"
10-01-2023 15:44:32.952253,"(3.5, 4.0, 3.9625)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.557894736842105)","(1.95, 2.44, 2.393333333333333)","(20.0, 46.0, 40.6)","(71.0, 120.0, 146.15384615384613)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:34.318568,"(3.5, 3.95, 3.9125)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.44, 2.382727272727273)","(20.0, 46.0, 43.1578947368421)","(71.0, 160.0, 146.15384615384613)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:35.671188,"(3.5, 3.95, 3.908333333333333)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.44, 2.382727272727273)","(20.0, 46.0, 44.13793103448276)","(71.0, 160.0, 146.15384615384613)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:37.030912,"(3.5, 3.95, 3.908333333333333)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.44, 2.382727272727273)","(20.0, 46.0, 44.13793103448276)","(71.0, 160.0, 146.15384615384613)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:38.197102,"(3.5, 3.95, 3.908333333333333)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.44, 2.3975)","(20.0, 46.0, 43.6)","(71.0, 160.0, 109.0)","(8.5, 13.0, 12.333333333333334)"
10-01-2023 15:44:39.407043,"(3.5, 3.95, 3.923684210526316)","(21.0, 30.0, 27.3)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.407142857142857)","(20.0, 46.0, 43.6)","(71.0, 110.0, 108.57142857142857)","(8.5, 13.0, 12.333333333333334)"
10-01-2023 15:44:40.809022,"(3.5, 3.95, 3.923684210526316)","(21.0, 30.0, 30.25)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.407142857142857)","(20.0, 46.0, 44.56)","(71.0, 110.0, 108.57142857142857)","(8.5, 13.0, 12.333333333333334)"
10-01-2023 15:44:42.238051,"(3.5, 3.95, 3.923684210526316)","(21.0, 34.0, 30.5)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.3621052631578947)","(20.0, 46.0, 44.971428571428575)","(71.0, 110.0, 109.41176470588235)","(8.5, 13.0, 12.5)"
10-01-2023 15:44:43.545541,"(3.5, 3.95, 3.908333333333333)","(21.0, 34.0, 31.2)","(10.0, 13.0, 12.6)","(7.0, 9.4, 9.557894736842105)","(1.95, 2.38, 2.3935135135135135)","(20.0, 46.0, 44.94117647058823)","(71.0, 110.0, 109.62962962962963)","(8.5, 13.0, 12.333333333333334)"
10-01-2023 15:44:44.903840,"(3.5, 4.0, 3.933333333333333)","(21.0, 32.0, 31.0)","(10.0, 13.0, 12.6)","(7.0, 9.6, 9.557894736842105)","(1.95, 2.4, 2.4158415841584158)","(20.0, 46.0, 44.8)","(71.0, 110.0, 117.14285714285714)","(8.5, 13.0, 12.1)"
10-01-2023 15:44:46.169481,"(3.5, 4.1, 4.05)","(21.0, 32.0, 31.0)","(10.0, 13.0, 12.2)","(7.0, 9.6, 9.354545454545455)","(1.95, 2.42, 2.416381909547739)","(20.0, 46.0, 44.8)","(71.0, 160.0, 113.33333333333333)","(8.5, 13.0, 11.875)"
10-01-2023 15:44:47.537743,"(3.5, 4.1, 4.02)","(21.0, 32.0, 31.0)","(10.0, 13.0, 12.2)","(7.0, 9.4, 9.354545454545455)","(1.95, 2.42, 2.416381909547739)","(20.0, 46.0, 44.8)","(71.0, 120.0, 113.33333333333333)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:48.827985,"(3.4, 4.1, 4.05)","(20.0, 32.0, 31.4)","(10.0, 13.0, 12.172413793103448)","(7.0, 9.4, 9.354545454545455)","(2.0, 2.42, 2.416)","(21.0, 46.0, 45.21739130434783)","(71.0, 120.0, 118.57142857142857)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:50.018080,"(3.4, 4.1, 4.05)","(20.0, 32.0, 31.4)","(10.0, 13.0, 12.172413793103448)","(7.0, 9.4, 9.354545454545455)","(2.0, 2.42, 2.416)","(21.0, 46.0, 45.27272727272727)","(71.0, 120.0, 118.57142857142857)","(8.5, 13.0, 12.142857142857142)"
10-01-2023 15:44:51.192692,"(3.4, 4.1, 4.069230769230769)","(20.0, 32.0, 31.4)","(10.0, 13.0, 12.289473684210526)","(7.0, 9.4, 9.36)","(2.0, 2.38, 2.332413793103448)","(21.0, 46.0, 45.23809523809524)","(71.0, 120.0, 118.57142857142857)","(8.5, 13.0, 12.8)"
10-01-2023 15:44:52.360916,"(3.4, 4.2, 4.104761904761904)","(20.0, 32.0, 31.4)","(10.0, 13.0, 12.172413793103448)","(7.0, 9.4, 9.536)","(2.0, 2.36, 2.3302325581395347)","(21.0, 46.0, 43.333333333333336)","(71.0, 120.0, 155.86206896551724)","(8.5, 13.5, 12.61111111111111)"
10-01-2023 15:44:53.633683,"(3.4, 4.2, 4.133333333333333)","(20.0, 32.0, 31.4)","(10.0, 13.0, 12.172413793103448)","(7.0, 9.6, 9.536)","(2.0, 2.36, 2.336923076923077)","(21.0, 46.0, 40.4)","(71.0, 160.0, 149.0909090909091)","(8.5, 13.5, 12.45)"
10-01-2023 15:44:54.867020,"(3.4, 4.2, 4.133333333333333)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.6, 9.36)","(2.0, 2.34, 2.324444444444444)","(21.0, 46.0, 40.4)","(71.0, 160.0, 118.62068965517241)","(8.5, 13.5, 12.529411764705882)"
10-01-2023 15:44:56.300250,"(3.4, 4.2, 4.133333333333333)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.4, 9.36)","(2.0, 2.34, 2.321351351351351)","(21.0, 46.0, 40.4)","(71.0, 120.0, 118.62068965517241)","(8.5, 13.5, 12.590909090909092)"
10-01-2023 15:44:57.537546,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.4, 9.36)","(2.0, 2.34, 2.321351351351351)","(20.0, 46.0, 40.4)","(71.0, 120.0, 118.62068965517241)","(8.5, 13.5, 12.590909090909092)"
10-01-2023 15:44:58.740674,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.4, 9.36)","(2.0, 2.34, 2.3214084507042254)","(20.0, 46.0, 40.4)","(71.0, 120.0, 118.62068965517241)","(8.5, 13.5, 12.590909090909092)"
10-01-2023 15:45:00.080244,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.4, 9.36)","(2.0, 2.34, 2.3213698630136985)","(20.0, 46.0, 41.333333333333336)","(71.0, 120.0, 118.62068965517241)","(8.5, 13.5, 12.590909090909092)"
10-01-2023 15:45:01.247845,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.589285714285714)","(7.0, 9.4, 9.55)","(2.0, 2.34, 2.348235294117647)","(21.0, 46.0, 40.35294117647059)","(71.0, 120.0, 149.0909090909091)","(8.5, 13.5, 12.617647058823529)"
10-01-2023 15:45:02.684037,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.035714285714286)","(7.0, 9.6, 9.577777777777778)","(2.0, 2.38, 2.3649999999999998)","(21.0, 46.0, 40.35294117647059)","(71.0, 160.0, 149.0909090909091)","(8.5, 13.5, 12.5)"
10-01-2023 15:45:04.259516,"(3.4, 4.2, 4.114285714285714)","(21.0, 32.0, 31.4)","(10.0, 13.0, 12.205882352941176)","(7.0, 9.6, 9.557894736842105)","(2.0, 2.38, 2.3499999999999996)","(21.0, 46.0, 41.333333333333336)","(71.0, 160.0, 118.62068965517241)","(8.5, 13.5, 12.333333333333334)"
