,Paramount Rush,Kahlua And Soda,Up There Millie,Magic Zimba,Destini Fresco,Up There Rocco
16-12-2022 10:47:10.135703,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:11.169416,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:12.235617,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:13.276227,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:14.343496,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:15.309700,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:16.400126,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.6187500000000001)"
16-12-2022 10:47:17.538379,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:18.717767,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:19.738844,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:20.834101,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:21.906786,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:22.959933,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:23.968194,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:25.116233,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:26.216192,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:27.206675,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:28.180298,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:29.225229,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:30.258583,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:31.306023,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:32.273954,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:33.281980,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:34.262332,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:35.305591,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:36.391891,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:37.402485,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:38.446309,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:39.673076,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.214285714285715)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:40.727450,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.214285714285715)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:41.786089,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.214285714285715)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:42.960743,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:44.147891,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:45.289434,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:46.481269,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:47.558864,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:48.690305,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:49.743856,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:50.918827,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:51.990484,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:53.280657,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:54.634371,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:55.861510,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:57.077989,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:58.497369,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:47:59.883484,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 50.83333333333333)","(19.0, 75.0, 43.611111111111114)","(14.0, 55.0, 37.42857142857143)","(1.6, 1.89, 1.68)"
16-12-2022 10:48:01.066061,"(3.9, 5.9, 5.460000000000001)","(4.6, 7.6, 7.142857142857142)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 34.75)","(1.6, 1.89, 1.6041379310344828)"
16-12-2022 10:48:02.052326,"(3.9, 5.9, 4.978571428571429)","(4.6, 7.6, 7.318181818181818)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 34.75)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:03.189363,"(3.9, 5.9, 4.978571428571429)","(4.6, 7.6, 7.318181818181818)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 34.75)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:04.352069,"(3.9, 5.9, 4.978571428571429)","(4.6, 7.6, 7.318181818181818)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 35.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:05.244352,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 35.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:06.394093,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 35.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:07.577527,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 35.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:08.713830,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 35.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:09.782328,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.0)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:10.873197,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:11.959631,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:13.000860,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:14.070634,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:15.123151,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:16.088837,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:17.042852,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:18.061234,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:19.107872,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:20.178986,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:21.125942,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:22.141862,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:23.219964,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6041379310344828)"
16-12-2022 10:48:24.257099,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.88, 1.6600000000000001)"
16-12-2022 10:48:25.309374,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.87, 1.6600000000000001)"
16-12-2022 10:48:26.347058,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.87, 1.6854545454545455)"
16-12-2022 10:48:27.551966,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.87, 1.6854545454545455)"
16-12-2022 10:48:28.724913,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.0)","(14.0, 55.0, 31.6)","(1.6, 1.87, 1.6854545454545455)"
16-12-2022 10:48:29.833300,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.0)","(14.0, 55.0, 38.66666666666667)","(1.6, 1.87, 1.653)"
16-12-2022 10:48:30.952845,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.0)","(14.0, 50.0, 38.66666666666667)","(1.6, 1.87, 1.653)"
16-12-2022 10:48:32.048102,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.0)","(14.0, 50.0, 38.66666666666667)","(1.6, 1.87, 1.653)"
16-12-2022 10:48:33.261914,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.0)","(14.0, 50.0, 38.66666666666667)","(1.6, 1.9, 1.653846153846154)"
16-12-2022 10:48:34.449413,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.625)","(1.6, 1.9, 1.5942857142857143)"
16-12-2022 10:48:35.624594,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.625)","(1.6, 1.88, 1.5942857142857143)"
16-12-2022 10:48:36.822855,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.625)","(1.6, 1.88, 1.5942857142857143)"
16-12-2022 10:48:37.977747,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.625)","(1.6, 1.89, 1.6178260869565217)"
16-12-2022 10:48:39.009148,"(3.9, 5.9, 4.446153846153846)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.625)","(1.6, 1.79, 1.6178260869565217)"
16-12-2022 10:48:40.159551,"(3.9, 5.7, 5.32)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 42.7)","(1.6, 1.79, 1.6178260869565217)"
16-12-2022 10:48:41.256437,"(3.9, 5.7, 5.32)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 42.7)","(1.6, 1.79, 1.6178260869565217)"
16-12-2022 10:48:42.553551,"(3.9, 5.7, 5.32)","(4.6, 7.6, 7.0)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.0)","(1.6, 1.79, 1.6178260869565217)"
16-12-2022 10:48:43.615991,"(3.9, 5.7, 5.32)","(4.6, 7.6, 7.319999999999999)","(21.0, 90.0, 58.18181818181818)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.0)","(1.6, 1.79, 1.6263636363636365)"
16-12-2022 10:48:44.881369,"(3.9, 5.7, 5.578125)","(4.6, 7.6, 7.327272727272726)","(21.0, 90.0, 58.18181818181818)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.0)","(1.6, 1.79, 1.6263636363636365)"
16-12-2022 10:48:46.099002,"(3.9, 5.7, 5.5576923076923075)","(4.6, 7.6, 7.319999999999999)","(21.0, 90.0, 58.18181818181818)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.125)","(1.6, 1.79, 1.628888888888889)"
16-12-2022 10:48:47.435842,"(3.9, 5.7, 5.34)","(4.6, 7.6, 6.7)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.628888888888889)"
16-12-2022 10:48:48.660848,"(3.9, 5.9, 5.7700000000000005)","(4.6, 7.6, 7.327272727272726)","(21.0, 90.0, 58.18181818181818)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 42.7)","(1.6, 1.78, 1.670909090909091)"
16-12-2022 10:48:49.877814,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.361538461538461)","(21.0, 90.0, 58.18181818181818)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 42.7)","(1.6, 1.78, 1.6854545454545453)"
16-12-2022 10:48:51.074444,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.336363636363636)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.125)","(1.6, 1.78, 1.7497297297297298)"
16-12-2022 10:48:52.393714,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.336363636363636)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.125)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:53.609040,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.336363636363636)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.125)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:54.663342,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.336363636363636)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:55.787700,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:56.842010,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 35.714285714285715)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:57.866323,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:58.842896,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:48:59.886407,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:01.023396,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:02.079129,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:02.989874,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 55.357142857142854)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:04.057788,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 51.25)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:05.078037,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 51.25)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:06.081866,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 49.31818181818182)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
16-12-2022 10:49:07.105913,"(3.9, 5.9, 5.136956521739131)","(4.6, 7.6, 7.039999999999999)","(21.0, 90.0, 40.0)","(19.0, 75.0, 49.31818181818182)","(14.0, 50.0, 41.25)","(1.6, 1.78, 1.755813953488372)"
