,Roll Along Jane,Anyonewilldo,No Rushing,Redbank Harry,Screentime,Paddy Mach,Smokin Pocket,Our Rocky,Miami Surf,Hilly
09-01-2023 15:29:07.485041,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.776470588235293)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:08.942374,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.5)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.742857142857142)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:10.493773,"(5.0, 7.2, 6.2)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.055555555555555)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.742857142857142)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:12.306457,"(5.0, 7.2, 6.2)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.055555555555555)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.49)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:14.063911,"(5.0, 7.2, 6.2)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.25)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 7.828070175438596)","(31.0, 110.0, 63.33333333333333)","(6.5, 8.6, 9.0)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:15.503153,"(5.0, 7.2, 6.5)","(51.0, 130.0, 86.0)","(12.0, 19.0, 15.0)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 8.2, 7.828070175438596)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.8)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:16.916875,"(5.0, 7.2, 6.5)","(51.0, 130.0, 86.0)","(12.0, 18.5, 15.0)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(7.5, 8.2, 7.828070175438596)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.71111111111111)","(4.2, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:18.320437,"(5.0, 7.2, 6.5)","(51.0, 130.0, 94.80000000000001)","(12.0, 18.5, 15.0)","(3.5, 5.5, 4.86)","(13.0, 17.0, 14.5)","(7.5, 8.2, 7.828070175438596)","(31.0, 110.0, 82.0)","(6.5, 9.6, 9.2)","(4.2, 7.6, 6.571428571428572)","(8.5, 12.0, 10.566666666666666)"
09-01-2023 15:29:19.760859,"(5.0, 7.2, 6.5)","(51.0, 130.0, 94.80000000000001)","(12.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(7.5, 8.2, 7.828070175438596)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.243478260869566)","(4.2, 7.6, 6.550000000000001)","(8.5, 12.5, 11.181818181818182)"
09-01-2023 15:29:21.236319,"(5.0, 7.2, 6.5)","(51.0, 130.0, 94.80000000000001)","(12.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(7.5, 8.2, 7.828070175438596)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.0)","(4.2, 7.6, 6.550000000000001)","(8.5, 12.5, 11.76)"
09-01-2023 15:29:22.691137,"(5.0, 7.0, 6.4)","(51.0, 130.0, 94.80000000000001)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.828070175438596)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.0)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.0, 12.016666666666666)"
09-01-2023 15:29:24.168211,"(5.0, 7.0, 6.266666666666667)","(51.0, 130.0, 105.42857142857143)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.0)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 12.016666666666666)"
09-01-2023 15:29:25.660139,"(5.0, 7.0, 6.266666666666667)","(51.0, 130.0, 108.5)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.0)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.0, 11.781818181818181)"
09-01-2023 15:29:27.193281,"(5.0, 7.0, 6.266666666666667)","(51.0, 130.0, 110.88888888888889)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 8.8)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 12.016666666666666)"
09-01-2023 15:29:28.942565,"(5.0, 7.0, 6.266666666666667)","(51.0, 130.0, 108.5)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 8.8)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 12.016666666666666)"
09-01-2023 15:29:30.458068,"(5.0, 7.0, 6.266666666666667)","(51.0, 130.0, 183.5)","(11.0, 18.5, 15.0)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 9.01818181818182)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.830769230769231)"
09-01-2023 15:29:31.917018,"(5.0, 7.4, 6.142857142857143)","(51.0, 230.0, 161.33333333333334)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.833333333333334)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 82.0)","(6.5, 9.4, 8.738461538461538)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.781818181818181)"
09-01-2023 15:29:33.321087,"(5.0, 7.6, 6.183333333333334)","(51.0, 220.0, 176.0)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.685714285714285)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.0, 11.733333333333334)"
09-01-2023 15:29:34.818109,"(5.0, 7.4, 6.15)","(51.0, 220.0, 176.0)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.64)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.0, 13.066666666666666)"
09-01-2023 15:29:36.185338,"(5.0, 7.4, 6.066666666666666)","(51.0, 220.0, 140.0)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.651724137931034)","(31.0, 110.0, 63.33333333333333)","(6.5, 8.8, 8.711111111111112)","(4.2, 7.6, 6.571428571428572)","(9.0, 13.5, 12.0)"
09-01-2023 15:29:37.593954,"(5.0, 7.4, 6.066666666666666)","(51.0, 220.0, 140.0)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 8.2, 7.7)","(31.0, 110.0, 63.33333333333333)","(6.5, 8.8, 8.7125)","(4.2, 7.6, 6.571428571428572)","(9.0, 13.5, 11.413333333333334)"
09-01-2023 15:29:38.917543,"(5.0, 7.4, 6.2)","(51.0, 200.0, 153.5)","(11.0, 18.5, 14.944444444444445)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 7.8, 7.7)","(31.0, 110.0, 63.33333333333333)","(6.5, 8.8, 8.766666666666667)","(4.2, 7.6, 6.571428571428572)","(9.0, 13.0, 12.177777777777777)"
09-01-2023 15:29:40.229624,"(5.0, 7.8, 6.6)","(51.0, 190.0, 118.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.86)","(14.0, 17.0, 14.5)","(7.5, 7.8, 7.7)","(31.0, 110.0, 93.0)","(6.5, 8.8, 8.442857142857143)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:41.644338,"(5.0, 7.4, 6.266666666666667)","(61.0, 190.0, 146.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.86)","(15.0, 17.0, 14.5)","(7.5, 7.8, 7.7)","(41.0, 110.0, 87.33333333333334)","(6.5, 8.8, 8.442857142857143)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:43.027394,"(5.0, 7.2, 6.266666666666667)","(61.0, 180.0, 149.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.86)","(15.0, 17.0, 14.5)","(7.5, 8.0, 7.628571428571428)","(41.0, 110.0, 87.33333333333334)","(6.5, 8.8, 8.355555555555556)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:44.464018,"(5.0, 7.2, 6.266666666666667)","(61.0, 170.0, 149.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.86)","(15.0, 17.0, 14.5)","(7.5, 7.8, 7.628571428571428)","(41.0, 110.0, 87.33333333333334)","(6.5, 8.8, 8.355555555555556)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:45.801212,"(5.0, 7.2, 6.266666666666667)","(61.0, 170.0, 149.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.86)","(15.0, 17.0, 14.5)","(7.5, 7.8, 7.286206896551724)","(41.0, 110.0, 63.33333333333333)","(6.5, 8.8, 8.355555555555556)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:47.210436,"(5.0, 7.0, 6.706666666666667)","(61.0, 170.0, 149.0)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.86)","(15.0, 17.0, 14.5)","(7.5, 8.2, 7.84)","(41.0, 110.0, 63.33333333333333)","(6.5, 8.8, 8.355555555555556)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:48.603127,"(5.0, 7.0, 6.706666666666667)","(61.0, 170.0, 149.0)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.833333333333334)","(15.0, 17.0, 14.5)","(7.5, 8.0, 7.84)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.415384615384616)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:49.951474,"(5.0, 7.0, 6.428571428571429)","(61.0, 160.0, 142.28571428571428)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.833333333333334)","(15.0, 17.0, 14.5)","(7.5, 8.0, 7.542857142857143)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.415384615384616)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:51.221495,"(5.0, 7.0, 6.636363636363637)","(61.0, 180.0, 142.28571428571428)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.833333333333334)","(15.0, 17.0, 14.5)","(7.5, 7.8, 7.35)","(41.0, 110.0, 82.0)","(6.5, 8.8, 7.8999999999999995)","(4.2, 7.6, 6.9)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:52.500729,"(5.0, 7.0, 6.636363636363637)","(61.0, 180.0, 142.28571428571428)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.833333333333334)","(15.0, 17.0, 14.5)","(7.5, 7.8, 8.600000000000001)","(41.0, 110.0, 82.0)","(6.5, 8.6, 8.716666666666667)","(4.2, 7.6, 7.066666666666666)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:53.761881,"(5.0, 7.0, 6.636363636363637)","(61.0, 180.0, 142.28571428571428)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.78)","(15.0, 17.0, 14.5)","(7.5, 9.8, 8.200000000000001)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.716666666666667)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:54.981768,"(5.0, 7.8, 6.4)","(61.0, 180.0, 142.28571428571428)","(11.0, 18.5, 14.863636363636363)","(3.5, 5.5, 4.78)","(15.0, 17.0, 14.5)","(7.5, 9.8, 8.200000000000001)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.716666666666667)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:56.279680,"(5.0, 7.6, 6.5)","(61.0, 180.0, 158.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.78)","(15.0, 17.0, 15.541666666666668)","(7.5, 9.8, 8.200000000000001)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.716666666666667)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.384615384615385)"
09-01-2023 15:29:57.546905,"(5.0, 7.2, 6.800000000000001)","(61.0, 180.0, 158.0)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.78)","(15.0, 17.0, 15.333333333333334)","(7.5, 9.8, 8.200000000000001)","(41.0, 110.0, 82.0)","(6.5, 8.8, 8.716666666666667)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 11.291666666666666)"
09-01-2023 15:29:58.865910,"(5.0, 7.0, 6.542857142857143)","(61.0, 180.0, 117.5)","(11.0, 18.5, 14.833333333333334)","(3.5, 5.5, 4.78)","(15.0, 17.0, 15.714285714285714)","(7.5, 9.8, 8.3)","(41.0, 110.0, 82.0)","(6.5, 8.8, 9.584615384615384)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:00.128068,"(5.0, 7.0, 6.6)","(61.0, 180.0, 117.5)","(11.0, 18.5, 15.9)","(3.5, 5.5, 4.78)","(15.0, 17.0, 15.714285714285714)","(7.5, 9.8, 8.3)","(41.0, 110.0, 82.0)","(6.5, 9.6, 9.3)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:01.387870,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(11.0, 18.0, 16.5)","(3.5, 5.5, 4.78)","(15.0, 17.0, 14.375)","(7.5, 9.8, 8.3)","(41.0, 110.0, 82.0)","(6.5, 9.6, 9.553846153846154)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:02.693753,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(11.0, 17.5, 15.357142857142858)","(3.5, 5.5, 4.78)","(15.0, 17.0, 15.0)","(7.5, 9.8, 8.3)","(41.0, 110.0, 82.0)","(6.5, 9.6, 8.899999999999999)","(4.2, 7.6, 6.550000000000001)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:03.943172,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(11.0, 17.5, 15.357142857142858)","(3.5, 5.5, 4.78)","(15.0, 16.5, 15.333333333333334)","(7.5, 9.8, 8.5)","(41.0, 110.0, 63.33333333333333)","(6.5, 9.6, 9.366666666666667)","(4.2, 7.6, 6.571428571428572)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:05.205829,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(11.0, 17.5, 15.357142857142858)","(3.5, 5.5, 4.833333333333334)","(15.0, 16.5, 15.0)","(7.5, 9.6, 8.600000000000001)","(41.0, 110.0, 63.33333333333333)","(6.5, 9.6, 9.08)","(4.2, 7.6, 6.7)","(9.0, 12.5, 10.25)"
09-01-2023 15:30:06.503064,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.5, 4.9)","(15.0, 16.5, 15.0)","(7.0, 9.4, 8.6)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.4, 9.177777777777777)","(4.2, 7.6, 6.7)","(9.0, 12.5, 10.475000000000001)"
09-01-2023 15:30:07.795650,"(5.0, 7.0, 6.466666666666667)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.5, 5.050000000000001)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.977777777777778)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.4, 8.3)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:09.068443,"(5.0, 7.0, 6.6)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.4, 5.050000000000001)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.2, 8.588888888888889)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:10.309205,"(5.0, 6.8, 6.6)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.4, 4.8875)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 8.6, 9.0)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:11.549082,"(5.0, 6.8, 6.6)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 6.2, 5.300000000000001)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.2, 9.174999999999999)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:12.729100,"(5.0, 6.8, 6.6)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.2, 8.416666666666666)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:13.938384,"(5.0, 7.6, 7.133333333333333)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.0, 9.1)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:15.163736,"(5.0, 7.4, 6.800000000000001)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.0)","(7.0, 9.4, 7.800000000000001)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.2, 9.466666666666667)","(4.2, 7.6, 6.7)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:16.432474,"(5.0, 7.2, 6.866666666666667)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.0)","(7.0, 9.4, 8.257142857142858)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.6, 8.933333333333334)","(4.2, 7.6, 6.733333333333333)","(9.0, 12.5, 11.342857142857143)"
09-01-2023 15:30:17.747743,"(5.0, 7.2, 6.485714285714286)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.818181818181818)","(7.0, 9.4, 8.257142857142858)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.4, 9.0)","(4.2, 7.4, 6.566666666666667)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:19.048814,"(5.0, 7.2, 6.485714285714286)","(51.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.818181818181818)","(7.0, 9.4, 7.927272727272727)","(41.0, 110.0, 82.0)","(7.0, 9.2, 8.985714285714286)","(4.2, 7.4, 6.542857142857144)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:20.310688,"(5.0, 7.2, 6.485714285714286)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.818181818181818)","(7.0, 9.4, 7.96)","(41.0, 110.0, 82.0)","(7.0, 9.0, 9.133333333333333)","(4.2, 7.4, 6.542857142857144)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:21.549776,"(5.0, 7.2, 6.485714285714286)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.818181818181818)","(7.0, 9.4, 7.96)","(41.0, 110.0, 82.0)","(7.0, 9.2, 8.6)","(4.2, 7.4, 6.542857142857144)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:22.754392,"(5.0, 7.2, 6.485714285714286)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.818181818181818)","(7.0, 9.4, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.2, 8.857142857142856)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:23.989856,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(7.0, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.2, 8.263157894736842)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:25.179957,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(7.0, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.0, 8.857142857142856)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:26.409958,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(7.0, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.2, 8.45)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:27.601370,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(7.0, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.2, 9.533333333333333)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:28.850721,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(6.5, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.8, 9.057142857142857)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:30.164826,"(5.0, 7.2, 6.45)","(51.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(6.5, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.4, 8.927272727272728)","(4.2, 7.4, 6.6000000000000005)","(9.0, 12.5, 11.4875)"
09-01-2023 15:30:31.500751,"(5.0, 7.2, 6.45)","(61.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(6.5, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 9.8, 8.363636363636363)","(4.2, 7.4, 6.6000000000000005)","(10.0, 12.5, 11.4875)"
09-01-2023 15:30:32.821493,"(5.0, 7.2, 6.45)","(61.0, 180.0, 130.0)","(12.0, 17.5, 15.25)","(3.5, 5.9, 4.871428571428572)","(15.0, 16.5, 15.75)","(6.5, 9.2, 7.955555555555556)","(41.0, 110.0, 82.0)","(7.0, 10.0, 9.075)","(4.2, 7.4, 6.6000000000000005)","(10.0, 12.5, 11.4875)"
09-01-2023 15:30:34.098724,"(5.0, 7.2, 6.45)","(61.0, 180.0, 130.0)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.75)","(6.5, 9.2, 8.0)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.6, 9.2)","(4.2, 7.4, 6.65)","(10.0, 12.5, 12.131818181818183)"
09-01-2023 15:30:35.382965,"(5.0, 7.2, 6.45)","(61.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.75)","(6.5, 9.2, 8.899999999999999)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.4, 9.342857142857143)","(4.2, 7.4, 6.65)","(10.0, 12.5, 11.75)"
09-01-2023 15:30:36.629474,"(5.0, 7.2, 6.45)","(61.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.75)","(6.5, 9.2, 8.899999999999999)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.8, 8.927272727272728)","(4.2, 7.4, 6.65)","(10.0, 12.5, 11.75)"
09-01-2023 15:30:37.834264,"(5.0, 7.2, 6.45)","(61.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.75)","(6.5, 9.2, 8.899999999999999)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.8, 8.927272727272728)","(4.2, 7.4, 6.65)","(10.0, 12.5, 11.75)"
09-01-2023 15:30:39.021043,"(5.0, 7.2, 6.45)","(61.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.75)","(6.5, 9.2, 8.899999999999999)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.8, 8.927272727272728)","(4.2, 7.4, 6.65)","(10.0, 12.5, 11.75)"
09-01-2023 15:30:40.209778,"(5.0, 7.2, 6.485714285714286)","(61.0, 180.0, 117.5)","(12.0, 17.5, 15.357142857142858)","(3.5, 5.9, 4.9)","(15.0, 16.5, 15.25)","(6.5, 9.2, 8.899999999999999)","(41.0, 110.0, 63.33333333333333)","(7.0, 9.8, 8.927272727272728)","(4.2, 7.4, 6.65)","(10.0, 12.5, 12.0)"
