,Roll Along Jane,Anyonewilldo,No Rushing,Redbank Harry,Screentime,Paddy Mach,Smokin Pocket,Our Rocky,Miami Surf,Hilly
09-01-2023 15:27:26.684914,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.5, 16.75)","(8.0, 9.4, 8.153846153846153)","(31.0, 110.0, 90.0)","(6.0, 10.0, 9.272727272727273)","(4.2, 7.4, 6.4)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:28.021951,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.153846153846153)","(31.0, 110.0, 90.0)","(6.0, 10.0, 9.075)","(4.2, 7.4, 6.4)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:29.372963,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.153846153846153)","(31.0, 110.0, 90.0)","(6.0, 9.6, 8.7)","(4.2, 7.4, 6.4)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:30.828428,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.447058823529412)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.25)","(4.2, 7.4, 6.4)","(8.0, 12.5, 11.785714285714286)"
09-01-2023 15:27:32.289115,"(5.0, 7.8, 6.6)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.827272727272728)","(31.0, 110.0, 76.0)","(6.0, 8.6, 8.285714285714286)","(4.2, 7.4, 6.5)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:33.763149,"(5.0, 7.4, 6.4)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 8.4, 8.571428571428571)","(4.2, 7.4, 6.7)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:35.206851,"(5.0, 7.2, 6.381818181818182)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.571428571428571)","(4.2, 7.2, 6.7)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:36.575344,"(5.0, 7.0, 6.0)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.16)","(4.2, 7.6, 6.355555555555556)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:37.878566,"(5.0, 6.8, 6.1)","(51.0, 130.0, 90.0)","(15.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.0, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.82857142857143)","(4.2, 7.6, 6.355555555555556)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:39.373634,"(5.0, 7.2, 6.75)","(51.0, 130.0, 90.0)","(13.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.5, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.82857142857143)","(4.4, 7.6, 6.355555555555556)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:40.631663,"(5.0, 6.8, 6.45)","(51.0, 130.0, 90.0)","(13.0, 19.5, 15.944444444444445)","(3.7, 4.8, 4.7)","(12.0, 19.0, 16.75)","(8.5, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.0, 9.528571428571428)","(4.4, 7.6, 6.7384615384615385)","(8.0, 12.5, 11.25)"
09-01-2023 15:27:41.901972,"(5.0, 7.2, 6.75)","(51.0, 130.0, 90.0)","(13.0, 19.5, 15.944444444444445)","(3.7, 5.0, 4.794117647058823)","(12.0, 18.5, 15.642857142857142)","(8.5, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.6, 9.544444444444444)","(4.4, 7.6, 6.6375)","(8.0, 12.5, 10.714285714285714)"
09-01-2023 15:27:43.342652,"(5.0, 6.6, 6.3)","(51.0, 130.0, 90.0)","(13.0, 19.5, 15.944444444444445)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 15.642857142857142)","(8.5, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.6, 9.35)","(4.4, 7.6, 6.6375)","(8.0, 12.5, 11.333333333333334)"
09-01-2023 15:27:44.802056,"(5.0, 6.6, 5.85)","(51.0, 130.0, 90.0)","(13.0, 19.5, 16.75)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 15.642857142857142)","(8.5, 9.4, 8.28)","(31.0, 110.0, 90.0)","(6.0, 9.6, 9.52)","(4.4, 7.6, 6.6375)","(8.0, 12.0, 11.25)"
09-01-2023 15:27:46.276059,"(5.0, 7.4, 5.769230769230769)","(51.0, 130.0, 90.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 15.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 90.0)","(6.0, 9.6, 11.714285714285715)","(4.4, 7.6, 6.316666666666666)","(8.0, 12.0, 11.0)"
09-01-2023 15:27:47.772013,"(5.0, 7.0, 5.925)","(51.0, 130.0, 90.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.911764705882353)","(12.0, 18.5, 15.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 90.0)","(6.0, 13.0, 9.95)","(4.4, 7.6, 6.7894736842105265)","(8.0, 11.5, 11.25)"
09-01-2023 15:27:49.236455,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.911764705882353)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 10.5, 9.805555555555557)","(4.4, 7.6, 6.7444444444444445)","(8.0, 12.5, 11.136363636363637)"
09-01-2023 15:27:50.603206,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 10.0, 11.0)","(4.4, 7.6, 6.5)","(8.0, 12.5, 10.625)"
09-01-2023 15:27:52.144204,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 13.0, 10.0)","(4.4, 7.6, 6.463157894736842)","(8.0, 12.5, 10.571428571428571)"
09-01-2023 15:27:53.622885,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.884615384615385)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 10.0, 9.589473684210526)","(4.4, 7.6, 6.325)","(8.0, 12.0, 11.25)"
09-01-2023 15:27:55.031402,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.0, 4.866666666666666)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 9.8, 9.533333333333333)","(4.4, 7.6, 6.589473684210526)","(8.0, 12.0, 11.136363636363637)"
09-01-2023 15:27:56.407158,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 6.2, 5.3)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.6)","(31.0, 110.0, 76.0)","(6.0, 9.8, 9.533333333333333)","(4.4, 7.6, 6.765217391304348)","(8.0, 12.5, 11.333333333333334)"
09-01-2023 15:27:57.819620,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 6.0, 5.25)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.44)","(31.0, 110.0, 76.0)","(6.0, 9.8, 9.622222222222222)","(4.4, 7.6, 6.765217391304348)","(8.0, 12.0, 10.571428571428571)"
09-01-2023 15:27:59.185296,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.8, 5.2)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.44)","(31.0, 110.0, 76.0)","(6.0, 9.8, 11.983333333333334)","(4.4, 7.6, 6.765217391304348)","(8.0, 12.0, 10.571428571428571)"
09-01-2023 15:28:00.641321,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 12.5, 9.615384615384615)","(4.4, 7.6, 6.765217391304348)","(8.0, 12.0, 11.25)"
09-01-2023 15:28:02.087330,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.642857142857142)","(8.5, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 9.8, 12.19)","(4.4, 7.6, 6.589473684210526)","(8.0, 12.0, 10.8)"
09-01-2023 15:28:03.438217,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(15.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.642857142857142)","(8.0, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 12.5, 9.676923076923078)","(4.2, 7.6, 6.589473684210526)","(8.0, 12.0, 11.222222222222221)"
09-01-2023 15:28:04.700822,"(5.0, 6.8, 5.866666666666667)","(51.0, 130.0, 88.0)","(15.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.75)","(8.0, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 9.8, 10.566666666666666)","(4.2, 7.6, 6.4)","(8.0, 11.5, 11.25)"
09-01-2023 15:28:06.005417,"(5.0, 6.8, 5.925)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.75)","(8.5, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 11.5, 10.58125)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.5, 10.571428571428571)"
09-01-2023 15:28:07.302811,"(5.0, 6.8, 5.925)","(51.0, 130.0, 88.0)","(13.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.75)","(8.5, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 11.5, 10.58125)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.0, 10.571428571428571)"
09-01-2023 15:28:09.440414,"(5.0, 6.8, 5.925)","(51.0, 130.0, 74.0)","(13.0, 18.0, 16.75)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 14.75)","(8.5, 9.4, 8.92)","(31.0, 110.0, 76.0)","(6.0, 11.5, 9.7)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.0, 10.571428571428571)"
09-01-2023 15:28:10.970441,"(5.0, 6.6, 6.12)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.5)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.5, 17.25)","(8.5, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.0, 9.8, 9.760000000000002)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.0, 10.818181818181818)"
09-01-2023 15:28:12.438671,"(5.0, 6.4, 6.15)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.5)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.0, 17.25)","(8.5, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.0, 9.8, 9.760000000000002)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.0, 10.818181818181818)"
09-01-2023 15:28:14.026083,"(5.0, 6.4, 6.15)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.5)","(3.7, 5.7, 4.866666666666667)","(12.0, 18.0, 15.75)","(8.5, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.0, 9.8, 10.655555555555555)","(4.4, 7.6, 6.5200000000000005)","(8.0, 12.0, 11.071428571428571)"
09-01-2023 15:28:15.328395,"(5.0, 6.4, 6.15)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.5)","(3.6, 5.7, 4.866666666666667)","(13.0, 18.0, 15.75)","(8.0, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.5, 11.5, 9.645454545454546)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 11.071428571428571)"
09-01-2023 15:28:16.960287,"(5.0, 6.4, 6.285714285714286)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.285714285714285)","(3.6, 5.7, 4.866666666666667)","(13.0, 18.0, 15.75)","(8.0, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.5, 10.0, 9.815384615384616)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 11.071428571428571)"
09-01-2023 15:28:18.352494,"(5.0, 6.6, 6.285714285714286)","(51.0, 130.0, 74.0)","(12.0, 18.0, 16.285714285714285)","(3.6, 5.7, 4.866666666666667)","(13.0, 18.0, 15.5)","(8.0, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.5, 10.0, 9.509090909090908)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:19.718371,"(5.0, 6.6, 5.933333333333333)","(51.0, 130.0, 95.6)","(12.0, 18.0, 16.5)","(3.6, 5.7, 4.842857142857143)","(13.0, 18.0, 15.5)","(8.0, 9.4, 8.95)","(31.0, 110.0, 76.0)","(6.5, 9.6, 9.5)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:20.997727,"(5.0, 6.6, 5.933333333333333)","(51.0, 130.0, 95.6)","(12.0, 17.5, 15.9)","(3.6, 5.7, 4.833333333333334)","(13.0, 18.0, 15.5)","(8.0, 9.4, 9.123076923076923)","(31.0, 110.0, 76.0)","(6.5, 9.6, 9.3)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:22.344873,"(5.0, 7.6, 7.1)","(51.0, 130.0, 87.0)","(12.0, 17.5, 15.9)","(3.6, 5.5, 4.833333333333334)","(13.0, 18.0, 15.5)","(8.0, 9.4, 9.123076923076923)","(31.0, 110.0, 76.0)","(6.5, 9.6, 11.95)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:23.739986,"(5.0, 7.2, 6.8)","(51.0, 130.0, 87.0)","(12.0, 17.5, 15.9)","(3.6, 5.5, 4.833333333333334)","(13.0, 18.0, 15.5)","(8.0, 9.4, 9.123076923076923)","(31.0, 110.0, 76.0)","(6.5, 12.5, 11.392857142857142)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:25.926429,"(5.0, 7.2, 6.729411764705882)","(51.0, 130.0, 87.0)","(12.0, 17.5, 15.9)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.5, 16.416666666666668)","(8.0, 9.4, 9.123076923076923)","(31.0, 110.0, 76.0)","(6.5, 12.5, 9.95)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:27.334258,"(5.0, 7.2, 6.2)","(51.0, 130.0, 87.0)","(12.0, 17.5, 15.9)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 15.25)","(8.0, 9.4, 8.68)","(31.0, 110.0, 76.0)","(6.5, 11.0, 9.714285714285714)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:28.704914,"(5.0, 7.2, 6.2)","(51.0, 130.0, 87.0)","(12.0, 17.5, 15.9)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 15.25)","(8.0, 9.4, 8.68)","(31.0, 110.0, 76.0)","(6.5, 11.0, 9.614285714285714)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.916666666666668)"
09-01-2023 15:28:30.260634,"(5.0, 7.2, 6.2)","(51.0, 130.0, 87.0)","(12.0, 17.5, 16.26923076923077)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 15.25)","(8.0, 9.4, 8.68)","(31.0, 110.0, 76.0)","(6.5, 9.8, 9.614285714285714)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:31.642473,"(5.0, 7.2, 6.4)","(51.0, 130.0, 87.0)","(12.0, 17.0, 14.857142857142858)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 76.0)","(6.5, 9.4, 9.218181818181819)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:33.036807,"(5.0, 7.0, 6.6)","(51.0, 130.0, 86.0)","(12.0, 17.0, 15.875)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 11.0, 10.8)","(4.4, 7.6, 6.533333333333333)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:34.354878,"(5.0, 6.8, 6.218181818181818)","(51.0, 130.0, 86.0)","(12.0, 17.0, 17.75)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 11.0, 9.666666666666668)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:35.945300,"(5.0, 6.8, 6.266666666666667)","(51.0, 130.0, 86.0)","(12.0, 23.0, 20.125)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.8, 10.25)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:37.515625,"(5.0, 6.8, 6.266666666666667)","(51.0, 130.0, 86.0)","(12.0, 22.0, 17.285714285714285)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 10.5, 10.125)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:38.997051,"(5.0, 6.8, 6.32)","(51.0, 130.0, 86.0)","(12.0, 21.0, 15.625)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 10.5, 9.5625)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:40.341683,"(5.0, 6.6, 6.5)","(51.0, 130.0, 86.0)","(12.0, 20.0, 16.25)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 10.5, 9.3)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:41.687272,"(5.0, 7.0, 6.4)","(51.0, 130.0, 86.0)","(12.0, 20.0, 17.25)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.4, 10.666666666666666)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:43.000576,"(5.0, 7.0, 6.142857142857142)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 11.0, 10.227272727272727)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:44.416376,"(5.0, 6.8, 6.107692307692307)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 10.5, 9.428571428571429)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:45.913298,"(5.0, 7.8, 6.733333333333333)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.6, 9.266666666666666)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:47.396488,"(5.0, 7.2, 6.733333333333333)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.788888888888889)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.4, 8.568421052631578)","(4.4, 7.6, 6.828571428571428)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:48.946089,"(5.0, 7.8, 6.133333333333333)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.78)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.48)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:50.398975,"(5.0, 7.8, 6.072727272727273)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.455172413793104)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:51.821121,"(5.0, 7.8, 6.072727272727273)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.392307692307691)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:53.392309,"(5.0, 7.4, 6.0875)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.463157894736842)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:54.740739,"(5.0, 7.4, 6.0875)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.591304347826085)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:56.067602,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.591304347826085)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:57.511985,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 8.885714285714286)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.591304347826085)","(4.4, 7.6, 6.5200000000000005)","(8.5, 12.0, 10.0)"
09-01-2023 15:28:58.982758,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 9.16)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.757894736842104)","(4.4, 7.6, 6.550000000000001)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:00.450014,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 9.16)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.757894736842104)","(4.4, 7.6, 6.550000000000001)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:01.863691,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 94.80000000000001)","(12.0, 19.5, 16.5)","(3.6, 5.5, 4.833333333333334)","(13.0, 17.0, 14.5)","(8.0, 9.4, 9.16)","(31.0, 110.0, 82.0)","(6.5, 9.2, 8.757894736842104)","(4.4, 7.6, 6.550000000000001)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:03.298614,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.4, 9.329411764705883)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.757894736842104)","(4.4, 7.6, 6.550000000000001)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:04.656193,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.8, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.776470588235293)","(4.4, 7.6, 6.550000000000001)","(8.5, 12.0, 10.0)"
09-01-2023 15:29:06.040226,"(5.0, 7.2, 6.333333333333334)","(51.0, 130.0, 86.0)","(12.0, 19.5, 15.75)","(3.6, 5.5, 4.86)","(13.0, 17.0, 14.5)","(8.0, 9.6, 9.492307692307692)","(31.0, 110.0, 63.33333333333333)","(6.5, 9.2, 8.776470588235293)","(4.4, 7.6, 6.571428571428572)","(8.5, 12.0, 10.0)"
