,Alta Queen,Moonlightsshadow,Alta Hurrah Nz,Dwayne,Pocket The Change Nz,All Black Rain,Mister Montblanc
10-01-2023 18:13:27.818978,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 230.0, 172.94117647058823)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:29.141620,"(3.8, 5.1, 4.9399999999999995)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 172.94117647058823)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:30.408690,"(3.8, 5.1, 4.985714285714286)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 172.94117647058823)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:31.571574,"(3.8, 5.1, 4.985714285714286)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 172.94117647058823)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:32.993349,"(3.8, 5.1, 4.985714285714286)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 172.94117647058823)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:34.159112,"(3.8, 5.1, 4.985714285714286)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 164.6153846153846)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:35.525892,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 175.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:36.914738,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 175.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:38.377310,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 175.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:40.301563,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 175.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:41.801770,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 220.0, 175.71428571428572)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:43.154459,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 210.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:44.517468,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:45.865507,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:47.140591,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:48.421527,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:49.691612,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:50.856712,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:52.103192,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:53.381681,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 178.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.04)"
10-01-2023 18:13:54.571688,"(3.8, 5.1, 4.9)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 190.0, 170.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.2, 3.165)"
10-01-2023 18:13:55.792187,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 180.0, 170.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:13:56.926111,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 180.0, 162.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:13:58.019122,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 162.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:13:59.236570,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 162.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:00.415039,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 162.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:01.596411,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:02.788006,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:03.953714,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:05.160639,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:06.338774,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:07.547436,"(3.8, 5.1, 4.78)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:08.677097,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:09.882715,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.165)"
10-01-2023 18:14:11.042888,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.292857142857143)"
10-01-2023 18:14:12.116204,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.3400000000000003)"
10-01-2023 18:14:13.153501,"(3.8, 5.1, 4.966666666666667)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.3400000000000003)"
10-01-2023 18:14:14.195051,"(3.8, 5.1, 4.85)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.3400000000000003)"
10-01-2023 18:14:15.299402,"(3.8, 5.1, 4.85)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.3400000000000003)"
10-01-2023 18:14:16.395504,"(3.8, 5.1, 4.85)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.0966666666666667)"
10-01-2023 18:14:17.493894,"(3.8, 5.1, 4.85)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.85714285714286)","(2.35, 3.45, 3.185)"
10-01-2023 18:14:18.690352,"(3.8, 5.1, 4.85)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.45, 3.185)"
10-01-2023 18:14:19.824993,"(3.8, 5.1, 4.925)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.45, 3.185)"
10-01-2023 18:14:20.987393,"(3.8, 5.1, 4.925)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.45, 3.2733333333333334)"
10-01-2023 18:14:22.100689,"(3.8, 5.1, 4.925)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.45, 3.1950000000000003)"
10-01-2023 18:14:23.177475,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.45, 2.9729032258064514)"
10-01-2023 18:14:24.312743,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.45, 3.2466666666666666)"
10-01-2023 18:14:25.332613,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.2466666666666666)"
10-01-2023 18:14:26.281539,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.2466666666666666)"
10-01-2023 18:14:27.362731,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.2466666666666666)"
10-01-2023 18:14:28.418117,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.2466666666666666)"
10-01-2023 18:14:29.535857,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.0549999999999997)"
10-01-2023 18:14:30.652643,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.145)"
10-01-2023 18:14:31.795441,"(3.8, 5.1, 4.982352941176471)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.35, 3.09)"
10-01-2023 18:14:32.945714,"(3.8, 5.8, 5.25)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.35, 3.202857142857143)"
10-01-2023 18:14:34.026580,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.3, 3.202857142857143)"
10-01-2023 18:14:35.088155,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.3, 3.202857142857143)"
10-01-2023 18:14:36.046570,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.3, 3.202857142857143)"
10-01-2023 18:14:37.002103,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.3, 3.274285714285714)"
10-01-2023 18:14:38.014972,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.274285714285714)"
10-01-2023 18:14:39.092396,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.4, 3.274285714285714)"
10-01-2023 18:14:40.183298,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 194.28571428571428)","(2.35, 3.4, 3.143333333333333)"
10-01-2023 18:14:41.340717,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 188.0)","(2.35, 3.4, 3.143333333333333)"
10-01-2023 18:14:42.504613,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 188.0)","(2.35, 3.4, 3.2385714285714284)"
10-01-2023 18:14:43.659898,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.57142857142858)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.35, 3.2385714285714284)"
10-01-2023 18:14:44.791324,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 157.5)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.35, 3.202857142857143)"
10-01-2023 18:14:45.918873,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.88888888888889)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.3, 3.202857142857143)"
10-01-2023 18:14:46.965887,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.3, 3.202857142857143)"
10-01-2023 18:14:48.110552,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.3, 3.285)"
10-01-2023 18:14:49.182522,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 158.0)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.35, 3.373170731707317)"
10-01-2023 18:14:50.417673,"(3.8, 5.4, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.4, 3.202857142857143)"
10-01-2023 18:14:51.685363,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.3, 3.1016666666666666)"
10-01-2023 18:14:53.030190,"(3.8, 5.8, 5.525)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.3, 3.14125)"
10-01-2023 18:14:54.909401,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:14:56.262612,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 202.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:14:57.437932,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:14:58.600841,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:14:59.720440,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:15:00.878006,"(3.8, 5.8, 5.53)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:15:02.051043,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.14125)"
10-01-2023 18:15:03.148388,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:04.302149,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:05.436479,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 184.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:06.547680,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:07.666005,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:08.681601,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:09.809151,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:10.807587,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:11.804501,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.0635714285714286)"
10-01-2023 18:15:12.841208,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.25, 3.025714285714286)"
10-01-2023 18:15:13.897527,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.033333333333333)"
10-01-2023 18:15:14.961299,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.0166666666666666)"
10-01-2023 18:15:16.053457,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:17.082292,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:18.136526,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:19.147759,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:20.168612,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:21.144515,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:22.120580,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:23.067164,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:23.969311,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:24.923666,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:25.826589,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
10-01-2023 18:15:26.756154,"(3.8, 5.8, 5.35)","(101.0, 150.0, 147.0)","(7.5, 99999, 99990)","(101.0, 170.0, 156.66666666666669)","(2.3, 99999, 99990)","(101.0, 220.0, 190.0)","(2.35, 3.3, 3.028)"
