,Supasonic Romeo,Marlie On Fire,Bailing Out,Way Too Much,Champaign Dame,Spiteful Miss,Pepperberry
11-01-2023 20:08:56.398393,"(14.0, 55.0, 54.60714285714286)","(3.2, 3.85, 3.814705882352941)","(4.2, 5.8, 5.615384615384615)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.515)"
11-01-2023 20:08:57.614026,"(14.0, 55.0, 54.60714285714286)","(3.2, 3.85, 3.814705882352941)","(4.2, 5.8, 5.622222222222223)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.506666666666667)"
11-01-2023 20:08:58.741936,"(14.0, 55.0, 54.62068965517241)","(3.2, 3.85, 3.814705882352941)","(4.2, 5.8, 5.444444444444445)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.506666666666667)"
11-01-2023 20:08:59.727221,"(14.0, 55.0, 54.62068965517241)","(3.2, 3.85, 3.8125)","(4.2, 5.8, 5.444444444444445)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.511111111111111)"
11-01-2023 20:09:00.837980,"(14.0, 65.0, 62.16666666666667)","(3.2, 3.85, 3.7338709677419355)","(4.2, 5.8, 5.521739130434783)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.496)"
11-01-2023 20:09:02.379492,"(14.0, 80.0, 73.84615384615384)","(3.2, 3.85, 3.7338709677419355)","(4.2, 5.8, 5.521739130434783)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.52, 2.496)"
11-01-2023 20:09:03.923972,"(14.0, 75.0, 73.77272727272728)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.516666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.5, 2.471764705882353)"
11-01-2023 20:09:05.729406,"(14.0, 75.0, 61.73076923076923)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.5120000000000005)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.3, 2.5, 2.471764705882353)"
11-01-2023 20:09:07.092382,"(20.0, 65.0, 60.0)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.516666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 54.81081081081081)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.5, 2.471764705882353)"
11-01-2023 20:09:08.504079,"(20.0, 65.0, 61.25)","(3.2, 3.85, 3.7338709677419355)","(4.2, 5.8, 5.442105263157895)","(12.0, 99999, 99990)","(31.0, 60.0, 56.121212121212125)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.5, 2.48)"
11-01-2023 20:09:09.910094,"(20.0, 65.0, 57.0)","(3.2, 3.85, 3.7338709677419355)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 49.5)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.5, 2.493333333333333)"
11-01-2023 20:09:11.121953,"(20.0, 65.0, 57.0)","(3.2, 3.85, 3.7338709677419355)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 51.6)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.52, 2.455)"
11-01-2023 20:09:12.335368,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.548148148148148)","(12.0, 99999, 99990)","(31.0, 60.0, 55.8)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.48, 2.504)"
11-01-2023 20:09:13.552669,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.52, 2.488)"
11-01-2023 20:09:14.859201,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.11764705882353)","(2.15, 2.52, 2.488)"
11-01-2023 20:09:16.055809,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.761111111111111)","(4.2, 5.8, 5.542857142857143)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.185714285714287)","(2.15, 2.52, 2.504)"
11-01-2023 20:09:17.331043,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.765)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.185714285714287)","(2.15, 2.52, 2.445)"
11-01-2023 20:09:18.360498,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.85, 3.7225)","(4.2, 5.8, 5.490909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.185714285714287)","(2.15, 2.5, 2.445)"
11-01-2023 20:09:19.521870,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.8, 3.68125)","(4.2, 5.8, 5.59)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.185714285714287)","(2.15, 2.5, 2.4544827586206894)"
11-01-2023 20:09:20.722721,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.75, 3.68125)","(4.2, 5.8, 5.52)","(12.0, 99999, 99990)","(31.0, 60.0, 55.333333333333336)","(13.0, 19.5, 17.185714285714287)","(2.15, 2.5, 2.445)"
11-01-2023 20:09:21.789451,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.75, 3.7045454545454546)","(4.2, 5.8, 5.52)","(12.0, 99999, 99990)","(31.0, 60.0, 54.0)","(13.0, 19.5, 17.723684210526315)","(2.15, 2.5, 2.4539999999999997)"
11-01-2023 20:09:22.811338,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.8, 3.7333333333333334)","(4.2, 5.8, 5.642857142857142)","(12.0, 99999, 99990)","(31.0, 60.0, 56.30769230769231)","(13.0, 19.5, 17.723684210526315)","(2.15, 2.46, 2.452)"
11-01-2023 20:09:24.033517,"(20.0, 65.0, 62.333333333333336)","(3.2, 3.8, 3.7333333333333334)","(4.2, 5.8, 5.6117647058823525)","(12.0, 99999, 99990)","(31.0, 60.0, 52.69565217391305)","(13.0, 19.5, 17.63953488372093)","(2.15, 2.46, 2.4043564356435643)"
11-01-2023 20:09:25.285641,"(20.0, 65.0, 61.285714285714285)","(3.2, 3.8, 3.7785714285714285)","(4.2, 5.8, 5.716666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 52.69565217391305)","(13.0, 19.5, 17.8)","(2.15, 2.44, 2.395)"
11-01-2023 20:09:26.574299,"(20.0, 65.0, 61.285714285714285)","(3.2, 3.8, 3.77)","(4.2, 5.8, 5.675)","(12.0, 99999, 99990)","(31.0, 60.0, 56.093023255813954)","(13.0, 19.0, 17.59375)","(2.15, 2.4, 2.3987499999999997)"
11-01-2023 20:09:27.776489,"(20.0, 65.0, 61.285714285714285)","(3.2, 3.8, 3.77)","(4.2, 5.8, 5.694736842105263)","(12.0, 99999, 99990)","(31.0, 60.0, 56.093023255813954)","(13.0, 19.0, 17.557692307692307)","(2.15, 2.4, 2.3991304347826086)"
11-01-2023 20:09:29.092123,"(20.0, 65.0, 62.58620689655172)","(3.2, 3.8, 3.7874999999999996)","(4.2, 5.8, 5.6952380952380945)","(12.0, 99999, 99990)","(31.0, 60.0, 52.5)","(13.0, 19.0, 18.333333333333332)","(2.15, 2.4, 2.4166666666666665)"
11-01-2023 20:09:30.463779,"(20.0, 65.0, 61.875)","(3.2, 3.8, 3.7777777777777777)","(4.2, 5.8, 5.708333333333334)","(12.0, 99999, 99990)","(31.0, 60.0, 52.5)","(13.0, 18.5, 17.327868852459016)","(2.15, 2.42, 2.417777777777778)"
11-01-2023 20:09:31.766366,"(20.0, 65.0, 61.875)","(3.2, 3.8, 3.7777777777777777)","(4.2, 5.8, 5.709090909090909)","(12.0, 99999, 99990)","(31.0, 60.0, 53.793103448275865)","(13.0, 19.0, 18.25)","(2.15, 2.42, 2.4185714285714286)"
11-01-2023 20:09:32.965226,"(20.0, 60.0, 59.074074074074076)","(3.2, 3.8, 3.769230769230769)","(4.2, 5.8, 5.72)","(12.0, 99999, 99990)","(31.0, 60.0, 53.5)","(13.0, 18.5, 17.285714285714285)","(2.15, 2.42, 2.421470588235294)"
11-01-2023 20:09:34.120060,"(20.0, 60.0, 59.074074074074076)","(3.2, 3.8, 3.76)","(4.2, 5.8, 5.72)","(12.0, 99999, 99990)","(31.0, 55.0, 57.04545454545455)","(13.0, 18.0, 17.11111111111111)","(2.15, 2.44, 2.420625)"
11-01-2023 20:09:35.254457,"(20.0, 60.0, 58.4375)","(3.2, 3.8, 3.757142857142857)","(4.2, 5.8, 5.694736842105263)","(12.0, 99999, 99990)","(31.0, 60.0, 57.04545454545455)","(13.0, 18.0, 17.11111111111111)","(2.15, 2.44, 2.4247058823529413)"
11-01-2023 20:09:36.397674,"(20.0, 60.0, 59.074074074074076)","(3.2, 3.8, 3.757142857142857)","(4.2, 5.8, 5.716666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.829268292682926)","(13.0, 18.0, 17.11111111111111)","(2.15, 2.44, 2.4248979591836735)"
11-01-2023 20:09:37.542596,"(20.0, 60.0, 59.074074074074076)","(3.2, 3.8, 3.7666666666666666)","(4.2, 5.8, 5.72)","(12.0, 99999, 99990)","(31.0, 60.0, 57.567567567567565)","(13.0, 18.0, 17.11111111111111)","(2.15, 2.44, 2.4248979591836735)"
11-01-2023 20:09:38.743726,"(20.0, 60.0, 58.4375)","(3.2, 3.8, 3.7888888888888888)","(4.2, 5.8, 5.803703703703704)","(12.0, 99999, 99990)","(31.0, 60.0, 59.76744186046511)","(13.0, 18.0, 16.9375)","(2.15, 2.44, 2.4257692307692307)"
11-01-2023 20:09:39.914508,"(20.0, 60.0, 58.4375)","(3.2, 3.8, 3.7888888888888888)","(4.2, 5.9, 5.735)","(12.0, 99999, 99990)","(31.0, 65.0, 59.130434782608695)","(13.0, 17.0, 16.586206896551722)","(2.15, 2.44, 2.4386206896551723)"
11-01-2023 20:09:41.114743,"(20.0, 60.0, 58.23529411764706)","(3.2, 3.8, 3.7888888888888888)","(4.2, 5.9, 5.757142857142857)","(12.0, 99999, 99990)","(31.0, 65.0, 59.130434782608695)","(13.0, 17.0, 16.035714285714285)","(2.15, 2.44, 2.4692307692307693)"
11-01-2023 20:09:42.391959,"(20.0, 60.0, 58.23529411764706)","(3.2, 3.8, 3.7888888888888888)","(4.2, 5.8, 5.757142857142857)","(12.0, 99999, 99990)","(31.0, 65.0, 59.130434782608695)","(13.0, 16.5, 15.735294117647058)","(2.15, 2.5, 2.462608695652174)"
11-01-2023 20:09:43.694916,"(20.0, 60.0, 58.23529411764706)","(3.2, 3.75, 3.734375)","(4.2, 5.9, 5.753333333333334)","(12.0, 99999, 99990)","(31.0, 65.0, 57.5)","(13.0, 16.0, 16.166666666666668)","(2.15, 2.5, 2.4561904761904763)"
11-01-2023 20:09:44.895857,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.8, 3.782142857142857)","(4.2, 5.9, 5.753333333333334)","(12.0, 99999, 99990)","(31.0, 65.0, 59.705882352941174)","(13.0, 16.5, 16.6)","(2.15, 2.46, 2.4325)"
11-01-2023 20:09:45.989817,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.8, 3.782142857142857)","(4.2, 5.9, 5.753333333333334)","(12.0, 99999, 99990)","(31.0, 65.0, 59.705882352941174)","(13.0, 17.5, 16.615384615384617)","(2.15, 2.44, 2.4314285714285715)"
11-01-2023 20:09:47.176286,"(20.0, 60.0, 58.92857142857143)","(3.2, 3.8, 3.7857142857142856)","(4.2, 5.9, 5.802941176470588)","(12.0, 99999, 99990)","(31.0, 65.0, 57.5)","(13.0, 18.0, 16.6)","(2.15, 2.44, 2.4416666666666664)"
11-01-2023 20:09:48.361520,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.75, 3.736842105263158)","(4.2, 5.9, 5.802941176470588)","(12.0, 99999, 99990)","(31.0, 65.0, 59.705882352941174)","(13.0, 18.0, 16.6)","(2.15, 2.46, 2.464)"
11-01-2023 20:09:49.519304,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.75, 3.6766666666666667)","(4.2, 5.9, 5.76530612244898)","(12.0, 99999, 99990)","(31.0, 65.0, 59.705882352941174)","(13.0, 18.0, 16.894736842105264)","(2.15, 2.48, 2.4716129032258065)"
11-01-2023 20:09:50.625876,"(20.0, 60.0, 58.92857142857143)","(3.2, 3.75, 3.695)","(4.2, 5.9, 5.76530612244898)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 18.0, 17.125)","(2.15, 2.5, 2.4701694915254238)"
11-01-2023 20:09:51.821955,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.75, 3.716666666666667)","(4.2, 5.9, 5.76530612244898)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 17.5, 17.0)","(2.15, 2.5, 2.472923076923077)"
11-01-2023 20:09:53.129967,"(20.0, 60.0, 58.92857142857143)","(3.2, 3.75, 3.716666666666667)","(4.2, 5.9, 5.76530612244898)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 18.0, 17.357142857142858)","(2.15, 2.5, 2.472923076923077)"
11-01-2023 20:09:54.410041,"(20.0, 60.0, 58.92857142857143)","(3.2, 3.75, 3.7021739130434783)","(4.2, 5.9, 5.658823529411764)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 17.5, 17.1875)","(2.15, 2.5, 2.4625531914893615)"
11-01-2023 20:09:55.615703,"(20.0, 60.0, 59.78260869565217)","(3.2, 3.75, 3.7021739130434783)","(4.2, 5.8, 5.658823529411764)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.5, 17.5)","(2.15, 2.5, 2.464)"
11-01-2023 20:09:57.027681,"(21.0, 60.0, 59.78260869565217)","(3.1, 3.75, 3.692857142857143)","(4.2, 5.9, 5.803030303030303)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.833333333333332)","(2.15, 2.48, 2.4672)"
11-01-2023 20:09:58.343888,"(21.0, 60.0, 58.84615384615385)","(3.1, 3.7, 3.6666666666666665)","(4.2, 5.9, 5.803030303030303)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.9)","(2.15, 2.48, 2.4672)"
11-01-2023 20:09:59.852104,"(21.0, 60.0, 59.75)","(3.1, 3.7, 3.71)","(4.2, 5.9, 5.8028571428571425)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.5, 17.833333333333332)","(2.15, 2.48, 2.4352941176470586)"
11-01-2023 20:10:01.104295,"(21.0, 60.0, 59.75)","(3.1, 3.75, 3.71)","(4.2, 5.9, 5.769230769230769)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.833333333333332)","(2.15, 2.46, 2.4610526315789474)"
11-01-2023 20:10:02.195032,"(21.0, 60.0, 59.75)","(3.1, 3.75, 3.694444444444444)","(4.2, 5.9, 5.769230769230769)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.833333333333332)","(2.15, 2.48, 2.4431249999999998)"
11-01-2023 20:10:03.320090,"(21.0, 60.0, 59.75)","(3.1, 3.75, 3.694444444444444)","(4.2, 5.9, 5.770588235294118)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.857142857142858)","(2.15, 2.46, 2.4366666666666665)"
11-01-2023 20:10:04.573029,"(21.0, 60.0, 58.8)","(3.1, 3.75, 3.65)","(4.2, 5.9, 5.8875)","(12.0, 99999, 99990)","(31.0, 65.0, 59.375)","(13.0, 18.0, 17.833333333333332)","(2.15, 2.46, 2.4654545454545453)"
11-01-2023 20:10:05.849200,"(21.0, 60.0, 59.75)","(3.1, 3.65, 3.63695652173913)","(4.2, 5.9, 6.075)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 18.0, 17.863636363636363)","(2.15, 2.52, 2.4986885245901638)"
11-01-2023 20:10:07.012162,"(21.0, 60.0, 59.75)","(3.1, 3.65, 3.63695652173913)","(4.2, 6.2, 6.171428571428572)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 18.0, 17.4)","(2.15, 2.5, 2.486666666666667)"
11-01-2023 20:10:08.149348,"(21.0, 60.0, 59.75)","(3.1, 3.6, 3.576923076923077)","(4.2, 6.2, 6.011764705882353)","(12.0, 99999, 99990)","(31.0, 65.0, 59.54545454545455)","(13.0, 17.5, 17.3)","(2.15, 2.5, 2.5164705882352942)"
11-01-2023 20:10:09.382210,"(21.0, 60.0, 58.75)","(3.1, 3.6, 3.566666666666667)","(4.2, 6.2, 5.9913043478260875)","(12.0, 99999, 99990)","(31.0, 65.0, 58.0)","(13.0, 17.5, 17.3)","(2.15, 2.52, 2.517272727272727)"
11-01-2023 20:10:10.606738,"(21.0, 60.0, 59.73684210526316)","(3.1, 3.6, 3.53)","(4.2, 6.2, 5.9750000000000005)","(12.0, 99999, 99990)","(31.0, 60.0, 57.142857142857146)","(13.0, 17.5, 17.357142857142858)","(2.15, 2.54, 2.51)"
11-01-2023 20:10:11.772519,"(21.0, 60.0, 59.72222222222222)","(3.1, 3.55, 3.53)","(4.2, 6.2, 5.9750000000000005)","(12.0, 99999, 99990)","(31.0, 60.0, 57.142857142857146)","(13.0, 17.5, 17.375)","(2.15, 2.52, 2.5247619047619048)"
11-01-2023 20:10:12.901897,"(21.0, 60.0, 58.69565217391305)","(3.1, 3.6, 3.5125)","(4.2, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 56.875)","(13.0, 17.5, 17.375)","(2.15, 2.54, 2.521714285714286)"
11-01-2023 20:10:14.145102,"(21.0, 60.0, 59.705882352941174)","(3.1, 3.55, 3.5105263157894737)","(4.2, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.5, 17.375)","(2.15, 2.54, 2.526666666666667)"
11-01-2023 20:10:15.396952,"(21.0, 60.0, 59.705882352941174)","(3.1, 3.55, 3.4754901960784315)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.5, 17.166666666666668)","(2.15, 2.54, 2.5573333333333332)"
11-01-2023 20:10:16.552405,"(21.0, 60.0, 58.57142857142857)","(3.1, 3.55, 3.4754901960784315)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.5, 17.166666666666668)","(2.15, 2.56, 2.567142857142857)"
11-01-2023 20:10:17.583499,"(21.0, 60.0, 58.57142857142857)","(3.1, 3.5, 3.4716666666666667)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.5, 16.833333333333332)","(2.15, 2.58, 2.5704615384615384)"
11-01-2023 20:10:18.668820,"(21.0, 60.0, 59.6875)","(3.1, 3.5, 3.4716666666666667)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.833333333333332)","(2.15, 2.58, 2.576279069767442)"
11-01-2023 20:10:19.913793,"(21.0, 60.0, 59.6875)","(3.1, 3.5, 3.467567567567568)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.833333333333332)","(2.15, 2.58, 2.57609756097561)"
11-01-2023 20:10:21.129500,"(21.0, 60.0, 58.57142857142857)","(3.1, 3.5, 3.4314285714285715)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.833333333333332)","(2.15, 2.58, 2.5736)"
11-01-2023 20:10:22.240600,"(21.0, 60.0, 59.583333333333336)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.833333333333332)","(2.15, 2.58, 2.5754545454545457)"
11-01-2023 20:10:23.426930,"(21.0, 60.0, 59.54545454545455)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.916666666666668)","(2.15, 2.6, 2.5784000000000002)"
11-01-2023 20:10:24.623492,"(21.0, 60.0, 58.0)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.923076923076923)","(2.15, 2.6, 2.582222222222222)"
11-01-2023 20:10:25.857961,"(21.0, 60.0, 59.44444444444444)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.666666666666664)","(13.0, 17.0, 16.923076923076923)","(2.15, 2.6, 2.5828571428571427)"
11-01-2023 20:10:27.008904,"(21.0, 60.0, 59.0)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.0, 16.923076923076923)","(2.15, 2.6, 2.5828571428571427)"
11-01-2023 20:10:28.123914,"(21.0, 60.0, 56.25)","(3.1, 3.5, 3.4414634146341463)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.0, 16.923076923076923)","(2.15, 2.6, 2.5766666666666667)"
11-01-2023 20:10:29.254595,"(21.0, 60.0, 58.18181818181818)","(3.1, 3.5, 3.4466666666666668)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.71875)","(13.0, 17.0, 16.875)","(2.15, 2.58, 2.5733333333333333)"
11-01-2023 20:10:30.462684,"(21.0, 55.0, 54.09090909090909)","(3.1, 3.5, 3.46)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.71875)","(13.0, 17.0, 16.875)","(2.15, 2.58, 2.571578947368421)"
11-01-2023 20:10:31.682341,"(21.0, 55.0, 54.166666666666664)","(3.1, 3.5, 3.46)","(4.4, 6.2, 5.966666666666667)","(12.0, 99999, 99990)","(31.0, 60.0, 56.71875)","(13.0, 17.0, 16.875)","(2.15, 2.58, 2.555)"
11-01-2023 20:10:32.683733,"(21.0, 55.0, 52.8125)","(3.1, 3.5, 3.4854166666666666)","(4.4, 6.2, 6.003125000000001)","(12.0, 99999, 99990)","(31.0, 60.0, 56.71875)","(13.0, 17.0, 16.875)","(2.15, 2.56, 2.5562962962962965)"
11-01-2023 20:10:33.810074,"(21.0, 55.0, 54.09090909090909)","(3.1, 3.5, 3.475)","(4.4, 6.2, 6.003125000000001)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.0, 17.071428571428573)","(2.15, 2.56, 2.5562962962962965)"
11-01-2023 20:10:35.037572,"(21.0, 55.0, 52.8125)","(3.1, 3.5, 3.475)","(4.4, 6.2, 5.99)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.5, 17.333333333333332)","(2.15, 2.56, 2.5695238095238095)"
11-01-2023 20:10:36.224076,"(21.0, 55.0, 52.8125)","(3.1, 3.5, 3.475)","(4.4, 6.2, 5.948)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.5, 17.333333333333332)","(2.15, 2.58, 2.5753333333333335)"
11-01-2023 20:10:37.345028,"(21.0, 55.0, 54.09090909090909)","(3.1, 3.5, 3.47125)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.5, 17.333333333333332)","(2.15, 2.58, 2.566)"
11-01-2023 20:10:38.471138,"(21.0, 55.0, 54.09090909090909)","(3.1, 3.5, 3.467142857142857)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.5, 17.0)","(2.15, 2.58, 2.5633333333333335)"
11-01-2023 20:10:39.761109,"(21.0, 55.0, 52.8125)","(3.1, 3.5, 3.467142857142857)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.10526315789474)","(13.0, 17.5, 16.9)","(2.15, 2.58, 2.5633333333333335)"
11-01-2023 20:10:41.040181,"(21.0, 55.0, 52.22222222222222)","(3.1, 3.5, 3.467857142857143)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.785714285714285)","(2.15, 2.58, 2.5633333333333335)"
11-01-2023 20:10:42.244249,"(21.0, 55.0, 52.22222222222222)","(3.1, 3.5, 3.4661290322580647)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.5, 16.9)","(2.15, 2.58, 2.566666666666667)"
11-01-2023 20:10:44.084768,"(21.0, 55.0, 51.875)","(3.1, 3.5, 3.4718750000000003)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.9)","(2.15, 2.58, 2.566666666666667)"
11-01-2023 20:10:45.445092,"(21.0, 55.0, 51.875)","(3.1, 3.5, 3.4718750000000003)","(4.4, 6.2, 5.996774193548387)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.875)","(2.15, 2.58, 2.5633333333333335)"
11-01-2023 20:10:46.968786,"(21.0, 55.0, 50.833333333333336)","(3.1, 3.55, 3.480645161290323)","(4.4, 6.2, 5.99)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.5625)","(2.15, 2.58, 2.5700000000000003)"
11-01-2023 20:10:48.106296,"(21.0, 55.0, 50.833333333333336)","(3.1, 3.55, 3.480645161290323)","(4.4, 6.2, 5.99)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.61111111111111)","(2.15, 2.58, 2.565)"
11-01-2023 20:10:49.281571,"(21.0, 55.0, 50.714285714285715)","(3.1, 3.5, 3.469767441860465)","(4.4, 6.2, 6.025)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.727272727272727)","(2.15, 2.58, 2.5690909090909093)"
11-01-2023 20:10:50.408270,"(21.0, 55.0, 52.5)","(3.1, 3.5, 3.5272727272727273)","(4.4, 6.2, 6.00909090909091)","(12.0, 99999, 99990)","(31.0, 60.0, 57.16216216216216)","(13.0, 17.0, 16.5625)","(2.15, 2.58, 2.566666666666667)"
