,Cawbourne Roses,We Back,Zipping Abigail,Battle Born,Coco Model,Magic Flame,Here Comes Buddy,You Know Tree
10-01-2023 18:55:49.616035,"(3.6, 4.9, 3.8785714285714286)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 24.25)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:50.654217,"(3.6, 4.9, 3.8785714285714286)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 24.25)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:51.890645,"(3.6, 4.9, 3.8785714285714286)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 24.25)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:52.956205,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 23.625)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:54.066480,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 23.625)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:55.168035,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.1)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 23.625)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:56.240572,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 14.5)","(4.0, 6.0, 5.025)","(7.0, 8.2, 7.673684210526315)","(5.0, 6.2, 6.0200000000000005)","(11.0, 25.0, 24.375)","(6.5, 16.0, 14.25)"
10-01-2023 18:55:57.292378,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.125)","(4.0, 6.0, 5.025)","(7.0, 8.2, 7.6909090909090905)","(5.0, 6.2, 6.042857142857143)","(11.0, 25.0, 24.375)","(6.5, 16.0, 14.0)"
10-01-2023 18:55:58.318180,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.125)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1421052631578945)","(11.0, 25.0, 23.75)","(6.5, 16.0, 16.25)"
10-01-2023 18:55:59.388433,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1421052631578945)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 14.6875)"
10-01-2023 18:56:00.452698,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1421052631578945)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 15.625)"
10-01-2023 18:56:01.526673,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1421052631578945)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 15.625)"
10-01-2023 18:56:02.542729,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1421052631578945)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 15.625)"
10-01-2023 18:56:03.631723,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:04.704884,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:05.704526,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:06.714676,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:07.739731,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:08.759239,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.115384615384616)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:09.897709,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1947368421052635)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:11.099361,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.1947368421052635)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:12.193108,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.1947368421052635)","(11.0, 25.0, 23.857142857142858)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:13.582229,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.1947368421052635)","(11.0, 25.0, 23.25)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:14.669723,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.1947368421052635)","(11.0, 25.0, 23.25)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:16.031233,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.1947368421052635)","(11.0, 25.0, 23.25)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:17.435941,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.4, 6.135294117647059)","(11.0, 25.0, 23.25)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:18.464541,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.636363636363637)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.135294117647059)","(11.0, 25.0, 23.25)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:19.512500,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 17.0, 15.5)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.016666666666667)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:20.502284,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.033333333333333)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:21.506531,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:22.572696,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:23.803030,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.125)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:24.872716,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.125)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:25.893722,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.125)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:26.907245,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1)","(11.0, 25.0, 24.125)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:27.950755,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 7.6909090909090905)","(5.0, 6.2, 6.1)","(11.0, 25.0, 23.7)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:28.954753,"(3.6, 4.6, 3.9)","(10.0, 14.0, 13.3)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 7.8, 8.45)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:29.905477,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.772727272727273)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.45)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.875)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:30.923193,"(3.6, 4.6, 3.8727272727272726)","(10.0, 14.5, 11.74)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:31.898662,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.846153846153847)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 24.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:32.883424,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.846153846153847)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:33.863373,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.846153846153847)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.653846153846154)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:34.919575,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.891304347826086)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:35.929900,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.891304347826086)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:37.219538,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.891304347826086)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:38.453672,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.891304347826086)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:39.670677,"(3.6, 4.6, 3.9)","(10.0, 14.5, 11.891304347826086)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:40.884330,"(3.6, 4.6, 3.9)","(10.0, 14.5, 12.192307692307692)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:42.075842,"(3.6, 4.6, 3.8727272727272726)","(10.0, 14.5, 12.192307692307692)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.5)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:43.332500,"(3.6, 4.6, 3.8727272727272726)","(10.0, 14.5, 12.192307692307692)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:44.442913,"(3.6, 4.6, 3.8727272727272726)","(10.0, 14.5, 12.192307692307692)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 24.0)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:45.655904,"(3.6, 4.6, 4.066666666666666)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1)","(11.0, 25.0, 22.045454545454547)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:47.001668,"(3.6, 4.6, 4.319999999999999)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:48.268466,"(3.6, 4.6, 4.252173913043478)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:49.443683,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:50.844593,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:52.061121,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:53.447233,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.1000000000000005)","(11.0, 25.0, 24.07142857142857)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:54.717515,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.4, 6.130769230769231)","(11.0, 25.0, 22.045454545454547)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:55.935570,"(3.6, 4.6, 3.9636363636363634)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.075)","(5.0, 6.2, 6.130769230769231)","(11.0, 25.0, 22.045454545454547)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:57.169974,"(3.6, 4.6, 4.25)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.5)","(5.0, 6.2, 6.130769230769231)","(11.0, 25.0, 22.045454545454547)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:58.299272,"(3.6, 4.6, 4.25)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 8.5)","(5.0, 6.2, 6.130769230769231)","(11.0, 25.0, 22.045454545454547)","(6.5, 17.5, 16.15)"
10-01-2023 18:56:59.478585,"(3.6, 4.6, 4.2956521739130435)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 7.9)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.25)","(6.5, 17.5, 15.25)"
10-01-2023 18:57:00.610459,"(3.6, 4.6, 4.135714285714286)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 7.9)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.25)","(6.5, 17.5, 15.25)"
10-01-2023 18:57:01.753055,"(3.6, 4.6, 4.054545454545455)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 7.9)","(5.0, 6.2, 6.1)","(11.0, 25.0, 21.25)","(6.5, 17.5, 15.25)"
10-01-2023 18:57:02.938144,"(3.6, 4.6, 4.054545454545455)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.15)","(4.0, 6.0, 5.025)","(7.0, 8.6, 7.9)","(5.0, 6.2, 5.954545454545455)","(11.0, 25.0, 22.75)","(6.5, 17.5, 16.0)"
10-01-2023 18:57:04.086132,"(3.6, 4.5, 4.333333333333333)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.5)","(4.0, 5.9, 5.300000000000001)","(7.0, 8.4, 8.16)","(5.0, 6.2, 5.954545454545455)","(11.0, 24.0, 22.75)","(6.5, 17.0, 16.0)"
10-01-2023 18:57:05.244040,"(3.6, 4.5, 4.333333333333333)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.5)","(4.0, 5.9, 5.300000000000001)","(7.0, 8.4, 8.16)","(5.0, 6.2, 5.954545454545455)","(11.0, 24.0, 22.75)","(6.5, 17.0, 16.0)"
10-01-2023 18:57:06.446354,"(3.6, 4.5, 4.333333333333333)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 8.4, 8.16)","(5.0, 6.2, 5.814285714285714)","(11.0, 25.0, 19.833333333333332)","(6.5, 17.0, 14.1875)"
10-01-2023 18:57:07.606414,"(3.6, 4.5, 4.333333333333333)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.5)","(4.0, 5.9, 5.0)","(7.0, 8.4, 8.16)","(5.0, 6.2, 5.814285714285714)","(11.0, 23.0, 20.5)","(6.5, 17.0, 14.0)"
10-01-2023 18:57:08.752745,"(3.6, 4.5, 4.333333333333333)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.5)","(4.0, 5.8, 5.0)","(7.0, 8.4, 8.16)","(5.0, 6.2, 5.814285714285714)","(11.0, 25.0, 22.5)","(6.5, 17.0, 10.600000000000001)"
10-01-2023 18:57:09.908169,"(3.6, 4.4, 4.16)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.0)","(4.0, 5.6, 4.9399999999999995)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.2, 5.763636363636364)","(11.0, 24.0, 22.857142857142858)","(6.5, 17.0, 14.8)"
10-01-2023 18:57:11.059587,"(3.6, 4.4, 4.16)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.5, 4.9399999999999995)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.2, 5.763636363636364)","(11.0, 24.0, 22.857142857142858)","(6.5, 16.0, 12.944444444444445)"
10-01-2023 18:57:12.271865,"(3.6, 4.4, 4.16)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.4, 4.909090909090909)","(7.0, 8.6, 8.0)","(5.0, 6.2, 5.763636363636364)","(11.0, 24.0, 23.2)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:13.507499,"(3.6, 4.4, 4.16)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.4, 4.909090909090909)","(7.0, 8.6, 8.0)","(5.0, 6.2, 5.763636363636364)","(11.0, 24.0, 23.2)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:14.781883,"(3.6, 4.4, 4.16)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.4, 4.909090909090909)","(7.0, 8.6, 8.0)","(5.0, 6.2, 5.763636363636364)","(11.0, 24.0, 23.529411764705884)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:16.015462,"(3.6, 4.4, 4.311111111111112)","(10.0, 14.0, 13.642857142857142)","(10.0, 16.0, 15.25)","(4.0, 5.4, 5.153846153846154)","(7.0, 8.6, 8.225)","(5.0, 6.2, 5.95)","(11.0, 24.0, 24.6)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:17.174980,"(3.6, 4.4, 4.311111111111112)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.666666666666666)","(4.0, 5.4, 5.153846153846154)","(7.0, 8.6, 8.225)","(5.0, 6.2, 5.95)","(11.0, 25.0, 25.18181818181818)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:18.426225,"(3.6, 4.4, 4.311111111111112)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.5625)","(4.0, 5.4, 5.153846153846154)","(7.0, 8.6, 8.225)","(5.0, 6.2, 5.95)","(11.0, 26.0, 25.18181818181818)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:19.981705,"(3.6, 4.4, 4.311111111111112)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.5625)","(4.0, 5.4, 5.153846153846154)","(7.0, 8.6, 8.225)","(5.0, 6.2, 5.95)","(11.0, 26.0, 25.25)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:21.238783,"(3.6, 4.4, 4.2875)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.5625)","(4.0, 5.4, 5.153846153846154)","(7.0, 8.6, 8.225)","(5.0, 6.2, 5.95)","(11.0, 26.0, 25.0)","(6.5, 16.0, 13.857142857142858)"
10-01-2023 18:57:22.448160,"(3.6, 4.4, 4.225)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.5, 15.5625)","(4.0, 5.4, 5.222222222222222)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.2, 5.790909090909091)","(11.0, 27.0, 24.23076923076923)","(6.5, 16.0, 14.076923076923077)"
10-01-2023 18:57:23.852897,"(3.6, 4.4, 4.225)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 13.8125)","(4.0, 5.4, 5.166666666666666)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.2, 5.946153846153846)","(11.0, 27.0, 27.0)","(6.5, 16.0, 14.076923076923077)"
10-01-2023 18:57:24.970106,"(3.6, 4.4, 4.266666666666667)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.3, 5.166666666666666)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.0, 5.946153846153846)","(11.0, 28.0, 27.0)","(6.5, 16.0, 14.076923076923077)"
10-01-2023 18:57:26.207870,"(3.6, 4.4, 4.266666666666667)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.3, 5.166666666666666)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.0, 5.945454545454545)","(11.0, 28.0, 26.5)","(6.5, 16.0, 14.214285714285715)"
10-01-2023 18:57:27.277019,"(3.6, 4.4, 4.066666666666666)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.3, 5.166666666666666)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.0, 5.945454545454545)","(11.0, 28.0, 26.5)","(6.5, 16.0, 14.214285714285715)"
10-01-2023 18:57:28.459121,"(3.6, 4.3, 4.1)","(10.0, 14.5, 12.120689655172415)","(10.0, 16.0, 15.25)","(4.0, 5.3, 5.166666666666666)","(7.0, 8.6, 8.299999999999999)","(5.0, 6.0, 5.945454545454545)","(11.0, 30.0, 27.5)","(6.5, 16.0, 14.333333333333332)"
