,A Fighting Fury,Kings County,Louis January,Demurral,The Driller,Zipspur,Magnetic Drive
06-01-2023 14:42:38.379731,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.3)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:39.413506,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.3)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:40.382524,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.3)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:41.298599,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.14516129032258)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:42.311644,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:43.330006,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:44.332079,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:45.370294,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:46.373174,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:47.308435,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:48.335573,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.4, 3.3212871287128714)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:49.339408,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.35, 3.3303921568627453)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:50.293901,"(4.6, 5.3, 5.228571428571429)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.35, 3.3245454545454547)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:51.260990,"(4.6, 5.3, 5.24)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.35, 3.3245454545454547)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.666666666666666)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:52.259633,"(4.6, 5.3, 5.24)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.35, 3.3245454545454547)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:53.220400,"(4.6, 5.3, 5.24)","(6.5, 12.5, 12.24074074074074)","(3.2, 3.35, 3.3245454545454547)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:54.175251,"(4.6, 5.3, 5.24)","(6.5, 12.5, 12.329268292682928)","(3.2, 3.35, 3.3245454545454547)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:55.166712,"(4.6, 5.3, 5.246153846153846)","(6.5, 13.0, 12.608695652173914)","(3.2, 3.4, 3.270642201834862)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:56.270951,"(4.6, 5.3, 5.246153846153846)","(6.5, 13.0, 12.659090909090908)","(3.2, 3.4, 3.2708978328173375)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:57.250608,"(4.6, 5.3, 5.246153846153846)","(6.5, 13.0, 12.659090909090908)","(3.2, 3.4, 3.2708978328173375)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:58.339941,"(4.6, 5.3, 5.246153846153846)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.2708978328173375)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:42:59.445513,"(4.6, 5.3, 5.225)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.2708978328173375)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 12.363636363636363)","(3.5, 4.4, 4.3125)"
06-01-2023 14:43:00.519590,"(4.6, 5.3, 5.225)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.270625)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 13.0, 11.923076923076923)","(3.5, 4.4, 4.3125)"
06-01-2023 14:43:01.470831,"(4.6, 5.3, 5.264705882352941)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.270625)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.923076923076923)","(3.5, 4.4, 4.3125)"
06-01-2023 14:43:02.511666,"(4.6, 5.3, 5.264705882352941)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.270625)","(16.0, 17.5, 16.58695652173913)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.9375)","(3.5, 4.4, 4.3125)"
06-01-2023 14:43:03.489602,"(4.6, 5.3, 5.24)","(6.5, 13.0, 12.775)","(3.2, 3.4, 3.270625)","(16.0, 17.5, 16.28846153846154)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.32)"
06-01-2023 14:43:04.429299,"(4.6, 5.3, 5.178125)","(6.5, 13.0, 12.689655172413794)","(3.2, 3.35, 3.3323529411764707)","(16.0, 17.5, 16.28846153846154)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.32)"
06-01-2023 14:43:05.486938,"(4.6, 5.3, 5.160714285714286)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.325675675675676)","(16.0, 17.5, 16.413793103448278)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.32)"
06-01-2023 14:43:06.539864,"(4.6, 5.3, 5.140625)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3227272727272728)","(16.0, 17.5, 16.413793103448278)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.32)"
06-01-2023 14:43:07.587268,"(4.6, 5.3, 5.140625)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3227272727272728)","(16.0, 17.5, 16.375)","(14.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.32)"
06-01-2023 14:43:08.610018,"(4.6, 5.3, 5.140625)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3227272727272728)","(16.0, 17.5, 16.24418604651163)","(14.0, 24.0, 22.285714285714285)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.305555555555555)"
06-01-2023 14:43:09.682859,"(4.6, 5.3, 5.195652173913043)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3316326530612246)","(16.0, 17.5, 16.24418604651163)","(14.0, 24.0, 22.285714285714285)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.305555555555555)"
06-01-2023 14:43:10.684226,"(4.6, 5.3, 5.22258064516129)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3369565217391304)","(16.0, 17.5, 16.24418604651163)","(14.0, 24.0, 22.285714285714285)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.305555555555555)"
06-01-2023 14:43:11.687423,"(4.6, 5.3, 5.22258064516129)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3369565217391304)","(16.0, 17.5, 16.24418604651163)","(14.0, 24.0, 22.285714285714285)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.305555555555555)"
06-01-2023 14:43:12.646407,"(4.6, 5.3, 5.22258064516129)","(6.5, 13.0, 12.709677419354838)","(3.2, 3.35, 3.3369565217391304)","(16.0, 17.5, 16.3)","(14.0, 24.0, 22.285714285714285)","(8.5, 12.0, 11.941176470588236)","(3.5, 4.4, 4.302020202020202)"
06-01-2023 14:43:13.738250,"(4.6, 5.3, 5.22258064516129)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.3304347826086955)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:14.716056,"(4.6, 5.3, 5.214285714285714)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.3304347826086955)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:15.680560,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.336046511627907)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:16.625886,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.336046511627907)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:17.577964,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.336046511627907)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:18.495260,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.336046511627907)","(15.0, 17.5, 16.24418604651163)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.302020202020202)"
06-01-2023 14:43:19.703087,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.857142857142858)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.5, 4.314285714285714)"
06-01-2023 14:43:20.651429,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.857142857142858)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:21.748482,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.689655172413794)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.857142857142858)","(15.0, 24.0, 22.285714285714285)","(9.0, 12.0, 11.941176470588236)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:22.908492,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.689655172413794)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:23.876976,"(4.6, 5.3, 5.181818181818182)","(7.0, 13.0, 12.689655172413794)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:24.828176,"(4.6, 5.3, 5.166666666666666)","(7.0, 13.0, 12.709677419354838)","(3.1, 3.35, 3.3434065934065935)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:25.887082,"(4.6, 5.3, 5.114999999999999)","(7.0, 13.0, 12.571428571428571)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:26.961949,"(4.6, 5.3, 5.114999999999999)","(7.0, 13.0, 12.839285714285714)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:28.004042,"(4.6, 5.3, 5.114999999999999)","(7.0, 12.5, 12.375)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:29.038351,"(4.6, 5.3, 5.114999999999999)","(7.0, 12.5, 12.392857142857142)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:30.028870,"(4.6, 5.3, 5.114999999999999)","(7.0, 12.5, 12.392857142857142)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:30.966002,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.392857142857142)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:31.932800,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.392857142857142)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(9.0, 12.0, 11.75)","(3.5, 4.4, 4.314285714285714)"
06-01-2023 14:43:32.894076,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.306451612903226)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:33.824360,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.306451612903226)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:34.767613,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.306451612903226)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:35.761376,"(4.6, 5.3, 5.128571428571428)","(7.0, 12.5, 12.277777777777779)","(3.1, 3.35, 3.34375)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:36.801539,"(4.6, 5.3, 5.205882352941177)","(7.0, 12.5, 12.306451612903226)","(3.1, 3.35, 3.325)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:37.714321,"(4.6, 5.3, 5.205882352941177)","(7.0, 12.5, 12.306451612903226)","(3.1, 3.35, 3.30625)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.75)","(3.6, 4.4, 4.314285714285714)"
06-01-2023 14:43:38.682397,"(4.6, 5.3, 5.153846153846153)","(7.0, 12.5, 12.277777777777779)","(3.1, 3.35, 3.30625)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 21.818181818181817)","(8.5, 12.0, 11.9)","(3.6, 4.4, 4.320183486238532)"
06-01-2023 14:43:39.845947,"(4.6, 5.3, 5.212)","(7.0, 12.5, 13.166666666666666)","(3.1, 3.3, 3.2674418604651163)","(15.0, 17.5, 16.9375)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.947368421052632)","(3.6, 4.5, 4.32890625)"
06-01-2023 14:43:40.850034,"(4.6, 5.3, 5.212)","(7.0, 13.5, 13.166666666666666)","(3.1, 3.3, 3.2674418604651163)","(15.0, 17.5, 16.9375)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.947368421052632)","(3.6, 4.4, 4.331896551724138)"
06-01-2023 14:43:41.922529,"(4.6, 5.3, 5.221739130434782)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.242857142857143)","(15.0, 17.5, 16.9375)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.947368421052632)","(3.6, 4.4, 4.331896551724138)"
06-01-2023 14:43:43.176635,"(4.6, 5.3, 5.230232558139535)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.258762886597938)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.818181818181818)","(3.6, 4.4, 4.499431818181818)"
06-01-2023 14:43:44.370713,"(4.6, 5.3, 5.1875)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.258762886597938)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.0, 11.818181818181818)","(3.6, 4.5, 4.499431818181818)"
06-01-2023 14:43:45.384854,"(4.6, 5.3, 5.161538461538462)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.258762886597938)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.818181818181818)","(3.6, 4.5, 4.607692307692308)"
06-01-2023 14:43:46.411577,"(4.6, 5.3, 5.128571428571428)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.2420289855072464)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.640000000000001)"
06-01-2023 14:43:47.400846,"(4.6, 5.3, 5.109090909090909)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.2420289855072464)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.640000000000001)"
06-01-2023 14:43:48.349919,"(4.6, 5.3, 5.205882352941177)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.2375)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.58)"
06-01-2023 14:43:49.313699,"(4.6, 5.3, 5.180645161290323)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.2375)","(15.0, 17.5, 16.717391304347824)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.58)"
06-01-2023 14:43:50.312423,"(4.6, 5.3, 5.180645161290323)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.2375)","(15.0, 17.5, 16.763157894736842)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.676923076923077)"
06-01-2023 14:43:51.241483,"(4.6, 5.3, 5.159701492537313)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.234782608695652)","(15.0, 17.5, 16.763157894736842)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.676923076923077)"
06-01-2023 14:43:52.228188,"(4.6, 5.2, 5.186813186813187)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.204929577464789)","(15.0, 17.5, 16.763157894736842)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.676923076923077)"
06-01-2023 14:43:53.252925,"(4.6, 5.2, 5.174736842105263)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(15.0, 17.5, 17.214285714285715)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.0, 11.777777777777779)","(3.6, 4.7, 4.576470588235294)"
06-01-2023 14:43:54.297451,"(4.6, 5.2, 5.174736842105263)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(15.0, 17.5, 17.214285714285715)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.0, 11.9375)","(3.6, 4.7, 4.654838709677419)"
06-01-2023 14:43:55.346776,"(4.6, 5.2, 5.174736842105263)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(15.0, 17.5, 17.214285714285715)","(15.0, 24.0, 22.76923076923077)","(8.5, 12.5, 11.9375)","(3.6, 4.8, 4.736363636363636)"
06-01-2023 14:43:56.472843,"(4.6, 5.2, 5.125)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(15.0, 17.5, 16.681818181818183)","(15.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.9375)","(3.6, 4.8, 4.736363636363636)"
06-01-2023 14:43:57.558911,"(4.4, 5.2, 5.114285714285715)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.9375)","(3.6, 4.8, 4.736363636363636)"
06-01-2023 14:43:58.562842,"(4.4, 5.2, 5.114285714285715)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.9375)","(3.6, 4.8, 4.736363636363636)"
06-01-2023 14:43:59.608665,"(4.4, 5.2, 5.114285714285715)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.9375)","(3.6, 4.8, 4.736363636363636)"
06-01-2023 14:44:00.668693,"(4.4, 5.2, 5.114285714285715)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.3, 3.20625)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.055555555555555)","(3.6, 4.8, 4.7475)"
06-01-2023 14:44:01.621797,"(4.4, 5.2, 5.133720930232558)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.25, 3.2222222222222223)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.055555555555555)","(3.6, 4.8, 4.7475)"
06-01-2023 14:44:02.602071,"(4.4, 5.2, 5.133720930232558)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.25, 3.211764705882353)","(14.0, 17.5, 16.535714285714285)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.944444444444445)","(3.6, 4.8, 4.7475)"
06-01-2023 14:44:03.707316,"(4.4, 5.2, 5.133720930232558)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.25, 3.230769230769231)","(14.0, 17.5, 16.535714285714285)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 11.9)","(3.6, 4.8, 4.7475)"
06-01-2023 14:44:04.731633,"(4.4, 5.2, 5.133720930232558)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.25, 3.2045454545454546)","(14.0, 17.5, 16.535714285714285)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.0)","(3.6, 4.8, 4.7775)"
06-01-2023 14:44:05.816779,"(4.4, 5.2, 5.140625)","(7.0, 13.5, 12.954545454545455)","(3.1, 3.25, 3.225)","(14.0, 17.5, 16.535714285714285)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.0)","(3.6, 4.8, 4.7775)"
06-01-2023 14:44:06.896788,"(4.4, 5.2, 5.140625)","(7.0, 13.5, 13.0)","(3.1, 3.15, 3.083333333333333)","(14.0, 17.5, 16.535714285714285)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.0)","(3.6, 4.8, 4.7775)"
06-01-2023 14:44:07.861111,"(4.4, 5.2, 5.149107142857143)","(7.0, 13.5, 13.0)","(3.1, 3.15, 3.0826923076923074)","(14.0, 17.5, 16.681818181818183)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.0)","(3.6, 4.8, 4.7775)"
06-01-2023 14:44:08.849770,"(4.4, 5.2, 5.149107142857143)","(7.0, 13.5, 13.0)","(3.1, 3.15, 3.104838709677419)","(14.0, 17.5, 16.857142857142858)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.357142857142858)","(3.6, 4.8, 4.783018867924528)"
06-01-2023 14:44:09.921779,"(4.4, 5.2, 5.149107142857143)","(7.0, 13.5, 13.0)","(3.1, 3.15, 3.104838709677419)","(14.0, 17.5, 16.857142857142858)","(16.0, 24.0, 23.11111111111111)","(8.5, 12.5, 12.4)","(3.6, 4.8, 4.783018867924528)"
