,Whata Journey,Tracer Bullet,Vanity Bay,Baileys With Legs,Misstrepo,Chainlinc,Johnrod,Onlysbest,Allambie
07-12-2022 18:58:13.678541,"(4.8, 6.6, 6.28)","(19.0, 27.0, 25.666666666666668)","(11.0, 16.0, 15.0)","(7.5, 10.0, 9.5)","(5.0, 6.2, 5.7384615384615385)","(3.4, 4.1, 3.8)","(15.0, 26.0, 25.25)","(14.0, 22.0, 18.857142857142858)","(6.0, 9.0, 7.38)"
07-12-2022 18:58:15.109967,"(4.8, 6.4, 6.290909090909091)","(19.0, 27.0, 25.666666666666668)","(11.0, 15.5, 15.0)","(7.5, 9.8, 9.363636363636363)","(5.0, 6.2, 5.7384615384615385)","(3.4, 4.0, 3.7142857142857144)","(17.0, 26.0, 25.333333333333332)","(14.0, 22.0, 20.571428571428573)","(6.0, 9.0, 7.38)"
07-12-2022 18:58:16.566184,"(4.8, 7.0, 6.4875)","(19.0, 27.0, 25.714285714285715)","(11.0, 15.5, 14.25)","(7.5, 11.0, 9.416666666666666)","(5.0, 6.2, 5.7384615384615385)","(3.4, 4.0, 3.7)","(17.0, 30.0, 25.666666666666668)","(14.0, 22.0, 19.0)","(6.0, 9.0, 7.5)"
07-12-2022 18:58:17.935510,"(4.8, 6.8, 6.4875)","(19.0, 27.0, 25.714285714285715)","(11.0, 15.5, 14.38888888888889)","(7.5, 10.5, 9.77142857142857)","(5.0, 6.2, 5.690909090909091)","(3.4, 3.95, 3.81875)","(17.0, 29.0, 26.0)","(14.0, 22.0, 20.8)","(6.0, 9.0, 7.842857142857143)"
07-12-2022 18:58:19.300796,"(4.8, 6.6, 6.35)","(19.0, 27.0, 28.74137931034483)","(11.0, 15.5, 14.214285714285714)","(7.5, 10.0, 9.85)","(5.0, 6.2, 5.769230769230769)","(3.4, 3.85, 3.81875)","(17.0, 28.0, 25.363636363636363)","(14.0, 22.0, 22.153846153846153)","(6.0, 9.0, 8.1)"
07-12-2022 18:58:20.711207,"(4.8, 6.8, 6.2681818181818185)","(19.0, 29.0, 28.803571428571427)","(11.0, 16.0, 14.181818181818182)","(7.5, 10.5, 9.896)","(5.0, 6.2, 5.616666666666667)","(3.4, 3.85, 3.8000000000000003)","(17.0, 29.0, 25.5)","(14.0, 23.0, 21.333333333333332)","(6.0, 9.0, 8.0)"
07-12-2022 18:58:22.080083,"(4.8, 7.0, 6.1875)","(19.0, 29.0, 28.794871794871796)","(11.0, 16.0, 14.5)","(7.5, 11.0, 10.071428571428571)","(5.0, 6.2, 5.8)","(3.4, 3.85, 3.826923076923077)","(17.0, 28.0, 25.5)","(14.0, 23.0, 21.684210526315788)","(6.0, 8.8, 7.8)"
07-12-2022 18:58:23.477717,"(4.8, 6.8, 6.369230769230769)","(21.0, 29.0, 28.794871794871796)","(11.0, 15.5, 14.75)","(7.5, 10.5, 10.46774193548387)","(5.0, 6.0, 5.7)","(3.4, 3.85, 3.8291666666666666)","(18.0, 28.0, 25.5)","(15.0, 23.0, 20.5)","(6.0, 8.8, 7.636363636363636)"
07-12-2022 18:58:24.814763,"(4.8, 6.8, 6.533333333333333)","(21.0, 29.0, 28.794871794871796)","(11.0, 15.5, 14.75)","(7.5, 10.5, 10.46551724137931)","(5.0, 6.2, 5.584615384615385)","(3.4, 3.85, 3.888)","(18.0, 28.0, 25.5)","(15.0, 23.0, 21.26923076923077)","(6.0, 8.0, 7.636363636363636)"
07-12-2022 18:58:26.225639,"(4.8, 6.8, 6.533333333333333)","(21.0, 29.0, 28.794871794871796)","(11.0, 15.5, 14.75)","(7.5, 10.5, 10.25)","(5.0, 6.2, 5.5636363636363635)","(3.4, 4.0, 3.91)","(18.0, 28.0, 28.68)","(15.0, 23.0, 21.392857142857142)","(6.0, 8.0, 7.692307692307692)"
07-12-2022 18:58:27.677055,"(4.8, 6.6, 6.3500000000000005)","(21.0, 29.0, 28.89189189189189)","(11.0, 15.5, 14.428571428571429)","(7.5, 10.5, 10.142857142857142)","(5.0, 6.0, 5.6571428571428575)","(3.4, 3.95, 3.9214285714285717)","(18.0, 29.0, 28.724137931034484)","(15.0, 23.0, 21.392857142857142)","(6.0, 8.0, 7.692307692307692)"
07-12-2022 18:58:29.065798,"(4.8, 7.0, 6.304347826086957)","(21.0, 29.0, 28.89189189189189)","(11.0, 15.5, 14.6)","(7.5, 10.5, 10.25)","(5.0, 6.0, 5.6571428571428575)","(3.4, 3.95, 3.9203703703703705)","(18.0, 29.0, 28.973684210526315)","(15.0, 23.0, 19.181818181818183)","(6.0, 8.0, 7.666666666666666)"
07-12-2022 18:58:30.442889,"(4.8, 7.0, 6.130434782608695)","(21.0, 29.0, 28.89189189189189)","(11.0, 15.5, 14.6)","(7.5, 10.5, 10.25)","(5.0, 6.0, 5.6571428571428575)","(3.4, 3.95, 3.9203703703703705)","(19.0, 30.0, 28.973684210526315)","(15.0, 21.0, 19.5)","(6.0, 8.0, 7.6499999999999995)"
07-12-2022 18:58:31.777301,"(4.8, 7.0, 6.428571428571429)","(21.0, 29.0, 28.90909090909091)","(11.0, 15.5, 15.0)","(7.5, 10.5, 10.65625)","(5.0, 6.0, 5.4375)","(3.4, 3.95, 3.886)","(19.0, 30.0, 29.272727272727273)","(15.0, 21.0, 20.0)","(6.0, 8.0, 7.672727272727273)"
07-12-2022 18:58:33.122692,"(4.8, 6.6, 6.257142857142857)","(21.0, 29.0, 28.90909090909091)","(11.0, 15.5, 15.0)","(7.5, 11.5, 10.65625)","(5.0, 5.6, 5.7)","(3.4, 3.95, 3.7750000000000004)","(19.0, 30.0, 28.22222222222222)","(15.0, 21.0, 20.0)","(6.0, 8.0, 6.96)"
07-12-2022 18:58:34.488060,"(4.8, 6.6, 6.222222222222222)","(21.0, 29.0, 28.90909090909091)","(11.0, 15.5, 14.461538461538462)","(7.5, 11.5, 10.75)","(5.0, 6.0, 5.75)","(3.4, 3.95, 3.8166666666666664)","(19.0, 30.0, 28.22222222222222)","(15.0, 21.0, 21.25)","(6.0, 7.6, 6.676923076923076)"
07-12-2022 18:58:35.779148,"(4.8, 7.0, 6.5)","(21.0, 29.0, 28.980392156862745)","(11.0, 16.0, 15.125)","(7.5, 11.5, 11.05)","(5.0, 6.0, 5.82)","(3.4, 3.9, 3.7285714285714286)","(19.0, 30.0, 28.22222222222222)","(15.0, 23.0, 21.653846153846153)","(6.0, 7.6, 7.057142857142857)"
07-12-2022 18:58:37.012976,"(4.8, 6.8, 6.3428571428571425)","(21.0, 29.0, 28.980392156862745)","(11.0, 15.5, 15.125)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.75)","(3.4, 3.9, 3.6173076923076923)","(19.0, 30.0, 28.22222222222222)","(15.0, 23.0, 20.5)","(6.0, 7.4, 7.057142857142857)"
07-12-2022 18:58:38.250506,"(4.8, 7.0, 6.4)","(21.0, 29.0, 28.980392156862745)","(11.0, 15.5, 15.125)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.76)","(3.4, 3.75, 3.6999999999999997)","(19.0, 30.0, 28.22222222222222)","(15.0, 23.0, 20.428571428571427)","(6.0, 7.4, 7.057142857142857)"
07-12-2022 18:58:39.526075,"(4.8, 6.8, 6.4)","(21.0, 29.0, 28.980392156862745)","(11.0, 15.5, 14.461538461538462)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.7)","(3.4, 3.8, 3.8649999999999998)","(19.0, 30.0, 28.22222222222222)","(15.0, 23.0, 20.428571428571427)","(6.0, 7.4, 7.0)"
07-12-2022 18:58:40.850072,"(4.8, 6.8, 6.457142857142857)","(21.0, 29.0, 29.83177570093458)","(11.0, 16.0, 15.125)","(7.5, 11.5, 10.84375)","(5.0, 6.0, 5.7)","(3.4, 3.9, 3.8222222222222224)","(19.0, 30.0, 28.76923076923077)","(15.0, 23.0, 21.25)","(6.0, 7.6, 7.16)"
07-12-2022 18:58:42.159514,"(4.8, 6.8, 6.266666666666667)","(21.0, 30.0, 29.83177570093458)","(11.0, 15.5, 15.125)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.7)","(3.4, 4.0, 3.8222222222222224)","(19.0, 30.0, 28.76923076923077)","(15.0, 23.0, 22.3)","(6.0, 7.4, 7.16)"
07-12-2022 18:58:43.577796,"(4.8, 6.8, 6.2)","(21.0, 30.0, 29.83177570093458)","(11.0, 15.5, 15.125)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.7)","(3.4, 4.0, 3.816666666666667)","(19.0, 30.0, 28.76923076923077)","(15.0, 23.0, 22.3)","(6.0, 7.4, 7.16)"
07-12-2022 18:58:45.125934,"(4.8, 6.8, 6.523076923076923)","(21.0, 30.0, 29.83177570093458)","(11.0, 15.5, 15.125)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.82)","(3.4, 3.95, 3.816666666666667)","(19.0, 30.0, 28.76923076923077)","(15.0, 23.0, 22.3)","(6.0, 7.4, 7.16)"
07-12-2022 18:58:46.689724,"(4.8, 6.8, 6.523076923076923)","(21.0, 30.0, 29.83177570093458)","(11.0, 15.5, 14.461538461538462)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.75)","(3.4, 3.85, 3.79)","(19.0, 30.0, 31.88235294117647)","(15.0, 23.0, 21.0)","(6.0, 7.4, 7.16)"
07-12-2022 18:58:48.183625,"(4.8, 6.8, 6.523076923076923)","(21.0, 30.0, 29.830188679245282)","(11.0, 16.0, 14.461538461538462)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.7)","(3.3, 3.85, 3.7346153846153847)","(19.0, 32.0, 32.705882352941174)","(15.0, 23.0, 22.3)","(6.0, 7.4, 6.96)"
07-12-2022 18:58:49.724704,"(4.8, 6.8, 6.35)","(21.0, 30.0, 29.825242718446603)","(11.0, 15.0, 14.461538461538462)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.7)","(3.3, 3.85, 3.7346153846153847)","(19.0, 34.0, 32.74285714285714)","(15.0, 23.0, 22.3)","(6.0, 7.6, 6.96)"
07-12-2022 18:58:51.113838,"(4.8, 6.8, 6.35)","(21.0, 30.0, 28.8)","(11.0, 15.0, 14.461538461538462)","(7.5, 11.5, 11.125)","(5.0, 6.0, 5.82)","(3.3, 3.85, 3.7346153846153847)","(19.0, 34.0, 32.74285714285714)","(15.0, 23.0, 22.3)","(6.0, 7.6, 6.96)"
07-12-2022 18:58:52.813732,"(4.8, 6.8, 6.421052631578947)","(21.0, 30.0, 28.8)","(11.0, 15.0, 13.916666666666666)","(7.5, 11.5, 11.636363636363637)","(5.0, 6.0, 5.7)","(3.3, 3.85, 3.75625)","(19.0, 34.0, 32.8235294117647)","(15.0, 23.0, 21.653846153846153)","(6.0, 7.6, 6.676923076923076)"
07-12-2022 18:58:54.275640,"(4.8, 6.8, 6.421052631578947)","(21.0, 30.0, 28.8)","(11.0, 14.0, 13.916666666666666)","(7.5, 12.0, 11.636363636363637)","(5.0, 6.0, 5.7)","(3.3, 3.85, 3.75625)","(20.0, 34.0, 32.8235294117647)","(15.0, 23.0, 20.5)","(6.0, 7.6, 6.676923076923076)"
07-12-2022 18:58:55.701642,"(4.8, 6.8, 6.414285714285715)","(21.0, 30.0, 28.8)","(11.0, 14.0, 13.916666666666666)","(7.5, 12.0, 11.636363636363637)","(5.0, 6.0, 5.8)","(3.3, 3.85, 3.7363636363636363)","(20.0, 34.0, 32.8235294117647)","(15.0, 23.0, 22.3)","(6.0, 7.6, 6.676923076923076)"
07-12-2022 18:58:57.193307,"(4.8, 6.8, 5.8999999999999995)","(21.0, 30.0, 28.8)","(11.0, 14.0, 13.916666666666666)","(7.5, 12.0, 11.636363636363637)","(5.0, 6.0, 5.8)","(3.3, 3.85, 3.75)","(20.0, 34.0, 32.8235294117647)","(15.0, 23.0, 22.3)","(6.0, 7.6, 6.683333333333333)"
07-12-2022 18:58:58.738695,"(4.8, 6.8, 6.0)","(21.0, 30.0, 29.142857142857142)","(11.0, 14.0, 13.916666666666666)","(7.5, 12.0, 11.227272727272727)","(5.0, 6.0, 5.5636363636363635)","(3.3, 3.9, 3.9)","(20.0, 34.0, 32.8235294117647)","(15.0, 23.0, 18.142857142857142)","(6.0, 7.6, 6.866666666666666)"
07-12-2022 18:59:00.131195,"(4.8, 6.2, 6.08)","(21.0, 30.0, 28.8)","(11.0, 14.0, 13.916666666666666)","(7.5, 11.5, 11.227272727272727)","(5.0, 6.2, 5.5875)","(3.3, 4.0, 3.94)","(20.0, 34.0, 32.8235294117647)","(15.0, 19.5, 18.142857142857142)","(6.0, 7.4, 7.16)"
07-12-2022 18:59:01.410506,"(4.8, 6.2, 6.08)","(21.0, 30.0, 28.8)","(11.0, 14.0, 13.944444444444445)","(7.5, 11.5, 11.3125)","(5.0, 6.2, 5.791666666666667)","(3.3, 4.0, 3.9423076923076925)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.075)","(6.0, 7.4, 7.32)"
07-12-2022 18:59:02.738628,"(4.8, 6.2, 6.133333333333334)","(21.0, 30.0, 28.8)","(11.0, 14.0, 14.0)","(7.5, 11.5, 11.3125)","(5.0, 6.2, 5.85)","(3.3, 4.0, 3.9166666666666665)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.075)","(6.0, 7.4, 7.3500000000000005)"
07-12-2022 18:59:04.208261,"(4.8, 6.2, 6.130769230769231)","(21.0, 30.0, 28.88888888888889)","(11.0, 15.0, 13.96875)","(7.5, 11.5, 11.647058823529411)","(5.0, 6.2, 5.793548387096774)","(3.3, 4.0, 3.8807692307692307)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.075)","(6.0, 7.4, 7.219047619047619)"
07-12-2022 18:59:05.499331,"(4.8, 6.2, 6.130769230769231)","(21.0, 30.0, 28.8)","(11.0, 15.0, 13.9)","(7.5, 12.0, 11.4)","(5.0, 6.2, 5.936842105263158)","(3.3, 3.95, 3.6625)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.76923076923077)","(6.0, 7.6, 7.08)"
07-12-2022 18:59:06.748691,"(4.8, 6.6, 6.292)","(21.0, 30.0, 28.90909090909091)","(11.0, 15.0, 14.029411764705882)","(7.5, 12.0, 11.052631578947368)","(5.0, 6.2, 6.026086956521739)","(3.3, 3.95, 3.6714285714285717)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.26086956521739)","(6.0, 7.6, 7.359999999999999)"
07-12-2022 18:59:08.068598,"(4.8, 6.6, 6.3130434782608695)","(21.0, 30.0, 28.90909090909091)","(11.0, 15.0, 14.029411764705882)","(7.5, 12.0, 11.428571428571429)","(5.0, 6.2, 6.026086956521739)","(3.3, 3.7, 3.7555555555555555)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.26086956521739)","(6.0, 7.6, 7.359999999999999)"
07-12-2022 18:59:09.465586,"(4.8, 6.6, 6.346153846153846)","(21.0, 30.0, 29.0)","(11.0, 15.0, 14.083333333333334)","(7.5, 12.0, 11.3125)","(5.0, 6.2, 6.026086956521739)","(3.3, 3.8, 3.684375)","(20.0, 34.0, 33.07692307692308)","(15.0, 19.5, 18.444444444444443)","(6.0, 7.6, 7.375)"
07-12-2022 18:59:10.878840,"(4.8, 6.6, 6.092307692307692)","(21.0, 30.0, 29.0)","(11.0, 15.0, 14.083333333333334)","(7.5, 12.5, 11.1)","(5.0, 6.2, 6.026086956521739)","(3.3, 3.75, 3.7227272727272727)","(20.0, 34.0, 31.904761904761905)","(15.0, 19.5, 18.444444444444443)","(6.0, 7.6, 7.375)"
07-12-2022 18:59:12.248018,"(4.8, 6.6, 6.022857142857143)","(21.0, 30.0, 29.0)","(11.0, 15.0, 13.25)","(7.5, 12.5, 11.282608695652174)","(5.0, 6.2, 6.026086956521739)","(3.3, 3.75, 3.726923076923077)","(20.0, 32.0, 31.904761904761905)","(15.0, 19.5, 18.444444444444443)","(6.0, 7.6, 7.375)"
07-12-2022 18:59:13.595100,"(4.8, 6.4, 5.928571428571429)","(21.0, 30.0, 29.0)","(11.0, 13.5, 14.54)","(7.5, 12.5, 11.333333333333334)","(5.0, 6.2, 6.0600000000000005)","(3.3, 3.75, 3.735)","(20.0, 32.0, 33.07692307692308)","(15.0, 19.5, 18.36)","(6.0, 7.6, 7.42)"
07-12-2022 18:59:14.902034,"(4.8, 6.2, 6.008)","(21.0, 30.0, 28.833333333333332)","(11.0, 15.5, 14.78)","(7.5, 12.0, 11.733333333333333)","(5.0, 6.2, 6.140000000000001)","(3.3, 3.75, 3.7423076923076923)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.636363636363637)","(6.0, 7.6, 7.466666666666667)"
07-12-2022 18:59:16.153777,"(4.8, 5.8, 5.714285714285714)","(21.0, 32.0, 30.352941176470587)","(11.0, 15.5, 14.78)","(7.5, 12.5, 11.75925925925926)","(5.0, 6.2, 6.140000000000001)","(3.3, 3.8, 3.760344827586207)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.595238095238095)","(6.0, 7.6, 7.466666666666667)"
07-12-2022 18:59:17.418288,"(4.8, 5.8, 5.628571428571428)","(21.0, 32.0, 30.133333333333333)","(11.0, 15.5, 14.78)","(7.5, 12.5, 11.75925925925926)","(5.0, 6.2, 6.140000000000001)","(3.3, 3.85, 3.783333333333333)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.633333333333333)","(6.0, 7.6, 7.476923076923077)"
07-12-2022 18:59:18.688491,"(4.8, 5.8, 5.628571428571428)","(21.0, 32.0, 29.333333333333332)","(11.0, 15.5, 14.78)","(7.5, 12.5, 11.75925925925926)","(5.0, 6.2, 6.140000000000001)","(3.3, 3.85, 3.759090909090909)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.633333333333333)","(6.0, 7.6, 7.476923076923077)"
07-12-2022 18:59:20.326266,"(4.8, 5.8, 5.5473684210526315)","(21.0, 32.0, 30.875)","(11.0, 15.5, 13.923076923076923)","(7.5, 12.5, 11.919354838709678)","(5.0, 6.2, 5.94)","(3.3, 3.8, 3.836206896551724)","(20.0, 34.0, 32.285714285714285)","(15.0, 19.5, 18.633333333333333)","(6.0, 7.4, 7.316666666666667)"
07-12-2022 18:59:21.697987,"(4.8, 5.6, 5.5473684210526315)","(21.0, 32.0, 30.875)","(11.0, 14.0, 14.657894736842106)","(7.5, 12.5, 11.833333333333334)","(5.0, 6.2, 5.985714285714286)","(3.3, 3.95, 3.7333333333333334)","(20.0, 34.0, 32.714285714285715)","(15.0, 19.5, 19.136363636363637)","(6.0, 7.4, 7.404999999999999)"
07-12-2022 18:59:23.238460,"(4.6, 6.0, 5.7)","(21.0, 32.0, 30.875)","(11.0, 15.5, 14.5)","(7.5, 12.5, 11.833333333333334)","(5.0, 6.2, 5.94)","(3.3, 3.95, 3.708823529411765)","(20.0, 42.0, 38.4)","(15.0, 19.5, 19.136363636363637)","(6.0, 7.6, 7.333333333333333)"
07-12-2022 18:59:24.583031,"(4.6, 6.0, 5.7)","(21.0, 32.0, 30.875)","(11.0, 15.5, 14.5)","(7.5, 12.5, 11.833333333333334)","(5.0, 6.2, 6.1000000000000005)","(3.3, 3.95, 3.786363636363636)","(20.0, 40.0, 38.857142857142854)","(15.0, 19.5, 18.227272727272727)","(6.0, 7.6, 7.131707317073171)"
07-12-2022 18:59:25.987322,"(4.6, 6.0, 5.7)","(21.0, 32.0, 30.476190476190474)","(11.0, 15.5, 14.868421052631579)","(7.5, 12.5, 11.954545454545455)","(5.0, 6.2, 6.1000000000000005)","(3.3, 3.9, 3.7464285714285714)","(20.0, 40.0, 38.0)","(15.0, 18.5, 18.227272727272727)","(6.0, 7.6, 6.9904761904761905)"
07-12-2022 18:59:27.386775,"(4.6, 6.0, 5.642857142857143)","(21.0, 32.0, 28.6)","(11.0, 15.5, 14.970588235294118)","(7.5, 12.5, 11.978260869565217)","(5.0, 6.2, 6.084615384615385)","(3.3, 3.8, 3.753125)","(20.0, 40.0, 34.8421052631579)","(15.0, 18.5, 18.15)","(6.0, 7.6, 6.861538461538461)"
07-12-2022 18:59:28.713590,"(4.6, 6.2, 5.790909090909091)","(21.0, 30.0, 28.6)","(11.0, 15.5, 14.807692307692308)","(7.5, 12.5, 11.978260869565217)","(5.0, 6.2, 6.084615384615385)","(3.3, 3.8, 3.7333333333333334)","(20.0, 42.0, 34.8421052631579)","(15.0, 18.5, 18.363636363636363)","(6.0, 7.2, 6.692307692307692)"
07-12-2022 18:59:30.014645,"(4.6, 6.2, 5.748387096774194)","(21.0, 30.0, 28.25)","(11.0, 15.5, 14.681818181818182)","(7.5, 12.5, 11.722222222222221)","(5.0, 6.2, 6.164285714285715)","(3.3, 3.8, 3.76)","(20.0, 42.0, 34.8421052631579)","(15.0, 18.5, 18.363636363636363)","(6.0, 7.2, 6.7875)"
07-12-2022 18:59:31.272347,"(4.6, 6.2, 5.98)","(21.0, 30.0, 28.444444444444443)","(11.0, 15.5, 14.954545454545455)","(7.5, 12.5, 11.8)","(5.0, 6.2, 6.113513513513514)","(3.3, 3.8, 3.7636363636363637)","(20.0, 42.0, 35.6)","(15.0, 18.5, 18.954545454545453)","(6.0, 7.2, 7.127272727272727)"
07-12-2022 18:59:32.568669,"(4.6, 6.2, 5.9)","(21.0, 30.0, 28.833333333333332)","(11.0, 15.5, 14.833333333333334)","(7.5, 12.5, 11.863636363636363)","(5.0, 6.2, 5.953846153846154)","(3.3, 3.8, 3.76)","(20.0, 42.0, 34.888888888888886)","(15.0, 19.5, 18.794117647058822)","(6.0, 7.2, 7.263636363636364)"
07-12-2022 18:59:33.862749,"(4.6, 6.2, 5.967741935483871)","(21.0, 30.0, 28.833333333333332)","(11.0, 15.5, 14.833333333333334)","(7.5, 12.5, 11.863636363636363)","(5.0, 6.2, 5.909090909090909)","(3.3, 3.8, 3.76)","(20.0, 42.0, 34.8421052631579)","(15.0, 19.5, 18.794117647058822)","(6.0, 7.4, 7.263636363636364)"
07-12-2022 18:59:35.153078,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 14.214285714285714)","(7.5, 12.5, 11.863636363636363)","(5.0, 6.2, 5.95)","(3.3, 3.8, 3.7620689655172415)","(20.0, 42.0, 34.8421052631579)","(15.0, 19.5, 18.928571428571427)","(6.0, 7.4, 7.127272727272727)"
07-12-2022 18:59:36.426302,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 14.3)","(7.5, 12.5, 11.625)","(5.0, 6.2, 6.057142857142857)","(3.3, 3.8, 3.840625)","(20.0, 42.0, 36.8)","(15.0, 19.5, 18.928571428571427)","(6.0, 7.4, 7.127272727272727)"
07-12-2022 18:59:37.754501,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 14.166666666666666)","(7.5, 12.5, 11.775862068965518)","(5.0, 6.2, 6.057142857142857)","(3.3, 3.95, 3.8652777777777776)","(20.0, 40.0, 36.8)","(15.0, 19.5, 19.147058823529413)","(6.0, 7.4, 7.2125)"
07-12-2022 18:59:38.962889,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 14.166666666666666)","(7.5, 12.5, 11.868421052631579)","(5.0, 6.2, 5.885714285714285)","(3.3, 3.9, 3.7794117647058827)","(20.0, 40.0, 37.81818181818182)","(15.0, 19.5, 18.833333333333332)","(6.0, 7.4, 7.223529411764706)"
07-12-2022 18:59:40.584237,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 14.0)","(7.5, 12.5, 11.916666666666666)","(5.0, 6.2, 6.0)","(3.3, 3.85, 3.7576923076923077)","(21.0, 40.0, 38.666666666666664)","(15.0, 19.5, 18.576923076923077)","(6.0, 7.4, 7.032258064516129)"
07-12-2022 18:59:41.942659,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.76923076923077)","(11.0, 15.5, 13.869565217391305)","(7.5, 12.0, 11.916666666666666)","(5.0, 6.2, 5.955555555555556)","(3.3, 3.85, 3.732142857142857)","(21.0, 40.0, 38.666666666666664)","(15.0, 19.5, 18.375)","(6.0, 7.4, 7.172972972972973)"
07-12-2022 18:59:43.301303,"(4.6, 6.0, 5.859999999999999)","(21.0, 30.0, 28.933333333333334)","(11.0, 15.5, 14.25)","(7.5, 12.0, 11.75)","(5.0, 6.2, 6.157894736842105)","(3.3, 3.85, 3.703333333333333)","(21.0, 40.0, 38.666666666666664)","(15.0, 19.5, 18.621951219512194)","(6.0, 7.4, 7.068085106382979)"
07-12-2022 18:59:44.778745,"(4.6, 6.2, 6.138461538461539)","(21.0, 30.0, 28.933333333333334)","(11.0, 15.5, 14.25)","(7.5, 12.0, 11.857142857142858)","(5.0, 6.2, 6.127272727272727)","(3.3, 3.85, 3.8125)","(21.0, 40.0, 38.666666666666664)","(15.0, 19.5, 18.607142857142858)","(6.0, 7.4, 7.0285714285714285)"
07-12-2022 18:59:46.214588,"(4.6, 6.2, 6.153846153846154)","(21.0, 30.0, 29.2)","(11.0, 15.5, 14.1875)","(7.5, 12.0, 11.90909090909091)","(5.0, 6.2, 6.154285714285715)","(3.3, 3.85, 3.772727272727273)","(21.0, 40.0, 37.23076923076923)","(15.0, 19.5, 18.513157894736842)","(6.0, 7.2, 6.955555555555556)"
07-12-2022 18:59:47.633963,"(4.6, 6.2, 6.1647058823529415)","(21.0, 30.0, 29.2)","(11.0, 15.5, 13.441176470588236)","(7.5, 12.5, 12.11)","(5.0, 6.2, 6.247826086956522)","(3.3, 3.9, 3.7800000000000002)","(21.0, 40.0, 36.72727272727273)","(15.0, 19.5, 18.4390243902439)","(6.0, 7.2, 6.885714285714285)"
07-12-2022 18:59:49.091088,"(4.6, 6.2, 6.1647058823529415)","(21.0, 30.0, 29.157894736842106)","(11.0, 15.5, 13.340909090909092)","(7.5, 12.5, 12.088235294117647)","(5.0, 6.4, 6.174193548387097)","(3.3, 3.9, 3.7705882352941176)","(21.0, 40.0, 31.0)","(15.0, 19.5, 18.4390243902439)","(6.0, 7.2, 6.885714285714285)"
07-12-2022 18:59:50.624704,"(4.6, 6.2, 6.18)","(21.0, 30.0, 29.11111111111111)","(11.0, 15.5, 13.75)","(7.5, 12.5, 12.2)","(5.0, 6.4, 6.300000000000001)","(3.3, 3.85, 3.7525)","(21.0, 40.0, 30.0)","(15.0, 19.5, 18.56451612903226)","(6.0, 7.2, 6.885714285714285)"
07-12-2022 18:59:51.946452,"(4.6, 6.2, 6.18)","(21.0, 30.0, 29.2)","(11.0, 15.5, 14.125)","(7.5, 12.5, 12.2)","(5.0, 6.4, 6.791666666666666)","(3.3, 3.85, 3.7525)","(21.0, 38.0, 29.25)","(15.0, 19.5, 18.574074074074073)","(6.0, 7.2, 6.576470588235294)"
07-12-2022 18:59:53.294328,"(4.6, 6.4, 6.242105263157895)","(21.0, 30.0, 29.2)","(11.0, 14.5, 13.5)","(7.5, 12.5, 12.36)","(5.0, 6.8, 6.777777777777778)","(3.3, 3.85, 3.829032258064516)","(21.0, 38.0, 32.75)","(15.0, 19.5, 18.025641025641026)","(6.0, 6.6, 6.248648648648649)"
07-12-2022 18:59:54.762675,"(4.6, 6.4, 6.287323943661972)","(21.0, 28.0, 27.54140127388535)","(11.0, 14.5, 13.346153846153847)","(7.5, 12.5, 12.295454545454545)","(5.0, 6.8, 6.784)","(3.3, 3.95, 3.854761904761905)","(21.0, 38.0, 33.15384615384615)","(15.0, 18.5, 17.695652173913043)","(6.0, 6.8, 6.3)"
