,Solar Space,Infiltrate,Bald Head Sally,Turbo Tuxedo,Slingshot Marley,Oscar Ruth,Snowys Lad,Slingshot Puzzle
11-01-2023 16:16:52.881255,"(6.5, 7.6, 7.336842105263157)","(6.0, 11.5, 10.715384615384616)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 18.5, 18.416666666666668)","(2.0, 2.26, 2.185)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:53.999295,"(6.5, 7.6, 7.336842105263157)","(6.0, 11.5, 10.807692307692308)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 18.5, 18.416666666666668)","(2.0, 2.26, 2.185)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:54.974774,"(6.5, 7.6, 7.336842105263157)","(6.0, 11.5, 10.807692307692308)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 18.5, 19.6875)","(2.0, 2.26, 2.217142857142857)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:56.298364,"(6.5, 7.6, 7.336842105263157)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 21.0, 18.8125)","(2.0, 2.26, 2.217142857142857)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:57.415164,"(6.5, 7.6, 7.336842105263157)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:58.496330,"(6.5, 7.6, 7.236363636363636)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 18.666666666666668)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:59.597200,"(6.5, 7.6, 7.3999999999999995)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 18.666666666666668)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:17:00.736874,"(6.5, 7.6, 7.3999999999999995)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 18.666666666666668)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:17:01.875791,"(6.5, 7.6, 7.3999999999999995)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 18.071428571428573)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:17:02.909315,"(6.5, 7.6, 7.2)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:17:03.876465,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 19.5, 20.5625)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 47.0)"
11-01-2023 16:17:04.972635,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 320.0)","(5.5, 21.0, 20.5625)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 47.0)"
11-01-2023 16:17:06.045119,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 21.0, 19.923076923076923)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 59.5)"
11-01-2023 16:17:07.165567,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 19.923076923076923)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 70.0, 57.55555555555556)"
11-01-2023 16:17:08.237626,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 19.81818181818182)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 70.0, 51.333333333333336)"
11-01-2023 16:17:09.330751,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.285714285714285)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 70.0, 49.77777777777778)"
11-01-2023 16:17:10.403939,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.375)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 70.0, 49.77777777777778)"
11-01-2023 16:17:11.517129,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 416.6666666666667)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 70.0, 57.0)"
11-01-2023 16:17:12.602465,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 51.0)"
11-01-2023 16:17:13.619770,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2333333333333334)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:14.608662,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 46.09090909090909)"
11-01-2023 16:17:15.601156,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.3)","(4.2, 5.1, 5.047826086956522)","(91.0, 470.0, 315.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 46.09090909090909)"
11-01-2023 16:17:16.573778,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 10.3)","(4.2, 5.1, 4.875)","(91.0, 470.0, 416.6666666666667)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:17.521286,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.5, 9.947826086956523)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 416.6666666666667)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:18.454387,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.0, 10.066666666666666)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 416.6666666666667)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:19.511520,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.0, 10.1)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 434.44444444444446)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:20.645791,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.0, 10.25)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 434.44444444444446)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 48.0)"
11-01-2023 16:17:21.770477,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.0, 10.25)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 400.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 47.0)"
11-01-2023 16:17:22.885121,"(6.5, 7.6, 7.449999999999999)","(6.0, 11.0, 10.25)","(4.2, 5.1, 5.036842105263157)","(91.0, 470.0, 435.0)","(5.5, 22.0, 20.46153846153846)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 47.0)"
11-01-2023 16:17:24.339035,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 22.0, 19.391304347826086)","(2.0, 2.26, 2.2275675675675672)","(31.0, 38.0, 36.54545454545455)","(31.0, 60.0, 47.294117647058826)"
11-01-2023 16:17:25.423096,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 22.0, 19.391304347826086)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 60.0, 47.294117647058826)"
11-01-2023 16:17:26.564718,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.942424242424242)","(91.0, 470.0, 438.8888888888889)","(5.5, 22.0, 19.391304347826086)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 60.0, 47.294117647058826)"
11-01-2023 16:17:27.657397,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.942424242424242)","(91.0, 470.0, 438.8888888888889)","(5.5, 22.0, 19.391304347826086)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 60.0, 47.294117647058826)"
11-01-2023 16:17:29.059832,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 22.0, 20.0)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 60.0, 48.42857142857143)"
11-01-2023 16:17:30.206060,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 335.0)","(5.5, 21.0, 20.0)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 60.0, 49.22222222222222)"
11-01-2023 16:17:31.316675,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 480.0, 438.8888888888889)","(5.5, 21.0, 19.09090909090909)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 55.0, 46.333333333333336)"
11-01-2023 16:17:32.458898,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 21.0, 19.09090909090909)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 55.0, 47.416666666666664)"
11-01-2023 16:17:33.580933,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 18.5, 19.75)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 55.0, 47.416666666666664)"
11-01-2023 16:17:34.579026,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.75)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 55.0, 47.416666666666664)"
11-01-2023 16:17:35.660459,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.6)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.5)","(31.0, 55.0, 47.416666666666664)"
11-01-2023 16:17:36.799517,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 18.533333333333335)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 55.0, 43.21212121212121)"
11-01-2023 16:17:37.817562,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 18.533333333333335)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 43.333333333333336)"
11-01-2023 16:17:38.863105,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 18.533333333333335)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 43.142857142857146)"
11-01-2023 16:17:39.878614,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 18.533333333333335)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 43.142857142857146)"
11-01-2023 16:17:40.960017,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 18.533333333333335)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 43.142857142857146)"
11-01-2023 16:17:42.151349,"(6.5, 7.6, 7.533333333333333)","(6.0, 11.0, 9.5)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.076923076923077)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 43.142857142857146)"
11-01-2023 16:17:43.236257,"(6.5, 7.6, 7.533333333333333)","(6.0, 10.5, 9.583333333333334)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.076923076923077)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:44.254044,"(6.5, 7.6, 7.533333333333333)","(6.0, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.076923076923077)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:45.315588,"(6.5, 7.6, 7.533333333333333)","(6.0, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(5.5, 20.0, 19.076923076923077)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:46.696361,"(6.5, 7.6, 7.533333333333333)","(6.0, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 335.0)","(5.5, 20.0, 19.076923076923077)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:47.699967,"(6.5, 7.6, 7.533333333333333)","(6.0, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 480.0, 335.0)","(5.5, 20.0, 18.8)","(2.0, 2.26, 2.234468085106383)","(31.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:48.758333,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:50.177566,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.888888888888886)"
11-01-2023 16:17:51.430404,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 18.8)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.38095238095238)"
11-01-2023 16:17:52.609694,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:53.745829,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:55.017318,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:56.202128,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 438.8888888888889)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:57.361856,"(6.5, 7.6, 7.533333333333333)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 396.0)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:58.540181,"(6.5, 7.6, 7.529411764705882)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 450.0, 396.0)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 42.19512195121951)"
11-01-2023 16:17:59.798361,"(6.5, 7.6, 7.529411764705882)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 450.0, 274.54545454545456)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 50.0, 40.68571428571428)"
11-01-2023 16:18:01.066605,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 440.0, 380.0)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.53333333333333)"
11-01-2023 16:18:02.277898,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 430.0, 246.66666666666669)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:03.396766,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 430.0, 380.0)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:04.530751,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 410.0, 364.0)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:05.795974,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 410.0, 364.0)","(6.5, 20.0, 19.294117647058822)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:07.219430,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 410.0, 256.6666666666667)","(6.5, 20.0, 19.076923076923077)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:08.592385,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 410.0, 348.0)","(6.5, 20.0, 19.142857142857142)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:09.817089,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 390.0, 320.0)","(6.5, 20.0, 19.0)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:10.963855,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 390.0, 320.0)","(6.5, 20.0, 18.22222222222222)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:12.155597,"(6.5, 7.6, 7.55)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 370.0, 315.0)","(6.5, 20.0, 18.22222222222222)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:13.367923,"(6.5, 7.6, 7.564705882352941)","(6.5, 10.5, 9.46875)","(4.2, 5.1, 4.966666666666667)","(91.0, 360.0, 300.0)","(6.5, 20.0, 18.105263157894736)","(1.95, 2.26, 2.234468085106383)","(26.0, 38.0, 34.0)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:14.574960,"(6.5, 7.6, 7.564705882352941)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.9)","(91.0, 340.0, 308.0)","(6.5, 20.0, 18.105263157894736)","(1.95, 2.26, 2.2389473684210524)","(26.0, 38.0, 32.94736842105263)","(31.0, 48.0, 40.48979591836735)"
11-01-2023 16:18:15.847435,"(6.5, 7.6, 7.555555555555555)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.877777777777777)","(91.0, 340.0, 251.11111111111111)","(6.5, 20.0, 18.105263157894736)","(1.95, 2.26, 2.2389473684210524)","(26.0, 38.0, 32.94736842105263)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:17.087226,"(6.5, 8.2, 7.783333333333333)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.877777777777777)","(91.0, 340.0, 292.0)","(6.5, 20.0, 18.105263157894736)","(1.95, 2.26, 2.2358333333333333)","(26.0, 38.0, 32.73170731707317)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:18.397854,"(6.5, 8.2, 7.685714285714286)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 320.0, 266.6666666666667)","(6.5, 20.0, 18.5)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.73170731707317)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:19.572299,"(6.5, 8.2, 7.787096774193548)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 310.0, 266.6666666666667)","(6.5, 19.5, 18.5)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.73170731707317)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:20.696921,"(6.5, 8.2, 7.787096774193548)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 310.0, 276.0)","(6.5, 19.5, 18.5)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.73170731707317)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:21.969467,"(6.5, 8.2, 7.787096774193548)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 300.0, 223.63636363636363)","(6.5, 19.5, 18.923076923076923)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.94736842105263)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:23.123021,"(6.5, 8.2, 7.88780487804878)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 290.0, 216.66666666666666)","(6.5, 19.5, 18.923076923076923)","(1.95, 2.24, 2.234)","(26.0, 38.0, 32.94736842105263)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:24.388502,"(6.5, 8.2, 7.88780487804878)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.8538461538461535)","(91.0, 290.0, 207.5)","(6.5, 19.5, 18.08695652173913)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 40.40677966101695)"
11-01-2023 16:18:25.656106,"(6.5, 8.2, 7.88780487804878)","(6.5, 10.5, 9.442307692307693)","(4.2, 5.1, 4.86)","(91.0, 290.0, 205.88235294117646)","(6.5, 19.5, 18.08695652173913)","(1.95, 2.24, 2.234)","(26.0, 38.0, 33.07692307692308)","(31.0, 48.0, 36.610169491525426)"
