,Bel Song,Body And Soul,Doublern,Equatori,Prancing Queen,Ravera,Scuderia,Three Grand
16-12-2022 12:10:13.515483,"(7.0, 8.8, 8.702255639097745)","(26.0, 40.0, 39.5)","(2.8, 3.15, 3.129213483146067)","(16.0, 25.0, 24.398373983739837)","(7.0, 8.6, 8.516923076923076)","(7.5, 10.5, 10.06989247311828)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.0, 7.872222222222222)"
16-12-2022 12:10:14.608419,"(7.0, 8.8, 8.69516129032258)","(26.0, 40.0, 39.5)","(2.8, 3.15, 3.1255208333333333)","(16.0, 25.0, 24.244897959183675)","(7.0, 8.6, 8.516923076923076)","(8.5, 10.5, 10.06989247311828)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.0, 7.9653846153846155)"
16-12-2022 12:10:15.683502,"(7.0, 8.8, 8.69516129032258)","(26.0, 40.0, 39.5)","(2.8, 3.15, 3.1125)","(16.0, 25.0, 24.244897959183675)","(7.0, 8.6, 8.516923076923076)","(8.5, 10.5, 10.068783068783068)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.0, 8.006593406593407)"
16-12-2022 12:10:16.767328,"(7.0, 8.8, 8.69516129032258)","(26.0, 40.0, 39.578947368421055)","(2.8, 3.15, 3.1065096952908586)","(16.0, 25.0, 24.244897959183675)","(7.0, 8.6, 8.702564102564104)","(8.5, 10.5, 10.068783068783068)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.2, 7.961904761904762)"
16-12-2022 12:10:17.911401,"(7.0, 8.8, 8.605797101449275)","(26.0, 40.0, 39.578947368421055)","(2.8, 3.15, 3.106645569620253)","(16.0, 25.0, 24.244897959183675)","(7.0, 8.8, 8.71764705882353)","(8.5, 10.5, 10.013793103448275)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.0, 7.923684210526316)"
16-12-2022 12:10:19.028179,"(7.0, 8.6, 8.536206896551723)","(26.0, 40.0, 39.578947368421055)","(2.8, 3.1, 3.0997435897435897)","(16.0, 25.0, 24.244897959183675)","(7.0, 9.2, 9.086274509803921)","(8.5, 10.5, 10.013793103448275)","(5.5, 6.4, 6.314767932489452)","(7.0, 8.0, 7.930555555555555)"
16-12-2022 12:10:20.172556,"(7.0, 8.6, 8.505128205128205)","(26.0, 40.0, 39.61904761904762)","(2.8, 3.15, 3.1044850498338867)","(16.0, 25.0, 24.244897959183675)","(7.0, 9.2, 9.093617021276595)","(8.5, 10.5, 10.013793103448275)","(5.5, 6.4, 6.324528301886793)","(7.0, 8.0, 7.930555555555555)"
16-12-2022 12:10:21.296206,"(7.0, 8.4, 8.286842105263158)","(26.0, 40.0, 39.61904761904762)","(2.8, 3.15, 3.1209302325581394)","(16.0, 25.0, 24.367521367521366)","(7.0, 9.2, 9.075)","(8.5, 10.5, 10.027272727272727)","(5.5, 6.4, 6.324528301886793)","(7.0, 8.0, 7.90561797752809)"
16-12-2022 12:10:22.415296,"(7.0, 8.4, 8.217021276595744)","(26.0, 40.0, 39.61904761904762)","(2.8, 3.15, 3.107627118644068)","(16.0, 25.0, 24.367521367521366)","(7.0, 9.2, 9.133333333333333)","(8.5, 10.5, 9.85934065934066)","(5.5, 6.4, 6.371014492753623)","(7.0, 8.0, 7.937078651685393)"
16-12-2022 12:10:23.573263,"(7.0, 8.4, 8.301149425287356)","(26.0, 42.0, 39.666666666666664)","(2.8, 3.15, 3.1228915662650603)","(16.0, 25.0, 24.25)","(7.0, 9.2, 9.123529411764705)","(8.5, 10.0, 9.734177215189874)","(5.5, 6.4, 6.53)","(7.0, 8.0, 7.95952380952381)"
16-12-2022 12:10:24.700516,"(7.5, 8.4, 8.314851485148514)","(31.0, 42.0, 39.80392156862745)","(2.7, 3.15, 3.122115384615385)","(18.0, 25.0, 24.484375)","(7.5, 9.2, 9.091666666666667)","(8.5, 9.8, 9.73235294117647)","(5.5, 6.6, 6.532484076433121)","(7.0, 8.0, 7.935416666666667)"
16-12-2022 12:10:25.847901,"(7.5, 8.4, 8.3)","(31.0, 42.0, 39.80392156862745)","(2.7, 3.15, 3.111986301369863)","(18.0, 25.0, 24.430555555555557)","(7.5, 9.2, 9.111864406779661)","(8.5, 9.8, 9.6873786407767)","(5.5, 6.6, 6.5329113924050635)","(7.0, 8.0, 7.935416666666667)"
16-12-2022 12:10:26.933425,"(7.5, 8.4, 8.28627450980392)","(31.0, 42.0, 39.80392156862745)","(2.7, 3.15, 3.111986301369863)","(18.0, 25.0, 24.422535211267604)","(7.5, 9.2, 9.041176470588235)","(8.5, 9.8, 9.68641975308642)","(5.5, 6.6, 6.5510489510489505)","(7.0, 8.0, 7.980555555555555)"
16-12-2022 12:10:28.044135,"(7.5, 8.4, 8.233707865168538)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.15, 3.111986301369863)","(18.0, 25.0, 24.422535211267604)","(7.5, 9.2, 9.069565217391304)","(8.5, 9.8, 9.77948717948718)","(5.5, 6.6, 6.553191489361702)","(7.0, 8.0, 7.9222222222222225)"
16-12-2022 12:10:29.152451,"(7.5, 8.2, 8.15438596491228)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.15, 3.1286069651741295)","(18.0, 25.0, 24.422535211267604)","(7.5, 9.2, 9.09811320754717)","(8.5, 9.8, 9.84871794871795)","(5.5, 6.6, 6.557664233576642)","(7.0, 8.0, 7.892957746478873)"
16-12-2022 12:10:30.291541,"(7.5, 8.2, 8.146938775510204)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.15, 3.1)","(18.0, 25.0, 24.422535211267604)","(7.5, 9.2, 9.121739130434783)","(8.5, 10.0, 9.88)","(5.5, 6.6, 6.557664233576642)","(7.0, 8.0, 8.024242424242424)"
16-12-2022 12:10:31.532131,"(7.5, 8.2, 8.146938775510204)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.1, 3.086029411764706)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.2, 9.113888888888889)","(8.0, 10.0, 10.073529411764707)","(5.5, 6.6, 6.557664233576642)","(7.0, 8.2, 8.171014492753622)"
16-12-2022 12:10:32.622356,"(7.5, 8.2, 8.146938775510204)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.1, 3.086029411764706)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.2, 9.113888888888889)","(8.0, 10.5, 10.041450777202073)","(5.5, 6.6, 6.557664233576642)","(7.0, 8.2, 8.154838709677419)"
16-12-2022 12:10:33.760754,"(7.5, 8.2, 8.146938775510204)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.1, 3.080377358490566)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.2, 9.113888888888889)","(8.0, 10.5, 9.88358208955224)","(5.5, 6.6, 6.553191489361702)","(7.0, 8.2, 8.151898734177214)"
16-12-2022 12:10:35.037420,"(7.5, 8.4, 8.12972972972973)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.1, 3.0808550185873607)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.2, 9.113888888888889)","(8.0, 10.5, 9.949333333333334)","(5.5, 6.6, 6.5648484848484845)","(7.0, 8.2, 8.12962962962963)"
16-12-2022 12:10:36.186127,"(7.5, 8.4, 8.126315789473685)","(31.0, 42.0, 39.76923076923077)","(2.7, 3.1, 3.0808550185873607)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.2, 9.354545454545455)","(8.0, 10.5, 9.949333333333334)","(5.5, 6.6, 6.5648484848484845)","(7.0, 8.2, 8.225806451612904)"
16-12-2022 12:10:37.281904,"(7.5, 8.0, 7.969444444444444)","(31.0, 42.0, 40.51282051282051)","(2.7, 3.1, 3.0783613445378153)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.4, 9.354545454545455)","(8.0, 10.5, 9.970512820512822)","(5.5, 6.6, 6.56375)","(7.0, 8.4, 8.214814814814815)"
16-12-2022 12:10:38.411136,"(7.5, 8.0, 7.93972602739726)","(31.0, 42.0, 40.294117647058826)","(2.8, 3.1, 3.0914110429447854)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.6, 9.2955223880597)","(8.0, 10.5, 9.970512820512822)","(5.5, 6.6, 6.559756097560975)","(7.0, 8.4, 8.214814814814815)"
16-12-2022 12:10:39.498006,"(7.5, 8.2, 7.998058252427184)","(31.0, 42.0, 40.294117647058826)","(2.8, 3.1, 3.0908496732026145)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.6, 9.2955223880597)","(8.0, 10.5, 9.970512820512822)","(5.5, 6.6, 6.559756097560975)","(7.0, 8.4, 8.207692307692309)"
16-12-2022 12:10:40.686946,"(7.5, 8.2, 7.998058252427184)","(31.0, 40.0, 39.65217391304348)","(2.7, 3.1, 3.09180790960452)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.6, 9.248275862068965)","(8.5, 10.5, 9.970512820512822)","(5.5, 6.6, 6.594444444444444)","(7.0, 8.4, 8.116)"
16-12-2022 12:10:41.851492,"(7.5, 8.0, 7.903030303030303)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0845238095238097)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.6, 9.246666666666666)","(8.5, 10.5, 9.970512820512822)","(5.5, 6.6, 6.683464566929134)","(7.0, 8.2, 8.147169811320754)"
16-12-2022 12:10:42.917932,"(7.5, 8.0, 7.883870967741935)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0845238095238097)","(18.0, 25.0, 24.397260273972602)","(7.5, 9.6, 9.307692307692308)","(8.5, 10.5, 9.970512820512822)","(5.5, 6.8, 6.683464566929134)","(7.0, 8.2, 8.139759036144577)"
16-12-2022 12:10:44.003628,"(7.5, 8.0, 7.88125)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0845238095238097)","(18.0, 25.0, 24.3015873015873)","(7.5, 9.4, 9.338983050847459)","(8.0, 10.5, 9.970512820512822)","(5.5, 6.8, 6.683464566929134)","(7.0, 8.2, 8.026923076923076)"
16-12-2022 12:10:45.127153,"(7.5, 8.0, 7.939285714285714)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0801038062283737)","(18.0, 25.0, 24.3015873015873)","(7.5, 9.4, 9.288372093023256)","(8.0, 10.5, 9.946875)","(5.5, 6.8, 6.55929203539823)","(7.0, 8.2, 7.975539568345324)"
16-12-2022 12:10:46.182817,"(7.5, 8.2, 8.08421052631579)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.079757785467128)","(18.0, 25.0, 24.323943661971832)","(7.5, 9.4, 9.344186046511627)","(8.0, 10.5, 9.946875)","(5.5, 6.6, 6.55929203539823)","(7.0, 8.0, 7.975539568345324)"
16-12-2022 12:10:47.288761,"(7.5, 8.2, 8.087912087912088)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.075)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.921028037383179)","(5.5, 6.6, 6.55929203539823)","(7.0, 8.0, 7.996774193548387)"
16-12-2022 12:10:48.309116,"(7.5, 8.2, 8.049122807017543)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0953125)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.921028037383179)","(5.5, 6.6, 6.55929203539823)","(7.0, 8.0, 7.9728)"
16-12-2022 12:10:49.338460,"(7.5, 8.2, 8.049122807017543)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.091115702479339)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.909803921568628)","(5.5, 6.6, 6.553061224489796)","(7.0, 8.0, 7.976666666666667)"
16-12-2022 12:10:50.357648,"(7.5, 8.2, 8.049122807017543)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0851590106007065)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.909803921568628)","(5.5, 6.6, 6.547727272727273)","(7.0, 8.0, 7.976666666666667)"
16-12-2022 12:10:51.375529,"(7.5, 8.2, 8.049122807017543)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0851590106007065)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.909803921568628)","(5.5, 6.6, 6.552941176470588)","(7.0, 8.0, 7.977235772357724)"
16-12-2022 12:10:52.415172,"(7.5, 8.2, 8.162162162162161)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0879912663755458)","(18.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 9.909803921568628)","(5.5, 6.6, 6.551807228915663)","(7.0, 8.0, 7.975806451612903)"
16-12-2022 12:10:53.562332,"(7.5, 8.2, 8.161111111111111)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0991525423728814)","(17.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.3625)","(8.5, 10.5, 10.071052631578947)","(5.5, 6.6, 6.538461538461538)","(7.0, 8.0, 7.975806451612903)"
16-12-2022 12:10:54.610413,"(7.5, 8.2, 8.167441860465116)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0991525423728814)","(17.0, 24.0, 23.878048780487806)","(7.5, 9.4, 9.52)","(8.5, 10.5, 10.07258064516129)","(5.5, 6.6, 6.538461538461538)","(7.0, 8.0, 7.96969696969697)"
16-12-2022 12:10:55.705643,"(7.5, 8.2, 8.167441860465116)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.075892857142857)","(17.0, 24.0, 23.878048780487806)","(7.5, 9.6, 9.53125)","(8.5, 10.5, 10.07258064516129)","(5.5, 6.6, 6.534042553191489)","(7.0, 8.0, 7.963414634146341)"
16-12-2022 12:10:56.849658,"(7.5, 8.2, 8.117241379310345)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0783625730994153)","(17.0, 24.0, 23.878048780487806)","(7.5, 9.6, 9.52)","(8.5, 10.5, 10.252747252747254)","(5.5, 6.6, 6.529545454545454)","(7.0, 8.0, 7.963414634146341)"
16-12-2022 12:10:57.988728,"(7.5, 8.4, 8.18119658119658)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.1, 3.0397394136807816)","(17.0, 24.0, 23.878048780487806)","(7.5, 9.6, 9.623404255319148)","(8.5, 10.5, 10.270408163265307)","(5.5, 6.6, 6.529545454545454)","(7.0, 8.0, 7.963414634146341)"
16-12-2022 12:10:59.141938,"(7.5, 8.4, 8.222222222222221)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.05, 3.0371527777777776)","(17.0, 24.0, 24.11111111111111)","(7.5, 9.8, 9.515384615384615)","(8.5, 10.5, 10.59051724137931)","(5.5, 6.6, 6.461386138613862)","(7.0, 8.0, 7.9071428571428575)"
16-12-2022 12:11:00.326695,"(7.5, 8.4, 8.326984126984128)","(31.0, 40.0, 39.63636363636363)","(2.7, 3.05, 3.0371527777777776)","(17.0, 25.0, 24.294117647058822)","(7.5, 9.6, 9.515384615384615)","(8.5, 11.0, 10.631178707224334)","(5.5, 6.6, 6.454166666666667)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:01.464701,"(7.5, 8.4, 8.237362637362638)","(31.0, 40.0, 39.142857142857146)","(2.7, 3.05, 3.036142322097378)","(17.0, 25.0, 24.294117647058822)","(7.5, 9.6, 9.513043478260869)","(8.5, 11.0, 10.628352490421456)","(5.5, 6.6, 6.454166666666667)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:02.624872,"(7.5, 8.4, 8.229787234042554)","(31.0, 40.0, 39.142857142857146)","(2.7, 3.05, 3.0290662650602407)","(17.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.513043478260869)","(8.5, 11.0, 10.680701754385964)","(5.5, 6.6, 6.454166666666667)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:03.716745,"(7.0, 8.4, 8.229787234042554)","(31.0, 42.0, 40.36363636363637)","(2.7, 3.05, 3.030906593406593)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.44848484848485)","(8.5, 11.0, 10.680701754385964)","(5.5, 6.6, 6.446153846153846)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:04.823783,"(7.0, 8.4, 8.229787234042554)","(31.0, 42.0, 40.56)","(2.7, 3.05, 3.029017857142857)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.8, 9.428571428571429)","(8.5, 11.0, 10.680701754385964)","(5.5, 6.6, 6.446153846153846)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:05.968718,"(7.0, 8.4, 8.222222222222223)","(31.0, 42.0, 40.56)","(2.7, 3.05, 3.029017857142857)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.408695652173913)","(8.5, 11.0, 10.680701754385964)","(5.5, 6.6, 6.43206106870229)","(7.0, 8.0, 7.921212121212121)"
16-12-2022 12:11:07.183200,"(7.0, 8.4, 8.222222222222223)","(31.0, 42.0, 40.8)","(2.7, 3.05, 3.028975741239892)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.53103448275862)","(8.5, 11.0, 10.688356164383562)","(5.5, 6.6, 6.376136363636364)","(7.0, 8.0, 8.04144144144144)"
16-12-2022 12:11:08.305970,"(7.0, 8.4, 8.314285714285715)","(31.0, 42.0, 40.8)","(2.7, 3.05, 3.028975741239892)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.552)","(8.5, 11.0, 10.707395498392282)","(5.5, 6.4, 6.374233128834356)","(7.0, 8.2, 8.012698412698413)"
16-12-2022 12:11:09.447747,"(7.0, 8.4, 8.325)","(31.0, 44.0, 40.705882352941174)","(2.7, 3.05, 3.028975741239892)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.540740740740741)","(8.5, 11.0, 10.707395498392282)","(5.5, 6.4, 6.374233128834356)","(7.0, 8.2, 7.95952380952381)"
16-12-2022 12:11:10.609181,"(7.0, 8.4, 8.294117647058822)","(31.0, 44.0, 40.72727272727273)","(2.7, 3.05, 3.036524822695035)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.466666666666667)","(8.5, 11.0, 10.703583061889251)","(5.5, 6.4, 6.374233128834356)","(7.0, 8.0, 7.943333333333333)"
16-12-2022 12:11:11.741820,"(7.0, 8.4, 8.246153846153845)","(31.0, 44.0, 40.72727272727273)","(2.7, 3.05, 3.0318885448916406)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.6, 9.358333333333334)","(8.5, 11.0, 10.703583061889251)","(5.5, 6.4, 6.374233128834356)","(7.0, 8.0, 7.943333333333333)"
16-12-2022 12:11:12.900254,"(7.0, 8.4, 8.246153846153845)","(31.0, 44.0, 42.13333333333333)","(2.7, 3.05, 3.0294736842105263)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.4, 9.328813559322034)","(8.5, 11.0, 10.696666666666667)","(5.5, 6.4, 6.374233128834356)","(7.0, 8.0, 7.943333333333333)"
16-12-2022 12:11:14.013719,"(7.0, 8.4, 8.24090909090909)","(31.0, 44.0, 42.15384615384615)","(2.7, 3.05, 3.07)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.4, 9.385507246376811)","(8.5, 11.0, 10.696666666666667)","(5.5, 6.4, 5.920518867924528)","(7.0, 8.0, 7.932)"
16-12-2022 12:11:15.152684,"(7.0, 8.4, 8.289285714285715)","(31.0, 44.0, 42.15384615384615)","(2.7, 3.1, 3.07)","(18.0, 25.0, 24.39240506329114)","(7.5, 9.4, 9.602469135802469)","(8.5, 11.0, 10.73538961038961)","(5.5, 6.0, 5.726984126984127)","(7.0, 8.0, 7.978378378378379)"
16-12-2022 12:11:16.215073,"(7.0, 8.4, 8.342857142857143)","(31.0, 44.0, 42.45161290322581)","(2.7, 3.15, 3.0885395537525353)","(18.0, 25.0, 24.542857142857144)","(7.5, 9.8, 9.602469135802469)","(8.5, 11.0, 10.740802675585284)","(5.5, 5.8, 5.556202531645569)","(7.0, 8.0, 7.76875)"
16-12-2022 12:11:17.289140,"(7.0, 8.6, 8.447826086956521)","(31.0, 44.0, 42.45161290322581)","(2.7, 3.2, 3.156318681318681)","(18.0, 25.0, 24.582608695652173)","(7.5, 9.8, 9.66078431372549)","(8.5, 11.0, 10.789562289562289)","(5.5, 5.6, 5.541385767790262)","(7.0, 7.8, 7.941666666666666)"
16-12-2022 12:11:18.456533,"(7.0, 8.6, 8.50909090909091)","(31.0, 44.0, 42.7027027027027)","(2.7, 3.2, 3.1760504201680675)","(18.0, 25.0, 24.663366336633665)","(7.5, 9.8, 9.685483870967742)","(8.5, 11.0, 10.839920948616601)","(5.5, 5.6, 5.412105263157895)","(7.0, 8.0, 7.47304347826087)"
16-12-2022 12:11:19.617101,"(7.0, 8.6, 8.5875)","(31.0, 44.0, 42.54545454545455)","(2.7, 3.25, 3.214216366158114)","(18.0, 25.0, 24.79591836734694)","(7.5, 9.8, 9.70955414012739)","(8.5, 11.0, 11.103846153846154)","(5.5, 5.5, 5.387837837837838)","(7.0, 7.6, 7.739086294416244)"
16-12-2022 12:11:20.763586,"(7.0, 8.8, 8.60923076923077)","(31.0, 44.0, 42.857142857142854)","(2.7, 3.25, 3.2208165997322626)","(18.0, 25.0, 25.310924369747898)","(7.5, 9.8, 9.716483516483517)","(8.5, 11.5, 11.226666666666667)","(5.5, 5.4, 5.300606060606061)","(7.0, 7.8, 7.699999999999999)"
16-12-2022 12:11:21.921321,"(7.0, 9.0, 8.90909090909091)","(31.0, 44.0, 43.111111111111114)","(2.7, 3.25, 3.227914110429448)","(18.0, 26.0, 25.363636363636363)","(7.5, 9.8, 9.716483516483517)","(8.5, 11.5, 11.232876712328768)","(5.5, 5.4, 5.287248322147652)","(7.0, 7.8, 7.7075)"
16-12-2022 12:11:23.029367,"(7.0, 9.0, 8.878048780487806)","(31.0, 44.0, 43.111111111111114)","(2.7, 3.25, 3.225901875901876)","(18.0, 26.0, 25.363636363636363)","(7.5, 9.8, 9.713636363636365)","(8.5, 11.5, 11.232876712328768)","(5.5, 5.4, 5.265989847715736)","(7.0, 7.8, 7.746666666666666)"
16-12-2022 12:11:24.128353,"(7.0, 9.2, 9.05631067961165)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.25, 3.2258670520231214)","(18.0, 26.0, 25.363636363636363)","(7.5, 9.8, 9.707317073170731)","(8.5, 11.5, 11.206060606060607)","(5.5, 5.4, 5.257017543859649)","(7.0, 7.8, 7.858823529411764)"
16-12-2022 12:11:25.248810,"(7.0, 9.2, 9.063736263736264)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.25, 3.2233681462140993)","(18.0, 26.0, 25.363636363636363)","(7.5, 9.8, 9.714606741573034)","(8.5, 11.5, 11.211678832116789)","(5.5, 5.3, 5.289814814814815)","(7.0, 8.0, 7.6568421052631574)"
16-12-2022 12:11:26.325090,"(7.0, 9.2, 9.070689655172414)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.25, 3.2246894409937887)","(18.0, 26.0, 25.470588235294116)","(7.5, 9.8, 9.666666666666666)","(8.5, 11.5, 11.211678832116789)","(5.5, 5.4, 5.269565217391305)","(7.0, 7.8, 7.573015873015873)"
16-12-2022 12:11:27.428162,"(7.0, 9.2, 9.045360824742268)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.3, 3.294799176107106)","(18.0, 26.0, 25.470588235294116)","(7.5, 9.8, 9.664406779661016)","(8.5, 11.5, 11.211678832116789)","(5.5, 5.4, 5.357407407407408)","(7.0, 7.6, 7.185294117647059)"
16-12-2022 12:11:28.483388,"(7.0, 9.2, 9.045360824742268)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.3, 3.296507936507936)","(18.0, 26.0, 25.48)","(7.5, 9.8, 9.666666666666666)","(8.5, 11.5, 11.211678832116789)","(5.5, 5.4, 5.361111111111112)","(7.0, 7.2, 7.157)"
16-12-2022 12:11:29.752257,"(7.0, 9.2, 9.046808510638298)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.3, 3.308384146341463)","(18.0, 26.0, 25.48)","(7.5, 9.8, 9.666666666666666)","(8.5, 11.5, 11.211678832116789)","(5.5, 5.4, 5.342307692307692)","(7.0, 7.2, 7.1330049261083746)"
16-12-2022 12:11:30.937587,"(7.0, 9.2, 9.045360824742268)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.35, 3.308384146341463)","(18.0, 26.0, 25.470588235294116)","(7.5, 9.8, 9.646464646464647)","(8.5, 11.5, 11.231292517006803)","(5.5, 5.4, 5.164888888888889)","(7.0, 7.2, 7.138461538461539)"
16-12-2022 12:11:32.015325,"(7.0, 9.2, 9.08095238095238)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.35, 3.321842105263158)","(18.0, 26.0, 25.48)","(7.5, 9.8, 9.646464646464647)","(8.5, 11.5, 11.23611111111111)","(5.5, 5.2, 5.1605)","(7.0, 7.2, 7.109004739336493)"
16-12-2022 12:11:33.114363,"(7.0, 9.2, 9.07391304347826)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.35, 3.3406542056074766)","(18.0, 26.0, 25.444444444444443)","(7.5, 9.8, 9.666666666666666)","(8.5, 11.5, 11.231292517006803)","(5.5, 5.2, 5.06551724137931)","(7.0, 7.2, 7.113186813186814)"
16-12-2022 12:11:34.197475,"(7.0, 9.2, 9.07391304347826)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.4, 3.3731884057971016)","(18.0, 26.0, 25.571428571428573)","(7.5, 9.8, 9.666666666666666)","(8.5, 11.5, 11.244604316546763)","(5.5, 5.1, 5.056164383561644)","(7.0, 7.2, 7.102469135802469)"
16-12-2022 12:11:35.305737,"(7.0, 9.2, 9.07391304347826)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.4, 3.3728323699421967)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.656603773584905)","(8.5, 11.5, 11.244604316546763)","(5.5, 5.1, 5.054285714285714)","(7.0, 7.2, 7.120863309352518)"
16-12-2022 12:11:36.442186,"(7.0, 9.4, 9.331972789115646)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.4, 3.3728323699421967)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.652427184466019)","(8.5, 11.5, 11.244604316546763)","(5.5, 5.1, 5.074820143884892)","(7.0, 7.2, 7.137735849056604)"
16-12-2022 12:11:37.436647,"(7.0, 9.4, 9.333333333333334)","(31.0, 44.0, 43.15384615384615)","(2.7, 3.4, 3.3406091370558375)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.652427184466019)","(8.5, 11.5, 11.274193548387096)","(5.5, 5.2, 5.067096774193549)","(7.0, 7.2, 7.137735849056604)"
16-12-2022 12:11:38.487114,"(7.0, 9.4, 9.333333333333334)","(31.0, 44.0, 43.13725490196079)","(2.7, 3.4, 3.332369942196532)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.652427184466019)","(8.5, 11.5, 11.28099173553719)","(5.5, 5.2, 5.175666666666666)","(7.0, 7.2, 7.137735849056604)"
16-12-2022 12:11:39.480492,"(7.0, 9.4, 9.321518987341772)","(31.0, 44.0, 43.13725490196079)","(2.7, 3.35, 3.3172839506172838)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.652427184466019)","(8.5, 11.5, 11.28099173553719)","(5.5, 5.2, 5.175666666666666)","(7.0, 7.2, 7.113114754098361)"
16-12-2022 12:11:40.496411,"(7.0, 9.4, 9.321518987341772)","(31.0, 44.0, 43.13725490196079)","(2.7, 3.35, 3.3172839506172838)","(18.0, 26.0, 25.454545454545453)","(7.5, 9.8, 9.652427184466019)","(8.5, 11.5, 11.28099173553719)","(5.5, 5.2, 5.175666666666666)","(7.0, 7.2, 7.113114754098361)"
