,Blackpool Homer,Hazelnut,Slippery Swan,Island Chief,Cool Militant,Perfect Goddess,Devils Water,Way Up North
11-01-2023 16:12:30.973642,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.63636363636364)","(10.0, 15.5, 15.384615384615385)","(3.4, 3.55, 3.4970588235294118)","(2.6, 3.2, 3.139130434782609)","(11.0, 19.0, 18.666666666666668)","(10.0, 12.5, 12.478260869565217)"
11-01-2023 16:12:32.056582,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.80952380952381)","(10.0, 15.5, 15.434782608695652)","(3.4, 3.55, 3.5714285714285716)","(2.6, 3.2, 3.1222222222222222)","(11.0, 19.0, 18.81818181818182)","(10.0, 12.5, 12.478260869565217)"
11-01-2023 16:12:33.138995,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.80952380952381)","(10.0, 15.5, 15.434782608695652)","(3.4, 3.6, 3.5714285714285716)","(2.6, 3.2, 3.139130434782609)","(11.0, 19.0, 18.875)","(10.0, 12.5, 12.478260869565217)"
11-01-2023 16:12:34.199316,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.80952380952381)","(10.0, 15.5, 15.454545454545455)","(3.4, 3.6, 3.5714285714285716)","(2.6, 3.2, 3.1222222222222222)","(11.0, 19.0, 18.875)","(10.0, 12.5, 12.478260869565217)"
11-01-2023 16:12:35.300522,"(9.0, 12.0, 11.88888888888889)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.80952380952381)","(10.0, 15.5, 16.424242424242426)","(3.4, 3.6, 3.5166666666666666)","(2.6, 3.2, 3.15625)","(11.0, 19.0, 19.625)","(10.0, 12.5, 12.785714285714286)"
11-01-2023 16:12:36.402662,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 50.0, 49.2)","(10.0, 16.5, 16.0)","(3.4, 3.6, 3.4166666666666665)","(2.6, 3.2, 3.15625)","(11.0, 21.0, 19.625)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:37.518234,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 50.0)","(10.0, 17.0, 15.0)","(3.4, 3.5, 3.4647058823529413)","(2.6, 3.2, 3.1285714285714286)","(11.0, 21.0, 19.857142857142858)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:38.665557,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 50.0)","(10.0, 15.5, 15.454545454545455)","(3.4, 3.5, 3.4647058823529413)","(2.6, 3.15, 3.13)","(11.0, 20.0, 19.695652173913043)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:39.734666,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 50.0)","(10.0, 15.5, 15.454545454545455)","(3.4, 3.5, 3.4647058823529413)","(2.6, 3.2, 3.1533333333333333)","(11.0, 21.0, 19.695652173913043)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:40.833174,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 56.25)","(10.0, 15.5, 15.454545454545455)","(3.4, 3.5, 3.4647058823529413)","(2.6, 3.2, 3.13)","(11.0, 21.0, 19.695652173913043)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:41.929613,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 56.25)","(10.0, 15.5, 15.454545454545455)","(3.4, 3.5, 3.4647058823529413)","(2.6, 3.2, 3.1533333333333333)","(11.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:42.981468,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 51.666666666666664)","(10.0, 15.5, 15.583333333333334)","(3.4, 3.5, 3.4833333333333334)","(2.6, 3.2, 3.13)","(11.0, 21.0, 19.894736842105264)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:44.125332,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(19.0, 60.0, 55.0)","(10.0, 17.0, 16.03409090909091)","(3.4, 3.5, 3.54)","(2.6, 3.2, 3.1533333333333333)","(11.0, 20.0, 19.928571428571427)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:45.333276,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(20.0, 60.0, 51.666666666666664)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.55, 3.541304347826087)","(2.6, 3.2, 3.1533333333333333)","(11.0, 21.0, 20.047619047619047)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:46.408900,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(20.0, 60.0, 52.5)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.55, 3.5875)","(2.6, 3.2, 3.1125)","(11.0, 21.0, 20.23076923076923)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:47.428532,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(20.0, 55.0, 52.5)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.5325)","(2.6, 3.15, 3.1125)","(11.0, 21.0, 20.23076923076923)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:48.470434,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(20.0, 55.0, 52.5)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.5325)","(2.6, 3.15, 3.123529411764706)","(11.0, 21.0, 20.23076923076923)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:49.430779,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.32)","(20.0, 55.0, 54.583333333333336)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.5100000000000002)","(2.6, 3.15, 3.1125)","(11.0, 21.0, 20.2)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:50.470066,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 57.333333333333336)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.5100000000000002)","(2.6, 3.15, 3.123529411764706)","(11.0, 21.0, 20.4)","(10.0, 13.0, 12.785714285714286)"
11-01-2023 16:12:51.495491,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 57.333333333333336)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.48)","(2.6, 3.15, 3.1272727272727274)","(11.0, 21.0, 20.4)","(10.0, 13.0, 12.956521739130435)"
11-01-2023 16:12:52.557353,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 58.07692307692308)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.6, 3.5285714285714285)","(2.6, 3.2, 3.1529411764705886)","(11.0, 21.0, 20.4)","(10.0, 13.0, 14.2)"
11-01-2023 16:12:53.639083,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 58.07692307692308)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.55, 3.5285714285714285)","(2.6, 3.2, 3.1529411764705886)","(11.0, 21.0, 20.4)","(10.0, 14.5, 13.964285714285715)"
11-01-2023 16:12:54.755358,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 59.54545454545455)","(10.0, 17.0, 16.03409090909091)","(3.3, 3.55, 3.5075757575757573)","(2.6, 3.2, 3.1210526315789475)","(11.0, 21.0, 20.571428571428573)","(10.0, 14.5, 13.964285714285715)"
11-01-2023 16:12:55.836714,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 58.07692307692308)","(10.0, 17.0, 15.963414634146341)","(3.3, 3.55, 3.496153846153846)","(2.6, 3.15, 3.12)","(11.0, 21.0, 20.571428571428573)","(10.0, 14.5, 13.964285714285715)"
11-01-2023 16:12:56.832055,"(9.0, 11.5, 11.48)","(7.0, 11.0, 10.32)","(20.0, 60.0, 58.07692307692308)","(10.0, 17.0, 15.963414634146341)","(3.3, 3.55, 3.4973684210526317)","(2.6, 3.15, 3.0054545454545454)","(11.0, 21.0, 20.571428571428573)","(10.0, 14.5, 13.964285714285715)"
11-01-2023 16:12:57.794926,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.32)","(20.0, 60.0, 58.214285714285715)","(10.0, 17.0, 15.963414634146341)","(3.3, 3.6, 3.505263157894737)","(2.6, 3.05, 3.0009803921568627)","(11.0, 21.0, 20.779411764705884)","(10.0, 14.5, 13.71875)"
11-01-2023 16:12:58.773752,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.380952380952381)","(3.3, 3.6, 3.488888888888889)","(2.6, 3.05, 3.0011363636363635)","(11.0, 21.0, 20.779411764705884)","(10.0, 14.5, 13.71875)"
11-01-2023 16:12:59.796044,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.466666666666667)","(2.6, 3.05, 3.0011363636363635)","(11.0, 21.0, 20.782608695652172)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:00.751844,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.466666666666667)","(2.6, 3.05, 3.0011111111111113)","(11.0, 21.0, 20.782608695652172)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:01.744114,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.466666666666667)","(2.6, 3.05, 3.002)","(11.0, 21.0, 21.056603773584907)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:02.714600,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.4909090909090907)","(2.6, 3.05, 3.002)","(11.0, 22.0, 21.056603773584907)","(10.0, 14.5, 13.89655172413793)"
11-01-2023 16:13:03.689715,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.4909090909090907)","(2.6, 3.05, 3.002)","(11.0, 22.0, 21.056603773584907)","(10.0, 14.5, 13.89655172413793)"
11-01-2023 16:13:04.683770,"(9.0, 12.5, 11.818181818181818)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.4909090909090907)","(2.6, 3.05, 3.0016666666666665)","(11.0, 22.0, 21.0)","(10.0, 14.5, 13.89655172413793)"
11-01-2023 16:13:05.666518,"(9.0, 12.5, 11.878048780487806)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.5, 3.4909090909090907)","(2.6, 3.05, 3.0016666666666665)","(11.0, 22.0, 21.0)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:06.633193,"(9.0, 12.5, 11.872093023255815)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.55, 3.51)","(2.6, 3.05, 3.0029411764705882)","(11.0, 22.0, 21.0)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:07.587584,"(9.0, 12.5, 11.872093023255815)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.583333333333334)","(3.3, 3.55, 3.5)","(2.6, 3.05, 3.0029411764705882)","(11.0, 22.0, 21.0)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:08.562700,"(9.0, 12.5, 11.872093023255815)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.608695652173914)","(3.3, 3.55, 3.5)","(2.6, 3.05, 3.0029411764705882)","(11.0, 22.0, 21.0)","(10.0, 14.5, 13.71875)"
11-01-2023 16:13:09.664048,"(9.0, 12.5, 11.872093023255815)","(7.0, 11.0, 10.307692307692308)","(20.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.608695652173914)","(3.3, 3.55, 3.4642857142857144)","(2.6, 3.05, 3.025)","(11.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.630434782608695)"
11-01-2023 16:13:10.735494,"(9.0, 12.5, 11.872093023255815)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.666666666666666)","(3.1, 3.55, 3.4611111111111112)","(2.6, 3.15, 3.0869565217391304)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.1875)"
11-01-2023 16:13:11.734841,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.666666666666666)","(3.1, 3.55, 3.4642857142857144)","(2.6, 3.1, 3.0833333333333335)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.1875)"
11-01-2023 16:13:12.707850,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.666666666666666)","(3.1, 3.55, 3.4812499999999997)","(2.6, 3.1, 3.0555555555555554)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.1875)"
11-01-2023 16:13:13.667764,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.55, 3.457692307692308)","(2.6, 3.1, 3.081818181818182)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.916666666666666)"
11-01-2023 16:13:14.684807,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.55, 3.457692307692308)","(2.6, 3.1, 3.081818181818182)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.916666666666666)"
11-01-2023 16:13:15.749415,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.55, 3.457692307692308)","(2.6, 3.1, 3.081818181818182)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.916666666666666)"
11-01-2023 16:13:17.009698,"(9.0, 12.5, 11.9)","(7.0, 11.0, 10.307692307692308)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.55, 3.4136363636363636)","(2.6, 3.1, 3.0923076923076924)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.865384615384615)"
11-01-2023 16:13:18.071660,"(9.0, 12.5, 11.66)","(7.0, 11.0, 10.352941176470589)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.425)","(2.6, 3.1, 3.0962962962962965)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.865384615384615)"
11-01-2023 16:13:19.182760,"(9.0, 12.5, 11.954545454545455)","(7.0, 11.0, 10.352941176470589)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.4125)","(2.6, 3.1, 3.0833333333333335)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 14.041666666666666)"
11-01-2023 16:13:20.298414,"(9.0, 12.5, 11.954545454545455)","(7.0, 11.0, 10.352941176470589)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.4406250000000003)","(2.6, 3.1, 3.0822580645161293)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 14.041666666666666)"
11-01-2023 16:13:21.275249,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.352941176470589)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.4406250000000003)","(2.6, 3.1, 3.0822580645161293)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.5, 13.892857142857142)"
11-01-2023 16:13:22.238490,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.42)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.892857142857142)"
11-01-2023 16:13:23.265399,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 60.0, 58.148148148148145)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.425)","(2.6, 3.1, 3.091228070175439)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:24.317822,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 60.0, 59.565217391304344)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.4176470588235293)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:25.423967,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 60.0, 61.70212765957447)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.407142857142857)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:26.452989,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 75.0, 61.70212765957447)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.45, 3.45)","(2.6, 3.1, 3.091228070175439)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:27.619861,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 75.0, 55.76923076923077)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.5, 3.4176470588235293)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:28.596534,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 75.0, 55.76923076923077)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.55, 3.433333333333333)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:29.640168,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 70.0, 55.51724137931034)","(10.0, 17.0, 15.588235294117647)","(3.1, 3.5, 3.45)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:30.745039,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 70.0, 60.0)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.45)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.78125)"
11-01-2023 16:13:31.866181,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 61.774193548387096)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.45)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.727272727272727)"
11-01-2023 16:13:32.832504,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 61.774193548387096)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.45)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.75)"
11-01-2023 16:13:34.075201,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 61.774193548387096)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.433333333333333)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.75)"
11-01-2023 16:13:35.287598,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 61.774193548387096)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.433333333333333)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.75)"
11-01-2023 16:13:36.355170,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 61.774193548387096)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.433333333333333)","(2.6, 3.1, 3.088135593220339)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.75)"
11-01-2023 16:13:37.452582,"(9.0, 12.5, 12.081395348837209)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 64.16666666666667)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.5, 3.441666666666667)","(2.6, 3.1, 3.08)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.875)"
11-01-2023 16:13:38.528284,"(9.0, 12.5, 12.068181818181818)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 64.16666666666667)","(10.0, 17.0, 15.583333333333334)","(3.1, 3.45, 3.442857142857143)","(2.6, 3.1, 3.0812500000000003)","(13.0, 22.0, 20.98181818181818)","(10.0, 14.0, 13.916666666666666)"
11-01-2023 16:13:39.605724,"(9.0, 12.5, 12.068181818181818)","(7.0, 11.0, 10.38888888888889)","(26.0, 65.0, 64.16666666666667)","(10.0, 17.0, 15.568181818181818)","(3.1, 3.45, 3.422727272727273)","(2.6, 3.1, 3.071428571428571)","(13.0, 22.0, 21.0)","(10.0, 14.0, 14.444444444444445)"
11-01-2023 16:13:40.646688,"(9.0, 12.5, 12.051724137931034)","(7.0, 11.0, 10.409090909090908)","(26.0, 65.0, 64.16666666666667)","(10.0, 17.0, 15.788461538461538)","(3.1, 3.45, 3.390740740740741)","(2.6, 3.1, 3.1104166666666666)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.470588235294118)"
11-01-2023 16:13:41.860272,"(9.0, 12.5, 12.087301587301587)","(7.0, 10.5, 10.333333333333334)","(26.0, 65.0, 64.25925925925927)","(10.0, 17.0, 15.983870967741936)","(3.1, 3.45, 3.376315789473684)","(2.6, 3.15, 3.148148148148148)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.380952380952381)"
11-01-2023 16:13:43.110291,"(9.0, 12.5, 12.087301587301587)","(7.0, 10.0, 9.56)","(26.0, 65.0, 62.5)","(10.0, 17.0, 16.0)","(3.1, 3.4, 3.3828571428571426)","(2.6, 3.15, 3.1925925925925926)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.380952380952381)"
11-01-2023 16:13:44.289876,"(9.0, 12.5, 12.087301587301587)","(7.0, 9.8, 9.4)","(26.0, 70.0, 62.5)","(10.0, 17.0, 16.203125)","(3.1, 3.4, 3.3652173913043475)","(2.6, 3.2, 3.1423076923076922)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:45.473962,"(9.0, 12.5, 12.087301587301587)","(7.0, 9.6, 9.114285714285714)","(26.0, 70.0, 63.92857142857143)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.3652173913043475)","(2.6, 3.2, 3.1421875)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:46.594403,"(9.0, 12.5, 12.087301587301587)","(7.0, 9.6, 9.114285714285714)","(26.0, 65.0, 63.92857142857143)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.358974358974359)","(2.6, 3.15, 3.166666666666667)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:47.708892,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 62.14285714285714)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.3609756097560974)","(2.6, 3.2, 3.166666666666667)","(13.0, 22.0, 21.11111111111111)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:48.782650,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 62.14285714285714)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.3609756097560974)","(2.6, 3.2, 3.166666666666667)","(13.0, 22.0, 21.11111111111111)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:49.776332,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 62.14285714285714)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.3609756097560974)","(2.6, 3.2, 3.166666666666667)","(13.0, 22.0, 21.11111111111111)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:51.144676,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.4, 3.463888888888889)","(2.6, 3.2, 3.1651162790697676)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.704545454545455)"
11-01-2023 16:13:52.350059,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.289473684210527)","(3.1, 3.5, 3.4480769230769233)","(2.6, 3.2, 3.185416666666667)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.681818181818182)"
11-01-2023 16:13:53.578474,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.289473684210527)","(3.1, 3.45, 3.4480769230769233)","(2.6, 3.2, 3.182352941176471)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.681818181818182)"
11-01-2023 16:13:54.732452,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.289473684210527)","(3.1, 3.45, 3.414285714285714)","(2.6, 3.2, 3.182352941176471)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.681818181818182)"
11-01-2023 16:13:55.922117,"(9.0, 12.5, 12.10655737704918)","(7.0, 9.6, 9.136363636363637)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.5, 3.4533333333333336)","(2.6, 3.2, 3.0413793103448272)","(13.0, 22.0, 21.07246376811594)","(10.0, 15.0, 14.681818181818182)"
11-01-2023 16:13:57.211644,"(9.0, 12.5, 12.12295081967213)","(7.0, 9.6, 9.5)","(26.0, 65.0, 61.96969696969697)","(11.0, 17.0, 16.055555555555557)","(3.1, 3.5, 3.4658536585365853)","(2.6, 3.05, 3.0259259259259257)","(13.0, 22.0, 21.11111111111111)","(10.0, 15.0, 14.681818181818182)"
