,Notacry,A View From Above,Moogie Son,Champs Success,Lightning Star,Fast Gallito,Leslies Gold,Tool Time,Speeding Style,Poverty Bay
12-01-2023 09:10:31.807798,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:33.358973,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:34.828423,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:36.318996,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:37.770037,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:39.270852,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:40.737737,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:42.222817,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:43.661919,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:45.073560,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:46.519494,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:47.958647,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)"
12-01-2023 09:10:49.377928,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:50.801208,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:52.247575,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:53.699143,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:55.121146,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:56.559349,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:58.000967,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:10:59.473685,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:01.032533,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:02.487327,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:03.925692,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:05.351820,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:06.783975,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.5, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(15.0, 99999, 99990)"
12-01-2023 09:11:08.252516,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:09.664750,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:11.099408,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:12.512487,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:13.932311,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:15.263885,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:16.612433,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:18.026603,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:19.469554,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:20.895062,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:22.284004,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:23.642494,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:25.119713,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:26.521836,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:28.019268,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(13.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:29.521635,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:31.034597,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:32.485606,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:33.969864,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:35.462569,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:37.032078,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:38.549466,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:40.160813,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:41.784812,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:43.298972,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:44.701003,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:46.193352,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:47.664259,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:49.118099,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:50.477301,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:51.813362,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:53.280732,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:54.759986,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:56.190522,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:57.597510,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:11:59.093285,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:00.581875,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:01.995398,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:03.447976,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:04.854516,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:06.176344,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:07.539715,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:08.881751,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:10.186712,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:11.482159,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(12.0, 99999, 99990)","(4.4, 99999, 99990)","(31.0, 99999, 99990)","(10.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:12.738541,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:14.085987,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:15.433155,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:16.797361,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:18.065038,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:19.348847,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:20.754801,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:22.146361,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:23.458218,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:24.769467,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:26.116355,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(41.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:27.501164,"(12.0, 99999, 99990)","(4.4, 99999, 99990)","(3.7, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:28.875533,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.7, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:30.263421,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.7, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:31.605770,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.7, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:32.988603,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.7, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:34.419943,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(7.0, 99999, 99990)","(14.0, 99999, 99990)"
12-01-2023 09:12:35.766652,"(11.0, 99999, 99990)","(4.2, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(4.2, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(31.0, 99999, 99990)","(7.0, 99999, 99990)","(14.0, 99999, 99990)"
