,Shintaro Fury,Finniss Spice,Newtons Law,Recommend,Bag The Cash,Big Merv,Velocity Corene,Irish Gem
07-01-2023 10:52:27.290152,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.84)"
07-01-2023 10:52:28.327891,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:29.365695,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:30.395572,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:31.421408,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:32.487319,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:33.524435,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:34.554772,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:35.654568,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:36.689667,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:37.682572,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:38.733758,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.566666666666666)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:39.792435,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.433333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 9.733333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:40.818099,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.566666666666666)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 19.5)","(5.5, 10.0, 9.733333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:41.866486,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:42.930586,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:43.994235,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:44.979263,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:46.000306,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.0)","(4.0, 6.0, 4.425)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:47.020017,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.2, 8.24)","(4.0, 6.0, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:47.979254,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:48.978184,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:50.015293,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:50.990450,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.6)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:51.997182,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.733333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:53.026655,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:53.989724,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:54.963266,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:56.002934,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:57.073069,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:58.123404,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:52:59.177922,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:00.245694,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:01.261521,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:02.231185,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:03.284675,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:04.364053,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:05.378267,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:06.443995,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:07.483428,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:08.490649,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:09.480254,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:10.455517,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:11.476027,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:12.496747,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:13.556775,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:14.706933,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:15.758580,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:16.802757,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:17.882431,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:18.916536,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:19.918520,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:20.954685,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:21.992075,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:23.031732,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:24.067159,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:25.119670,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:26.203747,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:27.212001,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:28.257321,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:29.311394,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:30.340423,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:31.360927,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:32.419453,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:33.488986,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:34.575616,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:35.560648,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:36.581624,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:37.612747,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:38.558947,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.335)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:39.550376,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.7, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 9.488888888888889)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:40.555017,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.433333333333334)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:41.524852,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:42.544264,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 9.314285714285713)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:43.565897,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:44.566120,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:45.564463,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:46.583004,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:47.594163,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 17.1)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:48.622084,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:49.711239,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:50.782881,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:51.816276,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
07-01-2023 10:53:52.825898,"(6.0, 10.5, 6.607692307692308)","(4.8, 10.0, 7.65)","(9.0, 17.5, 11.833333333333334)","(6.0, 9.6, 8.24)","(4.0, 5.6, 4.859999999999999)","(13.0, 27.0, 19.5)","(5.5, 10.0, 8.5)","(6.5, 12.0, 10.133333333333333)"
