,Acquiescent,Dollar Bucks,Kano,Of The Field,Scamster,The Bladesman,Tewkesbury,Jugan,Saintly Rose,Superior Sam,Unscented
08-01-2023 13:39:10.019916,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:11.417380,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:12.821754,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:14.234862,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:15.656905,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:17.033164,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:18.397430,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:19.776028,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:21.195932,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:22.612705,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:23.968771,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:25.277196,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 14.394736842105264)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:26.618892,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 15.5, 12.509803921568627)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:28.014482,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 13.0375)","(4.6, 6.4, 6.1)","(10.0, 14.0, 12.509803921568627)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:29.346458,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.1)","(10.0, 14.0, 12.509803921568627)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:30.761718,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.1)","(10.0, 14.0, 12.382352941176471)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:32.200525,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.228571428571429)","(10.0, 13.5, 12.382352941176471)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:33.596868,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.228571428571429)","(10.0, 13.5, 12.382352941176471)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:34.952293,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.5, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:36.330391,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:37.792533,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:39.260474,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:40.688799,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:42.046495,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:43.461106,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:45.111350,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.254901960784313)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:46.713385,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 13.0, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:48.304203,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:49.868611,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:51.408265,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:52.839679,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:54.215354,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.792307692307693)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:55.655363,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.5, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:57.187127,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:39:58.729367,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:00.118783,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:01.460013,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:02.834288,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:04.210902,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:05.664425,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:07.091599,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:08.462003,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.6)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:09.821368,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.4, 7.034782608695652)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:11.147219,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:12.512403,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:13.982244,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:15.438386,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:16.887596,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:18.223524,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:19.601562,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:20.944109,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:22.308446,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:23.734009,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:25.174788,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:26.659751,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:28.091748,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:29.646310,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:31.191590,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:32.976212,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:34.582464,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:36.025327,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
08-01-2023 13:40:37.405862,"(2.0, 2.18, 2.078181818181818)","(101.0, 220.0, 193.33333333333334)","(101.0, 220.0, 193.33333333333334)","(101.0, 230.0, 205.0)","(6.5, 13.0, 11.523076923076923)","(4.6, 6.4, 6.25)","(10.0, 12.5, 12.158536585365853)","(21.0, 65.0, 40.333333333333336)","(41.0, 160.0, 127.42857142857142)","(5.0, 8.6, 7.3999999999999995)","(101.0, 220.0, 160.0)"
