,Acquiescent,Dollar Bucks,Kano,Of The Field,Scamster,The Bladesman,Tewkesbury,Jugan,Saintly Rose,Superior Sam,Unscented
08-01-2023 13:50:34.251873,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.366666666666667)","(10.0, 15.5, 15.05)","(21.0, 90.0, 84.91666666666666)","(41.0, 90.0, 65.29411764705883)","(5.0, 6.4, 6.15)","(101.0, 220.0, 131.76470588235293)"
08-01-2023 13:50:35.564176,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 84.91666666666666)","(41.0, 90.0, 76.42857142857143)","(5.0, 6.4, 6.15)","(101.0, 220.0, 165.0)"
08-01-2023 13:50:37.060521,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 84.91666666666666)","(41.0, 85.0, 72.85714285714286)","(5.0, 6.4, 6.15)","(101.0, 210.0, 160.0)"
08-01-2023 13:50:38.532284,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 84.91666666666666)","(41.0, 80.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 200.0, 155.0)"
08-01-2023 13:50:39.935173,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 74.75)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:41.415262,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 58.5)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:42.898508,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(6.5, 13.0, 10.155555555555557)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 90.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:44.332227,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(6.5, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:45.619648,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(6.5, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:46.900430,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(6.5, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:48.212651,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(6.5, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:49.571651,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(6.5, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:50.916080,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 13.0, 10.200000000000001)","(4.8, 8.6, 8.0)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.15)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:52.158461,"(1.9, 2.06, 1.9816129032258065)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 13.0, 10.700000000000001)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.228571428571429)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:53.431488,"(1.9, 2.04, 1.9914285714285713)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.700000000000001)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:54.771780,"(1.9, 2.02, 1.9914285714285713)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.700000000000001)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 61.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:55.995235,"(1.9, 2.02, 1.9914285714285713)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.265217391304347)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 86.5)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:57.218653,"(1.9, 2.02, 1.9914285714285713)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.265217391304347)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 86.5)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:58.483548,"(1.9, 2.02, 1.9914285714285713)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.700000000000001)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 86.5)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:50:59.922155,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.265217391304347)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 86.5)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:01.337600,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.272727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 95.0, 76.0)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:02.685386,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 12.265217391304347)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 90.0, 50.8)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:04.044655,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.25)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 50.8)","(41.0, 75.0, 69.28571428571429)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:05.507533,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 69.45454545454545)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:06.798051,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 72.78571428571428)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:07.970915,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:09.164405,"(1.9, 2.02, 2.0058823529411764)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:10.445273,"(1.9, 2.02, 1.986)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:11.754894,"(1.9, 2.02, 1.986)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:13.201268,"(1.9, 2.02, 1.986)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:14.525129,"(1.9, 2.02, 1.986)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.772727272727273)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:15.719073,"(1.9, 2.02, 1.986)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 11.21111111111111)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.2105263157894735)","(101.0, 190.0, 148.0)"
08-01-2023 13:51:17.030294,"(1.9, 2.02, 1.9689999999999999)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.700000000000001)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.167741935483871)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:18.302009,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:19.628486,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:21.121972,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 71.0)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:22.623449,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:23.947516,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:25.297948,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:26.653176,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:27.795686,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:29.131529,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:30.472228,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:31.779633,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:33.195556,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:34.498944,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:35.685284,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:36.904579,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:38.119175,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:39.376618,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:40.658137,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:41.872026,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 155.0)"
08-01-2023 13:51:43.064928,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 190.0, 150.0)"
08-01-2023 13:51:44.243139,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 213.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 180.0, 150.0)"
08-01-2023 13:51:45.474950,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 180.0, 145.0)"
08-01-2023 13:51:46.675397,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 15.05)","(21.0, 85.0, 67.76923076923077)","(41.0, 70.0, 61.81818181818182)","(5.0, 6.4, 6.133333333333334)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:48.191050,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 14.357142857142858)","(21.0, 85.0, 67.76923076923077)","(41.0, 90.0, 65.29411764705883)","(5.0, 6.4, 6.133333333333334)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:49.412579,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 14.357142857142858)","(21.0, 85.0, 67.76923076923077)","(41.0, 90.0, 76.42857142857143)","(5.0, 6.4, 6.133333333333334)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:50.608462,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 15.5, 13.5625)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.133333333333334)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:51.994225,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.933333333333333)","(10.0, 14.5, 13.5625)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.133333333333334)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:53.350894,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 8.323076923076922)","(10.0, 14.5, 13.5625)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 76.42857142857143)","(5.0, 6.4, 6.228571428571429)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:54.671672,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 8.4)","(10.0, 14.5, 13.375)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.228571428571429)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:55.979359,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.22608695652174)","(101.0, 170.0, 145.0)"
08-01-2023 13:51:57.196018,"(1.9, 2.02, 1.9775)","(101.0, 230.0, 205.0)","(101.0, 230.0, 205.0)","(101.0, 220.0, 193.33333333333334)","(7.0, 12.5, 10.833333333333334)","(4.8, 8.6, 7.8)","(10.0, 14.0, 13.166666666666666)","(21.0, 85.0, 67.76923076923077)","(41.0, 85.0, 75.0)","(5.0, 6.4, 6.26)","(101.0, 170.0, 145.0)"
