,Jets Art,Jo Rocks,Alanza,Elli Joh,Heavenly Brigade Nz,Norms Lady,Blissfull Mind,Tic Tact,Aussiepride,Power Up Nz
11-01-2023 19:25:49.670584,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9083333333333337)","(61.0, 80.0, 71.0)","(5.5, 99999, 99990)","(5.0, 6.8, 6.676470588235294)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 40.4)","(4.4, 99999, 99990)"
11-01-2023 19:25:51.216949,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9083333333333337)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.676470588235294)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:52.699631,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9083333333333337)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.676470588235294)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:54.083058,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.69047619047619)","(3.5, 3.95, 3.9083333333333337)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.5200000000000005)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:55.462957,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.69047619047619)","(3.5, 3.95, 3.9083333333333337)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.683333333333334)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:56.880598,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9083333333333337)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.666666666666667)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:58.349045,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9108695652173915)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.776470588235294)","(81.0, 95.0, 82.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:25:59.732912,"(5.5, 9.0, 8.314285714285715)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.9108695652173915)","(61.0, 75.0, 70.55555555555556)","(5.5, 99999, 99990)","(5.0, 6.8, 6.773333333333333)","(81.0, 95.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:26:01.143102,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.89)","(61.0, 75.0, 72.77777777777777)","(5.5, 99999, 99990)","(5.0, 6.8, 6.773333333333333)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 42.8)","(4.4, 99999, 99990)"
11-01-2023 19:26:02.463041,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.710526315789474)","(3.5, 3.95, 3.89)","(61.0, 75.0, 74.0)","(5.5, 99999, 99990)","(5.0, 6.8, 6.788571428571428)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:03.808404,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.607142857142858)","(3.5, 3.95, 3.8807692307692307)","(61.0, 80.0, 70.0)","(5.5, 99999, 99990)","(5.0, 6.8, 6.788571428571428)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:05.169021,"(5.5, 9.0, 8.127272727272727)","(7.0, 11.0, 10.583333333333334)","(3.5, 3.95, 3.835185185185185)","(61.0, 80.0, 70.0)","(5.5, 99999, 99990)","(5.0, 6.8, 7.836363636363637)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:06.497072,"(5.5, 9.0, 8.057142857142857)","(7.0, 11.0, 10.583333333333334)","(3.5, 3.9, 3.835185185185185)","(61.0, 80.0, 70.0)","(5.5, 99999, 99990)","(5.0, 8.0, 7.72)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:08.052596,"(5.5, 9.0, 8.3)","(7.0, 11.0, 10.583333333333334)","(3.5, 3.9, 3.8375)","(61.0, 80.0, 72.85714285714286)","(5.5, 99999, 99990)","(5.0, 8.0, 7.72)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:09.586017,"(5.5, 8.8, 8.1)","(7.0, 11.0, 9.64)","(3.5, 3.95, 3.8807692307692307)","(61.0, 80.0, 77.61904761904762)","(5.5, 99999, 99990)","(5.0, 8.0, 7.72)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:11.333765,"(5.5, 8.8, 8.1)","(7.0, 10.0, 9.266666666666667)","(3.5, 3.95, 3.855263157894737)","(61.0, 80.0, 83.5)","(5.5, 99999, 99990)","(5.0, 8.0, 7.72)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:12.874194,"(5.5, 8.8, 8.1)","(7.0, 9.8, 8.85)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 76.92307692307692)","(5.5, 99999, 99990)","(5.0, 8.0, 7.557894736842105)","(81.0, 90.0, 85.0)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:14.444813,"(5.5, 8.8, 8.1)","(7.0, 9.6, 8.16551724137931)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.0, 7.666666666666667)","(81.0, 90.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:15.814669,"(5.5, 8.8, 8.1)","(7.0, 9.2, 8.16551724137931)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.0, 7.377777777777778)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:17.165899,"(5.5, 8.8, 8.1)","(7.0, 8.8, 8.676923076923078)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.0, 7.377777777777778)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:18.546259,"(5.5, 8.8, 8.1)","(7.0, 8.8, 8.676923076923078)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.0, 7.533333333333333)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 44.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:19.985972,"(5.5, 8.8, 8.1)","(7.0, 8.8, 9.184615384615386)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.0, 8.257142857142858)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:21.410185,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.4, 8.2)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:22.822758,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.2)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:24.214232,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.347368421052632)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:25.578040,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.347368421052632)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:26.994812,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.933333333333333)","(81.0, 85.0, 81.25)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:28.332197,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.933333333333333)","(81.0, 85.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:29.635562,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.855263157894737)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.933333333333333)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:31.026660,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.933333333333333)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.0)","(4.4, 99999, 99990)"
11-01-2023 19:26:32.486054,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.933333333333333)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:33.933373,"(5.5, 8.8, 8.1)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.066666666666666)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:35.407613,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.905882352941177)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.066666666666666)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:36.855665,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 8.066666666666666)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:38.287509,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.5, 3.95, 3.827272727272727)","(61.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.6, 7.95)","(81.0, 80.0, 77.5)","(91.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:39.753747,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:41.168996,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 41.42857142857143)","(4.4, 99999, 99990)"
11-01-2023 19:26:42.709746,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 79.78260869565217)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 39.333333333333336)","(4.4, 99999, 99990)"
11-01-2023 19:26:44.464977,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 39.333333333333336)","(4.4, 99999, 99990)"
11-01-2023 19:26:45.951589,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 39.333333333333336)","(4.4, 99999, 99990)"
11-01-2023 19:26:47.432717,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 39.333333333333336)","(4.4, 99999, 99990)"
11-01-2023 19:26:48.899095,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 39.333333333333336)","(4.4, 99999, 99990)"
11-01-2023 19:26:50.377528,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:51.716517,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 8.0)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:53.020182,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.92)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:54.364657,"(5.5, 8.8, 8.261538461538462)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.92)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:55.706288,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.92)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:57.121138,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.92)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:26:58.565760,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:27:00.001657,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 83.125)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:27:01.449399,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 83.125)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 80.0, 77.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 43.6)","(4.4, 99999, 99990)"
11-01-2023 19:27:02.838422,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 83.125)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 80.0, 78.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:04.196704,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 80.0, 82.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:05.572104,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 90.0, 82.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:06.849692,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 90.0, 82.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:08.165650,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.942857142857143)","(81.0, 90.0, 86.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:09.505372,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 90.0, 86.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:10.858706,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 90.0, 86.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:12.405545,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 90.0, 82.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:14.007513,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 82.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:15.465880,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 82.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:16.875952,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 82.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:18.283776,"(5.5, 8.8, 8.3625)","(7.0, 9.4, 8.8)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 82.0)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:19.647492,"(5.5, 8.8, 8.216666666666667)","(7.0, 9.4, 8.581818181818182)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:21.069315,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.426666666666668)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:22.532749,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.426666666666668)","(3.6, 3.95, 3.827272727272727)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:24.030499,"(5.5, 8.8, 8.55)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 76.66666666666667)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:25.614236,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:27.255754,"(5.5, 8.8, 8.55)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:28.799299,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:30.289274,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:31.792109,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
11-01-2023 19:27:33.223532,"(5.5, 8.8, 8.425)","(7.0, 8.8, 8.379999999999999)","(3.6, 3.95, 3.807894736842105)","(71.0, 85.0, 80.0)","(5.5, 99999, 99990)","(5.0, 8.4, 7.76)","(81.0, 85.0, 83.5)","(101.0, 120.0, 105.0)","(26.0, 50.0, 42.0)","(4.4, 99999, 99990)"
