,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:26:10.953314,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.83)","(81.0, 430.0, 394.5)","(10.0, 14.0, 13.285714285714286)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 24.45)"
08-01-2023 19:26:12.663331,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.939090909090909)","(81.0, 430.0, 394.5)","(10.0, 14.0, 13.285714285714286)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 24.45)"
08-01-2023 19:26:14.394071,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.939090909090909)","(81.0, 430.0, 320.7692307692308)","(10.0, 14.0, 11.931034482758621)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 36.0)","(19.0, 44.0, 24.45)"
08-01-2023 19:26:15.950151,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.939090909090909)","(81.0, 430.0, 195.60000000000002)","(10.0, 14.0, 12.928571428571429)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 36.0)","(19.0, 40.0, 26.7)"
08-01-2023 19:26:17.462443,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.939090909090909)","(81.0, 410.0, 367.5)","(10.0, 13.5, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 36.0)","(19.0, 40.0, 26.5)"
08-01-2023 19:26:18.815079,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.939090909090909)","(81.0, 400.0, 367.5)","(10.0, 13.5, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 46.0, 41.0)","(19.0, 40.0, 24.7)"
08-01-2023 19:26:20.159982,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9647457627118645)","(81.0, 400.0, 367.5)","(10.0, 13.5, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 42.0, 37.25)","(19.0, 40.0, 34.6)"
08-01-2023 19:26:21.552574,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.9647457627118645)","(81.0, 390.0, 311.25)","(10.0, 13.5, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 44.0, 37.25)","(19.0, 38.0, 34.6)"
08-01-2023 19:26:22.986099,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.9647457627118645)","(81.0, 380.0, 219.47368421052633)","(10.0, 13.5, 11.642857142857142)","(7.0, 9.2, 9.0)","(51.0, 370.0, 338.5)","(20.0, 44.0, 37.25)","(19.0, 38.0, 33.0)"
08-01-2023 19:26:24.463320,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.9647457627118645)","(81.0, 380.0, 219.47368421052633)","(10.0, 13.5, 11.642857142857142)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 44.0, 37.25)","(19.0, 36.0, 27.666666666666668)"
08-01-2023 19:26:25.791369,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.9647457627118645)","(81.0, 380.0, 219.47368421052633)","(10.0, 13.5, 11.642857142857142)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 44.0, 37.25)","(19.0, 36.0, 27.666666666666668)"
08-01-2023 19:26:27.033268,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 380.0, 198.75)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 44.0, 37.25)","(19.0, 36.0, 23.608695652173914)"
08-01-2023 19:26:28.372369,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 350.0, 322.5)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 44.0, 37.25)","(19.0, 36.0, 31.4)"
08-01-2023 19:26:29.767129,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 340.0, 245.35714285714283)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 370.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 34.0, 26.5)"
08-01-2023 19:26:31.026265,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 340.0, 245.35714285714283)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 26.5)"
08-01-2023 19:26:32.285546,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 340.0, 200.5263157894737)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:33.550754,"(1.9, 2.8, 2.755)","(2.5, 2.98, 2.965)","(81.0, 340.0, 200.5263157894737)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:34.924190,"(1.9, 2.8, 2.65)","(2.5, 2.98, 2.965)","(81.0, 320.0, 219.64285714285717)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:36.253601,"(1.9, 2.8, 2.65)","(2.5, 2.98, 2.965)","(81.0, 300.0, 219.64285714285717)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:37.572937,"(1.9, 2.78, 2.7399999999999998)","(2.5, 2.98, 2.965)","(81.0, 300.0, 171.42857142857142)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:38.752979,"(1.9, 2.78, 2.6478260869565218)","(2.5, 2.98, 2.965)","(81.0, 300.0, 171.42857142857142)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:40.003623,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.965)","(81.0, 290.0, 206.78571428571428)","(10.0, 13.0, 12.5)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:41.299663,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.962295081967213)","(81.0, 280.0, 162.85714285714286)","(10.0, 13.0, 12.714285714285714)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:42.622409,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8568421052631576)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 341.3636363636364)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:43.732128,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8705263157894736)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 370.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:44.863609,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:46.070622,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.58823529411765)"
08-01-2023 19:26:47.330742,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:48.603608,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:50.006044,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:51.362714,"(1.9, 2.76, 2.7319999999999998)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 153.0952380952381)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:52.747354,"(1.9, 2.76, 2.7300000000000004)","(2.5, 2.98, 2.8499999999999996)","(81.0, 280.0, 239.44444444444446)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:54.155775,"(1.9, 2.74, 2.7290909090909095)","(2.5, 2.98, 2.8499999999999996)","(81.0, 260.0, 157.22222222222223)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:55.515608,"(1.9, 2.74, 2.7290909090909095)","(2.5, 2.98, 2.8499999999999996)","(81.0, 260.0, 149.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:57.041985,"(1.9, 2.74, 2.7290909090909095)","(2.5, 2.98, 2.8499999999999996)","(81.0, 260.0, 145.47619047619048)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:58.536345,"(1.9, 2.74, 2.690909090909091)","(2.5, 2.98, 2.8499999999999996)","(81.0, 260.0, 191.66666666666669)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:26:59.828139,"(1.9, 2.74, 2.690909090909091)","(2.5, 2.98, 2.8499999999999996)","(81.0, 250.0, 221.66666666666666)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:27:01.569265,"(1.9, 2.74, 2.690909090909091)","(2.5, 2.98, 2.8499999999999996)","(81.0, 240.0, 221.66666666666666)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 36.8)","(19.0, 32.0, 23.444444444444443)"
08-01-2023 19:27:02.973260,"(1.9, 2.74, 2.690909090909091)","(2.5, 2.98, 2.96258064516129)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 37.73913043478261)","(19.0, 32.0, 23.75)"
08-01-2023 19:27:04.510767,"(1.9, 2.74, 2.690909090909091)","(2.5, 2.98, 2.977777777777778)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 37.73913043478261)","(19.0, 32.0, 23.75)"
08-01-2023 19:27:05.676971,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.0, 2.9766666666666666)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 37.73913043478261)","(19.0, 32.0, 23.75)"
08-01-2023 19:27:06.956104,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.0, 2.94)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 37.73913043478261)","(19.0, 32.0, 23.75)"
08-01-2023 19:27:08.296213,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.0, 2.915)","(81.0, 240.0, 176.53846153846155)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 44.0, 40.11764705882353)","(19.0, 32.0, 27.0)"
08-01-2023 19:27:09.557035,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.05, 2.915)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 42.0, 40.11764705882353)","(19.0, 30.0, 27.0)"
08-01-2023 19:27:10.945451,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.05, 2.915)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 42.0, 40.11764705882353)","(19.0, 30.0, 27.0)"
08-01-2023 19:27:12.284862,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.05, 2.915)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 42.0, 40.11764705882353)","(19.0, 30.0, 27.0)"
08-01-2023 19:27:13.600118,"(1.9, 2.74, 2.690909090909091)","(2.5, 3.05, 2.915)","(81.0, 240.0, 207.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 42.0, 40.11764705882353)","(19.0, 30.0, 27.4)"
08-01-2023 19:27:14.891685,"(1.9, 2.74, 2.672)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 380.0, 341.3636363636364)","(20.0, 42.0, 40.11764705882353)","(19.0, 29.0, 27.4)"
08-01-2023 19:27:16.218988,"(1.9, 2.74, 2.672)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 12.666666666666666)","(7.0, 9.2, 9.0)","(51.0, 370.0, 265.7142857142857)","(20.0, 42.0, 40.11764705882353)","(19.0, 29.0, 27.4)"
08-01-2023 19:27:17.533178,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.76923076923077)","(7.0, 9.2, 9.0)","(51.0, 350.0, 314.0909090909091)","(20.0, 42.0, 40.11764705882353)","(19.0, 29.0, 24.263157894736842)"
08-01-2023 19:27:18.905868,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.76923076923077)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 42.0, 40.11764705882353)","(19.0, 29.0, 25.53846153846154)"
08-01-2023 19:27:20.105121,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.76923076923077)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 42.0, 38.27272727272727)","(19.0, 28.0, 27.2)"
08-01-2023 19:27:21.606067,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.76923076923077)","(7.0, 9.2, 9.0)","(51.0, 340.0, 265.7142857142857)","(20.0, 44.0, 38.27272727272727)","(19.0, 28.0, 27.2)"
08-01-2023 19:27:23.032273,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 314.0909090909091)","(20.0, 44.0, 38.27272727272727)","(19.0, 28.0, 23.6)"
08-01-2023 19:27:24.407951,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 38.27272727272727)","(19.0, 28.0, 26.3)"
08-01-2023 19:27:25.642064,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 27.0, 23.15)"
08-01-2023 19:27:27.004776,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 27.0, 23.15)"
08-01-2023 19:27:28.370999,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 27.0, 25.4)"
08-01-2023 19:27:29.725593,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 25.4)"
08-01-2023 19:27:31.018214,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 25.4)"
08-01-2023 19:27:32.393443,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:33.715442,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:35.080424,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:36.336876,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.915)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:37.586468,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.1)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:38.810644,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.1)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:40.047831,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.1)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:41.207542,"(1.9, 2.74, 2.6550000000000002)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 37.25)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:42.356621,"(1.9, 2.74, 2.6296)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:43.479678,"(1.9, 2.74, 2.6296)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:44.780174,"(1.9, 2.74, 2.6296)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 314.0909090909091)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:45.931275,"(1.9, 2.74, 2.6296)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 299.2857142857143)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:46.987760,"(1.9, 2.74, 2.6296)","(2.5, 3.05, 2.96)","(81.0, 240.0, 195.0)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.16470588235294)","(51.0, 340.0, 299.2857142857143)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:48.276202,"(1.9, 2.74, 2.686666666666667)","(2.5, 3.1, 3.0599999999999996)","(81.0, 240.0, 198.75)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 340.0, 215.9090909090909)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:49.472221,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 236.53846153846155)","(20.0, 44.0, 36.285714285714285)","(19.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:50.814668,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:51.866403,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:53.064048,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:54.268982,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.0)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:55.566993,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 8.933333333333334)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:56.726278,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:57.931408,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:27:59.060112,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
08-01-2023 19:28:00.284766,"(1.9, 2.72, 2.686666666666667)","(2.5, 3.15, 3.0599999999999996)","(81.0, 240.0, 204.64285714285714)","(10.0, 13.0, 11.263157894736842)","(7.0, 9.2, 9.08)","(51.0, 350.0, 244.64285714285717)","(20.0, 44.0, 36.285714285714285)","(21.0, 26.0, 22.57142857142857)"
