,Red Fox,Antequera,Diddley Squat,Zoufire,Big Bullet,Berry Foxie,World Action,Xtramagic
08-01-2023 12:10:49.552077,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.75)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.6, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:50.583762,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.125)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:51.579225,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.695652173913043)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:52.582661,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.695652173913043)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:53.686634,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.227272727272727)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:54.713239,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.227272727272727)","(4.0, 4.6, 4.475)","(7.5, 11.0, 10.227272727272727)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.75)"
08-01-2023 12:10:55.797903,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.227272727272727)","(4.0, 4.6, 4.475)","(7.5, 11.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.1875)"
08-01-2023 12:10:57.088050,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.475)","(7.5, 12.0, 11.38888888888889)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.428571428571427)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:10:58.162104,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.475)","(7.5, 12.5, 11.38888888888889)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.428571428571427)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:10:59.321925,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.961538461538462)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.428571428571427)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:00.369979,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.961538461538462)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:01.360881,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.961538461538462)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:02.344408,"(3.5, 4.5, 4.42)","(8.5, 15.0, 13.038461538461538)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:03.334500,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:04.394563,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:05.495763,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:06.564763,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:07.559028,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:08.602470,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:09.555196,"(3.5, 4.5, 4.42)","(8.5, 14.5, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.5, 10.78125)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:10.592959,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.5)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.428571428571429)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.6)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.3)"
08-01-2023 12:11:11.690783,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.636363636363637)","(101.0, 200.0, 190.0)","(14.0, 28.0, 25.153846153846153)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:12.759601,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:13.841935,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:14.910761,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:15.889049,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:16.877147,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:17.871123,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:18.925053,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:19.992692,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:21.094395,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 3.961111111111111)","(9.0, 12.5, 11.214285714285714)"
08-01-2023 12:11:22.185414,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.59090909090909)"
08-01-2023 12:11:23.233518,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:24.241033,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:25.255495,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 190.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:26.245663,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 186.66666666666666)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:27.420866,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 186.66666666666666)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:28.578505,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 192.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:29.687821,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.46)","(7.5, 12.0, 11.25)","(101.0, 200.0, 192.0)","(14.0, 27.0, 25.11764705882353)","(3.5, 4.1, 4.05)","(9.0, 12.5, 11.7)"
08-01-2023 12:11:30.784386,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.4879999999999995)","(7.5, 12.0, 11.25)","(101.0, 200.0, 192.0)","(14.0, 27.0, 24.5)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:31.873240,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.409090909090909)","(7.5, 12.0, 11.25)","(101.0, 200.0, 193.33333333333334)","(14.0, 26.0, 23.428571428571427)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:33.019011,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.409090909090909)","(7.5, 12.5, 11.166666666666666)","(101.0, 200.0, 193.33333333333334)","(14.0, 25.0, 23.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:34.232734,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.3999999999999995)","(7.5, 12.5, 11.357142857142858)","(101.0, 200.0, 193.33333333333334)","(14.0, 26.0, 23.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:35.286492,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.3999999999999995)","(7.5, 12.5, 11.4)","(101.0, 200.0, 197.5)","(14.0, 26.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:36.413848,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 197.5)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:37.405889,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 197.5)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:38.448051,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 197.5)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:39.534962,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 197.5)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:40.635965,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:41.721756,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 24.0)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:42.858761,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 22.857142857142858)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:43.926200,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.2)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 22.857142857142858)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:44.951256,"(3.5, 4.5, 4.42)","(8.5, 14.0, 12.0)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 22.857142857142858)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:45.965357,"(3.5, 4.5, 4.42)","(8.5, 14.0, 13.0)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 22.857142857142858)","(3.5, 4.1, 4.06)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:46.984477,"(3.5, 4.5, 4.42)","(8.5, 13.5, 13.125)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.4)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.076923076923077)","(3.5, 4.1, 3.925)","(9.0, 12.5, 11.25)"
08-01-2023 12:11:48.069516,"(3.5, 4.5, 4.42)","(8.5, 13.5, 13.125)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.666666666666666)","(101.0, 220.0, 190.0)","(14.0, 25.0, 22.5)","(3.5, 4.0, 3.925)","(9.0, 12.5, 11.5625)"
08-01-2023 12:11:49.173854,"(3.5, 4.5, 4.46)","(8.5, 13.5, 13.125)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.666666666666666)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.0, 3.925)","(9.0, 12.5, 11.5625)"
08-01-2023 12:11:50.257525,"(3.5, 4.5, 4.46)","(8.5, 13.5, 13.125)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.307692307692308)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.0, 3.925)","(9.0, 12.5, 11.5625)"
08-01-2023 12:11:51.303151,"(3.5, 4.5, 4.42)","(8.5, 13.5, 13.18421052631579)","(4.0, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.0, 4.014285714285714)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:52.318873,"(3.6, 4.5, 4.38)","(9.0, 13.5, 13.18421052631579)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:53.319306,"(3.6, 4.5, 4.38)","(9.0, 14.0, 13.444444444444445)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:54.332276,"(3.6, 4.5, 4.38)","(9.0, 14.0, 13.107142857142858)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:55.389901,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:56.472339,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.46153846153846)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:57.529621,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.0)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:58.597287,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.370588235294117)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.125)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:11:59.613426,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.370588235294117)","(7.5, 12.0, 11.2)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.5)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:12:00.573419,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.370588235294117)","(7.5, 12.0, 11.181818181818182)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.5)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:12:01.550436,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.370588235294117)","(7.5, 12.0, 11.181818181818182)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.5)","(3.5, 4.1, 3.9888888888888885)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:12:02.518994,"(3.6, 4.5, 4.411111111111111)","(9.0, 14.0, 12.863636363636363)","(3.9, 4.6, 4.370588235294117)","(7.5, 12.0, 11.181818181818182)","(101.0, 220.0, 190.0)","(14.0, 25.0, 23.5)","(3.5, 4.1, 3.953333333333333)","(9.0, 12.5, 11.666666666666666)"
08-01-2023 12:12:03.575841,"(3.6, 4.5, 4.264705882352941)","(9.0, 14.0, 12.958333333333334)","(3.9, 4.6, 4.359999999999999)","(7.5, 12.0, 11.035714285714286)","(101.0, 220.0, 193.33333333333334)","(14.0, 25.0, 22.5)","(3.5, 4.1, 3.953333333333333)","(9.0, 12.5, 11.5)"
08-01-2023 12:12:04.592913,"(3.6, 4.5, 4.22)","(9.0, 14.0, 12.958333333333334)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.035714285714286)","(101.0, 220.0, 193.33333333333334)","(14.0, 23.0, 22.5)","(3.5, 4.1, 3.953333333333333)","(9.0, 12.0, 11.5)"
08-01-2023 12:12:05.626563,"(3.6, 4.5, 4.22)","(9.0, 14.0, 12.571428571428571)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.25)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.5)","(3.5, 4.1, 3.953333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:06.629053,"(3.6, 4.5, 4.22)","(9.0, 14.0, 12.571428571428571)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.25)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.5)","(3.5, 4.1, 3.953333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:07.743430,"(3.6, 4.5, 4.22)","(9.0, 14.0, 12.571428571428571)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.25)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.5)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:08.767234,"(3.6, 4.5, 4.22)","(9.0, 14.0, 12.571428571428571)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.25)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.5)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:09.859826,"(3.6, 4.5, 4.22)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.08695652173913)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:11.119352,"(3.6, 4.5, 4.2407407407407405)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 11.0625)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:12.175923,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:13.335174,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.033333333333333)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:14.392283,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.084)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:15.446359,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.084)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:16.528841,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.363157894736842)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.084)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:17.601221,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.3954545454545455)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.084)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:18.633612,"(3.6, 4.5, 4.188888888888888)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.3954545454545455)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.057142857142857)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:19.617874,"(3.6, 4.5, 4.1695652173913045)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.3954545454545455)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.057142857142857)","(9.0, 12.0, 11.444444444444445)"
08-01-2023 12:12:20.615740,"(3.6, 4.5, 4.1695652173913045)","(8.5, 14.0, 13.23076923076923)","(3.9, 4.6, 4.3954545454545455)","(7.5, 12.0, 10.875)","(101.0, 220.0, 190.0)","(14.0, 23.0, 22.4)","(3.5, 4.1, 4.057142857142857)","(9.0, 12.0, 11.444444444444445)"
