,Rebellious Lord,Gutsy,Tarasque,Bianco Nuovo,Our Ellie Rose,Aeroette,Miss Cavendish,Bignota,Goodness Gracie,Bassons
04-01-2023 15:50:05.112383,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.613793103448277)","(19.0, 85.0, 64.66666666666666)","(21.0, 34.0, 28.0)","(5.0, 7.4, 6.88235294117647)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.0)"
04-01-2023 15:50:06.412232,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.613793103448277)","(19.0, 85.0, 64.66666666666666)","(21.0, 34.0, 28.0)","(5.0, 7.4, 6.942857142857143)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.0)"
04-01-2023 15:50:07.730584,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.552941176470588)","(19.0, 85.0, 54.5)","(21.0, 34.0, 28.555555555555557)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:08.996980,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.552941176470588)","(19.0, 85.0, 68.8)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:10.189620,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.552941176470588)","(19.0, 80.0, 58.857142857142854)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:11.381870,"(9.0, 15.0, 14.0)","(7.0, 8.8, 8.552941176470588)","(19.0, 85.0, 58.857142857142854)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.40909090909091)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:12.609205,"(9.0, 15.5, 13.5)","(7.0, 8.8, 8.552941176470588)","(19.0, 85.0, 58.857142857142854)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:13.853953,"(9.0, 15.5, 13.5)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 58.857142857142854)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:15.146255,"(9.0, 15.5, 13.5)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 58.857142857142854)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(9.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:16.443585,"(10.0, 15.5, 13.5)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 62.125)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(10.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:17.760220,"(10.0, 15.5, 13.5)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 62.125)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 6.973333333333334)","(10.0, 14.0, 12.8)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 35.714285714285715)"
04-01-2023 15:50:19.070689,"(10.0, 15.5, 13.833333333333334)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 62.125)","(21.0, 34.0, 31.666666666666668)","(5.0, 7.4, 6.973333333333334)","(10.0, 14.0, 11.74561403508772)","(4.8, 7.8, 7.085714285714285)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.166666666666666)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:20.356430,"(10.0, 15.5, 13.833333333333334)","(7.0, 8.8, 8.274999999999999)","(19.0, 85.0, 62.125)","(21.0, 34.0, 31.666666666666668)","(5.0, 7.4, 6.973333333333334)","(10.0, 12.0, 11.825581395348838)","(4.8, 7.8, 7.2)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.714285714285714)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:21.652240,"(10.0, 15.5, 13.5)","(7.0, 8.6, 8.219999999999999)","(19.0, 85.0, 49.6)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.4, 7.1)","(10.0, 12.0, 11.829545454545455)","(4.8, 7.8, 7.2)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.714285714285714)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:22.965073,"(10.0, 15.5, 13.9)","(7.0, 8.2, 7.883333333333333)","(19.0, 85.0, 55.5)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.829545454545455)","(4.8, 7.8, 7.2)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.714285714285714)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:24.320483,"(10.0, 15.5, 13.9)","(7.0, 8.2, 7.883333333333333)","(19.0, 85.0, 55.5)","(21.0, 34.0, 31.666666666666668)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.829545454545455)","(4.8, 7.8, 7.2)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.714285714285714)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:25.666964,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.883333333333333)","(19.0, 85.0, 55.5)","(21.0, 34.0, 28.75)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.829545454545455)","(4.8, 7.8, 7.527272727272727)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:27.002732,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.87945205479452)","(19.0, 85.0, 55.5)","(21.0, 34.0, 29.333333333333332)","(5.0, 7.2, 7.04)","(10.0, 12.0, 11.829545454545455)","(4.8, 7.8, 6.714285714285714)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 37.0)"
04-01-2023 15:50:28.327499,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.87945205479452)","(19.0, 85.0, 48.5)","(21.0, 34.0, 31.666666666666668)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.829545454545455)","(4.8, 8.6, 7.2)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:29.583874,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.453333333333334)","(19.0, 70.0, 58.666666666666664)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.4, 7.333333333333333)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:30.822622,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.453333333333334)","(19.0, 65.0, 58.666666666666664)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.4, 7.410526315789474)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:32.068460,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.453333333333334)","(19.0, 65.0, 38.666666666666664)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.13103448275862)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:33.291021,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.453333333333334)","(19.0, 60.0, 37.0)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.13103448275862)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 13.555555555555555)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:34.606914,"(10.0, 15.5, 14.166666666666666)","(7.0, 8.2, 7.453333333333334)","(19.0, 55.0, 37.0)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.1)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.552631578947368)","(3.3, 3.7, 3.6166666666666667)","(11.0, 14.0, 12.166666666666666)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:35.995944,"(10.0, 15.0, 13.875)","(7.0, 8.0, 7.257142857142857)","(19.0, 55.0, 35.333333333333336)","(21.0, 34.0, 29.8)","(5.0, 7.2, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.552631578947368)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 12.033333333333333)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:37.393475,"(10.0, 15.0, 13.875)","(7.0, 8.0, 7.257142857142857)","(19.0, 50.0, 42.666666666666664)","(21.0, 34.0, 28.75)","(5.0, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 12.033333333333333)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:38.827412,"(10.0, 15.0, 13.875)","(7.0, 8.0, 7.3)","(19.0, 50.0, 34.72727272727273)","(21.0, 34.0, 31.666666666666668)","(5.0, 7.6, 7.111111111111111)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:40.195672,"(10.0, 15.0, 13.875)","(7.0, 8.2, 7.350943396226415)","(19.0, 50.0, 40.4)","(21.0, 34.0, 32.833333333333336)","(5.0, 7.6, 7.111111111111111)","(10.0, 12.0, 11.902777777777779)","(4.8, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:41.561756,"(10.0, 15.0, 13.875)","(7.0, 8.2, 7.350943396226415)","(19.0, 48.0, 37.14285714285714)","(21.0, 34.0, 33.36363636363636)","(5.5, 7.6, 7.111111111111111)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:42.939495,"(10.0, 15.0, 13.875)","(7.0, 8.2, 7.350943396226415)","(19.0, 48.0, 39.2)","(21.0, 34.0, 33.36363636363636)","(5.5, 7.6, 7.111111111111111)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:44.324009,"(10.0, 15.0, 13.875)","(7.0, 8.2, 7.576470588235294)","(19.0, 46.0, 38.0)","(21.0, 34.0, 32.0)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:45.676431,"(10.0, 14.0, 13.523809523809524)","(7.0, 8.0, 7.6)","(19.0, 44.0, 34.0)","(21.0, 34.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.217948717948717)","(31.0, 40.0, 38.0)"
04-01-2023 15:50:47.031563,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(19.0, 44.0, 34.4)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.484848484848484)","(3.3, 3.7, 3.6166666666666667)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 37.333333333333336)"
04-01-2023 15:50:48.389919,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(19.0, 44.0, 36.38095238095238)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.7, 3.7055555555555557)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 15:50:49.730845,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(19.0, 44.0, 36.38095238095238)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.7055555555555557)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 15:50:51.129881,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(19.0, 44.0, 36.38095238095238)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.7055555555555557)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 15:50:52.427198,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(19.0, 44.0, 34.666666666666664)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 15:50:53.799655,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(20.0, 44.0, 35.77777777777778)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.176470588235293)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 15:50:55.134712,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.6)","(20.0, 42.0, 34.666666666666664)","(21.0, 32.0, 30.0)","(5.5, 7.6, 7.199999999999999)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.976190476190476)","(31.0, 40.0, 37.5)"
04-01-2023 15:50:56.389153,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.466666666666667)","(20.0, 40.0, 34.666666666666664)","(21.0, 32.0, 30.0)","(5.5, 7.6, 7.270588235294118)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.976190476190476)","(31.0, 40.0, 37.5)"
04-01-2023 15:50:57.696617,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.466666666666667)","(20.0, 38.0, 33.0)","(21.0, 32.0, 30.0)","(5.5, 7.6, 7.270588235294118)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.976190476190476)","(31.0, 40.0, 37.5)"
04-01-2023 15:50:59.020739,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.466666666666667)","(20.0, 38.0, 33.0)","(21.0, 32.0, 30.0)","(5.5, 7.6, 7.288888888888889)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.976190476190476)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:00.460438,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.466666666666667)","(20.0, 38.0, 29.875)","(21.0, 32.0, 29.5)","(5.5, 7.6, 7.288888888888889)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.976190476190476)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:01.900232,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.466666666666667)","(20.0, 38.0, 29.875)","(21.0, 32.0, 29.5)","(5.5, 7.6, 7.288888888888889)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.551724137931035)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.95)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:03.349741,"(10.0, 14.0, 13.069767441860465)","(7.0, 7.8, 7.963636363636364)","(20.0, 38.0, 29.875)","(21.0, 32.0, 29.5)","(5.5, 7.6, 7.186206896551724)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.133333333333333)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:04.657702,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.0, 7.965957446808511)","(20.0, 38.0, 29.642857142857142)","(21.0, 32.0, 30.5)","(5.5, 7.6, 7.08)","(10.0, 12.0, 11.902777777777779)","(5.0, 8.0, 7.457142857142857)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:06.024388,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.0, 7.965957446808511)","(20.0, 38.0, 29.642857142857142)","(21.0, 32.0, 30.5)","(5.5, 7.4, 7.08)","(10.0, 12.0, 11.902777777777779)","(5.0, 7.8, 7.355555555555555)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 40.0, 37.5)"
04-01-2023 15:51:07.546767,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.0, 7.918518518518518)","(20.0, 38.0, 29.642857142857142)","(21.0, 32.0, 30.5)","(5.5, 7.4, 7.08)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.706976744186046)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 40.0, 45.0)"
04-01-2023 15:51:08.854388,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.918518518518518)","(20.0, 38.0, 29.642857142857142)","(21.0, 32.0, 30.5)","(5.5, 7.4, 7.08)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 48.0, 50.14285714285714)"
04-01-2023 15:51:10.309234,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.878873239436619)","(20.0, 36.0, 29.384615384615383)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.02)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 55.0, 48.285714285714285)"
04-01-2023 15:51:11.727323,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.878873239436619)","(20.0, 34.0, 29.384615384615383)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.02)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 13.033333333333333)","(31.0, 50.0, 46.0)"
04-01-2023 15:51:13.338343,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.878873239436619)","(19.0, 34.0, 29.333333333333332)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.02)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.716666666666667)","(11.0, 13.5, 12.566666666666666)","(31.0, 50.0, 44.857142857142854)"
04-01-2023 15:51:15.590877,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.878873239436619)","(19.0, 34.0, 29.333333333333332)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.071428571428571)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.723333333333333)","(11.0, 13.5, 12.566666666666666)","(31.0, 50.0, 44.857142857142854)"
04-01-2023 15:51:16.996059,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.878873239436619)","(19.0, 34.0, 29.0)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.094117647058823)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.723333333333333)","(11.0, 13.5, 12.566666666666666)","(31.0, 50.0, 44.0)"
04-01-2023 15:51:18.864052,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 30.0, 30.857142857142858)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.071428571428571)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.7192307692307693)","(11.0, 13.5, 12.566666666666666)","(31.0, 50.0, 44.857142857142854)"
04-01-2023 15:51:20.639291,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 30.25)","(21.0, 36.0, 30.4)","(5.5, 7.2, 7.071428571428571)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.726470588235294)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 43.333333333333336)"
04-01-2023 15:51:22.062219,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 30.4)","(5.5, 7.2, 6.988235294117647)","(10.0, 12.0, 11.9)","(5.0, 7.8, 7.266666666666667)","(3.3, 3.75, 3.726470588235294)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:23.474364,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 29.846153846153847)","(5.5, 7.2, 6.988235294117647)","(10.0, 12.0, 11.825581395348838)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.675)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:24.899096,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 29.846153846153847)","(5.5, 7.2, 6.864)","(10.0, 12.0, 11.825581395348838)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.675)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:26.307176,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 29.846153846153847)","(5.5, 7.2, 6.864)","(10.0, 12.0, 11.825581395348838)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.7136363636363634)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:27.735150,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 29.846153846153847)","(5.5, 7.2, 6.864)","(10.0, 12.0, 11.825581395348838)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.7214285714285715)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:29.121365,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 29.846153846153847)","(5.5, 7.2, 6.864)","(10.0, 12.0, 11.825581395348838)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.7214285714285715)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:30.498991,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.843478260869564)","(19.0, 32.0, 28.81818181818182)","(21.0, 36.0, 33.53846153846154)","(5.5, 7.2, 7.3)","(10.0, 12.0, 13.192307692307692)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.6928571428571426)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.0)"
04-01-2023 15:51:31.941231,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 32.0, 28.75)","(21.0, 36.0, 32.75)","(5.5, 7.6, 7.35)","(10.0, 13.5, 12.333333333333334)","(5.0, 7.8, 7.088888888888889)","(3.3, 3.75, 3.6928571428571426)","(11.0, 13.5, 13.28125)","(31.0, 50.0, 45.77777777777778)"
04-01-2023 15:51:33.527808,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 30.0, 28.75)","(21.0, 34.0, 32.75)","(5.5, 7.6, 7.35)","(10.0, 13.0, 12.333333333333334)","(5.0, 7.8, 7.15)","(3.3, 3.75, 3.6928571428571426)","(11.0, 13.5, 13.28125)","(31.0, 48.0, 45.77777777777778)"
04-01-2023 15:51:34.981916,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.854545454545454)","(19.0, 30.0, 28.75)","(21.0, 34.0, 32.75)","(5.5, 7.6, 7.333333333333333)","(10.0, 13.0, 12.333333333333334)","(5.0, 7.6, 7.15)","(3.3, 3.75, 3.6928571428571426)","(11.0, 13.5, 13.28125)","(31.0, 48.0, 45.77777777777778)"
04-01-2023 15:51:36.522262,"(10.0, 14.0, 13.069767441860465)","(7.0, 8.2, 7.843478260869564)","(19.0, 30.0, 27.5)","(21.0, 34.0, 32.75)","(5.5, 7.6, 7.333333333333333)","(10.0, 13.0, 12.333333333333334)","(5.0, 7.6, 7.15)","(3.3, 3.75, 3.6928571428571426)","(11.0, 13.5, 13.28125)","(31.0, 48.0, 45.77777777777778)"
