,Sister Joann,Whale Of A Time,Eternal Heart,Cousin Winnie,Ellies Lil Castle,Jacks Sister Jill,Natural Sonde
16-12-2022 10:00:23.347919,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:24.420523,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:25.500930,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:26.555080,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:27.605757,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:28.716620,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:30.028628,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:31.198095,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:32.380675,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:33.552229,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:34.688250,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:35.806790,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:36.905240,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:38.008961,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:39.222194,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:40.417096,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:41.540656,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:42.823437,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:44.147123,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:45.340965,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:46.497136,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:47.589421,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:48.778563,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:49.861411,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:50.921583,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:52.143758,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:53.313801,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:54.595058,"(21.0, 450.0, 233.5)","(4.4, 8.6, 5.45)","(14.0, 20.0, 14.6)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:55.836991,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:57.058914,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:58.365861,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:00:59.611587,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:00.786569,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:02.007098,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:03.212572,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:04.419913,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:05.528014,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:06.872900,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.14)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:08.109020,"(21.0, 450.0, 233.5)","(4.4, 8.6, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 4.9, 4.214285714285714)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:09.341326,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 4.9, 3.91)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:10.479155,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 5.1, 4.257142857142857)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:11.634466,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 5.0, 4.257142857142857)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:12.742184,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 5.0, 4.257142857142857)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:13.904217,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 5.0, 4.257142857142857)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:15.093539,"(21.0, 450.0, 233.5)","(4.4, 8.8, 6.220000000000001)","(14.0, 20.0, 15.25)","(3.4, 5.0, 4.35)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:16.219191,"(21.0, 450.0, 233.5)","(4.6, 8.8, 6.220000000000001)","(13.0, 20.0, 15.25)","(3.4, 5.0, 3.8899999999999997)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:17.383558,"(21.0, 450.0, 233.5)","(4.6, 8.8, 6.220000000000001)","(13.0, 20.0, 15.25)","(3.4, 5.0, 3.662857142857143)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:18.610763,"(21.0, 450.0, 233.5)","(4.6, 8.8, 6.220000000000001)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.8)","(4.8, 7.0, 5.9)","(2.9, 6.8, 5.49090909090909)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:19.893382,"(21.0, 450.0, 233.5)","(4.6, 8.8, 6.220000000000001)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 6.8, 3.6666666666666665)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:20.971921,"(21.0, 450.0, 161.33333333333334)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.6666666666666665)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:22.070544,"(21.0, 450.0, 161.33333333333334)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.6666666666666665)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:23.048867,"(21.0, 450.0, 161.33333333333334)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.6666666666666665)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:24.133588,"(21.0, 450.0, 161.33333333333334)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.6)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:25.098720,"(21.0, 450.0, 161.33333333333334)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.92)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.7659574468085104)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:26.128199,"(21.0, 450.0, 233.5)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.7659574468085104)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:27.231426,"(21.0, 450.0, 233.5)","(4.6, 8.6, 7.1)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:28.294336,"(21.0, 450.0, 233.5)","(4.6, 8.6, 7.1)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:29.360142,"(21.0, 450.0, 233.5)","(4.6, 8.6, 7.1)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:30.436910,"(21.0, 450.0, 233.5)","(4.6, 8.6, 7.1)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:31.447566,"(21.0, 450.0, 233.5)","(4.6, 8.6, 7.1)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 5.666666666666667)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:32.486718,"(21.0, 450.0, 233.5)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 5.666666666666667)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:33.552107,"(21.0, 450.0, 233.5)","(4.6, 8.8, 7.15)","(13.0, 20.0, 15.25)","(3.4, 5.0, 4.942857142857143)","(4.8, 7.0, 6.1)","(2.9, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:34.600097,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:35.612695,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:36.679888,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:37.750192,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:38.796866,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:40.037488,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:41.253466,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:42.357482,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 6.1)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:43.513767,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 6.8, 5.7857142857142865)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:44.632399,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.2, 5.7857142857142865)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:45.705376,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.2, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:46.807021,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:47.863236,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:49.005806,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:50.241131,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:51.462667,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:52.662388,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:53.950626,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:54.993262,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:56.004619,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:57.078538,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:58.139960,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:01:59.235069,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.942857142857143)","(4.8, 7.0, 6.2)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:00.422450,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.912)","(4.8, 7.0, 5.666666666666667)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:01.597565,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 20.0, 15.25)","(3.6, 5.0, 4.912)","(4.8, 7.0, 5.640000000000001)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:02.714992,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.6, 5.640000000000001)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:03.839396,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.6, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:04.913673,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:05.960183,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:07.062210,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:08.066620,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:09.103365,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:10.214945,"(26.0, 450.0, 233.5)","(4.8, 8.8, 7.15)","(12.0, 16.0, 12.857142857142858)","(3.6, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.7, 3.8, 3.425)","(31.0, 99999, 5011.5)"
16-12-2022 10:02:11.302003,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 16.0, 12.857142857142858)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:12.406242,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 16.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:13.500724,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:14.525848,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:15.540306,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:16.658983,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:02:17.681970,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
