,Sister Joann,Whale Of A Time,Eternal Heart,Cousin Winnie,Ellies Lil Castle,Jacks Sister Jill,Natural Sonde
16-12-2022 10:26:02.427069,"(41.0, 340.0, 75.0)","(5.0, 6.6, 6.5)","(11.0, 13.0, 12.0)","(2.9, 3.0, 2.952)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 700.0, 225.0)"
16-12-2022 10:26:03.416075,"(41.0, 340.0, 182.0)","(5.0, 6.6, 6.5)","(11.0, 12.5, 12.0)","(2.9, 3.0, 2.952)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 690.0, 225.0)"
16-12-2022 10:26:04.443964,"(41.0, 340.0, 181.5)","(5.0, 6.6, 6.54)","(11.0, 12.5, 11.75)","(2.9, 3.0, 2.9657142857142857)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 690.0, 222.5)"
16-12-2022 10:26:05.595294,"(41.0, 340.0, 182.0)","(5.0, 6.6, 6.54)","(11.0, 13.5, 12.25)","(2.9, 3.0, 2.985)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 680.0, 130.0)"
16-12-2022 10:26:06.677075,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.5, 12.333333333333334)","(2.9, 3.0, 2.985)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 160.0, 110.0)"
16-12-2022 10:26:07.824124,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.0, 12.333333333333334)","(2.9, 3.0, 2.985)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 150.0, 110.0)"
16-12-2022 10:26:09.083635,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.0, 12.0)","(2.9, 3.0, 2.985)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 150.0, 105.0)"
16-12-2022 10:26:10.125336,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 12.5, 12.0)","(2.9, 3.0, 2.986153846153846)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 140.0, 105.0)"
16-12-2022 10:26:11.320237,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 12.5, 12.25)","(2.9, 3.0, 2.9699999999999998)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 140.0, 108.33333333333334)"
16-12-2022 10:26:12.442089,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.5, 12.25)","(2.9, 3.0, 2.9699999999999998)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 130.0, 108.33333333333334)"
16-12-2022 10:26:13.508428,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.5, 12.333333333333334)","(2.9, 3.0, 2.9699999999999998)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 130.0, 108.33333333333334)"
16-12-2022 10:26:14.677969,"(41.0, 380.0, 221.33333333333331)","(5.0, 6.6, 6.54)","(11.0, 13.0, 12.333333333333334)","(2.9, 3.0, 2.9699999999999998)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 130.0, 108.33333333333334)"
16-12-2022 10:26:15.753555,"(41.0, 380.0, 221.77777777777777)","(5.0, 6.4, 6.327272727272727)","(11.0, 13.0, 12.333333333333334)","(2.9, 3.0, 2.9659999999999997)","(3.8, 5.3, 5.218181818181818)","(3.7, 5.2, 4.96)","(51.0, 130.0, 96.42857142857143)"
16-12-2022 10:26:16.824789,"(41.0, 370.0, 197.5)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.5, 12.0)","(2.9, 3.05, 2.972)","(3.8, 5.3, 5.225)","(3.7, 5.2, 4.96)","(51.0, 120.0, 95.0)"
16-12-2022 10:26:17.827523,"(41.0, 360.0, 159.6)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.5, 12.0)","(2.9, 3.05, 2.972)","(3.8, 5.3, 5.225)","(3.7, 5.2, 4.96)","(51.0, 110.0, 86.66666666666667)"
16-12-2022 10:26:18.851054,"(41.0, 360.0, 159.6)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.0, 11.666666666666666)","(2.9, 3.05, 2.9825)","(3.8, 5.4, 5.3500000000000005)","(3.7, 5.2, 5.1482758620689655)","(51.0, 120.0, 86.66666666666667)"
16-12-2022 10:26:19.877867,"(41.0, 360.0, 72.85714285714286)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.0, 11.666666666666666)","(2.9, 3.05, 2.9825)","(3.8, 5.4, 5.433333333333334)","(3.7, 5.2, 4.95)","(51.0, 120.0, 86.66666666666667)"
16-12-2022 10:26:20.914591,"(41.0, 360.0, 72.85714285714286)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.0, 11.666666666666666)","(2.9, 3.05, 2.9831818181818184)","(3.8, 5.5, 5.433333333333334)","(3.7, 5.2, 4.95)","(51.0, 120.0, 86.66666666666667)"
16-12-2022 10:26:22.013535,"(41.0, 360.0, 72.85714285714286)","(5.0, 6.4, 6.276923076923077)","(11.0, 12.0, 11.666666666666666)","(2.9, 3.05, 2.9831818181818184)","(3.8, 5.5, 5.433333333333334)","(3.7, 5.2, 4.95)","(51.0, 120.0, 83.33333333333333)"
16-12-2022 10:26:23.138885,"(41.0, 360.0, 159.6)","(5.0, 6.4, 6.276923076923077)","(11.0, 13.0, 12.6)","(2.9, 3.05, 2.8899999999999997)","(3.8, 5.5, 5.433333333333334)","(3.7, 5.2, 4.985714285714286)","(51.0, 110.0, 83.33333333333333)"
16-12-2022 10:26:24.258977,"(41.0, 360.0, 159.6)","(5.0, 7.0, 6.818181818181818)","(11.0, 13.0, 12.2)","(2.9, 2.94, 2.914285714285714)","(3.8, 5.5, 5.4)","(3.7, 5.2, 4.985714285714286)","(51.0, 110.0, 80.0)"
16-12-2022 10:26:25.330133,"(41.0, 360.0, 159.6)","(5.0, 6.8, 6.654545454545454)","(11.0, 12.5, 12.2)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 4.985714285714286)","(51.0, 100.0, 80.0)"
16-12-2022 10:26:26.348241,"(41.0, 360.0, 72.85714285714286)","(5.0, 6.8, 6.654545454545454)","(11.0, 12.5, 12.2)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 4.985714285714286)","(51.0, 100.0, 78.33333333333333)"
16-12-2022 10:26:27.328403,"(41.0, 360.0, 72.85714285714286)","(5.0, 6.8, 6.654545454545454)","(11.0, 12.0, 11.8)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 4.985714285714286)","(51.0, 95.0, 78.33333333333333)"
16-12-2022 10:26:28.305200,"(41.0, 360.0, 72.85714285714286)","(5.0, 7.2, 6.9)","(11.0, 12.0, 11.8)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 95.0, 76.66666666666667)"
16-12-2022 10:26:29.292366,"(41.0, 360.0, 159.6)","(5.0, 7.2, 6.720000000000001)","(11.0, 12.0, 11.8)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 90.0, 100.0)"
16-12-2022 10:26:30.288258,"(41.0, 360.0, 72.85714285714286)","(5.0, 7.2, 6.720000000000001)","(11.0, 13.5, 12.538461538461538)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 130.0, 100.0)"
16-12-2022 10:26:31.322384,"(41.0, 360.0, 108.0)","(5.0, 7.2, 6.720000000000001)","(11.0, 13.5, 12.538461538461538)","(2.9, 2.92, 2.911304347826087)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 130.0, 86.66666666666667)"
16-12-2022 10:26:32.388268,"(41.0, 360.0, 108.0)","(5.0, 7.0, 6.771428571428571)","(11.0, 13.0, 12.6)","(2.9, 2.92, 2.895)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 120.0, 86.66666666666667)"
16-12-2022 10:26:33.424705,"(41.0, 360.0, 108.0)","(5.0, 7.0, 6.771428571428571)","(11.0, 13.0, 12.6)","(2.9, 2.92, 2.901818181818182)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.111764705882353)","(51.0, 120.0, 105.0)"
16-12-2022 10:26:34.628753,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.0, 6.8)","(11.0, 12.5, 12.0)","(2.9, 2.96, 2.9353846153846153)","(3.8, 5.5, 5.4)","(3.7, 5.2, 5.125)","(51.0, 140.0, 105.0)"
16-12-2022 10:26:35.715878,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.0, 6.828571428571428)","(11.0, 12.5, 12.5)","(2.9, 2.96, 2.9353846153846153)","(3.8, 5.5, 5.328571428571428)","(3.7, 5.2, 4.9818181818181815)","(51.0, 140.0, 100.0)"
16-12-2022 10:26:36.765387,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.2, 6.975)","(11.0, 13.5, 12.5)","(2.9, 2.96, 2.9353846153846153)","(3.8, 5.5, 5.328571428571428)","(3.7, 5.2, 5.014285714285714)","(51.0, 160.0, 100.0)"
16-12-2022 10:26:37.870998,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.2, 6.975)","(11.0, 14.0, 12.928571428571429)","(2.9, 2.96, 2.9353846153846153)","(3.8, 5.5, 5.171428571428571)","(3.7, 5.1, 5.014285714285714)","(51.0, 160.0, 100.0)"
16-12-2022 10:26:38.969152,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.2, 6.975)","(11.0, 13.5, 12.928571428571429)","(2.9, 2.96, 2.944)","(3.8, 5.4, 5.165217391304347)","(3.7, 5.1, 4.966666666666667)","(51.0, 160.0, 100.0)"
16-12-2022 10:26:40.092201,"(41.0, 360.0, 135.33333333333331)","(5.0, 7.2, 6.975)","(11.0, 13.5, 12.928571428571429)","(2.9, 2.96, 2.944)","(3.8, 5.4, 5.1230769230769235)","(3.7, 5.1, 5.02)","(51.0, 160.0, 96.66666666666667)"
16-12-2022 10:26:41.134567,"(41.0, 360.0, 167.42857142857144)","(5.0, 7.2, 6.975)","(11.0, 13.0, 12.571428571428571)","(2.9, 2.96, 2.944)","(3.8, 5.4, 5.072727272727273)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:42.092039,"(41.0, 360.0, 167.42857142857144)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 2.96, 2.944)","(3.8, 5.4, 5.072727272727273)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:43.237884,"(41.0, 360.0, 167.42857142857144)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 2.98, 2.965)","(3.8, 5.4, 5.064)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:44.277517,"(41.0, 360.0, 167.42857142857144)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 2.98, 2.9709090909090907)","(3.8, 5.4, 5.064)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:45.388811,"(41.0, 360.0, 167.42857142857144)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9709090909090907)","(3.8, 5.4, 5.184615384615385)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:46.713622,"(41.0, 350.0, 268.25)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.4, 5.184615384615385)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:47.847824,"(41.0, 350.0, 187.0)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.4, 5.167441860465116)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:48.982535,"(41.0, 350.0, 186.5)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.4, 5.167441860465116)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:49.955479,"(41.0, 350.0, 77.5)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.4, 5.167441860465116)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:50.999765,"(41.0, 350.0, 77.5)","(5.0, 7.2, 6.975)","(11.0, 12.5, 11.738095238095237)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.4, 5.171428571428572)","(3.7, 5.1, 5.02)","(51.0, 150.0, 96.66666666666667)"
16-12-2022 10:26:51.948902,"(41.0, 340.0, 128.66666666666669)","(5.0, 7.2, 7.05)","(11.0, 12.5, 11.204545454545455)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.3, 5.171428571428572)","(3.7, 5.1, 5.02)","(51.0, 150.0, 110.0)"
16-12-2022 10:26:52.939086,"(41.0, 340.0, 128.66666666666669)","(5.0, 7.2, 7.0)","(11.0, 12.0, 11.6)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.3, 5.0280000000000005)","(3.7, 5.1, 5.02)","(51.0, 200.0, 135.0)"
16-12-2022 10:26:53.884533,"(41.0, 340.0, 128.66666666666669)","(5.0, 7.2, 7.0)","(11.0, 12.0, 11.6)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.3, 5.0280000000000005)","(3.7, 5.1, 5.06)","(51.0, 200.0, 135.0)"
16-12-2022 10:26:54.909506,"(41.0, 340.0, 181.5)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.9)","(2.9, 3.0, 2.9771428571428573)","(3.8, 5.3, 5.0280000000000005)","(3.7, 5.1, 5.06)","(51.0, 200.0, 176.66666666666666)"
16-12-2022 10:26:55.966477,"(41.0, 340.0, 249.71428571428572)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.9466666666666668)","(3.8, 5.3, 5.0280000000000005)","(3.8, 5.1, 5.06)","(51.0, 200.0, 176.66666666666666)"
16-12-2022 10:26:57.036344,"(41.0, 340.0, 130.0)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.3, 5.166666666666667)","(3.8, 5.1, 5.066666666666666)","(51.0, 200.0, 176.66666666666666)"
16-12-2022 10:26:58.093287,"(41.0, 340.0, 235.33333333333334)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.2, 5.166666666666667)","(3.8, 5.2, 5.066666666666666)","(51.0, 200.0, 167.14285714285714)"
16-12-2022 10:26:59.120853,"(41.0, 340.0, 235.66666666666666)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.2, 5.166666666666667)","(3.8, 5.2, 5.066666666666666)","(51.0, 210.0, 167.14285714285714)"
16-12-2022 10:27:00.138870,"(41.0, 340.0, 130.0)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.2, 5.166666666666667)","(3.8, 5.2, 5.066666666666666)","(51.0, 210.0, 167.14285714285714)"
16-12-2022 10:27:01.121187,"(41.0, 340.0, 131.33333333333331)","(5.0, 7.2, 7.0)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.2, 5.15)","(3.8, 5.2, 5.1)","(51.0, 210.0, 84.0)"
16-12-2022 10:27:02.030541,"(41.0, 340.0, 131.33333333333331)","(5.0, 7.2, 7.1)","(11.0, 11.0, 10.833333333333334)","(2.8, 3.0, 2.978666666666667)","(3.8, 5.2, 5.15)","(3.8, 5.3, 5.1)","(51.0, 90.0, 180.0)"
16-12-2022 10:27:02.977823,"(41.0, 340.0, 131.33333333333331)","(5.0, 7.2, 7.0875)","(11.0, 12.5, 10.961538461538462)","(2.8, 3.05, 2.9795833333333333)","(3.8, 5.0, 4.931818181818182)","(3.8, 5.3, 5.1)","(51.0, 210.0, 153.33333333333331)"
16-12-2022 10:27:03.969648,"(41.0, 340.0, 131.33333333333331)","(5.0, 7.2, 7.0875)","(11.0, 12.0, 11.0)","(2.8, 3.05, 2.988095238095238)","(3.8, 5.0, 4.875)","(3.8, 5.3, 5.1)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:04.991223,"(41.0, 300.0, 118.0)","(5.0, 7.2, 7.0875)","(11.0, 12.0, 11.0)","(2.8, 3.05, 2.988095238095238)","(3.8, 4.9, 4.880000000000001)","(3.8, 5.4, 5.3)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:06.000078,"(31.0, 300.0, 95.25)","(5.0, 7.2, 7.0875)","(10.0, 12.5, 11.357142857142858)","(2.7, 3.05, 2.988095238095238)","(3.9, 4.9, 4.880000000000001)","(3.8, 5.6, 5.3)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:07.052691,"(31.0, 300.0, 81.6)","(5.0, 7.2, 7.0875)","(10.0, 12.5, 11.357142857142858)","(2.7, 3.05, 2.988095238095238)","(3.9, 4.9, 4.84)","(3.8, 5.6, 5.23)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:08.063791,"(31.0, 300.0, 81.6)","(5.0, 7.2, 7.0875)","(10.0, 12.0, 11.714285714285714)","(2.7, 3.05, 2.988095238095238)","(3.9, 4.9, 4.84)","(3.8, 5.5, 5.23)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:09.038897,"(31.0, 300.0, 78.4)","(5.0, 7.2, 7.0875)","(10.0, 12.0, 11.714285714285714)","(2.7, 3.05, 2.985)","(3.9, 4.9, 4.84)","(3.8, 5.5, 5.2250000000000005)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:10.053598,"(31.0, 290.0, 62.0)","(5.0, 7.2, 7.0875)","(10.0, 12.0, 11.714285714285714)","(2.7, 3.05, 2.985)","(3.9, 4.9, 4.84)","(3.8, 5.4, 5.2250000000000005)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:11.055195,"(31.0, 290.0, 61.142857142857146)","(5.0, 7.2, 7.0875)","(10.0, 12.5, 11.357142857142858)","(2.7, 3.05, 2.985)","(3.9, 4.9, 4.84)","(3.8, 5.4, 5.2250000000000005)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:12.002370,"(31.0, 290.0, 61.142857142857146)","(5.0, 7.2, 7.08)","(10.0, 12.5, 11.357142857142858)","(2.7, 3.05, 2.985)","(3.9, 4.9, 4.84)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:13.008525,"(31.0, 290.0, 61.142857142857146)","(5.0, 7.2, 7.036363636363636)","(10.0, 12.5, 11.204545454545455)","(2.7, 3.05, 2.993478260869565)","(3.9, 4.9, 4.825)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:13.960004,"(31.0, 290.0, 61.142857142857146)","(5.0, 7.2, 7.08)","(10.0, 12.5, 11.204545454545455)","(2.7, 3.05, 2.993478260869565)","(3.9, 4.9, 4.825)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:14.947147,"(31.0, 280.0, 108.66666666666667)","(5.0, 7.2, 7.050000000000001)","(10.0, 12.0, 10.95)","(2.7, 3.05, 2.9714285714285715)","(3.9, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:15.976991,"(31.0, 280.0, 108.66666666666667)","(5.0, 7.2, 7.050000000000001)","(10.0, 12.0, 10.846153846153847)","(2.7, 3.05, 2.9812499999999997)","(3.9, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:16.940908,"(31.0, 270.0, 106.0)","(5.0, 7.2, 7.050000000000001)","(10.0, 11.5, 11.1)","(2.7, 3.05, 2.9812499999999997)","(3.9, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:17.897331,"(41.0, 270.0, 147.5)","(5.0, 7.2, 6.766666666666667)","(11.0, 11.5, 11.1)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:18.834106,"(41.0, 270.0, 148.0)","(5.0, 7.2, 6.923076923076923)","(11.0, 12.0, 11.0625)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:19.807348,"(41.0, 270.0, 148.5)","(5.0, 7.0, 6.92)","(11.0, 12.0, 11.0625)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:20.773666,"(41.0, 270.0, 106.0)","(5.0, 7.0, 6.633333333333334)","(11.0, 12.0, 11.0625)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.811111111111112)","(3.8, 5.4, 5.252631578947368)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:21.750770,"(41.0, 270.0, 106.0)","(5.0, 7.0, 6.633333333333334)","(11.0, 11.5, 11.1)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.811111111111112)","(3.8, 5.4, 5.49983379501385)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:22.708247,"(41.0, 270.0, 147.5)","(5.0, 7.0, 6.909090909090909)","(11.0, 11.5, 11.1)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.833333333333334)","(3.8, 5.5, 5.694444444444445)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:23.661228,"(41.0, 260.0, 57.714285714285715)","(5.0, 7.0, 6.633333333333334)","(11.0, 12.0, 11.0625)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.833333333333334)","(3.8, 5.7, 5.798456449834619)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:24.634207,"(41.0, 260.0, 57.714285714285715)","(5.0, 7.0, 6.89)","(11.0, 12.0, 11.423076923076923)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.833333333333334)","(3.8, 5.8, 5.798456449834619)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:25.528987,"(41.0, 260.0, 71.2)","(5.0, 7.0, 6.666666666666667)","(11.0, 11.5, 11.3)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.833333333333334)","(3.8, 5.8, 5.798456449834619)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:26.461468,"(41.0, 250.0, 99.33333333333333)","(5.0, 7.0, 6.285714285714286)","(11.0, 11.5, 11.3)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.833333333333334)","(3.8, 6.0, 5.766666666666667)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:27.419310,"(41.0, 240.0, 96.0)","(5.0, 7.0, 6.285714285714286)","(11.0, 11.5, 11.3)","(2.8, 3.05, 2.9812499999999997)","(3.8, 4.9, 4.825)","(3.8, 6.0, 5.91578947368421)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:28.407146,"(41.0, 230.0, 92.66666666666667)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.5, 10.8)","(2.8, 3.05, 2.9499999999999997)","(3.8, 4.9, 4.825)","(3.8, 6.0, 5.91578947368421)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:29.382480,"(41.0, 230.0, 125.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.5, 10.8)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.833333333333334)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:30.371180,"(41.0, 230.0, 125.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.142857142857142)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.833333333333334)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 153.33333333333331)"
16-12-2022 10:27:31.354571,"(41.0, 220.0, 120.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.142857142857142)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.833333333333334)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:32.333004,"(41.0, 220.0, 170.25)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.790909090909091)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:33.288107,"(41.0, 220.0, 71.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.790909090909091)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:34.228962,"(41.0, 220.0, 71.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.790909090909091)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:35.162168,"(41.0, 220.0, 121.0)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.722222222222222)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:36.098296,"(41.0, 220.0, 121.0)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.766666666666667)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:37.037564,"(41.0, 220.0, 121.0)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.0, 11.4)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.75)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
16-12-2022 10:27:37.982537,"(41.0, 240.0, 94.66666666666667)","(5.0, 7.0, 6.666666666666667)","(11.0, 12.5, 10.961538461538462)","(2.8, 3.05, 2.958333333333333)","(3.8, 4.9, 4.74)","(3.8, 6.0, 5.923809523809524)","(51.0, 200.0, 130.0)"
