,Late In The Game,Mark Did It,Yes Sir Robert,Strong Lil Kokoro,Shanghai Candy,Toe Tappin Luke,Burgee,Purple Shirt
08-01-2023 13:30:12.123292,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 55.0, 47.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 62.5)"
08-01-2023 13:30:13.278876,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 55.0, 47.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 76.83333333333333)"
08-01-2023 13:30:14.400019,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 55.0, 47.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 76.83333333333333)"
08-01-2023 13:30:15.504581,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 55.0, 47.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 76.83333333333333)"
08-01-2023 13:30:16.592718,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 55.0, 47.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 76.83333333333333)"
08-01-2023 13:30:17.751645,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 70.66666666666667)","(31.0, 160.0, 65.5)","(17.0, 55.0, 34.333333333333336)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 69.33333333333333)"
08-01-2023 13:30:18.969041,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 70.66666666666667)","(31.0, 160.0, 65.5)","(17.0, 55.0, 42.6)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 61.5)"
08-01-2023 13:30:20.198803,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 70.66666666666667)","(31.0, 160.0, 65.5)","(17.0, 55.0, 40.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 61.5)"
08-01-2023 13:30:21.460738,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 70.66666666666667)","(31.0, 160.0, 65.5)","(17.0, 55.0, 40.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 61.5)"
08-01-2023 13:30:22.585292,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 55.0, 40.0)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 61.5)"
08-01-2023 13:30:23.742770,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 55.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 85.0, 59.0)"
08-01-2023 13:30:24.786276,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 59.0)"
08-01-2023 13:30:25.865307,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 59.0)"
08-01-2023 13:30:26.905184,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 59.0)"
08-01-2023 13:30:28.047475,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 63.2)"
08-01-2023 13:30:29.162374,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 63.2)"
08-01-2023 13:30:30.326679,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 59.0)"
08-01-2023 13:30:31.411763,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 60.75)","(31.0, 160.0, 65.5)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 59.0)"
08-01-2023 13:30:32.544789,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:33.685596,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 65.33333333333333)"
08-01-2023 13:30:34.803910,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:35.866872,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:36.972722,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:38.081723,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:39.160667,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:40.251799,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:41.396054,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:42.569446,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:43.759202,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:44.953136,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:46.168800,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 67.42857142857143)"
08-01-2023 13:30:47.314090,"(2.8, 2.9, 2.8269230769230766)","(21.0, 36.0, 28.5)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 62.400000000000006)"
08-01-2023 13:30:48.403822,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 62.400000000000006)"
08-01-2023 13:30:49.473482,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:50.565170,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 65.33333333333333)"
08-01-2023 13:30:51.643550,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:52.802388,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.858461538461538)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:53.932836,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:54.977845,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:56.082061,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 96.0)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:57.236539,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 88.88888888888889)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:58.417566,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 88.88888888888889)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:30:59.585411,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 88.88888888888889)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:31:00.736099,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.8825)","(41.0, 150.0, 62.57142857142857)","(31.0, 160.0, 88.88888888888889)","(17.0, 50.0, 31.25)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:31:01.901704,"(2.8, 2.9, 2.8269230769230766)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.9058823529411764)","(41.0, 150.0, 82.0)","(31.0, 160.0, 126.4)","(17.0, 50.0, 37.5)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 58.0)"
08-01-2023 13:31:03.088049,"(2.8, 2.9, 2.8309090909090906)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.92, 2.889411764705882)","(41.0, 150.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 50.0, 40.333333333333336)","(4.2, 5.5, 5.333333333333333)","(31.0, 80.0, 64.75)"
08-01-2023 13:31:04.256581,"(2.8, 2.9, 2.8309090909090906)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.9, 2.889411764705882)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 40.333333333333336)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 56.5)"
08-01-2023 13:31:05.401779,"(2.8, 2.9, 2.8309090909090906)","(21.0, 34.0, 31.333333333333332)","(2.1, 2.9, 2.8935714285714287)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 42.25)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 56.5)"
08-01-2023 13:31:06.494865,"(2.8, 2.9, 2.8309090909090906)","(21.0, 40.0, 31.6)","(2.1, 2.9, 2.8935714285714287)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 41.5)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 56.5)"
08-01-2023 13:31:07.566057,"(2.8, 2.9, 2.8309090909090906)","(21.0, 38.0, 29.333333333333332)","(2.1, 2.9, 2.8935714285714287)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 56.5)"
08-01-2023 13:31:08.694837,"(2.8, 2.9, 2.8309090909090906)","(21.0, 38.0, 27.714285714285715)","(2.1, 2.9, 2.8935714285714287)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 56.5)"
08-01-2023 13:31:09.860379,"(2.8, 2.9, 2.8309090909090906)","(21.0, 38.0, 27.714285714285715)","(2.1, 2.9, 2.8907692307692305)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 72.66666666666666)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:11.080248,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 72.66666666666666)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:12.228912,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 108.66666666666666)","(31.0, 150.0, 72.66666666666666)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:13.376788,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:14.503826,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:15.603350,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:16.738873,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:17.886164,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 110.66666666666667)","(17.0, 48.0, 39.66666666666667)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:19.005356,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 31.6)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 44.8)","(4.2, 5.5, 5.40625)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:20.167322,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.9, 2.8914285714285715)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.45)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:21.374752,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.473684210526316)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:22.546829,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.473684210526316)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:23.628981,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:24.657819,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:25.770962,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:26.906286,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:28.048770,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:29.210916,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 29.333333333333332)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:30.364270,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:31.520447,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:32.620064,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:33.799041,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:34.916250,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 102.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:36.049543,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 82.57142857142857)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:37.121223,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 150.0, 82.57142857142857)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.464285714285714)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:38.285015,"(2.8, 2.9, 2.827272727272727)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 140.0, 113.0)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.461538461538462)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:39.449823,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 140.0, 113.0)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.461538461538462)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:40.542765,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 140.0, 96.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.461538461538462)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:41.666779,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 140.0, 96.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.461538461538462)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:42.759866,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.9304)","(41.0, 140.0, 93.0)","(31.0, 140.0, 96.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.461538461538462)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:43.873918,"(2.8, 2.9, 2.8309090909090906)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.928)","(41.0, 140.0, 93.0)","(31.0, 140.0, 96.80000000000001)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.454545454545455)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:45.011573,"(2.8, 2.82, 2.816)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.928)","(41.0, 140.0, 93.0)","(31.0, 140.0, 78.28571428571428)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.454545454545455)","(31.0, 75.0, 64.75)"
08-01-2023 13:31:46.221401,"(2.8, 2.9, 2.8457142857142856)","(21.0, 36.0, 28.5)","(2.1, 2.94, 2.928)","(41.0, 140.0, 93.0)","(31.0, 140.0, 105.5)","(17.0, 48.0, 40.125)","(4.2, 5.5, 5.454545454545455)","(31.0, 75.0, 64.75)"
