,Manoeuver Man,Ideal Melody,Grinforawin,Bien Hoa Nz,Alimonie,Bettor Beontoit Nz,Midnight Sport,Captain Thunderbolt Nz
07-01-2023 20:20:03.372036,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 22.333333333333332)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:04.757696,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 22.333333333333332)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:06.263264,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 22.333333333333332)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:07.782546,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 22.333333333333332)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:09.281424,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 22.333333333333332)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:10.920324,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 28.333333333333336)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:12.264910,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:13.601061,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:14.883425,"(16.0, 32.0, 21.0)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:16.274689,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:17.605589,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:18.860735,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:20.126746,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:21.538099,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:22.783625,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.22222222222222)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:24.100141,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:25.556934,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(18.0, 34.0, 23.0)","(2.6, 99999, 99990)","(3.7, 5.2, 4.683333333333334)","(16.0, 99999, 99990)"
07-01-2023 20:20:26.981252,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:28.458725,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:29.916176,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:31.404907,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:33.014766,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:34.727329,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:36.076695,"(16.0, 32.0, 23.5)","(9.0, 16.5, 14.78888888888889)","(10.0, 19.0, 17.666666666666664)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.425)","(17.0, 99999, 99990)"
07-01-2023 20:20:37.494368,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:38.909267,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 23.0)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:40.345008,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:41.657962,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:42.944632,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:44.234161,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:45.500874,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:46.811447,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:48.241327,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:49.604189,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:50.944963,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:52.211294,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:53.507274,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:54.720956,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:56.011411,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(20.0, 34.0, 28.666666666666664)","(2.5, 99999, 99990)","(3.9, 5.2, 4.683333333333334)","(17.0, 99999, 99990)"
07-01-2023 20:20:57.278019,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 30.444444444444443)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:20:58.509936,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 30.8)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:20:59.745632,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:21:00.957045,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:21:02.114975,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:21:03.237380,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:21:04.291936,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 4.683333333333334)","(18.0, 99999, 99990)"
07-01-2023 20:21:05.410816,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.084615384615384)","(18.0, 99999, 99990)"
07-01-2023 20:21:06.546164,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:07.819309,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:08.992037,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:10.101277,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:11.202058,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:12.276990,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:13.366178,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:14.489810,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:15.622451,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:16.760522,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:17.870048,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.092857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:18.914938,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 23.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.2, 5.154545454545454)","(18.0, 99999, 99990)"
07-01-2023 20:21:20.010252,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 17.76923076923077)","(3.9, 99999, 99990)","(21.0, 34.0, 27.8)","(2.5, 99999, 99990)","(4.0, 5.2, 5.154545454545454)","(18.0, 99999, 99990)"
07-01-2023 20:21:21.083310,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 27.8)","(2.5, 99999, 99990)","(4.0, 5.2, 5.154545454545454)","(18.0, 99999, 99990)"
07-01-2023 20:21:22.171463,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 27.8)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:23.281496,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 33.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:24.320548,"(16.0, 32.0, 23.5)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 33.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:25.359621,"(16.0, 32.0, 29.9375)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 33.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:26.466149,"(16.0, 32.0, 29.9375)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 33.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:27.596663,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:28.659449,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:29.807167,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:30.920322,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:31.978672,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:33.100808,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:34.157340,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:35.180400,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:36.250746,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:37.313737,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:38.401594,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:39.490237,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:40.571883,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:41.648420,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:42.734862,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:43.837128,"(16.0, 32.0, 21.333333333333332)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:44.859395,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 29.714285714285715)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:45.961353,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.2, 4.992857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:21:47.047869,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.2, 5.172115384615385)","(18.0, 99999, 99990)"
07-01-2023 20:21:48.221105,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.2, 5.172115384615385)","(18.0, 99999, 99990)"
07-01-2023 20:21:49.337317,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.2, 4.567924528301886)","(18.0, 99999, 99990)"
07-01-2023 20:21:50.493532,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 4.6, 5.270192307692308)","(18.0, 99999, 99990)"
07-01-2023 20:21:51.730058,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 18.0625)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.3, 5.402777777777778)","(18.0, 99999, 99990)"
07-01-2023 20:21:52.841670,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 14.78888888888889)","(10.0, 19.0, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.5, 4.65)","(18.0, 99999, 99990)"
07-01-2023 20:21:53.914781,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.5, 4.52)","(18.0, 99999, 99990)"
07-01-2023 20:21:55.032379,"(16.0, 32.0, 26.833333333333336)","(9.0, 16.5, 11.5)","(10.0, 19.0, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 34.0, 24.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.6, 4.858823529411764)","(18.0, 99999, 99990)"
