,Gee Gee Secondover,Liffeybeau,Turk Warrior,Blaze Forth,Galenus,Le Cadeau,Music Addition,Julius,Street Tough,Emily
11-01-2023 14:22:16.406362,"(15.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.38461538461539)","(3.7, 4.7, 4.575)","(41.0, 110.0, 98.15789473684211)","(8.0, 11.5, 11.06043956043956)","(14.0, 17.0, 16.65714285714286)","(20.0, 28.0, 26.655172413793103)","(4.0, 4.4, 4.352173913043479)","(31.0, 90.0, 80.0)","(3.4, 3.85, 3.8210526315789473)"
11-01-2023 14:22:17.840333,"(15.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.38461538461539)","(3.7, 4.7, 4.590909090909091)","(41.0, 110.0, 98.63636363636364)","(8.0, 11.5, 11.13)","(14.0, 17.0, 16.779661016949152)","(20.0, 27.0, 26.2972972972973)","(4.0, 4.4, 4.363125)","(31.0, 85.0, 80.0)","(3.4, 3.85, 3.8079646017699114)"
11-01-2023 14:22:19.146527,"(15.0, 19.5, 19.22)","(31.0, 40.0, 37.97014925373134)","(3.7, 4.7, 4.592165898617512)","(41.0, 100.0, 98.63636363636364)","(8.0, 11.5, 11.13)","(14.0, 17.0, 16.779661016949152)","(21.0, 27.0, 26.133333333333333)","(4.0, 4.4, 4.363125)","(31.0, 85.0, 78.33333333333333)","(3.4, 3.85, 3.814230769230769)"
11-01-2023 14:22:20.432692,"(15.0, 19.5, 19.357142857142858)","(31.0, 42.0, 39.03448275862069)","(3.7, 4.7, 4.592165898617512)","(41.0, 100.0, 98.15789473684211)","(8.0, 11.5, 11.079545454545455)","(14.0, 17.0, 16.78448275862069)","(21.0, 27.0, 26.416666666666668)","(4.0, 4.4, 4.363522012578617)","(31.0, 85.0, 76.42857142857143)","(3.4, 3.85, 3.8039445628997868)"
11-01-2023 14:22:21.772348,"(14.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.125)","(3.7, 4.7, 4.571052631578947)","(41.0, 110.0, 98.15789473684211)","(8.0, 11.5, 11.097826086956522)","(14.0, 17.0, 16.78448275862069)","(20.0, 27.0, 26.416666666666668)","(4.0, 4.4, 4.3580459770114945)","(31.0, 85.0, 73.75)","(3.4, 3.85, 3.802)"
11-01-2023 14:22:23.013065,"(14.0, 19.5, 19.22)","(31.0, 40.0, 39.125)","(3.7, 4.6, 4.569230769230769)","(41.0, 110.0, 98.63636363636364)","(8.0, 11.5, 11.097826086956522)","(14.0, 17.0, 16.754716981132077)","(20.0, 27.0, 26.133333333333333)","(4.0, 4.4, 4.365269461077845)","(31.0, 85.0, 73.33333333333333)","(3.4, 3.85, 3.802)"
11-01-2023 14:22:24.316633,"(14.0, 19.5, 19.22)","(31.0, 40.0, 39.125)","(3.7, 4.7, 4.569230769230769)","(41.0, 100.0, 98.15789473684211)","(8.0, 11.5, 11.013157894736842)","(14.0, 17.0, 16.759615384615383)","(20.0, 27.0, 26.416666666666668)","(4.0, 4.4, 4.365269461077845)","(31.0, 90.0, 80.38461538461539)","(3.4, 3.85, 3.802)"
11-01-2023 14:22:25.578127,"(14.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.06666666666666)","(3.7, 4.7, 4.569230769230769)","(41.0, 110.0, 98.15789473684211)","(8.0, 11.5, 11.1)","(14.0, 17.0, 16.759615384615383)","(20.0, 27.0, 26.416666666666668)","(4.0, 4.4, 4.365269461077845)","(31.0, 90.0, 77.5)","(3.4, 3.85, 3.802)"
11-01-2023 14:22:26.877472,"(14.0, 19.5, 19.38888888888889)","(31.0, 40.0, 39.06666666666666)","(3.7, 4.7, 4.580898876404494)","(41.0, 110.0, 98.63636363636364)","(8.0, 11.5, 11.012195121951219)","(14.0, 17.0, 16.754716981132077)","(20.0, 27.0, 26.133333333333333)","(4.0, 4.4, 4.367415730337079)","(31.0, 90.0, 73.33333333333333)","(3.4, 3.85, 3.8021186440677965)"
11-01-2023 14:22:28.264812,"(15.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.06666666666666)","(3.7, 4.7, 4.601020408163265)","(41.0, 100.0, 98.15789473684211)","(8.0, 11.5, 11.012195121951219)","(14.0, 17.0, 16.759615384615383)","(20.0, 27.0, 26.416666666666668)","(3.9, 4.4, 4.367415730337079)","(31.0, 90.0, 74.61538461538461)","(3.4, 3.85, 3.756390977443609)"
11-01-2023 14:22:29.585329,"(15.0, 19.5, 19.357142857142858)","(31.0, 40.0, 39.06666666666666)","(3.7, 4.7, 4.778260869565218)","(41.0, 110.0, 103.25)","(8.0, 11.5, 11.767441860465116)","(14.0, 17.0, 15.82)","(20.0, 27.0, 25.377777777777776)","(3.9, 4.4, 4.297019867549669)","(31.0, 90.0, 78.63636363636364)","(3.4, 3.8, 3.6991803278688526)"
11-01-2023 14:22:30.941099,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.625)","(3.8, 4.8, 4.729803921568628)","(51.0, 110.0, 104.11764705882354)","(8.0, 12.0, 11.506944444444445)","(14.0, 16.0, 15.852941176470589)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.3, 4.301923076923077)","(31.0, 90.0, 78.88888888888889)","(3.4, 3.7, 3.7273026315789473)"
11-01-2023 14:22:32.190464,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.625)","(3.8, 4.9, 4.730522088353414)","(51.0, 110.0, 104.375)","(8.0, 12.0, 11.50462962962963)","(14.0, 16.0, 15.852941176470589)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.4, 4.308527131782945)","(31.0, 90.0, 78.0)","(3.4, 3.75, 3.6871323529411764)"
11-01-2023 14:22:33.436427,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.625)","(3.8, 4.9, 4.730522088353414)","(51.0, 110.0, 105.0)","(8.0, 12.0, 11.053125)","(14.0, 16.0, 15.7)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.4, 4.383236994219653)","(31.0, 90.0, 78.0)","(3.4, 3.7, 3.683882783882784)"
11-01-2023 14:22:34.659708,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.625)","(3.8, 4.9, 4.730522088353414)","(51.0, 110.0, 105.0)","(8.0, 12.0, 11.051020408163266)","(14.0, 16.0, 15.7)","(20.0, 26.0, 25.358490566037737)","(3.9, 4.4, 4.383236994219653)","(31.0, 90.0, 78.0)","(3.4, 3.7, 3.6832733812949643)"
11-01-2023 14:22:35.981004,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.729824561403509)","(51.0, 110.0, 107.27272727272727)","(8.0, 11.5, 11.051020408163266)","(14.0, 16.0, 15.7)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.4, 4.3835766423357665)","(31.0, 90.0, 82.5)","(3.4, 3.7, 3.6832733812949643)"
11-01-2023 14:22:37.303648,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.729824561403509)","(51.0, 110.0, 107.27272727272727)","(8.0, 11.5, 11.049019607843137)","(14.0, 16.0, 15.7)","(20.0, 26.0, 25.404255319148938)","(3.8, 4.4, 4.4384172661870505)","(31.0, 90.0, 82.5)","(3.4, 3.7, 3.683392857142857)"
11-01-2023 14:22:38.650368,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.666666666666664)","(3.8, 4.9, 4.741632653061225)","(51.0, 110.0, 107.27272727272727)","(8.0, 11.5, 10.875)","(14.0, 16.0, 15.7)","(20.0, 26.0, 25.404255319148938)","(3.8, 4.5, 4.4384172661870505)","(31.0, 90.0, 82.5)","(3.4, 3.7, 3.6825783972125437)"
11-01-2023 14:22:40.043591,"(15.0, 19.5, 19.375)","(31.0, 40.0, 38.666666666666664)","(3.8, 4.9, 4.741632653061225)","(51.0, 110.0, 107.27272727272727)","(8.0, 11.0, 10.890625)","(14.0, 16.0, 15.693548387096774)","(20.0, 26.0, 25.358490566037737)","(3.9, 4.5, 4.441262848751835)","(31.0, 90.0, 81.0)","(3.4, 3.7, 3.6825783972125437)"
11-01-2023 14:22:41.375034,"(15.0, 19.5, 19.369565217391305)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.741632653061225)","(51.0, 110.0, 107.27272727272727)","(8.0, 11.0, 10.856164383561644)","(14.0, 16.0, 15.693548387096774)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.5, 4.4877659574468085)","(31.0, 90.0, 84.54545454545455)","(3.4, 3.65, 3.6064655172413795)"
11-01-2023 14:22:42.626100,"(15.0, 19.5, 19.369565217391305)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.813526570048309)","(51.0, 110.0, 113.33333333333333)","(8.0, 11.0, 11.142857142857142)","(14.0, 16.0, 15.693548387096774)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.5, 4.488029465930018)","(31.0, 90.0, 81.0)","(3.4, 3.65, 3.5547297297297296)"
11-01-2023 14:22:43.938609,"(15.0, 19.5, 19.125)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.813526570048309)","(51.0, 130.0, 115.0)","(8.0, 11.5, 11.10236220472441)","(14.0, 16.0, 16.176923076923078)","(20.0, 26.0, 25.404255319148938)","(3.9, 4.5, 4.488029465930018)","(31.0, 90.0, 84.375)","(3.4, 3.6, 3.5547297297297296)"
11-01-2023 14:22:45.193963,"(15.0, 19.5, 19.125)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.813526570048309)","(51.0, 130.0, 115.0)","(8.0, 11.5, 11.26)","(14.0, 16.5, 15.90625)","(20.0, 26.0, 25.358490566037737)","(3.9, 4.5, 4.552305246422893)","(31.0, 90.0, 84.375)","(3.4, 3.6, 3.5251572327044025)"
11-01-2023 14:22:46.398722,"(15.0, 20.0, 19.130434782608695)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.824858757062147)","(51.0, 130.0, 116.66666666666667)","(8.0, 11.0, 10.869565217391305)","(14.0, 16.0, 15.90625)","(20.0, 26.0, 25.358490566037737)","(3.9, 4.6, 4.562372881355932)","(31.0, 90.0, 85.0)","(3.4, 3.55, 3.5335329341317365)"
11-01-2023 14:22:47.696784,"(15.0, 20.0, 19.125)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.824858757062147)","(51.0, 120.0, 118.0)","(8.0, 11.0, 10.869565217391305)","(14.0, 16.0, 15.90625)","(20.0, 26.0, 25.291666666666668)","(3.9, 4.6, 4.5667785234899325)","(31.0, 90.0, 85.0)","(3.4, 3.55, 3.5335329341317365)"
11-01-2023 14:22:48.969311,"(15.0, 20.0, 19.125)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.824858757062147)","(51.0, 120.0, 115.88235294117646)","(8.0, 11.0, 10.592105263157896)","(14.0, 16.0, 15.825)","(20.0, 26.0, 25.22222222222222)","(3.9, 4.6, 4.5667785234899325)","(31.0, 90.0, 84.375)","(3.4, 3.55, 3.5478991596638654)"
11-01-2023 14:22:50.356844,"(15.0, 20.0, 19.159574468085108)","(31.0, 40.0, 38.74285714285714)","(3.8, 4.9, 4.824858757062147)","(51.0, 130.0, 116.0)","(8.0, 11.0, 10.633333333333333)","(14.0, 16.0, 15.71311475409836)","(20.0, 26.0, 25.22222222222222)","(3.9, 4.6, 4.562058823529411)","(31.0, 90.0, 85.0)","(3.4, 3.55, 3.547663551401869)"
11-01-2023 14:22:51.784596,"(15.0, 20.0, 19.153061224489797)","(31.0, 40.0, 38.666666666666664)","(3.8, 4.9, 4.824858757062147)","(51.0, 120.0, 115.23809523809524)","(8.0, 11.0, 10.76086956521739)","(14.0, 16.5, 15.837837837837839)","(20.0, 26.0, 25.19047619047619)","(3.9, 4.6, 4.562058823529411)","(31.0, 90.0, 82.3076923076923)","(3.4, 3.55, 3.5862903225806453)"
11-01-2023 14:22:53.259957,"(15.0, 20.0, 19.161290322580644)","(31.0, 40.0, 38.8421052631579)","(3.8, 4.9, 4.8152866242038215)","(51.0, 120.0, 108.0)","(8.0, 11.0, 10.607142857142858)","(14.0, 16.5, 16.24375)","(20.0, 26.0, 25.842105263157894)","(3.9, 4.6, 4.562058823529411)","(31.0, 90.0, 80.9090909090909)","(3.3, 3.6, 3.5696)"
11-01-2023 14:22:54.567394,"(15.0, 20.0, 19.161290322580644)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.8152866242038215)","(51.0, 110.0, 108.0)","(8.0, 11.0, 10.257692307692308)","(14.0, 16.5, 16.26086956521739)","(20.0, 27.0, 26.263157894736842)","(3.9, 4.6, 4.562058823529411)","(31.0, 90.0, 80.9090909090909)","(3.3, 3.6, 3.579054054054054)"
11-01-2023 14:22:55.869040,"(15.0, 20.0, 19.161290322580644)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.815584415584415)","(51.0, 110.0, 108.0)","(8.0, 10.5, 10.319444444444445)","(14.0, 16.5, 16.257142857142856)","(20.0, 27.0, 25.96)","(3.9, 4.6, 4.562611275964391)","(31.0, 90.0, 82.85714285714286)","(3.3, 3.6, 3.579054054054054)"
11-01-2023 14:22:57.109398,"(15.0, 20.0, 19.1)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.815032679738562)","(51.0, 110.0, 108.0)","(8.0, 10.5, 10.321100917431192)","(14.0, 16.5, 16.39375)","(20.0, 27.0, 25.96)","(3.9, 4.6, 4.562611275964391)","(31.0, 90.0, 82.85714285714286)","(3.3, 3.6, 3.58359375)"
11-01-2023 14:22:58.401730,"(15.0, 20.0, 19.035714285714285)","(31.0, 40.0, 38.9)","(3.8, 4.9, 4.81156462585034)","(51.0, 110.0, 108.0)","(8.0, 10.5, 10.3125)","(14.0, 16.5, 16.39308176100629)","(20.0, 27.0, 25.82758620689655)","(3.9, 4.6, 4.559154929577464)","(31.0, 90.0, 82.85714285714286)","(3.3, 3.6, 3.577659574468085)"
11-01-2023 14:22:59.959959,"(15.0, 19.5, 19.38)","(31.0, 40.0, 38.58064516129032)","(3.9, 4.9, 4.824338624338624)","(51.0, 110.0, 97.5)","(8.0, 10.5, 10.306306306306306)","(14.0, 16.5, 16.50462962962963)","(20.0, 27.0, 26.043478260869566)","(3.9, 4.6, 4.5625)","(31.0, 90.0, 82.5)","(3.3, 3.65, 3.5436619718309856)"
11-01-2023 14:23:01.574855,"(15.0, 19.5, 19.2)","(31.0, 40.0, 38.58064516129032)","(3.9, 4.9, 4.804026845637583)","(51.0, 100.0, 101.42857142857143)","(8.0, 10.5, 10.278523489932885)","(14.0, 17.0, 17.16470588235294)","(20.0, 27.0, 26.2)","(3.9, 4.6, 4.5625)","(31.0, 90.0, 82.10526315789474)","(3.4, 3.55, 3.539735099337748)"
11-01-2023 14:23:03.007067,"(15.0, 19.5, 19.104166666666668)","(31.0, 40.0, 38.625)","(3.9, 4.9, 4.811728395061729)","(51.0, 110.0, 95.0)","(8.0, 10.5, 10.241496598639456)","(14.0, 17.5, 17.18421052631579)","(20.0, 27.0, 26.11111111111111)","(3.9, 4.6, 4.564242424242424)","(31.0, 90.0, 82.5)","(3.4, 3.55, 3.57046783625731)"
11-01-2023 14:23:04.310907,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.705882352941174)","(3.9, 4.9, 4.823118279569893)","(51.0, 100.0, 94.0)","(8.0, 10.5, 10.270588235294118)","(14.0, 17.5, 17.227272727272727)","(20.0, 27.0, 26.47826086956522)","(3.9, 4.6, 4.547430830039525)","(31.0, 90.0, 82.5)","(3.4, 3.6, 3.581372549019608)"
11-01-2023 14:23:06.086977,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.705882352941174)","(4.0, 4.9, 4.8209944751381215)","(51.0, 110.0, 92.22222222222223)","(8.5, 10.5, 10.270588235294118)","(14.0, 17.5, 17.275862068965516)","(21.0, 27.0, 26.47826086956522)","(3.9, 4.6, 4.546370967741935)","(41.0, 90.0, 82.5)","(3.3, 3.6, 3.5856223175965667)"
11-01-2023 14:23:07.628099,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.95238095238095)","(4.0, 4.9, 4.826666666666666)","(51.0, 110.0, 92.5)","(8.5, 10.5, 10.03883495145631)","(14.0, 17.5, 17.191358024691358)","(21.0, 27.0, 26.307692307692307)","(3.9, 4.6, 4.550557620817844)","(41.0, 90.0, 80.625)","(3.3, 3.6, 3.6065868263473053)"
11-01-2023 14:23:08.977043,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.95238095238095)","(4.0, 4.9, 4.73)","(51.0, 95.0, 93.75)","(8.5, 10.5, 10.077205882352942)","(14.0, 17.5, 17.191358024691358)","(21.0, 27.0, 26.653846153846153)","(3.9, 4.6, 4.550557620817844)","(41.0, 90.0, 80.625)","(3.3, 3.65, 3.61304347826087)"
11-01-2023 14:23:10.408298,"(15.0, 19.5, 19.22)","(31.0, 40.0, 38.95238095238095)","(4.0, 4.8, 4.73)","(51.0, 95.0, 93.07692307692308)","(8.5, 10.5, 10.108843537414966)","(14.0, 17.5, 17.333333333333332)","(21.0, 27.0, 26.31578947368421)","(3.9, 4.6, 4.55445205479452)","(41.0, 90.0, 80.625)","(3.3, 3.65, 3.618478260869565)"
11-01-2023 14:23:11.924976,"(15.0, 19.5, 19.20408163265306)","(31.0, 40.0, 36.7)","(4.0, 4.8, 4.774619289340102)","(51.0, 100.0, 91.66666666666667)","(8.5, 10.5, 10.17515923566879)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.352941176470587)","(3.9, 4.6, 4.556393442622951)","(41.0, 90.0, 80.74074074074075)","(3.3, 3.65, 3.6222457627118643)"
11-01-2023 14:23:13.303977,"(15.0, 19.5, 19.24561403508772)","(31.0, 40.0, 36.16)","(4.0, 4.8, 4.772677595628415)","(51.0, 95.0, 90.38461538461539)","(8.5, 10.5, 10.022935779816514)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.3)","(3.9, 4.6, 4.556393442622951)","(41.0, 90.0, 81.07142857142857)","(3.3, 3.65, 3.588325991189427)"
11-01-2023 14:23:14.642717,"(15.0, 19.5, 19.294117647058822)","(31.0, 40.0, 36.84615384615385)","(4.0, 4.8, 4.774358974358974)","(51.0, 95.0, 90.5)","(8.5, 10.5, 10.089333333333334)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.333333333333332)","(3.9, 4.6, 4.570833333333333)","(41.0, 90.0, 80.74074074074075)","(3.3, 3.65, 3.5962585034013603)"
11-01-2023 14:23:16.089580,"(15.0, 19.5, 19.285714285714285)","(31.0, 40.0, 36.473118279569896)","(4.0, 4.8, 4.776719576719577)","(51.0, 95.0, 90.3125)","(8.5, 10.5, 10.095238095238095)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.28205128205128)","(3.9, 4.6, 4.570179372197309)","(41.0, 90.0, 81.07142857142857)","(3.3, 3.65, 3.609710144927536)"
11-01-2023 14:23:17.685101,"(15.0, 19.5, 19.25)","(31.0, 40.0, 37.2)","(4.0, 4.8, 4.785798816568048)","(51.0, 95.0, 90.3125)","(8.5, 10.5, 10.123750000000001)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.125)","(3.9, 4.6, 4.570179372197309)","(41.0, 90.0, 81.07142857142857)","(3.3, 3.6, 3.556395348837209)"
11-01-2023 14:23:19.159949,"(15.0, 19.5, 19.234375)","(31.0, 38.0, 36.81818181818182)","(4.0, 4.8, 4.785714285714286)","(51.0, 95.0, 90.3125)","(8.5, 10.5, 10.135151515151515)","(14.0, 17.5, 17.31021897810219)","(21.0, 27.0, 26.151515151515152)","(3.9, 4.6, 4.558664259927798)","(41.0, 90.0, 81.07142857142857)","(3.3, 3.6, 3.556021251475797)"
11-01-2023 14:23:20.665764,"(16.0, 19.5, 19.20689655172414)","(31.0, 38.0, 36.78260869565217)","(4.0, 4.8, 4.831004366812227)","(51.0, 95.0, 90.3125)","(8.5, 10.5, 9.95304347826087)","(14.0, 17.5, 17.424757281553397)","(21.0, 27.0, 26.125)","(3.9, 4.6, 4.563823064770932)","(41.0, 90.0, 81.78571428571429)","(3.3, 3.6, 3.543807339449541)"
11-01-2023 14:23:22.214733,"(16.0, 19.5, 19.145833333333332)","(31.0, 38.0, 37.1764705882353)","(4.0, 4.9, 4.816129032258065)","(51.0, 95.0, 90.3125)","(8.5, 10.0, 10.104575163398692)","(14.0, 17.5, 17.429545454545455)","(21.0, 27.0, 26.125)","(3.9, 4.6, 4.566)","(41.0, 90.0, 82.58064516129032)","(3.3, 3.55, 3.5433282208588954)"
11-01-2023 14:23:23.709679,"(16.0, 19.5, 19.145833333333332)","(31.0, 38.0, 37.125)","(4.0, 4.9, 4.818769230769231)","(51.0, 95.0, 90.3125)","(8.5, 10.5, 10.104575163398692)","(14.0, 17.5, 17.426190476190477)","(21.0, 27.0, 26.3)","(3.9, 4.6, 4.566)","(41.0, 90.0, 83.07692307692308)","(3.3, 3.55, 3.5430124223602486)"
11-01-2023 14:23:25.038698,"(16.0, 19.5, 19.25)","(31.0, 38.0, 37.191489361702125)","(4.0, 4.9, 5.144444444444444)","(51.0, 95.0, 102.5)","(8.5, 10.5, 11.532608695652174)","(14.0, 17.5, 15.46)","(21.0, 27.0, 26.35135135135135)","(3.9, 4.6, 4.565143824027072)","(41.0, 85.0, 91.42857142857143)","(3.3, 3.6, 3.4947976878612717)"
11-01-2023 14:23:26.315083,"(16.0, 19.5, 19.363636363636363)","(31.0, 38.0, 37.116279069767444)","(4.0, 5.2, 5.141860465116279)","(51.0, 110.0, 105.0)","(8.5, 12.0, 11.028455284552846)","(14.0, 15.5, 15.652173913043478)","(21.0, 27.0, 26.225806451612904)","(3.9, 4.6, 4.563076923076923)","(41.0, 95.0, 90.83333333333333)","(3.3, 3.5, 3.4479865771812084)"
11-01-2023 14:23:27.550441,"(16.0, 19.5, 19.363636363636363)","(31.0, 38.0, 37.116279069767444)","(4.0, 5.2, 5.073493975903614)","(51.0, 110.0, 105.0)","(8.5, 11.5, 11.028455284552846)","(14.0, 16.0, 15.652173913043478)","(21.0, 27.0, 26.225806451612904)","(3.9, 4.6, 4.563076923076923)","(41.0, 95.0, 90.83333333333333)","(3.3, 3.45, 3.4479865771812084)"
11-01-2023 14:23:28.825738,"(16.0, 19.5, 19.363636363636363)","(31.0, 38.0, 37.0)","(4.0, 5.1, 5.086324786324786)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.723300970873787)","(14.0, 16.0, 15.652173913043478)","(21.0, 27.0, 26.88888888888889)","(3.9, 4.6, 4.63030303030303)","(41.0, 95.0, 90.0)","(3.3, 3.45, 3.44808362369338)"
11-01-2023 14:23:30.173767,"(16.0, 19.5, 19.363636363636363)","(31.0, 38.0, 37.0)","(4.2, 5.1, 5.074814814814815)","(51.0, 110.0, 104.61538461538461)","(9.0, 11.0, 10.723300970873787)","(14.0, 16.0, 15.636363636363637)","(21.0, 28.0, 26.571428571428573)","(3.9, 4.7, 4.622596153846153)","(41.0, 95.0, 90.71428571428571)","(3.2, 3.45, 3.4482649842271296)"
11-01-2023 14:23:31.597562,"(16.0, 19.5, 19.208333333333332)","(31.0, 38.0, 36.95652173913044)","(4.2, 5.1, 5.070689655172414)","(51.0, 110.0, 104.61538461538461)","(9.0, 11.0, 10.707070707070708)","(14.0, 16.0, 15.636363636363637)","(21.0, 27.0, 26.625)","(3.9, 4.7, 4.636314847942755)","(41.0, 95.0, 87.3913043478261)","(3.2, 3.45, 3.447588424437299)"
11-01-2023 14:23:33.003851,"(16.0, 19.5, 19.342105263157894)","(31.0, 38.0, 36.93333333333333)","(4.2, 5.1, 5.1063063063063066)","(51.0, 110.0, 102.72727272727273)","(9.0, 11.0, 10.707070707070708)","(14.0, 16.0, 15.067796610169491)","(21.0, 27.0, 26.625)","(3.9, 4.7, 4.637870855148342)","(41.0, 90.0, 86.47058823529412)","(3.2, 3.45, 3.4388101983002834)"
11-01-2023 14:23:34.365660,"(16.0, 19.5, 18.98181818181818)","(31.0, 38.0, 36.8)","(4.0, 5.2, 5.009090909090909)","(51.0, 110.0, 102.72727272727273)","(9.0, 11.0, 10.699029126213592)","(14.0, 15.5, 15.1875)","(21.0, 27.0, 26.727272727272727)","(3.9, 4.7, 4.585869565217391)","(41.0, 90.0, 86.25)","(3.2, 3.45, 3.442896174863388)"
11-01-2023 14:23:35.743393,"(16.0, 19.0, 18.857142857142858)","(31.0, 38.0, 37.225806451612904)","(4.0, 5.1, 5.062626262626263)","(51.0, 110.0, 106.66666666666667)","(9.0, 11.0, 10.853658536585366)","(14.0, 15.5, 15.31203007518797)","(21.0, 27.0, 26.627450980392158)","(3.9, 4.6, 4.640143369175627)","(41.0, 90.0, 87.5)","(3.2, 3.45, 3.4670378619153674)"
11-01-2023 14:23:37.023368,"(16.0, 19.0, 18.82)","(31.0, 38.0, 36.98701298701299)","(4.0, 5.1, 4.976699029126213)","(51.0, 110.0, 106.875)","(8.5, 11.0, 10.860248447204969)","(14.0, 15.5, 15.206703910614525)","(21.0, 27.0, 26.393939393939394)","(3.9, 4.7, 4.6453900709219855)","(41.0, 90.0, 86.66666666666667)","(3.2, 3.5, 3.468)"
11-01-2023 14:23:38.345536,"(16.0, 19.0, 18.653846153846153)","(31.0, 38.0, 36.98701298701299)","(4.0, 5.0, 4.966497461928934)","(51.0, 110.0, 106.42857142857143)","(8.5, 11.0, 11.010416666666666)","(14.0, 15.5, 15.293307086614174)","(21.0, 27.0, 26.574468085106382)","(3.9, 4.7, 4.664018691588785)","(41.0, 90.0, 86.42857142857143)","(3.2, 3.5, 3.476831501831502)"
11-01-2023 14:23:39.640534,"(16.0, 19.0, 18.890243902439025)","(31.0, 38.0, 37.142857142857146)","(4.2, 5.0, 4.950775193798449)","(51.0, 110.0, 106.15384615384616)","(8.5, 11.5, 11.009803921568627)","(14.0, 15.5, 15.311715481171548)","(21.0, 27.0, 26.574468085106382)","(3.9, 4.7, 4.664018691588785)","(41.0, 90.0, 86.42857142857143)","(3.2, 3.5, 3.4831106870229007)"
11-01-2023 14:23:40.941341,"(16.0, 19.0, 18.875)","(31.0, 38.0, 37.03703703703704)","(4.2, 5.0, 4.938048780487805)","(51.0, 110.0, 105.71428571428571)","(8.5, 11.5, 11.070247933884298)","(14.0, 15.5, 15.340182648401827)","(21.0, 27.0, 26.574468085106382)","(3.9, 4.7, 4.675280898876404)","(41.0, 90.0, 85.3125)","(3.2, 3.5, 3.4831106870229007)"
11-01-2023 14:23:42.350631,"(16.0, 19.0, 18.653846153846153)","(31.0, 38.0, 37.03703703703704)","(4.2, 5.0, 4.892307692307693)","(51.0, 110.0, 105.0)","(8.5, 11.5, 11.117647058823529)","(14.0, 15.5, 15.292899408284024)","(21.0, 27.0, 26.47222222222222)","(3.9, 4.7, 4.675040783034258)","(41.0, 90.0, 85.3125)","(3.2, 3.5, 3.484226804123711)"
11-01-2023 14:23:43.741974,"(16.0, 19.0, 18.484375)","(31.0, 38.0, 37.0126582278481)","(4.2, 4.9, 4.843881856540085)","(51.0, 110.0, 103.33333333333333)","(8.5, 11.5, 11.141732283464567)","(14.0, 15.5, 15.301136363636363)","(21.0, 27.0, 26.285714285714285)","(3.9, 4.7, 4.673534338358459)","(41.0, 90.0, 81.93877551020408)","(3.2, 3.5, 3.4877966101694917)"
11-01-2023 14:23:45.132622,"(16.0, 19.0, 18.258426966292134)","(31.0, 38.0, 37.0126582278481)","(4.2, 4.9, 4.8202127659574465)","(51.0, 110.0, 104.0)","(8.5, 11.5, 11.152542372881356)","(14.0, 15.5, 15.301136363636363)","(21.0, 27.0, 26.285714285714285)","(3.9, 4.7, 4.680478821362799)","(41.0, 85.0, 81.93877551020408)","(3.2, 3.5, 3.4886363636363638)"
