,Doctor Steve Nz,Rockin Rufus,Eton Rock,Captains Beachbabe,Miss Lamarr,Gold Horseshoe,Blockjorg,Simply Shaz Nz,Mista Editorial Nz,The Verandah
11-01-2023 18:32:12.492192,"(5.5, 99999, 99990)","(17.0, 21.0, 19.75)","(1.45, 1.53, 1.4594117647058824)","(81.0, 100.0, 92.85714285714286)","(10.0, 23.0, 22.07142857142857)","(51.0, 48.0, 47.0)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(18.0, 99999, 99990)","(26.0, 36.0, 33.77777777777778)"
11-01-2023 18:32:13.824151,"(5.5, 99999, 99990)","(17.0, 21.0, 19.75)","(1.45, 1.53, 1.4728571428571429)","(81.0, 100.0, 92.85714285714286)","(10.0, 23.0, 22.07142857142857)","(51.0, 48.0, 47.0)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(18.0, 99999, 99990)","(26.0, 36.0, 33.0)"
11-01-2023 18:32:15.232597,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.53, 1.4957692307692307)","(81.0, 100.0, 92.85714285714286)","(11.0, 23.0, 22.07142857142857)","(51.0, 48.0, 47.0)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 34.0, 35.33333333333333)"
11-01-2023 18:32:16.628453,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.52, 1.4862962962962962)","(81.0, 100.0, 92.85714285714286)","(11.0, 23.0, 17.428571428571427)","(51.0, 48.0, 47.0)","(91.0, 140.0, 116.66666666666667)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 36.0, 33.77777777777778)"
11-01-2023 18:32:17.991215,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4862962962962962)","(81.0, 100.0, 86.66666666666667)","(11.0, 23.0, 18.75)","(51.0, 48.0, 47.25)","(91.0, 150.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 36.0, 33.0)"
11-01-2023 18:32:19.341719,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4862962962962962)","(81.0, 100.0, 86.66666666666667)","(11.0, 21.0, 18.666666666666668)","(51.0, 48.0, 47.25)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 34.0, 35.33333333333333)"
11-01-2023 18:32:20.658522,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.475)","(81.0, 100.0, 86.66666666666667)","(11.0, 23.0, 19.25)","(51.0, 48.0, 47.25)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 32.8)"
11-01-2023 18:32:21.987074,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4633333333333334)","(81.0, 100.0, 86.66666666666667)","(11.0, 22.0, 17.416666666666668)","(51.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 36.0, 33.833333333333336)"
11-01-2023 18:32:23.270652,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4633333333333334)","(81.0, 100.0, 86.66666666666667)","(11.0, 22.0, 17.416666666666668)","(51.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 33.833333333333336)"
11-01-2023 18:32:24.593593,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4633333333333334)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 33.833333333333336)"
11-01-2023 18:32:25.966269,"(5.5, 99999, 99990)","(17.0, 21.0, 20.0)","(1.45, 1.51, 1.4633333333333334)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 33.833333333333336)"
11-01-2023 18:32:27.372274,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.4633333333333334)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 33.833333333333336)"
11-01-2023 18:32:28.727174,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.468)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:30.026892,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.468)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 18.25)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:31.391843,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.468)","(81.0, 100.0, 86.66666666666667)","(12.0, 20.0, 18.25)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:32.686978,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.4665517241379311)","(81.0, 100.0, 86.66666666666667)","(12.0, 20.0, 18.25)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:33.974502,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.4684615384615385)","(81.0, 100.0, 86.66666666666667)","(12.0, 20.0, 19.75)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:35.284044,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.4751612903225806)","(81.0, 100.0, 86.66666666666667)","(12.0, 23.0, 19.25)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:36.697973,"(5.5, 99999, 99990)","(17.0, 21.0, 20.25)","(1.45, 1.51, 1.475)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:38.163788,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.45, 1.51, 1.475)","(81.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(9.0, 99999, 99990)","(20.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:39.479853,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.51, 1.475)","(71.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:40.809025,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.51, 1.4875)","(71.0, 100.0, 86.66666666666667)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.1875)"
11-01-2023 18:32:42.073898,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.5, 1.4875)","(71.0, 100.0, 82.5)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.5)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:43.409952,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.5, 1.4875)","(71.0, 100.0, 83.33333333333333)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 45.333333333333336)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.25)"
11-01-2023 18:32:44.798122,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.5, 1.4875)","(71.0, 100.0, 90.0)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 28.666666666666668)"
11-01-2023 18:32:46.134013,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.5, 1.4875)","(71.0, 130.0, 90.0)","(12.0, 22.0, 17.416666666666668)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 36.0, 29.333333333333332)"
11-01-2023 18:32:47.465784,"(5.5, 99999, 99990)","(17.0, 21.0, 19.0)","(1.4, 1.5, 1.4857142857142858)","(71.0, 130.0, 85.55555555555556)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 32.0)"
11-01-2023 18:32:48.798661,"(5.5, 99999, 99990)","(17.0, 21.0, 19.25)","(1.4, 1.48, 1.4766666666666666)","(71.0, 130.0, 93.33333333333333)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:50.112996,"(5.5, 99999, 99990)","(17.0, 21.0, 19.25)","(1.4, 1.48, 1.4766666666666666)","(71.0, 120.0, 93.33333333333333)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:51.461212,"(5.5, 99999, 99990)","(17.0, 21.0, 18.25)","(1.35, 1.48, 1.477142857142857)","(71.0, 120.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:52.810042,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:54.282250,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 46.666666666666664)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:55.701601,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.4766666666666666)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 45.333333333333336)","(91.0, 140.0, 113.33333333333333)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:57.128990,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 45.333333333333336)","(91.0, 130.0, 113.33333333333333)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:58.509058,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 43.333333333333336)","(91.0, 130.0, 113.33333333333333)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.57142857142857)"
11-01-2023 18:32:59.816280,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 48.0, 40.0)","(91.0, 130.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.857142857142854)"
11-01-2023 18:33:01.203646,"(5.5, 99999, 99990)","(17.0, 19.0, 18.0)","(1.35, 1.48, 1.477142857142857)","(71.0, 100.0, 83.33333333333333)","(12.0, 22.0, 17.875)","(31.0, 46.0, 40.0)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.857142857142854)"
11-01-2023 18:33:02.867492,"(5.5, 99999, 99990)","(17.0, 19.0, 17.75)","(1.35, 1.48, 1.477142857142857)","(71.0, 100.0, 83.33333333333333)","(12.0, 22.0, 18.071428571428573)","(31.0, 46.0, 38.666666666666664)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.857142857142854)"
11-01-2023 18:33:04.422371,"(5.5, 99999, 99990)","(17.0, 19.0, 17.75)","(1.35, 1.48, 1.477142857142857)","(71.0, 100.0, 93.33333333333333)","(12.0, 22.0, 18.071428571428573)","(31.0, 48.0, 37.0)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 36.0)"
11-01-2023 18:33:06.106118,"(5.5, 99999, 99990)","(17.0, 19.0, 17.75)","(1.35, 1.48, 1.4772727272727273)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 46.0, 35.42857142857143)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:07.705965,"(5.5, 99999, 99990)","(17.0, 19.0, 17.75)","(1.35, 1.48, 1.4772727272727273)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 35.42857142857143)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:09.346105,"(5.5, 99999, 99990)","(17.0, 19.0, 17.75)","(1.35, 1.48, 1.4772727272727273)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 35.42857142857143)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:10.822284,"(7.5, 99999, 99990)","(16.0, 19.0, 18.136363636363637)","(1.3, 1.48, 1.474375)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 35.42857142857143)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:12.265954,"(7.5, 99999, 99990)","(16.0, 19.5, 18.136363636363637)","(1.3, 1.48, 1.4729411764705882)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 35.42857142857143)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:13.729505,"(7.5, 99999, 99990)","(16.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4733333333333334)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 36.5)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:15.137047,"(7.5, 99999, 99990)","(16.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4746666666666666)","(71.0, 120.0, 90.0)","(12.0, 22.0, 18.071428571428573)","(31.0, 44.0, 37.333333333333336)","(91.0, 150.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.0)"
11-01-2023 18:33:16.672802,"(8.5, 99999, 99990)","(15.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.476)","(71.0, 120.0, 90.0)","(12.0, 22.0, 17.875)","(31.0, 44.0, 37.333333333333336)","(91.0, 150.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 32.666666666666664)"
11-01-2023 18:33:18.065779,"(8.5, 99999, 99990)","(15.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4761904761904763)","(71.0, 120.0, 85.0)","(12.0, 22.0, 17.875)","(31.0, 44.0, 37.333333333333336)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 32.666666666666664)"
11-01-2023 18:33:19.418934,"(8.5, 99999, 99990)","(15.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4761904761904763)","(71.0, 110.0, 85.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 37.333333333333336)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 32.666666666666664)"
11-01-2023 18:33:20.791405,"(8.5, 99999, 99990)","(15.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4761904761904763)","(71.0, 110.0, 90.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 36.0)"
11-01-2023 18:33:22.262890,"(8.5, 99999, 99990)","(15.0, 19.5, 17.785714285714285)","(1.3, 1.48, 1.4761904761904763)","(71.0, 100.0, 85.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:23.679673,"(8.5, 99999, 99990)","(15.0, 19.5, 17.5)","(1.3, 1.48, 1.478688524590164)","(71.0, 95.0, 85.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:24.961694,"(8.5, 99999, 99990)","(15.0, 19.5, 17.5)","(1.3, 1.48, 1.478688524590164)","(71.0, 95.0, 85.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.666666666666664)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:26.349018,"(9.0, 99999, 99990)","(15.0, 19.5, 18.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 85.0)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:27.676982,"(9.0, 99999, 99990)","(15.0, 19.0, 18.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 78.33333333333333)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 126.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:28.925090,"(9.0, 99999, 99990)","(15.0, 19.0, 16.916666666666668)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 78.33333333333333)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 160.0, 116.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:30.251311,"(9.0, 99999, 99990)","(15.0, 19.0, 17.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 78.33333333333333)","(12.0, 22.0, 17.285714285714285)","(31.0, 44.0, 40.0)","(91.0, 150.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:31.537560,"(9.0, 99999, 99990)","(15.0, 19.0, 17.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 78.33333333333333)","(12.0, 22.0, 19.0)","(31.0, 44.0, 40.0)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 35.6)"
11-01-2023 18:33:32.754089,"(9.0, 99999, 99990)","(15.0, 19.0, 17.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 78.33333333333333)","(12.0, 22.0, 17.833333333333332)","(31.0, 44.0, 40.0)","(91.0, 140.0, 120.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 36.4)"
11-01-2023 18:33:34.320242,"(9.0, 99999, 99990)","(15.0, 19.0, 17.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 95.0, 73.33333333333333)","(12.0, 22.0, 17.833333333333332)","(31.0, 44.0, 40.0)","(91.0, 140.0, 155.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.0)"
11-01-2023 18:33:35.715962,"(9.0, 99999, 99990)","(14.0, 19.0, 17.0)","(1.3, 1.48, 1.476923076923077)","(71.0, 90.0, 75.0)","(12.0, 22.0, 17.666666666666668)","(31.0, 44.0, 40.0)","(91.0, 200.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.0)"
11-01-2023 18:33:37.064648,"(9.0, 99999, 99990)","(14.0, 19.0, 17.0)","(1.3, 1.48, 1.4767857142857144)","(71.0, 85.0, 70.0)","(12.0, 21.0, 17.5)","(31.0, 44.0, 40.0)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.75)"
11-01-2023 18:33:38.373038,"(9.0, 99999, 99990)","(14.0, 19.0, 17.0)","(1.3, 1.48, 1.4786363636363635)","(61.0, 95.0, 71.66666666666667)","(12.0, 20.0, 17.5)","(31.0, 44.0, 40.0)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.75)"
11-01-2023 18:33:39.682458,"(9.0, 99999, 99990)","(14.0, 19.0, 17.0)","(1.3, 1.49, 1.4872727272727273)","(61.0, 85.0, 71.66666666666667)","(12.0, 20.0, 17.5)","(31.0, 44.0, 40.0)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(26.0, 38.0, 34.75)"
11-01-2023 18:33:40.922735,"(9.0, 99999, 99990)","(14.0, 19.0, 17.0)","(1.3, 1.49, 1.4958333333333333)","(61.0, 85.0, 71.66666666666667)","(12.0, 20.0, 17.5)","(31.0, 44.0, 37.42857142857143)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.75)"
11-01-2023 18:33:42.329917,"(9.0, 99999, 99990)","(14.0, 19.0, 17.8125)","(1.3, 1.5, 1.4948275862068965)","(61.0, 85.0, 77.14285714285714)","(12.0, 20.0, 17.5)","(31.0, 42.0, 37.42857142857143)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.75)"
11-01-2023 18:33:43.651243,"(9.0, 99999, 99990)","(14.0, 19.5, 17.8125)","(1.3, 1.5, 1.4948275862068965)","(61.0, 150.0, 86.66666666666667)","(12.0, 20.0, 17.5)","(31.0, 42.0, 35.6)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.75)"
11-01-2023 18:33:44.880227,"(9.0, 99999, 99990)","(14.0, 19.5, 17.8125)","(1.3, 1.5, 1.4958333333333333)","(61.0, 130.0, 75.83333333333333)","(12.0, 20.0, 17.5)","(31.0, 42.0, 36.4)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.75)"
11-01-2023 18:33:46.082402,"(9.0, 99999, 99990)","(14.0, 19.5, 17.8125)","(1.3, 1.5, 1.4958333333333333)","(61.0, 130.0, 72.85714285714286)","(12.0, 20.0, 17.5)","(31.0, 40.0, 36.4)","(91.0, 190.0, 136.66666666666666)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.75)"
11-01-2023 18:33:47.329953,"(9.0, 99999, 99990)","(14.0, 19.5, 17.8125)","(1.3, 1.5, 1.4958333333333333)","(61.0, 120.0, 72.85714285714286)","(12.0, 20.0, 17.5)","(31.0, 40.0, 36.4)","(91.0, 190.0, 121.66666666666667)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 34.0)"
11-01-2023 18:33:48.586741,"(9.0, 99999, 99990)","(14.0, 19.5, 17.8125)","(1.3, 1.5, 1.4911363636363637)","(61.0, 110.0, 95.0)","(12.0, 20.0, 18.333333333333332)","(31.0, 40.0, 38.0)","(91.0, 180.0, 130.0)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 36.166666666666664)"
11-01-2023 18:33:49.822802,"(9.0, 99999, 99990)","(14.0, 19.5, 18.25)","(1.3, 1.5, 1.4794736842105263)","(61.0, 110.0, 95.0)","(12.0, 21.0, 17.666666666666668)","(31.0, 42.0, 37.0)","(91.0, 170.0, 118.57142857142857)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 36.9)"
11-01-2023 18:33:51.050166,"(9.0, 99999, 99990)","(15.0, 19.5, 18.5625)","(1.3, 1.5, 1.4822727272727272)","(61.0, 110.0, 95.0)","(12.0, 21.0, 19.666666666666668)","(31.0, 42.0, 37.42857142857143)","(91.0, 170.0, 118.57142857142857)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 36.9)"
11-01-2023 18:33:52.328260,"(9.0, 99999, 99990)","(15.0, 19.5, 18.5625)","(1.3, 1.5, 1.4849999999999999)","(61.0, 110.0, 90.71428571428572)","(12.0, 21.0, 19.666666666666668)","(31.0, 42.0, 37.42857142857143)","(91.0, 170.0, 118.57142857142857)","(10.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 38.0, 36.9)"
