,Smokin Rico,Madalia Tipper,Dr Chieftain,Play The Victim,Work Boot,Nannas Blue Boy
10-01-2023 17:36:10.729719,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 22.166666666666668)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:11.659950,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 22.166666666666668)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:12.586434,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 22.166666666666668)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 32.1)"
10-01-2023 17:36:13.474428,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 22.166666666666668)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.25)"
10-01-2023 17:36:14.394449,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 21.75)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:15.420023,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 21.75)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:16.356738,"(2.3, 3.0, 2.7672727272727276)","(15.0, 48.0, 21.75)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:17.275838,"(2.3, 3.7, 3.4450000000000003)","(15.0, 46.0, 31.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 7.0, 6.0)","(2.5, 3.1, 2.98)","(15.0, 36.0, 19.555555555555557)"
10-01-2023 17:36:18.140418,"(2.3, 3.1, 2.77)","(15.0, 46.0, 21.416666666666668)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.17)","(2.5, 3.1, 2.9457142857142857)","(15.0, 36.0, 25.75)"
10-01-2023 17:36:19.029833,"(2.3, 3.05, 2.7954545454545454)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.533333333333333)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:20.003809,"(2.3, 3.05, 2.8633333333333333)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.0588235294117645)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:20.978913,"(2.3, 3.05, 2.8633333333333333)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.808333333333334)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:21.934206,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.808333333333334)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:22.842623,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.808333333333334)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 26.75)"
10-01-2023 17:36:23.767359,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.718181818181818)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:24.660037,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.718181818181818)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:25.628123,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 5.718181818181818)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:26.533735,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:27.410256,"(2.3, 2.98, 2.945)","(15.0, 46.0, 41.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:28.342122,"(2.3, 3.0, 2.85)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:29.294687,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:30.262995,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:31.195105,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:32.025278,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:32.903273,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0142857142857142)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:33.873918,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:34.862082,"(2.3, 3.05, 2.8633333333333333)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:35.849102,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.127777777777778)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:36.869289,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 32.25)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:37.801050,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 38.88235294117647)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:38.740353,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 35.083333333333336)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:39.671902,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 36.07692307692308)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:40.551997,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 36.07692307692308)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:41.574228,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 36.07692307692308)","(8.0, 10.5, 9.278571428571428)","(5.0, 6.8, 6.071428571428571)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:42.561861,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 36.07692307692308)","(8.0, 10.5, 9.330769230769231)","(5.0, 6.8, 5.585714285714285)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:43.504586,"(2.3, 3.05, 2.953448275862069)","(15.0, 48.0, 35.083333333333336)","(8.0, 10.5, 9.330769230769231)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:44.544995,"(2.3, 3.05, 2.9596774193548385)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:45.566176,"(2.3, 3.05, 2.9596774193548385)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:46.554659,"(2.3, 3.05, 2.9596774193548385)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:47.499397,"(2.3, 3.05, 2.9596774193548385)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:48.417070,"(2.3, 3.05, 2.9596774193548385)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.02)","(15.0, 36.0, 26.75)"
10-01-2023 17:36:49.472812,"(2.3, 3.0, 2.9225806451612906)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.330769230769231)","(5.0, 6.8, 5.623076923076923)","(2.5, 3.1, 3.0428571428571427)","(15.0, 36.0, 25.75)"
10-01-2023 17:36:50.535159,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:51.518957,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:52.415127,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:53.321371,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:54.324104,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:55.347662,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:56.375384,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:57.387680,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.338888888888889)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0142857142857142)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:58.453552,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.338888888888889)","(5.0, 6.8, 5.84)","(2.5, 3.1, 2.95)","(15.0, 34.0, 25.75)"
10-01-2023 17:36:59.411356,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.338888888888889)","(5.0, 6.8, 5.84)","(2.5, 3.1, 2.95)","(15.0, 34.0, 19.35)"
10-01-2023 17:37:00.334307,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 2.95)","(15.0, 36.0, 19.35)"
10-01-2023 17:37:01.268379,"(2.3, 3.0, 2.9341176470588235)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 2.95)","(15.0, 36.0, 19.35)"
10-01-2023 17:37:02.179402,"(2.3, 3.0, 2.768888888888889)","(15.0, 48.0, 23.0)","(8.0, 10.5, 9.486666666666666)","(5.0, 6.8, 5.84)","(2.5, 3.1, 3.0025)","(15.0, 36.0, 25.75)"
10-01-2023 17:37:03.093577,"(2.3, 2.98, 2.8600000000000003)","(15.0, 46.0, 40.4)","(8.0, 10.5, 9.338888888888889)","(5.0, 6.6, 6.383333333333333)","(2.5, 3.05, 2.955)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:04.072516,"(2.3, 2.98, 2.9699999999999998)","(15.0, 46.0, 40.4)","(8.0, 10.5, 9.14)","(5.0, 6.6, 5.88)","(2.5, 3.05, 3.031111111111111)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:05.121770,"(2.3, 2.98, 2.87)","(15.0, 46.0, 32.25)","(8.0, 10.5, 9.528571428571428)","(5.0, 6.2, 5.933333333333334)","(2.5, 3.05, 3.031111111111111)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:06.286483,"(2.3, 2.98, 2.87)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.528571428571428)","(5.0, 6.2, 5.933333333333334)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:07.468356,"(2.3, 2.98, 2.9485714285714284)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:08.389345,"(2.3, 2.98, 2.9716666666666667)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:09.325704,"(2.3, 2.98, 2.8899999999999997)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:10.335137,"(2.3, 2.98, 2.8899999999999997)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:11.342360,"(2.3, 2.98, 2.969411764705882)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.033333333333333)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:12.390813,"(2.3, 2.98, 2.9)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.025)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:13.388343,"(2.3, 2.98, 2.966666666666667)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.65)","(5.0, 6.2, 5.800000000000001)","(2.5, 3.05, 3.025)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:14.405732,"(2.3, 2.9, 2.8344262295081966)","(15.0, 44.0, 31.5)","(8.0, 10.5, 9.65)","(5.0, 6.2, 5.85)","(2.5, 3.05, 3.039285714285714)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:15.307534,"(2.3, 2.9, 2.881818181818182)","(15.0, 44.0, 31.5)","(8.0, 10.5, 9.65)","(5.0, 6.2, 5.85)","(2.5, 3.05, 3.039285714285714)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:16.321959,"(2.3, 2.98, 2.9633333333333334)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 5.966666666666667)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:17.297099,"(2.3, 3.0, 2.94)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:18.272914,"(2.3, 3.0, 2.94)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:19.208260,"(2.3, 3.0, 2.94)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 5.966666666666667)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:20.152352,"(2.3, 3.05, 3.035833333333333)","(15.0, 44.0, 31.25)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 5.966666666666667)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:21.166244,"(2.3, 3.05, 3.025)","(15.0, 44.0, 22.75)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 5.966666666666667)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:22.161061,"(2.3, 3.05, 3.03875)","(15.0, 44.0, 22.75)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 5.966666666666667)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:23.108275,"(2.3, 3.2, 3.09)","(15.0, 44.0, 22.75)","(8.0, 10.5, 9.515789473684212)","(5.0, 6.2, 6.0)","(2.5, 3.05, 3.036363636363636)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:24.018228,"(2.3, 3.2, 3.09)","(15.0, 44.0, 25.785714285714285)","(8.0, 10.5, 9.4)","(5.0, 6.2, 5.8)","(2.5, 3.1, 2.9753846153846153)","(15.0, 34.0, 28.5)"
10-01-2023 17:37:24.919181,"(2.3, 3.2, 3.178)","(15.0, 44.0, 24.875)","(8.0, 10.5, 9.4)","(5.0, 6.2, 5.65)","(2.5, 3.1, 2.974)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:26.243993,"(2.3, 3.25, 3.166923076923077)","(15.0, 44.0, 34.0)","(8.0, 10.5, 9.4)","(5.0, 6.2, 5.533333333333333)","(2.5, 3.1, 2.94)","(15.0, 34.0, 25.75)"
10-01-2023 17:37:27.312467,"(2.3, 3.25, 3.166923076923077)","(15.0, 44.0, 34.0)","(8.0, 10.5, 9.4)","(5.0, 6.2, 5.885714285714286)","(2.5, 3.1, 2.985)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:28.552746,"(2.3, 3.25, 3.138888888888889)","(15.0, 44.0, 32.92307692307692)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.05, 3.02125)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:29.599818,"(2.3, 3.25, 3.173076923076923)","(15.0, 44.0, 32.92307692307692)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.0176470588235293)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:30.703983,"(2.3, 3.25, 3.173076923076923)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.0176470588235293)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:31.612400,"(2.3, 3.25, 3.173076923076923)","(15.0, 44.0, 30.583333333333336)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.0176470588235293)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:32.527776,"(2.3, 3.25, 3.173076923076923)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.0176470588235293)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:33.613217,"(2.3, 3.25, 3.2)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.0176470588235293)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:34.779982,"(2.3, 3.25, 3.2)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 2.9833333333333334)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:35.895461,"(2.3, 3.25, 3.2)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.885714285714286)","(2.5, 3.1, 3.058)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:37.241716,"(2.3, 3.25, 3.2)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.1, 3.1262499999999998)","(15.0, 34.0, 23.333333333333332)"
10-01-2023 17:37:38.351195,"(2.3, 3.25, 3.2)","(15.0, 44.0, 31.454545454545453)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.15, 3.1262499999999998)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:39.450227,"(2.3, 3.25, 3.2)","(15.0, 44.0, 32.5)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.15, 3.1262499999999998)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:40.531823,"(2.3, 3.25, 3.2)","(15.0, 44.0, 30.25)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.15, 3.1262499999999998)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:41.632135,"(2.3, 3.25, 3.2)","(15.0, 44.0, 34.0)","(8.0, 10.5, 9.4)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.15, 3.0866666666666664)","(15.0, 34.0, 26.0)"
10-01-2023 17:37:42.808590,"(2.3, 3.25, 3.2)","(15.0, 44.0, 34.0)","(8.0, 10.5, 9.82857142857143)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.15, 3.1454545454545455)","(15.0, 34.0, 31.25)"
10-01-2023 17:37:43.982461,"(2.3, 3.25, 3.2)","(15.0, 44.0, 34.0)","(8.0, 10.0, 9.52)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.2, 3.1454545454545455)","(15.0, 34.0, 26.25)"
10-01-2023 17:37:45.095173,"(2.3, 3.25, 3.2)","(15.0, 44.0, 34.0)","(8.0, 10.0, 9.82857142857143)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.2, 3.1454545454545455)","(15.0, 34.0, 26.25)"
10-01-2023 17:37:46.101484,"(2.3, 3.25, 3.2)","(15.0, 44.0, 34.0)","(8.0, 10.0, 9.82857142857143)","(5.0, 6.0, 5.84)","(2.5, 3.2, 3.1454545454545455)","(15.0, 34.0, 23.666666666666668)"
10-01-2023 17:37:47.104791,"(2.3, 3.25, 3.2357142857142858)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.8)","(5.0, 6.0, 5.733333333333333)","(2.5, 3.2, 3.1454545454545455)","(15.0, 34.0, 21.875)"
10-01-2023 17:37:48.225874,"(2.3, 3.25, 3.2357142857142858)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.33125)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.2, 3.1454545454545455)","(15.0, 32.0, 24.25)"
10-01-2023 17:37:49.280783,"(2.3, 3.25, 3.2357142857142858)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.5, 9.46875)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.2, 3.1166666666666667)","(15.0, 30.0, 24.25)"
10-01-2023 17:37:50.263960,"(2.3, 3.25, 3.2357142857142858)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.5, 9.46875)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 30.0, 21.875)"
10-01-2023 17:37:51.358727,"(2.3, 3.45, 3.2535714285714286)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.5, 9.308333333333334)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:52.313911,"(2.3, 3.4, 3.35)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.3)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:53.267422,"(2.3, 3.4, 3.2600000000000002)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.142857142857144)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:54.233620,"(2.3, 3.4, 3.2600000000000002)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.142857142857144)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:55.210530,"(2.3, 3.4, 3.2600000000000002)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 9.166666666666666)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:56.181331,"(2.3, 3.4, 3.2600000000000002)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 8.615384615384615)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
10-01-2023 17:37:57.135598,"(2.3, 3.4, 3.2970588235294116)","(15.0, 42.0, 29.333333333333332)","(8.0, 10.0, 8.857142857142858)","(5.0, 6.0, 5.555555555555555)","(2.5, 3.15, 3.1166666666666667)","(15.0, 32.0, 21.875)"
