,Essential Three,Champagne Reactor,Whata Reactor,Subtle Advice,Chasin Dreamz,Non Passare,Jaydes Terror,Soulwriter
05-01-2023 13:49:16.686471,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:17.813676,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:18.996820,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:20.251838,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:21.393730,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:22.520883,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:23.718871,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:24.900511,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:26.113342,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.82)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:27.336247,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.5)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:28.489742,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 6.008333333333334)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.5)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:29.715473,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.9)","(4.6, 6.8, 5.966666666666667)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.376086956521739)","(7.5, 9.0, 8.571428571428571)","(4.4, 7.0, 5.949999999999999)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:31.200436,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.9)","(4.6, 6.8, 5.966666666666667)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.44)","(7.5, 9.0, 8.75)","(4.4, 7.0, 5.949999999999999)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:32.494204,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.9)","(4.6, 6.8, 5.966666666666667)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.44)","(7.5, 9.0, 8.9)","(4.4, 7.0, 5.949999999999999)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:33.848662,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 9.0, 9.744444444444445)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:35.061925,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.266666666666666)","(4.6, 6.8, 5.85)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.736363636363636)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:36.382465,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.585714285714285)","(4.6, 6.8, 5.9)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.5, 9.018181818181818)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:37.522757,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.585714285714285)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 9.384)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:38.746470,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.585714285714285)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:40.129254,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.642857142857142)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:41.358687,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.642857142857142)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:42.513328,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.642857142857142)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:43.880014,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.5)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:45.027505,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.5)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:46.150957,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:47.286144,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:48.436522,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:49.573252,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:50.749898,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.71)"
05-01-2023 13:49:51.901879,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:53.098032,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:54.219156,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:55.341863,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.23)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:56.527112,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.459090909090909)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:57.741131,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.459090909090909)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:49:58.931822,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 52.5)","(3.1, 3.65, 3.459090909090909)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.045)"
05-01-2023 13:50:00.151037,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 43.84615384615385)","(3.1, 3.65, 3.62)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:01.364839,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.9818181818181815)","(31.0, 60.0, 43.84615384615385)","(3.1, 3.65, 3.62)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:02.583970,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.855555555555555)","(31.0, 60.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 10.0, 8.911111111111111)","(4.4, 7.0, 5.9799999999999995)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:03.735230,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.855555555555555)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 10.0, 8.866666666666667)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:04.853779,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.855555555555555)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.8, 8.866666666666667)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:06.054033,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.855555555555555)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.8, 8.866666666666667)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:07.219976,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.8, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:08.435364,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:09.628786,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:10.856479,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:12.133160,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:13.341755,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:14.434387,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:15.580481,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.800000000000001)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:16.757616,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 55.0, 48.75)","(3.1, 3.65, 3.62)","(7.5, 9.8, 8.84)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:17.931154,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.8, 8.84)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:19.092804,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.8, 8.84)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:20.329254,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.8, 9.1)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:21.516276,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:22.697530,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:23.911160,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 9.1)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:25.109776,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.822222222222221)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:26.229130,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.911111111111111)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.885714285714286)","(4.4, 7.0, 5.875)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:27.366971,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.885714285714286)","(4.4, 7.0, 6.25)","(3.8, 4.9, 4.468181818181819)"
05-01-2023 13:50:28.488879,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.885714285714286)","(4.4, 7.0, 6.25)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:29.624183,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.885714285714286)","(4.4, 7.0, 6.25)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:30.755965,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.885714285714286)","(4.4, 7.0, 6.25)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:31.943980,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.466666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.6, 8.866666666666667)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:33.083763,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 8.866666666666667)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:34.256023,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 8.866666666666667)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:35.350819,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 8.866666666666667)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:36.495125,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 8.866666666666667)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:37.637889,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.0)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:38.755977,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.75)","(4.6, 6.8, 5.55)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 8.62)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:39.892965,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.2, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:41.086098,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.465217391304348)"
05-01-2023 13:50:42.212907,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:43.299247,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:44.406086,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:45.510885,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:46.561279,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:47.597065,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:48.633097,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:49.706892,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:50.717855,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:51.764720,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:52.828934,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:53.917844,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:50:54.999490,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
