,Essential Three,Champagne Reactor,Whata Reactor,Subtle Advice,Chasin Dreamz,Non Passare,Jaydes Terror,Soulwriter
05-01-2023 13:56:12.656907,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.75)","(4.6, 5.8, 5.355555555555555)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.576315789473684)","(8.0, 11.0, 9.8375)","(4.4, 6.4, 5.903846153846154)","(3.8, 5.4, 5.189473684210527)"
05-01-2023 13:56:13.906000,"(91.0, 130.0, 122.72727272727272)","(10.0, 14.0, 12.61111111111111)","(4.6, 5.8, 5.589473684210526)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.576315789473684)","(8.0, 11.5, 10.508333333333333)","(4.4, 6.4, 5.903846153846154)","(3.8, 5.4, 5.189473684210527)"
05-01-2023 13:56:15.184200,"(91.0, 130.0, 122.72727272727272)","(10.0, 14.0, 12.61111111111111)","(4.6, 5.8, 5.589473684210526)","(31.0, 32.0, 31.454545454545453)","(3.1, 3.65, 3.5999999999999996)","(8.0, 11.5, 10.863636363636363)","(4.4, 6.4, 6.0627450980392155)","(3.8, 5.4, 5.094736842105263)"
05-01-2023 13:56:16.510260,"(91.0, 130.0, 122.72727272727272)","(10.0, 14.0, 13.0625)","(4.6, 5.8, 6.13)","(31.0, 32.0, 31.454545454545453)","(3.1, 3.65, 3.576315789473684)","(8.0, 11.5, 9.9625)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.046153846153846)"
05-01-2023 13:56:17.741766,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.2, 5.75)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.841666666666667)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:18.799861,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.4, 5.85)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.841666666666667)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:19.973772,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.841666666666667)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:21.230771,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:22.519260,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:23.717798,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:24.789853,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:25.876711,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:27.025535,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:28.404175,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 5.057142857142857)"
05-01-2023 13:56:29.645505,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.454545454545453)","(3.1, 3.65, 3.576315789473684)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 4.815384615384615)"
05-01-2023 13:56:30.757320,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 31.25)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 4.815384615384615)"
05-01-2023 13:56:31.852771,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 30.22222222222222)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.4, 6.4, 5.8136363636363635)","(3.8, 5.2, 4.8)"
05-01-2023 13:56:32.909825,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 6.166666666666666)","(31.0, 32.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 9.922222222222222)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.0, 4.739130434782608)"
05-01-2023 13:56:34.039831,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.25)","(4.6, 6.6, 6.2749999999999995)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.576315789473684)","(8.0, 12.5, 9.922222222222222)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.0, 4.8125)"
05-01-2023 13:56:35.218875,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.25)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.5, 10.4)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.0, 5.042857142857143)"
05-01-2023 13:56:36.386484,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.25)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 30.76923076923077)","(3.1, 3.65, 3.5625)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.5, 5.042857142857143)"
05-01-2023 13:56:37.692016,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.25)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.5, 5.042857142857143)"
05-01-2023 13:56:38.877225,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.25)","(4.6, 6.6, 6.2749999999999995)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.5, 5.0)"
05-01-2023 13:56:39.999898,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.1, 5.042857142857143)"
05-01-2023 13:56:41.268336,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.5625)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.8136363636363635)","(3.8, 5.5, 5.042857142857143)"
05-01-2023 13:56:42.476277,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.567647058823529)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.51875)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:43.552770,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 30.76923076923077)","(3.1, 3.65, 3.567647058823529)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.4, 5.733333333333333)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:44.669288,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 29.636363636363637)","(3.1, 3.65, 3.567647058823529)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.2, 5.666666666666667)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:45.833020,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.583333333333333)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.0, 5.666666666666667)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:46.976440,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.583333333333333)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.0, 5.666666666666667)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:48.043682,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 30.0, 29.636363636363637)","(3.1, 3.65, 3.567647058823529)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.0, 5.666666666666667)","(3.8, 5.5, 5.1)"
05-01-2023 13:56:49.115309,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.5)","(4.6, 6.6, 5.949999999999999)","(31.0, 32.0, 30.857142857142858)","(3.1, 3.65, 3.567647058823529)","(8.0, 12.0, 9.942857142857143)","(4.6, 6.0, 5.666666666666667)","(3.8, 5.5, 4.757142857142857)"
05-01-2023 13:56:50.197081,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 16.0)","(4.6, 6.6, 6.199999999999999)","(31.0, 32.0, 31.2)","(3.1, 3.65, 3.583333333333333)","(8.0, 12.0, 10.4)","(4.6, 6.0, 5.666666666666667)","(3.8, 4.9, 4.757142857142857)"
05-01-2023 13:56:51.298279,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.8)","(4.6, 6.6, 6.3)","(31.0, 32.0, 31.2)","(3.1, 3.65, 3.583333333333333)","(8.0, 12.0, 10.4)","(4.6, 6.0, 5.5204545454545455)","(3.8, 4.9, 4.757142857142857)"
05-01-2023 13:56:52.474713,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.8)","(4.6, 6.6, 6.3)","(31.0, 32.0, 30.857142857142858)","(3.1, 3.65, 3.583333333333333)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.5204545454545455)","(3.8, 4.9, 4.757142857142857)"
05-01-2023 13:56:53.661399,"(91.0, 130.0, 122.72727272727272)","(10.0, 17.0, 15.666666666666668)","(4.6, 6.6, 6.4375)","(31.0, 32.0, 30.857142857142858)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.5204545454545455)","(3.8, 4.9, 4.766666666666667)"
05-01-2023 13:56:54.834621,"(91.0, 130.0, 122.72727272727272)","(10.0, 18.0, 15.666666666666668)","(4.6, 6.6, 6.4375)","(31.0, 32.0, 31.2)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.5204545454545455)","(3.8, 4.9, 4.766666666666667)"
05-01-2023 13:56:55.954615,"(91.0, 130.0, 125.55555555555556)","(10.0, 18.0, 13.9375)","(4.6, 6.6, 6.4375)","(31.0, 32.0, 31.2)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.5204545454545455)","(3.8, 4.9, 4.766666666666667)"
05-01-2023 13:56:57.182856,"(91.0, 130.0, 125.55555555555556)","(10.0, 18.0, 15.291666666666666)","(4.6, 6.6, 6.4375)","(31.0, 32.0, 30.857142857142858)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.5204545454545455)","(3.8, 4.9, 4.766666666666667)"
05-01-2023 13:56:58.328834,"(101.0, 130.0, 125.55555555555556)","(11.0, 18.0, 15.291666666666666)","(4.6, 6.6, 6.4375)","(26.0, 32.0, 30.857142857142858)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.4, 5.675)","(3.8, 4.9, 4.766666666666667)"
05-01-2023 13:56:59.467874,"(101.0, 130.0, 125.55555555555556)","(11.0, 18.0, 15.291666666666666)","(4.6, 6.6, 6.359999999999999)","(26.0, 32.0, 30.5)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.605555555555555)"
05-01-2023 13:57:00.606157,"(101.0, 130.0, 125.55555555555556)","(11.0, 18.0, 13.0)","(4.6, 6.6, 6.375)","(26.0, 32.0, 30.5)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.7, 4.605555555555555)"
05-01-2023 13:57:01.724562,"(101.0, 130.0, 125.55555555555556)","(11.0, 18.0, 13.0)","(4.6, 6.6, 6.375)","(26.0, 32.0, 30.5)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.7, 4.5)"
05-01-2023 13:57:02.815016,"(101.0, 130.0, 125.55555555555556)","(11.0, 18.0, 15.291666666666666)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:03.892376,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:05.161898,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:06.469109,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:07.725719,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:08.826131,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:09.910135,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.75)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:11.017107,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.75)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:12.185688,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.75)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:13.417687,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.75)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:14.600658,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.75)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:15.840883,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 16.166666666666664)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:17.030880,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:18.124670,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:19.198995,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:20.494753,"(101.0, 130.0, 125.55555555555556)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:21.726697,"(101.0, 130.0, 118.33333333333333)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:22.939813,"(101.0, 130.0, 118.33333333333333)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:24.197805,"(101.0, 130.0, 120.0)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:25.399719,"(101.0, 130.0, 120.0)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:26.853742,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:28.110308,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:29.288645,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:30.511655,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.570588235294118)"
05-01-2023 13:57:31.574423,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.833333333333334)","(4.6, 6.6, 6.324999999999999)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.603846153846154)","(8.0, 12.0, 10.4)","(4.6, 6.2, 5.675)","(3.8, 4.9, 4.464705882352941)"
05-01-2023 13:57:32.701589,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 15.3)","(4.6, 6.6, 6.3999999999999995)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.8)","(4.6, 6.2, 5.78)","(3.8, 4.7, 4.414285714285715)"
05-01-2023 13:57:33.800303,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 14.75)","(4.6, 6.6, 6.1)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.8)","(4.6, 6.2, 5.78)","(3.8, 4.7, 4.414285714285715)"
05-01-2023 13:57:34.965165,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 14.75)","(4.8, 6.6, 6.1)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.8)","(4.6, 6.2, 5.78)","(3.8, 4.7, 4.414285714285715)"
05-01-2023 13:57:36.227360,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 14.75)","(4.8, 6.6, 6.1)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.8)","(4.6, 6.2, 5.78)","(3.8, 4.7, 4.414285714285715)"
05-01-2023 13:57:37.437629,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 14.75)","(4.8, 6.6, 6.1)","(26.0, 32.0, 30.8)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.8)","(4.6, 6.2, 5.78)","(3.8, 4.7, 4.414285714285715)"
05-01-2023 13:57:38.684142,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 12.916666666666666)","(4.8, 6.6, 6.233333333333333)","(26.0, 32.0, 30.5)","(3.1, 3.65, 3.625)","(8.0, 12.0, 10.4)","(4.6, 6.2, 6.27536231884058)","(3.8, 4.7, 4.392307692307693)"
05-01-2023 13:57:39.914268,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 12.916666666666666)","(4.8, 6.6, 6.05)","(26.0, 32.0, 30.5)","(3.1, 3.65, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.392307692307693)"
05-01-2023 13:57:41.041394,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 12.916666666666666)","(4.8, 6.6, 6.05)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.392307692307693)"
05-01-2023 13:57:42.272481,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 12.7)","(4.8, 6.6, 5.7250000000000005)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6900000000000004)","(8.0, 12.0, 11.333333333333334)","(4.6, 6.4, 6.277142857142858)","(3.8, 4.7, 4.611111111111111)"
05-01-2023 13:57:43.603558,"(101.0, 130.0, 123.33333333333334)","(11.0, 15.5, 15.0)","(4.8, 5.9, 6.0)","(26.0, 32.0, 30.8)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.392307692307693)"
05-01-2023 13:57:44.918231,"(101.0, 130.0, 123.33333333333334)","(11.0, 18.0, 13.5)","(4.8, 6.6, 5.685714285714286)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.366666666666667)"
05-01-2023 13:57:46.153381,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.375)","(4.8, 6.8, 5.685714285714286)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.366666666666667)"
05-01-2023 13:57:47.586003,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.375)","(4.8, 6.8, 5.685714285714286)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.366666666666667)"
05-01-2023 13:57:48.880666,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.375)","(4.8, 6.8, 5.716666666666667)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.366666666666667)"
05-01-2023 13:57:50.051924,"(101.0, 130.0, 123.33333333333334)","(11.0, 17.5, 13.375)","(4.8, 6.8, 5.716666666666667)","(26.0, 32.0, 30.5)","(3.1, 3.7, 3.6500000000000004)","(8.0, 12.0, 10.4)","(4.6, 6.4, 6.27536231884058)","(3.8, 4.7, 4.366666666666667)"
