,Als Holiday,Road To Glebe,Edna Krabappel,Blue Zeal,Maxs Magic,Yore Chevy,Hidden Mask,Oscar Octopus
12-01-2023 14:42:37.507226,"(4.8, 5.6, 5.4)","(3.9, 6.4, 6.133333333333334)","(12.0, 26.0, 23.375)","(3.9, 6.0, 5.826666666666666)","(3.0, 3.1, 3.0359374999999997)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 243.33333333333334)","(10.0, 21.0, 20.454545454545453)"
12-01-2023 14:42:38.732700,"(4.8, 5.6, 5.447619047619048)","(3.9, 6.2, 6.184615384615385)","(12.0, 26.0, 22.4)","(3.9, 6.0, 5.88)","(3.0, 3.05, 3.033333333333333)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.4375)"
12-01-2023 14:42:39.896643,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.184615384615385)","(12.0, 26.0, 20.923076923076923)","(3.9, 6.0, 5.863636363636363)","(3.0, 3.05, 3.0175)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.4375)"
12-01-2023 14:42:41.118417,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.16)","(12.0, 26.0, 23.055555555555557)","(3.9, 6.0, 5.888888888888889)","(3.0, 3.05, 3.0083333333333333)","(15.0, 25.0, 22.529411764705884)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.181818181818183)"
12-01-2023 14:42:42.451651,"(4.8, 5.6, 5.4526315789473685)","(3.9, 6.2, 6.15)","(12.0, 25.0, 22.941176470588236)","(3.9, 5.9, 5.888888888888889)","(3.0, 3.05, 3.0266666666666664)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.4375)"
12-01-2023 14:42:43.779373,"(4.8, 5.6, 5.483333333333333)","(3.9, 6.4, 6.189473684210527)","(12.0, 25.0, 22.785714285714285)","(3.9, 6.0, 5.9314285714285715)","(3.0, 3.05, 3.076923076923077)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.4375)"
12-01-2023 14:42:45.048724,"(4.8, 5.6, 5.4)","(3.9, 6.4, 6.189473684210527)","(12.0, 23.0, 22.785714285714285)","(3.9, 6.0, 5.9314285714285715)","(3.0, 3.1, 3.0470588235294116)","(15.0, 25.0, 22.428571428571427)","(101.0, 360.0, 238.125)","(10.0, 21.0, 19.90909090909091)"
12-01-2023 14:42:46.284478,"(4.8, 5.6, 5.4)","(3.9, 6.4, 6.266666666666667)","(12.0, 23.0, 22.8)","(3.9, 6.0, 5.8307692307692305)","(3.0, 3.1, 3.0214814814814814)","(15.0, 25.0, 22.75)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.583333333333332)"
12-01-2023 14:42:47.450411,"(4.8, 5.6, 5.4526315789473685)","(3.9, 6.2, 6.04)","(12.0, 23.0, 22.8)","(3.9, 6.0, 5.892307692307692)","(3.0, 3.05, 3.030689655172414)","(15.0, 23.0, 21.142857142857142)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.285714285714285)"
12-01-2023 14:42:48.687762,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.144)","(12.0, 23.0, 24.11764705882353)","(3.9, 6.0, 5.9222222222222225)","(3.0, 3.05, 2.996153846153846)","(15.0, 22.0, 21.363636363636363)","(101.0, 360.0, 238.125)","(10.0, 21.0, 20.285714285714285)"
12-01-2023 14:42:49.936013,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.08)","(12.0, 25.0, 24.09090909090909)","(3.9, 6.0, 5.933333333333334)","(3.0, 3.0, 2.9975)","(15.0, 23.0, 21.071428571428573)","(101.0, 360.0, 241.8181818181818)","(10.0, 21.0, 20.583333333333332)"
12-01-2023 14:42:51.113381,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.08)","(12.0, 26.0, 23.46153846153846)","(3.9, 6.2, 5.995348837209303)","(3.0, 3.0, 2.9975)","(15.0, 23.0, 21.071428571428573)","(101.0, 360.0, 241.8181818181818)","(10.0, 21.0, 20.583333333333332)"
12-01-2023 14:42:52.355980,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.088888888888889)","(12.0, 26.0, 23.25)","(3.9, 6.2, 5.985365853658537)","(3.0, 3.0, 3.0444444444444443)","(15.0, 23.0, 21.153846153846153)","(101.0, 360.0, 241.8181818181818)","(10.0, 21.0, 20.625)"
12-01-2023 14:42:53.644761,"(4.8, 5.6, 5.4)","(3.9, 6.4, 6.156521739130435)","(12.0, 26.0, 23.25)","(3.9, 6.2, 5.985365853658537)","(3.0, 3.05, 3.0374999999999996)","(15.0, 23.0, 20.789473684210527)","(101.0, 360.0, 232.72727272727272)","(10.0, 21.0, 20.733333333333334)"
12-01-2023 14:42:54.855659,"(4.8, 5.6, 5.36)","(3.9, 6.4, 6.088888888888889)","(12.0, 26.0, 23.25)","(3.9, 6.2, 5.985365853658537)","(3.0, 3.05, 3.0374999999999996)","(15.0, 23.0, 20.9375)","(101.0, 360.0, 255.0)","(10.0, 21.0, 22.833333333333332)"
12-01-2023 14:42:55.943691,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.088888888888889)","(12.0, 26.0, 23.25)","(3.9, 6.2, 5.985365853658537)","(3.0, 3.05, 3.016060606060606)","(15.0, 23.0, 20.789473684210527)","(101.0, 360.0, 255.0)","(10.0, 24.0, 22.51851851851852)"
12-01-2023 14:42:57.128763,"(4.8, 5.6, 5.458823529411765)","(3.9, 6.4, 6.088888888888889)","(12.0, 26.0, 23.25)","(3.9, 6.2, 5.985365853658537)","(3.0, 3.05, 3.016060606060606)","(15.0, 23.0, 20.789473684210527)","(101.0, 360.0, 255.0)","(10.0, 24.0, 22.51851851851852)"
12-01-2023 14:42:58.408068,"(4.8, 5.6, 5.458823529411765)","(4.2, 6.4, 6.08)","(13.0, 26.0, 23.25)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 3.016060606060606)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 255.0)","(11.0, 24.0, 22.75)"
12-01-2023 14:42:59.742081,"(4.8, 5.6, 5.458823529411765)","(4.2, 6.4, 6.15)","(13.0, 26.0, 23.105263157894736)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 3.016060606060606)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:00.999582,"(4.8, 5.6, 5.458823529411765)","(4.2, 6.4, 6.15)","(13.0, 26.0, 24.40909090909091)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 3.015853658536585)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:02.299441,"(4.8, 5.6, 5.36)","(4.2, 6.4, 6.15)","(13.0, 26.0, 24.333333333333332)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 3.0197297297297294)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:03.542840,"(4.8, 5.6, 5.36)","(4.2, 6.4, 6.142424242424243)","(13.0, 26.0, 25.210526315789473)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 2.996153846153846)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:04.798637,"(4.8, 5.5, 5.32)","(4.2, 6.4, 6.138461538461539)","(13.0, 26.0, 25.285714285714285)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.0, 2.9954545454545456)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:06.125099,"(4.8, 5.6, 5.388235294117647)","(4.2, 6.4, 6.138461538461539)","(13.0, 26.0, 25.285714285714285)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.0, 2.9954545454545456)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 22.75)"
12-01-2023 14:43:07.400039,"(4.8, 5.6, 5.36)","(4.2, 6.4, 6.138461538461539)","(13.0, 26.0, 24.46153846153846)","(4.2, 6.2, 5.980952380952381)","(2.9, 3.0, 2.9954545454545456)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 24.0, 21.857142857142858)"
12-01-2023 14:43:08.800152,"(4.8, 5.6, 5.36)","(4.2, 6.4, 6.076190476190476)","(13.0, 26.0, 24.46153846153846)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.0, 3.0165217391304346)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 23.0, 22.333333333333332)"
12-01-2023 14:43:10.367622,"(4.8, 5.6, 5.347368421052631)","(4.2, 6.4, 6.076190476190476)","(13.0, 26.0, 25.285714285714285)","(4.2, 6.2, 5.985365853658537)","(2.9, 3.05, 2.99375)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 23.0, 22.57894736842105)"
12-01-2023 14:43:11.713519,"(4.8, 5.6, 5.3)","(4.2, 6.4, 6.042105263157895)","(13.0, 26.0, 25.285714285714285)","(4.2, 6.2, 6.0)","(2.9, 3.05, 2.957777777777778)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 23.0, 22.266666666666666)"
12-01-2023 14:43:13.426247,"(4.8, 5.5, 5.425)","(4.2, 6.4, 6.258333333333334)","(13.0, 26.0, 25.285714285714285)","(4.2, 6.2, 5.975609756097561)","(2.9, 2.98, 2.94)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 26.0, 23.846153846153847)"
12-01-2023 14:43:15.041842,"(4.8, 5.5, 5.466666666666667)","(4.2, 6.4, 6.08421052631579)","(13.0, 26.0, 23.5)","(4.2, 6.2, 5.975609756097561)","(2.9, 2.98, 2.9385714285714286)","(15.0, 23.0, 20.789473684210527)","(81.0, 360.0, 263.75)","(11.0, 26.0, 22.571428571428573)"
12-01-2023 14:43:16.367405,"(4.8, 5.5, 5.466666666666667)","(4.2, 6.4, 5.947368421052632)","(13.0, 26.0, 23.43243243243243)","(4.2, 6.2, 6.023076923076923)","(2.9, 2.96, 2.947142857142857)","(15.0, 23.0, 20.517241379310345)","(81.0, 360.0, 263.75)","(11.0, 26.0, 22.727272727272727)"
12-01-2023 14:43:17.940335,"(4.8, 5.5, 5.453846153846154)","(4.2, 6.2, 6.0354838709677425)","(13.0, 26.0, 23.43243243243243)","(4.2, 6.2, 6.0125)","(2.9, 2.96, 2.9502702702702703)","(15.0, 23.0, 20.714285714285715)","(81.0, 360.0, 263.75)","(11.0, 26.0, 24.941176470588236)"
12-01-2023 14:43:20.339990,"(4.8, 5.5, 5.453846153846154)","(4.2, 6.2, 6.040625)","(13.0, 26.0, 23.43243243243243)","(4.2, 6.2, 6.0125)","(2.9, 2.96, 2.9477272727272728)","(15.0, 22.0, 20.714285714285715)","(81.0, 360.0, 263.75)","(11.0, 26.0, 24.941176470588236)"
12-01-2023 14:43:21.804883,"(4.8, 5.5, 5.525)","(4.2, 6.2, 5.914285714285715)","(13.0, 26.0, 24.25)","(4.2, 6.2, 6.23448275862069)","(2.9, 2.96, 2.952)","(15.0, 22.0, 20.714285714285715)","(81.0, 360.0, 272.5)","(11.0, 26.0, 24.941176470588236)"
12-01-2023 14:43:23.292442,"(4.8, 5.6, 5.65)","(4.2, 6.0, 5.955)","(13.0, 25.0, 23.363636363636363)","(4.2, 6.4, 6.2)","(2.9, 2.96, 2.956)","(15.0, 22.0, 20.714285714285715)","(81.0, 360.0, 272.5)","(11.0, 26.0, 25.05263157894737)"
12-01-2023 14:43:24.813900,"(4.8, 5.7, 5.622222222222223)","(4.2, 6.0, 5.864516129032258)","(13.0, 25.0, 23.294117647058822)","(4.2, 6.4, 6.263414634146342)","(2.9, 2.96, 2.956)","(15.0, 22.0, 20.714285714285715)","(81.0, 360.0, 272.5)","(11.0, 26.0, 25.05263157894737)"
12-01-2023 14:43:26.261346,"(4.8, 5.8, 5.6)","(4.2, 6.0, 5.824390243902439)","(13.0, 24.0, 22.333333333333332)","(4.2, 6.4, 6.256410256410256)","(2.9, 2.96, 2.956)","(15.0, 22.0, 20.416666666666668)","(81.0, 360.0, 269.09090909090907)","(11.0, 26.0, 25.05263157894737)"
12-01-2023 14:43:27.701916,"(4.8, 5.8, 5.5600000000000005)","(4.2, 6.0, 5.824390243902439)","(13.0, 24.0, 21.526315789473685)","(4.2, 6.4, 6.29433962264151)","(2.9, 2.96, 2.956)","(15.0, 22.0, 20.416666666666668)","(81.0, 360.0, 269.09090909090907)","(11.0, 26.0, 25.1)"
12-01-2023 14:43:29.120528,"(4.8, 5.8, 5.5600000000000005)","(4.2, 6.0, 5.82)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.260869565217392)","(2.9, 2.96, 2.9299999999999997)","(15.0, 22.0, 20.416666666666668)","(81.0, 360.0, 269.09090909090907)","(11.0, 26.0, 25.1)"
12-01-2023 14:43:30.629924,"(4.8, 5.8, 5.6499999999999995)","(4.2, 5.9, 5.82)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.2592592592592595)","(2.9, 2.94, 2.935833333333333)","(15.0, 22.0, 20.416666666666668)","(81.0, 360.0, 272.5)","(11.0, 26.0, 24.952380952380953)"
12-01-2023 14:43:32.039777,"(4.8, 5.8, 5.6499999999999995)","(4.2, 5.9, 5.825)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.2592592592592595)","(2.9, 2.94, 2.937222222222222)","(15.0, 22.0, 20.333333333333332)","(81.0, 360.0, 263.75)","(11.0, 26.0, 24.952380952380953)"
12-01-2023 14:43:33.405354,"(4.8, 5.8, 5.6499999999999995)","(4.2, 5.9, 5.825)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.2592592592592595)","(2.9, 2.94, 2.937222222222222)","(15.0, 22.0, 20.333333333333332)","(81.0, 360.0, 263.75)","(11.0, 26.0, 24.735294117647058)"
12-01-2023 14:43:34.827153,"(4.8, 5.8, 5.6499999999999995)","(4.2, 5.9, 5.81)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.2745098039215685)","(2.9, 2.94, 2.958787878787879)","(15.0, 22.0, 20.333333333333332)","(81.0, 360.0, 263.75)","(11.0, 25.0, 24.735294117647058)"
12-01-2023 14:43:36.282095,"(4.8, 5.8, 5.55)","(4.2, 5.9, 5.833333333333333)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.272727272727273)","(2.9, 2.96, 2.965)","(15.0, 22.0, 20.333333333333332)","(81.0, 360.0, 263.75)","(11.0, 25.0, 24.735294117647058)"
12-01-2023 14:43:37.676899,"(4.8, 5.8, 5.6125)","(4.2, 5.9, 5.7615384615384615)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.283636363636364)","(2.9, 2.98, 2.93375)","(15.0, 22.0, 20.333333333333332)","(81.0, 360.0, 263.75)","(11.0, 25.0, 23.5)"
12-01-2023 14:43:39.077050,"(4.8, 5.7, 5.575)","(4.2, 5.9, 5.775862068965518)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.283636363636364)","(2.9, 2.94, 2.9114285714285715)","(15.0, 22.0, 20.529411764705884)","(81.0, 360.0, 263.75)","(11.0, 25.0, 23.5)"
12-01-2023 14:43:40.415033,"(4.8, 5.7, 5.575)","(4.2, 5.9, 5.666666666666666)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.29433962264151)","(2.9, 2.94, 2.896)","(15.0, 22.0, 20.529411764705884)","(81.0, 360.0, 263.75)","(11.0, 25.0, 25.714285714285715)"
12-01-2023 14:43:41.739875,"(4.8, 5.7, 5.5)","(4.2, 5.9, 5.672972972972973)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.2745098039215685)","(2.9, 2.92, 3.0142857142857142)","(15.0, 22.0, 20.529411764705884)","(81.0, 360.0, 272.5)","(11.0, 26.0, 27.5)"
12-01-2023 14:43:43.146328,"(4.8, 5.7, 5.38)","(4.2, 5.9, 5.588888888888889)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.2745098039215685)","(2.9, 3.05, 3.015)","(15.0, 22.0, 19.166666666666668)","(81.0, 360.0, 272.5)","(11.0, 28.0, 27.315789473684212)"
12-01-2023 14:43:44.488548,"(4.8, 5.7, 5.38)","(4.2, 5.9, 5.62)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.260869565217392)","(2.9, 3.05, 3.0428571428571427)","(15.0, 19.5, 19.25)","(81.0, 360.0, 272.5)","(11.0, 29.0, 27.666666666666668)"
12-01-2023 14:43:45.825909,"(4.8, 5.7, 5.38)","(4.2, 5.9, 5.776923076923077)","(13.0, 23.0, 22.25)","(4.2, 6.4, 6.248)","(2.9, 3.1, 3.025)","(15.0, 19.5, 19.285714285714285)","(81.0, 360.0, 272.5)","(11.0, 29.0, 27.666666666666668)"
12-01-2023 14:43:47.235650,"(4.8, 5.7, 5.5476190476190474)","(4.2, 5.8, 5.62)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.258333333333334)","(2.9, 3.05, 3.003846153846154)","(15.0, 19.5, 18.583333333333332)","(81.0, 360.0, 272.5)","(11.0, 29.0, 27.476190476190474)"
12-01-2023 14:43:48.588584,"(4.8, 5.7, 5.38)","(4.2, 5.9, 5.66)","(13.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.258333333333334)","(2.9, 3.05, 3.003846153846154)","(15.0, 19.0, 17.4)","(81.0, 360.0, 272.5)","(11.0, 29.0, 28.40740740740741)"
12-01-2023 14:43:50.034184,"(4.8, 5.7, 5.395238095238095)","(4.2, 5.7, 5.557142857142857)","(13.0, 23.0, 22.11111111111111)","(4.2, 6.4, 6.269565217391305)","(2.9, 3.05, 3.006666666666667)","(15.0, 19.0, 17.266666666666666)","(81.0, 360.0, 272.5)","(11.0, 29.0, 28.40740740740741)"
12-01-2023 14:43:51.405590,"(4.8, 5.7, 5.390909090909091)","(4.2, 5.7, 5.633333333333334)","(13.0, 23.0, 22.11111111111111)","(4.2, 6.4, 6.269565217391305)","(2.9, 3.05, 3.0083333333333333)","(15.0, 19.0, 17.551724137931036)","(81.0, 360.0, 272.5)","(11.0, 29.0, 28.5)"
12-01-2023 14:43:52.750597,"(4.8, 5.7, 5.390909090909091)","(4.2, 5.7, 5.594117647058824)","(13.0, 23.0, 22.11111111111111)","(4.2, 6.4, 6.269565217391305)","(2.9, 3.05, 3.0142857142857142)","(15.0, 19.0, 17.551724137931036)","(81.0, 360.0, 272.5)","(11.0, 29.0, 27.70967741935484)"
12-01-2023 14:43:54.062796,"(4.8, 5.7, 5.390909090909091)","(4.2, 5.7, 5.594117647058824)","(14.0, 23.0, 21.76923076923077)","(4.2, 6.4, 6.291666666666667)","(2.8, 3.05, 3.053846153846154)","(15.0, 19.0, 17.6)","(81.0, 360.0, 272.5)","(12.0, 28.0, 27.70967741935484)"
12-01-2023 14:43:55.472212,"(4.8, 5.7, 5.425)","(4.2, 5.7, 5.46)","(14.0, 23.0, 21.5)","(4.2, 6.4, 6.28)","(2.8, 3.1, 3.026923076923077)","(15.0, 19.0, 17.6)","(81.0, 360.0, 272.5)","(12.0, 28.0, 26.5)"
12-01-2023 14:43:56.921121,"(4.8, 5.7, 5.65)","(4.2, 5.5, 5.388888888888888)","(14.0, 23.0, 21.4)","(4.2, 6.4, 6.28)","(2.8, 3.05, 3.026923076923077)","(15.0, 19.0, 17.6)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.5)"
12-01-2023 14:43:58.320410,"(4.8, 5.8, 5.636363636363637)","(4.2, 5.5, 5.388888888888888)","(14.0, 23.0, 21.4)","(4.2, 6.4, 6.28)","(2.8, 3.05, 3.026923076923077)","(15.0, 19.0, 18.125)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.5)"
12-01-2023 14:43:59.635834,"(4.8, 5.8, 5.636363636363637)","(4.2, 5.5, 5.342105263157895)","(14.0, 23.0, 21.4)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.05, 3.029166666666667)","(15.0, 18.5, 17.642857142857142)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.25)"
12-01-2023 14:44:01.031975,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.378048780487805)","(14.0, 23.0, 21.772727272727273)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.05, 3.0714285714285716)","(15.0, 18.0, 17.166666666666668)","(81.0, 360.0, 263.75)","(12.0, 28.0, 27.4)"
12-01-2023 14:44:02.440594,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.3936170212765955)","(14.0, 23.0, 22.11111111111111)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.1, 3.08)","(15.0, 18.0, 16.214285714285715)","(81.0, 360.0, 263.75)","(12.0, 28.0, 27.4)"
12-01-2023 14:44:03.826903,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.395652173913043)","(14.0, 23.0, 22.11111111111111)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.1, 3.0307692307692307)","(15.0, 18.0, 16.735294117647058)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.833333333333332)"
12-01-2023 14:44:05.215298,"(4.8, 5.8, 5.655555555555555)","(4.2, 5.5, 5.422580645161291)","(14.0, 23.0, 22.428571428571427)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.05, 3.031481481481481)","(15.0, 17.0, 16.454545454545453)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.25)"
12-01-2023 14:44:06.564764,"(4.8, 5.8, 5.655555555555555)","(4.2, 5.5, 5.422580645161291)","(14.0, 23.0, 22.529411764705884)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.05, 3.031481481481481)","(15.0, 17.0, 16.264705882352942)","(81.0, 360.0, 263.75)","(12.0, 28.0, 26.25)"
12-01-2023 14:44:07.974577,"(4.8, 5.8, 5.655555555555555)","(4.2, 5.5, 5.422580645161291)","(14.0, 23.0, 21.838709677419356)","(4.2, 6.4, 6.290909090909091)","(2.8, 3.05, 3.031481481481481)","(15.0, 16.5, 16.264705882352942)","(81.0, 360.0, 272.5)","(12.0, 28.0, 26.833333333333332)"
12-01-2023 14:44:09.354112,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.391304347826087)","(14.0, 23.0, 21.956521739130434)","(4.2, 6.4, 6.30188679245283)","(2.8, 3.05, 3.077272727272727)","(15.0, 16.5, 15.95)","(81.0, 360.0, 265.7142857142857)","(12.0, 28.0, 27.4)"
12-01-2023 14:44:10.730591,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.391304347826087)","(14.0, 23.0, 21.956521739130434)","(4.2, 6.4, 6.30188679245283)","(2.8, 3.1, 3.062962962962963)","(15.0, 17.0, 15.95)","(81.0, 360.0, 263.75)","(12.0, 28.0, 27.4)"
12-01-2023 14:44:12.071725,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.411764705882353)","(14.0, 23.0, 21.956521739130434)","(4.4, 6.4, 6.30188679245283)","(2.6, 3.1, 3.0413793103448272)","(15.0, 17.0, 16.233333333333334)","(81.0, 360.0, 263.75)","(14.0, 28.0, 26.25)"
12-01-2023 14:44:13.399190,"(4.8, 5.8, 5.652631578947368)","(4.2, 5.5, 5.406896551724138)","(14.0, 23.0, 21.956521739130434)","(4.4, 6.4, 6.291666666666667)","(2.6, 3.05, 3.0413793103448272)","(15.0, 16.5, 16.233333333333334)","(81.0, 360.0, 263.75)","(14.0, 28.0, 26.25)"
12-01-2023 14:44:14.678642,"(4.8, 5.8, 5.652631578947368)","(4.2, 5.5, 5.415625)","(14.0, 23.0, 22.75)","(4.4, 6.4, 6.30188679245283)","(2.6, 3.05, 3.018918918918919)","(15.0, 16.5, 16.25)","(81.0, 360.0, 263.75)","(14.0, 28.0, 26.833333333333332)"
12-01-2023 14:44:15.959632,"(4.8, 5.8, 5.652631578947368)","(4.2, 5.5, 5.415625)","(14.0, 23.0, 22.692307692307693)","(4.4, 6.4, 6.30188679245283)","(2.6, 3.05, 3.018918918918919)","(15.0, 16.5, 15.94)","(81.0, 360.0, 263.75)","(14.0, 28.0, 26.833333333333332)"
12-01-2023 14:44:17.288063,"(4.8, 5.8, 5.652631578947368)","(4.2, 5.5, 5.415625)","(14.0, 23.0, 22.692307692307693)","(4.4, 6.4, 6.30188679245283)","(2.6, 3.05, 3.0197368421052633)","(15.0, 16.5, 15.833333333333334)","(81.0, 360.0, 277.5)","(14.0, 28.0, 29.333333333333332)"
12-01-2023 14:44:18.677616,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.385106382978723)","(14.0, 23.0, 22.294117647058822)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.05, 3.1125)","(15.0, 16.5, 15.833333333333334)","(81.0, 360.0, 277.5)","(14.0, 30.0, 27.10204081632653)"
12-01-2023 14:44:19.910445,"(4.8, 5.8, 5.609090909090909)","(4.2, 5.5, 5.373333333333334)","(14.0, 23.0, 22.692307692307693)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.15, 3.121052631578947)","(15.0, 16.5, 15.833333333333334)","(81.0, 360.0, 277.5)","(14.0, 32.0, 27.5)"
12-01-2023 14:44:21.191315,"(4.8, 5.8, 5.638461538461538)","(4.2, 5.4, 5.372727272727273)","(14.0, 23.0, 22.666666666666668)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.15, 3.1214285714285714)","(15.0, 16.5, 15.725806451612904)","(81.0, 360.0, 277.5)","(14.0, 29.0, 27.5)"
12-01-2023 14:44:22.507290,"(4.8, 5.8, 5.66)","(4.2, 5.4, 5.463636363636364)","(14.0, 23.0, 22.666666666666668)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.15, 3.1271428571428572)","(15.0, 16.5, 15.725806451612904)","(81.0, 360.0, 277.5)","(14.0, 29.0, 24.567164179104477)"
12-01-2023 14:44:23.847239,"(4.8, 5.8, 5.66)","(4.2, 5.5, 5.52)","(14.0, 23.0, 22.294117647058822)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.15, 3.1166666666666667)","(15.0, 16.5, 15.75)","(81.0, 360.0, 217.5)","(14.0, 26.0, 20.75)"
12-01-2023 14:44:25.178609,"(4.8, 5.8, 5.683333333333333)","(4.2, 5.6, 5.561904761904762)","(14.0, 23.0, 22.454545454545453)","(4.4, 6.4, 6.300000000000001)","(2.6, 3.15, 3.1214285714285714)","(15.0, 16.5, 15.764705882352942)","(81.0, 360.0, 210.0)","(14.0, 21.0, 20.0)"
12-01-2023 14:44:26.470308,"(4.8, 5.8, 5.66060606060606)","(4.2, 5.6, 5.516666666666667)","(14.0, 23.0, 22.428571428571427)","(4.4, 6.4, 6.300000000000001)","(2.6, 3.15, 3.1272727272727274)","(15.0, 16.5, 15.842105263157894)","(81.0, 360.0, 247.5)","(14.0, 21.0, 20.8)"
12-01-2023 14:44:27.789267,"(4.8, 5.7, 5.560869565217391)","(4.2, 5.7, 5.570588235294117)","(14.0, 23.0, 22.764705882352942)","(4.4, 6.4, 6.290909090909091)","(2.6, 3.15, 3.1083333333333334)","(15.0, 16.5, 15.842105263157894)","(81.0, 360.0, 247.5)","(14.0, 21.0, 20.666666666666668)"
