,Bee Gees Best,Campbell Best,Living Free,Our Dolly,Schooby,Fly Cheval,Tulhurst Cuddles,Three Machs,My Ultimate Heston
14-12-2022 20:00:02.867870,"(14.0, 22.0, 21.3)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.1)","(4.8, 7.2, 6.376470588235295)","(6.5, 7.2, 6.485714285714286)","(10.0, 14.0, 11.785714285714286)","(4.0, 5.0, 4.825)","(7.5, 10.0, 9.333333333333334)","(7.0, 10.0, 9.0)"
14-12-2022 20:00:04.178963,"(14.0, 22.0, 21.3)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.4, 6.1)","(4.8, 7.2, 6.453333333333334)","(6.5, 7.2, 6.533333333333333)","(10.0, 13.5, 11.785714285714286)","(4.0, 4.9, 4.825)","(7.5, 9.8, 9.333333333333334)","(7.0, 9.8, 9.0)"
14-12-2022 20:00:05.497654,"(14.0, 23.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.199999999999999)","(4.8, 7.2, 6.5)","(6.5, 7.4, 7.138461538461539)","(10.0, 13.5, 12.25)","(4.0, 5.0, 4.75)","(7.5, 9.8, 9.333333333333334)","(7.0, 9.8, 8.8)"
14-12-2022 20:00:07.005633,"(14.0, 23.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.49090909090909)","(4.8, 7.2, 6.733333333333333)","(6.5, 7.2, 6.95)","(10.0, 13.0, 12.25)","(4.0, 5.0, 4.733333333333333)","(7.5, 9.8, 8.309090909090909)","(7.0, 9.4, 8.7)"
14-12-2022 20:00:08.441883,"(14.0, 23.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.49090909090909)","(4.8, 7.2, 6.733333333333333)","(6.5, 7.2, 6.95)","(10.0, 13.0, 12.25)","(4.0, 5.0, 4.733333333333333)","(7.5, 9.4, 8.309090909090909)","(7.0, 9.6, 8.7)"
14-12-2022 20:00:09.892451,"(14.0, 23.0, 21.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.375)","(4.8, 7.2, 6.666666666666667)","(6.5, 7.2, 6.825)","(10.0, 14.0, 12.576923076923077)","(4.0, 5.0, 4.666666666666666)","(7.5, 9.2, 8.447619047619048)","(7.0, 9.6, 9.15)"
14-12-2022 20:00:11.485271,"(14.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.025)","(4.8, 7.2, 6.84)","(6.5, 7.2, 6.709090909090909)","(10.0, 14.5, 11.772727272727273)","(4.0, 5.0, 4.818181818181818)","(7.5, 9.4, 8.447619047619048)","(7.0, 9.6, 8.833333333333332)"
14-12-2022 20:00:13.101070,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.2, 5.85)","(5.0, 7.0, 6.779999999999999)","(6.0, 7.4, 6.709090909090909)","(10.0, 14.5, 12.576923076923077)","(4.0, 5.0, 4.818181818181818)","(7.5, 9.4, 8.76)","(7.5, 10.0, 9.0)"
14-12-2022 20:00:14.492635,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.2, 5.558333333333334)","(5.0, 7.2, 6.666666666666667)","(6.0, 7.4, 6.709090909090909)","(10.0, 14.5, 12.666666666666666)","(4.0, 5.0, 4.818181818181818)","(7.5, 9.4, 8.447619047619048)","(7.5, 10.0, 9.294117647058824)"
14-12-2022 20:00:15.847863,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.2, 5.969230769230769)","(5.0, 7.2, 6.666666666666667)","(6.0, 7.4, 6.961538461538462)","(10.0, 14.0, 11.857142857142858)","(4.0, 5.0, 4.8125)","(7.5, 9.4, 8.76)","(7.5, 10.0, 9.200000000000001)"
14-12-2022 20:00:17.134940,"(15.0, 23.0, 21.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.2, 5.969230769230769)","(5.0, 7.2, 6.666666666666667)","(6.0, 7.4, 7.02)","(10.0, 14.0, 12.666666666666666)","(4.0, 5.0, 5.06)","(7.5, 9.4, 8.44)","(7.5, 10.0, 8.727272727272727)"
14-12-2022 20:00:18.554855,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.2, 5.88)","(5.0, 7.2, 6.779999999999999)","(6.0, 7.4, 6.792)","(10.0, 14.0, 12.5)","(4.0, 5.3, 5.027272727272727)","(7.5, 9.4, 8.6)","(7.5, 10.0, 9.363636363636363)"
14-12-2022 20:00:19.903030,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.4399999999999995)","(5.0, 7.2, 6.325)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.785714285714286)","(4.0, 5.3, 5.036842105263157)","(7.5, 9.4, 8.309090909090909)","(7.5, 9.8, 8.6)"
14-12-2022 20:00:21.271595,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.418181818181818)","(5.0, 7.2, 6.733333333333333)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.785714285714286)","(4.0, 5.3, 5.05)","(7.5, 9.4, 8.309090909090909)","(7.5, 9.8, 9.133333333333333)"
14-12-2022 20:00:22.669174,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.418181818181818)","(5.0, 7.0, 6.733333333333333)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.785714285714286)","(4.0, 5.3, 5.061904761904762)","(7.5, 9.4, 8.309090909090909)","(7.5, 9.6, 9.133333333333333)"
14-12-2022 20:00:24.077600,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 5.763636363636364)","(5.0, 7.0, 6.675)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.714285714285714)","(4.0, 5.3, 5.061904761904762)","(7.5, 9.4, 8.309090909090909)","(7.5, 9.6, 9.0)"
14-12-2022 20:00:25.507980,"(15.0, 23.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.4, 6.0)","(5.0, 7.2, 6.111111111111111)","(6.0, 7.4, 6.83)","(10.0, 14.5, 11.8125)","(4.0, 5.3, 5.428571428571428)","(7.5, 9.4, 8.799999999999999)","(7.5, 9.8, 9.2)"
14-12-2022 20:00:26.908632,"(15.0, 21.0, 20.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.0)","(5.0, 7.0, 6.111111111111111)","(6.0, 7.4, 6.83)","(10.0, 14.0, 11.8125)","(4.0, 5.6, 5.114285714285714)","(7.5, 9.2, 9.018181818181818)","(7.5, 9.8, 9.2)"
14-12-2022 20:00:28.248637,"(15.0, 21.0, 19.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.422222222222222)","(5.0, 7.0, 6.5)","(6.0, 7.4, 6.83)","(10.0, 14.0, 11.8125)","(4.0, 5.6, 5.114285714285714)","(7.5, 9.2, 9.018181818181818)","(7.5, 9.8, 9.2)"
14-12-2022 20:00:29.488819,"(15.0, 21.0, 19.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.066666666666666)","(5.0, 7.0, 6.23)","(6.0, 7.4, 6.83)","(10.0, 14.0, 11.857142857142858)","(4.0, 5.6, 5.239130434782609)","(7.5, 9.2, 8.971428571428572)","(7.5, 9.8, 9.163636363636364)"
14-12-2022 20:00:30.695013,"(15.0, 21.0, 19.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.4, 5.8545454545454545)","(5.0, 6.8, 6.55)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.785714285714286)","(4.0, 5.5, 5.2368421052631575)","(7.5, 9.2, 9.0)","(7.5, 9.6, 8.85)"
14-12-2022 20:00:31.976455,"(15.0, 21.0, 19.8)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.4, 5.672727272727273)","(5.0, 6.8, 6.2)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.785714285714286)","(4.0, 5.5, 5.2368421052631575)","(7.5, 9.2, 8.63076923076923)","(7.5, 9.6, 8.85)"
14-12-2022 20:00:33.223374,"(15.0, 21.0, 19.8)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.4, 6.0)","(5.0, 6.8, 6.26)","(6.0, 7.4, 6.83)","(10.0, 13.5, 11.75)","(4.0, 5.5, 5.066666666666666)","(7.5, 9.4, 8.309090909090909)","(7.5, 9.6, 8.833333333333332)"
14-12-2022 20:00:34.610817,"(15.0, 23.0, 20.857142857142858)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.161290322580645)","(5.0, 6.8, 6.26)","(6.0, 7.4, 6.83)","(10.0, 13.0, 11.8)","(4.0, 5.6, 5.1466666666666665)","(7.5, 9.4, 8.523076923076923)","(7.5, 10.0, 8.833333333333332)"
14-12-2022 20:00:36.050408,"(15.0, 23.0, 20.75)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 5.9523809523809526)","(5.0, 6.8, 6.511111111111111)","(6.0, 7.4, 6.83)","(10.0, 13.0, 11.8)","(4.0, 5.2, 4.966666666666667)","(7.5, 9.4, 8.608333333333334)","(7.5, 10.0, 9.4)"
14-12-2022 20:00:37.417123,"(15.0, 23.0, 20.75)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 5.9523809523809526)","(5.0, 6.6, 6.0375)","(6.0, 7.4, 6.83)","(10.0, 13.0, 12.125)","(4.0, 5.2, 5.127272727272727)","(7.5, 9.4, 8.613793103448275)","(7.5, 9.8, 9.4)"
14-12-2022 20:00:38.748456,"(15.0, 23.0, 20.75)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 5.883333333333334)","(5.0, 6.6, 6.292307692307692)","(6.0, 7.4, 6.83)","(10.0, 14.0, 11.772727272727273)","(4.0, 5.2, 5.116666666666667)","(7.5, 9.4, 8.613793103448275)","(7.5, 9.8, 9.4)"
14-12-2022 20:00:40.072427,"(15.0, 23.0, 20.75)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.3)","(5.0, 6.6, 6.0375)","(6.0, 7.4, 6.83)","(10.0, 14.5, 12.576923076923077)","(4.0, 5.2, 5.116666666666667)","(7.5, 9.4, 8.64)","(7.5, 9.8, 9.200000000000001)"
14-12-2022 20:00:41.398820,"(15.0, 23.0, 20.75)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.3)","(5.0, 6.6, 6.292307692307692)","(6.0, 7.4, 6.83)","(10.0, 14.5, 12.921052631578947)","(4.0, 5.2, 5.15)","(7.5, 9.4, 8.613793103448275)","(7.5, 10.0, 8.363636363636363)"
14-12-2022 20:00:42.727093,"(15.0, 23.0, 22.357142857142858)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.184210526315789)","(5.0, 6.6, 5.9625)","(6.0, 7.4, 6.83)","(10.0, 14.5, 11.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.613793103448275)","(7.5, 10.0, 8.866666666666667)"
14-12-2022 20:00:44.005403,"(15.0, 23.0, 22.428571428571427)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.581818181818182)","(5.0, 6.4, 6.15)","(6.0, 7.4, 6.83)","(10.0, 14.0, 12.666666666666666)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.05)"
14-12-2022 20:00:45.249884,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.581818181818182)","(5.0, 6.4, 6.15)","(6.0, 7.4, 6.83)","(10.0, 14.0, 12.666666666666666)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.05)"
14-12-2022 20:00:46.467946,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.2)","(5.0, 6.4, 5.983333333333333)","(6.0, 7.4, 6.83)","(10.0, 14.0, 11.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.815384615384616)","(7.5, 9.8, 9.338461538461539)"
14-12-2022 20:00:47.679384,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.258064516129032)","(5.0, 6.4, 6.15)","(6.0, 7.4, 7.5864406779661016)","(10.0, 14.0, 12.666666666666666)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.338461538461539)"
14-12-2022 20:00:48.988278,"(15.0, 23.0, 22.428571428571427)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.233333333333333)","(5.0, 6.8, 6.0125)","(6.0, 7.8, 7.6499999999999995)","(10.0, 15.0, 11.818181818181818)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.0)"
14-12-2022 20:00:50.249226,"(15.0, 23.0, 22.428571428571427)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.041666666666667)","(5.0, 6.0, 5.314285714285714)","(6.0, 7.8, 7.7894736842105265)","(10.0, 14.5, 12.5)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.925)","(7.5, 10.0, 9.0)"
14-12-2022 20:00:51.572171,"(15.0, 23.0, 22.428571428571427)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.264)","(5.0, 6.0, 5.454545454545455)","(6.0, 7.8, 6.88421052631579)","(10.0, 14.5, 12.75)","(4.0, 5.2, 4.933333333333334)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.333333333333334)"
14-12-2022 20:00:52.894180,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.264)","(5.0, 6.0, 5.823529411764706)","(6.0, 7.4, 6.954545454545454)","(10.0, 14.5, 12.0)","(4.0, 5.2, 4.933333333333334)","(7.5, 9.4, 8.925)","(7.5, 10.0, 9.0)"
14-12-2022 20:00:54.337697,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.2727272727272725)","(5.0, 6.0, 5.692307692307692)","(6.0, 7.4, 6.91)","(10.0, 14.5, 12.9375)","(4.0, 5.2, 4.933333333333334)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.333333333333334)"
14-12-2022 20:00:55.651509,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.407407407407407)","(5.0, 6.0, 5.833333333333333)","(6.0, 7.4, 6.95)","(10.0, 14.5, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.925)","(7.5, 10.0, 9.0)"
14-12-2022 20:00:57.037701,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.555555555555556)","(5.0, 6.0, 6.466666666666667)","(6.0, 7.4, 7.085714285714285)","(10.0, 15.0, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.4)"
14-12-2022 20:00:58.388167,"(15.0, 23.0, 21.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.114285714285714)","(5.0, 7.0, 6.875)","(6.0, 7.4, 7.109090909090909)","(10.0, 15.0, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.085714285714287)"
14-12-2022 20:00:59.767080,"(15.0, 22.0, 21.25)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.285714285714286)","(5.0, 7.0, 6.25)","(6.0, 7.4, 7.109090909090909)","(10.0, 15.0, 11.818181818181818)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.085714285714287)"
14-12-2022 20:01:01.256991,"(15.0, 22.0, 21.25)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.3)","(5.0, 7.0, 6.35)","(6.0, 7.4, 7.316363636363636)","(10.0, 15.0, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.085714285714287)"
14-12-2022 20:01:02.645096,"(15.0, 22.0, 21.57142857142857)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.3)","(5.0, 7.0, 6.766666666666667)","(6.0, 7.4, 7.330612244897959)","(10.0, 15.0, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 9.8, 9.0)"
14-12-2022 20:01:04.164689,"(15.0, 23.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.3)","(4.8, 7.0, 6.35)","(6.5, 7.4, 7.330612244897959)","(10.0, 15.0, 12.083333333333334)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.0)"
14-12-2022 20:01:05.629336,"(15.0, 23.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.3)","(4.8, 7.0, 6.566666666666666)","(6.5, 7.4, 7.330612244897959)","(10.0, 15.0, 12.857142857142858)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.0)"
14-12-2022 20:01:07.142327,"(15.0, 23.0, 20.545454545454547)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.3)","(4.8, 7.0, 6.87)","(6.5, 7.4, 7.330612244897959)","(10.0, 15.0, 11.818181818181818)","(4.0, 5.2, 4.914285714285715)","(7.5, 9.4, 8.676190476190476)","(7.5, 10.0, 9.0)"
14-12-2022 20:01:08.594948,"(15.0, 23.0, 20.545454545454547)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.2727272727272725)","(4.8, 7.0, 6.45)","(6.5, 7.4, 7.23)","(10.0, 15.0, 13.0)","(4.0, 5.2, 4.966666666666667)","(7.5, 9.4, 8.904347826086957)","(7.5, 10.0, 9.32)"
14-12-2022 20:01:10.108485,"(15.0, 22.0, 21.0)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.6, 6.466666666666667)","(5.0, 7.0, 6.553846153846154)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.952941176470588)","(7.5, 9.4, 9.069565217391304)","(7.5, 9.8, 9.466666666666667)"
14-12-2022 20:01:11.475274,"(15.0, 22.0, 20.833333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.466666666666667)","(5.0, 6.8, 6.6)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.952941176470588)","(7.5, 9.4, 9.069565217391304)","(7.5, 9.8, 9.466666666666667)"
14-12-2022 20:01:12.895213,"(15.0, 21.0, 20.166666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 6.8, 6.333333333333334)","(5.0, 7.2, 5.763636363636364)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.094117647058823)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:14.223492,"(15.0, 21.0, 19.333333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 7.4, 6.628571428571428)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.094117647058823)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:15.505991,"(15.0, 21.0, 19.333333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 6.8, 6.8)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:16.816145,"(15.0, 21.0, 19.333333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 7.0, 6.066666666666666)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:18.179676,"(15.0, 21.0, 19.333333333333332)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 6.8, 6.066666666666666)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:19.590269,"(15.0, 21.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 6.8, 6.066666666666666)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:20.937295,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.318518518518519)","(5.0, 6.8, 6.066666666666666)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:22.313828,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.608510638297872)","(5.0, 6.8, 5.85)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.6)"
14-12-2022 20:01:23.629113,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.608510638297872)","(4.8, 6.6, 5.85)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 9.8, 9.488888888888889)"
14-12-2022 20:01:24.966733,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(4.8, 7.0, 6.608510638297872)","(4.8, 6.4, 5.933333333333334)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 10.5, 9.571428571428571)"
14-12-2022 20:01:26.290804,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 39.333333333333336)","(5.0, 7.0, 6.454545454545455)","(4.8, 6.4, 5.933333333333334)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 10.5, 9.571428571428571)"
14-12-2022 20:01:27.614070,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 37.42857142857143)","(5.0, 7.0, 6.454545454545455)","(4.8, 6.4, 5.933333333333334)","(6.5, 7.4, 7.23)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.126315789473685)","(7.5, 10.5, 9.571428571428571)"
14-12-2022 20:01:28.930814,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 37.2)","(5.0, 7.0, 6.454545454545455)","(4.8, 6.4, 6.15)","(6.5, 7.4, 6.8617647058823525)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 9.4, 9.745454545454546)","(7.5, 10.5, 9.714285714285715)"
14-12-2022 20:01:30.286116,"(15.0, 22.0, 20.5)","(31.0, 42.0, 37.2)","(5.0, 7.0, 6.454545454545455)","(4.8, 6.6, 6.15)","(6.5, 7.0, 7.115)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 10.0, 10.866666666666667)","(7.5, 10.5, 9.77142857142857)"
14-12-2022 20:01:31.675741,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 7.0, 6.666666666666667)","(4.8, 6.6, 6.0)","(6.5, 7.4, 7.115)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 11.12)","(7.5, 10.0, 9.77142857142857)"
14-12-2022 20:01:33.110282,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 7.0, 6.6)","(4.8, 6.2, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 11.12)","(7.5, 10.0, 9.77142857142857)"
14-12-2022 20:01:34.559636,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 6.8, 6.6)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 11.12)","(7.5, 10.0, 9.77142857142857)"
14-12-2022 20:01:35.902992,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 6.8, 6.6)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 11.12)","(7.5, 10.0, 9.633333333333333)"
14-12-2022 20:01:37.285843,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 6.8, 6.7384615384615385)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 14.5, 13.833333333333334)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 11.142857142857142)","(7.5, 10.5, 9.633333333333333)"
14-12-2022 20:01:38.623692,"(15.0, 22.0, 19.0)","(31.0, 42.0, 38.0)","(5.0, 6.8, 6.586206896551724)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 14.5, 13.214285714285714)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 9.889999999999999)","(7.5, 10.5, 9.633333333333333)"
14-12-2022 20:01:39.899252,"(15.0, 23.0, 19.0)","(31.0, 42.0, 38.0)","(5.0, 7.0, 6.586206896551724)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.16734693877551)","(10.0, 15.0, 13.214285714285714)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.5, 10.28)","(7.5, 10.5, 9.633333333333333)"
14-12-2022 20:01:41.091605,"(15.0, 22.0, 20.5)","(31.0, 42.0, 38.0)","(5.0, 7.0, 6.586206896551724)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.180769230769231)","(10.0, 15.0, 13.214285714285714)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.0, 10.040000000000001)","(7.5, 10.5, 9.633333333333333)"
14-12-2022 20:01:42.374982,"(15.0, 22.0, 19.666666666666668)","(31.0, 42.0, 38.0)","(5.0, 7.0, 6.636363636363637)","(4.8, 5.8, 5.699999999999999)","(6.5, 7.4, 7.180769230769231)","(10.0, 15.0, 13.214285714285714)","(4.0, 5.2, 4.964285714285714)","(7.5, 11.0, 10.040000000000001)","(7.5, 10.5, 9.633333333333333)"
