,Responder,Krystal Bale,Edi Bale,Deep Purple,Pest Management,Kippy Bale,Daimler Bale,Lets Embrace
12-01-2023 18:28:48.912181,"(1.45, 1.65, 1.6477777777777778)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 130.0, 127.27272727272727)","(5.5, 7.4, 7.05)","(6.5, 11.5, 10.75)","(14.0, 27.0, 25.928571428571427)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:50.127268,"(1.45, 1.65, 1.6416129032258064)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 130.0, 121.05263157894737)","(5.5, 7.4, 7.05)","(6.5, 11.5, 11.0)","(14.0, 27.0, 25.42105263157895)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:51.303180,"(1.45, 1.65, 1.6428571428571428)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 125.0)","(5.5, 7.4, 7.05)","(6.5, 11.5, 11.0)","(14.0, 27.0, 25.42105263157895)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:52.453242,"(1.45, 1.65, 1.6428571428571428)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.133333333333334)","(6.5, 11.5, 10.933333333333334)","(14.0, 27.0, 25.928571428571427)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:53.628867,"(1.45, 1.65, 1.6416666666666666)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.103703703703704)","(6.5, 11.0, 10.964285714285714)","(14.0, 27.0, 25.928571428571427)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:54.825912,"(1.45, 1.65, 1.6406666666666665)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.144444444444445)","(6.5, 11.0, 11.021739130434783)","(14.0, 27.0, 25.42105263157895)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:55.943511,"(1.45, 1.65, 1.6412499999999999)","(16.0, 20.0, 19.157894736842106)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.157575757575758)","(6.5, 11.5, 11.131578947368421)","(14.0, 27.0, 25.928571428571427)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:57.067998,"(1.45, 1.65, 1.6412499999999999)","(16.0, 20.0, 18.666666666666668)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.157575757575758)","(6.5, 11.5, 11.131578947368421)","(14.0, 27.0, 25.928571428571427)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:58.193391,"(1.45, 1.65, 1.6426315789473682)","(16.0, 20.0, 18.666666666666668)","(21.0, 40.0, 37.13636363636363)","(51.0, 140.0, 121.05263157894737)","(5.5, 7.4, 7.157575757575758)","(6.5, 11.5, 11.131578947368421)","(14.0, 27.0, 25.42105263157895)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:28:59.406774,"(1.45, 1.65, 1.645)","(16.0, 19.5, 18.666666666666668)","(21.0, 40.0, 33.666666666666664)","(51.0, 140.0, 120.0)","(5.5, 7.4, 7.157575757575758)","(6.5, 11.5, 10.766666666666667)","(14.0, 27.0, 25.42105263157895)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:29:00.726245,"(1.45, 1.65, 1.645)","(16.0, 20.0, 18.666666666666668)","(21.0, 34.0, 33.8)","(51.0, 140.0, 120.0)","(5.5, 7.4, 7.157575757575758)","(6.5, 11.5, 10.863636363636363)","(14.0, 27.0, 25.8)","(21.0, 34.0, 29.416666666666668)"
12-01-2023 18:29:02.007425,"(1.45, 1.65, 1.6427777777777777)","(16.0, 20.0, 18.666666666666668)","(21.0, 34.0, 33.666666666666664)","(51.0, 140.0, 116.0)","(5.5, 7.4, 7.1454545454545455)","(7.0, 11.5, 11.0625)","(14.0, 26.0, 25.8)","(21.0, 34.0, 29.285714285714285)"
12-01-2023 18:29:03.131063,"(1.45, 1.67, 1.651578947368421)","(16.0, 19.5, 19.375)","(21.0, 34.0, 33.09090909090909)","(51.0, 140.0, 116.0)","(5.5, 7.4, 7.1454545454545455)","(7.0, 11.5, 11.0625)","(14.0, 26.0, 25.8)","(21.0, 34.0, 29.285714285714285)"
12-01-2023 18:29:04.264679,"(1.45, 1.66, 1.6533333333333333)","(16.0, 19.5, 18.666666666666668)","(21.0, 34.0, 37.25)","(51.0, 140.0, 116.0)","(5.5, 7.4, 7.1647058823529415)","(7.0, 11.5, 10.916666666666666)","(14.0, 26.0, 25.8)","(21.0, 34.0, 30.11764705882353)"
12-01-2023 18:29:05.426598,"(1.45, 1.66, 1.6512499999999999)","(16.0, 20.0, 18.666666666666668)","(21.0, 38.0, 37.25)","(51.0, 140.0, 116.0)","(5.5, 7.4, 7.1647058823529415)","(7.0, 11.5, 11.088235294117647)","(14.0, 26.0, 25.8)","(21.0, 34.0, 28.5)"
12-01-2023 18:29:06.606851,"(1.45, 1.66, 1.656842105263158)","(16.0, 20.0, 18.666666666666668)","(21.0, 38.0, 35.5)","(51.0, 140.0, 104.0)","(5.5, 7.4, 7.1647058823529415)","(7.0, 11.5, 11.088235294117647)","(14.0, 26.0, 25.8)","(21.0, 34.0, 30.11764705882353)"
12-01-2023 18:29:07.600860,"(1.45, 1.66, 1.652222222222222)","(16.0, 20.0, 18.666666666666668)","(21.0, 36.0, 35.5)","(51.0, 140.0, 104.0)","(5.5, 7.4, 7.1647058823529415)","(7.0, 11.5, 11.088235294117647)","(14.0, 26.0, 25.8)","(21.0, 34.0, 31.25)"
12-01-2023 18:29:08.709221,"(1.45, 1.67, 1.6680588235294116)","(16.0, 20.0, 18.666666666666668)","(21.0, 36.0, 35.5)","(51.0, 140.0, 113.33333333333333)","(5.5, 7.4, 7.16)","(7.0, 11.5, 10.833333333333334)","(14.0, 26.0, 25.866666666666667)","(21.0, 34.0, 31.25)"
12-01-2023 18:29:09.868026,"(1.45, 1.67, 1.6685416666666666)","(16.0, 19.5, 19.0)","(21.0, 36.0, 35.5)","(51.0, 140.0, 113.33333333333333)","(5.5, 7.4, 7.11)","(7.0, 11.5, 10.794117647058824)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:11.116956,"(1.45, 1.67, 1.6688590604026845)","(16.0, 19.5, 19.0)","(21.0, 36.0, 35.5)","(51.0, 140.0, 113.33333333333333)","(5.5, 7.4, 7.0864864864864865)","(7.0, 11.5, 10.653846153846153)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:12.284459,"(1.45, 1.67, 1.6670149253731343)","(16.0, 19.5, 19.0)","(21.0, 38.0, 33.4)","(51.0, 140.0, 114.73684210526315)","(5.5, 7.4, 7.0864864864864865)","(7.0, 11.0, 10.666666666666666)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:13.452258,"(1.45, 1.67, 1.6533333333333333)","(16.0, 21.0, 19.359375)","(21.0, 40.0, 35.15384615384615)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.4, 7.15)","(7.0, 11.0, 10.62962962962963)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:14.571758,"(1.45, 1.67, 1.6554545454545453)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.2, 7.1)","(7.0, 11.0, 10.62962962962963)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:15.755479,"(1.45, 1.67, 1.6627777777777777)","(16.0, 21.0, 19.38235294117647)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.2, 7.05)","(7.0, 11.0, 10.62962962962963)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:16.950896,"(1.45, 1.66, 1.653478260869565)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.2, 7.05)","(7.0, 11.0, 10.642857142857142)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:18.044060,"(1.45, 1.67, 1.6616666666666666)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.2, 7.005128205128205)","(7.0, 11.0, 10.642857142857142)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.95)"
12-01-2023 18:29:19.130971,"(1.45, 1.67, 1.6616666666666666)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 120.0)","(5.5, 7.2, 7.0181818181818185)","(7.0, 11.0, 10.642857142857142)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:20.327985,"(1.45, 1.67, 1.6653333333333333)","(16.0, 21.0, 19.444444444444443)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 112.3076923076923)","(5.5, 7.2, 7.0)","(7.0, 11.0, 10.642857142857142)","(14.0, 26.0, 25.833333333333332)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:21.666730,"(1.45, 1.67, 1.6595238095238094)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 118.82352941176471)","(5.5, 7.2, 6.852941176470588)","(7.0, 11.0, 10.714285714285714)","(14.0, 26.0, 25.6)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:22.881688,"(1.45, 1.67, 1.6595238095238094)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 112.3076923076923)","(5.5, 7.0, 6.807407407407407)","(7.0, 11.0, 10.764705882352942)","(14.0, 27.0, 26.285714285714285)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:23.930214,"(1.45, 1.67, 1.6676923076923076)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 112.3076923076923)","(5.5, 7.0, 6.670588235294117)","(7.0, 11.0, 10.764705882352942)","(14.0, 27.0, 25.88235294117647)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:25.010718,"(1.45, 1.67, 1.6675)","(16.0, 21.0, 19.384615384615383)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 120.0)","(5.5, 7.0, 6.670588235294117)","(7.0, 11.0, 10.757575757575758)","(14.0, 26.0, 25.88235294117647)","(21.0, 34.0, 29.178571428571427)"
12-01-2023 18:29:26.200313,"(1.45, 1.67, 1.6663636363636363)","(16.0, 21.0, 19.384615384615383)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 120.0)","(5.5, 7.0, 6.670588235294117)","(7.0, 11.0, 10.757575757575758)","(14.0, 26.0, 25.846153846153847)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:27.428030,"(1.45, 1.67, 1.668235294117647)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 120.0)","(5.5, 7.0, 6.670588235294117)","(7.0, 11.0, 10.705882352941176)","(14.0, 27.0, 26.823529411764707)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:28.530037,"(1.45, 1.67, 1.668235294117647)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(51.0, 140.0, 120.0)","(5.5, 7.0, 6.697297297297297)","(7.0, 11.0, 10.705882352941176)","(14.0, 27.0, 26.823529411764707)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:29.583842,"(1.45, 1.67, 1.6627272727272726)","(16.0, 21.0, 19.384615384615383)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 120.0)","(5.5, 7.0, 6.697297297297297)","(7.0, 11.0, 10.714285714285714)","(14.0, 27.0, 26.285714285714285)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:30.692914,"(1.45, 1.67, 1.665)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 120.0)","(5.5, 7.0, 6.699999999999999)","(7.0, 11.0, 10.973684210526315)","(14.0, 27.0, 25.88235294117647)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:31.836597,"(1.45, 1.67, 1.6621428571428571)","(16.0, 21.0, 19.09090909090909)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 120.0)","(5.5, 7.0, 6.699999999999999)","(7.0, 11.0, 10.973684210526315)","(14.0, 26.0, 25.88235294117647)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:33.254686,"(1.45, 1.67, 1.6638888888888888)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 120.0)","(5.5, 7.0, 6.691428571428571)","(7.0, 11.0, 10.973684210526315)","(14.0, 27.0, 25.846153846153847)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:34.316845,"(1.45, 1.67, 1.6638888888888888)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 112.3076923076923)","(5.5, 7.0, 6.658715596330275)","(7.0, 11.0, 10.916666666666666)","(14.0, 27.0, 25.846153846153847)","(21.0, 34.0, 30.53846153846154)"
12-01-2023 18:29:35.509667,"(1.45, 1.67, 1.666842105263158)","(16.0, 21.0, 19.384615384615383)","(21.0, 40.0, 35.111111111111114)","(61.0, 140.0, 122.0)","(5.5, 7.0, 6.642307692307692)","(7.0, 11.0, 10.916666666666666)","(15.0, 27.0, 25.88235294117647)","(21.0, 34.0, 31.23076923076923)"
12-01-2023 18:29:36.799094,"(1.45, 1.68, 1.6635294117647057)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(61.0, 130.0, 119.23076923076923)","(5.5, 7.0, 6.766666666666667)","(7.0, 11.0, 10.954545454545455)","(15.0, 26.0, 25.88235294117647)","(21.0, 34.0, 30.46153846153846)"
12-01-2023 18:29:37.982328,"(1.45, 1.68, 1.6635294117647057)","(16.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.111111111111114)","(61.0, 130.0, 119.23076923076923)","(5.5, 6.8, 6.766666666666667)","(7.0, 11.0, 10.954545454545455)","(15.0, 26.0, 25.88235294117647)","(21.0, 34.0, 29.75)"
12-01-2023 18:29:39.048122,"(1.45, 1.68, 1.6603389830508475)","(15.0, 21.0, 19.64516129032258)","(21.0, 40.0, 35.15384615384615)","(61.0, 130.0, 122.0)","(5.5, 6.8, 6.611764705882353)","(7.0, 11.0, 10.961538461538462)","(15.0, 26.0, 25.88235294117647)","(21.0, 32.0, 29.75)"
12-01-2023 18:29:40.157859,"(1.45, 1.68, 1.6605405405405405)","(15.0, 21.0, 19.384615384615383)","(21.0, 40.0, 35.15384615384615)","(61.0, 130.0, 122.0)","(5.5, 6.8, 6.611764705882353)","(7.0, 11.0, 10.961538461538462)","(15.0, 26.0, 26.4)","(21.0, 32.0, 30.142857142857142)"
12-01-2023 18:29:41.336415,"(1.45, 1.66, 1.64625)","(15.0, 21.0, 19.571428571428573)","(21.0, 42.0, 36.666666666666664)","(61.0, 130.0, 112.85714285714286)","(5.5, 7.0, 6.649557522123893)","(7.0, 11.5, 10.972222222222221)","(15.0, 27.0, 27.785714285714285)","(21.0, 34.0, 30.142857142857142)"
12-01-2023 18:29:42.431984,"(1.45, 1.65, 1.6385714285714286)","(15.0, 21.0, 19.571428571428573)","(21.0, 38.0, 36.666666666666664)","(61.0, 130.0, 113.33333333333333)","(5.5, 7.0, 6.658620689655172)","(7.0, 11.0, 10.96875)","(15.0, 28.0, 27.6)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:43.470392,"(1.45, 1.65, 1.6369565217391304)","(15.0, 21.0, 19.571428571428573)","(21.0, 42.0, 41.27272727272727)","(61.0, 140.0, 117.5)","(5.5, 7.0, 6.658620689655172)","(7.0, 11.0, 10.96875)","(15.0, 28.0, 26.444444444444443)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:44.609691,"(1.45, 1.65, 1.6326086956521737)","(16.0, 21.0, 19.814814814814813)","(21.0, 42.0, 41.27272727272727)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.0, 11.25)","(16.0, 28.0, 26.444444444444443)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:45.794445,"(1.45, 1.64, 1.6338461538461537)","(16.0, 21.0, 19.545454545454547)","(21.0, 42.0, 37.225806451612904)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.5, 10.96875)","(16.0, 28.0, 26.444444444444443)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:46.982724,"(1.45, 1.64, 1.6329032258064515)","(16.0, 21.0, 19.90909090909091)","(21.0, 44.0, 37.44827586206897)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.0, 11.282608695652174)","(16.0, 28.0, 26.444444444444443)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:48.105473,"(1.45, 1.64, 1.6347619047619046)","(16.0, 21.0, 20.142857142857142)","(21.0, 44.0, 38.0)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.5, 11.282608695652174)","(16.0, 28.0, 26.56)","(21.0, 34.0, 30.166666666666668)"
12-01-2023 18:29:49.199874,"(1.45, 1.64, 1.6347619047619046)","(16.0, 21.0, 20.142857142857142)","(21.0, 44.0, 37.333333333333336)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.5, 11.40625)","(16.0, 28.0, 26.56)","(21.0, 34.0, 31.641025641025642)"
12-01-2023 18:29:50.307988,"(1.45, 1.64, 1.6333333333333333)","(16.0, 21.0, 20.142857142857142)","(21.0, 42.0, 36.857142857142854)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.680645161290323)","(7.5, 11.5, 11.36111111111111)","(16.0, 28.0, 26.56)","(21.0, 34.0, 31.641025641025642)"
12-01-2023 18:29:51.416238,"(1.45, 1.64, 1.6349999999999998)","(16.0, 21.0, 19.785714285714285)","(21.0, 42.0, 37.333333333333336)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.731578947368421)","(7.5, 11.5, 11.351851851851851)","(16.0, 28.0, 26.75862068965517)","(21.0, 34.0, 31.57894736842105)"
12-01-2023 18:29:52.535724,"(1.45, 1.64, 1.6342307692307692)","(16.0, 20.0, 19.357142857142858)","(21.0, 42.0, 36.5)","(61.0, 130.0, 115.0)","(5.5, 6.8, 6.713333333333333)","(7.5, 11.5, 11.351851851851851)","(16.0, 28.0, 26.75862068965517)","(21.0, 34.0, 31.57894736842105)"
12-01-2023 18:29:53.796275,"(1.45, 1.64, 1.639090909090909)","(16.0, 20.0, 19.357142857142858)","(21.0, 40.0, 36.705882352941174)","(61.0, 130.0, 115.0)","(5.5, 6.8, 6.707142857142857)","(7.5, 11.5, 11.289473684210526)","(16.0, 28.0, 26.75862068965517)","(21.0, 34.0, 32.2962962962963)"
12-01-2023 18:29:54.888221,"(1.45, 1.64, 1.639090909090909)","(16.0, 20.0, 19.357142857142858)","(21.0, 40.0, 36.92307692307692)","(61.0, 130.0, 113.33333333333333)","(5.5, 6.8, 6.738095238095238)","(7.5, 11.5, 11.289473684210526)","(16.0, 28.0, 26.75862068965517)","(21.0, 34.0, 32.60606060606061)"
12-01-2023 18:29:55.968066,"(1.45, 1.64, 1.6370833333333332)","(16.0, 20.0, 19.386363636363637)","(21.0, 38.0, 39.14285714285714)","(61.0, 140.0, 123.33333333333333)","(5.5, 6.8, 6.75)","(7.5, 11.5, 11.411764705882353)","(16.0, 28.0, 26.75862068965517)","(21.0, 34.0, 32.516129032258064)"
12-01-2023 18:29:57.268227,"(1.45, 1.64, 1.6309090909090909)","(16.0, 20.0, 19.166666666666668)","(21.0, 40.0, 36.0)","(61.0, 130.0, 115.0)","(5.5, 6.8, 6.6985507246376805)","(7.5, 11.5, 11.289473684210526)","(16.0, 28.0, 26.5)","(21.0, 34.0, 32.60606060606061)"
12-01-2023 18:29:58.541765,"(1.45, 1.64, 1.6325925925925926)","(16.0, 20.0, 19.166666666666668)","(21.0, 38.0, 37.0)","(61.0, 130.0, 113.33333333333333)","(5.5, 7.0, 6.711111111111111)","(7.5, 11.5, 11.318181818181818)","(16.0, 28.0, 26.952380952380953)","(21.0, 34.0, 32.75675675675676)"
12-01-2023 18:29:59.669840,"(1.45, 1.64, 1.6352)","(16.0, 20.0, 19.347826086956523)","(21.0, 40.0, 34.36363636363637)","(61.0, 140.0, 115.0)","(5.5, 7.0, 6.711111111111111)","(7.5, 11.5, 11.318181818181818)","(16.0, 28.0, 26.952380952380953)","(21.0, 34.0, 30.545454545454547)"
12-01-2023 18:30:00.794505,"(1.45, 1.64, 1.6323809523809523)","(16.0, 20.0, 19.464285714285715)","(21.0, 38.0, 34.36363636363637)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.0, 6.726315789473684)","(7.5, 11.5, 11.357142857142858)","(16.0, 28.0, 26.952380952380953)","(21.0, 32.0, 31.0)"
12-01-2023 18:30:01.902130,"(1.45, 1.64, 1.6373684210526316)","(16.0, 20.0, 19.464285714285715)","(21.0, 38.0, 34.36363636363637)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.0, 6.726315789473684)","(7.5, 11.5, 11.357142857142858)","(16.0, 28.0, 26.952380952380953)","(21.0, 32.0, 30.545454545454547)"
12-01-2023 18:30:02.974646,"(1.45, 1.64, 1.6397727272727272)","(16.0, 20.0, 19.076923076923077)","(21.0, 42.0, 38.0)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.739024390243902)","(7.5, 11.5, 11.451612903225806)","(16.0, 28.0, 26.952380952380953)","(21.0, 32.0, 30.545454545454547)"
12-01-2023 18:30:03.970945,"(1.45, 1.65, 1.6373134328358208)","(16.0, 20.0, 19.296875)","(21.0, 40.0, 37.0)","(61.0, 130.0, 120.0)","(5.5, 7.0, 6.720261437908497)","(7.5, 11.5, 11.418604651162791)","(16.0, 28.0, 26.571428571428573)","(21.0, 32.0, 30.153846153846153)"
12-01-2023 18:30:05.007224,"(1.45, 1.65, 1.6411475409836065)","(16.0, 20.0, 19.296875)","(21.0, 42.0, 41.38461538461539)","(61.0, 130.0, 115.0)","(5.5, 7.0, 6.720261437908497)","(7.5, 11.5, 11.4)","(16.0, 28.0, 27.571428571428573)","(21.0, 32.0, 30.2)"
12-01-2023 18:30:06.199493,"(1.45, 1.65, 1.6408235294117646)","(16.0, 20.0, 19.379310344827587)","(21.0, 40.0, 39.53846153846154)","(61.0, 130.0, 113.33333333333333)","(5.5, 7.0, 6.745238095238095)","(7.5, 11.5, 11.397058823529411)","(16.0, 28.0, 27.157894736842106)","(21.0, 32.0, 30.2)"
12-01-2023 18:30:07.339031,"(1.45, 1.65, 1.6408235294117646)","(16.0, 20.0, 19.444444444444443)","(21.0, 40.0, 39.53846153846154)","(61.0, 140.0, 115.0)","(5.5, 7.0, 6.745238095238095)","(7.5, 11.5, 11.397058823529411)","(16.0, 28.0, 27.0)","(21.0, 32.0, 30.153846153846153)"
12-01-2023 18:30:08.546039,"(1.45, 1.64, 1.633205128205128)","(16.0, 20.0, 19.35)","(21.0, 40.0, 39.0)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.0, 6.827868852459016)","(7.5, 11.5, 11.436170212765957)","(16.0, 28.0, 27.0)","(21.0, 32.0, 30.153846153846153)"
12-01-2023 18:30:09.785837,"(1.45, 1.64, 1.6296503496503496)","(16.0, 20.0, 19.5)","(21.0, 40.0, 36.94117647058823)","(61.0, 130.0, 113.33333333333333)","(5.5, 7.0, 6.847058823529411)","(7.5, 11.5, 11.436170212765957)","(16.0, 28.0, 27.571428571428573)","(21.0, 32.0, 30.2)"
12-01-2023 18:30:11.023305,"(1.45, 1.64, 1.6318461538461537)","(16.0, 20.0, 19.576923076923077)","(21.0, 40.0, 37.142857142857146)","(61.0, 140.0, 115.0)","(5.5, 7.0, 6.843609022556391)","(7.5, 11.5, 11.436170212765957)","(16.0, 28.0, 27.157894736842106)","(21.0, 32.0, 30.2)"
12-01-2023 18:30:12.217605,"(1.45, 1.64, 1.6303355704697986)","(16.0, 20.0, 19.576923076923077)","(21.0, 40.0, 37.5)","(61.0, 130.0, 114.0)","(5.5, 7.0, 6.843609022556391)","(7.5, 11.5, 11.421052631578947)","(16.0, 28.0, 27.294117647058822)","(21.0, 32.0, 30.181818181818183)"
12-01-2023 18:30:13.462217,"(1.45, 1.63, 1.6261458333333334)","(16.0, 20.0, 19.53846153846154)","(21.0, 44.0, 39.42857142857143)","(61.0, 130.0, 112.3076923076923)","(5.5, 7.0, 6.843609022556391)","(7.5, 11.5, 11.431818181818182)","(16.0, 28.0, 27.0)","(21.0, 32.0, 30.181818181818183)"
12-01-2023 18:30:14.561882,"(1.45, 1.63, 1.6265555555555555)","(16.0, 20.0, 19.736842105263158)","(21.0, 44.0, 38.18181818181818)","(61.0, 140.0, 114.0)","(5.5, 7.0, 6.8475409836065575)","(7.5, 11.5, 11.5)","(16.0, 28.0, 28.75)","(21.0, 32.0, 30.333333333333332)"
12-01-2023 18:30:15.832485,"(1.45, 1.63, 1.6155621301775147)","(16.0, 20.0, 19.791666666666668)","(21.0, 44.0, 38.18181818181818)","(61.0, 130.0, 114.0)","(5.5, 7.0, 7.017021276595744)","(7.5, 12.0, 11.541176470588235)","(18.0, 29.0, 28.75)","(21.0, 32.0, 30.4)"
12-01-2023 18:30:17.010734,"(1.45, 1.62, 1.61175)","(16.0, 21.0, 20.392857142857142)","(21.0, 44.0, 38.24)","(61.0, 130.0, 124.44444444444444)","(5.5, 7.2, 7.1358490566037736)","(7.5, 12.0, 11.567901234567902)","(18.0, 29.0, 28.75)","(21.0, 32.0, 30.25)"
12-01-2023 18:30:18.405745,"(1.45, 1.62, 1.6113043478260871)","(16.0, 21.0, 20.34375)","(21.0, 44.0, 38.857142857142854)","(61.0, 130.0, 126.66666666666667)","(5.5, 7.2, 7.147692307692308)","(7.5, 12.0, 11.567901234567902)","(18.0, 29.0, 28.75)","(21.0, 32.0, 30.25)"
12-01-2023 18:30:19.573558,"(1.45, 1.62, 1.6102439024390245)","(16.0, 21.0, 20.379310344827587)","(21.0, 44.0, 39.096774193548384)","(61.0, 130.0, 115.0)","(5.5, 7.2, 7.1468750000000005)","(7.5, 12.0, 11.475)","(18.0, 29.0, 28.2)","(21.0, 32.0, 30.4)"
12-01-2023 18:30:20.815038,"(1.45, 1.62, 1.6104761904761906)","(16.0, 21.0, 20.379310344827587)","(21.0, 44.0, 39.096774193548384)","(61.0, 130.0, 116.0)","(5.5, 7.2, 7.152777777777778)","(7.5, 11.5, 11.475)","(18.0, 30.0, 28.75)","(21.0, 32.0, 30.22222222222222)"
12-01-2023 18:30:22.221933,"(1.45, 1.62, 1.6141666666666667)","(16.0, 21.0, 20.303030303030305)","(21.0, 44.0, 39.096774193548384)","(61.0, 130.0, 118.94736842105263)","(5.5, 7.2, 7.152777777777778)","(7.5, 11.5, 11.46875)","(18.0, 29.0, 28.75)","(21.0, 32.0, 29.333333333333332)"
