,Rippa Buddy,Far Too Tempting,Tsegay,And Then,Bloomin Crafty
04-01-2023 13:01:34.272206,"(11.0, 12.0, 11.869565217391305)","(1.5, 1.61, 1.6097701149425288)","(26.0, 80.0, 73.75)","(7.5, 9.4, 9.238095238095237)","(4.4, 5.9, 5.854166666666667)"
04-01-2023 13:01:35.169689,"(11.0, 12.0, 11.869565217391305)","(1.5, 1.61, 1.6097662771285477)","(26.0, 80.0, 73.75)","(7.5, 9.4, 9.1875)","(4.4, 5.9, 5.8)"
04-01-2023 13:01:36.030352,"(11.0, 12.0, 11.869565217391305)","(1.5, 1.62, 1.6114556962025317)","(26.0, 80.0, 73.75)","(7.5, 9.4, 9.1875)","(4.4, 5.8, 5.7)"
04-01-2023 13:01:36.935423,"(11.0, 13.0, 12.793103448275861)","(1.5, 1.61, 1.6087183308494786)","(26.0, 80.0, 72.85714285714286)","(7.5, 9.2, 9.057142857142857)","(4.4, 5.7, 5.680733944954128)"
04-01-2023 13:01:37.794135,"(11.0, 13.0, 12.6)","(1.5, 1.61, 1.6095432300163133)","(26.0, 80.0, 72.05882352941177)","(7.5, 9.2, 9.057142857142857)","(4.4, 5.7, 5.680733944954128)"
04-01-2023 13:01:38.676778,"(11.0, 13.0, 12.548076923076923)","(1.5, 1.62, 1.6125438596491228)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.2, 9.057142857142857)","(4.4, 5.8, 5.688888888888889)"
04-01-2023 13:01:39.509081,"(11.0, 13.0, 12.761061946902656)","(1.5, 1.62, 1.6108783783783784)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.2, 9.036363636363637)","(4.4, 5.7, 5.688888888888889)"
04-01-2023 13:01:40.335570,"(11.0, 13.0, 12.775193798449612)","(1.5, 1.62, 1.6108783783783784)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.2, 9.036363636363637)","(4.4, 5.7, 5.644444444444445)"
04-01-2023 13:01:41.282338,"(11.0, 13.0, 12.746212121212121)","(1.5, 1.62, 1.6108176100628933)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.4, 9.219999999999999)","(4.4, 5.7, 5.655844155844156)"
04-01-2023 13:01:42.189758,"(11.0, 13.0, 12.746212121212121)","(1.5, 1.62, 1.6108176100628933)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.4, 9.219999999999999)","(4.4, 5.7, 5.586206896551724)"
04-01-2023 13:01:43.080961,"(11.0, 13.0, 12.738970588235293)","(1.5, 1.62, 1.618223880597015)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.4, 9.219999999999999)","(4.4, 5.6, 5.572413793103448)"
04-01-2023 13:01:43.936287,"(11.0, 13.0, 12.738970588235293)","(1.5, 1.62, 1.618386605783866)","(26.0, 80.0, 73.57142857142857)","(7.5, 9.4, 9.219999999999999)","(4.4, 5.6, 5.572413793103448)"
04-01-2023 13:01:44.855890,"(11.0, 13.0, 12.718253968253968)","(1.5, 1.63, 1.6257879656160459)","(26.0, 80.0, 73.18181818181819)","(7.5, 9.2, 9.147368421052631)","(4.4, 5.6, 5.55)"
04-01-2023 13:01:45.741261,"(11.0, 13.0, 12.701680672268907)","(1.5, 1.63, 1.6276888888888887)","(26.0, 80.0, 72.5)","(7.5, 9.2, 9.147368421052631)","(4.4, 5.6, 5.55)"
04-01-2023 13:01:46.642406,"(11.0, 13.0, 12.80952380952381)","(1.5, 1.63, 1.628201219512195)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.147368421052631)","(4.4, 5.6, 5.582258064516129)"
04-01-2023 13:01:47.564298,"(11.0, 13.0, 12.76)","(1.5, 1.63, 1.628201219512195)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.16875)","(4.4, 5.6, 5.550442477876106)"
04-01-2023 13:01:48.455535,"(11.0, 13.0, 12.711009174311927)","(1.5, 1.63, 1.6278776978417264)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.16875)","(4.4, 5.6, 5.53170731707317)"
04-01-2023 13:01:49.254492,"(11.0, 13.0, 12.711009174311927)","(1.5, 1.63, 1.6278776978417264)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.16875)","(4.4, 5.6, 5.53170731707317)"
04-01-2023 13:01:50.159239,"(11.0, 13.0, 12.702830188679245)","(1.5, 1.63, 1.6278776978417264)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.165517241379309)","(4.4, 5.6, 5.545098039215686)"
04-01-2023 13:01:51.119597,"(11.0, 13.0, 12.702830188679245)","(1.5, 1.63, 1.6278776978417264)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.165517241379309)","(4.4, 5.6, 5.545098039215686)"
04-01-2023 13:01:52.002165,"(11.0, 13.0, 12.792207792207792)","(1.5, 1.63, 1.6268661971830984)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.165517241379309)","(4.4, 5.6, 5.545098039215686)"
04-01-2023 13:01:52.782486,"(11.0, 13.0, 12.792207792207792)","(1.5, 1.63, 1.626425702811245)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.165517241379309)","(4.4, 5.6, 5.535779816513761)"
04-01-2023 13:01:53.652757,"(11.0, 13.0, 12.792207792207792)","(1.5, 1.63, 1.6263967611336032)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.165517241379309)","(4.4, 5.6, 5.534959349593496)"
04-01-2023 13:01:54.564073,"(11.0, 13.0, 12.792207792207792)","(1.5, 1.62, 1.6189931350114417)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.193333333333333)","(4.4, 5.6, 5.488)"
04-01-2023 13:01:55.431193,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.6262525458248471)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.193333333333333)","(4.4, 5.5, 5.486363636363636)"
04-01-2023 13:01:56.287740,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.6262525458248471)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.193333333333333)","(4.4, 5.5, 5.486363636363636)"
04-01-2023 13:01:57.103485,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.6262525458248471)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.193333333333333)","(4.4, 5.5, 5.486363636363636)"
04-01-2023 13:01:57.971597,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.6262217659137577)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.2, 9.193333333333333)","(4.4, 5.5, 5.474285714285714)"
04-01-2023 13:01:58.870790,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.6261344537815126)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.4, 9.205405405405406)","(4.4, 5.5, 5.474285714285714)"
04-01-2023 13:01:59.810517,"(11.0, 13.0, 12.716666666666667)","(1.5, 1.63, 1.627219730941704)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.4, 9.205405405405406)","(4.4, 5.5, 5.373563218390805)"
04-01-2023 13:02:00.757202,"(11.0, 13.0, 12.768181818181818)","(1.5, 1.63, 1.6290103092783503)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.4, 9.205405405405406)","(4.4, 5.4, 5.371951219512195)"
04-01-2023 13:02:01.623489,"(11.0, 13.0, 12.768181818181818)","(1.5, 1.63, 1.6290103092783503)","(26.0, 80.0, 71.17647058823529)","(7.5, 9.4, 9.205405405405406)","(4.6, 5.4, 5.428260869565217)"
04-01-2023 13:02:02.451199,"(11.0, 13.0, 12.73157894736842)","(1.5, 1.63, 1.6293908629441622)","(26.0, 75.0, 72.0)","(7.5, 9.4, 9.23030303030303)","(4.6, 5.5, 5.419512195121952)"
04-01-2023 13:02:03.388127,"(11.0, 13.0, 12.72872340425532)","(1.5, 1.63, 1.626186440677966)","(26.0, 75.0, 72.27272727272727)","(7.5, 9.4, 9.35)","(4.6, 5.5, 5.431034482758621)"
04-01-2023 13:02:04.328076,"(11.0, 13.0, 12.72872340425532)","(1.5, 1.63, 1.626186440677966)","(26.0, 75.0, 72.27272727272727)","(7.5, 9.4, 9.305882352941177)","(4.6, 5.5, 5.426470588235294)"
04-01-2023 13:02:05.150646,"(11.0, 13.0, 12.72872340425532)","(1.5, 1.63, 1.6262899786780383)","(26.0, 75.0, 71.66666666666667)","(7.5, 9.4, 9.31578947368421)","(4.6, 5.5, 5.426470588235294)"
04-01-2023 13:02:05.959088,"(11.0, 13.0, 12.85820895522388)","(1.45, 1.63, 1.6230952380952381)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.4, 9.381818181818183)","(4.6, 5.5, 5.418032786885246)"
04-01-2023 13:02:06.881287,"(11.0, 13.0, 12.9375)","(1.45, 1.63, 1.6266852886405958)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.4, 9.5864406779661)","(4.6, 5.4, 5.360317460317461)"
04-01-2023 13:02:07.756065,"(11.0, 13.5, 13.150485436893204)","(1.45, 1.63, 1.6237410071942446)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.6, 9.557142857142857)","(4.6, 5.4, 5.3528301886792455)"
04-01-2023 13:02:08.646722,"(11.0, 13.5, 13.163551401869158)","(1.45, 1.63, 1.6233333333333333)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.637837837837838)","(4.6, 5.4, 5.3)"
04-01-2023 13:02:09.494269,"(11.0, 13.5, 13.163551401869158)","(1.45, 1.63, 1.624736842105263)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.641176470588235)","(4.6, 5.3, 5.2)"
04-01-2023 13:02:10.298791,"(11.0, 13.5, 13.026315789473685)","(1.45, 1.64, 1.632705882352941)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.735632183908047)","(4.6, 5.2, 5.1676056338028165)"
04-01-2023 13:02:11.115458,"(11.0, 13.0, 12.876543209876543)","(1.45, 1.64, 1.6332857142857142)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.749700598802395)","(4.6, 5.2, 5.169473684210526)"
04-01-2023 13:02:12.062810,"(11.0, 13.0, 12.816091954022989)","(1.45, 1.64, 1.6332857142857142)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.735632183908047)","(4.6, 5.2, 5.215)"
04-01-2023 13:02:13.065921,"(11.0, 13.0, 12.728813559322035)","(1.45, 1.64, 1.6359829059829059)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.530044843049327)","(4.6, 5.3, 5.264285714285714)"
04-01-2023 13:02:13.916783,"(11.0, 13.0, 12.638157894736842)","(1.45, 1.64, 1.6368243243243241)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.6, 9.530044843049327)","(4.6, 5.3, 5.264285714285714)"
04-01-2023 13:02:14.754788,"(11.0, 13.0, 12.707446808510639)","(1.45, 1.64, 1.6382113821138211)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.6, 9.518367346938776)","(4.6, 5.3, 5.261165048543689)"
04-01-2023 13:02:15.659785,"(11.0, 13.0, 12.716666666666667)","(1.45, 1.64, 1.6382113821138211)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.64)","(4.6, 5.3, 5.204895104895105)"
04-01-2023 13:02:16.545200,"(11.0, 13.0, 12.797872340425531)","(1.45, 1.64, 1.635595238095238)","(31.0, 75.0, 71.92307692307692)","(7.5, 9.8, 9.666666666666666)","(4.6, 5.3, 5.204895104895105)"
04-01-2023 13:02:17.366308,"(11.0, 13.0, 12.797872340425531)","(1.45, 1.64, 1.631675579322638)","(31.0, 75.0, 73.26086956521739)","(7.5, 9.8, 9.666666666666666)","(4.6, 5.3, 5.204895104895105)"
04-01-2023 13:02:18.221617,"(11.0, 13.0, 12.797872340425531)","(1.45, 1.63, 1.6290714285714285)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.0, 9.875862068965517)","(4.6, 5.3, 5.211688311688311)"
04-01-2023 13:02:19.084378,"(11.0, 13.0, 12.797872340425531)","(1.45, 1.63, 1.6290547263681592)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.0, 9.985714285714286)","(4.6, 5.3, 5.209933774834437)"
04-01-2023 13:02:19.934557,"(11.0, 13.0, 12.849137931034482)","(1.45, 1.63, 1.6290547263681592)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.0, 9.975)","(4.6, 5.3, 5.209933774834437)"
04-01-2023 13:02:20.841526,"(11.0, 13.0, 12.849137931034482)","(1.45, 1.63, 1.6290547263681592)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.0, 9.975)","(4.6, 5.3, 5.209933774834437)"
04-01-2023 13:02:21.764276,"(11.0, 13.0, 12.71551724137931)","(1.45, 1.63, 1.6225490196078431)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.0, 9.94848484848485)","(4.4, 5.3, 5.216883116883117)"
04-01-2023 13:02:22.604567,"(11.0, 13.0, 12.671875)","(1.45, 1.63, 1.623259361997226)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.5, 9.94848484848485)","(4.4, 5.3, 5.218571428571429)"
04-01-2023 13:02:23.413880,"(11.0, 13.0, 12.670542635658915)","(1.45, 1.63, 1.623131868131868)","(31.0, 75.0, 73.26086956521739)","(7.5, 10.5, 9.94848484848485)","(4.4, 5.3, 5.218571428571429)"
04-01-2023 13:02:24.349836,"(11.0, 13.0, 12.751461988304094)","(1.45, 1.63, 1.6237578027465667)","(31.0, 75.0, 80.2)","(7.5, 10.0, 9.907692307692308)","(4.4, 5.3, 5.218571428571428)"
04-01-2023 13:02:25.249131,"(11.0, 13.0, 12.751461988304094)","(1.45, 1.63, 1.6227493261455526)","(31.0, 85.0, 83.8)","(7.5, 10.0, 9.907692307692308)","(4.4, 5.3, 5.215277777777778)"
04-01-2023 13:02:26.118404,"(11.0, 13.0, 12.751461988304094)","(1.45, 1.63, 1.6229395973154361)","(31.0, 85.0, 83.8)","(7.5, 10.0, 9.907692307692308)","(4.4, 5.3, 5.215277777777778)"
04-01-2023 13:02:27.037546,"(11.0, 13.0, 12.751461988304094)","(1.45, 1.63, 1.6229395973154361)","(31.0, 85.0, 73.33333333333333)","(7.5, 10.0, 9.854545454545455)","(4.4, 5.3, 5.214084507042253)"
04-01-2023 13:02:27.922417,"(11.0, 13.0, 12.731012658227849)","(1.45, 1.63, 1.6222239999999999)","(31.0, 80.0, 76.25)","(7.5, 10.0, 9.933333333333334)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:28.761055,"(11.0, 13.0, 12.727564102564102)","(1.45, 1.63, 1.622031496062992)","(31.0, 80.0, 76.25)","(7.5, 10.5, 10.009615384615385)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:29.605573,"(11.0, 13.0, 12.75912408759124)","(1.45, 1.62, 1.6182435597189697)","(31.0, 85.0, 77.5)","(7.5, 10.5, 10.008928571428571)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:30.503802,"(11.0, 13.0, 12.779527559055119)","(1.45, 1.62, 1.6182435597189697)","(31.0, 85.0, 77.5)","(7.5, 10.5, 10.008928571428571)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:31.409963,"(11.0, 13.0, 12.768595041322314)","(1.45, 1.62, 1.6182435597189697)","(31.0, 80.0, 76.25)","(7.5, 10.5, 10.035087719298245)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:32.227220,"(11.0, 13.0, 12.762096774193548)","(1.45, 1.62, 1.6180733944954129)","(31.0, 80.0, 76.25)","(7.5, 10.5, 10.16025641025641)","(4.4, 5.3, 5.212857142857143)"
04-01-2023 13:02:33.081413,"(11.0, 13.0, 12.783088235294118)","(1.45, 1.63, 1.6225981873111783)","(31.0, 85.0, 77.5)","(7.5, 10.5, 10.180722891566266)","(4.4, 5.3, 5.183157894736842)"
04-01-2023 13:02:33.960454,"(11.0, 13.0, 12.783088235294118)","(1.45, 1.63, 1.621457627118644)","(31.0, 80.0, 77.0)","(7.5, 10.5, 10.180722891566266)","(4.4, 5.2, 5.183157894736842)"
04-01-2023 13:02:34.872771,"(11.0, 13.0, 12.783088235294118)","(1.45, 1.63, 1.621457627118644)","(31.0, 80.0, 71.81818181818181)","(7.5, 10.5, 10.180722891566266)","(4.4, 5.2, 5.183157894736842)"
04-01-2023 13:02:35.651024,"(11.0, 13.0, 12.773076923076923)","(1.45, 1.63, 1.621457627118644)","(31.0, 80.0, 74.0)","(7.5, 10.5, 10.180722891566266)","(4.4, 5.2, 5.183157894736842)"
04-01-2023 13:02:36.471273,"(11.0, 13.0, 12.773076923076923)","(1.45, 1.63, 1.621360759493671)","(31.0, 80.0, 76.25)","(7.5, 10.5, 10.180722891566266)","(4.4, 5.2, 5.183157894736842)"
04-01-2023 13:02:37.407006,"(11.0, 13.0, 12.751968503937007)","(1.45, 1.63, 1.621078431372549)","(31.0, 80.0, 76.25)","(8.0, 10.5, 10.242718446601941)","(4.4, 5.2, 5.179)"
04-01-2023 13:02:38.314034,"(11.0, 13.0, 12.759398496240602)","(1.45, 1.63, 1.621049180327869)","(31.0, 80.0, 76.25)","(8.0, 10.5, 10.242718446601941)","(4.4, 5.2, 5.179)"
04-01-2023 13:02:39.217658,"(11.0, 13.0, 12.733333333333333)","(1.45, 1.63, 1.62014440433213)","(31.0, 80.0, 76.25)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.2, 5.192941176470589)"
04-01-2023 13:02:40.145337,"(11.0, 13.0, 12.733333333333333)","(1.45, 1.62, 1.6182039911308206)","(31.0, 80.0, 76.25)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.2, 5.192941176470589)"
04-01-2023 13:02:41.034073,"(11.0, 13.0, 12.739316239316238)","(1.45, 1.62, 1.6181959910913142)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.2, 5.243859649122807)"
04-01-2023 13:02:41.833639,"(11.0, 13.0, 12.733333333333333)","(1.45, 1.62, 1.6178290993071596)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.3, 5.243859649122807)"
04-01-2023 13:02:42.722644,"(11.0, 13.0, 12.733333333333333)","(1.45, 1.62, 1.6178290993071596)","(31.0, 85.0, 79.64285714285714)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.3, 5.236)"
04-01-2023 13:02:43.672547,"(11.0, 13.0, 12.796178343949045)","(1.45, 1.62, 1.6178290993071596)","(31.0, 85.0, 81.25)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.3, 5.236)"
04-01-2023 13:02:44.517405,"(11.0, 13.0, 12.782312925170068)","(1.45, 1.62, 1.618805194805195)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.3, 5.236)"
04-01-2023 13:02:45.377158,"(11.0, 13.0, 12.782312925170068)","(1.45, 1.62, 1.618805194805195)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.260416666666666)","(4.4, 5.3, 5.2555555555555555)"
04-01-2023 13:02:46.193155,"(11.0, 13.0, 12.788194444444445)","(1.45, 1.62, 1.6165868263473055)","(31.0, 85.0, 79.64285714285714)","(8.0, 10.5, 10.310526315789474)","(4.4, 5.3, 5.2555555555555555)"
04-01-2023 13:02:47.051067,"(11.0, 13.0, 12.80952380952381)","(1.45, 1.61, 1.6004597701149426)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.320652173913043)","(4.4, 5.3, 5.303278688524591)"
04-01-2023 13:02:47.877006,"(11.0, 13.0, 12.80952380952381)","(1.45, 1.6, 1.5960204081632654)","(31.0, 80.0, 77.5)","(8.0, 10.5, 10.441176470588236)","(4.4, 5.4, 5.323376623376624)"
04-01-2023 13:02:48.745862,"(11.0, 13.0, 12.80952380952381)","(1.45, 1.6, 1.5941379310344828)","(31.0, 85.0, 79.64285714285714)","(8.0, 10.5, 10.416666666666666)","(4.4, 5.4, 5.364912280701755)"
04-01-2023 13:02:49.630018,"(11.0, 13.0, 12.818181818181818)","(1.45, 1.6, 1.592749003984064)","(31.0, 85.0, 77.94117647058823)","(8.0, 10.5, 10.491803278688524)","(4.4, 5.4, 5.366666666666667)"
04-01-2023 13:02:50.410310,"(11.0, 13.0, 12.818181818181818)","(1.45, 1.6, 1.592749003984064)","(31.0, 85.0, 79.0)","(8.0, 10.5, 10.492753623188406)","(4.4, 5.4, 5.366666666666667)"
04-01-2023 13:02:51.315152,"(11.0, 13.0, 12.818181818181818)","(1.45, 1.6, 1.592749003984064)","(31.0, 85.0, 81.25)","(8.0, 11.0, 10.571428571428571)","(4.4, 5.4, 5.366666666666667)"
04-01-2023 13:02:52.251448,"(11.0, 13.0, 12.818181818181818)","(1.45, 1.6, 1.5922553191489361)","(31.0, 85.0, 81.25)","(8.0, 11.0, 10.514285714285714)","(4.4, 5.4, 5.366666666666667)"
04-01-2023 13:02:53.122015,"(11.0, 13.0, 12.793103448275861)","(1.45, 1.6, 1.5922553191489361)","(31.0, 85.0, 81.25)","(8.0, 11.0, 10.514285714285714)","(4.6, 5.4, 5.359322033898305)"
04-01-2023 13:02:54.000908,"(11.0, 13.0, 12.76896551724138)","(1.45, 1.6, 1.5922553191489361)","(31.0, 85.0, 81.25)","(8.0, 11.0, 10.544642857142858)","(4.6, 5.4, 5.363636363636364)"
04-01-2023 13:02:55.001312,"(11.0, 13.0, 12.76896551724138)","(1.45, 1.6, 1.592181069958848)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.530434782608696)","(4.6, 5.4, 5.36140350877193)"
04-01-2023 13:02:55.887047,"(11.0, 13.5, 13.004716981132075)","(1.45, 1.6, 1.592181069958848)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.530434782608696)","(4.6, 5.4, 5.353012048192771)"
04-01-2023 13:02:56.705576,"(11.0, 13.5, 13.002347417840376)","(1.45, 1.6, 1.592872340425532)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.544642857142858)","(4.6, 5.4, 5.353012048192771)"
04-01-2023 13:02:57.546815,"(11.0, 13.5, 12.671875)","(1.45, 1.6, 1.592872340425532)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.544642857142858)","(4.6, 5.4, 5.34)"
04-01-2023 13:02:58.483119,"(11.0, 13.5, 13.098790322580646)","(1.45, 1.6, 1.5944375000000002)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.572727272727272)","(4.6, 5.4, 5.348471615720524)"
04-01-2023 13:02:59.379263,"(11.0, 13.5, 13.133204633204633)","(1.45, 1.6, 1.5918032786885248)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.608333333333333)","(4.6, 5.4, 5.297142857142857)"
04-01-2023 13:03:00.183448,"(11.0, 13.5, 13.133204633204633)","(1.45, 1.6, 1.5917553191489362)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.608333333333333)","(4.6, 5.3, 5.297142857142857)"
04-01-2023 13:03:01.059455,"(11.0, 13.5, 13.124505928853756)","(1.45, 1.6, 1.5901898734177216)","(31.0, 85.0, 82.0)","(8.0, 11.0, 10.608333333333333)","(4.6, 5.3, 5.296987951807229)"
04-01-2023 13:03:01.966910,"(11.0, 13.5, 13.124505928853756)","(1.45, 1.6, 1.5886666666666667)","(31.0, 85.0, 77.94117647058823)","(8.0, 11.0, 10.829545454545455)","(4.6, 5.3, 5.318)"
04-01-2023 13:03:02.869243,"(11.0, 13.5, 13.095744680851064)","(1.45, 1.6, 1.5860714285714286)","(31.0, 85.0, 76.11111111111111)","(8.0, 11.0, 10.8828125)","(4.6, 5.4, 5.318)"
04-01-2023 13:03:03.757113,"(11.0, 13.5, 13.080508474576272)","(1.45, 1.59, 1.5827985074626867)","(31.0, 85.0, 77.0)","(8.0, 11.5, 11.189024390243903)","(4.6, 5.4, 5.3)"
04-01-2023 13:03:04.683422,"(11.0, 13.5, 13.12890625)","(1.45, 1.59, 1.58265625)","(31.0, 85.0, 76.0)","(8.0, 11.5, 11.059322033898304)","(4.4, 5.3, 5.290395480225989)"
04-01-2023 13:03:05.660385,"(11.0, 13.5, 13.12)","(1.45, 1.59, 1.5813110539845758)","(31.0, 85.0, 77.5)","(8.0, 11.5, 11.059322033898304)","(4.4, 5.3, 5.299378881987577)"
04-01-2023 13:03:06.477278,"(11.0, 13.5, 13.12)","(1.45, 1.59, 1.58136)","(31.0, 85.0, 76.42857142857143)","(8.0, 11.5, 11.059322033898304)","(4.4, 5.3, 5.299378881987577)"
04-01-2023 13:03:07.422015,"(11.0, 13.5, 13.12)","(1.45, 1.59, 1.58136)","(31.0, 85.0, 76.42857142857143)","(8.0, 11.5, 11.32258064516129)","(4.4, 5.3, 5.27391304347826)"
04-01-2023 13:03:08.373759,"(11.0, 13.5, 13.12)","(1.45, 1.59, 1.58136)","(31.0, 85.0, 76.42857142857143)","(8.0, 11.5, 11.32258064516129)","(4.4, 5.3, 5.27391304347826)"
04-01-2023 13:03:09.230900,"(11.0, 13.5, 13.12)","(1.45, 1.59, 1.58136)","(31.0, 85.0, 76.42857142857143)","(8.0, 11.5, 11.32258064516129)","(4.4, 5.3, 5.27391304347826)"
04-01-2023 13:03:10.018205,"(11.0, 13.5, 13.12)","(1.45, 1.58, 1.5736805555555555)","(31.0, 85.0, 76.42857142857143)","(8.0, 11.5, 11.471698113207546)","(4.4, 5.3, 5.283505154639175)"
04-01-2023 13:03:10.831612,"(11.0, 13.5, 13.129411764705882)","(1.45, 1.58, 1.5736363636363637)","(31.0, 85.0, 77.5)","(8.0, 12.0, 11.585106382978724)","(4.4, 5.3, 5.285714285714286)"
04-01-2023 13:03:11.678854,"(11.0, 13.5, 13.129411764705882)","(1.45, 1.58, 1.5728808864265929)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.657894736842104)","(4.4, 5.3, 5.286206896551724)"
04-01-2023 13:03:12.538546,"(11.0, 13.5, 13.119565217391305)","(1.45, 1.58, 1.5710515463917527)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.657894736842104)","(4.4, 5.3, 5.286206896551724)"
04-01-2023 13:03:13.559426,"(11.0, 13.5, 13.119565217391305)","(1.45, 1.58, 1.5710365853658537)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.657894736842104)","(4.4, 5.3, 5.2901840490797545)"
04-01-2023 13:03:14.352371,"(11.0, 13.5, 13.119565217391305)","(1.45, 1.58, 1.5710365853658537)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.657894736842104)","(4.4, 5.3, 5.2901840490797545)"
04-01-2023 13:03:15.202562,"(11.0, 13.5, 13.11111111111111)","(1.45, 1.58, 1.5711460674157305)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.5625)","(4.6, 5.4, 5.3130434782608695)"
04-01-2023 13:03:16.214220,"(11.0, 13.5, 13.067901234567902)","(1.45, 1.58, 1.5711460674157305)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.5625)","(4.6, 5.4, 5.319083969465649)"
04-01-2023 13:03:17.100401,"(11.0, 13.5, 13.067901234567902)","(1.45, 1.58, 1.5710967741935484)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.5625)","(4.6, 5.4, 5.319083969465649)"
04-01-2023 13:03:17.962460,"(11.0, 13.5, 13.067901234567902)","(1.45, 1.58, 1.5710967741935484)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.5625)","(4.6, 5.4, 5.319083969465649)"
04-01-2023 13:03:18.787469,"(11.0, 13.5, 13.066115702479339)","(1.45, 1.57, 1.5676204819277109)","(41.0, 85.0, 80.0)","(8.0, 12.0, 11.744444444444444)","(4.6, 5.4, 5.325301204819278)"
