,Gilberts Gold,Grand Chief,Mr Tangles,Royal Tonic,Barrys Galah,Falsetto,Indiana Falls,Miss Rinehart,Mount Coni,Tomboys Spirit
16-12-2022 14:41:16.969653,"(26.0, 50.0, 49.666666666666664)","(61.0, 220.0, 165.0)","(17.0, 24.0, 23.5)","(31.0, 60.0, 52.57142857142857)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.61, 1.6016216216216217)","(31.0, 65.0, 57.45454545454545)","(101.0, 480.0, 430.0)","(5.0, 6.2, 6.126436781609195)","(8.0, 11.0, 10.553398058252426)"
16-12-2022 14:41:18.004178,"(26.0, 50.0, 49.5)","(61.0, 210.0, 160.0)","(17.0, 24.0, 23.5)","(31.0, 55.0, 53.76470588235294)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.61, 1.61125)","(31.0, 60.0, 55.0)","(101.0, 470.0, 445.0)","(5.0, 6.2, 6.126436781609195)","(8.0, 11.0, 10.553398058252426)"
16-12-2022 14:41:19.020882,"(26.0, 50.0, 49.5)","(61.0, 200.0, 155.0)","(17.0, 24.0, 23.642857142857142)","(31.0, 55.0, 52.11764705882353)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.61125)","(31.0, 60.0, 52.75)","(101.0, 460.0, 372.1428571428571)","(5.0, 6.2, 6.131914893617021)","(8.0, 11.0, 10.574074074074074)"
16-12-2022 14:41:20.045790,"(26.0, 48.0, 45.333333333333336)","(61.0, 190.0, 136.66666666666666)","(17.0, 25.0, 23.208955223880597)","(31.0, 55.0, 53.38461538461539)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.6162658227848101)","(31.0, 55.0, 54.31818181818182)","(101.0, 440.0, 385.0)","(5.0, 6.2, 6.131914893617021)","(8.0, 11.0, 10.572072072072071)"
16-12-2022 14:41:21.063997,"(26.0, 48.0, 45.333333333333336)","(61.0, 180.0, 156.66666666666666)","(17.0, 24.0, 23.52173913043478)","(31.0, 55.0, 53.125)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.6282845188284518)","(31.0, 55.0, 59.04761904761905)","(101.0, 430.0, 367.6923076923077)","(5.0, 6.2, 6.131914893617021)","(8.0, 11.0, 10.505208333333334)"
16-12-2022 14:41:22.079330,"(26.0, 48.0, 46.857142857142854)","(61.0, 180.0, 156.66666666666666)","(17.0, 23.0, 22.906976744186046)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6122727272727273)","(31.0, 60.0, 58.63636363636364)","(101.0, 420.0, 380.9090909090909)","(5.0, 6.2, 6.098214285714286)","(8.0, 11.0, 10.505208333333334)"
16-12-2022 14:41:23.110165,"(26.0, 48.0, 47.0)","(61.0, 170.0, 134.0)","(17.0, 23.0, 22.906976744186046)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6291823899371067)","(31.0, 60.0, 57.6)","(101.0, 410.0, 385.0)","(5.0, 6.2, 6.09009009009009)","(8.0, 11.0, 10.505208333333334)"
16-12-2022 14:41:24.141687,"(26.0, 50.0, 49.14285714285714)","(61.0, 170.0, 123.33333333333333)","(17.0, 23.0, 22.906976744186046)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6285142857142856)","(31.0, 60.0, 57.6)","(101.0, 410.0, 441.81818181818187)","(5.0, 6.2, 6.086206896551724)","(8.0, 11.0, 10.505208333333334)"
16-12-2022 14:41:25.156215,"(26.0, 55.0, 52.375)","(61.0, 170.0, 130.0)","(17.0, 23.0, 22.897435897435898)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6291338582677164)","(31.0, 60.0, 57.69230769230769)","(101.0, 460.0, 426.6666666666667)","(5.0, 6.2, 6.082828282828283)","(8.0, 11.0, 10.371951219512194)"
16-12-2022 14:41:26.173815,"(26.0, 55.0, 51.18181818181818)","(61.0, 160.0, 126.66666666666667)","(17.0, 23.0, 22.88235294117647)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6151428571428572)","(31.0, 60.0, 57.69230769230769)","(101.0, 460.0, 402.8571428571429)","(5.0, 6.2, 6.082828282828283)","(8.0, 10.5, 10.25263157894737)"
16-12-2022 14:41:27.206275,"(26.0, 55.0, 52.375)","(61.0, 160.0, 120.0)","(17.0, 23.0, 22.88235294117647)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.6182578397212544)","(31.0, 60.0, 58.0)","(101.0, 460.0, 360.0)","(5.0, 6.2, 6.110810810810811)","(8.0, 10.5, 10.221774193548388)"
16-12-2022 14:41:28.240683,"(26.0, 55.0, 52.375)","(61.0, 160.0, 124.28571428571429)","(17.0, 23.0, 22.88235294117647)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.6182578397212544)","(31.0, 60.0, 59.09090909090909)","(101.0, 460.0, 395.7142857142857)","(5.0, 6.2, 6.110810810810811)","(8.0, 10.5, 10.28888888888889)"
16-12-2022 14:41:29.245462,"(31.0, 55.0, 52.375)","(71.0, 150.0, 126.0)","(18.0, 24.0, 23.11320754716981)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.62, 1.6248484848484848)","(31.0, 60.0, 56.89655172413793)","(101.0, 450.0, 410.0)","(5.5, 6.2, 6.105128205128206)","(8.5, 10.5, 10.24074074074074)"
16-12-2022 14:41:30.268686,"(31.0, 55.0, 51.333333333333336)","(71.0, 150.0, 118.88888888888889)","(18.0, 24.0, 23.105263157894736)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6278881987577638)","(31.0, 60.0, 56.89655172413793)","(101.0, 440.0, 418.33333333333337)","(5.5, 6.2, 6.10379746835443)","(8.5, 10.5, 10.24074074074074)"
16-12-2022 14:41:31.301104,"(31.0, 50.0, 48.0)","(71.0, 150.0, 123.33333333333333)","(18.0, 24.0, 23.11320754716981)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6278881987577638)","(31.0, 60.0, 58.0)","(101.0, 450.0, 410.0)","(5.5, 6.2, 6.10379746835443)","(8.5, 10.5, 10.21311475409836)"
16-12-2022 14:41:32.333239,"(31.0, 50.0, 48.5)","(71.0, 140.0, 122.0)","(18.0, 24.0, 23.352941176470587)","(31.0, 55.0, 52.083333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6259322033898305)","(31.0, 60.0, 58.07692307692308)","(101.0, 440.0, 410.0)","(5.0, 6.2, 6.082828282828283)","(8.5, 10.5, 10.174311926605505)"
16-12-2022 14:41:33.352554,"(31.0, 60.0, 58.35294117647059)","(71.0, 140.0, 116.66666666666667)","(18.0, 24.0, 23.352941176470587)","(31.0, 55.0, 52.666666666666664)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.64, 1.6259322033898305)","(31.0, 60.0, 57.0)","(101.0, 440.0, 388.57142857142856)","(5.0, 6.2, 6.037931034482758)","(8.5, 10.5, 10.14423076923077)"
16-12-2022 14:41:34.387986,"(31.0, 55.0, 53.77272727272727)","(71.0, 140.0, 120.0)","(18.0, 24.0, 23.285714285714285)","(31.0, 60.0, 51.702127659574465)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.64, 1.6342857142857141)","(31.0, 60.0, 58.214285714285715)","(101.0, 440.0, 388.57142857142856)","(5.0, 6.2, 6.035897435897436)","(8.5, 10.5, 10.14423076923077)"
16-12-2022 14:41:35.420853,"(31.0, 55.0, 52.84)","(71.0, 130.0, 118.0)","(18.0, 24.0, 23.285714285714285)","(31.0, 60.0, 53.333333333333336)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.64, 1.6289743589743588)","(31.0, 60.0, 58.07692307692308)","(101.0, 440.0, 388.57142857142856)","(5.0, 6.2, 6.026229508196721)","(8.5, 10.5, 10.14423076923077)"
16-12-2022 14:41:36.434001,"(31.0, 55.0, 53.77272727272727)","(71.0, 130.0, 114.44444444444444)","(18.0, 24.0, 23.285714285714285)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6289743589743588)","(31.0, 60.0, 58.07692307692308)","(101.0, 440.0, 335.0)","(5.0, 6.2, 6.026229508196721)","(8.5, 10.5, 10.1)"
16-12-2022 14:41:37.453567,"(31.0, 55.0, 53.77272727272727)","(71.0, 130.0, 116.66666666666667)","(18.0, 24.0, 23.285714285714285)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.63, 1.6366666666666667)","(31.0, 60.0, 58.07692307692308)","(101.0, 380.0, 351.66666666666663)","(5.0, 6.2, 5.977049180327869)","(8.5, 10.5, 9.972972972972974)"
16-12-2022 14:41:38.470260,"(31.0, 55.0, 51.34375)","(71.0, 120.0, 114.0)","(18.0, 24.0, 23.22222222222222)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.65, 1.6374157303370787)","(31.0, 60.0, 58.07692307692308)","(101.0, 370.0, 351.66666666666663)","(5.0, 6.0, 5.984939759036145)","(8.5, 10.0, 10.009345794392523)"
16-12-2022 14:41:39.500393,"(31.0, 55.0, 51.34375)","(71.0, 120.0, 115.71428571428571)","(18.0, 24.0, 23.02325581395349)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 88.23529411764706)","(1.45, 1.65, 1.646629213483146)","(31.0, 60.0, 58.214285714285715)","(101.0, 370.0, 343.33333333333337)","(5.0, 6.2, 5.977192982456141)","(8.5, 10.5, 9.947368421052632)"
16-12-2022 14:41:40.516128,"(31.0, 55.0, 48.5)","(71.0, 180.0, 166.0)","(18.0, 24.0, 23.347826086956523)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 87.93103448275862)","(1.45, 1.65, 1.6333802816901408)","(31.0, 60.0, 58.214285714285715)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 5.977192982456141)","(8.5, 10.5, 10.022727272727273)"
16-12-2022 14:41:41.546101,"(31.0, 55.0, 50.21052631578947)","(71.0, 190.0, 155.71428571428572)","(18.0, 24.0, 23.5)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 87.93103448275862)","(1.45, 1.66, 1.6437179487179485)","(31.0, 60.0, 58.214285714285715)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 5.99)","(8.5, 10.5, 9.934883720930232)"
16-12-2022 14:41:42.562777,"(31.0, 55.0, 50.0)","(61.0, 180.0, 166.0)","(18.0, 24.0, 23.272727272727273)","(31.0, 60.0, 58.421052631578945)","(51.0, 90.0, 87.93103448275862)","(1.45, 1.65, 1.6437179487179485)","(31.0, 60.0, 58.214285714285715)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.003125000000001)","(8.5, 10.0, 9.893548387096775)"
16-12-2022 14:41:43.596040,"(31.0, 55.0, 48.4375)","(61.0, 180.0, 166.0)","(18.0, 24.0, 23.272727272727273)","(31.0, 60.0, 58.57142857142857)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.65, 1.6384337349397589)","(31.0, 60.0, 58.0)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.010000000000001)","(8.5, 10.0, 9.893548387096775)"
16-12-2022 14:41:44.628151,"(31.0, 55.0, 48.4375)","(61.0, 170.0, 150.0)","(18.0, 24.0, 23.272727272727273)","(31.0, 60.0, 58.57142857142857)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.65, 1.6447027027027026)","(31.0, 60.0, 58.0)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.0196202531645575)","(8.5, 10.0, 9.884057971014494)"
16-12-2022 14:41:45.646959,"(31.0, 55.0, 48.4375)","(71.0, 170.0, 140.0)","(18.0, 24.0, 23.272727272727273)","(31.0, 60.0, 58.57142857142857)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.65, 1.6416504854368932)","(31.0, 60.0, 58.07692307692308)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.0196202531645575)","(8.5, 10.0, 9.885714285714286)"
16-12-2022 14:41:46.665470,"(31.0, 55.0, 48.4375)","(71.0, 170.0, 140.0)","(18.0, 24.0, 23.11111111111111)","(31.0, 60.0, 58.57142857142857)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.65, 1.641527093596059)","(31.0, 60.0, 58.214285714285715)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.018471337579618)","(8.5, 10.0, 9.885714285714286)"
16-12-2022 14:41:47.701079,"(31.0, 55.0, 48.4375)","(71.0, 160.0, 138.57142857142858)","(18.0, 24.0, 23.11111111111111)","(31.0, 60.0, 58.57142857142857)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.65, 1.6281791907514451)","(31.0, 60.0, 57.93103448275862)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.017721518987342)","(8.5, 10.0, 9.88450704225352)"
16-12-2022 14:41:48.720920,"(31.0, 50.0, 48.666666666666664)","(71.0, 150.0, 142.0)","(18.0, 24.0, 23.1)","(31.0, 60.0, 58.18181818181818)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.63, 1.6286151368760065)","(31.0, 60.0, 54.8)","(101.0, 360.0, 343.33333333333337)","(5.0, 6.2, 6.033009708737864)","(8.5, 10.0, 9.89375)"
16-12-2022 14:41:49.751489,"(31.0, 55.0, 49.0)","(71.0, 150.0, 136.66666666666666)","(18.0, 24.0, 23.166666666666668)","(31.0, 60.0, 58.18181818181818)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.63, 1.6286151368760065)","(31.0, 55.0, 54.80769230769231)","(101.0, 360.0, 316.25)","(5.0, 6.2, 6.0346153846153845)","(8.5, 10.0, 9.89375)"
16-12-2022 14:41:50.767141,"(31.0, 55.0, 50.625)","(71.0, 140.0, 122.0)","(18.0, 24.0, 23.166666666666668)","(31.0, 60.0, 58.18181818181818)","(51.0, 90.0, 88.26923076923077)","(1.45, 1.63, 1.6238775510204082)","(31.0, 55.0, 59.25925925925926)","(101.0, 350.0, 303.6363636363636)","(5.0, 6.2, 6.0578512396694215)","(8.5, 10.0, 9.930434782608696)"
16-12-2022 14:41:51.781211,"(31.0, 55.0, 51.25)","(71.0, 140.0, 119.0)","(18.0, 24.0, 23.88235294117647)","(31.0, 60.0, 58.333333333333336)","(51.0, 90.0, 82.5)","(1.45, 1.63, 1.622463768115942)","(31.0, 60.0, 58.717948717948715)","(101.0, 340.0, 311.42857142857144)","(5.0, 6.2, 6.061855670103093)","(8.5, 10.0, 9.945454545454545)"
16-12-2022 14:41:52.797851,"(31.0, 55.0, 51.42857142857143)","(71.0, 140.0, 122.85714285714286)","(18.0, 24.0, 23.88235294117647)","(31.0, 60.0, 58.333333333333336)","(51.0, 90.0, 84.0)","(1.45, 1.63, 1.622463768115942)","(31.0, 60.0, 58.717948717948715)","(101.0, 320.0, 311.42857142857144)","(5.0, 6.2, 6.061855670103093)","(8.5, 10.0, 9.892857142857142)"
16-12-2022 14:41:53.816462,"(31.0, 55.0, 51.42857142857143)","(71.0, 130.0, 120.0)","(18.0, 24.0, 23.88235294117647)","(31.0, 60.0, 58.84615384615385)","(51.0, 90.0, 84.0)","(1.45, 1.63, 1.620188679245283)","(31.0, 60.0, 59.44444444444444)","(101.0, 320.0, 311.42857142857144)","(5.0, 6.2, 6.061855670103093)","(8.5, 10.0, 9.883870967741936)"
16-12-2022 14:41:54.850716,"(31.0, 55.0, 53.333333333333336)","(71.0, 130.0, 120.0)","(18.0, 24.0, 23.88235294117647)","(31.0, 60.0, 58.84615384615385)","(51.0, 90.0, 93.33333333333333)","(1.45, 1.63, 1.620188679245283)","(31.0, 60.0, 59.44444444444444)","(101.0, 320.0, 305.0)","(5.0, 6.2, 6.065934065934066)","(8.5, 10.0, 9.883870967741936)"
16-12-2022 14:41:55.855314,"(31.0, 60.0, 57.5)","(71.0, 190.0, 170.0)","(18.0, 24.0, 23.88235294117647)","(31.0, 60.0, 58.84615384615385)","(51.0, 100.0, 84.0)","(1.45, 1.63, 1.618586387434555)","(31.0, 60.0, 59.44444444444444)","(101.0, 320.0, 306.6666666666667)","(5.0, 6.2, 6.065934065934066)","(8.5, 10.0, 9.868421052631579)"
16-12-2022 14:41:56.894288,"(31.0, 60.0, 55.0)","(71.0, 150.0, 127.14285714285714)","(18.0, 24.0, 23.846153846153847)","(31.0, 60.0, 58.51851851851852)","(51.0, 100.0, 84.0)","(1.45, 1.63, 1.6181)","(31.0, 60.0, 64.53125)","(101.0, 330.0, 292.3076923076923)","(5.0, 6.2, 6.046218487394958)","(8.5, 10.0, 9.86111111111111)"
16-12-2022 14:41:57.914999,"(31.0, 60.0, 55.0)","(71.0, 140.0, 135.0)","(18.0, 24.0, 23.23076923076923)","(31.0, 60.0, 57.5)","(51.0, 100.0, 84.0)","(1.45, 1.63, 1.606131386861314)","(31.0, 65.0, 64.58333333333333)","(101.0, 330.0, 306.6666666666667)","(5.0, 6.2, 5.969767441860466)","(8.5, 10.0, 9.887179487179488)"
16-12-2022 14:41:58.934946,"(31.0, 60.0, 55.0)","(71.0, 150.0, 125.38461538461539)","(18.0, 24.0, 23.75)","(31.0, 70.0, 61.0)","(51.0, 100.0, 84.0)","(1.45, 1.61, 1.606131386861314)","(31.0, 65.0, 64.375)","(101.0, 330.0, 306.6666666666667)","(5.0, 6.2, 6.0039800995024875)","(8.5, 10.0, 10.048387096774194)"
16-12-2022 14:41:59.953880,"(31.0, 60.0, 54.73684210526316)","(71.0, 150.0, 125.38461538461539)","(18.0, 24.0, 23.7)","(31.0, 60.0, 59.565217391304344)","(51.0, 100.0, 84.0)","(1.45, 1.61, 1.5991176470588235)","(31.0, 65.0, 62.5)","(101.0, 330.0, 288.0)","(5.0, 6.2, 5.9107142857142865)","(8.5, 10.5, 10.066265060240964)"
16-12-2022 14:42:00.969214,"(31.0, 60.0, 51.6)","(71.0, 150.0, 135.45454545454544)","(18.0, 25.0, 24.05)","(31.0, 65.0, 57.0)","(51.0, 100.0, 91.11111111111111)","(1.45, 1.6, 1.5995098039215687)","(31.0, 70.0, 62.5)","(101.0, 330.0, 258.0)","(5.0, 6.2, 5.903703703703704)","(8.0, 10.5, 10.072368421052632)"
16-12-2022 14:42:01.986478,"(31.0, 60.0, 51.6)","(71.0, 150.0, 135.45454545454544)","(18.0, 25.0, 24.11111111111111)","(31.0, 65.0, 57.0)","(51.0, 100.0, 92.38095238095238)","(1.45, 1.6, 1.6061666666666667)","(31.0, 70.0, 61.25)","(101.0, 260.0, 258.8888888888889)","(5.0, 6.0, 5.921052631578948)","(8.0, 10.5, 10.117647058823529)"
16-12-2022 14:42:03.035860,"(31.0, 55.0, 52.72727272727273)","(71.0, 150.0, 123.33333333333333)","(18.0, 25.0, 24.304347826086957)","(31.0, 65.0, 58.333333333333336)","(51.0, 100.0, 86.66666666666667)","(1.45, 1.61, 1.6054430379746836)","(31.0, 70.0, 61.25)","(101.0, 260.0, 320.0)","(5.0, 6.0, 5.921052631578948)","(8.0, 10.5, 10.117647058823529)"
16-12-2022 14:42:04.063630,"(31.0, 55.0, 52.142857142857146)","(71.0, 150.0, 123.33333333333333)","(18.0, 25.0, 24.36)","(31.0, 65.0, 59.44444444444444)","(51.0, 100.0, 87.5)","(1.45, 1.61, 1.6057812500000002)","(31.0, 70.0, 62.5)","(101.0, 360.0, 337.5)","(5.0, 6.0, 5.91)","(8.0, 10.5, 10.123529411764705)"
16-12-2022 14:42:05.079811,"(31.0, 55.0, 51.0)","(71.0, 150.0, 126.0)","(18.0, 25.0, 24.11111111111111)","(31.0, 65.0, 61.0)","(51.0, 100.0, 87.5)","(1.45, 1.61, 1.6056060606060607)","(31.0, 70.0, 66.0)","(101.0, 350.0, 337.5)","(5.0, 6.0, 5.9101123595505625)","(8.0, 10.5, 10.123529411764705)"
16-12-2022 14:42:06.095315,"(31.0, 55.0, 51.0)","(71.0, 150.0, 126.0)","(18.0, 25.0, 24.11111111111111)","(31.0, 60.0, 59.583333333333336)","(51.0, 100.0, 87.5)","(1.45, 1.61, 1.6056060606060607)","(31.0, 70.0, 66.0)","(101.0, 350.0, 337.5)","(5.0, 6.0, 5.9101123595505625)","(8.0, 10.5, 10.123529411764705)"
16-12-2022 14:42:07.111038,"(31.0, 55.0, 50.90909090909091)","(71.0, 150.0, 126.0)","(18.0, 25.0, 24.11111111111111)","(31.0, 60.0, 59.6875)","(51.0, 100.0, 87.5)","(1.45, 1.61, 1.6053225806451614)","(31.0, 70.0, 67.5)","(101.0, 350.0, 342.3076923076923)","(5.0, 6.0, 5.904761904761905)","(8.0, 10.5, 10.123529411764705)"
16-12-2022 14:42:08.126012,"(31.0, 55.0, 50.90909090909091)","(71.0, 150.0, 126.0)","(18.0, 25.0, 24.11111111111111)","(31.0, 60.0, 59.375)","(51.0, 100.0, 87.5)","(1.45, 1.61, 1.6082500000000002)","(31.0, 70.0, 62.0)","(101.0, 350.0, 342.3076923076923)","(5.0, 6.0, 5.9112149532710285)","(8.0, 10.5, 10.159574468085106)"
16-12-2022 14:42:09.155433,"(31.0, 55.0, 51.25)","(71.0, 150.0, 130.0)","(18.0, 25.0, 24.272727272727273)","(31.0, 65.0, 62.27272727272727)","(51.0, 100.0, 89.28571428571429)","(1.45, 1.61, 1.6080981595092025)","(31.0, 70.0, 63.333333333333336)","(101.0, 350.0, 342.3076923076923)","(5.0, 6.0, 5.820703125)","(8.0, 10.5, 10.159574468085106)"
16-12-2022 14:42:10.172364,"(31.0, 55.0, 51.25)","(71.0, 150.0, 130.0)","(18.0, 25.0, 24.058823529411764)","(31.0, 65.0, 60.714285714285715)","(51.0, 100.0, 89.28571428571429)","(1.45, 1.62, 1.6080981595092025)","(31.0, 70.0, 64.28571428571429)","(101.0, 350.0, 342.3076923076923)","(5.0, 5.9, 5.820703125)","(8.0, 10.5, 10.159574468085106)"
16-12-2022 14:42:11.191484,"(31.0, 55.0, 52.1875)","(71.0, 150.0, 141.8181818181818)","(18.0, 25.0, 24.058823529411764)","(31.0, 65.0, 60.0)","(51.0, 100.0, 95.0)","(1.45, 1.62, 1.6028205128205129)","(31.0, 70.0, 65.55555555555556)","(101.0, 350.0, 342.3076923076923)","(5.0, 5.9, 5.826181818181818)","(8.0, 10.5, 10.261194029850746)"
16-12-2022 14:42:12.223650,"(31.0, 55.0, 53.125)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.058823529411764)","(31.0, 65.0, 61.25)","(51.0, 100.0, 95.58823529411765)","(1.45, 1.61, 1.6086274509803922)","(31.0, 70.0, 68.33333333333333)","(101.0, 350.0, 342.3076923076923)","(5.0, 5.9, 5.82007874015748)","(8.0, 10.5, 10.26978417266187)"
16-12-2022 14:42:13.245977,"(31.0, 55.0, 53.2)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.333333333333332)","(31.0, 65.0, 60.0)","(51.0, 100.0, 95.58823529411765)","(1.45, 1.61, 1.6032394366197185)","(31.0, 70.0, 68.37837837837839)","(101.0, 350.0, 342.3076923076923)","(5.0, 5.9, 5.7155844155844155)","(8.0, 10.5, 10.36283185840708)"
16-12-2022 14:42:14.263564,"(31.0, 55.0, 53.80952380952381)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.768115942028984)","(31.0, 65.0, 61.0)","(51.0, 100.0, 95.58823529411765)","(1.45, 1.61, 1.6052709359605912)","(31.0, 70.0, 63.333333333333336)","(101.0, 350.0, 342.8571428571429)","(5.0, 5.8, 5.725925925925926)","(8.0, 10.5, 10.518867924528301)"
16-12-2022 14:42:15.301622,"(31.0, 55.0, 54.705882352941174)","(71.0, 150.0, 143.07692307692307)","(18.0, 25.0, 24.96923076923077)","(31.0, 65.0, 63.666666666666664)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.61, 1.6052709359605912)","(31.0, 70.0, 63.333333333333336)","(101.0, 350.0, 342.8571428571429)","(5.0, 5.8, 5.725925925925926)","(8.0, 11.0, 10.658273381294965)"
16-12-2022 14:42:16.301485,"(31.0, 55.0, 54.5)","(71.0, 150.0, 143.07692307692307)","(18.0, 25.0, 24.96923076923077)","(31.0, 65.0, 63.57142857142857)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.61, 1.5915384615384616)","(31.0, 70.0, 63.333333333333336)","(101.0, 350.0, 305.0)","(5.0, 5.8, 5.724137931034483)","(8.0, 11.0, 10.659090909090908)"
16-12-2022 14:42:17.337517,"(31.0, 55.0, 54.5)","(71.0, 150.0, 138.0)","(18.0, 25.0, 24.963636363636365)","(31.0, 65.0, 63.333333333333336)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.61, 1.6026050420168068)","(31.0, 70.0, 65.0)","(101.0, 350.0, 305.0)","(5.0, 5.8, 5.741666666666667)","(8.0, 11.0, 10.681818181818182)"
16-12-2022 14:42:18.364275,"(31.0, 55.0, 54.583333333333336)","(71.0, 150.0, 140.0)","(18.0, 25.0, 24.951219512195124)","(31.0, 65.0, 62.142857142857146)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.61, 1.6026050420168068)","(31.0, 70.0, 62.857142857142854)","(101.0, 350.0, 305.0)","(5.0, 5.8, 5.753333333333333)","(8.0, 11.0, 10.681818181818182)"
16-12-2022 14:42:19.375134,"(31.0, 55.0, 54.583333333333336)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.951219512195124)","(31.0, 75.0, 70.9090909090909)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.61, 1.589236641221374)","(31.0, 65.0, 62.857142857142854)","(101.0, 350.0, 305.0)","(5.0, 5.8, 5.741666666666667)","(8.0, 11.0, 10.681818181818182)"
16-12-2022 14:42:20.413090,"(31.0, 55.0, 54.6875)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.951219512195124)","(31.0, 75.0, 64.0)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.59, 1.5836865342163355)","(31.0, 65.0, 61.25)","(101.0, 350.0, 305.0)","(5.0, 5.8, 5.777142857142858)","(8.0, 11.0, 10.7)"
16-12-2022 14:42:21.431078,"(31.0, 55.0, 54.72222222222222)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.96)","(31.0, 75.0, 63.10810810810811)","(51.0, 100.0, 91.66666666666667)","(1.45, 1.6, 1.5896031746031747)","(31.0, 65.0, 61.25)","(101.0, 350.0, 305.0)","(5.0, 5.9, 5.777142857142858)","(8.0, 11.0, 10.7)"
16-12-2022 14:42:22.453094,"(31.0, 55.0, 54.72222222222222)","(71.0, 150.0, 142.5)","(18.0, 25.0, 24.96)","(31.0, 75.0, 64.0)","(51.0, 100.0, 90.8)","(1.45, 1.59, 1.5876023391812866)","(31.0, 65.0, 62.5)","(101.0, 350.0, 305.0)","(5.0, 5.9, 5.629811320754717)","(8.0, 11.0, 10.295454545454545)"
16-12-2022 14:42:23.469260,"(31.0, 55.0, 54.72222222222222)","(71.0, 160.0, 136.0)","(18.0, 26.0, 25.666666666666668)","(31.0, 75.0, 64.0)","(51.0, 110.0, 94.66666666666667)","(1.45, 1.59, 1.5891269841269842)","(31.0, 65.0, 61.0)","(101.0, 350.0, 305.0)","(5.0, 5.7, 5.630205655526992)","(8.0, 10.5, 10.358333333333333)"
