,Bliss,Capital Eyes,Gris Amour,Kazzas Jet,Supreme Play,Alabama Gold,Boomsita,Compass Rose,Habeebati,Tereshkova,Yankee Blossom,Zumaia
11-01-2023 13:20:03.561144,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 50.77777777777778)","(71.0, 110.0, 80.0)","(20.0, 22.0, 20.5625)","(101.0, 460.0, 449.6774193548387)","(31.0, 48.0, 42.666666666666664)","(13.0, 18.5, 18.09090909090909)","(6.5, 8.0, 7.893877551020408)","(1.85, 2.14, 2.1180000000000003)","(9.0, 23.0, 21.5)","(101.0, 150.0, 130.0)","(101.0, 280.0, 226.66666666666669)"
11-01-2023 13:20:04.899209,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 50.77777777777778)","(71.0, 110.0, 85.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 48.0, 42.666666666666664)","(13.0, 18.5, 18.09090909090909)","(6.5, 8.0, 7.913043478260869)","(1.85, 2.14, 2.1180000000000003)","(9.0, 23.0, 20.333333333333332)","(101.0, 150.0, 130.0)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:06.246664,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 50.77777777777778)","(71.0, 100.0, 85.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 48.0, 42.666666666666664)","(13.0, 18.5, 18.09090909090909)","(6.5, 8.0, 7.913043478260869)","(1.85, 2.14, 2.1180000000000003)","(9.0, 23.0, 20.333333333333332)","(101.0, 150.0, 125.0)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:07.620876,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 50.77777777777778)","(71.0, 100.0, 94.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 48.0, 46.666666666666664)","(13.0, 18.5, 18.25)","(6.5, 8.0, 7.677419354838709)","(1.85, 2.14, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 140.0, 125.0)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:09.058655,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 48.0, 49.0)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 140.0, 125.0)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:10.357344,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 50.0, 49.0)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 140.0, 114.76190476190476)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:11.735189,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 449.6774193548387)","(31.0, 50.0, 49.0)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:13.339996,"(4.6, 6.2, 6.133333333333334)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.095238095238095)","(101.0, 460.0, 440.3225806451613)","(31.0, 50.0, 49.0)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 280.0, 205.0)"
11-01-2023 13:20:14.835531,"(4.6, 6.2, 5.836363636363637)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 20.866666666666667)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.0)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 280.0, 215.0)"
11-01-2023 13:20:16.319443,"(4.6, 6.0, 5.633333333333334)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.866666666666667)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 300.0, 193.33333333333334)"
11-01-2023 13:20:17.780769,"(4.6, 6.0, 5.694444444444445)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.25)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 320.0, 220.0)"
11-01-2023 13:20:19.129174,"(4.6, 6.0, 5.694444444444445)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.26923076923077)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 310.0, 220.0)"
11-01-2023 13:20:20.420638,"(4.6, 6.0, 5.694444444444445)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.26923076923077)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 114.76190476190476)","(101.0, 310.0, 220.0)"
11-01-2023 13:20:21.806231,"(4.6, 6.0, 5.694444444444445)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.26923076923077)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 101.19047619047619)","(101.0, 310.0, 220.0)"
11-01-2023 13:20:23.219981,"(4.6, 5.8, 5.54468085106383)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 18.5, 18.5)","(6.5, 7.8, 7.677419354838709)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 101.19047619047619)","(101.0, 310.0, 220.0)"
11-01-2023 13:20:24.628582,"(4.6, 5.8, 5.54468085106383)","(31.0, 55.0, 49.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 19.0, 19.727272727272727)","(6.5, 7.8, 7.7073170731707314)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 310.0, 235.0)"
11-01-2023 13:20:25.982728,"(4.6, 5.7, 5.621739130434783)","(31.0, 55.0, 48.5)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.818181818181817)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.727272727272727)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 310.0, 235.0)"
11-01-2023 13:20:27.328390,"(4.6, 5.8, 5.5)","(31.0, 55.0, 48.5)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.979166666666668)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 310.0, 197.5)"
11-01-2023 13:20:28.749535,"(4.6, 5.8, 5.5)","(31.0, 55.0, 48.5)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.979166666666668)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 310.0, 206.66666666666666)"
11-01-2023 13:20:30.300836,"(4.6, 5.8, 5.5)","(31.0, 55.0, 48.5)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.625)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 300.0, 206.66666666666666)"
11-01-2023 13:20:31.723310,"(4.6, 5.8, 5.5)","(31.0, 55.0, 48.5)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 450.0, 440.3225806451613)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.625)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 118.21428571428572)","(101.0, 300.0, 206.66666666666666)"
11-01-2023 13:20:33.178073,"(4.6, 5.8, 5.5)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 450.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.625)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 160.0, 140.83333333333331)","(101.0, 300.0, 206.66666666666666)"
11-01-2023 13:20:34.606162,"(4.6, 5.8, 5.5)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.804347826086957)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.625)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 150.0, 140.83333333333331)","(101.0, 300.0, 206.66666666666666)"
11-01-2023 13:20:35.986049,"(4.6, 5.8, 5.403448275862069)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.214285714285715)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 19.625)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.104090909090909)","(9.0, 23.0, 22.272727272727273)","(101.0, 150.0, 140.83333333333331)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:37.316097,"(4.6, 5.8, 5.376271186440678)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.214285714285715)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 18.433333333333334)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.101081081081081)","(9.0, 23.0, 22.82608695652174)","(101.0, 150.0, 140.83333333333331)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:38.622613,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 18.433333333333334)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 22.96153846153846)","(101.0, 150.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:39.931222,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 18.433333333333334)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 22.96153846153846)","(101.0, 160.0, 140.0)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:41.337001,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 100.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 21.0, 18.75)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 23.0)","(101.0, 160.0, 140.0)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:42.772530,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.111111111111114)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 23.0)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:44.155719,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 23.0)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:45.535533,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.6992481203007515)","(1.85, 2.12, 2.116601941747573)","(9.0, 24.0, 23.347826086956523)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:46.949119,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.12, 2.1370526315789475)","(9.0, 24.0, 22.125)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:48.415352,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.1362886597938147)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:49.711831,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 110.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 430.9677419354839)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.130909090909091)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 138.0487804878049)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:51.013424,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 440.0, 505.80645161290323)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:52.490707,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 520.0, 505.80645161290323)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:54.017558,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 520.0, 505.80645161290323)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:55.385225,"(4.6, 5.8, 5.4111111111111105)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 520.0, 505.80645161290323)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 300.0, 230.0)"
11-01-2023 13:20:56.768618,"(4.6, 5.7, 5.552631578947368)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 520.0, 496.45161290322585)","(31.0, 50.0, 49.0)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 300.0, 245.0)"
11-01-2023 13:20:58.143359,"(4.6, 5.7, 5.5181818181818185)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 510.0, 496.45161290322585)","(31.0, 50.0, 49.14285714285714)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 330.0, 245.0)"
11-01-2023 13:20:59.551080,"(4.6, 5.7, 5.5181818181818185)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.583333333333332)","(101.0, 510.0, 496.45161290322585)","(31.0, 50.0, 49.14285714285714)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.776)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 330.0, 245.0)"
11-01-2023 13:21:00.969483,"(4.6, 5.7, 5.5181818181818185)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 510.0, 496.45161290322585)","(31.0, 50.0, 49.14285714285714)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.774647887323943)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 330.0, 245.0)"
11-01-2023 13:21:02.306324,"(4.6, 5.7, 5.5181818181818185)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 510.0, 487.0967741935484)","(31.0, 50.0, 49.14285714285714)","(13.0, 20.0, 18.333333333333332)","(6.5, 7.8, 7.774647887323943)","(1.85, 2.14, 2.135744680851064)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:03.613857,"(4.6, 5.7, 5.5181818181818185)","(31.0, 55.0, 49.22222222222222)","(71.0, 120.0, 105.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 500.0, 487.0967741935484)","(31.0, 50.0, 51.61538461538461)","(13.0, 20.0, 18.166666666666668)","(6.5, 7.8, 7.774647887323943)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:05.062197,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 47.90909090909091)","(71.0, 120.0, 100.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 500.0, 487.0967741935484)","(31.0, 55.0, 52.06666666666666)","(13.0, 20.0, 18.026315789473685)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1276923076923078)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:06.378825,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 47.90909090909091)","(71.0, 110.0, 93.33333333333333)","(20.0, 22.0, 21.130434782608695)","(101.0, 500.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 20.0, 18.026315789473685)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1276923076923078)","(9.0, 24.0, 21.818181818181817)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:07.658521,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 93.33333333333333)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 20.0, 18.5)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 22.22222222222222)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:09.026924,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 93.33333333333333)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 18.25)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 22.22222222222222)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:10.510484,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 93.33333333333333)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 17.833333333333332)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 22.22222222222222)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:11.994156,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 93.33333333333333)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 17.833333333333332)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 23.2)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:13.388704,"(4.6, 5.7, 5.526086956521739)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 92.85714285714286)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 17.625)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 23.902439024390244)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:14.815944,"(4.6, 5.8, 5.442857142857143)","(31.0, 55.0, 45.57142857142857)","(71.0, 110.0, 100.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 17.625)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.1290909090909094)","(9.0, 24.0, 23.902439024390244)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:16.219041,"(4.8, 5.8, 5.442857142857143)","(31.0, 55.0, 45.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 21.130434782608695)","(101.0, 490.0, 472.72727272727275)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 17.625)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.14, 2.12)","(10.0, 24.0, 25.95744680851064)","(101.0, 160.0, 122.10526315789474)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:17.553813,"(4.8, 5.8, 5.425)","(31.0, 55.0, 45.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 22.0, 20.823529411764707)","(101.0, 490.0, 468.75)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.5, 18.333333333333332)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.16, 2.12)","(10.0, 27.0, 24.761904761904763)","(101.0, 160.0, 130.0)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:18.849620,"(4.8, 5.8, 5.425)","(31.0, 55.0, 45.57142857142857)","(71.0, 100.0, 95.0)","(20.0, 21.0, 20.823529411764707)","(101.0, 480.0, 468.75)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.0, 17.846153846153847)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.16, 2.1272894333843797)","(10.0, 25.0, 24.444444444444443)","(101.0, 150.0, 130.0)","(101.0, 320.0, 213.33333333333334)"
11-01-2023 13:21:20.138915,"(4.8, 5.8, 5.442857142857143)","(31.0, 55.0, 45.57142857142857)","(71.0, 100.0, 92.0)","(20.0, 21.0, 20.823529411764707)","(101.0, 480.0, 468.75)","(31.0, 55.0, 52.06666666666666)","(13.0, 19.0, 17.846153846153847)","(6.5, 7.8, 7.766666666666667)","(1.85, 2.16, 2.1272894333843797)","(10.0, 25.0, 24.444444444444443)","(101.0, 150.0, 130.0)","(101.0, 320.0, 213.33333333333334)"
