,Brooklyn Star,Tobikuma,Off The Radar,Elbow Yap,Red Fog,Magic Eyeliner
08-01-2023 16:47:33.797036,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.4, 3.2222222222222223)","(26.0, 80.0, 39.285714285714285)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 13.6875)"
08-01-2023 16:47:34.739096,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.4, 3.2222222222222223)","(26.0, 80.0, 39.285714285714285)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 13.6875)"
08-01-2023 16:47:35.728032,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.4, 2.9076923076923076)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:36.592036,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.35, 2.7045454545454546)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:37.465902,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.35, 2.7045454545454546)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:38.461683,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.35, 2.7045454545454546)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:39.463236,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.35, 2.9228571428571426)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:40.445212,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:41.413338,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 34.4)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:42.334393,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:43.221271,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:44.079991,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:45.068736,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:46.078033,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:46.972649,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.9228571428571426)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:47.964151,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:48.907260,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:49.748775,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:50.713667,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:51.726588,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:52.697785,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:53.700583,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:54.595496,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:55.538495,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:56.436764,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:57.365703,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:58.370607,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:47:59.342970,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:00.287545,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:01.246978,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.3, 2.82)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:02.136437,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:02.993572,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:03.924049,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:04.929919,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 39.27272727272727)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:05.893683,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:06.821953,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:07.739816,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:08.633370,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.25, 2.86875)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:09.561609,"(2.8, 5.4, 4.208333333333333)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.2, 2.8625000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:10.563917,"(2.8, 5.4, 4.262499999999999)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.2, 2.8625000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:11.499901,"(2.8, 5.4, 4.262499999999999)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.2, 2.8625000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:12.469442,"(2.8, 5.6, 4.475)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.2, 2.8625000000000003)","(26.0, 80.0, 46.15384615384615)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:13.435899,"(2.8, 5.7, 4.169565217391304)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.2, 2.8625000000000003)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:14.314910,"(2.8, 5.7, 4.169565217391304)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.15, 2.9050000000000002)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:15.181457,"(2.8, 5.7, 4.151612903225806)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.15, 2.9050000000000002)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:16.180674,"(2.8, 5.7, 4.151612903225806)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.15, 2.9050000000000002)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:17.164180,"(2.8, 5.7, 4.151612903225806)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.15, 2.9050000000000002)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:18.080329,"(2.8, 5.7, 4.151612903225806)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.15, 2.9050000000000002)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:19.064177,"(2.8, 5.7, 4.151612903225806)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.0371428571428574)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:20.094574,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:20.983152,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:21.853538,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:22.781390,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:23.761996,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:24.697380,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:25.717387,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:26.715636,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:27.559371,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:28.432991,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:29.447185,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:30.461596,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:31.428041,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:32.408457,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:33.349984,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:34.186190,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:35.129657,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 3.012)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:36.139634,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8200000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:37.142455,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8200000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:38.195566,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8200000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:39.102887,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8200000000000003)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:40.019991,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:40.902507,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:41.814314,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:42.799567,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:43.766340,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:44.669948,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:45.605378,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:46.464161,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:47.363088,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.8083333333333336)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:48.403699,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.1, 2.9749999999999996)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:49.408644,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.9749999999999996)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:50.349405,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.9749999999999996)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:51.248757,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.9749999999999996)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:52.128116,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:53.031109,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:53.969432,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:54.986334,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:55.998225,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:56.892646,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:57.776874,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:58.708667,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:48:59.599907,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:00.555152,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:01.615777,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:02.505860,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:03.414523,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:04.293259,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:05.160070,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:06.132923,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:07.121556,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:08.050551,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:08.953461,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 44.92307692307693)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:09.850895,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 45.53846153846153)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:10.813911,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
08-01-2023 16:49:11.757148,"(2.8, 5.6, 4.266666666666667)","(3.4, 5.0, 3.8666666666666667)","(2.4, 3.05, 2.88125)","(26.0, 80.0, 40.0)","(17.0, 36.0, 32.66666666666667)","(8.5, 14.5, 12.925)"
