,Shintaro Fury,Express Black,Beasley,Grab The Pizzas,Tommy Throttle,Way Too Soft
16-12-2022 13:29:46.653624,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.533333333333333)"
16-12-2022 13:29:47.696900,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.533333333333333)"
16-12-2022 13:29:48.734014,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.533333333333333)"
16-12-2022 13:29:49.790236,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.533333333333333)"
16-12-2022 13:29:50.959335,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.533333333333333)"
16-12-2022 13:29:52.084248,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.726315789473684)"
16-12-2022 13:29:53.139220,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6553846153846152)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.726315789473684)"
16-12-2022 13:29:54.094406,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6553846153846152)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.726315789473684)"
16-12-2022 13:29:55.092897,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6553846153846152)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.271428571428572)"
16-12-2022 13:29:56.077185,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.271428571428572)"
16-12-2022 13:29:56.940425,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6360000000000001)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.777777777777779)"
16-12-2022 13:29:57.911684,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.777777777777779)"
16-12-2022 13:29:59.176554,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.777777777777779)"
16-12-2022 13:30:00.156520,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.307692307692308)"
16-12-2022 13:30:01.033421,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6360000000000001)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.307692307692308)"
16-12-2022 13:30:02.077687,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6360000000000001)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.307692307692308)"
16-12-2022 13:30:03.034528,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 103.61904761904762)","(3.8, 10.0, 8.307692307692308)"
16-12-2022 13:30:03.997033,"(31.0, 270.0, 67.0)","(1.45, 1.72, 1.6553846153846152)","(19.0, 55.0, 28.235294117647058)","(4.4, 5.4, 4.445454545454546)","(31.0, 220.0, 180.7058823529412)","(3.8, 10.0, 8.899999999999999)"
16-12-2022 13:30:05.056681,"(31.0, 250.0, 226.44444444444446)","(1.45, 1.72, 1.6553846153846152)","(19.0, 50.0, 30.909090909090907)","(4.4, 5.4, 4.420408163265306)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.899999999999999)"
16-12-2022 13:30:06.020494,"(31.0, 250.0, 197.5)","(1.45, 1.72, 1.6553846153846152)","(19.0, 48.0, 34.0)","(4.4, 5.4, 4.420408163265306)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.476923076923077)"
16-12-2022 13:30:07.013044,"(31.0, 250.0, 230.9090909090909)","(1.45, 1.72, 1.6473076923076921)","(19.0, 48.0, 34.0)","(4.4, 5.4, 4.420408163265306)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.476923076923077)"
16-12-2022 13:30:08.103138,"(31.0, 250.0, 146.0)","(1.45, 1.72, 1.6473076923076921)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.4, 4.420408163265306)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.476923076923077)"
16-12-2022 13:30:09.249462,"(31.0, 250.0, 146.0)","(1.45, 1.72, 1.6553846153846152)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.4, 4.464285714285714)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.022222222222222)"
16-12-2022 13:30:10.265516,"(31.0, 250.0, 146.0)","(1.45, 1.71, 1.665)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.423076923076923)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.022222222222222)"
16-12-2022 13:30:11.176002,"(31.0, 250.0, 224.25)","(1.45, 1.71, 1.665)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.423076923076923)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.022222222222222)"
16-12-2022 13:30:12.161498,"(31.0, 250.0, 224.25)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.423076923076923)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.022222222222222)"
16-12-2022 13:30:13.180311,"(31.0, 250.0, 224.25)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.423076923076923)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.144444444444444)"
16-12-2022 13:30:14.126980,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.423076923076923)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.144444444444444)"
16-12-2022 13:30:15.124270,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.3, 4.444444444444445)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.144444444444444)"
16-12-2022 13:30:16.087720,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.444444444444445)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:17.119965,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:18.029419,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6333333333333333)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:18.869271,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.419047619047619)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:19.866273,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.419047619047619)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:20.982533,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:22.138068,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:23.254794,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:24.343679,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:25.403605,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:26.495611,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:27.497812,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:28.449796,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.652)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:29.567290,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:30.486772,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:31.421094,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:32.384612,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:33.319998,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:34.226075,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:35.148753,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6333333333333333)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 8.815384615384614)"
16-12-2022 13:30:36.129947,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6333333333333333)","(19.0, 48.0, 26.22222222222222)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:37.108022,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:38.149301,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.2, 4.417777777777778)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.175)"
16-12-2022 13:30:39.168094,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.644)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.2, 4.446666666666667)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.0, 9.216666666666667)"
16-12-2022 13:30:40.180987,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.446666666666667)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.8, 8.866666666666667)"
16-12-2022 13:30:41.092853,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6375000000000002)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.446666666666667)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.8, 8.822222222222221)"
16-12-2022 13:30:42.063130,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6375000000000002)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.419444444444445)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:43.136014,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.421875)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:44.178281,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.419444444444445)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:45.519959,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.1, 4.44)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:47.220327,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 31.56521739130435)","(4.4, 5.0, 4.44)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:48.316974,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6476470588235292)","(19.0, 48.0, 30.81818181818182)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:49.293467,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:50.354717,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:51.398729,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:52.349967,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:53.299235,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:54.240427,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:55.193095,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.654705882352941)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:56.223073,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.667142857142857)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:57.621405,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.667142857142857)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:30:58.800032,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6757142857142857)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:30:59.865235,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6677777777777778)","(19.0, 48.0, 31.454545454545453)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.6, 8.753846153846153)"
16-12-2022 13:31:01.192528,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6749999999999998)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 182.1)","(3.8, 9.6, 9.05)"
16-12-2022 13:31:02.298669,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6749999999999998)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 182.1)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:03.675389,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6749999999999998)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 182.1)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:04.977704,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6749999999999998)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 182.1)","(3.8, 9.4, 8.723076923076922)"
16-12-2022 13:31:06.183737,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6677777777777778)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 182.1)","(3.8, 9.4, 8.723076923076922)"
16-12-2022 13:31:07.143960,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.6677777777777778)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 182.1)","(3.8, 9.4, 8.723076923076922)"
16-12-2022 13:31:08.225011,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.69, 1.68)","(19.0, 48.0, 26.588235294117645)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:09.317104,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.68)","(19.0, 44.0, 33.0)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:10.297524,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.68)","(19.0, 44.0, 28.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:11.410209,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.68)","(19.0, 44.0, 28.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.9875)"
16-12-2022 13:31:12.498940,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.672222222222222)","(19.0, 44.0, 28.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.92)"
16-12-2022 13:31:13.472596,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.672222222222222)","(19.0, 44.0, 28.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.92)"
16-12-2022 13:31:14.445831,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.672222222222222)","(19.0, 44.0, 28.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 8.92)"
16-12-2022 13:31:15.554682,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.68)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.41875)","(31.0, 190.0, 180.7058823529412)","(3.8, 9.4, 9.175)"
16-12-2022 13:31:16.656348,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:17.725904,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:18.774614,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:19.804136,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:20.913728,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 25.666666666666668)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:22.017227,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6555555555555557)","(19.0, 44.0, 29.5)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:23.100900,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6766666666666665)","(19.0, 42.0, 30.88888888888889)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:24.139017,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6766666666666665)","(19.0, 42.0, 30.88888888888889)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:25.223761,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.6766666666666665)","(19.0, 42.0, 30.88888888888889)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:26.280253,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:27.268066,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:28.290271,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.67)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:29.289023,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.67)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:30.229445,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.67)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:31.306724,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:32.382194,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:33.413972,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:34.383484,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
16-12-2022 13:31:35.399707,"(31.0, 250.0, 234.15384615384616)","(1.45, 1.7, 1.665)","(19.0, 40.0, 26.0)","(4.4, 5.0, 4.417142857142857)","(31.0, 190.0, 180.7058823529412)","(3.8, 10.5, 9.285714285714286)"
