,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:36:45.304320,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:46.482281,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:47.731475,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:49.011659,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:50.265866,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:51.554374,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:52.872943,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:54.102469,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:55.320882,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:56.677653,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:58.131213,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.64285714285714)"
05-01-2023 13:36:59.442063,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.93333333333333)"
05-01-2023 13:37:00.765578,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.93333333333333)"
05-01-2023 13:37:02.019196,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.93333333333333)"
05-01-2023 13:37:03.465071,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 4.416666666666666)","(19.0, 48.0, 43.93333333333333)"
05-01-2023 13:37:04.895113,"(7.5, 7.8, 7.4)","(2.8, 5.7, 4.983333333333333)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 5.1)","(19.0, 48.0, 44.1875)"
05-01-2023 13:37:06.295187,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 5.1)","(19.0, 48.0, 44.1875)"
05-01-2023 13:37:07.571199,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 6.0, 4.725)","(81.0, 180.0, 110.0)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.0, 5.825)","(19.0, 48.0, 44.1875)"
05-01-2023 13:37:08.915834,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 4.8, 5.126315789473684)","(81.0, 180.0, 106.66666666666666)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 6.8, 7.3090909090909095)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:10.231940,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 5.6, 5.126315789473684)","(81.0, 180.0, 106.66666666666666)","(81.0, 220.0, 196.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.4, 7.3090909090909095)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:11.621735,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 5.6, 4.863636363636363)","(81.0, 180.0, 106.66666666666666)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.4, 6.3999999999999995)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:13.079539,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.0)","(5.0, 5.6, 4.808333333333334)","(81.0, 180.0, 106.66666666666666)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.3999999999999995)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:14.412585,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.327272727272728)","(5.0, 6.0, 5.025)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.8538461538461535)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:15.682093,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.327272727272728)","(5.0, 6.0, 5.025)","(81.0, 180.0, 162.30769230769232)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.449999999999999)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:16.964085,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 6.0, 5.025)","(81.0, 180.0, 162.30769230769232)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.887499999999999)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:18.377156,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 6.0, 4.95)","(81.0, 180.0, 162.30769230769232)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.785714285714286)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:19.978585,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.2)","(81.0, 180.0, 162.30769230769232)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.2, 6.5)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:21.527964,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.5181818181818185)","(81.0, 180.0, 163.57142857142856)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 6.5)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:22.890097,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.5181818181818185)","(81.0, 180.0, 154.44444444444446)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:24.208675,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.5181818181818185)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:25.690856,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.342857142857143)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:27.333558,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.342857142857143)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:28.871411,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.229411764705882)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:30.350913,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.3)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:31.890251,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.3)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:33.229757,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.3)","(81.0, 180.0, 141.66666666666669)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
05-01-2023 13:37:34.572409,"(7.5, 7.8, 7.4)","(2.8, 5.7, 5.336363636363637)","(5.0, 5.7, 5.3)","(81.0, 180.0, 135.0)","(81.0, 220.0, 172.0)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.6, 8.0, 5.733333333333333)","(20.0, 48.0, 44.1875)"
