,Hez Razor Sharp,Endeavour Stride,Jack James,Beast Mode,Seal The Destiny,Iden Miss Lucy,Equity Stride,Urus Nz,Wheres The Gold Nz,We Salute You,Lynryd Skynryd Nz
08-01-2023 18:15:15.236360,"(18.0, 120.0, 106.25)","(31.0, 110.0, 90.55555555555556)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 92.85714285714286)","(26.0, 110.0, 100.0)","(21.0, 60.0, 60.4)","(71.0, 140.0, 94.16666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:16.648320,"(18.0, 120.0, 106.25)","(31.0, 110.0, 90.55555555555556)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 92.85714285714286)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 140.0, 94.16666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:18.034160,"(18.0, 170.0, 128.0)","(31.0, 110.0, 90.55555555555556)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 92.85714285714286)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 140.0, 94.16666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:19.262645,"(18.0, 170.0, 128.0)","(31.0, 110.0, 103.88888888888889)","(31.0, 90.0, 73.88888888888889)","(26.0, 100.0, 92.85714285714286)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 140.0, 94.16666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:20.595593,"(18.0, 160.0, 122.0)","(31.0, 140.0, 105.0)","(31.0, 85.0, 73.88888888888889)","(26.0, 100.0, 85.9090909090909)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 140.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:21.898288,"(18.0, 160.0, 93.5)","(31.0, 130.0, 105.0)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:23.252200,"(18.0, 160.0, 93.5)","(31.0, 130.0, 118.75)","(31.0, 85.0, 83.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:24.564570,"(18.0, 160.0, 100.625)","(31.0, 130.0, 118.75)","(31.0, 110.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:25.897009,"(18.0, 160.0, 100.625)","(31.0, 130.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 110.0, 100.0)","(21.0, 70.0, 60.4)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:27.303077,"(18.0, 160.0, 100.625)","(31.0, 120.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 110.0, 88.88888888888889)","(21.0, 70.0, 60.4)","(71.0, 130.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:28.658378,"(18.0, 170.0, 128.0)","(31.0, 120.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 60.4)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:30.033489,"(18.0, 170.0, 128.0)","(31.0, 120.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 63.714285714285715)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:31.425814,"(18.0, 170.0, 122.0)","(31.0, 120.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 60.14285714285714)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:32.846239,"(18.0, 160.0, 122.0)","(31.0, 120.0, 111.25)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 60.14285714285714)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.6)","(12.0, 99999, 99990)"
08-01-2023 18:15:34.265392,"(18.0, 160.0, 96.66666666666667)","(31.0, 120.0, 98.63636363636364)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 60.14285714285714)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.6)","(12.0, 99999, 99990)"
08-01-2023 18:15:35.575861,"(18.0, 160.0, 96.66666666666667)","(31.0, 110.0, 98.63636363636364)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 60.77777777777778)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 30.0)","(12.0, 99999, 99990)"
08-01-2023 18:15:37.160687,"(18.0, 160.0, 96.66666666666667)","(31.0, 110.0, 98.63636363636364)","(31.0, 100.0, 85.0)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 55.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:38.510666,"(18.0, 160.0, 96.66666666666667)","(31.0, 110.0, 104.0909090909091)","(31.0, 100.0, 78.33333333333333)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:39.841391,"(18.0, 160.0, 96.66666666666667)","(31.0, 120.0, 104.0909090909091)","(31.0, 95.0, 78.33333333333333)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 53.666666666666664)","(71.0, 130.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:41.123676,"(18.0, 160.0, 96.66666666666667)","(31.0, 120.0, 104.0909090909091)","(31.0, 95.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 53.666666666666664)","(71.0, 130.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:42.373440,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 51.5)","(71.0, 130.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:43.901726,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 55.0, 51.5)","(71.0, 130.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:45.209266,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 55.0, 51.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:46.643707,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 55.0, 49.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:47.973678,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 55.0, 50.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:49.287508,"(18.0, 140.0, 90.0)","(31.0, 120.0, 104.0909090909091)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:50.721441,"(18.0, 140.0, 90.0)","(31.0, 120.0, 91.875)","(31.0, 90.0, 81.66666666666667)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:52.077616,"(18.0, 140.0, 90.0)","(31.0, 120.0, 91.875)","(31.0, 90.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:53.349424,"(18.0, 140.0, 90.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 140.0, 108.75)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:54.671082,"(18.0, 140.0, 90.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 140.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:56.018579,"(18.0, 140.0, 90.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 130.0, 105.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:57.328043,"(18.0, 130.0, 75.83333333333333)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:15:58.728637,"(18.0, 130.0, 75.83333333333333)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 130.0, 92.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:16:00.131012,"(18.0, 130.0, 75.83333333333333)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 50.5)","(71.0, 130.0, 102.22222222222223)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:16:01.731796,"(18.0, 130.0, 128.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 52.666666666666664)","(71.0, 130.0, 102.22222222222223)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 32.4)","(12.0, 99999, 99990)"
08-01-2023 18:16:03.098070,"(18.0, 170.0, 117.5)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 52.666666666666664)","(71.0, 130.0, 102.22222222222223)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:05.319996,"(18.0, 170.0, 122.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 70.0, 54.5)","(71.0, 130.0, 102.22222222222223)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:06.860276,"(18.0, 160.0, 122.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 54.5)","(71.0, 130.0, 102.22222222222223)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:08.791167,"(18.0, 160.0, 122.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 54.5)","(71.0, 130.0, 97.77777777777777)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:10.558545,"(18.0, 160.0, 122.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 54.5)","(71.0, 120.0, 97.77777777777777)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:12.303326,"(18.0, 160.0, 116.0)","(31.0, 120.0, 91.875)","(31.0, 85.0, 73.88888888888889)","(26.0, 95.0, 85.9090909090909)","(26.0, 100.0, 88.88888888888889)","(21.0, 65.0, 54.5)","(71.0, 120.0, 111.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:13.859586,"(18.0, 150.0, 116.0)","(31.0, 120.0, 108.0)","(31.0, 85.0, 81.66666666666667)","(26.0, 95.0, 93.75)","(26.0, 100.0, 100.0)","(21.0, 65.0, 54.5)","(71.0, 150.0, 162.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:15.393625,"(18.0, 150.0, 116.0)","(31.0, 130.0, 114.28571428571428)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 93.75)","(26.0, 110.0, 122.5)","(21.0, 65.0, 57.33333333333333)","(71.0, 210.0, 145.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:16.976035,"(18.0, 150.0, 104.0)","(31.0, 130.0, 114.28571428571428)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 93.75)","(26.0, 160.0, 113.33333333333333)","(21.0, 60.0, 57.33333333333333)","(71.0, 200.0, 145.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:18.455373,"(18.0, 130.0, 104.0)","(31.0, 130.0, 114.28571428571428)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 93.75)","(26.0, 160.0, 110.0)","(21.0, 60.0, 57.33333333333333)","(71.0, 200.0, 145.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:19.959673,"(18.0, 130.0, 104.0)","(31.0, 130.0, 106.66666666666667)","(31.0, 90.0, 81.66666666666667)","(26.0, 100.0, 93.75)","(26.0, 150.0, 115.0)","(21.0, 60.0, 57.33333333333333)","(71.0, 200.0, 150.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:21.398476,"(18.0, 130.0, 104.0)","(31.0, 120.0, 106.66666666666667)","(31.0, 90.0, 82.0)","(26.0, 100.0, 93.75)","(26.0, 140.0, 115.0)","(21.0, 60.0, 62.57142857142857)","(71.0, 190.0, 150.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:22.838301,"(18.0, 130.0, 104.0)","(31.0, 120.0, 106.66666666666667)","(31.0, 90.0, 82.0)","(26.0, 100.0, 93.75)","(26.0, 140.0, 110.0)","(21.0, 70.0, 58.0)","(71.0, 190.0, 135.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:24.325193,"(18.0, 130.0, 104.0)","(31.0, 120.0, 106.66666666666667)","(31.0, 90.0, 85.0)","(26.0, 100.0, 93.75)","(26.0, 130.0, 110.0)","(21.0, 70.0, 55.333333333333336)","(71.0, 180.0, 135.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:25.847287,"(18.0, 130.0, 104.0)","(31.0, 120.0, 106.66666666666667)","(31.0, 100.0, 85.0)","(26.0, 100.0, 93.75)","(26.0, 130.0, 103.33333333333333)","(21.0, 70.0, 55.333333333333336)","(71.0, 180.0, 141.42857142857144)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:27.331394,"(18.0, 130.0, 104.0)","(31.0, 120.0, 94.54545454545455)","(31.0, 100.0, 85.0)","(26.0, 100.0, 93.75)","(26.0, 130.0, 110.0)","(21.0, 70.0, 55.333333333333336)","(71.0, 180.0, 141.42857142857144)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:28.746154,"(18.0, 130.0, 104.0)","(31.0, 120.0, 94.54545454545455)","(31.0, 100.0, 85.0)","(26.0, 100.0, 93.75)","(26.0, 130.0, 110.0)","(21.0, 70.0, 55.333333333333336)","(71.0, 180.0, 125.55555555555556)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:30.149360,"(18.0, 130.0, 104.0)","(31.0, 120.0, 94.54545454545455)","(31.0, 100.0, 85.0)","(26.0, 100.0, 93.75)","(26.0, 130.0, 110.0)","(21.0, 70.0, 55.333333333333336)","(71.0, 170.0, 130.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:31.740164,"(18.0, 120.0, 85.625)","(31.0, 120.0, 94.54545454545455)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 130.0, 98.57142857142857)","(21.0, 70.0, 55.333333333333336)","(71.0, 160.0, 130.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 31.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:16:33.274151,"(18.0, 120.0, 85.625)","(31.0, 120.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 120.0, 98.57142857142857)","(21.0, 70.0, 55.333333333333336)","(71.0, 160.0, 130.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:34.758515,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 120.0, 98.57142857142857)","(21.0, 70.0, 55.333333333333336)","(71.0, 150.0, 130.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:36.161278,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 120.0, 101.42857142857143)","(21.0, 70.0, 55.333333333333336)","(71.0, 150.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:37.641365,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 130.0, 101.42857142857143)","(21.0, 70.0, 53.666666666666664)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:39.063799,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 130.0, 101.42857142857143)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:40.523342,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 130.0, 101.42857142857143)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:41.911990,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 130.0, 105.0)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:43.283681,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:44.808226,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 65.0, 54.0)","(71.0, 140.0, 118.57142857142857)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:46.775682,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 60.0, 54.0)","(71.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:48.310474,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 100.0)","(31.0, 100.0, 87.14285714285714)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 60.0, 54.0)","(71.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.2)","(12.0, 99999, 99990)"
08-01-2023 18:16:49.800579,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 101.42857142857143)","(31.0, 100.0, 81.25)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 60.0, 54.0)","(71.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:16:51.179930,"(18.0, 120.0, 83.33333333333333)","(31.0, 110.0, 101.42857142857143)","(31.0, 100.0, 81.25)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 60.0, 54.0)","(71.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:16:52.454669,"(18.0, 110.0, 72.5)","(31.0, 110.0, 101.42857142857143)","(31.0, 100.0, 81.25)","(26.0, 100.0, 93.75)","(26.0, 140.0, 105.0)","(21.0, 60.0, 54.0)","(71.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 33.333333333333336)","(12.0, 99999, 99990)"
