,Chocolateicecream,Reach The Circle,Tashkent,Limbos Promise,Big Money Machine,Fra Mauro,Deanos Cape,Got Mojo
16-12-2022 13:19:47.813183,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.88, 1.826)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 9.23529411764706)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 66.5)"
16-12-2022 13:19:48.982323,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8176923076923077)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 9.23529411764706)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:50.297108,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.835)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.6)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:51.524706,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8639999999999999)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.9)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:52.790774,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8411111111111111)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.9)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:54.079158,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8411111111111111)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.9)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:55.366801,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8411111111111111)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.9)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:56.546450,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8411111111111111)","(21.0, 42.0, 37.666666666666664)","(6.0, 9.4, 8.9)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:57.745215,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.8639999999999999)","(21.0, 42.0, 34.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:19:58.996604,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.845)","(21.0, 42.0, 34.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:20:00.382635,"(7.5, 8.8, 8.3)","(31.0, 95.0, 72.5)","(1.7, 1.88, 1.845)","(21.0, 42.0, 34.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 70.2)"
16-12-2022 13:20:01.618372,"(7.5, 8.8, 8.3)","(31.0, 95.0, 77.0)","(1.7, 1.88, 1.8488888888888888)","(21.0, 42.0, 32.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.826086956521738)","(31.0, 85.0, 61.666666666666664)"
16-12-2022 13:20:02.824109,"(7.5, 8.8, 8.3)","(31.0, 95.0, 77.0)","(1.7, 1.88, 1.8666666666666667)","(21.0, 42.0, 32.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 61.666666666666664)"
16-12-2022 13:20:03.997839,"(7.5, 8.8, 8.3)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8623076923076922)","(21.0, 42.0, 32.0)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 61.666666666666664)"
16-12-2022 13:20:05.226931,"(7.5, 8.8, 8.3)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8766666666666667)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.4, 8.8)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 69.4)"
16-12-2022 13:20:06.492812,"(7.5, 8.8, 8.3)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8766666666666667)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.4, 8.7)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:07.654355,"(7.5, 8.8, 8.457142857142857)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8766666666666667)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.2, 8.7)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:08.883940,"(7.5, 8.8, 8.457142857142857)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8675)","(21.0, 42.0, 37.714285714285715)","(6.0, 9.2, 8.7)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:10.132357,"(7.5, 7.8, 7.766666666666667)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.8675)","(21.0, 42.0, 37.714285714285715)","(6.0, 9.2, 8.7)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:11.360212,"(7.5, 7.8, 7.766666666666667)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.867142857142857)","(21.0, 42.0, 37.714285714285715)","(6.0, 9.2, 8.7)","(9.0, 12.0, 10.666666666666666)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:12.567130,"(7.5, 7.8, 7.766666666666667)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.887808219178082)","(21.0, 42.0, 37.714285714285715)","(6.0, 9.2, 8.7)","(9.0, 12.0, 11.826086956521738)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:13.836361,"(7.5, 7.8, 7.766666666666667)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.887894736842105)","(21.0, 42.0, 37.714285714285715)","(6.0, 9.2, 8.639999999999999)","(9.0, 12.0, 11.76923076923077)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.8)"
16-12-2022 13:20:15.077277,"(7.5, 7.8, 7.766666666666667)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.883)","(21.0, 42.0, 32.666666666666664)","(6.0, 9.2, 8.52)","(9.0, 12.0, 11.76923076923077)","(8.5, 13.0, 11.875)","(31.0, 85.0, 67.0)"
16-12-2022 13:20:16.263574,"(7.5, 9.0, 8.3)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.883)","(21.0, 42.0, 38.0)","(6.0, 9.0, 8.52)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 72.4)"
16-12-2022 13:20:17.381831,"(7.5, 9.0, 8.3)","(31.0, 95.0, 75.4)","(1.7, 1.89, 1.883)","(21.0, 42.0, 38.0)","(6.0, 9.0, 8.52)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 72.4)"
16-12-2022 13:20:18.515258,"(7.5, 9.0, 8.3)","(31.0, 95.0, 76.2)","(1.7, 1.89, 1.883)","(21.0, 42.0, 38.0)","(6.0, 9.0, 8.52)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 72.4)"
16-12-2022 13:20:19.649573,"(7.5, 9.0, 8.3)","(31.0, 95.0, 76.2)","(1.7, 1.89, 1.8725)","(21.0, 42.0, 38.0)","(6.0, 9.0, 8.709090909090909)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 72.4)"
16-12-2022 13:20:20.735803,"(7.5, 9.0, 8.3)","(31.0, 95.0, 76.2)","(1.7, 1.89, 1.854)","(21.0, 42.0, 38.0)","(6.0, 9.0, 8.709090909090909)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 62.0)"
16-12-2022 13:20:21.920611,"(7.5, 9.0, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.854)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.0, 8.858823529411765)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.875)","(31.0, 90.0, 73.2)"
16-12-2022 13:20:23.159933,"(7.5, 9.0, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.854)","(21.0, 42.0, 32.0)","(6.0, 9.0, 8.2)","(9.0, 12.0, 11.636363636363637)","(8.5, 13.0, 11.75)","(31.0, 90.0, 60.333333333333336)"
16-12-2022 13:20:24.458264,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.886103896103896)","(21.0, 42.0, 32.0)","(6.0, 8.8, 8.682352941176472)","(9.0, 12.0, 11.76923076923077)","(8.5, 12.5, 11.75)","(31.0, 85.0, 60.333333333333336)"
16-12-2022 13:20:25.614801,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8775)","(21.0, 42.0, 32.0)","(6.0, 8.8, 8.2)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 60.333333333333336)"
16-12-2022 13:20:26.767140,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8775)","(21.0, 42.0, 37.333333333333336)","(6.0, 8.8, 8.457142857142857)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 60.333333333333336)"
16-12-2022 13:20:28.034863,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8775)","(21.0, 42.0, 34.5)","(6.0, 8.8, 8.457142857142857)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 65.5)"
16-12-2022 13:20:29.302343,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8775)","(21.0, 42.0, 37.333333333333336)","(6.0, 8.8, 8.457142857142857)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 68.6)"
16-12-2022 13:20:30.561280,"(7.5, 8.8, 8.3)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8744444444444444)","(21.0, 42.0, 37.333333333333336)","(6.0, 8.8, 9.35)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 71.6)"
16-12-2022 13:20:31.729951,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.8733333333333333)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.6, 9.487499999999999)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 71.6)"
16-12-2022 13:20:33.075650,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 76.2)","(1.7, 1.89, 1.8733333333333333)","(21.0, 42.0, 37.333333333333336)","(6.0, 9.6, 13.6125)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 70.8)"
16-12-2022 13:20:34.505657,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 74.6)","(1.7, 1.89, 1.8733333333333333)","(21.0, 42.0, 32.0)","(6.0, 14.0, 13.225)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 65.0)"
16-12-2022 13:20:35.717547,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 74.6)","(1.7, 1.89, 1.8775)","(21.0, 42.0, 32.0)","(6.0, 14.0, 14.1)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 65.0)"
16-12-2022 13:20:36.970417,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 74.6)","(1.7, 1.89, 1.88)","(21.0, 42.0, 32.0)","(6.0, 15.0, 16.122222222222224)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 65.0)"
16-12-2022 13:20:38.491366,"(7.5, 9.0, 8.3)","(31.0, 95.0, 74.6)","(1.7, 1.89, 1.83)","(21.0, 42.0, 32.0)","(6.0, 18.5, 14.29090909090909)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 90.0, 64.5)"
16-12-2022 13:20:40.065208,"(7.5, 8.8, 8.3)","(31.0, 95.0, 69.5)","(1.7, 1.89, 1.83)","(21.0, 42.0, 32.0)","(6.0, 18.0, 12.8)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 64.5)"
16-12-2022 13:20:41.247134,"(7.5, 8.8, 8.3)","(31.0, 95.0, 69.5)","(1.7, 1.89, 1.83)","(21.0, 42.0, 32.0)","(6.0, 18.0, 12.8)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 64.5)"
16-12-2022 13:20:42.451997,"(7.5, 8.8, 8.3)","(31.0, 95.0, 69.5)","(1.7, 1.89, 1.8841666666666665)","(21.0, 42.0, 32.0)","(6.0, 18.0, 8.505882352941176)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 64.5)"
16-12-2022 13:20:43.668552,"(7.5, 8.8, 8.3)","(31.0, 95.0, 69.5)","(1.7, 1.89, 1.85)","(21.0, 42.0, 32.666666666666664)","(6.0, 8.6, 8.266666666666666)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 65.5)"
16-12-2022 13:20:44.853654,"(7.5, 8.8, 8.3)","(31.0, 95.0, 70.5)","(1.7, 1.89, 1.85)","(21.0, 42.0, 32.666666666666664)","(6.0, 8.6, 8.266666666666666)","(9.0, 12.0, 11.25)","(8.5, 12.5, 11.75)","(31.0, 85.0, 65.5)"
16-12-2022 13:20:46.093258,"(7.5, 8.8, 8.3)","(31.0, 95.0, 70.5)","(1.7, 1.89, 1.855)","(21.0, 42.0, 38.25)","(6.0, 8.6, 8.51578947368421)","(9.0, 12.0, 11.4)","(8.5, 12.5, 11.75)","(31.0, 85.0, 75.33333333333333)"
16-12-2022 13:20:47.425452,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 70.5)","(1.7, 1.89, 1.855)","(21.0, 42.0, 38.5)","(6.0, 8.6, 8.066666666666666)","(9.0, 12.0, 11.4)","(8.5, 12.5, 11.75)","(31.0, 90.0, 68.0)"
16-12-2022 13:20:48.964143,"(7.5, 9.0, 8.142857142857142)","(31.0, 95.0, 71.5)","(1.7, 1.89, 1.855)","(21.0, 42.0, 38.285714285714285)","(6.0, 8.6, 8.066666666666666)","(9.0, 12.0, 11.4)","(8.5, 12.5, 11.75)","(31.0, 90.0, 69.0)"
16-12-2022 13:20:50.493149,"(7.0, 9.0, 8.142857142857142)","(31.0, 95.0, 71.5)","(1.65, 1.89, 1.855)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.0, 11.5)","(9.0, 12.5, 11.75)","(31.0, 90.0, 63.666666666666664)"
16-12-2022 13:20:51.799299,"(7.0, 9.0, 8.6)","(31.0, 95.0, 71.5)","(1.65, 1.89, 1.855)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.5)","(9.0, 12.5, 11.75)","(31.0, 95.0, 63.666666666666664)"
16-12-2022 13:20:53.171194,"(7.0, 9.0, 8.6)","(31.0, 95.0, 71.5)","(1.65, 1.89, 1.855)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.5)","(9.0, 12.5, 11.75)","(31.0, 95.0, 63.666666666666664)"
16-12-2022 13:20:54.708658,"(7.0, 9.0, 8.6)","(31.0, 95.0, 71.5)","(1.65, 1.89, 1.8261538461538462)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.5)","(9.0, 12.5, 11.75)","(31.0, 95.0, 59.0)"
16-12-2022 13:20:56.297401,"(7.0, 9.0, 8.85)","(31.0, 95.0, 71.5)","(1.65, 1.88, 1.8377586206896552)","(21.0, 42.0, 36.0)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.5)","(9.0, 12.5, 11.75)","(31.0, 95.0, 59.0)"
16-12-2022 13:20:57.514164,"(7.0, 9.0, 8.85)","(31.0, 95.0, 71.5)","(1.65, 1.88, 1.8377586206896552)","(21.0, 42.0, 36.0)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 11.75)","(31.0, 95.0, 59.0)"
16-12-2022 13:20:58.776960,"(7.0, 9.0, 8.85)","(31.0, 95.0, 71.5)","(1.65, 1.88, 1.8377586206896552)","(21.0, 42.0, 36.0)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 11.75)","(31.0, 95.0, 65.0)"
16-12-2022 13:20:59.969641,"(7.0, 9.0, 8.85)","(31.0, 95.0, 65.0)","(1.65, 1.88, 1.8377586206896552)","(21.0, 42.0, 33.333333333333336)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 11.75)","(31.0, 95.0, 63.666666666666664)"
16-12-2022 13:21:01.135043,"(7.0, 9.0, 8.85)","(31.0, 95.0, 77.0)","(1.65, 1.88, 1.8247368421052632)","(21.0, 42.0, 33.333333333333336)","(6.5, 8.6, 8.066666666666666)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 11.75)","(31.0, 95.0, 66.8)"
16-12-2022 13:21:02.414987,"(7.0, 9.0, 8.85)","(31.0, 95.0, 65.0)","(1.65, 1.88, 1.8765618860510804)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.6, 8.133333333333333)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 11.775862068965518)","(31.0, 95.0, 66.8)"
16-12-2022 13:21:03.729713,"(7.0, 9.0, 8.85)","(31.0, 95.0, 72.5)","(1.65, 1.88, 1.8514285714285714)","(21.0, 42.0, 38.285714285714285)","(6.5, 8.4, 8.133333333333333)","(9.0, 12.5, 11.833333333333334)","(9.0, 12.5, 12.666666666666666)","(31.0, 95.0, 68.5)"
16-12-2022 13:21:05.009849,"(7.0, 9.0, 8.85)","(31.0, 95.0, 72.5)","(1.65, 1.88, 1.8514285714285714)","(21.0, 42.0, 34.5)","(6.5, 8.4, 8.133333333333333)","(9.0, 12.5, 12.425)","(9.0, 13.0, 12.666666666666666)","(31.0, 95.0, 68.5)"
16-12-2022 13:21:06.235511,"(7.0, 9.0, 8.85)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8571739130434783)","(21.0, 42.0, 34.0)","(6.5, 8.4, 8.133333333333333)","(9.0, 12.5, 12.425)","(9.0, 13.0, 12.666666666666666)","(31.0, 95.0, 68.5)"
16-12-2022 13:21:07.536304,"(7.0, 9.0, 8.85)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8578571428571429)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.4, 8.133333333333333)","(9.0, 12.5, 12.425)","(9.0, 13.0, 12.666666666666666)","(31.0, 95.0, 68.5)"
16-12-2022 13:21:08.863907,"(7.0, 9.0, 8.85)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8586842105263157)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.4, 8.133333333333333)","(9.0, 12.5, 12.425)","(9.0, 13.0, 12.666666666666666)","(31.0, 95.0, 68.5)"
16-12-2022 13:21:10.121613,"(7.0, 9.0, 8.85)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8586842105263157)","(21.0, 42.0, 37.0)","(6.5, 8.4, 8.17142857142857)","(9.0, 12.5, 12.354166666666666)","(9.0, 13.0, 12.571428571428571)","(31.0, 95.0, 64.4)"
16-12-2022 13:21:11.286279,"(7.0, 9.0, 8.85)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8586842105263157)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.17142857142857)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 95.0, 65.6)"
16-12-2022 13:21:12.461421,"(7.0, 9.0, 8.929411764705883)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.8586842105263157)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.17142857142857)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 95.0, 65.6)"
16-12-2022 13:21:13.714928,"(7.0, 9.0, 8.929411764705883)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.869453125)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.17142857142857)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 95.0, 68.0)"
16-12-2022 13:21:14.955314,"(7.0, 8.6, 8.552941176470588)","(31.0, 95.0, 70.5)","(1.65, 1.88, 1.855)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.17142857142857)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 68.0)"
16-12-2022 13:21:16.148459,"(7.0, 9.0, 8.929411764705883)","(31.0, 95.0, 71.5)","(1.65, 1.87, 1.84375)","(21.0, 42.0, 35.0)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 75.33333333333333)"
16-12-2022 13:21:17.228126,"(7.0, 8.8, 8.316129032258065)","(31.0, 95.0, 71.5)","(1.65, 1.85, 1.84375)","(21.0, 42.0, 35.0)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:18.350729,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.85, 1.8587878787878789)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:19.445553,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.86, 1.8685245901639345)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:20.513221,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.8685245901639345)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.36)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:21.563605,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.8685483870967743)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:22.684615,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.84)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:23.811646,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 36.0)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 70.0)"
16-12-2022 13:21:24.823711,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 36.0)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 68.0)"
16-12-2022 13:21:25.824899,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 68.0)"
16-12-2022 13:21:26.994642,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 68.0)"
16-12-2022 13:21:28.096002,"(7.0, 8.8, 8.313513513513513)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:29.186357,"(7.0, 8.6, 8.362962962962962)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:30.281544,"(7.0, 8.6, 8.362962962962962)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.0)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:31.342868,"(7.0, 8.6, 8.362962962962962)","(31.0, 95.0, 72.5)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.666666666666664)","(6.5, 8.6, 8.17142857142857)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 69.0)"
16-12-2022 13:21:32.453157,"(7.0, 8.6, 8.362962962962962)","(31.0, 95.0, 68.33333333333333)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.12)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 70.8)"
16-12-2022 13:21:33.503971,"(7.0, 8.6, 8.362962962962962)","(31.0, 95.0, 68.33333333333333)","(1.65, 1.87, 1.838)","(21.0, 42.0, 37.714285714285715)","(6.5, 8.6, 8.12)","(9.0, 12.5, 12.305555555555555)","(9.0, 13.0, 12.571428571428571)","(31.0, 90.0, 70.8)"
