,Hampton Bay,Noztrabeel,Olympic Honour,Poet Warrior,Rustic Charm,American Jewel,Cashmore,Just For Curiosity,Prewingo,Fairy Fling,Gaynik,Smashing Hit,Waning Weasel,Hathaway
14-12-2022 18:49:57.231340,"(16.0, 21.0, 19.2)","(5.0, 5.9, 5.802013422818792)","(5.5, 7.6, 7.574999999999999)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.469849246231156)","(31.0, 65.0, 59.333333333333336)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.27272727272727)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:58.806417,"(16.0, 20.0, 19.666666666666668)","(5.0, 5.9, 5.802013422818792)","(5.5, 7.6, 7.574999999999999)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.469849246231156)","(31.0, 65.0, 59.333333333333336)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.27272727272727)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:50:00.400488,"(15.0, 20.0, 19.666666666666668)","(5.0, 5.9, 5.819685039370079)","(5.5, 7.6, 7.470967741935484)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 11.989795918367347)","(10.0, 11.5, 11.466836734693878)","(31.0, 65.0, 58.333333333333336)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.595121951219512)","(21.0, 38.0, 35.2)","(31.0, 48.0, 47.0)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.25)"
14-12-2022 18:50:02.037677,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.812068965517241)","(5.5, 7.6, 7.470967741935484)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 11.99090909090909)","(10.0, 11.5, 11.466836734693878)","(31.0, 75.0, 58.333333333333336)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.635294117647058)","(21.0, 40.0, 35.2)","(31.0, 50.0, 48.15384615384615)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.25)"
14-12-2022 18:50:03.591651,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.812068965517241)","(5.5, 7.6, 7.470967741935484)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 11.99090909090909)","(10.0, 11.5, 11.42361111111111)","(31.0, 75.0, 58.333333333333336)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 40.0, 35.2)","(31.0, 50.0, 48.13333333333333)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.357142857142858)"
14-12-2022 18:50:05.162236,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.470967741935484)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 11.99090909090909)","(10.0, 11.5, 11.40625)","(31.0, 75.0, 71.0)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 40.0, 33.67741935483871)","(31.0, 50.0, 47.0)","(31.0, 60.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.161290322580644)"
14-12-2022 18:50:06.790309,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.345454545454546)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 11.99090909090909)","(10.0, 11.5, 11.400602409638553)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 34.0, 35.851851851851855)","(31.0, 48.0, 47.45454545454545)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:50:08.379925,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.32)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.0, 12.101851851851851)","(10.0, 11.5, 11.400602409638553)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 36.0, 35.851851851851855)","(31.0, 48.0, 47.45454545454545)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:50:09.914188,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.32)","(19.0, 29.0, 26.333333333333332)","(9.0, 12.5, 12.101851851851851)","(10.0, 11.5, 11.400602409638553)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 36.0, 35.851851851851855)","(31.0, 48.0, 47.45454545454545)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:50:11.470011,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.32)","(19.0, 29.0, 26.6)","(9.0, 12.5, 12.101851851851851)","(10.0, 11.5, 11.400602409638553)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 36.0, 35.851851851851855)","(31.0, 48.0, 47.45454545454545)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:50:13.100390,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.811290322580645)","(5.5, 7.6, 7.32)","(19.0, 29.0, 27.4)","(9.0, 12.5, 12.101851851851851)","(10.0, 11.5, 11.400602409638553)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.662295081967213)","(21.0, 36.0, 35.851851851851855)","(31.0, 48.0, 47.625)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:50:14.743533,"(15.0, 20.0, 19.875)","(5.0, 5.9, 5.815217391304348)","(5.5, 7.6, 7.294444444444444)","(19.0, 29.0, 27.214285714285715)","(9.0, 12.5, 12.101851851851851)","(10.0, 11.5, 11.455479452054794)","(31.0, 75.0, 71.25)","(5.5, 6.6, 6.456637168141593)","(5.5, 6.8, 6.635294117647058)","(21.0, 36.0, 35.851851851851855)","(31.0, 48.0, 47.6)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.32075471698113)"
14-12-2022 18:50:16.354667,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.822)","(5.5, 7.4, 7.159322033898305)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.116071428571429)","(10.0, 11.5, 11.456375838926174)","(31.0, 75.0, 71.66666666666667)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.470588235294118)","(21.0, 36.0, 35.857142857142854)","(31.0, 48.0, 47.6)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.333333333333332)"
14-12-2022 18:50:17.915993,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.863247863247864)","(5.5, 7.2, 7.152)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.116071428571429)","(10.0, 11.5, 11.402366863905325)","(31.0, 75.0, 71.66666666666667)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 36.0, 35.857142857142854)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.333333333333332)"
14-12-2022 18:50:19.477200,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.863247863247864)","(5.5, 7.2, 7.147826086956522)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.1)","(10.0, 11.5, 11.402366863905325)","(31.0, 75.0, 71.66666666666667)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 36.0, 35.857142857142854)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.26530612244898)"
14-12-2022 18:50:21.146212,"(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.832911392405063)","(5.5, 7.2, 7.3909677419354844)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.1)","(10.0, 11.5, 11.360169491525424)","(31.0, 75.0, 73.57142857142857)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 36.0, 36.37037037037037)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.1875)"
14-12-2022 18:50:22.725415,"(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.832911392405063)","(5.5, 7.4, 7.380487804878049)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.1)","(10.0, 11.5, 11.360169491525424)","(31.0, 75.0, 73.57142857142857)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 38.0, 36.37037037037037)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.1875)"
14-12-2022 18:50:24.317468,"(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.83939393939394)","(5.5, 7.4, 7.380487804878049)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.39622641509434)","(31.0, 75.0, 73.57142857142857)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 38.0, 36.37037037037037)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:25.890101,"(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.83939393939394)","(5.5, 7.4, 7.352941176470589)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.39622641509434)","(31.0, 75.0, 70.0)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.648648648648648)","(21.0, 38.0, 36.0)","(31.0, 48.0, 47.7)","(31.0, 50.0, 49.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:27.462037,"(15.0, 21.0, 19.772727272727273)","(5.0, 5.9, 5.83939393939394)","(5.5, 7.4, 7.352941176470589)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.453237410071942)","(31.0, 75.0, 71.9)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.5760000000000005)","(21.0, 38.0, 37.0)","(31.0, 48.0, 48.666666666666664)","(31.0, 50.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:29.050348,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.841269841269841)","(5.5, 7.4, 7.352941176470589)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.453237410071942)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.5760000000000005)","(21.0, 40.0, 37.0)","(31.0, 50.0, 48.666666666666664)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:30.604198,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.8464285714285715)","(5.5, 7.4, 7.350515463917526)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.394904458598726)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.460344827586207)","(5.5, 6.8, 6.521739130434783)","(21.0, 40.0, 38.15384615384615)","(31.0, 50.0, 48.8)","(31.0, 60.0, 52.25)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:32.141079,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.8464285714285715)","(5.5, 7.4, 7.350515463917526)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.004672897196262)","(10.0, 11.5, 11.394904458598726)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.48641975308642)","(5.5, 6.8, 6.521739130434783)","(21.0, 40.0, 38.15384615384615)","(31.0, 50.0, 47.75)","(31.0, 65.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.46938775510204)"
14-12-2022 18:50:33.819217,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.8464285714285715)","(5.5, 7.4, 7.350515463917526)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.034653465346535)","(10.0, 11.5, 11.394904458598726)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.48641975308642)","(5.5, 6.8, 6.521739130434783)","(21.0, 40.0, 37.333333333333336)","(31.0, 48.0, 47.75)","(31.0, 60.0, 49.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.85185185185185)"
14-12-2022 18:50:35.473136,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.8464285714285715)","(5.5, 7.4, 7.1850000000000005)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.034653465346535)","(10.0, 11.5, 11.517241379310345)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.455555555555556)","(5.5, 6.8, 6.521739130434783)","(21.0, 40.0, 37.333333333333336)","(31.0, 48.0, 47.75)","(31.0, 60.0, 54.14285714285714)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.85185185185185)"
14-12-2022 18:50:37.125489,"(15.0, 20.0, 19.9)","(5.0, 5.9, 5.8464285714285715)","(5.5, 7.2, 7.179310344827586)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.034653465346535)","(10.0, 12.0, 11.469696969696969)","(31.0, 75.0, 60.5)","(5.5, 6.6, 6.455555555555556)","(5.5, 6.8, 6.521739130434783)","(21.0, 40.0, 37.333333333333336)","(31.0, 48.0, 47.75)","(31.0, 65.0, 54.14285714285714)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.85185185185185)"
14-12-2022 18:50:38.708382,"(15.0, 20.0, 19.916666666666668)","(5.0, 5.9, 5.850819672131148)","(5.5, 7.2, 7.083870967741936)","(19.0, 30.0, 27.333333333333332)","(9.0, 12.5, 12.04368932038835)","(10.0, 12.0, 11.47565543071161)","(31.0, 75.0, 65.33333333333334)","(5.5, 6.6, 6.46)","(5.5, 6.8, 6.514285714285714)","(21.0, 40.0, 37.6)","(31.0, 48.0, 47.76470588235294)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.862068965517242)"
14-12-2022 18:50:40.309297,"(15.0, 20.0, 19.916666666666668)","(5.0, 5.9, 5.85)","(5.5, 7.2, 7.0256410256410255)","(19.0, 30.0, 27.6)","(9.0, 12.5, 12.038461538461538)","(10.0, 12.0, 11.473880597014926)","(31.0, 75.0, 58.8)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.5125)","(21.0, 40.0, 37.6)","(31.0, 48.0, 47.76470588235294)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.862068965517242)"
14-12-2022 18:50:41.942042,"(15.0, 20.0, 19.916666666666668)","(5.0, 5.9, 6.010666666666666)","(5.5, 7.2, 6.912)","(19.0, 30.0, 28.22222222222222)","(9.0, 12.5, 12.095744680851064)","(10.0, 12.0, 11.473880597014926)","(31.0, 75.0, 61.5)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.581818181818182)","(21.0, 40.0, 37.6)","(31.0, 48.0, 47.733333333333334)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.885714285714286)"
14-12-2022 18:50:43.470963,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 6.011267605633803)","(5.5, 7.0, 6.837209302325581)","(19.0, 30.0, 28.63157894736842)","(9.0, 12.5, 12.095744680851064)","(10.0, 12.0, 11.473880597014926)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.588679245283019)","(21.0, 40.0, 37.333333333333336)","(31.0, 48.0, 47.733333333333334)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.885714285714286)"
14-12-2022 18:50:44.940163,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 5.955813953488373)","(5.5, 7.0, 6.715151515151515)","(19.0, 32.0, 28.8)","(9.0, 12.5, 12.095744680851064)","(10.0, 12.0, 11.523809523809524)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.642253521126761)","(21.0, 40.0, 37.333333333333336)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.885714285714286)"
14-12-2022 18:50:46.456531,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 5.955813953488373)","(5.5, 6.8, 6.694117647058823)","(19.0, 32.0, 28.8)","(9.0, 12.5, 12.095744680851064)","(10.0, 12.0, 11.559748427672956)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.652941176470589)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 22.885714285714286)"
14-12-2022 18:50:47.969380,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 5.983333333333333)","(5.5, 6.8, 6.671428571428571)","(19.0, 32.0, 28.8)","(9.0, 12.5, 12.04368932038835)","(10.0, 12.0, 11.559748427672956)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.652941176470589)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 23.0, 23.3265306122449)"
14-12-2022 18:50:49.527813,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.983333333333333)","(5.5, 6.8, 6.671428571428571)","(19.0, 32.0, 28.8)","(9.0, 12.5, 11.911764705882353)","(10.0, 12.0, 11.561688311688311)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.652941176470589)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.3265306122449)"
14-12-2022 18:50:50.979645,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.983333333333333)","(5.5, 6.8, 6.683870967741935)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.911764705882353)","(10.0, 12.0, 11.527972027972028)","(31.0, 75.0, 54.75)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.652941176470589)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.3265306122449)"
14-12-2022 18:50:52.454751,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.983333333333333)","(5.5, 6.8, 6.683870967741935)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.763157894736842)","(10.0, 12.0, 11.583333333333334)","(31.0, 75.0, 64.875)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.652941176470589)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.3265306122449)"
14-12-2022 18:50:54.089265,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.983333333333333)","(5.5, 6.8, 6.683870967741935)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.763157894736842)","(10.0, 12.0, 11.583333333333334)","(31.0, 75.0, 66.9)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.646464646464646)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.77777777777778)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.3265306122449)"
14-12-2022 18:50:55.729412,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.983333333333333)","(5.5, 6.8, 6.666666666666666)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.73)","(10.0, 12.0, 11.583333333333334)","(31.0, 75.0, 66.9)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.612345679012345)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.733333333333334)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.136363636363637)"
14-12-2022 18:50:57.386939,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.97741935483871)","(5.5, 6.8, 6.666666666666666)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.73)","(10.0, 12.0, 11.55379746835443)","(31.0, 75.0, 66.9)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.663063063063063)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.217391304347824)"
14-12-2022 18:50:58.945027,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.97741935483871)","(5.5, 6.8, 6.655555555555555)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.73)","(10.0, 12.0, 11.55379746835443)","(31.0, 75.0, 70.83333333333334)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.663063063063063)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.217391304347824)"
14-12-2022 18:51:00.346517,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.935064935064935)","(5.5, 6.8, 6.655555555555555)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.6375)","(10.0, 12.0, 11.533112582781458)","(31.0, 75.0, 73.07692307692308)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.6075949367088604)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 47.78947368421053)","(31.0, 65.0, 55.5)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.217391304347824)"
14-12-2022 18:51:01.777451,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 5.935064935064935)","(5.5, 6.8, 6.655555555555555)","(19.0, 32.0, 28.8)","(9.0, 12.0, 11.6375)","(10.0, 12.0, 11.533112582781458)","(31.0, 75.0, 73.07692307692308)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.6075949367088604)","(21.0, 40.0, 38.285714285714285)","(31.0, 48.0, 48.95652173913044)","(31.0, 65.0, 55.333333333333336)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.217391304347824)"
14-12-2022 18:51:03.221123,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.2, 5.935064935064935)","(6.0, 6.8, 6.655555555555555)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.6375)","(10.0, 12.0, 11.430379746835444)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.6075949367088604)","(21.0, 40.0, 38.476190476190474)","(31.0, 50.0, 48.95652173913044)","(31.0, 60.0, 55.333333333333336)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.136363636363637)"
14-12-2022 18:51:05.100662,"(15.0, 20.0, 19.916666666666668)","(5.0, 6.0, 5.91578947368421)","(6.0, 6.8, 6.655555555555555)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.6375)","(10.0, 11.5, 11.63659793814433)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.629213483146067)","(21.0, 40.0, 36.0)","(31.0, 50.0, 48.95652173913044)","(31.0, 60.0, 55.333333333333336)","(101.0, 500.0, 400.0)","(19.0, 25.0, 23.36)"
14-12-2022 18:51:06.693612,"(15.0, 20.0, 19.580645161290324)","(5.0, 6.0, 5.91578947368421)","(6.0, 6.8, 6.664516129032258)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.6375)","(10.0, 12.0, 11.669871794871796)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.629213483146067)","(21.0, 40.0, 34.27272727272727)","(31.0, 50.0, 46.708333333333336)","(31.0, 60.0, 49.2)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.310344827586206)"
14-12-2022 18:51:08.217840,"(15.0, 20.0, 19.580645161290324)","(5.0, 6.0, 5.917021276595745)","(6.0, 6.8, 6.655555555555555)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.6375)","(10.0, 12.0, 11.675496688741722)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.579710144927536)","(21.0, 40.0, 34.27272727272727)","(31.0, 48.0, 46.59090909090909)","(31.0, 50.0, 49.2)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.310344827586206)"
14-12-2022 18:51:09.738151,"(15.0, 20.0, 19.580645161290324)","(5.0, 6.0, 5.917021276595745)","(6.0, 6.8, 6.919607843137255)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.704081632653061)","(10.0, 12.0, 11.675496688741722)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.579710144927536)","(21.0, 40.0, 34.27272727272727)","(31.0, 48.0, 46.59090909090909)","(31.0, 50.0, 49.2)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.321428571428573)"
14-12-2022 18:51:11.434665,"(15.0, 20.0, 19.580645161290324)","(5.0, 6.0, 5.917021276595745)","(6.0, 7.0, 6.919607843137255)","(20.0, 32.0, 29.2)","(9.0, 12.0, 11.704081632653061)","(10.0, 12.0, 11.657738095238095)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.627272727272727)","(21.0, 40.0, 35.142857142857146)","(31.0, 48.0, 47.172413793103445)","(31.0, 50.0, 49.2)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.321428571428573)"
14-12-2022 18:51:13.043086,"(15.0, 20.0, 19.580645161290324)","(5.0, 6.0, 5.914583333333333)","(6.0, 7.0, 6.930097087378641)","(21.0, 32.0, 29.2)","(9.0, 12.0, 11.704081632653061)","(10.0, 12.0, 11.52020202020202)","(31.0, 75.0, 65.0)","(5.5, 6.6, 6.459541984732825)","(5.5, 6.8, 6.4622222222222225)","(21.0, 38.0, 35.142857142857146)","(31.0, 48.0, 47.172413793103445)","(31.0, 50.0, 49.2)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.321428571428573)"
