,Destructor,Holy Spy,Bold Prophet,You Can Tell Me,Skittish,Little Bay Horse,Monetary Gains,Westozi,Schnoots,La Dette,Pearlsndiamonds
07-01-2023 17:10:47.071591,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.51851851851852)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.9, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:48.587633,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.333333333333332)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 32.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:49.964808,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.333333333333332)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 31.5)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:51.363447,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.181818181818183)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 31.5)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:52.815048,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.46153846153846)","(31.0, 85.0, 64.5)","(4.8, 7.2, 6.977777777777778)","(21.0, 34.0, 31.5)","(81.0, 100.0, 103.33333333333333)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 32.0)"
07-01-2023 17:10:54.298494,"(41.0, 150.0, 90.0)","(16.0, 23.0, 21.22222222222222)","(31.0, 85.0, 64.5)","(4.8, 7.6, 6.977777777777778)","(21.0, 34.0, 31.5)","(81.0, 130.0, 96.66666666666667)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 32.0)"
07-01-2023 17:10:55.723446,"(41.0, 170.0, 96.66666666666666)","(16.0, 22.0, 21.4)","(31.0, 85.0, 64.5)","(4.8, 7.6, 6.977777777777778)","(21.0, 34.0, 31.5)","(81.0, 130.0, 96.66666666666667)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.22, 2.2725)","(20.0, 36.0, 32.0)"
07-01-2023 17:10:57.703751,"(41.0, 170.0, 96.66666666666666)","(16.0, 22.0, 21.4)","(31.0, 85.0, 64.5)","(4.8, 7.6, 7.493939393939393)","(21.0, 34.0, 31.5)","(81.0, 130.0, 96.66666666666667)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.6)","(1.95, 2.28, 2.26)","(20.0, 36.0, 32.0)"
07-01-2023 17:10:59.271358,"(41.0, 170.0, 96.66666666666666)","(16.0, 22.0, 21.4)","(31.0, 85.0, 64.5)","(4.8, 7.6, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 130.0, 96.66666666666667)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.136363636363637)","(4.6, 5.8, 5.466666666666667)","(1.95, 2.34, 2.2866666666666666)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:00.803471,"(41.0, 170.0, 96.66666666666666)","(16.0, 22.0, 21.4)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 130.0, 95.0)","(71.0, 180.0, 158.4)","(10.0, 15.5, 14.25)","(4.6, 5.8, 5.3999999999999995)","(1.95, 2.34, 2.308)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:02.494584,"(41.0, 160.0, 93.33333333333334)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 180.0, 146.2962962962963)","(10.0, 15.0, 14.071428571428571)","(4.6, 5.8, 5.3999999999999995)","(1.95, 2.34, 2.2714285714285714)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:04.277347,"(41.0, 160.0, 110.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 170.0, 147.14285714285714)","(10.0, 14.5, 14.071428571428571)","(4.6, 5.8, 5.3999999999999995)","(1.95, 2.34, 2.2714285714285714)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:05.736137,"(41.0, 150.0, 105.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 170.0, 138.0)","(10.0, 14.5, 13.9375)","(4.6, 5.8, 5.3625)","(1.95, 2.34, 2.324)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:07.250563,"(41.0, 150.0, 105.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 150.0, 138.0)","(10.0, 14.5, 13.9375)","(4.6, 5.8, 5.3625)","(1.95, 2.36, 2.324)","(20.0, 36.0, 32.0)"
07-01-2023 17:11:08.725923,"(41.0, 150.0, 105.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 57.666666666666664)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 32.75)","(81.0, 120.0, 95.0)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 14.26923076923077)","(4.6, 5.8, 5.218181818181819)","(1.95, 2.36, 2.32)","(20.0, 36.0, 29.6)"
07-01-2023 17:11:10.251061,"(41.0, 150.0, 90.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796666666666667)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 14.26923076923077)","(4.6, 5.3, 5.218181818181819)","(1.95, 2.36, 2.325)","(20.0, 36.0, 30.0)"
07-01-2023 17:11:11.681259,"(41.0, 150.0, 90.0)","(16.0, 20.0, 19.8125)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 14.227272727272727)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.36, 2.325)","(20.0, 34.0, 27.636363636363637)"
07-01-2023 17:11:13.173715,"(41.0, 150.0, 90.0)","(16.0, 20.0, 19.8)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 14.227272727272727)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.36, 2.316)","(20.0, 34.0, 27.636363636363637)"
07-01-2023 17:11:14.585313,"(41.0, 150.0, 90.0)","(16.0, 20.0, 19.75)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 95.0)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 14.227272727272727)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.316)","(20.0, 34.0, 27.636363636363637)"
07-01-2023 17:11:16.063027,"(41.0, 150.0, 90.0)","(16.0, 20.0, 19.75)","(31.0, 85.0, 64.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 132.85714285714286)","(10.0, 14.5, 13.45)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3285714285714287)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:17.416117,"(41.0, 150.0, 114.0)","(16.0, 23.0, 20.328125)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 13.5, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:18.782546,"(41.0, 150.0, 114.0)","(16.0, 23.0, 20.051724137931036)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:20.069191,"(41.0, 150.0, 114.0)","(16.0, 23.0, 20.051724137931036)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:21.428452,"(41.0, 150.0, 114.0)","(16.0, 23.0, 20.051724137931036)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:22.818213,"(41.0, 150.0, 114.0)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:24.107137,"(41.0, 150.0, 114.0)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:25.348746,"(41.0, 150.0, 114.0)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 65.5)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 150.0, 138.0)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:26.714831,"(41.0, 150.0, 114.0)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 160.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:28.103791,"(41.0, 150.0, 93.33333333333333)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.3125)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:29.438487,"(41.0, 150.0, 93.33333333333333)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.2818181818181817)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:30.723176,"(41.0, 150.0, 93.33333333333333)","(16.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.2818181818181817)","(20.0, 34.0, 27.0)"
07-01-2023 17:11:32.006798,"(41.0, 150.0, 93.33333333333333)","(15.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.2818181818181817)","(19.0, 34.0, 27.0)"
07-01-2023 17:11:33.252697,"(41.0, 150.0, 107.5)","(15.0, 23.0, 19.823529411764707)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 13.8)","(4.6, 5.3, 5.226315789473684)","(1.95, 2.38, 2.29)","(19.0, 34.0, 27.0)"
07-01-2023 17:11:34.700225,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 31.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 14.0, 15.392857142857142)","(4.6, 5.3, 5.237777777777778)","(1.95, 2.38, 2.296)","(19.0, 34.0, 31.692307692307693)"
07-01-2023 17:11:35.990041,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 33.42857142857143)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.392857142857142)","(4.6, 5.3, 5.237777777777778)","(1.95, 2.32, 2.26)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:37.225469,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 34.0, 33.42857142857143)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.392857142857142)","(4.6, 5.3, 5.237777777777778)","(1.95, 2.32, 2.26)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:38.500555,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 85.0, 69.4)","(4.8, 6.8, 6.796363636363636)","(21.0, 36.0, 35.5)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.392857142857142)","(4.6, 5.3, 5.237777777777778)","(1.95, 2.32, 2.22)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:39.803457,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 85.0, 66.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 36.0, 34.0)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.4)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.1900000000000004)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:41.120984,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 69.33333333333333)","(4.8, 6.8, 6.796428571428571)","(21.0, 36.0, 35.333333333333336)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.1900000000000004)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:42.447823,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 69.33333333333333)","(4.8, 6.8, 6.796428571428571)","(21.0, 36.0, 35.333333333333336)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.1900000000000004)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:43.782925,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 69.33333333333333)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.1)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.188)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:45.154034,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 69.33333333333333)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.1)","(81.0, 120.0, 97.5)","(71.0, 170.0, 113.75)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.188)","(19.0, 34.0, 33.333333333333336)"
07-01-2023 17:11:46.548748,"(41.0, 150.0, 107.5)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 65.0)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 120.0, 110.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.188)","(19.0, 34.0, 32.333333333333336)"
07-01-2023 17:11:47.914623,"(41.0, 150.0, 128.75)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 72.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 130.0, 100.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.188)","(19.0, 34.0, 32.333333333333336)"
07-01-2023 17:11:49.387022,"(41.0, 150.0, 128.75)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 72.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 130.0, 100.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.188)","(19.0, 34.0, 32.333333333333336)"
07-01-2023 17:11:51.088333,"(41.0, 150.0, 128.75)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 72.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 130.0, 100.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.1814814814814816)","(19.0, 34.0, 32.333333333333336)"
07-01-2023 17:11:52.605551,"(41.0, 150.0, 128.75)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 72.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 130.0, 100.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 15.416666666666666)","(4.6, 5.3, 5.203448275862069)","(1.95, 2.2, 2.1816666666666666)","(19.0, 34.0, 32.333333333333336)"
07-01-2023 17:11:54.053765,"(41.0, 150.0, 128.75)","(15.0, 22.0, 20.833333333333332)","(31.0, 80.0, 72.5)","(4.8, 6.8, 6.796428571428571)","(21.0, 40.0, 39.23076923076923)","(81.0, 130.0, 100.0)","(71.0, 170.0, 116.42857142857143)","(10.0, 15.5, 17.57894736842105)","(4.6, 5.3, 5.18)","(1.95, 2.2, 2.178181818181818)","(19.0, 34.0, 31.5)"
07-01-2023 17:11:55.523265,"(41.0, 150.0, 137.85714285714286)","(15.0, 22.0, 21.75)","(31.0, 80.0, 76.25)","(4.8, 7.6, 7.33972602739726)","(21.0, 40.0, 39.82857142857143)","(81.0, 140.0, 110.0)","(71.0, 170.0, 110.0)","(10.0, 18.0, 16.956521739130434)","(4.6, 5.3, 5.18)","(1.95, 2.18, 2.178181818181818)","(19.0, 34.0, 31.5)"
07-01-2023 17:11:57.033445,"(41.0, 150.0, 137.85714285714286)","(15.0, 22.0, 21.75)","(31.0, 80.0, 76.25)","(4.8, 7.6, 7.33972602739726)","(21.0, 40.0, 39.82857142857143)","(71.0, 130.0, 110.0)","(71.0, 170.0, 147.14285714285714)","(10.0, 18.0, 17.305555555555557)","(4.6, 5.3, 5.18)","(1.95, 2.18, 2.178095238095238)","(19.0, 34.0, 31.5)"
07-01-2023 17:11:58.339587,"(41.0, 150.0, 137.85714285714286)","(15.0, 22.0, 21.75)","(31.0, 80.0, 76.25)","(4.8, 7.6, 6.45)","(21.0, 40.0, 39.82857142857143)","(71.0, 130.0, 110.0)","(71.0, 170.0, 147.14285714285714)","(10.0, 17.5, 16.842105263157894)","(4.6, 5.3, 5.174418604651162)","(1.95, 2.18, 2.1733333333333333)","(19.0, 34.0, 31.5)"
07-01-2023 17:11:59.637501,"(41.0, 150.0, 137.85714285714286)","(15.0, 22.0, 21.75)","(31.0, 80.0, 67.5)","(4.8, 6.6, 6.7555555555555555)","(21.0, 40.0, 38.0)","(71.0, 130.0, 120.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 17.0, 16.375)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.18, 2.179090909090909)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:01.024656,"(41.0, 150.0, 110.0)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.6, 6.7555555555555555)","(21.0, 40.0, 43.0)","(71.0, 130.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 17.0, 16.6875)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.18, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:02.384266,"(41.0, 150.0, 110.0)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.6, 6.7555555555555555)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 17.0, 15.25)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:03.718424,"(41.0, 150.0, 110.0)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.6, 6.909090909090909)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 17.0, 15.7)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:04.952579,"(41.0, 150.0, 110.0)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.6, 6.909090909090909)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 17.5, 15.7)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:06.225223,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.4, 7.139130434782609)","(21.0, 46.0, 41.2)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.285714285714285)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:07.472022,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.4, 7.139130434782609)","(21.0, 46.0, 41.2)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.285714285714285)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1744827586206896)","(19.0, 34.0, 32.666666666666664)"
07-01-2023 17:12:08.777792,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 67.5)","(4.8, 7.2, 6.838709677419355)","(21.0, 46.0, 41.2)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.285714285714285)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.179154929577465)","(19.0, 34.0, 30.470588235294116)"
07-01-2023 17:12:10.165048,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 61.25)","(4.8, 7.2, 6.633333333333333)","(21.0, 46.0, 41.2)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.333333333333334)","(4.6, 5.3, 5.194117647058823)","(1.95, 2.2, 2.1529032258064515)","(19.0, 32.0, 31.333333333333332)"
07-01-2023 17:12:11.392870,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 61.25)","(4.8, 7.2, 6.64)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.333333333333334)","(4.6, 5.3, 5.201818181818181)","(1.95, 2.16, 2.1529032258064515)","(19.0, 32.0, 31.333333333333332)"
07-01-2023 17:12:12.652141,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 61.25)","(4.8, 7.2, 6.627272727272727)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 103.33333333333333)","(10.0, 16.0, 14.333333333333334)","(4.6, 5.3, 5.201818181818181)","(1.95, 2.16, 2.1529032258064515)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:13.938389,"(41.0, 150.0, 136.66666666666669)","(15.0, 22.0, 21.57142857142857)","(31.0, 80.0, 63.333333333333336)","(4.8, 7.2, 6.627272727272727)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 170.0, 105.83333333333333)","(10.0, 16.0, 14.333333333333334)","(4.6, 5.3, 5.201818181818181)","(1.95, 2.16, 2.1529032258064515)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:15.258949,"(41.0, 150.0, 132.5)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.752941176470588)","(21.0, 46.0, 43.0)","(71.0, 140.0, 110.0)","(71.0, 160.0, 101.11111111111111)","(10.0, 16.0, 13.777777777777779)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.1562962962962966)","(19.0, 32.0, 31.0)"
