,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:36:34.053193,"(7.5, 9.0, 8.8)","(81.0, 170.0, 162.0)","(61.0, 90.0, 88.92857142857143)","(5.0, 6.2, 6.119402985074627)","(2.5, 2.98, 2.985499058380414)","(10.0, 13.0, 12.641104294478527)","(5.5, 6.4, 6.306599832915623)","(7.0, 7.6, 7.476760563380282)"
07-01-2023 12:36:35.404656,"(7.5, 8.8, 8.903930131004367)","(81.0, 170.0, 162.0)","(61.0, 90.0, 87.5)","(5.0, 6.2, 6.1)","(2.5, 3.0, 2.981578947368421)","(10.0, 13.0, 12.720588235294118)","(5.5, 6.4, 6.306208053691275)","(7.0, 7.6, 7.448132780082988)"
07-01-2023 12:36:36.603786,"(7.5, 9.0, 8.951965065502183)","(81.0, 170.0, 162.0)","(61.0, 90.0, 87.04545454545455)","(5.0, 6.2, 6.099236641221374)","(2.5, 3.0, 2.9867905405405404)","(10.0, 13.0, 12.666666666666666)","(5.5, 6.4, 6.303703703703704)","(7.0, 7.6, 7.509711286089239)"
07-01-2023 12:36:37.769629,"(7.5, 8.8, 8.75934065934066)","(81.0, 170.0, 162.0)","(61.0, 90.0, 86.9047619047619)","(5.0, 6.2, 6.099236641221374)","(2.5, 3.0, 3.0185393258426965)","(10.0, 13.0, 12.58974358974359)","(5.5, 6.4, 6.273320537428023)","(7.0, 7.6, 7.497546012269939)"
07-01-2023 12:36:39.013957,"(7.5, 9.0, 8.804597701149426)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 87.17391304347827)","(5.0, 6.2, 6.0920245398773005)","(2.5, 3.05, 3.0255399568034558)","(10.0, 13.0, 12.751004016064257)","(5.5, 6.4, 6.271401869158879)","(7.0, 7.6, 7.428965517241379)"
07-01-2023 12:36:40.337313,"(7.5, 8.8, 8.758750000000001)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 87.17391304347827)","(5.0, 6.2, 6.091836734693878)","(2.5, 3.05, 3.028860489882854)","(10.0, 13.0, 12.784722222222221)","(5.5, 6.4, 6.270254957507082)","(7.0, 7.6, 7.494897959183674)"
07-01-2023 12:36:41.680397,"(7.5, 8.8, 8.757466063348417)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 87.17391304347827)","(5.0, 6.2, 6.097560975609756)","(2.5, 3.05, 3.0295991778006166)","(10.0, 13.0, 12.785467128027681)","(5.5, 6.4, 6.244038668098819)","(7.0, 7.6, 7.442285714285714)"
07-01-2023 12:36:42.962013,"(7.5, 8.8, 8.757466063348417)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 88.33333333333333)","(5.0, 6.2, 6.0709832134292565)","(2.5, 3.05, 3.023791348600509)","(10.0, 13.0, 12.833791208791208)","(5.5, 6.4, 6.256756756756757)","(7.0, 7.6, 7.368224299065421)"
07-01-2023 12:36:44.179844,"(7.5, 8.8, 8.75421686746988)","(81.0, 170.0, 164.28571428571428)","(61.0, 95.0, 87.85714285714286)","(5.0, 6.2, 6.059067357512953)","(2.5, 3.05, 3.023846153846154)","(10.0, 13.0, 12.833791208791208)","(5.5, 6.4, 6.261650045330916)","(7.0, 7.4, 7.310429447852761)"
07-01-2023 12:36:45.348914,"(7.5, 8.8, 8.75421686746988)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 87.85714285714286)","(5.0, 6.2, 6.0539007092198585)","(2.5, 3.05, 3.0250611246943766)","(10.0, 13.0, 12.850247524752476)","(5.5, 6.4, 6.261987237921605)","(7.0, 7.4, 7.363636363636363)"
07-01-2023 12:36:46.608189,"(7.5, 8.8, 8.656470588235294)","(81.0, 170.0, 164.28571428571428)","(61.0, 90.0, 84.82142857142857)","(5.0, 6.2, 5.9952522255192875)","(2.5, 3.05, 3.024322580645161)","(10.0, 13.0, 12.850247524752476)","(5.5, 6.4, 6.261427280939476)","(7.0, 7.6, 7.452272727272727)"
07-01-2023 12:36:48.006675,"(7.5, 8.8, 8.671641791044776)","(81.0, 170.0, 164.28571428571428)","(61.0, 85.0, 82.87878787878788)","(5.0, 6.0, 5.950561797752809)","(2.5, 3.05, 3.064561855670103)","(10.0, 13.0, 12.956928838951312)","(5.5, 6.4, 6.267320902845928)","(7.0, 7.6, 7.377777777777777)"
07-01-2023 12:36:49.335858,"(7.5, 8.8, 8.740277777777779)","(81.0, 170.0, 164.28571428571428)","(61.0, 85.0, 80.92592592592592)","(5.0, 6.0, 5.931168831168831)","(2.5, 3.1, 3.056026365348399)","(10.0, 13.0, 12.956273764258555)","(5.5, 6.4, 6.268703703703704)","(7.0, 7.6, 7.390291262135922)"
07-01-2023 12:36:50.611794,"(7.5, 8.8, 8.740689655172414)","(81.0, 170.0, 164.28571428571428)","(61.0, 85.0, 80.92592592592592)","(5.0, 6.0, 5.828272251308901)","(2.5, 3.1, 3.052302631578947)","(10.0, 13.0, 12.966954022988507)","(5.5, 6.4, 6.2568147013782545)","(7.0, 7.4, 7.473239436619719)"
07-01-2023 12:36:51.793479,"(7.5, 9.0, 8.760730593607306)","(81.0, 170.0, 166.66666666666666)","(61.0, 85.0, 82.80701754385964)","(5.0, 5.9, 5.877392739273928)","(2.5, 3.1, 3.0376523412443874)","(10.0, 13.0, 13.160611854684513)","(5.5, 6.4, 6.2857302742025745)","(7.0, 7.6, 7.544099378881987)"
07-01-2023 12:36:53.165295,"(7.5, 9.0, 8.944512195121952)","(81.0, 190.0, 188.46153846153845)","(61.0, 85.0, 83.3)","(5.0, 5.9, 5.868580542264753)","(2.5, 3.05, 3.0388188453881884)","(10.0, 13.5, 13.178938356164384)","(5.5, 6.4, 6.285858021240917)","(7.0, 7.6, 7.550094517958412)"
07-01-2023 12:36:54.575612,"(7.5, 9.0, 8.955409836065574)","(81.0, 190.0, 188.46153846153845)","(61.0, 85.0, 83.11111111111111)","(5.0, 5.9, 5.850126582278481)","(2.5, 3.05, 3.0277741726151848)","(10.0, 13.5, 13.18237347294939)","(5.5, 6.4, 6.285036702428007)","(7.0, 7.6, 7.575438596491228)"
07-01-2023 12:36:56.049592,"(7.5, 9.0, 8.98955223880597)","(81.0, 190.0, 188.46153846153845)","(61.0, 85.0, 88.82352941176471)","(5.0, 5.9, 5.8486666666666665)","(2.5, 3.05, 2.9933595800524935)","(10.0, 13.5, 13.194237918215613)","(5.5, 6.4, 6.181760145918833)","(7.0, 7.6, 7.675155279503105)"
07-01-2023 12:36:57.949718,"(7.5, 9.2, 9.17159420289855)","(81.0, 190.0, 188.46153846153845)","(61.0, 90.0, 89.04761904761905)","(5.0, 5.9, 5.830735930735931)","(2.5, 3.0, 2.986546489563567)","(10.0, 13.5, 13.122787610619469)","(5.5, 6.2, 6.203307392996109)","(7.0, 7.8, 7.69933774834437)"
07-01-2023 12:36:59.816595,"(7.5, 9.4, 9.198657718120806)","(81.0, 190.0, 188.46153846153845)","(61.0, 90.0, 89.04761904761905)","(5.0, 5.9, 5.701449275362319)","(2.5, 3.0, 2.980300751879699)","(10.0, 13.5, 13.128329297820823)","(5.5, 6.4, 6.2228337671997025)","(7.0, 7.8, 7.7601078167115904)"
07-01-2023 12:37:01.171341,"(7.5, 9.4, 9.2625)","(81.0, 190.0, 188.46153846153845)","(61.0, 90.0, 84.22222222222223)","(5.0, 5.8, 5.651244509516837)","(2.5, 3.0, 2.976)","(10.0, 13.5, 13.120267260579064)","(5.5, 6.4, 6.237434554973822)","(7.0, 7.8, 7.748768472906404)"
07-01-2023 12:37:02.487494,"(7.5, 9.4, 9.247393364928909)","(81.0, 190.0, 188.33333333333334)","(61.0, 85.0, 84.22222222222223)","(5.0, 5.8, 5.692134831460674)","(2.5, 3.0, 2.9806118143459917)","(10.0, 13.5, 13.12442396313364)","(5.5, 6.4, 6.2318273769386385)","(7.0, 7.8, 7.741176470588235)"
07-01-2023 12:37:03.797068,"(7.5, 9.4, 9.219607843137256)","(81.0, 190.0, 188.33333333333334)","(61.0, 85.0, 84.22222222222223)","(5.0, 5.7, 5.688505747126437)","(2.5, 3.0, 2.9772764786795047)","(10.0, 13.5, 13.127659574468085)","(5.5, 6.4, 6.232108843537415)","(7.0, 7.8, 7.741062801932367)"
07-01-2023 12:37:05.162664,"(7.5, 9.4, 9.159349593495934)","(81.0, 190.0, 188.33333333333334)","(61.0, 85.0, 84.13043478260869)","(5.0, 5.7, 5.689506172839506)","(2.5, 3.0, 2.973355481727575)","(10.0, 13.5, 13.130695443645084)","(5.5, 6.4, 6.229460317460318)","(7.0, 7.8, 7.8516853932584265)"
07-01-2023 12:37:06.774916,"(7.5, 9.2, 9.337463126843657)","(81.0, 190.0, 198.57142857142858)","(61.0, 85.0, 92.85714285714286)","(5.0, 5.7, 5.747235023041474)","(2.5, 2.98, 2.9247207586933612)","(10.0, 13.5, 13.2112)","(5.5, 6.4, 6.257006369426752)","(7.0, 8.2, 8.114728682170542)"
07-01-2023 12:37:08.235308,"(7.5, 9.4, 9.320348837209302)","(81.0, 200.0, 198.57142857142858)","(61.0, 95.0, 91.78571428571429)","(5.0, 5.8, 5.730860534124629)","(2.5, 2.94, 2.9096880517951735)","(10.0, 13.5, 13.205188679245284)","(5.5, 6.4, 6.263594936708861)","(7.0, 8.2, 8.111702127659575)"
07-01-2023 12:37:09.650181,"(7.5, 9.4, 9.327704485488127)","(81.0, 200.0, 197.5)","(61.0, 95.0, 92.6)","(5.0, 5.8, 5.745687645687646)","(2.5, 2.92, 2.9055878467635403)","(10.0, 13.5, 13.205188679245284)","(5.5, 6.4, 6.270443073471677)","(7.0, 8.2, 8.111702127659575)"
07-01-2023 12:37:11.055322,"(7.5, 9.4, 9.327704485488127)","(81.0, 200.0, 200.0)","(61.0, 95.0, 90.9375)","(5.0, 5.8, 5.737533512064343)","(2.5, 2.92, 2.9095755182625864)","(10.0, 13.5, 13.209807073954984)","(5.5, 6.4, 6.2680232558139535)","(7.0, 8.2, 7.978768577494692)"
07-01-2023 12:37:12.371509,"(7.5, 9.4, 9.325945945945946)","(81.0, 210.0, 200.0)","(61.0, 95.0, 88.06451612903226)","(5.0, 5.8, 5.749176470588235)","(2.5, 2.92, 2.897544338335607)","(10.0, 13.5, 13.209807073954984)","(5.5, 6.4, 6.281310043668123)","(7.0, 8.0, 7.947719298245614)"
07-01-2023 12:37:13.693315,"(7.5, 9.4, 9.33021978021978)","(101.0, 210.0, 196.66666666666666)","(61.0, 90.0, 88.06451612903226)","(5.0, 5.8, 5.749643705463183)","(2.5, 2.9, 2.896339285714286)","(10.0, 13.5, 13.206980519480519)","(5.5, 6.4, 6.281657848324516)","(7.0, 8.0, 7.961073825503355)"
07-01-2023 12:37:15.022593,"(7.5, 9.4, 9.48944099378882)","(101.0, 210.0, 167.14285714285714)","(61.0, 90.0, 86.42857142857143)","(5.0, 5.8, 5.756584362139917)","(2.5, 2.9, 2.893593314763231)","(10.0, 13.5, 13.222924187725631)","(5.5, 6.4, 6.2806580702534465)","(7.0, 8.0, 7.947392290249433)"
07-01-2023 12:37:16.311955,"(7.5, 9.6, 9.502617801047121)","(91.0, 180.0, 171.8181818181818)","(61.0, 90.0, 86.34146341463415)","(5.0, 5.8, 5.7508604206500955)","(2.5, 2.9, 2.8962101910828024)","(10.0, 13.5, 13.221920289855072)","(5.5, 6.4, 6.278940835746794)","(7.0, 8.0, 7.96735632183908)"
07-01-2023 12:37:17.610779,"(7.5, 9.6, 9.502617801047121)","(91.0, 180.0, 230.0)","(61.0, 90.0, 86.42857142857143)","(5.0, 5.8, 5.808993288590604)","(2.5, 2.9, 2.8955555555555557)","(10.0, 13.5, 13.188461538461539)","(5.5, 6.4, 6.202654280026543)","(7.0, 8.0, 7.952293577981651)"
07-01-2023 12:37:18.873888,"(7.5, 9.6, 9.51945701357466)","(91.0, 280.0, 230.0)","(61.0, 90.0, 87.14285714285714)","(5.0, 5.9, 5.765605095541401)","(2.5, 2.9, 2.889708222811671)","(10.0, 13.5, 13.205024311183145)","(5.5, 6.4, 6.186443714541654)","(7.0, 8.0, 7.965432098765432)"
07-01-2023 12:37:20.060758,"(7.5, 9.6, 9.534082397003745)","(91.0, 250.0, 238.88888888888889)","(61.0, 90.0, 86.8)","(5.0, 5.9, 5.760418963616318)","(2.5, 2.9, 2.892792207792208)","(10.0, 13.5, 13.205501618122977)","(5.5, 6.2, 6.186459886668655)","(7.0, 8.0, 7.967422680412371)"
07-01-2023 12:37:21.372293,"(7.5, 9.6, 9.534586466165413)","(91.0, 250.0, 210.0)","(61.0, 90.0, 88.33333333333333)","(5.0, 5.9, 5.775820895522388)","(2.5, 2.9, 2.9103754266211603)","(10.0, 13.5, 13.265135699373696)","(5.5, 6.2, 6.186198761427308)","(7.0, 8.0, 7.9624)"
07-01-2023 12:37:22.663737,"(7.5, 9.6, 9.532818532818533)","(91.0, 230.0, 180.0)","(61.0, 90.0, 87.75)","(5.0, 5.8, 5.7836)","(2.5, 2.92, 2.908970588235294)","(10.0, 13.5, 13.243470149253731)","(5.5, 6.2, 6.185527099463966)","(7.0, 8.0, 8.083916083916083)"
07-01-2023 12:37:23.948370,"(7.5, 9.6, 9.537254901960784)","(91.0, 230.0, 176.66666666666666)","(61.0, 90.0, 88.30188679245283)","(5.0, 5.8, 5.700613496932515)","(2.5, 2.92, 2.9161855670103094)","(10.0, 13.5, 13.25626204238921)","(5.5, 6.2, 6.208540218470705)","(7.0, 8.2, 8.008450704225352)"
07-01-2023 12:37:25.200236,"(7.5, 9.6, 9.525925925925925)","(91.0, 230.0, 176.66666666666666)","(61.0, 90.0, 87.5925925925926)","(5.0, 5.8, 5.673939393939394)","(2.5, 2.92, 2.916180904522613)","(10.0, 13.5, 13.261296660117878)","(5.5, 6.4, 6.24201223657376)","(7.0, 8.2, 8.078688524590163)"
07-01-2023 12:37:26.474588,"(7.5, 9.6, 9.525925925925925)","(91.0, 210.0, 180.0)","(61.0, 90.0, 87.5925925925926)","(5.0, 5.7, 5.686320754716982)","(2.5, 2.92, 2.906607009694258)","(10.0, 13.5, 13.266666666666667)","(5.5, 6.4, 6.2469280280866)","(7.0, 8.2, 8.108264462809917)"
07-01-2023 12:37:27.786626,"(7.5, 9.6, 9.534065934065934)","(91.0, 210.0, 183.33333333333331)","(61.0, 90.0, 84.88095238095238)","(5.0, 5.7, 5.680392156862745)","(2.5, 2.94, 2.9222258862324813)","(10.0, 13.5, 13.576576576576576)","(5.5, 6.4, 6.2482045039561775)","(7.0, 8.2, 7.775925925925926)"
07-01-2023 12:37:28.997049,"(7.5, 9.8, 9.664615384615384)","(91.0, 200.0, 186.66666666666666)","(61.0, 85.0, 84.88095238095238)","(5.0, 5.7, 5.682517482517483)","(2.5, 2.94, 2.921954697986577)","(10.0, 14.0, 13.75)","(5.5, 6.4, 6.247810218978103)","(7.0, 7.8, 7.771689497716895)"
07-01-2023 12:37:30.275741,"(7.5, 9.8, 9.660481099656357)","(91.0, 200.0, 174.6153846153846)","(61.0, 85.0, 83.9423076923077)","(5.0, 5.7, 5.675802997858672)","(2.5, 2.94, 2.9233319519270617)","(10.0, 14.0, 13.740625)","(5.5, 6.4, 6.247810218978103)","(7.0, 7.8, 7.757344064386317)"
07-01-2023 12:37:31.477612,"(7.5, 9.8, 9.660481099656357)","(91.0, 190.0, 171.8181818181818)","(61.0, 85.0, 83.9423076923077)","(5.0, 5.7, 5.727173913043479)","(2.5, 2.94, 2.9260176125244617)","(10.0, 14.0, 13.740356083086054)","(5.5, 6.4, 6.247230675593427)","(7.0, 7.8, 7.760150375939849)"
07-01-2023 12:37:32.631628,"(7.5, 9.6, 9.551470588235293)","(91.0, 180.0, 168.75)","(61.0, 85.0, 83.30645161290323)","(5.0, 5.8, 5.704577464788732)","(2.5, 2.94, 2.9266985645933015)","(10.0, 14.0, 13.7621776504298)","(5.5, 6.4, 6.245264452644527)","(7.0, 7.8, 7.768359375)"
07-01-2023 12:37:33.758813,"(7.5, 9.4, 9.340522875816994)","(91.0, 180.0, 168.75)","(61.0, 85.0, 83.30645161290323)","(5.0, 5.8, 5.685838150289017)","(2.5, 2.94, 2.9278581560283685)","(10.0, 14.0, 13.77621483375959)","(5.5, 6.4, 6.249195949970221)","(7.0, 7.8, 7.771578947368421)"
07-01-2023 12:37:34.909252,"(7.5, 9.4, 9.333333333333334)","(91.0, 230.0, 190.0)","(61.0, 85.0, 83.38461538461539)","(5.0, 5.7, 5.666776315789473)","(2.5, 2.94, 2.922793462109955)","(10.0, 14.0, 13.7217659137577)","(5.5, 6.4, 6.252075042637863)","(7.0, 7.8, 7.764395604395604)"
07-01-2023 12:37:36.065568,"(7.5, 9.4, 9.333333333333334)","(91.0, 230.0, 170.76923076923077)","(61.0, 85.0, 83.38461538461539)","(5.0, 5.7, 5.6)","(2.5, 2.94, 2.932847854356307)","(10.0, 14.0, 13.78643216080402)","(5.5, 6.4, 6.257486338797815)","(7.0, 7.8, 7.773542600896861)"
07-01-2023 12:37:37.207950,"(7.5, 9.4, 9.339664804469274)","(91.0, 230.0, 171.66666666666666)","(61.0, 85.0, 78.06818181818181)","(5.0, 5.6, 5.589206349206349)","(2.5, 2.94, 2.9598695652173914)","(10.0, 14.0, 13.755787037037036)","(5.5, 6.4, 6.263498694516971)","(7.0, 7.8, 7.782266009852217)"
07-01-2023 12:37:38.387816,"(7.5, 9.4, 9.381818181818183)","(91.0, 230.0, 181.875)","(61.0, 80.0, 77.92682926829268)","(5.0, 5.6, 5.58966565349544)","(2.5, 2.96, 2.9637302725968437)","(10.0, 14.0, 13.764248704663212)","(5.5, 6.4, 6.2656731757451185)","(7.0, 7.8, 7.744303797468354)"
07-01-2023 12:37:39.544977,"(7.5, 9.6, 9.511415525114154)","(91.0, 230.0, 211.66666666666669)","(61.0, 80.0, 77.6086956521739)","(5.0, 5.6, 5.4824817518248175)","(2.5, 2.98, 2.9688555347091934)","(10.0, 14.0, 13.781094527363184)","(5.5, 6.4, 6.300514444004749)","(7.0, 7.8, 7.773871733966746)"
07-01-2023 12:37:40.776102,"(7.5, 9.6, 9.511415525114154)","(91.0, 220.0, 200.0)","(61.0, 80.0, 78.625)","(5.0, 5.5, 5.479674796747967)","(2.5, 2.98, 2.9743037974683544)","(10.0, 14.0, 13.699812382739212)","(5.5, 6.4, 6.338800303720578)","(7.0, 7.8, 7.930016583747927)"
07-01-2023 12:37:41.995135,"(7.5, 9.6, 9.57199124726477)","(91.0, 230.0, 200.0)","(61.0, 80.0, 78.11827956989248)","(5.0, 5.5, 5.480938416422288)","(2.5, 2.98, 2.9770630372492835)","(10.0, 14.0, 13.408823529411764)","(5.5, 6.4, 6.3435471698113215)","(7.0, 8.0, 7.941666666666666)"
07-01-2023 12:37:43.224035,"(7.5, 9.6, 9.571364653243847)","(91.0, 230.0, 198.0)","(61.0, 80.0, 78.16666666666667)","(5.0, 5.5, 5.5396449704142015)","(2.5, 2.98, 2.9753194103194103)","(10.0, 13.5, 12.952380952380953)","(5.5, 6.4, 6.343333333333334)","(7.0, 8.0, 7.941666666666666)"
07-01-2023 12:37:44.580312,"(7.5, 9.6, 9.571364653243847)","(91.0, 230.0, 194.44444444444446)","(61.0, 80.0, 78.26315789473684)","(5.0, 5.6, 5.560909090909091)","(2.5, 2.98, 2.9752752880921896)","(10.0, 13.0, 12.923306772908367)","(5.5, 6.4, 6.29737089201878)","(7.0, 8.0, 7.95)"
07-01-2023 12:37:45.921601,"(7.5, 9.6, 9.584988962472407)","(91.0, 230.0, 194.44444444444446)","(61.0, 80.0, 78.26315789473684)","(5.0, 5.6, 5.545890410958904)","(2.5, 2.98, 2.982007926023778)","(10.0, 13.0, 12.876543209876543)","(5.5, 6.4, 6.325742904841403)","(7.0, 8.0, 7.947750865051903)"
07-01-2023 12:37:47.234053,"(7.5, 9.6, 9.568951612903225)","(91.0, 220.0, 210.0)","(61.0, 80.0, 77.8021978021978)","(5.0, 5.6, 5.553935860058309)","(2.5, 3.0, 2.982007926023778)","(10.0, 13.0, 12.876543209876543)","(5.5, 6.4, 6.272238122495708)","(7.0, 8.0, 7.937299035369775)"
07-01-2023 12:37:48.701905,"(7.5, 9.6, 9.569625246548323)","(91.0, 220.0, 205.0)","(61.0, 80.0, 77.07207207207207)","(5.0, 5.6, 5.573629242819843)","(2.5, 2.98, 2.9743243243243245)","(10.0, 13.5, 13.131832797427652)","(5.5, 6.4, 6.272238122495708)","(7.0, 8.0, 7.937299035369775)"
07-01-2023 12:37:50.115534,"(7.5, 9.6, 9.567714884696016)","(91.0, 200.0, 176.66666666666666)","(61.0, 80.0, 71.73469387755102)","(5.0, 5.7, 5.638425925925926)","(2.5, 2.98, 2.9747290274684484)","(10.0, 13.5, 13.155015197568389)","(5.5, 6.4, 6.3175762137749345)","(7.0, 8.0, 7.928571428571429)"
07-01-2023 12:37:51.241582,"(7.5, 9.6, 9.567714884696016)","(91.0, 210.0, 176.66666666666666)","(61.0, 80.0, 72.75)","(5.0, 5.7, 5.647568710359408)","(2.5, 2.98, 2.973016142735769)","(10.0, 13.5, 13.126644736842104)","(5.5, 6.4, 6.286567164179105)","(7.0, 8.0, 7.94975845410628)"
07-01-2023 12:37:52.415843,"(7.5, 9.6, 9.576827094474153)","(91.0, 210.0, 191.25)","(61.0, 75.0, 71.95652173913044)","(5.0, 5.7, 5.666115702479338)","(2.5, 2.98, 2.9753482880755606)","(10.0, 13.5, 13.126644736842104)","(5.5, 6.4, 6.282611683848797)","(7.0, 8.0, 7.957120500782473)"
07-01-2023 12:37:53.549144,"(7.5, 9.6, 9.576647834274953)","(91.0, 210.0, 193.33333333333334)","(61.0, 75.0, 71.95652173913044)","(5.0, 5.8, 5.6378531073446325)","(2.5, 2.98, 2.9795793499043977)","(10.0, 13.5, 13.126644736842104)","(5.5, 6.4, 6.282398048100384)","(7.0, 8.0, 7.940181268882175)"
07-01-2023 12:37:54.741887,"(7.5, 9.6, 9.57525354969574)","(91.0, 190.0, 185.0)","(61.0, 75.0, 71.66666666666667)","(5.0, 5.7, 5.61523178807947)","(2.5, 2.98, 2.9661960246744346)","(10.0, 13.5, 13.126644736842104)","(5.5, 6.4, 6.281502086230876)","(7.0, 8.0, 7.935555555555555)"
07-01-2023 12:37:55.934378,"(7.5, 9.6, 9.57685009487666)","(91.0, 190.0, 185.0)","(61.0, 75.0, 73.93617021276596)","(5.0, 5.7, 5.630516431924883)","(2.5, 3.0, 2.9765217391304346)","(12.0, 13.5, 13.170648464163822)","(5.5, 6.4, 6.281419624217119)","(7.0, 8.0, 7.946448087431694)"
07-01-2023 12:37:57.122820,"(7.5, 9.6, 9.57685009487666)","(91.0, 190.0, 185.0)","(61.0, 75.0, 71.17647058823529)","(5.0, 5.7, 5.593448275862069)","(2.5, 2.98, 2.9578897136797453)","(12.0, 13.5, 13.199044585987261)","(5.5, 6.4, 6.284083877621176)","(7.0, 8.0, 8.093533834586466)"
07-01-2023 12:37:58.168054,"(7.5, 9.6, 9.58134328358209)","(91.0, 190.0, 186.25)","(61.0, 75.0, 71.17647058823529)","(5.0, 5.6, 5.561036036036036)","(2.5, 2.96, 2.955636623748212)","(12.0, 13.5, 13.117263843648209)","(5.5, 6.4, 6.283281412253375)","(7.0, 8.2, 8.1)"
07-01-2023 12:37:59.265204,"(7.5, 9.8, 9.693865030674846)","(91.0, 190.0, 183.84615384615384)","(61.0, 70.0, 71.80851063829788)","(5.0, 5.7, 5.6178217821782175)","(2.5, 2.96, 2.971364562118126)","(12.0, 13.5, 13.10304054054054)","(5.5, 6.4, 6.280404721753794)","(7.0, 8.2, 8.11658031088083)"
07-01-2023 12:38:00.394563,"(7.5, 9.8, 9.741421143847488)","(91.0, 220.0, 202.22222222222223)","(61.0, 75.0, 69.86842105263158)","(5.0, 5.7, 5.6311435523114355)","(2.5, 2.98, 2.9724406047516196)","(12.0, 13.5, 13.101769911504425)","(5.5, 6.4, 6.280833333333334)","(7.0, 8.2, 7.958441558441558)"
07-01-2023 12:38:01.565851,"(7.5, 9.8, 9.726194398682043)","(91.0, 210.0, 187.14285714285714)","(61.0, 70.0, 70.63380281690141)","(5.0, 5.7, 5.592834394904458)","(2.5, 2.98, 2.9717037037037035)","(12.0, 13.5, 13.143302180685358)","(5.5, 6.4, 6.281991525423729)","(7.0, 8.0, 7.974666666666667)"
07-01-2023 12:38:02.781850,"(7.5, 9.8, 9.72419627749577)","(91.0, 190.0, 187.14285714285714)","(61.0, 75.0, 70.73529411764706)","(5.0, 5.6, 5.639518900343642)","(2.5, 2.98, 2.9714285714285715)","(12.0, 13.5, 13.19413407821229)","(5.5, 6.4, 6.278561046511628)","(7.0, 8.0, 7.943573667711599)"
07-01-2023 12:38:03.985796,"(7.5, 9.8, 9.71891891891892)","(91.0, 190.0, 185.0)","(61.0, 75.0, 70.73529411764706)","(5.0, 5.7, 5.6575)","(2.5, 2.98, 2.9639864864864864)","(12.0, 13.5, 13.04356846473029)","(5.5, 6.4, 6.279434628975265)","(7.0, 8.0, 7.976525821596244)"
07-01-2023 12:38:05.210626,"(7.5, 9.8, 9.725124792013311)","(91.0, 190.0, 185.0)","(61.0, 75.0, 70.97222222222223)","(5.0, 5.7, 5.6812903225806455)","(2.5, 2.98, 2.9676357827476036)","(12.0, 13.5, 13.101449275362318)","(5.5, 6.4, 6.28883841661259)","(7.0, 8.0, 7.908250825082508)"
07-01-2023 12:38:06.395779,"(7.5, 9.8, 9.718300653594772)","(91.0, 190.0, 185.0)","(61.0, 75.0, 70.97222222222223)","(5.0, 5.7, 5.662538699690402)","(2.5, 2.98, 2.9579556826304505)","(12.0, 13.5, 13.636890951276103)","(5.5, 6.4, 6.288204456094364)","(7.0, 8.0, 7.933054393305439)"
07-01-2023 12:38:07.499948,"(7.5, 9.8, 9.709747292418772)","(91.0, 190.0, 185.0)","(61.0, 75.0, 70.97222222222223)","(5.0, 5.7, 5.6863247863247866)","(2.5, 2.96, 2.958816479400749)","(12.0, 14.0, 13.604)","(5.5, 6.4, 6.284807562457799)","(7.0, 8.0, 7.970718232044199)"
07-01-2023 12:38:08.508583,"(7.5, 9.8, 9.704093567251462)","(91.0, 190.0, 185.0)","(61.0, 75.0, 70.78125)","(5.0, 5.7, 5.6863247863247866)","(2.5, 2.96, 2.9533688131985096)","(12.0, 14.0, 13.371666666666666)","(5.5, 6.4, 6.283708248125427)","(7.0, 8.0, 7.951295336787565)"
07-01-2023 12:38:09.606310,"(7.5, 9.8, 9.704093567251462)","(91.0, 190.0, 180.0)","(61.0, 75.0, 71.45161290322581)","(5.0, 5.8, 5.723560209424084)","(2.5, 2.96, 2.9526008968609867)","(12.0, 13.5, 13.12962962962963)","(5.5, 6.4, 6.275383491599708)","(7.0, 8.0, 8.072427983539095)"
07-01-2023 12:38:10.738485,"(7.5, 9.8, 9.697560975609756)","(91.0, 200.0, 180.0)","(61.0, 75.0, 71.45161290322581)","(5.0, 5.8, 5.748405253283302)","(2.5, 2.96, 2.929940119760479)","(12.0, 13.5, 12.927402862985685)","(5.5, 6.4, 6.26985750822068)","(7.0, 8.2, 8.074716981132076)"
07-01-2023 12:38:11.910070,"(7.5, 9.8, 9.707602339181287)","(91.0, 200.0, 182.85714285714286)","(61.0, 75.0, 71.45161290322581)","(5.0, 5.8, 5.75646551724138)","(2.5, 2.94, 2.9303392568659126)","(12.0, 13.0, 12.927402862985685)","(5.5, 6.4, 6.264819734345351)","(7.0, 8.2, 8.090066225165563)"
07-01-2023 12:38:13.110695,"(7.5, 9.6, 9.521052631578947)","(91.0, 200.0, 182.85714285714286)","(61.0, 75.0, 71.45161290322581)","(5.0, 5.9, 5.771635610766046)","(2.5, 2.94, 2.9264908722109535)","(12.0, 13.0, 13.237341772151899)","(5.5, 6.4, 6.2633879781420765)","(7.0, 8.2, 8.07887323943662)"
