,Summer Cat,Gee Shes Pretty,Shes An Angel,Mrs Krinkles,Queen Bridget,Wild Prospect,Sexy Rags,Gurkha Gold
16-12-2022 14:51:15.259318,"(4.0, 4.2, 4.16875)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.666666666666667)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 39.125)","(3.0, 3.9, 3.6199999999999997)"
16-12-2022 14:51:16.556419,"(4.0, 4.2, 4.18125)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.666666666666667)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 39.125)","(3.0, 3.9, 3.6083333333333334)"
16-12-2022 14:51:17.853754,"(4.0, 4.3, 3.98)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.7, 5.652941176470589)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.5791666666666666)"
16-12-2022 14:51:19.105168,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.652941176470589)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.5791666666666666)"
16-12-2022 14:51:20.363374,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.652941176470589)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.5791666666666666)"
16-12-2022 14:51:21.692241,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.59375)"
16-12-2022 14:51:23.005062,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.59375)"
16-12-2022 14:51:24.160186,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.59375)"
16-12-2022 14:51:25.288697,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.59375)"
16-12-2022 14:51:26.387747,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.8092592592592593)"
16-12-2022 14:51:27.502910,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 39.125)","(3.0, 3.9, 3.655)"
16-12-2022 14:51:29.022836,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.7775)"
16-12-2022 14:51:30.806551,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 39.125)","(3.0, 3.9, 3.7775)"
16-12-2022 14:51:32.101941,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.8558823529411765)"
16-12-2022 14:51:33.286435,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 27.1)","(26.0, 110.0, 62.166666666666664)","(3.0, 3.95, 3.85)"
16-12-2022 14:51:34.332984,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 24.5)","(26.0, 110.0, 52.599999999999994)","(3.0, 4.0, 3.7220588235294114)"
16-12-2022 14:51:35.489426,"(4.0, 4.3, 4.04390243902439)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.0)","(26.0, 110.0, 52.599999999999994)","(3.0, 4.0, 3.875)"
16-12-2022 14:51:36.821630,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 24.5)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.95, 3.875)"
16-12-2022 14:51:38.654994,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 24.5)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.7)"
16-12-2022 14:51:39.899651,"(4.0, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.5, 99999, 99990)","(4.0, 5.7, 5.566666666666666)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.0, 3.9, 3.7)"
16-12-2022 14:51:41.098021,"(3.8, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.7)"
16-12-2022 14:51:42.327730,"(3.8, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.7)"
16-12-2022 14:51:43.640356,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.7)"
16-12-2022 14:51:44.971790,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 29.0, 25.833333333333332)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.790909090909091)"
16-12-2022 14:51:46.432946,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 29.0, 25.75)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.5818181818181816)"
16-12-2022 14:51:47.761761,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 32.0, 25.75)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.5733333333333333)"
16-12-2022 14:51:49.185113,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.566666666666666)","(14.0, 32.0, 25.75)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.5733333333333333)"
16-12-2022 14:51:50.505156,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 24.666666666666668)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.9, 3.5535714285714284)"
16-12-2022 14:51:51.871890,"(3.6, 4.3, 4.004225352112676)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 61.42857142857143)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 27.0)","(26.0, 110.0, 39.125)","(3.2, 3.6, 3.5535714285714284)"
16-12-2022 14:51:54.845418,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 24.0)","(26.0, 110.0, 39.125)","(3.2, 3.6, 3.55625)"
16-12-2022 14:51:56.276181,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 25.75)","(26.0, 110.0, 40.0)","(3.2, 3.6, 3.567647058823529)"
16-12-2022 14:51:57.730447,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 24.0)","(26.0, 110.0, 52.599999999999994)","(3.2, 3.85, 3.567647058823529)"
16-12-2022 14:51:59.086835,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(14.0, 32.0, 24.0)","(26.0, 110.0, 69.0)","(3.2, 3.85, 3.5749999999999997)"
16-12-2022 14:52:00.443677,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.4, 5.7, 5.638461538461539)","(15.0, 30.0, 23.333333333333332)","(26.0, 110.0, 69.0)","(3.2, 3.85, 3.5749999999999997)"
16-12-2022 14:52:01.736323,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.4, 5.7, 5.642857142857143)","(15.0, 30.0, 23.333333333333332)","(26.0, 110.0, 69.0)","(3.2, 3.85, 3.6384615384615384)"
16-12-2022 14:52:03.057230,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.433333333333333)"
16-12-2022 14:52:04.380860,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.454545454545453)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 24.75)","(26.0, 110.0, 49.25)","(3.2, 3.9, 3.55)"
16-12-2022 14:52:05.759060,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.65)"
16-12-2022 14:52:07.132150,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.65)"
16-12-2022 14:52:08.481800,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.65)"
16-12-2022 14:52:09.933686,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:11.467316,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:13.009190,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 69.5)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:14.319245,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:15.679929,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:17.005772,"(3.6, 4.3, 3.976923076923077)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:18.290336,"(3.6, 4.2, 3.9828947368421055)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:19.575510,"(3.6, 4.2, 3.9828947368421055)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:20.818097,"(3.6, 4.2, 3.9828947368421055)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:22.112581,"(3.6, 4.2, 3.9828947368421055)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 90.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.585714285714285)","(15.0, 30.0, 26.0)","(26.0, 110.0, 49.25)","(3.2, 3.85, 3.625)"
16-12-2022 14:52:23.329382,"(3.6, 4.2, 3.9828947368421055)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 98.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.653846153846154)","(15.0, 30.0, 27.2)","(26.0, 110.0, 69.5)","(3.2, 3.85, 3.544736842105263)"
16-12-2022 14:52:24.540798,"(3.6, 4.1, 3.9702702702702704)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.7693548387096776)"
16-12-2022 14:52:25.745920,"(3.6, 4.1, 4.0)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:26.976946,"(3.6, 4.1, 4.0)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:28.249909,"(3.6, 4.1, 4.0)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.775)"
16-12-2022 14:52:29.468150,"(3.6, 4.1, 3.9745098039215683)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7416666666666667)"
16-12-2022 14:52:30.698315,"(3.5, 4.1, 3.9745098039215683)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.675)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.7416666666666667)"
16-12-2022 14:52:31.942481,"(3.5, 4.1, 3.9745098039215683)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.66)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.7249999999999996)"
16-12-2022 14:52:33.175111,"(3.5, 4.1, 3.9745098039215683)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.7, 5.836)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.6125)"
16-12-2022 14:52:34.378531,"(3.5, 4.1, 3.94390243902439)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.844827586206897)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5666666666666664)"
16-12-2022 14:52:35.517624,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.844827586206897)","(15.0, 32.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.563157894736842)"
16-12-2022 14:52:36.644814,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.844827586206897)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.564705882352941)"
16-12-2022 14:52:38.089763,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.846666666666667)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5578125)"
16-12-2022 14:52:39.734448,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5578125)"
16-12-2022 14:52:40.934205,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5578125)"
16-12-2022 14:52:42.113352,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5589285714285714)"
16-12-2022 14:52:43.308210,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.571428571428571)"
16-12-2022 14:52:44.518920,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:45.780318,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:47.228117,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 32.0, 27.2)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:48.446595,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 32.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:49.583865,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:50.845509,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:52.133067,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:53.499651,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:54.728846,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:56.104160,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:57.254177,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.7)"
16-12-2022 14:52:58.435241,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.834090909090909)"
16-12-2022 14:52:59.785411,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.834090909090909)"
16-12-2022 14:53:01.033058,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 80.0)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.8333333333333335)"
16-12-2022 14:53:02.281445,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 92.5)","(5.0, 99999, 99990)","(4.6, 5.9, 5.791304347826087)","(15.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.85, 3.8333333333333335)"
16-12-2022 14:53:03.783328,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 92.5)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.85, 3.8333333333333335)"
16-12-2022 14:53:05.301328,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 92.5)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 30.0, 25.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:06.578170,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 92.5)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 30.0, 25.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.807142857142857)"
16-12-2022 14:53:07.755735,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 92.5)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 30.0, 26.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.8397058823529413)"
