,Summer Cat,Gee Shes Pretty,Shes An Angel,Mrs Krinkles,Queen Bridget,Wild Prospect,Sexy Rags,Gurkha Gold
16-12-2022 14:57:37.691941,"(3.5, 4.6, 4.133333333333333)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 108.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.82)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.8)"
16-12-2022 14:57:38.714412,"(3.5, 4.7, 4.344444444444444)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 108.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.82)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.8)"
16-12-2022 14:57:39.731536,"(3.5, 4.7, 4.344444444444444)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 108.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.82)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.536363636363636)"
16-12-2022 14:57:40.701858,"(3.5, 4.6, 4.3999999999999995)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 115.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.82)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.525)"
16-12-2022 14:57:41.667323,"(3.5, 4.8, 4.136842105263158)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 115.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.82)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.525)"
16-12-2022 14:57:42.634239,"(3.5, 4.8, 4.2214285714285715)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 127.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.815789473684211)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.6272727272727274)"
16-12-2022 14:57:43.627442,"(3.5, 4.8, 4.2214285714285715)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 132.57142857142856)","(4.8, 99999, 99990)","(4.6, 5.9, 5.815789473684211)","(14.0, 21.0, 18.5)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.6272727272727274)"
16-12-2022 14:57:44.622350,"(3.5, 4.9, 4.1)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 132.57142857142856)","(4.8, 99999, 99990)","(4.6, 5.9, 5.815789473684211)","(14.0, 21.0, 18.0)","(31.0, 150.0, 105.0)","(3.3, 3.9, 3.5470588235294116)"
16-12-2022 14:57:45.655594,"(3.5, 4.9, 4.45)","(16.0, 21.0, 19.555555555555557)","(31.0, 140.0, 106.0)","(4.8, 99999, 99990)","(4.6, 5.9, 7.8100000000000005)","(14.0, 20.0, 26.6)","(31.0, 150.0, 9735.976315789474)","(3.3, 3.9, 5.249230769230769)"
16-12-2022 14:57:46.687947,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 9735.978947368421)","(4.8, 99999, 99990)","(4.6, 8.8, 7.8100000000000005)","(14.0, 34.0, 26.6)","(31.0, 99999, 9735.976315789474)","(3.3, 5.6, 5.249230769230769)"
16-12-2022 14:57:47.701836,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 9735.978947368421)","(4.8, 99999, 99990)","(4.6, 8.8, 7.8100000000000005)","(14.0, 34.0, 26.6)","(31.0, 99999, 77.91666666666667)","(3.3, 5.6, 5.249230769230769)"
16-12-2022 14:57:48.687189,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 8339.833333333334)","(4.8, 99999, 99990)","(4.6, 8.8, 7.926470588235295)","(14.0, 34.0, 26.6)","(31.0, 90.0, 294.5833333333333)","(3.3, 5.6, 5.249230769230769)"
16-12-2022 14:57:49.672930,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 8339.833333333334)","(4.8, 99999, 99990)","(4.6, 8.8, 7.926470588235295)","(14.0, 34.0, 26.6)","(31.0, 350.0, 161.25)","(3.3, 5.6, 5.149629629629629)"
16-12-2022 14:57:50.652215,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 6681.333333333333)","(4.8, 99999, 99990)","(4.6, 8.8, 7.926470588235295)","(14.0, 34.0, 26.6)","(31.0, 190.0, 161.25)","(3.3, 5.6, 5.149629629629629)"
16-12-2022 14:57:51.647272,"(3.5, 6.4, 5.92)","(16.0, 28.0, 24.125)","(31.0, 99999, 6681.333333333333)","(4.8, 99999, 99990)","(4.6, 8.8, 7.926470588235295)","(14.0, 34.0, 26.6)","(31.0, 190.0, 161.25)","(3.3, 5.6, 5.149629629629629)"
16-12-2022 14:57:52.705379,"(3.5, 6.4, 5.813333333333334)","(16.0, 28.0, 24.125)","(31.0, 99999, 6681.333333333333)","(4.8, 99999, 99990)","(4.6, 8.8, 7.926470588235295)","(14.0, 34.0, 26.6)","(31.0, 190.0, 294.5833333333333)","(3.3, 5.6, 5.149629629629629)"
