,Best Back Bruce,Quiet Storm,Breathe Easy,Up And About,Vapar Brenda,Hameldaeme,Shardonant,Senna Storm,Telemachus,Victory George
07-12-2022 20:07:01.733631,"(12.0, 16.0, 14.95)","(8.0, 9.0, 8.733333333333334)","(3.9, 6.4, 6.1000000000000005)","(16.0, 24.0, 20.571428571428573)","(5.5, 6.0, 5.938461538461539)","(41.0, 65.0, 48.0)","(21.0, 50.0, 47.6)","(21.0, 48.0, 42.0)","(31.0, 36.0, 33.81818181818182)","(2.5, 3.15, 3.03125)"
07-12-2022 20:07:03.444227,"(12.0, 16.0, 14.95)","(8.0, 8.8, 8.733333333333334)","(3.9, 6.4, 6.1000000000000005)","(16.0, 22.0, 17.714285714285715)","(5.5, 6.0, 5.938461538461539)","(41.0, 60.0, 49.333333333333336)","(21.0, 50.0, 47.6)","(21.0, 48.0, 40.0)","(31.0, 36.0, 33.375)","(2.5, 3.15, 3.0118181818181817)"
07-12-2022 20:07:05.154596,"(12.0, 16.0, 15.176470588235293)","(8.0, 8.8, 8.733333333333334)","(3.9, 6.4, 6.1000000000000005)","(16.0, 22.0, 17.714285714285715)","(5.5, 6.0, 5.938461538461539)","(41.0, 60.0, 56.0)","(21.0, 50.0, 47.6)","(21.0, 48.0, 40.0)","(31.0, 36.0, 33.375)","(2.5, 3.15, 3.0118181818181817)"
07-12-2022 20:07:06.793549,"(12.0, 16.0, 15.176470588235293)","(8.0, 8.8, 8.611764705882353)","(3.9, 6.4, 6.1000000000000005)","(16.0, 22.0, 19.2)","(5.5, 6.0, 5.938461538461539)","(41.0, 60.0, 56.0)","(21.0, 50.0, 48.0)","(21.0, 48.0, 40.705882352941174)","(31.0, 36.0, 33.375)","(2.5, 3.15, 3.025)"
07-12-2022 20:07:08.315651,"(12.0, 16.0, 15.176470588235293)","(8.0, 8.8, 8.611764705882353)","(3.9, 6.4, 6.1000000000000005)","(16.0, 21.0, 18.75)","(5.5, 6.0, 5.938461538461539)","(41.0, 60.0, 49.333333333333336)","(21.0, 50.0, 48.0)","(21.0, 46.0, 42.4)","(31.0, 36.0, 33.375)","(2.5, 3.15, 3.025)"
07-12-2022 20:07:09.779480,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.611764705882353)","(4.2, 6.4, 6.1000000000000005)","(15.0, 19.5, 18.75)","(5.0, 6.0, 5.938461538461539)","(31.0, 60.0, 49.333333333333336)","(21.0, 50.0, 48.0)","(21.0, 44.0, 40.57142857142857)","(26.0, 36.0, 33.0)","(2.45, 3.15, 3.025)"
07-12-2022 20:07:11.280368,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.611764705882353)","(4.2, 6.4, 6.1000000000000005)","(15.0, 19.5, 18.5)","(5.0, 6.0, 5.938461538461539)","(31.0, 60.0, 56.0)","(21.0, 50.0, 48.0)","(21.0, 44.0, 40.57142857142857)","(26.0, 36.0, 33.0)","(2.45, 3.15, 3.025)"
07-12-2022 20:07:12.784524,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.611764705882353)","(4.2, 6.4, 6.1000000000000005)","(15.0, 19.5, 18.5)","(5.0, 6.0, 5.948148148148148)","(31.0, 60.0, 56.0)","(21.0, 50.0, 48.0)","(21.0, 44.0, 40.57142857142857)","(26.0, 36.0, 33.0)","(2.45, 3.15, 2.9606299212598426)"
07-12-2022 20:07:14.299786,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.611764705882353)","(4.2, 6.4, 6.275)","(15.0, 19.5, 18.5)","(5.0, 6.2, 5.948148148148148)","(31.0, 60.0, 49.333333333333336)","(21.0, 50.0, 52.0)","(21.0, 44.0, 41.333333333333336)","(26.0, 36.0, 33.9)","(2.45, 3.0, 2.9606299212598426)"
07-12-2022 20:07:15.792958,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.611764705882353)","(4.2, 6.4, 6.275)","(15.0, 19.5, 18.5)","(5.0, 6.2, 5.948148148148148)","(31.0, 60.0, 49.333333333333336)","(21.0, 55.0, 52.0)","(21.0, 44.0, 41.333333333333336)","(26.0, 36.0, 33.9)","(2.45, 3.0, 2.9527272727272726)"
07-12-2022 20:07:17.299003,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.744827586206897)","(4.2, 6.4, 6.275)","(15.0, 19.5, 18.5)","(5.0, 6.2, 5.948148148148148)","(31.0, 60.0, 56.0)","(21.0, 55.0, 52.0)","(21.0, 44.0, 41.333333333333336)","(26.0, 36.0, 33.0)","(2.45, 2.98, 2.9507692307692306)"
07-12-2022 20:07:18.884667,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.4, 6.275)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.2, 6.043478260869565)","(31.0, 60.0, 56.0)","(21.0, 55.0, 52.0)","(21.0, 44.0, 41.81818181818182)","(26.0, 36.0, 33.9)","(2.45, 2.98, 2.9325714285714284)"
07-12-2022 20:07:20.390909,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.4, 6.2)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.2, 6.066666666666666)","(31.0, 60.0, 56.0)","(21.0, 55.0, 50.4)","(21.0, 44.0, 45.55555555555556)","(26.0, 36.0, 34.2)","(2.45, 2.96, 2.8914285714285715)"
07-12-2022 20:07:21.889611,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.12)","(15.0, 19.5, 18.3)","(5.0, 6.2, 5.928571428571429)","(31.0, 60.0, 56.0)","(21.0, 60.0, 51.27272727272727)","(21.0, 55.0, 46.36363636363636)","(26.0, 36.0, 33.75)","(2.45, 2.92, 2.893333333333333)"
07-12-2022 20:07:23.374619,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.12)","(15.0, 19.5, 18.0)","(5.0, 6.0, 5.869565217391305)","(31.0, 60.0, 56.0)","(21.0, 60.0, 50.0)","(21.0, 50.0, 43.333333333333336)","(26.0, 36.0, 33.75)","(2.45, 2.92, 2.893333333333333)"
07-12-2022 20:07:24.889004,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.2444444444444445)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.0, 5.884615384615385)","(31.0, 60.0, 56.0)","(21.0, 60.0, 50.0)","(21.0, 50.0, 44.285714285714285)","(26.0, 36.0, 33.75)","(2.45, 2.92, 2.88)"
07-12-2022 20:07:26.312037,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.2444444444444445)","(15.0, 19.5, 18.0)","(5.0, 6.0, 5.884615384615385)","(31.0, 60.0, 56.0)","(21.0, 60.0, 50.0)","(21.0, 50.0, 45.333333333333336)","(26.0, 36.0, 33.75)","(2.45, 2.92, 2.8899999999999997)"
07-12-2022 20:07:27.820945,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.05)","(15.0, 19.5, 18.428571428571427)","(5.0, 6.0, 5.869565217391305)","(31.0, 60.0, 56.0)","(21.0, 60.0, 50.0)","(21.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.75)","(2.45, 2.92, 2.88)"
07-12-2022 20:07:29.327835,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.05)","(15.0, 19.5, 18.428571428571427)","(5.0, 6.0, 5.884615384615385)","(31.0, 60.0, 56.0)","(21.0, 60.0, 50.0)","(21.0, 50.0, 48.75)","(26.0, 36.0, 33.375)","(2.45, 2.92, 2.8899999999999997)"
07-12-2022 20:07:30.829905,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.05)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.0, 5.884615384615385)","(31.0, 60.0, 56.0)","(21.0, 60.0, 52.22222222222222)","(21.0, 55.0, 43.6)","(26.0, 36.0, 34.09090909090909)","(2.45, 2.92, 2.8899999999999997)"
07-12-2022 20:07:32.210967,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.05)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.0, 5.869565217391305)","(31.0, 60.0, 56.0)","(21.0, 60.0, 54.16666666666667)","(21.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.42857142857143)","(2.45, 2.92, 2.9015384615384616)"
07-12-2022 20:07:33.587293,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.066666666666666)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.0, 5.884615384615385)","(31.0, 60.0, 56.0)","(21.0, 60.0, 59.3)","(21.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.42857142857143)","(2.45, 2.92, 2.8866666666666667)"
07-12-2022 20:07:34.992413,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.066666666666666)","(15.0, 19.5, 18.5625)","(5.0, 6.0, 5.854761904761905)","(31.0, 60.0, 56.0)","(21.0, 65.0, 55.5)","(21.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.375)","(2.45, 2.92, 2.8866666666666667)"
07-12-2022 20:07:36.484525,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.066666666666666)","(15.0, 19.5, 18.5625)","(5.0, 6.2, 5.844444444444445)","(31.0, 60.0, 57.09090909090909)","(21.0, 65.0, 55.5)","(21.0, 50.0, 46.36363636363636)","(26.0, 36.0, 34.25)","(2.45, 2.92, 2.8866666666666667)"
07-12-2022 20:07:37.916853,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.3)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.2, 5.866666666666667)","(31.0, 60.0, 54.0)","(26.0, 65.0, 55.5)","(26.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.75)","(2.4, 2.92, 2.814117647058824)"
07-12-2022 20:07:39.403515,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.3)","(15.0, 19.5, 18.857142857142858)","(5.0, 6.2, 5.866666666666667)","(31.0, 60.0, 61.111111111111114)","(26.0, 65.0, 55.5)","(26.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.75)","(2.4, 2.92, 2.86)"
07-12-2022 20:07:40.893174,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.3999999999999995)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.2, 5.866666666666667)","(31.0, 75.0, 64.28571428571429)","(26.0, 65.0, 59.3)","(26.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.75)","(2.4, 2.9, 2.836)"
07-12-2022 20:07:42.395678,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.3999999999999995)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.2, 5.866666666666667)","(31.0, 70.0, 63.5)","(26.0, 65.0, 55.5)","(26.0, 50.0, 46.36363636363636)","(26.0, 36.0, 33.0)","(2.4, 2.9, 2.884)"
07-12-2022 20:07:43.896052,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.746666666666668)","(4.2, 6.6, 6.3999999999999995)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.2, 5.884615384615385)","(31.0, 70.0, 50.8)","(26.0, 65.0, 55.5)","(26.0, 50.0, 47.5)","(26.0, 36.0, 33.0)","(2.4, 2.9, 2.86)"
07-12-2022 20:07:45.355390,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.811764705882354)","(4.2, 6.6, 6.797222222222222)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.0, 5.884615384615385)","(31.0, 70.0, 65.6)","(26.0, 65.0, 54.4)","(26.0, 50.0, 47.5)","(26.0, 36.0, 33.0)","(2.4, 2.9, 2.83)"
07-12-2022 20:07:46.770669,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.2, 6.8, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 70.0, 63.14285714285714)","(26.0, 60.0, 54.4)","(26.0, 50.0, 46.0)","(26.0, 36.0, 34.0)","(2.4, 2.9, 2.851304347826087)"
07-12-2022 20:07:48.172962,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.2, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 70.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 45.63636363636363)","(26.0, 36.0, 34.588235294117645)","(2.4, 2.9, 2.8346666666666667)"
07-12-2022 20:07:49.560174,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 65.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 45.63636363636363)","(26.0, 36.0, 34.588235294117645)","(2.4, 2.9, 2.8346666666666667)"
07-12-2022 20:07:50.953146,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 65.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 45.63636363636363)","(26.0, 36.0, 33.666666666666664)","(2.4, 2.9, 2.795)"
07-12-2022 20:07:52.381439,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 65.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 45.63636363636363)","(26.0, 36.0, 33.666666666666664)","(2.4, 2.9, 2.795)"
07-12-2022 20:07:53.727563,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.811764705882354)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.7214285714285715)","(31.0, 65.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 46.4)","(26.0, 36.0, 34.38461538461539)","(2.4, 2.9, 2.797142857142857)"
07-12-2022 20:07:55.055511,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.938461538461539)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.916417910447761)","(31.0, 65.0, 61.2)","(26.0, 60.0, 54.4)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 32.5)","(2.4, 2.9, 2.797142857142857)"
07-12-2022 20:07:56.506927,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.938461538461539)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 18.818181818181817)","(5.0, 6.0, 5.916417910447761)","(31.0, 65.0, 53.6)","(26.0, 60.0, 54.4)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.9)","(2.4, 2.9, 2.8345454545454545)"
07-12-2022 20:07:58.033878,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.934693877551021)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 19.0)","(5.0, 6.0, 5.916417910447761)","(31.0, 65.0, 55.333333333333336)","(26.0, 60.0, 54.4)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.9)","(2.4, 2.9, 2.8854545454545453)"
07-12-2022 20:07:59.455417,"(12.0, 16.0, 15.176470588235293)","(7.5, 9.0, 8.934693877551021)","(4.4, 7.2, 6.836363636363636)","(15.0, 19.5, 22.916666666666664)","(5.0, 6.0, 5.916417910447761)","(31.0, 60.0, 55.333333333333336)","(26.0, 60.0, 54.4)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.81818181818182)","(2.4, 2.9, 2.887027027027027)"
07-12-2022 20:08:00.889029,"(12.0, 16.0, 15.214285714285714)","(7.5, 9.0, 8.934693877551021)","(4.4, 7.2, 7.0181818181818185)","(15.0, 24.0, 21.428571428571427)","(5.0, 6.0, 5.916417910447761)","(31.0, 60.0, 56.57142857142857)","(26.0, 60.0, 54.4)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 32.5)","(2.4, 2.9, 2.887027027027027)"
07-12-2022 20:08:02.664557,"(12.0, 16.0, 15.352941176470589)","(7.5, 9.0, 8.622222222222222)","(4.4, 7.2, 7.0181818181818185)","(15.0, 23.0, 19.375)","(5.0, 6.0, 5.911111111111111)","(31.0, 60.0, 48.333333333333336)","(26.0, 60.0, 53.2)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.375)","(2.4, 2.9, 2.908333333333333)"
07-12-2022 20:08:04.362101,"(12.0, 16.0, 14.95)","(7.5, 8.8, 8.547368421052632)","(4.4, 7.2, 7.538461538461538)","(15.0, 22.0, 19.75)","(5.0, 6.0, 5.911111111111111)","(31.0, 70.0, 59.75)","(26.0, 70.0, 60.25)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.375)","(2.4, 2.9, 2.8953846153846152)"
07-12-2022 20:08:05.969089,"(12.0, 16.0, 15.176470588235293)","(7.5, 8.8, 8.497297297297298)","(4.4, 7.6, 7.543661971830986)","(15.0, 21.0, 19.666666666666668)","(5.0, 6.0, 5.911111111111111)","(31.0, 65.0, 56.0)","(26.0, 65.0, 60.25)","(26.0, 50.0, 47.33333333333333)","(26.0, 36.0, 33.375)","(2.4, 2.9, 2.8834482758620688)"
07-12-2022 20:08:07.516956,"(12.0, 16.0, 15.1875)","(7.5, 8.8, 8.497297297297298)","(4.4, 7.6, 7.533333333333333)","(15.0, 21.0, 20.413793103448278)","(5.0, 6.0, 5.911111111111111)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 50.0, 48.75)","(26.0, 36.0, 33.0)","(2.4, 2.9, 2.8834482758620688)"
07-12-2022 20:08:09.050590,"(12.0, 15.5, 15.0)","(7.5, 8.8, 8.497297297297298)","(4.4, 7.6, 7.457142857142856)","(15.0, 24.0, 19.5)","(5.0, 6.0, 5.911111111111111)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 50.0, 48.75)","(26.0, 36.0, 32.625)","(2.4, 2.9, 2.86)"
07-12-2022 20:08:10.456789,"(12.0, 15.5, 14.692307692307692)","(7.5, 8.8, 8.490322580645161)","(4.4, 7.6, 7.457142857142856)","(15.0, 21.0, 19.8)","(5.0, 6.0, 5.911111111111111)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 50.0, 48.4)","(26.0, 36.0, 34.07142857142857)","(2.4, 2.9, 2.86)"
07-12-2022 20:08:11.891716,"(12.0, 15.5, 14.692307692307692)","(7.5, 8.8, 8.48)","(4.4, 7.6, 7.457142857142856)","(15.0, 21.0, 20.25)","(5.0, 6.0, 5.842553191489362)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 50.0, 52.111111111111114)","(26.0, 36.0, 33.0)","(2.4, 2.9, 2.868)"
07-12-2022 20:08:13.490949,"(12.0, 15.5, 14.692307692307692)","(7.5, 8.8, 8.717037037037038)","(4.4, 7.6, 7.4714285714285715)","(15.0, 21.0, 20.692307692307693)","(5.0, 5.9, 5.8235294117647065)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 55.0, 52.111111111111114)","(26.0, 36.0, 33.81818181818182)","(2.4, 2.9, 2.868)"
07-12-2022 20:08:15.050860,"(12.0, 15.5, 14.692307692307692)","(7.5, 8.8, 8.71219512195122)","(4.4, 7.6, 7.4714285714285715)","(15.0, 23.0, 19.90909090909091)","(5.0, 5.9, 5.8235294117647065)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 55.0, 52.111111111111114)","(26.0, 36.0, 32.0)","(2.4, 2.9, 2.86)"
07-12-2022 20:08:16.650893,"(12.0, 15.5, 14.529411764705882)","(7.5, 8.8, 8.717948717948719)","(4.4, 7.6, 7.535714285714286)","(15.0, 21.0, 19.555555555555557)","(5.0, 5.9, 5.8235294117647065)","(31.0, 60.0, 55.42857142857143)","(26.0, 65.0, 60.25)","(26.0, 55.0, 52.111111111111114)","(26.0, 36.0, 32.0)","(2.4, 2.9, 2.86)"
07-12-2022 20:08:18.268323,"(12.0, 15.5, 14.529411764705882)","(7.5, 8.8, 8.795555555555556)","(4.6, 7.6, 7.2)","(15.0, 20.0, 19.555555555555557)","(5.0, 5.9, 5.804878048780488)","(31.0, 60.0, 56.0)","(26.0, 65.0, 60.25)","(26.0, 55.0, 52.111111111111114)","(26.0, 36.0, 32.0)","(2.4, 2.9, 2.86)"
07-12-2022 20:08:20.013460,"(12.0, 15.5, 14.529411764705882)","(7.5, 8.8, 8.795505617977529)","(4.6, 7.6, 7.184615384615385)","(15.0, 20.0, 19.555555555555557)","(5.0, 5.9, 5.747368421052632)","(31.0, 60.0, 48.0)","(26.0, 65.0, 54.4)","(26.0, 55.0, 52.111111111111114)","(26.0, 36.0, 32.0)","(2.4, 2.88, 2.84875)"
07-12-2022 20:08:21.399238,"(12.0, 15.5, 14.529411764705882)","(7.5, 8.8, 8.795505617977529)","(4.6, 7.6, 7.184615384615385)","(15.0, 20.0, 19.555555555555557)","(5.0, 5.8, 5.747368421052632)","(31.0, 60.0, 54.666666666666664)","(26.0, 60.0, 54.4)","(26.0, 55.0, 53.0)","(26.0, 36.0, 32.0)","(2.4, 2.88, 2.8323809523809524)"
07-12-2022 20:08:22.798377,"(12.0, 15.5, 14.529411764705882)","(7.5, 8.8, 8.795505617977529)","(4.6, 7.6, 7.184615384615385)","(15.0, 20.0, 19.555555555555557)","(5.0, 5.8, 5.827027027027027)","(31.0, 60.0, 54.666666666666664)","(26.0, 60.0, 54.4)","(26.0, 55.0, 53.0)","(26.0, 36.0, 32.0)","(2.4, 2.88, 2.8166666666666664)"
07-12-2022 20:08:24.224727,"(12.0, 15.5, 14.676470588235293)","(7.5, 9.2, 9.046153846153846)","(4.6, 7.6, 7.184615384615385)","(15.0, 20.0, 21.11111111111111)","(5.0, 5.9, 5.7375)","(31.0, 60.0, 56.30769230769231)","(26.0, 60.0, 54.4)","(26.0, 55.0, 53.0)","(26.0, 36.0, 32.0)","(2.4, 2.88, 2.828888888888889)"
07-12-2022 20:08:25.735811,"(12.0, 15.5, 14.676470588235293)","(7.5, 9.2, 9.07027027027027)","(4.6, 7.4, 7.019047619047619)","(15.0, 22.0, 20.57142857142857)","(5.0, 5.9, 5.751515151515151)","(31.0, 60.0, 56.30769230769231)","(26.0, 60.0, 54.4)","(26.0, 55.0, 53.0)","(26.0, 36.0, 32.0)","(2.4, 2.86, 2.797142857142857)"
07-12-2022 20:08:27.153610,"(12.0, 15.5, 14.676470588235293)","(7.5, 9.2, 9.07027027027027)","(4.8, 7.2, 7.1454545454545455)","(15.0, 21.0, 20.57142857142857)","(5.0, 5.8, 5.751515151515151)","(31.0, 60.0, 54.0)","(26.0, 60.0, 54.4)","(26.0, 55.0, 52.55555555555556)","(26.0, 36.0, 32.0)","(2.4, 2.86, 2.8341176470588234)"
07-12-2022 20:08:28.653600,"(12.0, 15.5, 14.1)","(7.5, 9.2, 9.115555555555556)","(4.8, 7.4, 7.034782608695652)","(15.0, 21.0, 20.25)","(5.0, 5.8, 5.751515151515151)","(31.0, 60.0, 52.8)","(26.0, 60.0, 54.4)","(26.0, 55.0, 53.0)","(26.0, 36.0, 32.0)","(2.4, 2.86, 2.8566666666666665)"
07-12-2022 20:08:30.104241,"(11.0, 15.5, 14.1)","(7.5, 9.2, 9.115555555555556)","(4.8, 7.2, 7.034782608695652)","(14.0, 21.0, 21.428571428571427)","(4.8, 5.8, 5.751515151515151)","(31.0, 55.0, 52.8)","(26.0, 60.0, 54.4)","(26.0, 60.0, 56.0)","(26.0, 36.0, 32.0)","(2.35, 2.86, 2.8284210526315787)"
07-12-2022 20:08:31.575322,"(11.0, 15.5, 14.166666666666666)","(7.5, 9.2, 9.115555555555556)","(4.8, 7.2, 7.044444444444444)","(14.0, 22.0, 20.0)","(4.8, 5.8, 5.761290322580645)","(31.0, 55.0, 55.55555555555556)","(26.0, 60.0, 54.4)","(26.0, 60.0, 56.0)","(26.0, 36.0, 32.0)","(2.35, 2.86, 2.8284210526315787)"
07-12-2022 20:08:33.030948,"(11.0, 15.0, 14.166666666666666)","(7.5, 9.2, 9.048)","(4.8, 7.2, 7.044444444444444)","(14.0, 21.0, 20.25)","(4.8, 5.8, 5.735135135135135)","(31.0, 70.0, 58.0)","(26.0, 60.0, 54.4)","(26.0, 60.0, 52.36363636363636)","(26.0, 36.0, 32.0)","(2.35, 2.86, 2.873333333333333)"
07-12-2022 20:08:34.545795,"(11.0, 15.0, 14.11111111111111)","(7.5, 9.2, 8.98360655737705)","(4.8, 7.2, 7.021052631578947)","(14.0, 21.0, 20.57142857142857)","(4.8, 5.8, 5.751515151515151)","(31.0, 65.0, 54.666666666666664)","(26.0, 60.0, 54.4)","(26.0, 60.0, 52.36363636363636)","(26.0, 36.0, 32.0)","(2.35, 2.9, 2.8692307692307693)"
07-12-2022 20:08:36.003165,"(11.0, 15.0, 14.076923076923077)","(7.5, 9.0, 8.975)","(4.8, 7.2, 7.0093023255813955)","(14.0, 21.0, 20.25)","(4.8, 5.8, 5.751515151515151)","(31.0, 60.0, 54.666666666666664)","(26.0, 60.0, 54.4)","(26.0, 60.0, 52.36363636363636)","(26.0, 36.0, 32.0)","(2.35, 2.9, 2.88)"
07-12-2022 20:08:37.372697,"(12.0, 15.0, 14.076923076923077)","(7.5, 9.0, 8.975)","(5.0, 7.2, 7.0093023255813955)","(14.0, 21.0, 20.25)","(4.8, 5.8, 5.751515151515151)","(31.0, 60.0, 54.666666666666664)","(26.0, 60.0, 54.0)","(26.0, 60.0, 52.36363636363636)","(26.0, 36.0, 32.0)","(2.35, 2.9, 2.88)"
07-12-2022 20:08:38.786063,"(12.0, 15.0, 14.076923076923077)","(7.5, 9.0, 8.975)","(5.0, 7.2, 7.004761904761905)","(14.0, 21.0, 20.25)","(4.8, 5.8, 5.751515151515151)","(31.0, 60.0, 54.666666666666664)","(26.0, 70.0, 54.0)","(26.0, 60.0, 49.5)","(26.0, 36.0, 32.0)","(2.35, 2.9, 2.88)"
07-12-2022 20:08:40.161043,"(12.0, 15.0, 14.076923076923077)","(7.5, 9.0, 8.516666666666667)","(5.0, 7.2, 7.004761904761905)","(14.0, 21.0, 19.58823529411765)","(4.8, 5.8, 5.713636363636363)","(31.0, 60.0, 56.0)","(26.0, 70.0, 54.0)","(26.0, 60.0, 52.36363636363636)","(26.0, 36.0, 33.333333333333336)","(2.35, 2.9, 2.88)"
07-12-2022 20:08:41.524517,"(12.0, 15.0, 14.076923076923077)","(7.5, 8.8, 8.45)","(5.0, 7.2, 7.026666666666666)","(14.0, 21.0, 19.8)","(4.8, 5.8, 5.713636363636363)","(31.0, 60.0, 56.0)","(26.0, 70.0, 54.0)","(26.0, 60.0, 52.72727272727273)","(26.0, 34.0, 33.333333333333336)","(2.35, 2.9, 2.8770212765957446)"
