,Abercrombie Limbo,What A Team,Tristars Pet,Our Ultimate Ruby,Torque No Fear,Mister Cracker,Getaloadacam,Wellsaidmylady,Out Of Dodge,Crankhandle
11-01-2023 20:02:12.596334,"(3.6, 4.8, 4.514285714285714)","(81.0, 160.0, 100.625)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 45.0)","(26.0, 30.0, 27.666666666666668)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.4, 8.89090909090909)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:14.759352,"(3.6, 4.8, 4.514285714285714)","(81.0, 160.0, 90.0)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 45.0)","(26.0, 30.0, 28.285714285714285)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.4, 8.917241379310346)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:16.694916,"(3.6, 4.8, 4.514285714285714)","(81.0, 140.0, 95.625)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 59.285714285714285)","(26.0, 30.0, 28.285714285714285)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.2, 9.149999999999999)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:18.470036,"(3.6, 4.8, 4.514285714285714)","(81.0, 130.0, 98.0)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 57.2)","(26.0, 30.0, 27.5)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.2, 9.142857142857142)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:20.148330,"(3.6, 4.8, 4.55)","(81.0, 120.0, 96.66666666666667)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 52.0)","(26.0, 29.0, 24.2)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.2, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:21.813227,"(3.6, 4.8, 4.55)","(81.0, 110.0, 81.42857142857143)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 65.0, 39.6)","(26.0, 25.0, 24.2)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.95)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:23.471239,"(3.6, 4.8, 4.55)","(81.0, 110.0, 88.125)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.95)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:25.072038,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.945454545454545)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:26.721732,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.945454545454545)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:28.313061,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:30.012912,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:31.617356,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 39.6)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:33.270135,"(3.6, 4.8, 4.55)","(81.0, 110.0, 101.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 34.5)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:34.871403,"(3.6, 4.8, 4.55)","(81.0, 110.0, 102.0)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 34.5)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.957142857142857)","(4.0, 4.7, 4.46)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:36.567062,"(3.6, 4.8, 4.55)","(81.0, 120.0, 191.25)","(101.0, 220.0, 180.0)","(4.2, 7.6, 7.199999999999999)","(26.0, 60.0, 34.5)","(26.0, 25.0, 24.11111111111111)","(4.8, 7.2, 6.985714285714286)","(5.0, 9.0, 8.989473684210527)","(4.0, 4.7, 4.766666666666667)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:38.134393,"(3.6, 4.8, 4.55)","(81.0, 230.0, 135.0)","(101.0, 220.0, 170.0)","(4.2, 7.6, 7.511111111111111)","(26.0, 60.0, 43.0)","(26.0, 25.0, 27.058823529411764)","(4.8, 7.2, 6.9)","(5.0, 9.0, 8.991111111111111)","(4.0, 5.0, 4.5)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:39.726187,"(3.6, 4.8, 4.55)","(81.0, 210.0, 135.0)","(101.0, 220.0, 172.5)","(4.2, 7.6, 7.485714285714286)","(26.0, 60.0, 37.333333333333336)","(26.0, 32.0, 27.058823529411764)","(4.8, 7.2, 6.725)","(5.0, 9.0, 8.989473684210527)","(4.0, 5.0, 4.828571428571428)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:41.365574,"(3.6, 4.6, 4.483333333333333)","(81.0, 200.0, 117.14285714285714)","(101.0, 210.0, 166.66666666666666)","(4.2, 7.6, 7.5)","(26.0, 60.0, 48.33333333333333)","(26.0, 32.0, 27.77777777777778)","(4.8, 6.8, 6.828571428571428)","(5.0, 9.0, 8.989189189189188)","(4.0, 5.0, 4.83)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:43.007000,"(3.6, 4.6, 4.25)","(81.0, 180.0, 100.0)","(101.0, 200.0, 170.0)","(4.2, 7.6, 7.527272727272727)","(26.0, 60.0, 48.33333333333333)","(26.0, 30.0, 27.0)","(4.8, 7.0, 6.76)","(5.0, 9.0, 8.989189189189188)","(4.0, 5.8, 5.133333333333333)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:44.570908,"(3.6, 4.6, 4.3)","(81.0, 170.0, 124.0)","(101.0, 190.0, 165.0)","(4.2, 7.6, 7.527272727272727)","(26.0, 60.0, 48.33333333333333)","(26.0, 29.0, 27.0)","(4.8, 7.0, 6.76)","(5.0, 9.0, 8.984)","(4.0, 5.8, 5.705882352941177)","(20.0, 26.0, 21.0)"
11-01-2023 20:02:46.059329,"(3.6, 4.6, 4.045454545454545)","(81.0, 160.0, 96.875)","(101.0, 190.0, 165.0)","(4.2, 7.6, 7.527272727272727)","(26.0, 60.0, 48.33333333333333)","(26.0, 29.0, 26.333333333333332)","(4.8, 7.0, 6.4)","(5.0, 9.0, 8.983333333333333)","(4.0, 5.9, 5.333333333333334)","(20.0, 26.0, 20.583333333333332)"
11-01-2023 20:02:47.756644,"(3.6, 4.7, 4.235714285714286)","(81.0, 150.0, 78.88888888888889)","(101.0, 180.0, 165.0)","(4.2, 7.6, 7.527272727272727)","(26.0, 60.0, 55.0)","(26.0, 28.0, 26.333333333333332)","(4.8, 7.0, 6.6)","(5.0, 9.0, 8.98857142857143)","(4.0, 6.2, 5.506666666666667)","(20.0, 25.0, 20.285714285714285)"
11-01-2023 20:02:49.382128,"(3.6, 4.3, 4.042857142857143)","(81.0, 150.0, 84.0)","(101.0, 180.0, 161.66666666666666)","(4.2, 7.6, 7.42)","(26.0, 60.0, 48.66666666666667)","(26.0, 28.0, 26.333333333333332)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.98857142857143)","(4.0, 6.2, 5.133333333333334)","(20.0, 24.0, 20.25)"
11-01-2023 20:02:50.983918,"(3.6, 4.3, 4.0576923076923075)","(81.0, 140.0, 80.0)","(101.0, 170.0, 161.66666666666666)","(4.2, 7.6, 7.42)","(26.0, 60.0, 48.66666666666667)","(26.0, 28.0, 29.818181818181817)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.987878787878788)","(4.0, 6.2, 5.505263157894737)","(20.0, 23.0, 21.25)"
11-01-2023 20:02:52.666407,"(3.6, 4.3, 4.0576923076923075)","(81.0, 130.0, 80.0)","(101.0, 170.0, 161.66666666666666)","(4.2, 7.6, 7.42)","(26.0, 60.0, 48.66666666666667)","(26.0, 32.0, 27.764705882352942)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.9875)","(4.0, 6.2, 5.461538461538462)","(20.0, 23.0, 20.375)"
11-01-2023 20:02:54.318087,"(3.6, 4.3, 4.0576923076923075)","(81.0, 130.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.4363636363636365)","(26.0, 60.0, 48.66666666666667)","(26.0, 32.0, 28.5)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.9875)","(4.0, 6.2, 5.199999999999999)","(20.0, 23.0, 20.6)"
11-01-2023 20:02:56.166126,"(3.6, 4.3, 4.0576923076923075)","(81.0, 110.0, 76.66666666666667)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 60.0, 33.25)","(26.0, 30.0, 28.5)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.987096774193548)","(4.0, 6.0, 5.199999999999999)","(20.0, 23.0, 20.6)"
11-01-2023 20:02:58.244614,"(3.6, 4.3, 4.0576923076923075)","(81.0, 110.0, 76.66666666666667)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 33.25)","(26.0, 30.0, 27.2)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.986206896551725)","(4.0, 6.0, 5.36)","(20.0, 23.0, 20.6)"
11-01-2023 20:03:00.302976,"(3.6, 4.3, 4.0576923076923075)","(81.0, 110.0, 76.66666666666667)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 33.25)","(26.0, 32.0, 27.2)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.986206896551725)","(4.0, 6.0, 5.55)","(20.0, 23.0, 20.6)"
11-01-2023 20:03:02.080801,"(3.6, 4.3, 4.013636363636364)","(91.0, 110.0, 81.875)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 30.88888888888889)","(26.0, 32.0, 29.0)","(4.8, 6.8, 6.1)","(5.0, 9.0, 8.52)","(4.0, 6.0, 5.55)","(21.0, 23.0, 20.6)"
11-01-2023 20:03:03.728271,"(3.6, 4.3, 4.09)","(91.0, 110.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 39.5)","(26.0, 30.0, 29.0)","(4.8, 6.8, 6.188888888888889)","(5.0, 8.6, 8.549999999999999)","(4.0, 6.0, 5.792307692307692)","(21.0, 23.0, 20.6)"
11-01-2023 20:03:05.368870,"(3.6, 4.3, 4.156818181818181)","(91.0, 110.0, 81.42857142857143)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 39.5)","(26.0, 30.0, 29.0)","(4.8, 6.8, 6.341666666666667)","(5.0, 8.6, 8.946666666666667)","(4.0, 6.0, 5.792307692307692)","(21.0, 23.0, 20.6)"
11-01-2023 20:03:06.924750,"(3.6, 4.3, 4.013636363636364)","(91.0, 110.0, 81.42857142857143)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 35.27272727272727)","(26.0, 30.0, 28.470588235294116)","(4.8, 6.8, 6.341666666666667)","(5.0, 9.0, 8.425)","(4.0, 6.0, 5.792307692307692)","(21.0, 23.0, 21.5)"
11-01-2023 20:03:08.508123,"(3.6, 4.3, 4.045454545454545)","(91.0, 110.0, 81.42857142857143)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 42.64705882352941)","(26.0, 32.0, 29.2)","(4.8, 6.8, 6.341666666666667)","(5.0, 8.6, 8.711111111111112)","(4.0, 6.0, 5.792307692307692)","(21.0, 23.0, 36.3)"
11-01-2023 20:03:10.184408,"(3.6, 4.3, 4.045454545454545)","(91.0, 110.0, 81.42857142857143)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 36.54545454545455)","(26.0, 32.0, 28.0)","(4.8, 6.8, 5.925)","(5.0, 8.8, 8.700000000000001)","(4.0, 6.0, 5.55)","(21.0, 38.0, 35.66666666666667)"
11-01-2023 20:03:11.756459,"(3.6, 4.3, 4.113333333333333)","(91.0, 110.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 36.54545454545455)","(26.0, 29.0, 27.571428571428573)","(4.8, 6.8, 6.335714285714285)","(5.0, 8.8, 8.4)","(4.0, 6.0, 5.324999999999999)","(21.0, 38.0, 35.66666666666667)"
11-01-2023 20:03:13.361276,"(3.6, 4.3, 4.113333333333333)","(91.0, 110.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 38.888888888888886)","(26.0, 29.0, 27.571428571428573)","(4.8, 6.8, 6.335714285714285)","(5.0, 8.6, 8.15)","(4.0, 6.0, 5.6625)","(21.0, 36.0, 32.57142857142857)"
11-01-2023 20:03:14.927264,"(3.6, 4.3, 4.113333333333333)","(91.0, 110.0, 88.125)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 39.44444444444444)","(26.0, 29.0, 29.565217391304348)","(4.8, 6.8, 6.335714285714285)","(5.0, 8.6, 7.88)","(4.0, 6.0, 5.6)","(21.0, 36.0, 33.55555555555556)"
11-01-2023 20:03:16.525408,"(3.6, 4.3, 4.113333333333333)","(91.0, 110.0, 92.5)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 32.5)","(26.0, 32.0, 29.2)","(4.8, 6.8, 6.335714285714285)","(5.0, 8.6, 8.0)","(4.0, 6.0, 5.6)","(21.0, 36.0, 32.0)"
11-01-2023 20:03:18.124091,"(3.6, 4.3, 4.113333333333333)","(91.0, 110.0, 92.5)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 55.0, 44.5)","(26.0, 32.0, 26.857142857142858)","(4.8, 6.8, 6.188235294117647)","(5.0, 8.6, 7.933333333333333)","(4.0, 6.0, 5.6)","(21.0, 34.0, 30.0)"
11-01-2023 20:03:19.677278,"(3.6, 4.3, 4.075)","(91.0, 110.0, 92.5)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 50.0, 39.0)","(26.0, 32.0, 28.142857142857142)","(4.8, 6.8, 6.25)","(5.0, 8.6, 8.791666666666668)","(4.0, 6.0, 5.288888888888889)","(21.0, 34.0, 30.0)"
11-01-2023 20:03:21.209535,"(3.6, 4.3, 4.1)","(91.0, 110.0, 87.5)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 50.0, 39.0)","(26.0, 29.0, 27.5)","(4.8, 6.4, 6.335714285714285)","(5.0, 8.8, 8.36)","(4.0, 6.0, 5.36)","(21.0, 34.0, 28.285714285714285)"
11-01-2023 20:03:22.771133,"(3.6, 4.3, 4.075)","(91.0, 110.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 50.0, 39.0)","(26.0, 29.0, 27.2)","(4.8, 6.8, 6.13)","(5.0, 9.0, 8.991666666666667)","(4.0, 6.0, 5.433333333333334)","(21.0, 34.0, 30.0)"
11-01-2023 20:03:24.423309,"(3.6, 4.3, 3.98)","(91.0, 100.0, 78.57142857142857)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(26.0, 50.0, 39.0)","(26.0, 32.0, 26.857142857142858)","(4.8, 6.2, 6.05)","(5.0, 9.0, 8.4)","(4.0, 5.9, 5.36)","(21.0, 36.0, 28.857142857142858)"
11-01-2023 20:03:25.994263,"(3.6, 4.3, 4.1)","(91.0, 100.0, 77.14285714285714)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 50.0, 39.0)","(26.0, 32.0, 27.2)","(5.0, 6.8, 5.966666666666667)","(5.0, 9.2, 9.191666666666666)","(4.0, 6.0, 5.5)","(21.0, 36.0, 32.0)"
11-01-2023 20:03:27.539354,"(3.6, 4.2, 4.143478260869565)","(91.0, 95.0, 79.375)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 50.0, 39.0)","(26.0, 32.0, 27.7)","(5.0, 6.2, 6.2)","(5.0, 9.2, 9.0)","(4.0, 5.8, 5.36)","(21.0, 34.0, 30.666666666666668)"
11-01-2023 20:03:29.377953,"(3.6, 4.3, 4.143478260869565)","(91.0, 95.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 50.0, 39.0)","(26.0, 28.0, 27.647058823529413)","(5.0, 6.8, 6.242857142857143)","(5.0, 9.2, 9.186206896551724)","(4.0, 6.0, 5.36)","(21.0, 34.0, 31.11111111111111)"
11-01-2023 20:03:31.115020,"(3.6, 4.3, 4.1)","(91.0, 95.0, 92.5)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 50.0, 30.5)","(26.0, 28.0, 27.647058823529413)","(5.0, 6.4, 6.242857142857143)","(5.0, 9.2, 9.186206896551724)","(4.0, 6.0, 5.36)","(21.0, 32.0, 31.272727272727273)"
11-01-2023 20:03:32.672292,"(3.6, 4.3, 4.1)","(91.0, 95.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 31.666666666666668)","(26.0, 28.0, 27.647058823529413)","(5.0, 6.4, 6.107692307692307)","(5.0, 9.2, 8.5)","(4.0, 6.0, 5.36)","(21.0, 40.0, 32.57142857142857)"
11-01-2023 20:03:34.244511,"(3.6, 4.3, 4.14)","(91.0, 95.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.0)","(26.0, 28.0, 29.565217391304348)","(5.0, 6.8, 5.825)","(5.0, 9.2, 8.84)","(4.0, 6.0, 5.36)","(21.0, 36.0, 30.5)"
11-01-2023 20:03:35.831663,"(3.6, 4.3, 4.131578947368421)","(91.0, 95.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.0)","(26.0, 32.0, 29.5)","(5.0, 6.8, 6.266666666666667)","(5.0, 9.0, 8.466666666666667)","(4.0, 6.0, 5.36)","(21.0, 36.0, 30.5)"
11-01-2023 20:03:37.369574,"(3.6, 4.3, 4.131578947368421)","(91.0, 95.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.0)","(26.0, 30.0, 29.411764705882355)","(5.0, 6.6, 6.05)","(5.0, 9.0, 8.84)","(4.0, 6.0, 5.4)","(21.0, 36.0, 30.5)"
11-01-2023 20:03:38.919858,"(3.6, 4.3, 4.131578947368421)","(91.0, 95.0, 90.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.0)","(26.0, 30.0, 29.411764705882355)","(5.0, 6.6, 6.05)","(5.0, 9.0, 8.84)","(4.0, 6.0, 5.4)","(21.0, 36.0, 27.0)"
11-01-2023 20:03:40.524273,"(3.6, 4.3, 4.522222222222222)","(91.0, 95.0, 139.375)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.8)","(26.0, 30.0, 29.5)","(5.0, 6.6, 6.414285714285714)","(5.0, 9.0, 8.84)","(4.0, 6.0, 5.4)","(21.0, 32.0, 31.307692307692307)"
11-01-2023 20:03:42.043840,"(3.6, 4.6, 4.522222222222222)","(91.0, 230.0, 126.66666666666666)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 34.8)","(26.0, 30.0, 29.411764705882355)","(5.0, 6.6, 5.699999999999999)","(5.0, 9.0, 8.84)","(4.0, 6.0, 5.4)","(21.0, 32.0, 32.77777777777778)"
11-01-2023 20:03:43.594336,"(3.6, 4.7, 4.03125)","(91.0, 210.0, 103.75)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 39.0)","(26.0, 30.0, 28.666666666666668)","(5.0, 6.6, 5.84)","(5.0, 9.0, 8.84)","(4.0, 6.0, 5.2875000000000005)","(21.0, 34.0, 32.0)"
11-01-2023 20:03:45.505985,"(3.6, 4.6, 4.03125)","(91.0, 200.0, 105.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 33.0)","(26.0, 30.0, 28.666666666666668)","(5.0, 6.4, 5.84)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.2875000000000005)","(21.0, 34.0, 32.0)"
11-01-2023 20:03:47.268796,"(3.6, 4.6, 4.03125)","(91.0, 180.0, 113.33333333333333)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 48.0, 41.5)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3500000000000005)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.375)","(21.0, 32.0, 28.5)"
11-01-2023 20:03:48.878857,"(3.6, 4.6, 4.03125)","(91.0, 160.0, 100.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.3999999999999995)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.333333333333334)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 27.0)"
11-01-2023 20:03:50.439636,"(3.6, 4.6, 4.042857142857143)","(91.0, 150.0, 98.33333333333333)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 28.333333333333332)"
11-01-2023 20:03:52.030841,"(3.6, 4.6, 4.042857142857143)","(91.0, 140.0, 115.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 30.0, 28.5)"
11-01-2023 20:03:53.606345,"(3.6, 4.6, 4.042857142857143)","(91.0, 140.0, 121.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 28.333333333333332)"
11-01-2023 20:03:55.161576,"(3.6, 4.6, 4.042857142857143)","(91.0, 140.0, 110.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 28.5)"
11-01-2023 20:03:56.697208,"(3.6, 4.6, 4.276923076923077)","(91.0, 130.0, 105.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 28.5)"
11-01-2023 20:03:58.235434,"(3.6, 4.6, 4.218181818181818)","(91.0, 130.0, 110.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.15)","(31.0, 46.0, 37.0)","(26.0, 30.0, 29.545454545454547)","(5.0, 6.4, 5.3)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 27.0)"
11-01-2023 20:03:59.727583,"(3.6, 4.6, 4.245454545454545)","(91.0, 120.0, 110.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 37.0)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 28.5)"
11-01-2023 20:04:01.179961,"(3.6, 4.6, 4.275)","(91.0, 120.0, 100.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 37.0)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.614285714285714)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.34)","(21.0, 32.0, 30.25)"
11-01-2023 20:04:02.594396,"(3.6, 4.6, 4.321428571428571)","(91.0, 120.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 46.166666666666664)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.375)","(21.0, 32.0, 29.666666666666668)"
11-01-2023 20:04:04.127323,"(3.6, 4.6, 4.35)","(91.0, 110.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 48.0, 42.92307692307692)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.375)","(21.0, 32.0, 29.666666666666668)"
11-01-2023 20:04:05.659602,"(3.6, 4.6, 4.3)","(91.0, 110.0, 91.25)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 40.666666666666664)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.375)","(21.0, 32.0, 29.666666666666668)"
11-01-2023 20:04:07.217807,"(3.6, 4.6, 4.42)","(91.0, 110.0, 95.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 33.333333333333336)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.84)","(4.0, 5.9, 5.375)","(21.0, 32.0, 29.0)"
