,Phelan Seedy,Ones Opinion,Afternoon,Dan Dan,Handsome Jack,Shes Not Normal,Got The Torque,Gold Driller
11-01-2023 19:23:48.549735,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.39375)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.571428571428571)"
11-01-2023 19:23:49.824192,"(9.0, 15.0, 13.484848484848484)","(6.0, 7.4, 7.133333333333334)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3526315789473684)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.6)"
11-01-2023 19:23:51.065675,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.4, 7.290909090909091)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3526315789473684)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.6)"
11-01-2023 19:23:52.379933,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.4, 7.25)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3661764705882353)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.666666666666666)","(4.6, 6.8, 6.6)"
11-01-2023 19:23:53.697461,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.4, 7.171428571428571)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3661764705882353)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.6)"
11-01-2023 19:23:54.988185,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.171428571428571)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3344827586206893)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.523076923076923)"
11-01-2023 19:23:56.327262,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.284210526315789)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3344827586206893)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.523076923076923)"
11-01-2023 19:23:57.677503,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.284210526315789)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.3661764705882353)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.6)"
11-01-2023 19:23:59.024595,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.284210526315789)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.55, 3.4285714285714284)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.714285714285714)","(4.6, 6.8, 6.6)"
11-01-2023 19:24:00.259868,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.578947368421053)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.5, 3.4285714285714284)","(11.0, 24.0, 22.08)","(6.0, 7.0, 6.538461538461538)","(4.6, 6.8, 6.6)"
11-01-2023 19:24:01.637441,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.586206896551724)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.5, 3.3275862068965516)","(11.0, 24.0, 22.122448979591837)","(6.0, 7.0, 6.612903225806452)","(4.6, 6.8, 6.523076923076923)"
11-01-2023 19:24:02.969160,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.586206896551724)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.5, 3.3529411764705883)","(11.0, 24.0, 22.16)","(6.0, 7.0, 6.612903225806452)","(4.6, 6.8, 6.6)"
11-01-2023 19:24:04.335163,"(9.0, 15.0, 13.68421052631579)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.612903225806452)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.5, 3.35625)","(11.0, 24.0, 21.125)","(6.0, 7.0, 6.666666666666667)","(4.6, 6.8, 6.6)"
11-01-2023 19:24:05.618068,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.612903225806452)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.45, 3.35625)","(11.0, 24.0, 21.125)","(6.0, 7.0, 6.666666666666667)","(4.6, 6.8, 6.6)"
11-01-2023 19:24:06.885199,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.612903225806452)","(31.0, 48.0, 39.851851851851855)","(3.0, 3.45, 3.308333333333333)","(11.0, 24.0, 22.083333333333332)","(6.0, 7.0, 6.666666666666667)","(4.6, 6.8, 6.523076923076923)"
11-01-2023 19:24:08.246176,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.50909090909091)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.45, 3.305357142857143)","(13.0, 24.0, 22.095238095238095)","(6.0, 7.0, 6.709677419354839)","(5.0, 6.8, 6.6)"
11-01-2023 19:24:09.524978,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.584615384615385)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.45, 3.375)","(13.0, 24.0, 22.70967741935484)","(6.0, 7.0, 6.709677419354839)","(5.0, 6.8, 6.45925925925926)"
11-01-2023 19:24:10.876922,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.04)","(6.0, 8.0, 7.584615384615385)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.4, 3.333333333333333)","(13.0, 24.0, 22.70967741935484)","(6.0, 7.0, 6.709677419354839)","(5.0, 6.8, 6.538461538461538)"
11-01-2023 19:24:12.212702,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.04)","(6.0, 8.0, 7.669387755102041)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.4, 3.333333333333333)","(13.0, 24.0, 22.70967741935484)","(6.0, 7.0, 6.634146341463415)","(5.0, 6.8, 6.538461538461538)"
11-01-2023 19:24:13.540115,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.234782608695652)","(6.0, 8.0, 7.669387755102041)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.4, 3.333333333333333)","(13.0, 24.0, 22.285714285714285)","(6.0, 7.0, 6.674285714285714)","(5.0, 6.8, 6.476190476190476)"
11-01-2023 19:24:14.914061,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.260869565217391)","(6.0, 8.0, 7.631818181818182)","(31.0, 48.0, 39.851851851851855)","(2.9, 3.4, 3.3076923076923075)","(13.0, 24.0, 22.736842105263158)","(6.0, 7.0, 6.674285714285714)","(5.0, 6.8, 6.476190476190476)"
11-01-2023 19:24:16.183564,"(10.0, 15.0, 13.666666666666666)","(6.0, 7.6, 7.138461538461538)","(6.0, 8.0, 7.691428571428571)","(31.0, 48.0, 39.785714285714285)","(2.9, 3.4, 3.361290322580645)","(13.0, 24.0, 22.736842105263158)","(5.5, 7.0, 6.666666666666667)","(5.0, 6.8, 6.6)"
11-01-2023 19:24:17.505648,"(10.0, 14.5, 14.392857142857142)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.64)","(31.0, 48.0, 39.785714285714285)","(2.9, 3.4, 3.3636363636363638)","(13.0, 24.0, 22.666666666666668)","(5.5, 7.0, 6.666666666666667)","(5.0, 6.8, 6.523076923076923)"
11-01-2023 19:24:18.827658,"(10.0, 14.0, 13.545454545454545)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.64)","(31.0, 48.0, 39.785714285714285)","(2.9, 3.5, 3.3615384615384616)","(13.0, 24.0, 21.115384615384617)","(5.5, 7.0, 6.709677419354839)","(5.0, 6.8, 6.523076923076923)"
11-01-2023 19:24:20.160341,"(10.0, 14.0, 13.545454545454545)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.726829268292683)","(31.0, 48.0, 39.785714285714285)","(2.9, 3.5, 3.3615384615384616)","(13.0, 24.0, 20.666666666666668)","(5.5, 7.0, 6.709677419354839)","(5.0, 6.8, 6.6)"
11-01-2023 19:24:21.492620,"(10.0, 14.0, 13.363636363636363)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.784)","(31.0, 48.0, 39.785714285714285)","(2.9, 3.5, 3.435135135135135)","(13.0, 21.0, 20.5)","(5.5, 7.0, 6.709677419354839)","(5.0, 6.8, 6.6)"
11-01-2023 19:24:22.845463,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.292307692307692)","(6.0, 8.0, 7.784)","(31.0, 48.0, 40.22222222222222)","(2.9, 3.5, 3.5631578947368423)","(13.0, 21.0, 20.5)","(5.5, 7.0, 6.709677419354839)","(5.0, 6.8, 6.5600000000000005)"
11-01-2023 19:24:24.171124,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 46.0, 40.22222222222222)","(2.9, 3.6, 3.585)","(13.0, 22.0, 20.375)","(5.5, 7.0, 6.777777777777778)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:25.510637,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 46.0, 40.75)","(2.9, 3.6, 3.5894736842105264)","(13.0, 21.0, 19.5)","(5.5, 7.0, 6.866666666666666)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:27.010782,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 44.0, 40.75)","(2.9, 3.6, 3.5444444444444443)","(13.0, 21.0, 18.75)","(5.5, 7.0, 6.828571428571428)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:28.520965,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.55, 3.5272727272727273)","(13.0, 21.0, 19.125)","(5.5, 7.0, 6.733333333333333)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:29.879308,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.6, 3.5272727272727273)","(13.0, 21.0, 18.75)","(5.5, 7.0, 6.699999999999999)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:31.250989,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.6, 3.5272727272727273)","(13.0, 21.0, 18.75)","(5.5, 7.0, 6.699999999999999)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:32.634719,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.82)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.6, 3.5727272727272728)","(12.0, 21.0, 18.75)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.4941176470588236)"
11-01-2023 19:24:34.028726,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.285714285714286)","(6.0, 8.0, 7.803636363636364)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.6, 3.5444444444444443)","(12.0, 21.0, 18.75)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.4941176470588236)"
11-01-2023 19:24:35.353111,"(10.0, 14.0, 13.18421052631579)","(6.0, 7.6, 7.384615384615385)","(6.0, 8.0, 7.855555555555555)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.55, 3.5441176470588234)","(12.0, 21.0, 18.75)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.4941176470588236)"
11-01-2023 19:24:36.784557,"(10.0, 14.0, 13.18421052631579)","(6.0, 8.0, 7.413333333333333)","(6.0, 8.0, 7.881818181818182)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.55, 3.45)","(12.0, 21.0, 18.333333333333332)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.4750000000000005)"
11-01-2023 19:24:38.254390,"(10.0, 14.0, 13.18421052631579)","(6.0, 8.0, 7.413333333333333)","(6.0, 8.0, 7.881818181818182)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.5, 3.375)","(12.0, 21.0, 18.333333333333332)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.4941176470588236)"
11-01-2023 19:24:39.665617,"(10.0, 14.0, 13.18421052631579)","(6.0, 8.0, 7.341176470588236)","(6.0, 8.0, 7.9037037037037035)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.45, 3.4000000000000004)","(12.0, 21.0, 18.333333333333332)","(5.5, 7.2, 7.066666666666666)","(5.0, 6.8, 6.4941176470588236)"
11-01-2023 19:24:41.024937,"(10.0, 14.0, 13.18421052631579)","(6.0, 8.0, 7.253333333333334)","(6.0, 8.0, 7.91764705882353)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.45, 3.4625)","(12.0, 21.0, 19.166666666666668)","(5.5, 7.2, 6.8625)","(5.0, 6.8, 6.583333333333333)"
11-01-2023 19:24:42.333358,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.253333333333334)","(6.0, 8.0, 7.9192307692307695)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.5, 3.45)","(12.0, 20.0, 18.333333333333332)","(5.5, 7.2, 6.699999999999999)","(5.0, 6.8, 6.4750000000000005)"
11-01-2023 19:24:43.737004,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.253333333333334)","(6.0, 8.0, 7.9192307692307695)","(31.0, 44.0, 40.714285714285715)","(2.9, 3.5, 3.45)","(12.0, 20.0, 18.333333333333332)","(5.5, 7.2, 6.699999999999999)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:45.046877,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.0, 8.0, 7.9192307692307695)","(31.0, 44.0, 40.714285714285715)","(2.7, 3.5, 3.482142857142857)","(12.0, 20.0, 19.0)","(5.5, 7.2, 6.847058823529411)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:46.421559,"(10.0, 14.0, 13.225)","(6.0, 8.0, 7.25)","(6.0, 8.0, 7.9192307692307695)","(31.0, 44.0, 40.55555555555556)","(2.7, 3.5, 3.4411764705882355)","(12.0, 20.0, 19.0)","(5.5, 7.2, 7.0)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:47.775714,"(10.0, 14.0, 13.225)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 42.0, 40.357142857142854)","(2.7, 3.5, 3.4411764705882355)","(13.0, 20.0, 19.0)","(5.5, 7.2, 6.964705882352941)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:49.111766,"(10.0, 14.0, 13.225)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 42.0, 40.357142857142854)","(2.7, 3.5, 3.38)","(13.0, 20.0, 19.0)","(5.5, 7.2, 7.043478260869565)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:50.474111,"(10.0, 14.0, 13.225)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 42.0, 40.357142857142854)","(2.7, 3.5, 3.5464285714285717)","(13.0, 20.0, 19.0)","(5.5, 7.2, 7.043478260869565)","(5.0, 6.8, 6.506666666666667)"
11-01-2023 19:24:51.846734,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 42.0, 38.46153846153846)","(2.7, 3.6, 3.508695652173913)","(13.0, 20.0, 19.166666666666668)","(5.5, 7.2, 6.8307692307692305)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:53.108756,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 42.0, 38.470588235294116)","(2.7, 3.6, 3.4727272727272727)","(13.0, 20.0, 19.166666666666668)","(5.5, 7.2, 6.8307692307692305)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:54.474007,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.470588235294116)","(2.7, 3.6, 3.5285714285714285)","(13.0, 20.0, 18.125)","(5.5, 7.2, 6.8307692307692305)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:55.950083,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.470588235294116)","(2.7, 3.55, 3.5285714285714285)","(13.0, 20.0, 18.0)","(5.5, 7.2, 6.8307692307692305)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:57.305076,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.25)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.333333333333336)","(2.7, 3.55, 3.5714285714285716)","(13.0, 20.0, 18.75)","(5.5, 7.2, 6.9)","(5.0, 6.8, 6.485714285714286)"
11-01-2023 19:24:58.675802,"(10.0, 14.0, 13.205128205128204)","(6.0, 8.0, 7.266666666666667)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.125)","(2.7, 3.6, 3.4705882352941178)","(13.0, 20.0, 18.75)","(5.5, 7.0, 6.726315789473684)","(5.0, 6.8, 6.705263157894737)"
11-01-2023 19:25:00.057569,"(10.0, 14.0, 13.205128205128204)","(6.0, 7.8, 7.3125)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.125)","(2.7, 3.5, 3.475)","(13.0, 20.0, 18.75)","(5.5, 7.0, 6.614285714285714)","(5.0, 6.8, 6.705263157894737)"
11-01-2023 19:25:01.422035,"(10.0, 14.0, 13.205128205128204)","(6.0, 7.8, 7.3)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.125)","(2.7, 3.5, 3.475)","(13.0, 20.0, 18.75)","(5.5, 7.0, 6.614285714285714)","(5.0, 6.8, 6.751515151515151)"
11-01-2023 19:25:02.738796,"(10.0, 14.0, 13.205128205128204)","(6.0, 7.8, 7.2375)","(6.5, 8.0, 7.910638297872341)","(31.0, 40.0, 38.125)","(2.7, 3.5, 3.4833333333333334)","(13.0, 20.0, 18.0)","(5.5, 7.0, 6.621052631578947)","(5.0, 6.8, 6.751515151515151)"
11-01-2023 19:25:04.095527,"(10.0, 14.0, 13.279069767441861)","(6.0, 7.8, 7.4)","(6.5, 8.0, 7.9125)","(31.0, 40.0, 37.5)","(2.7, 3.5, 3.4875)","(13.0, 20.0, 16.571428571428573)","(5.5, 7.0, 6.711111111111111)","(5.0, 6.8, 6.680851063829787)"
11-01-2023 19:25:05.549576,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.292307692307692)","(6.5, 8.0, 7.9125)","(31.0, 40.0, 36.25)","(2.7, 3.5, 3.515)","(13.0, 17.0, 19.57142857142857)","(5.5, 6.8, 6.75)","(5.0, 6.8, 6.7)"
11-01-2023 19:25:06.933751,"(10.0, 14.0, 13.333333333333334)","(6.0, 7.6, 7.36)","(6.5, 8.0, 7.9125)","(31.0, 40.0, 38.333333333333336)","(2.7, 3.65, 3.5661290322580648)","(13.0, 20.0, 19.444444444444443)","(5.5, 6.8, 6.769230769230769)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:08.391887,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.36)","(6.5, 8.0, 7.920754716981132)","(31.0, 40.0, 38.333333333333336)","(2.7, 3.6, 3.5625)","(13.0, 20.0, 19.807692307692307)","(5.5, 6.8, 6.769230769230769)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:10.016871,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.36)","(6.5, 8.0, 7.920754716981132)","(31.0, 40.0, 38.333333333333336)","(2.7, 3.6, 3.5625)","(13.0, 20.0, 19.807692307692307)","(5.5, 6.8, 6.769230769230769)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:11.789713,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.36)","(6.5, 8.0, 7.920754716981132)","(31.0, 40.0, 38.333333333333336)","(2.7, 3.6, 3.5625)","(13.0, 20.0, 19.807692307692307)","(5.5, 6.8, 6.5920000000000005)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:14.264889,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.391304347826087)","(6.5, 8.0, 7.920754716981132)","(31.0, 40.0, 37.0)","(2.7, 3.6, 3.55625)","(13.0, 20.0, 19.821428571428573)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:16.543315,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.920754716981132)","(31.0, 40.0, 37.6)","(2.7, 3.6, 3.507142857142857)","(13.0, 20.0, 19.6)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.68)"
11-01-2023 19:25:18.147049,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.910638297872341)","(31.0, 40.0, 36.90909090909091)","(2.7, 3.55, 3.5)","(13.0, 20.0, 19.25)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:19.767124,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.910638297872341)","(31.0, 40.0, 36.90909090909091)","(2.7, 3.55, 3.5)","(13.0, 20.0, 19.073170731707318)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:21.172318,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 37.48148148148148)","(2.7, 3.55, 3.513157894736842)","(13.0, 20.0, 18.473684210526315)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:22.595971,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 37.48148148148148)","(2.7, 3.55, 3.5)","(13.0, 20.0, 18.38888888888889)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:23.958948,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 36.90909090909091)","(2.7, 3.55, 3.5)","(13.0, 20.0, 18.11764705882353)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:25.360068,"(10.0, 14.0, 13.346153846153847)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.9192307692307695)","(31.0, 40.0, 38.64)","(2.7, 3.55, 3.5)","(13.0, 20.0, 19.31818181818182)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:26.781912,"(10.0, 14.0, 13.08108108108108)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.910638297872341)","(31.0, 40.0, 38.8)","(2.7, 3.55, 3.5)","(13.0, 19.5, 19.31818181818182)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:28.144057,"(10.0, 14.0, 13.227272727272727)","(6.0, 7.6, 7.4)","(6.5, 8.0, 7.910638297872341)","(31.0, 40.0, 38.8)","(2.7, 3.55, 3.485294117647059)","(13.0, 19.5, 19.31818181818182)","(5.5, 6.8, 6.584615384615384)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:29.417792,"(10.0, 14.0, 13.227272727272727)","(6.0, 7.6, 7.4)","(6.5, 8.0, 8.151219512195121)","(31.0, 40.0, 43.0)","(2.7, 3.5, 3.4710526315789476)","(13.0, 19.5, 19.166666666666668)","(5.5, 6.8, 6.5600000000000005)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:30.812645,"(10.0, 14.0, 13.08108108108108)","(6.0, 7.6, 7.4)","(6.5, 8.2, 8.294736842105264)","(31.0, 48.0, 45.625)","(2.7, 3.5, 3.4710526315789476)","(13.0, 19.5, 19.166666666666668)","(5.5, 6.8, 6.5600000000000005)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:32.281575,"(10.0, 14.0, 13.244444444444444)","(6.0, 7.6, 7.4)","(6.5, 8.4, 8.1875)","(31.0, 50.0, 45.0)","(2.7, 3.5, 3.4615384615384617)","(13.0, 19.5, 17.954545454545453)","(5.5, 6.8, 6.523076923076923)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:33.660856,"(10.0, 14.0, 13.244444444444444)","(6.0, 7.6, 7.42)","(6.5, 8.2, 8.192307692307692)","(31.0, 50.0, 43.07692307692308)","(2.7, 3.5, 3.49)","(13.0, 19.5, 18.6)","(5.5, 6.8, 6.5600000000000005)","(5.0, 6.8, 6.698305084745763)"
11-01-2023 19:25:34.928686,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.493333333333333)","(6.5, 8.2, 8.192307692307692)","(31.0, 50.0, 48.769230769230774)","(2.8, 3.5, 3.485294117647059)","(12.0, 19.0, 18.6)","(5.5, 6.8, 6.5600000000000005)","(5.0, 6.8, 6.6125)"
11-01-2023 19:25:36.204102,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.493333333333333)","(6.5, 8.2, 8.285714285714286)","(31.0, 50.0, 48.769230769230774)","(2.8, 3.5, 3.466666666666667)","(12.0, 19.0, 18.6)","(5.5, 6.8, 6.5600000000000005)","(5.0, 6.8, 6.6125)"
11-01-2023 19:25:37.580501,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.431578947368421)","(6.5, 8.4, 8.285714285714286)","(31.0, 50.0, 48.285714285714285)","(2.8, 3.5, 3.4571428571428573)","(12.0, 19.0, 18.8)","(5.5, 6.8, 6.575)","(5.0, 6.8, 6.6125)"
11-01-2023 19:25:38.899878,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.466666666666667)","(6.5, 8.4, 8.11111111111111)","(31.0, 50.0, 48.285714285714285)","(2.8, 3.5, 3.4551724137931035)","(12.0, 19.0, 18.8)","(5.5, 6.8, 6.575)","(5.0, 6.8, 6.6125)"
11-01-2023 19:25:40.208000,"(10.0, 14.0, 13.26086956521739)","(6.0, 7.6, 7.488888888888889)","(6.5, 8.2, 7.9904761904761905)","(31.0, 50.0, 48.769230769230774)","(2.8, 3.5, 3.4571428571428573)","(12.0, 19.0, 18.23076923076923)","(5.5, 6.8, 6.582608695652174)","(5.0, 6.8, 6.6125)"
