,Arctic Princess,Cosmic Event,Shocking Habit,Superior Sam,Wishlor Lass,Ausvardia,Majestic Rossa,Piwhane,Spiritual Thinker
08-12-2022 13:58:24.863104,"(20.0, 27.0, 26.666666666666668)","(13.0, 18.0, 17.77027027027027)","(3.9, 4.5, 4.4649484536082475)","(8.0, 11.5, 11.1640625)","(5.0, 6.2, 6.095522388059702)","(5.5, 6.4, 6.2712121212121215)","(31.0, 60.0, 58.205128205128204)","(11.0, 12.5, 12.38888888888889)","(4.8, 5.9, 5.856470588235294)"
08-12-2022 13:58:26.145183,"(20.0, 27.0, 26.666666666666668)","(13.0, 18.0, 17.77027027027027)","(3.9, 4.5, 4.4649484536082475)","(8.0, 11.5, 11.137640449438202)","(5.0, 6.2, 6.101587301587302)","(5.5, 6.4, 6.2712121212121215)","(31.0, 60.0, 58.205128205128204)","(11.0, 12.5, 12.38888888888889)","(4.8, 5.9, 5.857657657657658)"
08-12-2022 13:58:27.585516,"(20.0, 27.0, 26.736842105263158)","(13.0, 18.0, 17.77027027027027)","(3.9, 4.5, 4.4649484536082475)","(8.0, 11.5, 11.137640449438202)","(5.0, 6.2, 5.9859375)","(5.5, 6.4, 6.312994350282486)","(31.0, 60.0, 57.44186046511628)","(11.0, 12.5, 12.4)","(4.8, 5.9, 5.824193548387097)"
08-12-2022 13:58:29.018193,"(20.0, 27.0, 26.736842105263158)","(13.0, 18.0, 17.77027027027027)","(3.9, 4.5, 4.4649484536082475)","(8.0, 11.5, 11.147540983606557)","(5.0, 6.0, 5.9818181818181815)","(5.5, 6.4, 6.335135135135135)","(31.0, 60.0, 57.44186046511628)","(11.0, 12.5, 12.4)","(4.8, 5.9, 5.847191011235955)"
08-12-2022 13:58:30.392823,"(20.0, 27.0, 26.7)","(13.0, 18.0, 17.77027027027027)","(3.9, 4.5, 4.4649484536082475)","(8.0, 11.5, 11.147540983606557)","(5.0, 6.0, 5.962790697674419)","(5.5, 6.4, 6.335135135135135)","(31.0, 60.0, 57.44186046511628)","(11.0, 12.5, 12.385714285714286)","(4.8, 5.9, 5.847191011235955)"
08-12-2022 13:58:32.006275,"(20.0, 27.0, 26.464788732394368)","(13.0, 18.0, 17.98076923076923)","(3.9, 4.5, 4.482312925170068)","(8.0, 11.5, 11.189903846153847)","(5.0, 6.0, 5.986528497409326)","(5.5, 6.4, 6.361904761904762)","(31.0, 60.0, 56.5625)","(11.0, 12.5, 12.448051948051948)","(4.8, 5.9, 5.873446327683616)"
08-12-2022 13:58:34.356203,"(20.0, 27.0, 26.464788732394368)","(13.0, 18.0, 18.458333333333332)","(3.9, 4.5, 4.368243243243244)","(8.0, 11.5, 11.234741784037558)","(5.0, 6.0, 5.990909090909091)","(5.5, 6.4, 6.456666666666667)","(31.0, 60.0, 56.5625)","(11.0, 12.5, 12.709401709401709)","(4.8, 5.9, 5.8751445086705205)"
08-12-2022 13:58:36.097455,"(20.0, 27.0, 25.029411764705884)","(13.0, 18.5, 18.925)","(3.9, 4.4, 4.090797546012269)","(8.0, 11.5, 11.294270833333334)","(5.0, 6.0, 6.085714285714285)","(5.5, 6.6, 6.65953488372093)","(41.0, 60.0, 62.666666666666664)","(11.0, 13.0, 12.858695652173912)","(4.8, 5.9, 5.919718309859155)"
08-12-2022 13:58:37.745937,"(20.0, 25.0, 24.857142857142858)","(13.0, 19.5, 19.089285714285715)","(3.9, 4.1, 4.0601593625498005)","(8.0, 11.5, 11.294270833333334)","(5.0, 6.2, 6.091666666666667)","(5.5, 6.8, 6.699999999999999)","(41.0, 70.0, 62.10526315789474)","(11.0, 13.0, 12.919753086419753)","(4.8, 6.0, 5.916666666666667)"
08-12-2022 13:58:39.121774,"(20.0, 25.0, 24.974358974358974)","(13.0, 19.5, 19.089285714285715)","(3.9, 4.1, 4.076262626262626)","(8.0, 11.5, 11.288770053475936)","(5.0, 6.2, 6.091666666666667)","(5.5, 6.8, 6.691935483870967)","(41.0, 70.0, 64.21052631578948)","(11.0, 13.0, 12.91875)","(4.8, 6.0, 5.939636363636364)"
08-12-2022 13:58:41.013912,"(20.0, 25.0, 24.844444444444445)","(13.0, 19.5, 19.089285714285715)","(3.9, 4.1, 4.063983050847457)","(8.0, 11.5, 11.29639175257732)","(5.0, 6.2, 6.143169398907104)","(5.5, 6.8, 6.691935483870967)","(41.0, 70.0, 64.21052631578948)","(11.0, 13.0, 13.03956834532374)","(4.8, 6.0, 5.939636363636364)"
08-12-2022 13:58:42.461506,"(20.0, 25.0, 24.785714285714285)","(14.0, 19.5, 19.089285714285715)","(3.9, 4.1, 4.061382113821138)","(8.5, 11.5, 11.29639175257732)","(5.0, 6.2, 6.143169398907104)","(5.5, 6.8, 6.691935483870967)","(41.0, 70.0, 64.21052631578948)","(11.0, 13.5, 13.024475524475525)","(5.0, 6.0, 5.943775100401607)"
08-12-2022 13:58:44.012423,"(20.0, 25.0, 24.775)","(14.0, 19.5, 19.089285714285715)","(3.8, 4.1, 4.065367965367965)","(8.5, 11.5, 11.29639175257732)","(5.0, 6.2, 6.143169398907104)","(5.5, 6.8, 6.691935483870967)","(41.0, 70.0, 64.21052631578948)","(11.0, 13.5, 13.010791366906474)","(5.0, 6.0, 5.943775100401607)"
08-12-2022 13:58:45.514449,"(19.0, 25.0, 24.775)","(14.0, 19.5, 19.232558139534884)","(3.8, 4.1, 4.094219653179191)","(8.5, 11.5, 11.311004784688995)","(5.0, 6.2, 6.140106951871658)","(5.5, 6.8, 6.691935483870967)","(41.0, 70.0, 65.41666666666667)","(11.0, 13.5, 12.922619047619047)","(5.0, 6.0, 5.9262500000000005)"
08-12-2022 13:58:47.574097,"(19.0, 25.0, 24.926829268292682)","(14.0, 19.5, 19.03061224489796)","(3.8, 4.2, 4.102659574468086)","(8.5, 11.5, 11.319634703196346)","(5.0, 6.2, 6.1)","(5.5, 6.8, 6.704285714285714)","(41.0, 70.0, 65.76923076923077)","(11.0, 13.5, 13.4875)","(5.0, 6.0, 5.923478260869565)"
08-12-2022 13:58:49.390964,"(20.0, 25.0, 24.926829268292682)","(14.0, 19.5, 19.1)","(3.8, 4.2, 4.069803921568627)","(9.0, 11.5, 11.319634703196346)","(5.5, 6.2, 6.129615384615385)","(5.5, 6.8, 6.689256198347107)","(41.0, 70.0, 65.76923076923077)","(11.0, 13.5, 13.195121951219512)","(5.0, 5.9, 5.898901098901099)"
08-12-2022 13:58:50.906732,"(20.0, 25.0, 24.926829268292682)","(14.0, 19.5, 19.1)","(3.8, 4.1, 4.058389261744966)","(9.0, 11.5, 11.319634703196346)","(5.5, 6.2, 6.117021276595745)","(5.5, 6.8, 6.689256198347107)","(41.0, 70.0, 63.529411764705884)","(11.0, 13.5, 13.202380952380953)","(5.0, 5.9, 5.917333333333334)"
08-12-2022 13:58:52.445589,"(20.0, 25.0, 24.926829268292682)","(14.0, 19.5, 19.1)","(3.8, 4.1, 4.056794425087108)","(9.0, 11.5, 11.315420560747663)","(5.5, 6.2, 6.121052631578948)","(5.5, 6.8, 6.689256198347107)","(41.0, 70.0, 62.857142857142854)","(11.0, 13.5, 13.202380952380953)","(5.0, 6.0, 5.917333333333334)"
08-12-2022 13:58:54.052748,"(20.0, 25.0, 24.863636363636363)","(14.0, 19.5, 19.26388888888889)","(3.8, 4.1, 3.9699255121042833)","(9.0, 11.5, 11.403940886699507)","(5.0, 6.2, 5.795545314900154)","(5.5, 6.8, 6.861654135338346)","(41.0, 70.0, 64.58333333333333)","(11.0, 13.5, 13.528571428571428)","(5.0, 6.0, 6.053892215568863)"
08-12-2022 13:58:55.651475,"(20.0, 27.0, 26.384615384615383)","(14.0, 19.5, 19.2875)","(3.8, 4.0, 3.975177304964539)","(9.0, 11.5, 11.761904761904763)","(5.0, 5.8, 5.661386138613861)","(5.5, 7.0, 6.87)","(41.0, 65.0, 64.44444444444444)","(11.0, 14.0, 13.56578947368421)","(5.0, 6.2, 6.0651685393258425)"
08-12-2022 13:58:57.057869,"(20.0, 27.0, 26.514285714285712)","(14.0, 19.5, 19.2875)","(3.8, 4.0, 4.044711538461538)","(9.0, 12.0, 11.755813953488373)","(5.0, 5.7, 5.656179775280899)","(5.5, 7.0, 6.769444444444444)","(41.0, 65.0, 64.44444444444444)","(11.0, 14.0, 13.633333333333333)","(5.0, 6.2, 6.067515923566879)"
08-12-2022 13:58:58.442594,"(20.0, 27.0, 26.55263157894737)","(15.0, 19.5, 19.2875)","(3.9, 4.1, 4.044711538461538)","(9.0, 12.0, 11.755813953488373)","(5.0, 5.7, 5.634285714285714)","(5.5, 6.8, 6.769444444444444)","(41.0, 65.0, 64.54545454545455)","(11.0, 14.0, 13.633333333333333)","(5.0, 6.2, 6.062251655629139)"
08-12-2022 13:58:59.922373,"(20.0, 27.0, 26.55263157894737)","(15.0, 19.5, 19.310344827586206)","(3.9, 4.1, 4.044711538461538)","(9.0, 12.0, 11.755813953488373)","(5.0, 5.7, 5.5556776556776555)","(5.5, 6.8, 6.769444444444444)","(41.0, 65.0, 64.54545454545455)","(11.0, 14.0, 13.633333333333333)","(5.0, 6.2, 6.079354838709677)"
08-12-2022 13:59:01.289273,"(20.0, 27.0, 26.55263157894737)","(15.0, 19.5, 19.310344827586206)","(3.9, 4.1, 4.056024096385542)","(9.0, 12.0, 11.755813953488373)","(5.0, 5.6, 5.551903114186851)","(5.5, 6.8, 6.775539568345324)","(41.0, 65.0, 64.54545454545455)","(11.0, 14.0, 13.69672131147541)","(5.0, 6.2, 6.079354838709677)"
08-12-2022 13:59:02.763118,"(20.0, 27.0, 26.26086956521739)","(15.0, 19.5, 19.310344827586206)","(3.9, 4.1, 4.121940928270042)","(9.0, 12.0, 11.817073170731707)","(5.0, 5.6, 5.551436781609195)","(5.5, 6.8, 6.783458646616541)","(41.0, 65.0, 64.66666666666667)","(11.0, 14.0, 13.85820895522388)","(5.0, 6.2, 6.089361702127659)"
08-12-2022 13:59:04.257064,"(20.0, 24.0, 23.857142857142858)","(15.0, 19.5, 19.410714285714285)","(3.8, 4.2, 4.16984126984127)","(9.0, 12.0, 12.105882352941176)","(5.0, 5.6, 5.561599999999999)","(5.5, 6.8, 6.578947368421052)","(41.0, 65.0, 64.66666666666667)","(12.0, 14.5, 13.784313725490197)","(5.5, 6.2, 6.10377358490566)"
08-12-2022 13:59:05.603737,"(20.0, 25.0, 24.77777777777778)","(15.0, 19.5, 19.4)","(3.8, 4.2, 4.1724867724867725)","(9.0, 12.5, 12.198630136986301)","(5.0, 5.6, 5.561599999999999)","(5.5, 6.6, 6.575661375661375)","(41.0, 65.0, 64.70588235294117)","(12.0, 14.0, 13.393617021276595)","(5.5, 6.2, 6.100392156862745)"
08-12-2022 13:59:06.992355,"(20.0, 24.0, 23.817204301075268)","(15.0, 19.5, 19.4)","(3.8, 4.2, 4.195804195804196)","(9.0, 12.5, 12.223076923076922)","(5.0, 5.6, 5.562432432432432)","(5.5, 6.6, 6.594152046783625)","(41.0, 65.0, 64.70588235294117)","(12.0, 13.5, 13.413793103448276)","(5.5, 6.2, 6.100392156862745)"
08-12-2022 13:59:08.305519,"(20.0, 24.0, 23.817204301075268)","(15.0, 19.5, 19.4)","(3.8, 4.2, 4.195804195804196)","(9.0, 12.5, 12.223076923076922)","(5.0, 5.6, 5.62560975609756)","(5.5, 6.6, 6.658365758754864)","(41.0, 65.0, 64.76190476190476)","(12.0, 13.5, 13.631578947368421)","(5.5, 6.2, 6.092372881355932)"
08-12-2022 13:59:09.596715,"(20.0, 25.0, 24.567010309278352)","(15.0, 19.5, 19.4)","(3.8, 4.2, 4.0966507177033495)","(9.0, 12.5, 12.235294117647058)","(5.0, 5.7, 5.564705882352941)","(5.5, 6.8, 6.589714285714285)","(41.0, 65.0, 64.76190476190476)","(12.0, 14.0, 13.413793103448276)","(5.5, 6.2, 6.077884615384615)"
08-12-2022 13:59:11.234160,"(20.0, 25.0, 24.567010309278352)","(15.0, 19.5, 19.25)","(3.8, 4.2, 4.161507936507936)","(9.0, 12.5, 12.164634146341463)","(5.0, 5.6, 5.5694805194805195)","(5.5, 6.6, 6.563541666666667)","(41.0, 65.0, 61.333333333333336)","(12.0, 13.5, 13.282352941176471)","(5.5, 6.2, 6.089705882352941)"
08-12-2022 13:59:12.560205,"(20.0, 25.0, 24.567010309278352)","(15.0, 19.5, 19.25)","(3.8, 4.2, 4.1698198198198195)","(9.0, 12.5, 12.238095238095237)","(5.0, 5.6, 5.577073170731707)","(5.5, 6.6, 6.566834170854271)","(41.0, 65.0, 62.0)","(11.0, 13.5, 13.375)","(5.5, 6.2, 6.105956112852665)"
08-12-2022 13:59:13.985119,"(20.0, 25.0, 24.466666666666665)","(15.0, 19.5, 19.318181818181817)","(3.8, 4.2, 4.1929663608562695)","(9.0, 12.5, 12.238095238095237)","(5.0, 5.6, 5.529411764705882)","(5.5, 6.6, 6.5323232323232325)","(41.0, 65.0, 61.81818181818182)","(11.0, 13.5, 13.375)","(5.5, 6.2, 6.105956112852665)"
08-12-2022 13:59:15.738824,"(20.0, 25.0, 24.5)","(15.0, 19.5, 19.318181818181817)","(3.8, 4.2, 4.171610169491525)","(9.0, 12.5, 11.825153374233128)","(5.0, 5.6, 5.6947368421052635)","(5.5, 6.6, 6.68235294117647)","(41.0, 65.0, 62.4)","(11.0, 13.5, 13.21304347826087)","(5.5, 6.2, 5.681318681318682)"
08-12-2022 13:59:17.347327,"(20.0, 26.0, 25.029520295202953)","(15.0, 18.5, 17.66872427983539)","(3.8, 4.3, 4.2783171521035595)","(9.0, 12.0, 11.881578947368421)","(5.0, 5.7, 5.755172413793104)","(5.5, 6.8, 6.7449275362318835)","(41.0, 65.0, 63.088235294117645)","(11.0, 13.5, 13.236)","(5.5, 5.7, 5.688888888888888)"
08-12-2022 13:59:18.724778,"(20.0, 25.0, 24.705882352941178)","(15.0, 18.0, 17.931372549019606)","(3.8, 4.4, 4.315350877192983)","(9.0, 12.0, 11.885593220338983)","(5.0, 5.8, 5.771171171171171)","(5.5, 6.8, 6.766981132075472)","(41.0, 65.0, 66.5)","(11.0, 13.5, 13.236)","(5.5, 5.8, 5.679012345679013)"
08-12-2022 13:59:20.136030,"(20.0, 25.0, 24.680851063829788)","(15.0, 18.0, 17.896103896103895)","(3.8, 4.4, 4.315350877192983)","(9.0, 12.0, 11.885593220338983)","(5.0, 5.8, 5.681818181818182)","(5.5, 6.8, 6.7506382978723405)","(41.0, 70.0, 66.57894736842105)","(11.0, 13.5, 13.230245231607629)","(5.5, 5.7, 5.716964285714286)"
08-12-2022 13:59:21.646779,"(20.0, 25.0, 24.54385964912281)","(15.0, 18.0, 17.448051948051948)","(3.8, 4.4, 4.346204620462046)","(9.0, 12.0, 11.897727272727273)","(5.0, 5.7, 5.6840796019900495)","(5.5, 6.8, 6.772332015810276)","(41.0, 70.0, 66.57894736842105)","(11.0, 13.5, 13.254518072289157)","(5.5, 5.8, 5.716239316239316)"
08-12-2022 13:59:23.046529,"(20.0, 25.0, 24.596153846153847)","(14.0, 17.5, 17.773809523809526)","(3.8, 4.4, 4.331884057971014)","(9.0, 12.0, 11.952991452991453)","(5.0, 5.7, 5.661867704280156)","(6.0, 6.8, 6.794392523364486)","(41.0, 70.0, 66.30434782608695)","(11.0, 13.5, 13.254518072289157)","(5.0, 5.8, 5.638260869565217)"
08-12-2022 13:59:24.400341,"(20.0, 25.0, 24.416666666666668)","(14.0, 18.0, 17.773809523809526)","(3.8, 4.4, 4.356179775280899)","(9.0, 12.0, 12.228395061728396)","(5.0, 5.7, 5.462857142857143)","(6.0, 6.8, 6.910638297872341)","(41.0, 70.0, 67.05882352941177)","(11.0, 13.5, 13.4251968503937)","(5.0, 5.8, 5.635)"
08-12-2022 13:59:25.790696,"(20.0, 25.0, 24.96)","(14.0, 17.0, 16.365853658536587)","(3.8, 4.4, 4.392248062015504)","(9.0, 12.5, 12.305555555555555)","(5.0, 5.5, 5.426973684210527)","(6.0, 7.0, 6.949)","(51.0, 70.0, 67.82608695652173)","(11.0, 13.5, 13.4251968503937)","(5.0, 5.7, 5.655405405405405)"
08-12-2022 13:59:27.088801,"(20.0, 25.0, 24.897435897435898)","(14.0, 17.5, 17.181818181818183)","(3.8, 4.4, 4.244694533762058)","(9.0, 12.5, 12.685082872928177)","(5.0, 5.5, 5.434615384615385)","(6.0, 7.0, 7.116455696202531)","(51.0, 70.0, 73.66666666666667)","(11.0, 13.5, 13.132075471698114)","(5.0, 5.7, 6.177083333333334)"
08-12-2022 13:59:28.402069,"(20.0, 27.0, 26.96)","(14.0, 18.0, 17.692307692307693)","(3.8, 4.3, 4.049180327868852)","(9.0, 13.0, 12.666666666666666)","(5.0, 5.6, 5.457894736842105)","(6.0, 7.2, 7.0685714285714285)","(51.0, 75.0, 70.55555555555556)","(11.0, 13.5, 12.969072164948454)","(5.0, 6.4, 6.123893805309734)"
08-12-2022 13:59:29.757868,"(20.0, 28.0, 27.727272727272727)","(14.0, 18.0, 17.794117647058822)","(3.8, 4.1, 4.025943396226415)","(9.0, 13.0, 12.682926829268293)","(5.0, 5.5, 5.435849056603773)","(6.0, 7.2, 7.0685714285714285)","(51.0, 75.0, 70.71428571428571)","(11.0, 13.0, 12.96808510638298)","(5.0, 6.2, 6.0780748663101605)"
08-12-2022 13:59:31.061896,"(20.0, 29.0, 28.19047619047619)","(14.0, 18.0, 17.794117647058822)","(3.8, 4.1, 4.031102362204725)","(9.0, 13.0, 12.723880597014926)","(5.0, 5.5, 5.442222222222222)","(6.0, 7.2, 7.082051282051282)","(51.0, 75.0, 70.0)","(11.0, 13.0, 12.96808510638298)","(5.0, 6.2, 6.090836653386455)"
08-12-2022 13:59:32.380304,"(20.0, 29.0, 28.19047619047619)","(14.0, 18.0, 17.794117647058822)","(3.8, 4.1, 4.030501930501931)","(10.0, 13.0, 12.754237288135593)","(5.0, 5.5, 5.397979797979798)","(6.0, 7.2, 7.082051282051282)","(51.0, 75.0, 70.0)","(12.0, 13.0, 13.180628272251308)","(5.0, 6.2, 6.09247311827957)"
08-12-2022 13:59:33.963077,"(20.0, 29.0, 28.916666666666668)","(14.0, 18.0, 18.178571428571427)","(3.8, 4.1, 3.9350746268656716)","(10.0, 13.0, 12.96195652173913)","(5.0, 5.4, 5.353688524590164)","(6.0, 7.2, 7.2603448275862075)","(51.0, 75.0, 72.27272727272727)","(12.0, 13.5, 13.25268817204301)","(5.0, 6.2, 6.1115044247787615)"
08-12-2022 13:59:35.325980,"(20.0, 29.0, 28.916666666666668)","(14.0, 18.5, 18.178571428571427)","(3.7, 3.95, 3.9350746268656716)","(9.0, 13.0, 12.96195652173913)","(5.0, 5.4, 5.342276422764228)","(6.0, 7.4, 7.255932203389831)","(51.0, 75.0, 72.27272727272727)","(11.0, 13.5, 13.279069767441861)","(5.5, 6.2, 6.1006622516556295)"
08-12-2022 13:59:36.612084,"(20.0, 30.0, 29.285714285714285)","(14.0, 18.5, 17.879310344827587)","(3.7, 3.95, 3.951063829787234)","(9.0, 13.0, 13.04639175257732)","(5.0, 5.4, 5.3335877862595416)","(6.0, 7.4, 7.283568075117371)","(51.0, 75.0, 72.27272727272727)","(11.0, 13.5, 13.307692307692308)","(5.5, 6.2, 6.108256880733945)"
08-12-2022 13:59:38.157220,"(20.0, 30.0, 29.181818181818183)","(14.0, 18.5, 17.931372549019606)","(3.7, 4.0, 3.9508064516129036)","(10.0, 13.5, 12.96)","(5.0, 5.4, 5.255465587044535)","(6.0, 7.4, 7.25974025974026)","(51.0, 75.0, 74.28571428571429)","(11.0, 13.5, 13.431818181818182)","(5.5, 6.2, 6.127358490566038)"
08-12-2022 13:59:39.613947,"(20.0, 30.0, 29.357142857142858)","(14.0, 18.5, 17.931372549019606)","(3.7, 4.0, 3.951968503937008)","(10.0, 13.0, 12.910714285714286)","(5.0, 5.3, 5.263636363636364)","(6.0, 7.4, 7.266666666666667)","(51.0, 75.0, 72.0)","(11.0, 13.5, 13.46938775510204)","(5.5, 6.2, 6.145583038869258)"
08-12-2022 13:59:41.024112,"(20.0, 30.0, 29.6)","(14.0, 18.5, 17.9390243902439)","(3.7, 4.0, 3.951968503937008)","(10.0, 13.0, 12.910714285714286)","(5.0, 5.3, 5.258937198067633)","(6.0, 7.4, 7.297777777777778)","(51.0, 80.0, 72.0)","(11.0, 13.5, 13.46938775510204)","(5.5, 6.2, 6.146527777777778)"
08-12-2022 13:59:42.421174,"(20.0, 30.0, 29.675675675675677)","(14.0, 18.5, 18.428571428571427)","(3.7, 4.0, 3.9399209486166007)","(10.0, 13.0, 12.9031007751938)","(5.0, 5.3, 5.274193548387097)","(6.0, 7.4, 7.314285714285715)","(51.0, 80.0, 69.21052631578948)","(11.0, 13.5, 13.46938775510204)","(5.5, 6.2, 6.1461538461538465)"
08-12-2022 13:59:47.932177,"(21.0, 30.0, 29.884615384615383)","(14.0, 19.0, 19.382758620689657)","(3.7, 4.0, 3.98203125)","(10.0, 13.0, 12.925806451612903)","(4.8, 5.3, 4.996923076923077)","(6.0, 7.4, 7.43609022556391)","(51.0, 70.0, 69.44444444444444)","(11.0, 13.5, 13.738636363636363)","(5.5, 6.2, 6.1609375)"
08-12-2022 13:59:49.374427,"(21.0, 30.0, 29.90625)","(14.0, 19.5, 20.542857142857144)","(3.7, 4.0, 3.9377049180327868)","(10.0, 13.0, 12.885802469135802)","(4.8, 5.0, 4.891369047619048)","(6.0, 7.6, 7.534065934065934)","(51.0, 70.0, 65.1923076923077)","(11.0, 14.0, 13.775510204081632)","(5.5, 6.2, 6.149056603773585)"
08-12-2022 13:59:50.823818,"(21.0, 32.0, 30.318840579710145)","(14.0, 21.0, 20.542857142857144)","(3.7, 3.95, 3.933766233766234)","(10.0, 13.0, 12.889221556886227)","(4.8, 4.9, 4.891666666666667)","(6.0, 7.6, 7.546188340807174)","(51.0, 70.0, 64.89795918367346)","(11.0, 14.0, 13.870503597122303)","(5.5, 6.2, 6.151057401812689)"
08-12-2022 13:59:52.281867,"(21.0, 32.0, 30.338461538461537)","(15.0, 21.0, 20.724137931034484)","(3.7, 3.95, 3.9346666666666668)","(10.0, 13.0, 12.992366412213741)","(4.8, 4.9, 4.891666666666667)","(6.0, 7.6, 7.546188340807174)","(51.0, 70.0, 64.89795918367346)","(12.0, 14.0, 13.86861313868613)","(5.5, 6.2, 6.153846153846154)"
08-12-2022 13:59:53.679552,"(21.0, 32.0, 30.3125)","(15.0, 21.0, 20.724137931034484)","(3.7, 3.95, 3.9346666666666668)","(10.0, 13.0, 12.729537366548042)","(4.8, 4.9, 4.926881720430107)","(6.0, 7.6, 7.48695652173913)","(51.0, 70.0, 65.37037037037037)","(12.0, 14.0, 13.43298969072165)","(5.5, 6.2, 6.154948805460751)"
08-12-2022 13:59:55.121857,"(21.0, 32.0, 30.52054794520548)","(15.0, 21.0, 20.676470588235293)","(3.7, 3.95, 3.932089552238806)","(10.0, 13.5, 12.929078014184396)","(4.8, 5.0, 4.926591760299626)","(6.0, 7.6, 7.541463414634146)","(51.0, 70.0, 65.20833333333333)","(12.0, 13.5, 13.43121693121693)","(5.5, 6.2, 6.282558139534884)"
08-12-2022 13:59:56.503456,"(21.0, 32.0, 30.57894736842105)","(15.0, 21.0, 20.676470588235293)","(3.7, 3.9, 3.876679104477612)","(10.0, 13.0, 12.929078014184396)","(4.8, 5.0, 4.926591760299626)","(6.0, 7.6, 7.541463414634146)","(51.0, 70.0, 65.20833333333333)","(12.0, 13.5, 13.454787234042554)","(5.5, 6.4, 6.306806282722514)"
08-12-2022 13:59:57.848057,"(21.0, 32.0, 30.229508196721312)","(15.0, 21.0, 20.553571428571427)","(3.7, 3.9, 3.8666666666666667)","(10.0, 13.0, 12.915730337078651)","(4.8, 5.0, 4.949071618037135)","(6.0, 7.6, 7.567272727272727)","(51.0, 70.0, 66.0344827586207)","(12.0, 13.5, 13.454787234042554)","(5.5, 6.4, 6.306806282722514)"
08-12-2022 13:59:59.315985,"(21.0, 32.0, 30.348314606741575)","(15.0, 22.0, 20.87378640776699)","(3.7, 3.95, 3.9186046511627906)","(10.0, 13.5, 13.147058823529411)","(4.8, 5.0, 4.9870550161812295)","(6.0, 7.0, 6.94017094017094)","(51.0, 70.0, 66.96428571428571)","(12.0, 14.0, 13.74090909090909)","(5.5, 6.4, 6.339024390243903)"
08-12-2022 14:00:00.760250,"(21.0, 32.0, 30.348314606741575)","(15.0, 22.0, 20.87378640776699)","(3.7, 4.0, 3.926439790575916)","(10.0, 13.5, 13.1448087431694)","(4.8, 5.0, 4.961801242236025)","(6.0, 7.0, 6.865346534653465)","(51.0, 70.0, 66.19047619047619)","(11.0, 14.0, 13.76)","(5.5, 6.4, 6.324087591240876)"
08-12-2022 14:00:02.089396,"(21.0, 32.0, 30.428571428571427)","(15.0, 22.0, 20.854368932038835)","(3.7, 3.95, 3.926439790575916)","(10.0, 13.5, 13.1448087431694)","(4.8, 5.0, 4.961801242236025)","(6.0, 7.0, 6.865346534653465)","(51.0, 70.0, 66.19047619047619)","(11.0, 14.0, 13.782608695652174)","(5.5, 6.4, 6.337724550898204)"
08-12-2022 14:00:03.578954,"(21.0, 32.0, 30.40909090909091)","(15.0, 22.0, 20.701492537313435)","(3.7, 3.95, 3.919112627986348)","(10.0, 13.5, 12.851724137931035)","(4.8, 5.1, 5.017898832684825)","(6.0, 7.0, 6.891472868217054)","(51.0, 70.0, 66.48648648648648)","(11.0, 14.0, 13.838709677419354)","(5.5, 6.4, 6.315702479338843)"
08-12-2022 14:00:05.089646,"(21.0, 32.0, 30.28125)","(14.0, 21.0, 20.65432098765432)","(3.6, 3.95, 3.9196308724832214)","(10.0, 13.0, 12.794285714285714)","(4.8, 5.1, 5.0645454545454545)","(6.0, 7.0, 6.578817733990148)","(51.0, 70.0, 66.17647058823529)","(12.0, 14.0, 13.979166666666666)","(5.5, 6.4, 6.342372881355932)"
08-12-2022 14:00:06.539847,"(21.0, 32.0, 30.450704225352112)","(15.0, 21.0, 20.6984126984127)","(3.6, 3.95, 3.9552341597796143)","(10.0, 13.0, 12.605882352941176)","(4.8, 5.1, 5.175117370892019)","(6.0, 6.6, 6.690756302521008)","(51.0, 70.0, 65.94594594594595)","(12.0, 14.0, 14.125766871165645)","(5.5, 6.4, 6.328)"
08-12-2022 14:00:07.894636,"(21.0, 32.0, 30.658536585365855)","(15.0, 21.0, 20.6984126984127)","(3.6, 4.0, 3.9552341597796143)","(10.0, 13.0, 12.605882352941176)","(4.8, 5.2, 5.216207951070336)","(6.0, 6.8, 6.68095238095238)","(51.0, 70.0, 66.06060606060606)","(12.0, 14.5, 13.923809523809524)","(5.5, 6.4, 6.328)"
08-12-2022 14:00:09.371577,"(21.0, 32.0, 30.658536585365855)","(15.0, 19.5, 18.772727272727273)","(3.6, 4.0, 3.955645161290323)","(10.0, 13.0, 12.695454545454545)","(4.8, 5.3, 5.218367346938775)","(6.0, 6.8, 6.6902654867256635)","(51.0, 70.0, 66.15384615384616)","(12.0, 14.0, 13.923809523809524)","(5.5, 6.4, 6.328)"
08-12-2022 14:00:10.850200,"(21.0, 32.0, 30.6)","(15.0, 19.0, 18.68)","(3.6, 4.0, 3.953412462908012)","(10.0, 13.0, 12.680672268907562)","(4.8, 5.3, 5.218367346938775)","(6.0, 6.8, 6.6902654867256635)","(51.0, 70.0, 66.42857142857143)","(12.0, 14.0, 13.924107142857142)","(5.5, 6.4, 6.362845849802372)"
08-12-2022 14:00:12.270710,"(21.0, 32.0, 30.64516129032258)","(15.0, 19.0, 18.733333333333334)","(3.6, 4.0, 3.958791208791209)","(10.0, 13.0, 12.796969696969697)","(4.8, 5.3, 5.221362229102167)","(6.0, 6.8, 6.8)","(51.0, 70.0, 66.55172413793103)","(12.0, 14.0, 13.929752066115702)","(5.5, 6.4, 6.3503759398496245)"
